time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/actor_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,train/critic_loss,eval/mean_reward,eval/mean_ep_length
5,84,414,-5.242841976190477,78,4.928571428571429,-15.578067779541016,-1.856345295906067,313,0.9101740717887878,0.0003,1.8057053089141846,,
5,88,434,-5.259830431818182,77,4.931818181818182,-15.666097640991211,-1.9694619178771973,333,0.9047638773918152,0.0003,2.528768301010132,,
5,92,452,-5.2422825108695665,76,4.913043478260869,-15.733543395996094,-2.070377826690674,351,0.8999161720275879,0.0003,3.1683225631713867,,
6,96,470,-5.240243020833334,76,4.895833333333333,-15.301111221313477,-2.1838021278381348,369,0.8950890898704529,0.0003,2.34450626373291,,
6,100,488,-5.217531320000001,75,4.88,-16.753280639648438,-2.283034324645996,387,0.8902799487113953,0.0003,1.9561476707458496,,
6,104,503,-5.19143712,75,4.87,-15.280252456665039,-2.3908963203430176,402,0.8862859606742859,0.0003,2.846341609954834,,
7,108,525,-5.22358509,74,4.87,-14.814013481140137,-2.5091981887817383,424,0.8804545998573303,0.0003,2.6530652046203613,,
7,112,542,-5.206590050000001,74,4.86,-16.24417495727539,-2.6253137588500977,441,0.875969409942627,0.0003,2.5152735710144043,,
7,116,566,-5.22926688,73,4.92,-16.268699645996094,-2.770399808883667,465,0.8696674704551697,0.0003,2.584111213684082,,
8,120,590,-5.30474015,72,4.99,-16.067480087280273,-2.8948543071746826,489,0.8634154796600342,0.0003,2.9156527519226074,,
8,124,616,-5.381789869999999,72,5.07,-16.099506378173828,-3.0571846961975098,515,0.8566904664039612,0.0003,3.0463223457336426,,
8,128,645,-5.4623249099999995,71,5.19,-15.947694778442383,-3.230886697769165,544,0.8492493629455566,0.0003,2.6492867469787598,,
9,132,667,-5.4637005,71,5.25,-16.71487808227539,-3.3559165000915527,566,0.8436518311500549,0.0003,2.1850967407226562,,
9,136,698,-5.529290729999999,70,5.32,-16.471435546875,-3.544926404953003,597,0.8358275294303894,0.0003,2.2569854259490967,,
10,140,717,-5.596188109999999,70,5.34,-16.21186065673828,-3.6450557708740234,616,0.831061840057373,0.0003,2.2027854919433594,,
10,144,742,-5.619465770000001,70,5.39,-16.627918243408203,-3.7941513061523438,641,0.8248463869094849,0.0003,3.5974769592285156,,
10,148,764,-5.6058448,69,5.44,-15.773862838745117,-3.920916795730591,663,0.8194214105606079,0.0003,2.096942901611328,,
11,152,788,-5.599428389999999,69,5.46,-16.047378540039062,-4.072004318237305,687,0.8135479092597961,0.0003,2.0124144554138184,,
11,156,817,-5.6337995,68,5.55,-15.274789810180664,-4.249850273132324,716,0.8065113425254822,0.0003,3.4632184505462646,,
12,160,838,-5.617404540000001,68,5.47,-16.301855087280273,-4.3582258224487305,737,0.801456093788147,0.0003,2.152520179748535,,
12,164,861,-5.657027800000001,68,5.54,-16.542076110839844,-4.514972686767578,760,0.7959640622138977,0.0003,3.4028258323669434,,
12,168,878,-5.59125727,68,5.47,-16.391498565673828,-4.584742546081543,777,0.7919310927391052,0.0003,3.101609945297241,,
13,172,901,-5.610072249999998,68,5.55,-16.71453094482422,-4.710951805114746,800,0.7865086793899536,0.0003,3.771399974822998,,
13,176,922,-5.5103848300000005,67,5.52,-16.241849899291992,-4.841346263885498,821,0.781592607498169,0.0003,2.7611770629882812,,
13,180,945,-5.458957440000002,67,5.49,-16.273883819580078,-5.0079121589660645,844,0.7762370705604553,0.0003,3.077470064163208,,
14,184,974,-5.56954737,67,5.6,-15.876497268676758,-5.129888534545898,873,0.7695477604866028,0.0003,3.176748275756836,,
14,188,989,-5.452185219999998,67,5.55,-15.594104766845703,-5.224916458129883,888,0.7661146521568298,0.0003,3.5759453773498535,,
15,192,1013,-5.483404679999999,67,5.61,-15.136468887329102,-5.372552394866943,912,0.7606585025787354,0.0003,2.470926284790039,,
15,196,1035,-5.455475520000001,66,5.65,-16.054977416992188,-5.511543273925781,934,0.7556869387626648,0.0003,4.186551094055176,,
15,200,1056,-5.47202132,66,5.68,-14.966222763061523,-5.579953670501709,955,0.750974178314209,0.0003,4.065258026123047,,
16,204,1082,-5.50804837,66,5.79,-16.153348922729492,-5.7495527267456055,981,0.7451939582824707,0.0003,5.116957664489746,,
16,208,1111,-5.495187649999999,66,5.86,-15.571907043457031,-5.909213066101074,1010,0.7388054132461548,0.0003,4.345269203186035,,
16,212,1128,-5.452310819999999,66,5.86,-15.65946102142334,-6.047897815704346,1027,0.7350874543190002,0.0003,3.693042278289795,,
17,216,1158,-5.4869819600000005,66,5.92,-15.480957984924316,-6.125393867492676,1057,0.7285639643669128,0.0003,3.766169548034668,,
17,220,1174,-5.35238012,66,5.84,-14.420873641967773,-6.243755340576172,1073,0.7251130938529968,0.0003,4.908988952636719,,
18,224,1196,-5.28067733,66,5.8,-14.281538009643555,-6.387875080108643,1095,0.7203927040100098,0.0003,3.0468955039978027,,
18,228,1217,-5.199658459999999,66,5.72,-14.756760597229004,-6.489349365234375,1116,0.7159219980239868,0.0003,4.583219051361084,,
18,232,1249,-5.28814226,66,5.82,-14.6361083984375,-6.69113302230835,1148,0.7091673612594604,0.0003,4.292015552520752,,
19,236,1277,-5.1603514,66,5.79,-15.678409576416016,-6.822718620300293,1176,0.7033121585845947,0.0003,4.225526809692383,,
19,240,1302,-5.13380112,66,5.85,-15.236677169799805,-6.932287216186523,1201,0.6981374025344849,0.0003,5.574631690979004,,
20,244,1324,-5.0900671299999996,65,5.82,-14.850442886352539,-7.007379531860352,1223,0.6936206221580505,0.0003,4.036122798919678,,
20,248,1344,-5.069557410000001,65,5.8,-15.387792587280273,-7.121248245239258,1243,0.6895411014556885,0.0003,6.597878456115723,,
20,252,1366,-4.953494899999999,65,5.78,-14.327841758728027,-7.315049171447754,1265,0.6850934028625488,0.0003,4.143095016479492,,
21,256,1385,-4.86105302,65,5.68,-13.931953430175781,-7.399377346038818,1284,0.6812664866447449,0.0003,4.9913330078125,,
21,260,1413,-4.79810314,65,5.75,-13.987113952636719,-7.4720072746276855,1312,0.675666093826294,0.0003,4.796756744384766,,
21,264,1439,-4.8648732500000005,65,5.78,-15.740740776062012,-7.598901748657227,1338,0.6705096364021301,0.0003,7.328230857849121,,
22,268,1463,-4.87098813,65,5.85,-14.024120330810547,-7.875469207763672,1362,0.6657928824424744,0.0003,6.169405937194824,,
22,272,1487,-4.863256949999999,65,5.86,-14.045055389404297,-8.007122039794922,1386,0.6611010432243347,0.0003,4.975684642791748,,
23,276,1504,-4.78008421,65,5.82,-13.903554916381836,-8.033113479614258,1403,0.6577950716018677,0.0003,6.455696105957031,,
23,280,1536,-4.903457169999999,65,5.91,-13.224294662475586,-8.223220825195312,1435,0.6516168117523193,0.0003,3.675854444503784,,
23,284,1560,-4.833145440000001,65,5.86,-13.727609634399414,-8.354841232299805,1459,0.647020697593689,0.0003,4.572697639465332,,
24,288,1591,-4.84034153,65,6.02,-12.199928283691406,-8.606707572937012,1490,0.6411334872245789,0.0003,5.039996147155762,,
24,292,1612,-4.731251599999999,65,5.99,-14.191484451293945,-8.669113159179688,1511,0.6371731162071228,0.0003,6.703470230102539,,
24,296,1628,-4.66687526,65,5.93,-13.133434295654297,-8.684703826904297,1527,0.6341661810874939,0.0003,4.457479953765869,,
25,300,1649,-4.6046166799999995,65,5.93,-13.889732360839844,-8.86783218383789,1548,0.6302461624145508,0.0003,5.322381973266602,,
25,304,1669,-4.5629778199999995,65,5.87,-12.884761810302734,-8.903268814086914,1568,0.6265365481376648,0.0003,7.136147499084473,,
25,308,1688,-4.471010499999999,65,5.77,-13.501382827758789,-9.051206588745117,1587,0.6230373978614807,0.0003,5.817060470581055,,
26,312,1709,-4.500138519999999,64,5.81,-14.138040542602539,-9.109621047973633,1608,0.6191872954368591,0.0003,8.021744728088379,,
26,316,1731,-4.39019214,64,5.73,-13.732027053833008,-9.244170188903809,1630,0.6151695847511292,0.0003,6.794219970703125,,
26,320,1749,-4.36708739,64,5.75,-12.256086349487305,-9.47346305847168,1648,0.6118966341018677,0.0003,6.033614635467529,,
27,324,1774,-4.41700548,64,5.78,-12.579830169677734,-9.62598705291748,1673,0.6073672771453857,0.0003,7.347845077514648,,
27,328,1795,-4.42490235,64,5.78,-13.274574279785156,-9.742319107055664,1694,0.603577196598053,0.0003,5.110564231872559,,
28,332,1817,-4.23460394,64,5.68,-13.484182357788086,-9.878240585327148,1716,0.5996362566947937,0.0003,6.521517753601074,,
28,336,1840,-4.155292129999999,64,5.63,-12.601593017578125,-10.024152755737305,1739,0.5955435037612915,0.0003,6.259736061096191,,
28,340,1857,-4.02805827,64,5.55,-11.879440307617188,-10.104095458984375,1756,0.5925331711769104,0.0003,4.502397537231445,,
29,344,1877,-4.01631524,64,5.53,-12.87991714477539,-10.177926063537598,1776,0.5890177488327026,0.0003,6.712980270385742,,
29,348,1901,-3.9497878299999996,64,5.57,-11.463517189025879,-10.424659729003906,1800,0.5848283767700195,0.0003,4.393167495727539,,
29,352,1919,-3.93257928,64,5.53,-12.678178787231445,-10.429971694946289,1818,0.5816921591758728,0.0003,5.5087127685546875,,
30,356,1940,-3.93811755,64,5.55,-12.167428970336914,-10.579849243164062,1839,0.5780439972877502,0.0003,7.214193344116211,,
30,360,1957,-3.9269015300000003,64,5.44,-11.716167449951172,-10.762287139892578,1856,0.5751068592071533,0.0003,7.112702369689941,,
30,364,1975,-3.8529119199999995,64,5.36,-12.017988204956055,-10.874594688415527,1874,0.5720167756080627,0.0003,6.1213884353637695,,
30,368,1992,-3.8264096800000003,64,5.29,-11.944318771362305,-10.878150939941406,1891,0.5691146850585938,0.0003,6.444840908050537,,
31,372,2012,-3.8015693899999996,64,5.25,-11.220658302307129,-10.986248016357422,1911,0.5657254457473755,0.0003,6.831094741821289,,
31,376,2036,-3.8854121000000004,64,5.32,-11.577901840209961,-11.073549270629883,1935,0.561701238155365,0.0003,5.747803688049316,,
31,380,2057,-3.800145339999999,64,5.21,-11.409224510192871,-11.189817428588867,1956,0.558213472366333,0.0003,7.382863998413086,,
32,384,2075,-3.7477231600000005,64,5.15,-11.54867935180664,-11.250947952270508,1974,0.5552413463592529,0.0003,4.334162712097168,,
32,388,2093,-3.7882703600000003,64,5.02,-10.900259971618652,-11.385848999023438,1992,0.5522919297218323,0.0003,5.788570404052734,,
32,392,2113,-3.82817641,64,5.01,-11.20916748046875,-11.392772674560547,2012,0.5490335822105408,0.0003,7.586916923522949,,
33,396,2131,-3.86638168,64,5.03,-10.991918563842773,-11.546961784362793,2030,0.5461231470108032,0.0003,4.593367576599121,,
33,400,2152,-3.9212338399999997,64,5.03,-10.86248779296875,-11.713029861450195,2051,0.5427505373954773,0.0003,5.387102127075195,,
33,404,2179,-3.9857190499999997,64,5.1,-10.782617568969727,-11.657289505004883,2078,0.5384504795074463,0.0003,6.332568168640137,,
34,408,2199,-3.9721191300000003,64,5.11,-11.02026081085205,-11.787737846374512,2098,0.535292387008667,0.0003,5.665079593658447,,
34,412,2218,-3.98368352,64,5.09,-10.887899398803711,-11.934444427490234,2117,0.532306432723999,0.0003,6.66989803314209,,
34,416,2242,-3.9502389199999994,64,5.11,-10.787813186645508,-12.158361434936523,2141,0.5285579562187195,0.0003,4.0436110496521,,
35,420,2259,-4.00917017,64,5.1,-10.566534996032715,-12.190725326538086,2158,0.5259184241294861,0.0003,5.661807537078857,,
35,424,2278,-3.9877864699999996,64,5.04,-10.540522575378418,-12.23544692993164,2177,0.522982120513916,0.0003,6.438834190368652,,
35,428,2305,-4.032580240000001,64,5.1,-10.115056991577148,-12.412046432495117,2204,0.5188378691673279,0.0003,4.618313312530518,,
36,432,2324,-4.092988160000001,64,5.07,-10.2020263671875,-12.690204620361328,2223,0.5159461498260498,0.0003,6.171219825744629,,
36,436,2339,-4.107690359999999,64,4.99,-10.411420822143555,-12.693807601928711,2238,0.5136677026748657,0.0003,5.451153755187988,,
36,440,2356,-4.14151479,64,4.99,-9.950258255004883,-12.673828125,2255,0.5110927820205688,0.0003,4.046197891235352,,
37,444,2376,-4.1594511,64,4.99,-10.085585594177246,-12.841326713562012,2275,0.5080826878547668,0.0003,5.1953229904174805,,
37,448,2394,-4.23229956,64,4.93,-9.481871604919434,-12.956317901611328,2293,0.5053791403770447,0.0003,6.017573356628418,,
37,452,2419,-4.31115319,64,5.0,-9.335271835327148,-13.281355857849121,2318,0.50164794921875,0.0003,5.425670623779297,,
38,456,2441,-4.335715880000001,63,5.01,-10.068921089172363,-13.392227172851562,2340,0.49837297201156616,0.0003,4.394887924194336,,
38,460,2460,-4.34057487,63,5.03,-9.237861633300781,-13.373126983642578,2359,0.49555814266204834,0.0003,5.0745134353637695,,
38,464,2476,-4.28137396,63,5.01,-8.73590087890625,-13.445344924926758,2375,0.4931998550891876,0.0003,4.844906330108643,,
39,468,2501,-4.30446124,63,5.09,-9.141472816467285,-13.802664756774902,2400,0.4895326793193817,0.0003,4.9111785888671875,,
39,472,2529,-4.31387547,63,5.17,-8.945335388183594,-13.913838386535645,2428,0.48543837666511536,0.0003,4.748171806335449,,
40,476,2546,-4.25330614,63,5.1,-9.040119171142578,-14.113801956176758,2445,0.482970267534256,0.0003,5.2718915939331055,,
40,480,2568,-4.22213324,63,5.11,-8.975883483886719,-14.04882526397705,2467,0.4797923266887665,0.0003,5.819144248962402,,
40,484,2589,-4.27007888,63,5.14,-8.443914413452148,-14.16100025177002,2488,0.4767919182777405,0.0003,4.542285919189453,,
41,488,2609,-4.2471299,63,5.16,-8.242681503295898,-14.126073837280273,2508,0.47396495938301086,0.0003,3.5877861976623535,,
41,492,2625,-4.21345843,63,5.12,-8.21417236328125,-13.911237716674805,2524,0.4717381000518799,0.0003,4.551687240600586,,
41,496,2645,-4.166915670000001,63,5.14,-9.211057662963867,-13.694406509399414,2544,0.4690370559692383,0.0003,3.93308424949646,,
41,500,2661,-4.09312917,63,5.09,-8.63361930847168,-13.534051895141602,2560,0.4669346511363983,0.0003,4.697272777557373,,
42,504,2678,-4.01593308,63,4.99,-8.711605072021484,-14.218681335449219,2577,0.4647178053855896,0.0003,3.725583553314209,,
42,508,2697,-4.03191151,63,4.98,-8.705545425415039,-14.087482452392578,2596,0.46223345398902893,0.0003,4.5539937019348145,,
42,512,2721,-4.06191887,63,5.03,-8.286750793457031,-14.129167556762695,2620,0.45907479524612427,0.0003,4.390399932861328,,
43,516,2739,-4.051670009999999,63,4.97,-8.482522010803223,-14.26805591583252,2638,0.4566982090473175,0.0003,3.9569873809814453,,
43,520,2758,-4.0694231300000006,63,4.99,-8.161053657531738,-14.994941711425781,2657,0.45417800545692444,0.0003,3.18692946434021,,
44,524,2785,-4.124605130000001,63,5.07,-8.075498580932617,-15.018362998962402,2684,0.4505768120288849,0.0003,3.372422695159912,,
44,528,2807,-4.0286089800000005,63,5.02,-7.253629207611084,-15.007877349853516,2706,0.44767218828201294,0.0003,3.0060813426971436,,
44,532,2825,-3.985921429999999,63,5.01,-8.023365020751953,-14.7637939453125,2724,0.4453302025794983,0.0003,4.322752475738525,,
45,536,2844,-4.0130010799999996,63,5.05,-7.620274543762207,-15.163200378417969,2743,0.44290393590927124,0.0003,2.878213405609131,,
45,540,2867,-4.09685866,63,5.11,-7.611492156982422,-14.909290313720703,2766,0.43999722599983215,0.0003,2.886270046234131,,
45,544,2891,-4.15872288,63,5.15,-7.777731895446777,-15.151336669921875,2790,0.43699121475219727,0.0003,2.7309842109680176,,
46,548,2914,-4.12750742,63,5.2,-8.108899116516113,-14.971270561218262,2813,0.4341217875480652,0.0003,4.4693193435668945,,
46,552,2932,-4.0556496,63,5.13,-7.641687870025635,-15.296079635620117,2831,0.43188798427581787,0.0003,3.6045260429382324,,
46,556,2955,-4.077229989999999,63,5.14,-7.235381126403809,-15.594345092773438,2854,0.4290291368961334,0.0003,2.5158467292785645,,
47,560,2983,-4.1586409,63,5.23,-7.296823501586914,-15.557794570922852,2882,0.4255346357822418,0.0003,2.57098388671875,,
47,564,3001,-4.1967444799999996,63,5.25,-7.326239585876465,-15.755906105041504,2900,0.42330241203308105,0.0003,3.2857446670532227,,
47,568,3020,-4.15412544,63,5.19,-7.192583084106445,-15.862706184387207,2919,0.42096146941185,0.0003,3.1608142852783203,,
48,572,3045,-4.159889609999999,63,5.16,-6.724457740783691,-16.23090362548828,2944,0.41788920760154724,0.0003,2.1394500732421875,,
48,576,3074,-4.2457627,63,5.28,-7.080286026000977,-16.378719329833984,2973,0.4143263101577759,0.0003,1.9615262746810913,,
49,580,3099,-4.235294979999999,63,5.31,-6.746010780334473,-16.54950714111328,2998,0.411270409822464,0.0003,2.7044405937194824,,
49,584,3120,-4.193306499999999,63,5.31,-6.656643867492676,-16.724720001220703,3019,0.40871503949165344,0.0003,2.5755491256713867,,
49,588,3143,-4.182441829999999,63,5.34,-7.01519775390625,-16.538738250732422,3042,0.40592652559280396,0.0003,2.405193328857422,,
50,592,3175,-4.292424669999999,63,5.5,-7.049023628234863,-16.755901336669922,3074,0.4020931124687195,0.0003,1.7660305500030518,,
50,596,3199,-4.346473749999999,63,5.54,-6.529191493988037,-16.861526489257812,3098,0.3992646336555481,0.0003,2.4446680545806885,,
51,600,3216,-4.294721849999999,63,5.55,-6.311146259307861,-16.90549087524414,3115,0.39729100465774536,0.0003,2.2831625938415527,,
51,604,3235,-4.24831898,63,5.57,-6.877845764160156,-16.894760131835938,3134,0.39510634541511536,0.0003,2.277468681335449,,
51,608,3260,-4.28105035,63,5.63,-6.369914531707764,-17.21924591064453,3159,0.3922422528266907,0.0003,2.086702823638916,,
52,612,3286,-4.223758640000001,63,5.65,-6.442800045013428,-17.412086486816406,3185,0.3892846703529358,0.0003,2.4602715969085693,,
52,616,3304,-4.1734108999999995,63,5.65,-6.550337314605713,-17.468467712402344,3203,0.38723549246788025,0.0003,2.2869873046875,,
52,620,3328,-4.165882659999999,63,5.7,-5.829069137573242,-17.76545524597168,3227,0.3845199644565582,0.0003,1.5734589099884033,,
53,624,3350,-4.033240050000001,63,5.65,-6.526638984680176,-17.692123413085938,3249,0.3820449709892273,0.0003,1.545828104019165,,
53,628,3368,-4.00070224,63,5.61,-5.91916561126709,-17.867887496948242,3267,0.38002917170524597,0.0003,1.5767128467559814,,
53,632,3390,-4.00528314,63,5.65,-6.041872024536133,-18.2103328704834,3289,0.3775683343410492,0.0003,1.5795893669128418,,
54,636,3413,-3.9380580700000007,63,5.69,-6.04962158203125,-18.32571792602539,3312,0.3750060498714447,0.0003,1.5279914140701294,,
54,640,3434,-3.91479178,63,5.67,-6.064815521240234,-18.400833129882812,3333,0.3726642429828644,0.0003,1.841180682182312,,
54,644,3464,-3.9003598399999997,63,5.73,-5.993271827697754,-18.47519302368164,3363,0.3693503439426422,0.0003,1.4101386070251465,,
55,648,3486,-3.8252981100000003,63,5.72,-5.9240827560424805,-18.486175537109375,3385,0.36694589257240295,0.0003,1.802361011505127,,
55,652,3511,-3.84870248,62,5.79,-5.785836219787598,-18.71931266784668,3410,0.3642425239086151,0.0003,1.1951043605804443,,
56,656,3535,-3.7902451200000002,62,5.8,-5.638360023498535,-18.946407318115234,3434,0.36166542768478394,0.0003,1.13955557346344,,
56,660,3562,-3.69245682,62,5.79,-5.485574245452881,-18.91455078125,3461,0.35877564549446106,0.0003,1.4768567085266113,,
56,664,3583,-3.6410271200000004,62,5.82,-5.390398025512695,-18.914657592773438,3482,0.35654622316360474,0.0003,1.1205726861953735,,
57,668,3599,-3.60323294,62,5.79,-5.118189811706543,-19.329055786132812,3498,0.35485750436782837,0.0003,1.142608880996704,,
57,672,3627,-3.64547784,62,5.82,-5.585075378417969,-19.113201141357422,3526,0.35193437337875366,0.0003,1.5011820793151855,,
58,676,3649,-3.59296301,62,5.75,-4.842584609985352,-19.497657775878906,3548,0.3496556282043457,0.0003,0.8030223846435547,,
58,680,3676,-3.590668079999999,62,5.77,-5.40966796875,-19.660879135131836,3575,0.3468736708164215,0.0003,1.041314959526062,,
58,684,3704,-3.623084659999999,62,5.84,-5.623496055603027,-19.63970375061035,3603,0.34400486946105957,0.0003,1.1336684226989746,,
59,688,3721,-3.527683529999999,62,5.78,-4.9268622398376465,-19.84543800354004,3620,0.3422812819480896,0.0003,1.139746904373169,,
59,692,3745,-3.410915,62,5.7,-5.057560920715332,-19.926172256469727,3644,0.3398580253124237,0.0003,1.1787052154541016,,
60,696,3777,-3.4253272000000003,62,5.78,-5.1486310958862305,-20.07158660888672,3676,0.33665481209754944,0.0003,0.910345196723938,,
60,700,3805,-3.55408041,62,5.89,-5.059678077697754,-19.725688934326172,3704,0.33388540148735046,0.0003,1.0800371170043945,,
60,704,3827,-3.6175262099999994,62,5.92,-4.886447429656982,-20.33868980407715,3726,0.33172136545181274,0.0003,1.0882673263549805,,
61,708,3851,-3.6409218100000005,62,5.91,-4.618042945861816,-20.411998748779297,3750,0.32936403155326843,0.0003,1.0424160957336426,,
61,712,3879,-3.65342714,62,5.93,-4.555293083190918,-20.594646453857422,3778,0.32664549350738525,0.0003,0.8748142719268799,,
62,716,3906,-3.7327206799999995,62,6.02,-4.432557106018066,-20.73375701904297,3805,0.32403984665870667,0.0003,0.8319747447967529,,
62,720,3929,-3.68619261,62,6.01,-4.54449987411499,-20.91980743408203,3828,0.32183048129081726,0.0003,0.7608102560043335,,
62,724,3956,-3.6876362900000004,62,6.06,-4.873229503631592,-20.887611389160156,3855,0.3192671835422516,0.0003,0.8275378942489624,,
63,728,3981,-3.78170538,62,6.13,-4.7840399742126465,-21.14620590209961,3880,0.3169045150279999,0.0003,0.6994073390960693,,
63,732,4006,-3.7426711399999992,62,6.16,-4.199785232543945,-21.184877395629883,3905,0.31455788016319275,0.0003,0.7304615378379822,,
64,736,4028,-3.7345286900000003,62,6.15,-4.151755332946777,-21.4833927154541,3927,0.31250613927841187,0.0003,0.7419940233230591,,
64,740,4044,-3.637821309999999,62,6.1,-4.252391815185547,-21.914968490600586,3943,0.3110227584838867,0.0003,0.7166218757629395,,
64,744,4067,-3.57578761,62,6.03,-4.682045936584473,-21.763368606567383,3966,0.3088933229446411,0.0003,0.8275845050811768,,
64,748,4088,-3.55351608,62,6.02,-4.186276435852051,-22.16098403930664,3987,0.30696213245391846,0.0003,0.6832521557807922,,
65,752,4113,-3.56577624,63,6.02,-4.284643650054932,-22.232458114624023,4012,0.30466654896736145,0.0003,0.7465229630470276,,
65,756,4129,-3.5870088200000003,63,5.94,-3.9454116821289062,-22.357372283935547,4028,0.30320191383361816,0.0003,0.6821961402893066,,
65,760,4152,-3.5390333500000004,63,5.9,-4.126178741455078,-22.683269500732422,4051,0.3011043965816498,0.0003,0.777979850769043,,
66,764,4173,-3.4721598,63,5.9,-4.53005838394165,-22.61107635498047,4072,0.2992040514945984,0.0003,0.7441444396972656,,
66,768,4190,-3.4806322099999996,63,5.91,-4.242348670959473,-22.871421813964844,4089,0.29767462611198425,0.0003,0.6039808392524719,,
66,772,4210,-3.35041253,63,5.83,-4.161290168762207,-23.019548416137695,4109,0.29588770866394043,0.0003,0.6642155647277832,,
67,776,4236,-3.3408689500000004,63,5.87,-3.6512207984924316,-23.07356834411621,4135,0.29357683658599854,0.0003,0.6216579675674438,,
67,780,4265,-3.3740758199999994,63,5.89,-3.619997501373291,-23.069622039794922,4164,0.29101768136024475,0.0003,0.5072146654129028,,
67,784,4286,-3.27578766,63,5.82,-3.917235851287842,-23.131248474121094,4185,0.2891849875450134,0.0003,0.5867540240287781,,
68,788,4305,-3.3082514200000004,63,5.84,-3.6322360038757324,-23.219409942626953,4204,0.2875407636165619,0.0003,0.7215710878372192,,
68,792,4321,-3.2517559699999996,63,5.76,-3.6995320320129395,-23.313949584960938,4220,0.28616663813591003,0.0003,0.577401876449585,,
68,796,4341,-3.181408840000001,63,5.64,-4.042279243469238,-23.188556671142578,4240,0.28445833921432495,0.0003,0.5246766805648804,,
69,800,4371,-3.1030987199999998,63,5.66,-3.6855177879333496,-23.032215118408203,4270,0.28193843364715576,0.0003,0.7016840577125549,,
69,804,4393,-3.11829559,63,5.66,-4.120100975036621,-22.42391014099121,4292,0.2801350951194763,0.0003,0.6504861116409302,,
70,808,4413,-3.0398801399999997,63,5.62,-4.187056541442871,-22.01930046081543,4312,0.2785412073135376,0.0003,0.5937877893447876,,
70,812,4432,-2.9859595299999997,63,5.53,-3.906135082244873,-22.104976654052734,4331,0.2770564556121826,0.0003,0.5369560122489929,,
70,816,4456,-2.9607178099999993,63,5.5,-3.5173957347869873,-22.34415054321289,4355,0.2751898467540741,0.0003,0.5365633368492126,,
70,820,4474,-3.0209313100000004,63,5.45,-3.6398415565490723,-22.745235443115234,4373,0.2737933099269867,0.0003,0.6823703050613403,,
71,824,4498,-3.03396706,63,5.42,-3.303433895111084,-22.574974060058594,4397,0.2719285488128662,0.0003,0.4991421699523926,,
71,828,4522,-2.92102644,63,5.41,-3.2731003761291504,-23.66730499267578,4421,0.2700645923614502,0.0003,0.4455839991569519,,
71,832,4538,-2.9320065000000004,63,5.32,-3.3502721786499023,-23.43040657043457,4437,0.2688112258911133,0.0003,0.5037246346473694,,
