time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
6,1,2048,51.904761904761905,-55.34798442857143,306,,,,,,,,,,,,,
15,2,4096,95.61538461538461,-102.21030702564106,258,210.86796402931213,0.2,0.0003,0.0129080275,0.007382452487945557,-0.03037807925720699,67.98243713378906,0.9915522933006287,0.141650390625,10,-11.31053830087185,,
,,5000,,,,123.47417833805085,0.2,0.0003,0.010864349,-0.05395913124084473,-0.019843751404550858,30.590898513793945,0.9849345684051514,0.07548828125,20,-11.261197784543038,1000.0,988.884538975358
45,3,6144,120.88,-128.04153034,135,,,,,,,,,,,,,
53,4,8192,112.01369863013699,-116.0366504109589,151,122.07296688556671,0.2,0.0003,0.011371475,0.007570445537567139,-0.02535314285487402,28.217060089111328,0.9777056574821472,0.099462890625,30,-11.203207421302796,,
,,10000,,,,143.16555817127227,0.2,0.0003,0.012517758,0.00593191385269165,-0.03432543211965822,63.337127685546875,0.9667433500289917,0.162451171875,40,-11.116650214791298,1000.0,945.3916840033373
85,5,10240,107.23913043478261,-111.0875449673913,119,,,,,,,,,,,,,
94,6,12288,112.97,-116.25411668999999,129,157.30841484069825,0.2,0.0003,0.012393989,0.0728989839553833,-0.03156870794191491,63.250099182128906,0.957220196723938,0.12978515625,50,-11.035902637243272,,
104,7,14336,115.96,-118.18109652000001,137,105.4786924123764,0.2,0.0003,0.012097159,0.18160146474838257,-0.0318082453974057,45.14091491699219,0.9503923654556274,0.12861328125,60,-10.969981437921524,,
,,15000,,,,192.84143536090852,0.2,0.0003,0.010748029,0.17655730247497559,-0.0313425847038161,94.56854248046875,0.9451782703399658,0.11318359375,70,-10.921538552641868,1000.0,934.2321070539067
134,8,16384,87.51,-88.34240066000001,121,,,,,,,,,,,,,
143,9,18432,96.16,-96.33143147000001,128,189.76538889408113,0.2,0.0003,0.010309784,0.14271897077560425,-0.028538191161351277,89.71923065185547,0.9420952796936035,0.098828125,80,-10.888440230488778,,
,,20000,,,,100.55175647735595,0.2,0.0003,0.011104895,0.28398609161376953,-0.03267653083312325,36.46978759765625,0.9321490526199341,0.11728515625,90,-10.830428034067154,1000.0,882.4683619181266
174,10,20480,107.02,-105.03323758,117,,,,,,,,,,,,,
183,11,22528,118.14,-115.24845029,122,108.07960820198059,0.2,0.0003,0.012772426,0.39177030324935913,-0.03524100293579977,43.053348541259766,0.9255056381225586,0.145166015625,100,-10.75673910677433,,
192,12,24576,109.63,-104.49277544000002,127,52.204768878221515,0.2,0.0003,0.017232046,0.2719743251800537,-0.039724293161998506,27.98056411743164,0.9104925990104675,0.1845703125,110,-10.654465287923813,,
,,25000,,,,175.83929541110993,0.2,0.0003,0.010599455,0.3500394821166992,-0.030521501487237403,70.22569274902344,0.9077116250991821,0.10029296875,120,-10.58695346415043,1000.0,904.9281042155344
223,13,26624,124.0,-116.24076629000002,119,,,,,,,,,,,,,
232,14,28672,126.1,-117.73385705000001,123,118.55411300659179,0.2,0.0003,0.010647748,0.5688817501068115,-0.032850674315704965,44.7833366394043,0.8994226455688477,0.117626953125,130,-10.534297832846642,,
,,30000,,,,147.29097131490707,0.2,0.0003,0.012744634,0.4639984369277954,-0.03324925378256012,53.981422424316406,0.8926754593849182,0.131103515625,140,-10.473075383901596,1000.0,915.8584014506938
262,15,30720,138.38,-129.64888602,116,,,,,,,,,,,,,
271,16,32768,114.0,-103.86451343,120,71.34978991746902,0.2,0.0003,0.014246912,0.51820108294487,-0.03592374621948693,42.38896560668945,0.8840857744216919,0.15810546875,150,-10.397768488526344,,
280,17,34816,112.98,-102.1412881,124,305.7682183265686,0.2,0.0003,0.009422868,0.1728363037109375,-0.027187262297957204,137.10610961914062,0.8814023733139038,0.074267578125,160,-10.354601243138314,,
,,35000,,,,154.4542384147644,0.2,0.0003,0.010616088,0.5574777126312256,-0.03280929592292523,92.20112609863281,0.8812447190284729,0.10966796875,170,-10.338989508152007,827.4,721.3866844983364
307,18,36864,131.81,-119.43969405,119,,,,,,,,,,,,,
316,19,38912,114.24,-104.93501586000002,122,31.935979411005974,0.2,0.0003,0.018569116,0.6201990842819214,-0.04145415046077687,6.248028755187988,0.8722386360168457,0.196142578125,180,-10.279418513178825,,
,,40000,,,,192.87247927188872,0.2,0.0003,0.009461075,0.5269400179386139,-0.027959206307423302,99.6441421508789,0.8701860308647156,0.084033203125,190,-10.245365443825722,824.1,711.9327839683334
343,20,40960,112.92,-100.83530631000002,119,,,,,,,,,,,,,
352,21,43008,111.84,-102.30496143000003,122,131.62201597690583,0.2,0.0003,0.0110792685,0.6449357867240906,-0.033453839999856426,42.68008804321289,0.864421010017395,0.119140625,200,-10.211917537450791,,
,,45000,,,,148.30125145912172,0.2,0.0003,0.011368822,0.6643570959568024,-0.03475175116909668,64.77394104003906,0.8613460659980774,0.118115234375,210,-10.169314539432525,484.2,428.00236295718935
370,22,45056,119.79,-106.82275771,121,,,,,,,,,,,,,
379,23,47104,99.52,-87.29500269000002,124,156.7801739215851,0.2,0.0003,0.011231404,0.664036214351654,-0.03168247943976894,82.249267578125,0.8589833974838257,0.102685546875,220,-10.146985247731209,,
387,24,49152,98.74,-83.28142,126,137.43049509525298,0.2,0.0003,0.013390746,0.7267296016216278,-0.03947913487791084,71.52375030517578,0.8536390066146851,0.173681640625,230,-10.108809840679168,,
,,50000,,,,126.18554162979126,0.2,0.0003,0.011452021,0.7358010411262512,-0.03639651054982096,26.301204681396484,0.8469065427780151,0.13037109375,240,-10.052862644195557,323.1,287.1607777085057
403,25,51200,74.81,-60.919787639999996,126,,,,,,,,,,,,,
412,26,53248,83.87,-69.61604961,129,130.52865107059478,0.2,0.0003,0.011969991,0.7578908056020737,-0.03871918187069241,74.34258270263672,0.8422533273696899,0.14326171875,250,-9.994764596223831,,
,,55000,,,,130.05598808526992,0.2,0.0003,0.014089201,0.7315889894962311,-0.041039850209199355,48.464691162109375,0.8383450508117676,0.1681640625,260,-9.954239386320115,95.5,113.21340707011987
423,27,55296,74.17,-63.339069249999994,130,,,,,,,,,,,,,
431,28,57344,73.82,-63.01861107,132,202.2174663066864,0.2,0.0003,0.012393799,0.4587480425834656,-0.03604103388206568,79.01563262939453,0.8349428772926331,0.127783203125,270,-9.92286756336689,,
440,29,59392,74.51,-62.02041547999999,134,119.50804200172425,0.2,0.0003,0.014556636,0.7802689224481583,-0.04267817748186644,62.961761474609375,0.82843416929245,0.164404296875,280,-9.867244490981102,,
,,60000,,,,129.9748374223709,0.2,0.0003,0.013378123,0.7664333283901215,-0.04020395039988216,73.28527069091797,0.8242913484573364,0.150146484375,290,-9.821570575237274,100.1,95.53779275537235
