rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
4.0,4,20,5675,0,5.0,,,,,,
4.125,8,41,5985,0,5.125,,,,,,
4.583333333333333,12,67,6253,0,5.583333333333333,,,,,,
4.625,16,90,6354,0,5.625,,,,,,
4.4,20,108,1427,0,5.4,-0.7008045315742493,9,0.3252285420894623,0.001,,
4.0,24,120,743,0,5.0,-0.7938038110733032,21,0.12351243694623311,0.001,,
3.7142857142857144,28,132,548,0,4.714285714285714,-0.7722450494766235,33,0.11314968764781952,0.001,,
3.5,32,144,448,0,4.5,-0.6981958150863647,45,0.12211524943510692,0.001,,
3.3333333333333335,36,156,382,0,4.333333333333333,-0.8506499528884888,57,0.07807422926028569,0.001,,
3.2,40,168,343,0,4.2,-0.6954877376556396,69,0.07317719360192616,0.001,,
3.090909090909091,44,180,315,0,4.090909090909091,-0.7745729684829712,81,0.06166850154598554,0.001,,
3.0,48,192,294,0,4.0,-0.7789157032966614,93,0.08703303461273511,0.001,,
2.923076923076923,52,204,278,0,3.923076923076923,-0.792185366153717,105,0.07036420082052548,0.001,,
2.857142857142857,56,216,265,0,3.857142857142857,-0.776315450668335,117,0.05810573076208433,0.001,,
2.8,60,228,254,0,3.8,-0.7719734907150269,129,0.06835004314780235,0.001,,
2.75,64,240,245,0,3.75,-0.8028239607810974,141,0.04613620601594448,0.001,,
2.7058823529411766,68,252,238,1,3.7058823529411766,-0.7470372915267944,153,0.05371051530043284,0.001,,
2.6666666666666665,72,264,230,1,3.6666666666666665,-0.756621241569519,165,0.036922420064608254,0.001,,
2.6315789473684212,76,276,224,1,3.6315789473684212,-0.7634360790252686,177,0.054494371016820274,0.001,,
2.6,80,288,219,1,3.6,-0.8089575171470642,189,0.04271744439999262,0.001,,
2.5714285714285716,84,300,215,1,3.5714285714285716,-0.7994415163993835,201,0.037053776904940605,0.001,,
2.5454545454545454,88,312,211,1,3.5454545454545454,-0.8398739099502563,213,0.042435264525314174,0.001,,
2.5217391304347827,92,324,208,1,3.5217391304347827,-0.7355598211288452,225,0.026075699056188267,0.001,,
