time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/value_loss,eval/mean_ep_length,train/std,eval/mean_reward,train/entropy_loss,train/approx_kl,train/clip_range,train/loss
2048,2,1,18.37,13.4283219,709,,,,,,,,,,,,,
2500,,,,,,0.01231694221496582,10,0.0003,-0.01875568761897739,0.190283203125,35.088390262424944,64.85,0.9952430725097656,93.6375366717577,-4.2517855510115625,0.01339641,0.2,15.869247436523438
4096,8,2,25.89,25.789582489999997,503,,,,,,,,,,,,,
5000,,,,,,0.2587279677391052,20,0.0003,-0.02197915931174066,0.14677734375,82.8516796708107,45.4,0.9903779029846191,74.10107808411121,-4.23598405122757,0.013339276,0.2,26.897724151611328
6144,13,3,33.65,41.69681923,471,,,,,,,,,,,,,
7500,,,,,,0.24108684062957764,30,0.0003,-0.01960672370623797,0.112890625,173.27332651615143,41.25,0.9854335188865662,67.56528856754304,-4.220104452967644,0.011669445,0.2,66.87466430664062
8192,17,4,42.13,59.32973654000001,459,,,,,,,,,,,,,
10000,,,,,,0.13222551345825195,40,0.0003,-0.01293681978713721,0.0775390625,205.69131903648378,39.2,0.9803833961486816,64.29211043715478,-4.204945982992649,0.008029809,0.2,100.98583221435547
10240,22,5,49.93,79.19084932000001,449,,,,,,,,,,,,,
12288,27,6,56.4,96.36924061000002,451,0.04162156581878662,50,0.0003,-0.010417853159015066,0.051416015625,302.7503326416016,,0.9763524532318115,,-4.191228146851063,0.006580269,0.2,95.13787841796875
12500,,,,,,-0.002707958221435547,60,0.0003,-0.009251748499809764,0.08388671875,303.6776801109314,46.35,0.9726340174674988,79.77550701498986,-4.178305341303348,0.01000922,0.2,138.90834045410156
14336,32,7,62.87,115.31586644000001,444,,,,,,,,,,,,,
15000,,,,,,-0.0005617141723632812,70,0.0003,-0.012494359258562326,0.092333984375,369.28556232452394,86.3,0.9725789427757263,194.44140243530273,-4.170278868079185,0.008990949,0.2,155.75086975097656
16384,38,8,69.21,132.47699066999996,428,,,,,,,,,,,,,
17500,,,,,,-2.193450927734375e-05,80,0.0003,-0.008172763016773388,0.095166015625,433.6592137336731,91.5,0.9685734510421753,211.0611047565937,-4.169205981492996,0.009905593,0.2,180.67774963378906
18432,43,9,72.79,145.18563074,420,,,,,,,,,,,,,
20000,,,,,,-0.00017011165618896484,90,0.0003,-0.006487777439178899,0.050537109375,461.8057773590088,92.4,0.9744572639465332,213.00199260115625,-4.168740104138851,0.006587332,0.2,210.11167907714844
20480,49,10,77.83,161.9258014,411,,,,,,,,,,,,,
22500,,,,,,-3.8743019104003906e-05,100,0.0003,-0.003672861514496617,0.0701171875,510.0512739181519,91.75,0.9663135409355164,210.4885670006275,-4.166343259811401,0.016837187,0.2,230.58660888671875
22528,55,11,81.03,171.87376505,406,,,,,,,,,,,,,
24576,59,12,85.84,185.20034430999996,410,0.001741647720336914,110,0.0003,-0.00729008894704748,0.07451171875,507.29351768493655,,0.9626731872558594,,-4.145516107976436,0.0071387026,0.2,141.59841918945312
25000,,,,,,0.43972426652908325,120,0.0003,-0.00574749603838427,0.0291015625,263.7436882019043,93.35,0.9612032771110535,213.29201416373252,-4.139890368282795,0.004651739,0.2,78.59361267089844
26624,65,13,89.42,195.74154124999998,404,,,,,,,,,,,,,
27500,,,,,,0.7366502285003662,130,0.0003,-0.005333541450090707,0.03330078125,201.49537329673768,92.3,0.9601598978042603,211.81872299313545,-4.1358277425169945,0.004826038,0.2,87.56444549560547
28672,71,14,89.08,195.1947831,398,,,,,,,,,,,,,
30000,,,,,,0.7637262642383575,140,0.0003,-0.007184864438022487,0.05537109375,195.48464291095735,92.85,0.9586864709854126,212.03726115226746,-4.13096124380827,0.0071805357,0.2,143.80062866210938
30720,77,15,90.55,198.80175677000005,395,,,,,,,,,,,,,
32500,,,,,,0.8689927011728287,150,0.0003,-0.008517394284717738,0.053955078125,118.44095069169998,92.45,0.9563485980033875,210.898897087574,-4.1262231603264805,0.0059238463,0.2,38.70286560058594
32768,83,16,93.19,204.84138362000002,391,,,,,,,,,,,,,
34816,87,17,94.39,207.65938466999992,396,0.9126186370849609,160,0.0003,-0.01113236351229716,0.091552734375,93.32197954654694,,0.9515082240104675,,-4.114990667998791,0.008400274,0.2,47.031551361083984
35000,,,,,,0.920813649892807,170,0.0003,-0.01002983577636769,0.083251953125,84.57443158626556,98.45,0.9412528872489929,224.5409048140049,-4.092580695450306,0.008035123,0.2,23.818809509277344
36864,93,18,95.32,208.91927244000001,392,,,,,,,,,,,,,
37500,,,,,,0.8924193307757378,180,0.0003,-0.010518365929601713,0.1119140625,117.13516356945038,113.3,0.9395596385002136,268.1319094657898,-4.07091544419527,0.008683961,0.2,33.899715423583984
38912,100,19,98.87,216.41497732999997,388,,,,,,,,,,,,,
40000,,,,,,0.9089992567896843,190,0.0003,-0.012072911765426398,0.09638671875,106.19596747159957,126.45,0.9346308708190918,302.7763779401779,-4.061636358499527,0.009247669,0.2,95.94625091552734
40960,106,20,102.63,226.28457024000002,384,,,,,,,,,,,,,
42500,,,,,,0.9567709602415562,200,0.0003,-0.018930820599780417,0.140625,64.8155019402504,134.85,0.939228892326355,315.0459541618824,-4.061238531768322,0.012194103,0.2,24.09012222290039
43008,112,21,106.33,234.55765639,380,,,,,,,,,,,,,
45000,,,,,,0.8831927254796028,210,0.0003,-0.012535783890052698,0.101416015625,127.88212006092071,136.9,0.9362156391143799,314.61207102537156,-4.06512127071619,0.009155776,0.2,51.030670166015625
45056,119,22,111.12,246.96203072999998,377,,,,,,,,,,,,,
47104,123,23,116.5,259.56712934,380,0.8913092985749245,220,0.0003,-0.010224372567608952,0.068701171875,118.40920091867447,,0.9247974753379822,,-4.038798539340496,0.008032314,0.2,30.203405380249023
47500,,,,,,0.891280397772789,230,0.0003,-0.009687595505965874,0.107958984375,136.96496411561967,186.9,0.920362114906311,509.28965028524397,-4.01360567510128,0.012152095,0.2,27.02254295349121
49152,131,24,121.17,270.35647408,374,,,,,,,,,,,,,
50000,,,,,,0.8182497918605804,240,0.0003,-0.009953122030128724,0.05654296875,204.5003176212311,201.15,0.9201259016990662,545.4290465056896,-4.007051330804825,0.0066034375,0.2,68.41191864013672
51200,138,25,126.22,283.35508185000003,369,,,,,,,,,,,,,
52500,,,,,,0.854922279715538,250,0.0003,-0.007380301781813614,0.089794921875,166.23583158254624,185.6,0.9224952459335327,483.4772540152073,-4.012855277955532,0.008715477,0.2,46.856910705566406
53248,146,26,131.65,297.32841702999997,363,,,,,,,,,,,,,
55000,,,,,,0.9236510396003723,260,0.0003,-0.01329717315675225,0.13466796875,90.1472343981266,221.05,0.9149436950683594,553.0922518610954,-4.003305833786726,0.008610228,0.2,42.78347396850586
55296,154,27,136.13,311.17899372000005,358,,,,,,,,,,,,,
57344,158,28,140.58,325.37429503,361,0.8858782574534416,270,0.0003,-0.009785013510554563,0.11044921875,158.45043148994446,,0.9070757627487183,,-3.973989187926054,0.009049594,0.2,31.00206756591797
57500,,,,,,0.8449098467826843,280,0.0003,-0.005477963661542162,0.091552734375,215.99556436538697,185.25,0.9080907702445984,533.6304562807084,-3.96343480348587,0.009839294,0.2,116.71688842773438
59392,165,29,145.18,342.34846344,358,,,,,,,,,,,,,
60000,,,,,,0.9023552387952805,290,0.0003,-0.01192251302418299,0.116455078125,177.8002043247223,187.95,0.8976098895072937,561.4403513193131,-3.9452202707529067,0.00988949,0.2,76.71468353271484
61440,173,30,147.61,353.44499647000004,354,,,,,,,,,,,,,
62500,,,,,,0.8840083032846451,300,0.0003,-0.007002297692815773,0.072705078125,200.482351064682,252.65,0.8985720872879028,741.6145357429981,-3.9310474529862405,0.008006141,0.2,138.72669982910156
63488,181,31,149.02,364.24023779999993,349,,,,,,,,,,,,,
65000,,,,,,0.8924154564738274,310,0.0003,-0.008538864608271978,0.09765625,209.75249936580659,157.95,0.8938556909561157,456.16538071632385,-3.9230150431394577,0.009925917,0.2,166.4375762939453
65536,188,32,152.88,383.36034686,346,,,,,,,,,,,,,
67500,,,,,,0.9529676996171474,320,0.0003,-0.0075931515311822295,0.071923828125,108.87540422677993,198.05,0.886784553527832,588.676131772995,-3.908748938888311,0.0063332245,0.2,43.227359771728516
67584,196,33,155.33,395.48961919999994,344,,,,,,,,,,,,,
69632,200,34,157.9,409.0900137599999,347,0.8753931596875191,330,0.0003,-0.008501809538574889,0.092626953125,258.0763922095299,,0.8836204409599304,,-3.8882477253675463,0.007103168,0.2,87.49939727783203
70000,,,,,,0.9096373170614243,340,0.0003,-0.009007073604152538,0.097900390625,205.75778806209564,237.75,0.8810315132141113,730.1357717692852,-3.8752864047884943,0.0071750283,0.2,306.18963623046875
71680,208,35,161.17,425.39728528999984,344,,,,,,,,,,,,,
72500,,,,,,0.8627995103597641,350,0.0003,-0.01150735623377841,0.1296875,289.20022653341294,199.15,0.8768099546432495,606.7033924937248,-3.86402912735939,0.010525631,0.2,140.02188110351562
73728,214,36,163.43,438.06542367000003,343,,,,,,,,,,,,,
75000,,,,,,0.9435529299080372,360,0.0003,-0.008970812580082565,0.101171875,107.07728213071823,220.5,0.86953204870224,681.7424895346164,-3.8505067221820353,0.009890866,0.2,34.33939743041992
75776,222,37,165.56,448.42519455000007,341,,,,,,,,,,,,,
77500,,,,,,0.9065015316009521,370,0.0003,-0.00877922611834947,0.104736328125,225.4354009628296,216.05,0.8647059202194214,654.0110586166381,-3.825702362507582,0.0090608075,0.2,94.05520629882812
77824,230,38,170.18,466.8195648,338,,,,,,,,,,,,,
