time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
4000,202,-0.13943817766115535,19,0.0638259136006236,1000.0,4,0.001,-1311.23554875,3000,,
5000,,-0.9968291221801192,,0.05759164997097105,,,0.001,,4000,-1500.9243045210837,901.1
7011,131,-1.0170489753815346,53,0.21768818432837725,876.375,8,0.001,-1118.94377975,7000,,
7116,131,-1.5426108039714195,54,0.25800601250096544,593.0,12,0.001,-756.4721485833334,7106,,
10000,,-2.4228873736858367,,0.3151510507464409,,,0.001,,9116,490.10542192960855,970.0
11116,129,-5.164162024497986,86,0.35019558864831923,694.75,16,0.001,-529.4753145625,10116,,
15000,,-9.817466941833496,,0.3003220077753067,,,0.001,,14116,779.7425400493667,1000.0
15116,123,,122,,755.8,20,,-306.67488184999996,,,
19116,131,-16.499730667114257,145,0.25735196672379973,796.5,24,0.001,-139.82083462500006,18116,,
20000,,-17.952328731536866,,0.27182984082400796,,,0.001,,19116,748.7646773796529,1000.0
23116,127,-21.51809536743164,181,0.27192252738773826,825.5714285714286,28,0.001,-22.136460142857185,22116,,
25000,,-24.074816280364992,,0.2851069816350937,,,0.001,,24116,802.1776948854327,1000.0
27116,124,-26.38511713027954,218,0.28464502801001074,847.375,32,0.001,73.51305303124997,26116,,
30000,,-29.656241737365722,,0.2866928026378155,,,0.001,,29116,668.0557341791689,1000.0
31116,122,-30.673859939575195,254,0.28348746681213377,864.3333333333334,36,0.001,150.25937411111107,30116,,
35000,,-34.83353395843506,,0.27489800901710987,,,0.001,,34116,889.5977546036244,1000.0
35116,121,,290,,877.9,40,,218.70554374999998,,,
39116,124,-38.334493362426755,314,0.2714109882414341,889.0,44,0.001,277.1530210454546,38116,,
40000,,-39.255283241271975,,0.25456872341781855,,,0.001,,39116,922.1769614905119,1000.0
43116,123,-41.71378639984131,350,0.24580253507196903,898.25,48,0.001,325.95542037499996,42116,,
45000,,-43.26987956237793,,0.2385899223908782,,,0.001,,44116,929.6920914832502,1000.0
47116,122,-44.70767556762695,386,0.23538896568864584,906.0769230769231,52,0.001,368.08939188461534,46116,,
50000,,-46.66639311218262,,0.22232727076858283,,,0.001,,49116,820.9802400838583,902.0
51116,120,-47.39880577087402,423,0.22279214111715556,912.7857142857143,56,0.001,405.38860435714287,50116,,
55000,,-49.85009351348877,,0.22864583620429038,,,0.001,,54116,942.7893486469984,1000.0
55116,118,,466,,918.6,60,,437.57769465,,,
59116,119,-52.146213645935056,495,0.22845797549933194,923.6875,64,0.001,465.83744587499996,58116,,
60000,,-52.83349416351319,,0.246589677028358,,,0.001,,59116,854.3835154280066,901.3
63116,117,-54.039789993286135,537,0.25356807523220776,928.1764705882352,68,0.001,450.87900788235294,62116,,
65000,,-54.993599937438965,,0.22814723488688468,,,0.001,,64116,950.92022126019,1000.0
67116,115,-55.82869028472901,580,0.22712459147721528,932.1666666666666,72,0.001,475.27720463888886,66116,,
70000,,-57.245703170776366,,0.21866028873622417,,,0.001,,69116,904.0861823147163,1000.0
71116,114,-57.627980628967286,623,0.23109119801223277,935.7368421052631,76,0.001,497.45408294736836,70116,,
75000,,-59.20502326202393,,0.2225558514520526,,,0.001,,74116,960.5895739719272,1000.0
75116,112,,665,,938.95,80,,517.670733675,,,
79116,113,-60.77669460296631,694,0.2141037199050188,941.8571428571429,84,0.001,536.26994575,78116,,
80000,,-61.18460768890381,,0.2005036374554038,,,0.001,,79116,949.432190194726,1000.0
83116,112,-62.17691199493408,737,0.21238585419952868,944.5,88,0.001,552.5682479545454,82116,,
85000,,-62.9216245803833,,0.25096304368972777,,,0.001,,84116,577.9672382069751,1000.0
87116,111,-63.535290344238284,780,0.23852270399779082,946.9130434782609,92,0.001,563.7384625434782,86116,,
90000,,-64.24386976623535,,0.21610524612665177,,,0.001,,89116,936.55421570763,1000.0
91116,110,-64.50072679138184,823,0.2357232213318348,949.125,96,0.001,577.7164728229167,90116,,
95000,,-65.41084582519531,,0.22011159002780914,,,0.001,,94116,964.8021034665405,1000.0
95116,109,,865,,951.16,100,,590.82452628,,,
99116,110,-66.23672731018067,893,0.18907570923864842,951.16,104,0.001,679.3141252799999,98116,,
100000,,-66.4241690673828,,0.16914960777014493,,,0.001,,99116,892.8300403393805,1000.0
103116,110,-66.64789401245118,936,0.21561547887325286,961.05,108,0.001,744.6541971700001,102116,,
105000,,-66.9323702392578,,0.21580446261912584,,,0.001,,104116,967.8474652938545,1000.0
107116,108,-67.24300764465332,985,0.22055882772803306,1000.0,112,0.001,782.19473056,106116,,
110000,,-67.63663084411621,,0.24025077305734158,,,0.001,,109116,959.992288133502,1000.0
111116,107,-67.83812200927734,1034,0.23021047163009645,1000.0,116,0.001,812.4600906,110116,,
115000,,-68.38919758605957,,0.23931663174182177,,,0.001,,114116,945.2897011481225,1000.0
115116,106,,1085,,1000.0,120,,825.5823039600001,,,
119116,106,-69.03329847717285,1119,0.2614988742247224,1000.0,124,0.001,834.6751926099998,118116,,
120000,,-69.16984645080566,,0.27680101942270996,,,0.001,,119116,962.4113353352993,1000.0
123116,105,-69.64379194641113,1170,0.25182342328131196,1000.0,128,0.001,844.10494428,122116,,
125000,,-70.00158909606934,,0.22990542182326318,,,0.001,,124116,907.3629790149629,1000.0
