rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
17.96,2,807,1,13.08512296,2048,,,,,,,,,,,,,
,,,,,2500,-4.23803693652153,0.166748046875,10,0.044858694076538086,5.717972278594971,0.9875745177268982,0.013143746,129.2781962275505,-0.02020881910575554,0.0003,19.700819267332555,79.4,0.2
25.08,7,523,2,23.10734511,4096,,,,,,,,,,,,,
,,,,,5000,-4.2138048484921455,0.121044921875,20,0.27090662717819214,57.80873489379883,0.9833700060844421,0.012440376,77.51113194525242,-0.01779602425522171,0.0003,105.08520791530609,47.3,0.2
34.46,12,478,3,38.492612920000006,6144,,,,,,,,,,,,,
,,,,,7500,-4.202157807350159,0.117236328125,30,0.3040573000907898,78.15987396240234,0.9809550046920776,0.012004834,67.56675258874893,-0.020106334506999703,0.0003,169.55209438800813,41.85,0.2
42.28,17,464,4,55.07472040999999,8192,,,,,,,,,,,,,
,,,,,10000,-4.196418070793152,0.1056640625,40,0.1898251175880432,103.63797760009766,0.9798284769058228,0.011120431,64.8883904337883,-0.016854279150720686,0.0003,221.76129035949708,40.15,0.2
49.1,21,465,5,71.37052376999999,10240,,,,,,,,,,,,,
57.01,25,473,6,95.85718989999998,12288,-4.190204069018364,0.066357421875,50,0.08510327339172363,130.1201934814453,0.9761632680892944,0.007484498,,-0.012819572805892677,0.0003,303.8299225330353,,0.2
,,,,,12500,-4.182715161144733,0.037060546875,60,0.03681153059005737,163.830810546875,0.9751033782958984,0.004870131,154.1973697066307,-0.0073410890909144655,0.0003,379.72806696891786,73.95,0.2
64.41,31,459,7,117.02702846999999,14336,,,,,,,,,,,,,
,,,,,15000,-4.180956576764584,0.076953125,70,-0.0012458562850952148,106.83751678466797,0.9764253497123718,0.009216832,228.17086412906647,-0.010331138377659954,0.0003,385.41471843719484,100.35,0.2
71.96,36,444,8,139.19915559,16384,,,,,,,,,,,,,
,,,,,17500,-4.184084257483482,0.0802734375,80,0.0008235573768615723,219.46908569335938,0.9760918021202087,0.009161696,226.6018238186836,-0.012043671563151292,0.0003,454.9422978401184,99.35,0.2
78.73,42,434,9,158.38424673999998,18432,,,,,,,,,,,,,
,,,,,20000,-4.180999739468097,0.048876953125,90,0.0005277395248413086,194.9905548095703,0.9739989638328552,0.0063221436,226.33322448134422,-0.006421679187042173,0.0003,480.3691556930542,100.75,0.2
82.48,47,427,10,168.69079434999995,20480,,,,,,,,,,,,,
,,,,,22500,-4.182831811904907,0.046533203125,100,0.09313410520553589,161.51744079589844,0.977754533290863,0.0053252513,223.41971330046653,-0.007952776690945029,0.0003,385.38739585876465,100.2,0.2
88.44,53,420,11,184.20136141999998,22528,,,,,,,,,,,,,
90.51,57,426,12,191.99888180999994,24576,-4.185917420685291,0.0388671875,110,0.6473301351070404,115.36417388916016,0.9757484793663025,0.005942317,,-0.005347339395666495,0.0003,246.4343590259552,,0.2
,,,,,25000,-4.1797881662845615,0.07158203125,120,0.7835548520088196,50.82270431518555,0.974641740322113,0.0064954963,221.85574837327005,-0.00825079833448399,0.0003,193.35837981700897,99.2,0.2
92.09,63,417,13,196.16130801,26624,,,,,,,,,,,,,
,,,,,27500,-4.183801098167896,0.051904296875,130,0.8556224852800369,88.2760009765625,0.9774178266525269,0.0060734805,222.63450458049775,-0.00627122645964846,0.0003,149.24143691062926,100.25,0.2
94.94,69,412,14,203.29950187000003,28672,,,,,,,,,,,,,
,,,,,30000,-4.172661145031452,0.04765625,140,0.855719730257988,44.62995529174805,0.9684216380119324,0.006397678,216.79932776093483,-0.006110997464566026,0.0003,132.12598202228546,98.65,0.2
95.96,75,409,15,206.00447278,30720,,,,,,,,,,,,,
,,,,,32500,-4.157964846491813,0.048193359375,150,0.9046151265501976,38.24250030517578,0.9687241315841675,0.005981975,212.21575052738189,-0.006513788124721032,0.0003,97.97174242734908,98.1,0.2
94.11,80,407,16,201.49790773000004,32768,,,,,,,,,,,,,
