rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/value_loss,train/n_updates,train/clip_fraction,train/explained_variance,train/entropy_loss,eval/mean_reward,eval/mean_ep_length
105.55863231914893,1,531,21.75531914893617,3,2048,,,,,,,,,,,,,
109.42970155000005,2,455,22.33,8,4096,0.0003,0.018575285,-0.05582587677054107,0.9998862147331238,0.2,486.3147277832031,1444.63445186615,10,0.202099609375,0.004694998264312744,-24.12070545554161,,
,,,,,5000,0.0003,0.023176607,-0.06875638739438727,0.997234582901001,0.2,438.0318908691406,1139.5282554626465,20,0.25595703125,0.01563364267349243,-24.099625515937806,365.7064027786255,67.9
114.01026426,3,382,23.34,16,6144,,,,,,,,,,,,,
115.48960491,4,382,23.62,21,8192,0.0003,0.027351856,-0.08445637419063132,0.995062530040741,0.2,437.9713134765625,1053.3462993621827,30,0.309814453125,0.02950817346572876,-24.05505590438843,,
,,,,,10000,0.0003,0.030291313,-0.08348587211803533,0.9942770600318909,0.2,441.98553466796875,1023.5150508880615,40,0.334033203125,0.019776582717895508,-24.033633834123613,287.8893868684769,52.3
116.36079205999998,5,367,23.79,27,10240,,,,,,,,,,,,,
116.51027282000001,6,375,23.9,32,12288,0.0003,0.03623357,-0.08966542000416666,0.9907503724098206,0.2,374.3093566894531,931.3518569946289,50,0.389794921875,0.01577836275100708,-23.99012736082077,,
124.28948117,7,376,25.17,38,14336,0.0003,0.034491383,-0.08816473277111073,0.9858086705207825,0.2,617.3433227539062,970.2185005187988,60,0.369677734375,0.007432401180267334,-23.915894681215285,,
,,,,,15000,0.0003,0.032948323,-0.08479345287487376,0.9826979041099548,0.2,563.986328125,1051.363966178894,70,0.343603515625,0.027689814567565918,-23.84096431136131,247.7450679063797,45.05
127.49710789999999,8,368,26.14,44,16384,,,,,,,,,,,,,
126.68463675000002,9,370,25.85,49,18432,0.0003,0.028383158,-0.08008918454579543,0.981214165687561,0.2,478.6506652832031,959.5882951736451,80,0.298291015625,0.03938192129135132,-23.80986848473549,,
,,,,,20000,0.0003,0.025152443,-0.07570453764637933,0.981679379940033,0.2,445.348876953125,915.7268392562867,90,0.25498046875,0.07610374689102173,-23.805101722478867,480.0507859826088,89.4
129.8146577,10,356,26.52,57,20480,,,,,,,,,,,,,
125.53491899999997,11,358,25.61,62,22528,0.0003,0.019265458,-0.0698393686732743,0.9818397760391235,0.2,386.6680603027344,952.7450942993164,100,0.208349609375,0.12457960844039917,-23.811008793115615,,
141.10074994000001,12,361,28.56,68,24576,0.0003,0.018269874,-0.06511770476354287,0.9807662963867188,0.2,327.4630126953125,815.160249710083,110,0.18310546875,0.248024582862854,-23.798969566822052,,
,,,,,25000,0.0003,0.019660946,-0.06569556495232973,0.9787020087242126,0.2,599.89111328125,1212.155637550354,120,0.18271484375,0.29675889015197754,-23.77177529335022,377.4459709048271,69.7
156.21446795000003,13,353,31.65,75,26624,,,,,,,,,,,,,
159.86208795,14,355,32.34,80,28672,0.0003,0.018993355,-0.06353153501986526,0.9792724847793579,0.2,515.1474609375,1102.9847316741943,130,0.186328125,0.32755589485168457,-23.761497408151627,,
,,,,,30000,0.0003,0.019228965,-0.06334574021748267,0.9767992496490479,0.2,356.4071044921875,1090.8677619934083,140,0.175390625,0.3508877754211426,-23.741518437862396,308.65901695489885,62.15
169.87120024,15,351,34.27,87,30720,,,,,,,,,,,,,
177.88681976,16,353,35.72,92,32768,0.0003,0.016433533,-0.05705825761251617,0.9763277769088745,0.2,732.1630249023438,1408.7566194534302,150,0.1466796875,0.2970889210700989,-23.715055286884308,,
180.43409906,17,353,36.52,98,34816,0.0003,0.018515019,-0.060897573310649024,0.9750247597694397,0.2,479.4607849121094,1206.698532485962,160,0.17802734375,0.3386489152908325,-23.70200629234314,,
,,,,,35000,0.0003,0.017416012,-0.060866825690027326,0.9733873009681702,0.2,658.3038330078125,1335.9969310760498,170,0.167578125,0.3082101345062256,-23.673662543296814,300.4276877880096,60.05
183.29278009,18,349,37.19,105,36864,,,,,,,,,,,,,
191.72616518000004,19,351,38.55,110,38912,0.0003,0.017890874,-0.061657602549530566,0.9721265435218811,0.2,535.7200317382812,1290.7178020477295,180,0.1693359375,0.3598331809043884,-23.649505442380907,,
,,,,,40000,0.0003,0.018462205,-0.060708333610091356,0.9702526330947876,0.2,679.7633056640625,1344.2485609054565,190,0.164892578125,0.3824737071990967,-23.621972250938416,292.07690798044206,60.55
214.66530053999998,20,348,43.04,117,40960,,,,,,,,,,,,,
216.5421704,21,349,43.54,122,43008,0.0003,0.019401742,-0.06252936790697276,0.9694737792015076,0.2,723.5830688476562,1532.1933227539062,200,0.17578125,0.33825820684432983,-23.5965978205204,,
,,,,,45000,0.0003,0.0194766,-0.058845369651680815,0.9677790403366089,0.2,821.0043334960938,1362.866383934021,210,0.164111328125,0.363447368144989,-23.578279775381088,255.22976673841475,55.45
199.97278390999998,22,347,40.59,129,45056,,,,,,,,,,,,,
207.79266170000002,23,348,42.1,134,47104,0.0003,0.018789388,-0.06156749133078847,0.9663969874382019,0.2,767.7669677734375,1358.4765085220338,220,0.17080078125,0.36324453353881836,-23.551376712322234,,
208.22844775000004,24,350,41.91,140,49152,0.0003,0.0195795,-0.05691193813108839,0.9657951593399048,0.2,663.6709594726562,1387.8762712478638,230,0.16767578125,0.3932749032974243,-23.532939130067824,,
,,,,,50000,0.0003,0.016646441,-0.05434449734166265,0.9644345641136169,0.2,430.8587646484375,1243.5643463134766,240,0.139404296875,0.40829867124557495,-23.515936958789826,410.10803973674774,77.05
206.24640319,25,346,41.47,147,51200,,,,,,,,,,,,,
214.77305836,26,348,42.8,152,53248,0.0003,0.018995509,-0.056620754205505365,0.9620366096496582,0.2,819.1174926757812,1316.6069858551025,250,0.16455078125,0.4256289601325989,-23.47919491529465,,
,,,,,55000,0.0003,0.018576082,-0.05849259191454621,0.9620529413223267,0.2,579.1163940429688,1309.9271173477173,260,0.1638671875,0.48371440172195435,-23.460361206531523,289.4719545483589,59.65
227.27943011,27,346,45.03,159,55296,,,,,,,,,,,,,
235.75781938000003,28,347,47.17,165,57344,0.0003,0.02014149,-0.059201665068394506,0.9614266753196716,0.2,613.7278442382812,1427.8846658706666,270,0.174072265625,0.4889991283416748,-23.453080075979233,,
237.07104992,29,347,47.39,170,59392,0.0003,0.019830422,-0.057369681089767255,0.9607952237129211,0.2,653.640869140625,1341.5088024139404,280,0.171630859375,0.484829306602478,-23.443369048833848,,
,,,,,60000,0.0003,0.023980074,-0.05840935239684768,0.9594661593437195,0.2,627.2799682617188,1332.6839881896972,290,0.1873046875,0.47332412004470825,-23.426823353767396,333.3813110589981,65.65
243.26914210000004,30,344,48.84,178,61440,,,,,,,,,,,,,
249.96844602999994,31,346,49.98,183,63488,0.0003,0.017392613,-0.05220047695329413,0.9591943025588989,0.2,581.6190185546875,1307.1482284545898,300,0.147900390625,0.4912511706352234,-23.412135821580886,,
,,,,,65000,0.0003,0.019376682,-0.05292488236736972,0.956818163394928,0.2,701.4220581054688,1372.7440196990967,310,0.161279296875,0.5101958215236664,-23.38745036125183,363.89875700473783,66.75
268.82722467,32,343,53.38,190,65536,,,,,,,,,,,,,
278.09833261000006,33,344,55.51,196,67584,0.0003,0.021874797,-0.058874954842031,0.9556782841682434,0.2,633.9778442382812,1375.5142490386963,320,0.193359375,0.5232500433921814,-23.353014475107194,,
290.84782767999997,34,345,58.07,201,69632,0.0003,0.017444964,-0.046987340599298474,0.9552823305130005,0.2,712.8358764648438,1520.9295776367187,330,0.1359375,0.455230176448822,-23.342036926746367,,
,,,,,70000,0.0003,0.020509224,-0.054825515803531746,0.9541623592376709,0.2,576.8756103515625,1479.5357711791992,340,0.1646484375,0.46988606452941895,-23.32832815051079,320.6693639278412,59.3
275.00886257999997,35,344,55.18,208,71680,,,,,,,,,,,,,
271.95000512,36,345,54.34,213,73728,0.0003,0.017075213,-0.05034405042533763,0.95332270860672,0.2,475.58367919921875,1180.735216522217,350,0.137255859375,0.5355672240257263,-23.31282498240471,,
,,,,,75000,0.0003,0.021415692,-0.054687780130188914,0.9529462456703186,0.2,527.968505859375,1191.3561353683472,360,0.17783203125,0.5578309297561646,-23.299733698368073,347.3761654496193,69.15
276.21313702,37,343,55.57,220,75776,,,,,,,,,,,,,
281.57451545,38,344,55.67,225,77824,0.0003,0.017039362,-0.05249047462421004,0.9509443640708923,0.2,579.5742797851562,1319.9190511703491,370,0.147412109375,0.5151752233505249,-23.275408804416656,,
293.46350065,39,345,57.74,231,79872,0.0003,0.01671372,-0.04684854495862965,0.9494096040725708,0.2,649.015869140625,1222.9530660629273,380,0.1345703125,0.5707186460494995,-23.24423766732216,,
,,,,,80000,0.0003,0.016762856,-0.04952983144030441,0.9475250244140625,0.2,533.152099609375,1205.6894441604613,390,0.137890625,0.6029579341411591,-23.213451862335205,380.81190510988233,76.0
292.48284365,40,343,57.28,238,81920,,,,,,,,,,,,,
288.10357230000005,41,344,56.57,243,83968,0.0003,0.015913907,-0.04964308207272552,0.9457606077194214,0.2,606.5224609375,1234.6401895523072,400,0.13701171875,0.5804514586925507,-23.17976495027542,,
,,,,,85000,0.0003,0.015548534,-0.04584397151775192,0.9454904198646545,0.2,599.5807495117188,1123.6398929595948,410,0.1212890625,0.6116288900375366,-23.162979102134706,173.83493576049804,36.9
289.12055371,42,343,56.99,250,86016,,,,,,,,,,,,,
