time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
526,0,0.9861932930350303,4,200,50.0,50,0.9593295630812645,0.001,-58.74128575,,
243,1,1.9821083068847656,8,400,50.0,250,0.19652430281043054,0.001,-60.209505375000006,,
,,1.704228105545044,,500,,350,0.1026670315861702,0.001,,50.0,-11.730226049999999
155,3,1.6809239721298217,12,600,50.0,450,0.07894520200788975,0.001,-49.174359,,
156,5,1.9313554096221923,16,800,50.0,650,0.0798575086146593,0.001,-40.8936660625,,
,,1.9737584924697875,,1000,,850,0.033511270321905616,0.001,,50.0,-12.57483075
140,7,,20,1000,50.0,,,,-35.029626900000004,,
145,8,2.093763165473938,24,1200,50.0,1050,0.029884513318538666,0.001,-31.49895779166667,,
147,9,2.1840705251693726,28,1400,50.0,1250,0.02709376435726881,0.001,-28.580201464285718,,
,,2.172964262962341,,1500,,1350,0.035868081487715246,0.001,,50.0,-10.7283498
139,11,2.2428809642791747,32,1600,50.0,1450,0.03475785233080387,0.001,-26.55986221875,,
142,12,2.3295569133758547,36,1800,50.0,1650,0.066276895403862,0.001,-24.857585,,
,,2.4996355772018433,,2000,,1850,0.3110298442095518,0.001,,50.0,-10.58856235
136,14,,40,2000,50.0,,,,-23.6092106,,
138,15,2.756960878372192,44,2200,50.0,2050,0.039373509883880616,0.001,-22.748516795454545,,
140,17,2.8602156257629394,48,2400,50.0,2250,0.033477905616164205,0.001,-21.829288604166663,,
,,2.893276491165161,,2500,,2350,0.03197242099791765,0.001,,50.0,-10.997302700000002
137,18,2.962252836227417,52,2600,50.0,2450,0.06660858657211065,0.001,-21.048947519230765,,
139,20,3.0850779724121096,56,2800,50.0,2650,0.03420082449913025,0.001,-20.258521053571428,,
,,3.1679321098327637,,3000,,2850,0.04229700781404972,0.001,,50.0,-10.712853200000001
135,22,,60,3000,50.0,,,,-19.93790335,,
137,23,3.405819911956787,64,3200,50.0,3050,0.040835973732173445,0.001,-19.41590140625,,
137,24,3.537923517227173,68,3400,50.0,3250,0.038427123688161376,0.001,-19.05490975,,
,,3.6196873569488526,,3500,,3350,0.034571970477700234,0.001,,50.0,-10.5004803
134,26,3.6391182422637938,72,3600,50.0,3450,0.037846473529934886,0.001,-18.497994402777774,,
135,27,3.8020050811767576,76,3800,50.0,3650,0.09702060222625733,0.001,-18.140474157894733,,
,,3.9581550979614257,,4000,,3850,0.036050504557788375,0.001,,50.0,-10.53838925
133,29,,80,4000,50.0,,,,-17.833525162500003,,
134,31,4.106291160583496,84,4200,50.0,4050,0.046997512318193914,0.001,-17.497483904761907,,
136,32,4.256465950012207,88,4400,50.0,4250,0.04547956272959709,0.001,-17.27552690909091,,
,,4.390305233001709,,4500,,4350,0.03902002349495888,0.001,,50.0,-10.194649850000001
133,34,4.401999912261963,92,4600,50.0,4450,0.0585561154037714,0.001,-17.080281423913046,,
134,35,4.532919387817383,96,4800,50.0,4650,0.0523917043581605,0.001,-16.682804645833333,,
,,4.680261306762695,,5000,,4850,0.03985032107681036,0.001,,50.0,-10.36350665
133,37,,100,5000,50.0,,,,-16.25990189,,
134,38,4.809909687042237,104,5200,50.0,5050,0.03765914287418127,0.001,-14.35647973,,
135,39,4.913011684417724,108,5400,50.0,5250,0.03705002963542938,0.001,-12.318705,,
,,5.019273853302002,,5500,,5350,0.04744842659682035,0.001,,50.0,-10.200116699999999
133,41,5.032078323364257,112,5600,50.0,5450,0.0421141379326582,0.001,-11.520188820000003,,
134,42,5.172149429321289,116,5800,50.0,5650,0.03824145756661892,0.001,-11.298410419999998,,
,,5.364181346893311,,6000,,5850,0.04494391031563282,0.001,,50.0,-10.016643600000002
133,44,,120,6000,50.0,,,,-11.286340860000003,,
134,46,5.432117118835449,124,6200,50.0,6050,0.06066490694880486,0.001,-11.12076414,,
135,47,5.609659843444824,128,6400,50.0,6250,0.04197187881916761,0.001,-11.092102739999998,,
,,5.644910850524902,,6500,,6350,0.038073823750019074,0.001,,50.0,-9.83007915
133,49,5.735348281860351,132,6600,50.0,6450,0.041885845735669135,0.001,-11.075636,,
134,50,5.881128387451172,136,6800,50.0,6650,0.05528163738548755,0.001,-11.141376189999999,,
,,5.930849609375,,7000,,6850,0.038973510563373566,0.001,,50.0,-9.4031674
133,52,,140,7000,50.0,,,,-11.10268122,,
134,53,6.143663082122803,144,7200,50.0,7050,0.038258874490857124,0.001,-10.95910499,,
135,54,6.2680267906188964,148,7400,50.0,7250,0.04394124995917082,0.001,-10.99801477,,
,,6.31840877532959,,7500,,7350,0.042811866886913776,0.001,,50.0,-10.276224950000001
133,56,6.405829544067383,152,7600,50.0,7450,0.045167460292577746,0.001,-10.959939519999999,,
134,58,6.514266319274903,156,7800,50.0,7650,0.057045002207159995,0.001,-10.848366659999996,,
,,6.651199378967285,,8000,,7850,0.051423844061791894,0.001,,50.0,-9.554202
133,59,,160,8000,50.0,,,,-10.620872870000001,,
134,61,6.747654075622559,164,8200,50.0,8050,0.049581341221928595,0.001,-10.52364089,,
134,62,6.859980487823487,168,8400,50.0,8250,0.042219481728971005,0.001,-10.346179339999999,,
