rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,eval/mean_ep_length,eval/mean_reward
5.52,6,108,4.3171672899999995,96,592,491,0.862847089767456,0.0003,-2.926178455352783,2.969931125640869,-21.338403701782227,,
5.53,6,112,4.3254871800000005,96,612,511,0.857660710811615,0.0003,-3.022212266921997,2.7670435905456543,-21.715717315673828,,
5.6,6,116,4.38428793,95,639,538,0.8507208228111267,0.0003,-3.1780762672424316,3.747382164001465,-21.385713577270508,,
5.67,6,120,4.400436740000001,95,665,564,0.8441056609153748,0.0003,-3.3413920402526855,3.517336368560791,-22.910947799682617,,
5.74,7,124,4.44680641,94,693,592,0.8370426893234253,0.0003,-3.527012586593628,3.764958620071411,-20.911596298217773,,
5.81,7,128,4.53666761,94,722,621,0.8297964930534363,0.0003,-3.657301902770996,3.5226290225982666,-22.016685485839844,,
5.87,7,132,4.57715394,94,746,645,0.8238669037818909,0.0003,-3.7897329330444336,3.0486655235290527,-22.847932815551758,,
5.9,8,136,4.57645403,93,777,676,0.8162758350372314,0.0003,-3.9806530475616455,3.3175694942474365,-22.564599990844727,,
5.93,8,140,4.61620953,93,799,698,0.8109428286552429,0.0003,-4.122225284576416,3.7067461013793945,-23.570056915283203,,
5.95,8,144,4.656161979999999,92,823,722,0.8051654100418091,0.0003,-4.24850606918335,4.892991065979004,-21.98196029663086,,
