train/explained_variance,train/std,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/policy_loss,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,100.23,,,,197,30000,6000,152,-51.634071079999984,,,,
-0.20933818817138672,0.5943727493286133,100.23,0.0007,0.4214203953742981,3.7928624153137207,198,30500,6100,153,-51.634071079999984,-7.182652473449707,6099,,
0.08799350261688232,0.5895869731903076,111.62,0.0007,1.701852798461914,-5.198432922363281,200,31000,6200,154,-54.342737979999995,-7.115973949432373,6199,,
-5.570255279541016,0.5817448496818542,111.62,0.0007,0.7438169717788696,-0.737369179725647,201,31500,6300,156,-54.342737979999995,-7.010130405426025,6299,,
-0.1209784746170044,0.5744584202766418,122.45,0.0007,1.409367561340332,5.794651031494141,202,32000,6400,157,-56.17559184999999,-6.90545129776001,6399,,
-0.5506962537765503,0.5704138278961182,125.04,0.0007,0.630664587020874,4.6357102394104,203,32500,6500,159,-56.44597691,-6.847821235656738,6499,,
0.671733558177948,0.5641952753067017,128.0,0.0007,0.35386922955513,-0.41232457756996155,205,33000,6600,160,-56.03086174999999,-6.76119327545166,6599,,
-1.8838303089141846,0.5604978203773499,130.36,0.0007,31.020893096923828,39.53700637817383,206,33500,6700,162,-55.18682641,-6.706203460693359,6699,,
0.728565126657486,0.555665135383606,134.59,0.0007,4.737186431884766,11.751322746276855,207,34000,6800,163,-56.33686168,-6.637073040008545,6799,,
-10.221820831298828,0.5481446981430054,136.84,0.0007,1.848702311515808,9.109722137451172,208,34500,6900,165,-56.90177586,-6.527179718017578,6899,,
-0.42013537883758545,0.5407601594924927,,0.0007,4.94444465637207,-13.642160415649414,,35000,,,,-6.420856475830078,6999,810.7597729391418,1000.0
,,136.84,,,,193,35000,7000,180,-56.90177586,,,,
-22.116788864135742,0.5352484583854675,148.03,0.0007,2.729320764541626,-6.828927040100098,194,35500,7100,182,-57.3276133,-6.338127136230469,7099,,
-0.4933781623840332,0.53180992603302,148.89,0.0007,38.13664245605469,-44.544193267822266,196,36000,7200,183,-56.49966510000001,-6.2867431640625,7199,,
-125.99664306640625,0.525504469871521,147.97,0.0007,4.151282787322998,10.04777717590332,197,36500,7300,185,-54.128201190000006,-6.192296504974365,7299,,
-8.252328872680664,0.5208921432495117,146.9,0.0007,3.6795411109924316,-13.67975902557373,198,37000,7400,186,-51.86883955000001,-6.1217522621154785,7399,,
-0.7382528781890869,0.5173965692520142,146.9,0.0007,6.891883850097656,14.869552612304688,199,37500,7500,187,-51.86883955000001,-6.063135147094727,7499,,
-0.5191888809204102,0.5109672546386719,156.49,0.0007,1.7921985387802124,6.904885768890381,201,38000,7600,188,-52.781060780000004,-5.9650726318359375,7599,,
-2.979351758956909,0.5027202367782593,156.49,0.0007,3.794743299484253,-14.17374324798584,202,38500,7700,190,-52.781060780000004,-5.8367018699646,7699,,
0.7387127876281738,0.4982774555683136,167.43,0.0007,0.9366723299026489,4.684636116027832,203,39000,7800,191,-53.112531260000004,-5.764666557312012,7799,,
0.6033275723457336,0.4920405149459839,162.67,0.0007,1.1198185682296753,-5.434525489807129,204,39500,7900,192,-47.0133438,-5.663566589355469,7899,,
0.8455176651477814,0.4846290647983551,,0.0007,3.357842206954956,-10.977320671081543,,40000,,,,-5.543248176574707,7999,841.1572416811134,1000.0
,,162.67,,,,192,40000,8000,207,-47.0133438,,,,
0.7202147543430328,0.478803813457489,172.2,0.0007,1.0280927419662476,7.529518127441406,193,40500,8100,208,-46.74411655000001,-5.439245700836182,8099,,
-0.24504590034484863,0.47344839572906494,177.18,0.0007,3.754723310470581,5.0484185218811035,194,41000,8200,210,-45.737425810000005,-5.3574347496032715,8199,,
-7.645118713378906,0.47012871503829956,177.18,0.0007,2.9101412296295166,8.801429748535156,195,41500,8300,211,-45.737425810000005,-5.297464370727539,8299,,
-0.15847504138946533,0.462833970785141,186.52,0.0007,0.6790167689323425,-4.3137030601501465,196,42000,8400,213,-44.783817710000015,-5.1736345291137695,8399,,
-1.9328181743621826,0.45855435729026794,187.97,0.0007,23.98515510559082,27.380956649780273,197,42500,8500,214,-44.73358722000001,-5.0959954261779785,8499,,
-0.3073378801345825,0.4535543620586395,190.79,0.0007,3.521923780441284,-9.857213020324707,198,43000,8600,216,-43.787806020000005,-5.010746002197266,8599,,
-9.526093482971191,0.4467850923538208,190.79,0.0007,10.281134605407715,-15.340588569641113,199,43500,8700,217,-43.787806020000005,-4.890488624572754,8699,,
-42.567352294921875,0.44097214937210083,203.59,0.0007,4.502746105194092,-7.577949047088623,200,44000,8800,219,-41.28271258000001,-4.785193920135498,8799,,
-0.1130208969116211,0.4378200173377991,205.46,0.0007,10.572273254394531,12.285467147827148,201,44500,8900,220,-42.12807921000002,-4.730707168579102,8899,,
-1.9051992893218994,0.43419474363327026,,0.0007,1.915004014968872,3.3924412727355957,,45000,,,,-4.660901069641113,8999,895.9895801359759,1000.0
,,205.46,,,,190,45000,9000,235,-42.12807921000002,,,,
-11.067785263061523,0.430190771818161,213.67,0.0007,5.925830841064453,-11.652976036071777,191,45500,9100,237,-39.64646503000001,-4.589326858520508,9099,,
-1.2426743507385254,0.42745083570480347,219.49,0.0007,13.131095886230469,11.267499923706055,192,46000,9200,238,-37.068786110000005,-4.5373735427856445,9199,,
-10.815047264099121,0.4237373471260071,221.64,0.0007,1.0887387990951538,-0.7315216064453125,193,46500,9300,240,-36.29968521,-4.469646453857422,9299,,
-1.7973127365112305,0.41945213079452515,221.64,0.0007,0.8593465685844421,3.761079788208008,194,47000,9400,241,-36.29968521,-4.382279396057129,9399,,
-1.6988885402679443,0.4143471121788025,230.92,0.0007,6.965900421142578,7.727639675140381,195,47500,9500,243,-33.54748857999999,-4.285036563873291,9499,,
-1.8765385150909424,0.4090529978275299,230.92,0.0007,4.250752925872803,-11.24541187286377,196,48000,9600,244,-33.54748857999999,-4.185817241668701,9599,,
-22.178014755249023,0.40703892707824707,242.36,0.0007,1.1391303539276123,0.083526611328125,197,48500,9700,245,-30.58989907,-4.141990661621094,9699,,
-0.19600844383239746,0.4033718705177307,244.41,0.0007,3.4264373779296875,-7.744819641113281,198,49000,9800,247,-29.350989609999996,-4.070308208465576,9799,,
-2.1492919921875,0.3968749940395355,244.41,0.0007,10.507451057434082,6.129951477050781,198,49500,9900,248,-29.350989609999996,-3.9427571296691895,9899,,
0.008400142192840576,0.394856333732605,,0.0007,0.19970065355300903,-0.5153375864028931,,50000,,,,-3.898608446121216,9999,911.654689412564,1000.0
,,253.99,,,,189,50000,10000,263,-26.101172270000003,,,,
-5.688186168670654,0.38907957077026367,253.99,0.0007,0.3857054114341736,-2.3722808361053467,190,50500,10100,265,-26.101172270000003,-3.7831902503967285,10099,,
-4.853919506072998,0.3852144479751587,263.63,0.0007,37.7349853515625,-22.960256576538086,191,51000,10200,266,-22.680310190000004,-3.704171895980835,10199,,
-4.860788345336914,0.38122034072875977,268.03,0.0007,4.240655899047852,-4.736846446990967,192,51500,10300,267,-21.221148720000002,-3.615802049636841,10299,,
-10.670365333557129,0.3798184096813202,268.03,0.0007,0.3859562873840332,0.4601343274116516,193,52000,10400,269,-21.221148720000002,-3.5847442150115967,10399,,
-25.81508445739746,0.37587106227874756,276.47,0.0007,4.662728309631348,-4.80513334274292,194,52500,10500,270,-14.375042380000002,-3.504357099533081,10499,,
-2.730720043182373,0.3716850280761719,276.47,0.0007,1.5146502256393433,2.7146623134613037,194,53000,10600,271,-14.375042380000002,-3.4186036586761475,10599,,
-0.17082583904266357,0.3686782121658325,286.04,0.0007,42.45247268676758,34.983795166015625,195,53500,10700,273,-12.04793774,-3.348780870437622,10699,,
-92.75959014892578,0.36668288707733154,279.39,0.0007,5.1103196144104,-4.847452163696289,196,54000,10800,274,-4.7692716499999985,-3.3092873096466064,10799,,
-0.04733443260192871,0.3647002875804901,279.39,0.0007,0.9298955202102661,-1.171839714050293,197,54500,10900,275,-4.7692716499999985,-3.2641053199768066,10899,,
-20.65201759338379,0.36163246631622314,,0.0007,0.4028053283691406,0.9132633209228516,,55000,,,,-3.1976730823516846,10999,765.0979046186433,1000.0
,,288.28,,,,189,55000,11000,290,-0.9651303699999988,,,,
-2.6142735481262207,0.36037689447402954,288.28,0.0007,15.664923667907715,3.8389809131622314,190,55500,11100,291,-0.9651303699999988,-3.1734418869018555,11099,,
-0.582543134689331,0.35639119148254395,295.93,0.0007,6.7006096839904785,7.746551513671875,190,56000,11200,293,1.133292220000001,-3.0804696083068848,11199,,
-3.349362850189209,0.3546624779701233,295.93,0.0007,3.2398622035980225,4.099895477294922,191,56500,11300,294,1.133292220000001,-3.042483329772949,11299,,
-8.141733169555664,0.35067880153656006,305.74,0.0007,2.376915693283081,1.381179690361023,192,57000,11400,296,4.148730270000001,-2.9498050212860107,11399,,
-3.653700351715088,0.3447185158729553,305.74,0.0007,0.7123356461524963,-2.3907487392425537,193,57500,11500,297,4.148730270000001,-2.8135080337524414,11499,,
-0.2437664270401001,0.3417218029499054,314.68,0.0007,1.1602373123168945,1.332478642463684,193,58000,11600,299,8.820541010000001,-2.742638111114502,11599,,
0.30842381715774536,0.3387702703475952,314.68,0.0007,0.10174653679132462,0.12861131131649017,194,58500,11700,300,8.820541010000001,-2.6717100143432617,11699,,
-24.645322799682617,0.3362919092178345,326.39,0.0007,2.308046817779541,-3.9955780506134033,195,59000,11800,302,14.197485720000001,-2.6142587661743164,11799,,
-1.6752893924713135,0.33322933316230774,331.17,0.0007,0.9671664237976074,-2.0112998485565186,195,59500,11900,303,16.383623399999998,-2.5388755798339844,11899,,
-1.7192964553833008,0.3316686153411865,,0.0007,2.0406510829925537,1.7081749439239502,,60000,,,,-2.5027637481689453,11999,774.5395637758077,1000.0
,,334.94,,,,188,60000,12000,318,20.188383039999998,,,,
-2.601534366607666,0.32803991436958313,334.94,0.0007,0.8337937593460083,-0.04292088747024536,188,60500,12100,320,20.188383039999998,-2.4132943153381348,12099,,
0.24957138299942017,0.32615819573402405,344.35,0.0007,11.81797981262207,-14.277050971984863,189,61000,12200,321,23.948081690000002,-2.369661808013916,12199,,
-1.663675308227539,0.3238011598587036,344.35,0.0007,2.4374396800994873,-8.695597648620605,190,61500,12300,323,23.948081690000002,-2.3117120265960693,12299,,
-3.263134002685547,0.3214164674282074,354.07,0.0007,2.5942604541778564,2.9777286052703857,190,62000,12400,324,28.291380439999998,-2.248807907104492,12399,,
0.8593288064002991,0.3163492977619171,354.07,0.0007,0.04637036845088005,0.07171507179737091,191,62500,12500,326,28.291380439999998,-2.125645160675049,12499,,
-5.7445902824401855,0.313446581363678,363.3,0.0007,4.317927360534668,-2.5632989406585693,192,63000,12600,327,32.68015717,-2.051609516143799,12599,,
0.25315648317337036,0.31180500984191895,363.3,0.0007,14.24615478515625,-10.694948196411133,192,63500,12700,329,32.68015717,-2.012404203414917,12699,,
-9.43319320678711,0.3103167712688446,372.14,0.0007,0.2916005551815033,0.3193739950656891,193,64000,12800,330,36.35276625,-1.9740699529647827,12799,,
-1.9786784648895264,0.309195876121521,374.45,0.0007,9.890612602233887,-5.408915996551514,194,64500,12900,332,37.89961957,-1.9424866437911987,12899,,
-1.3744068145751953,0.3061293363571167,,0.0007,0.48755374550819397,1.2975977659225464,,65000,,,,-1.8595837354660034,12999,409.4243131440133,1000.0
,,368.5,,,,187,65000,13000,347,44.85074098,,,,
0.7743674218654633,0.3040785789489746,368.5,0.0007,0.5196990370750427,1.257379412651062,187,65500,13100,348,44.85074098,-1.8079674243927002,13099,,
0.520704835653305,0.3017338514328003,376.43,0.0007,0.5326341986656189,-2.5468151569366455,188,66000,13200,349,49.868165850000004,-1.7511156797409058,13199,,
-7.940982818603516,0.2994075417518616,380.62,0.0007,0.7499111294746399,-1.2292640209197998,189,66500,13300,351,51.97623025000001,-1.6864395141601562,13299,,
-39.5619010925293,0.29657185077667236,380.62,0.0007,0.872398853302002,0.9719090461730957,189,67000,13400,352,51.97623025000001,-1.6119927167892456,13399,,
-125.54658508300781,0.2942955493927002,389.46,0.0007,4.427485942840576,0.12755504250526428,190,67500,13500,354,57.49278405000002,-1.547726035118103,13499,,
0.7487376928329468,0.2928026020526886,389.46,0.0007,0.6531185507774353,-0.7493961453437805,191,68000,13600,355,57.49278405000002,-1.5097606182098389,13599,,
-8.98573112487793,0.29156118631362915,398.26,0.0007,11.904269218444824,-9.474865913391113,191,68500,13700,357,61.56540896000001,-1.4775301218032837,13699,,
-1.0938622951507568,0.2902761697769165,398.26,0.0007,0.9763454794883728,0.9134922027587891,192,69000,13800,358,61.56540896000001,-1.440248727798462,13799,,
-6.760714530944824,0.2869222164154053,411.45,0.0007,2.495424270629883,-0.8389158248901367,192,69500,13900,360,69.27464065000001,-1.344923973083496,13899,,
-1.2624385356903076,0.28659605979919434,,0.0007,0.27581897377967834,0.20658162236213684,,70000,,,,-1.3319580554962158,13999,579.6082598384004,1000.0
,,414.08,,,,186,70000,14000,375,71.51172918,,,,
0.3057206869125366,0.28516608476638794,414.08,0.0007,1.0198229551315308,-2.013097047805786,187,70500,14100,376,71.51172918,-1.2974337339401245,14099,,
-1.42356538772583,0.2831621766090393,414.08,0.0007,1.704325556755066,-0.06632214039564133,187,71000,14200,378,79.94627776,-1.242975115776062,14199,,
-0.5219122171401978,0.28206971287727356,414.08,0.0007,0.3605935275554657,0.04715747758746147,188,71500,14300,379,79.94627776,-1.2058937549591064,14299,,
-27.051359176635742,0.28139346837997437,421.73,0.0007,4.836246013641357,-0.40513792634010315,188,72000,14400,381,83.91875148999999,-1.1889737844467163,14399,,
-0.5235154628753662,0.27827924489974976,421.73,0.0007,1.0179065465927124,-0.289578378200531,189,72500,14500,382,83.91875148999999,-1.1041016578674316,14499,,
0.7932081818580627,0.27656757831573486,430.93,0.0007,1.079088807106018,1.0901548862457275,189,73000,14600,384,89.50053038,-1.054429292678833,14599,,
-8.450563430786133,0.2742125391960144,436.13,0.0007,2.17172908782959,-1.3227512836456299,190,73500,14700,385,92.42927537000001,-0.9872772097587585,14699,,
-9.683380126953125,0.2709299921989441,436.13,0.0007,3.080749034881592,1.7197555303573608,191,74000,14800,387,92.42927537000001,-0.8892807364463806,14799,,
-0.0269240140914917,0.2689902186393738,436.13,0.0007,0.8001074194908142,-0.3779423236846924,191,74500,14900,388,100.75627298,-0.8313711285591125,14899,,
-2.633488655090332,0.2676815390586853,,0.0007,1.4209822416305542,-2.7129580974578857,,75000,,,,-0.7963259220123291,14999,793.4833247247385,1000.0
,,436.13,,,,186,75000,15000,402,100.75627298,,,,
-2.6452291011810303,0.265622079372406,444.39,0.0007,4.0794997215271,-1.8048607110977173,186,75500,15100,404,106.9644613,-0.7296704053878784,15099,,
0.18522387742996216,0.2632521688938141,444.39,0.0007,4.18218469619751,0.11929541081190109,187,76000,15200,405,106.9644613,-0.6604621410369873,15199,,
0.015955626964569092,0.260766863822937,444.39,0.0007,1.7555891275405884,1.8079979419708252,187,76500,15300,407,114.87444426000002,-0.580021858215332,15299,,
-19.893903732299805,0.25901472568511963,444.39,0.0007,9.445612907409668,1.4945433139801025,188,77000,15400,408,114.87444426000002,-0.525937020778656,15399,,
0.0047966837882995605,0.2574840188026428,453.14,0.0007,1.1576945781707764,1.8310333490371704,188,77500,15500,410,121.61862387000001,-0.4775620400905609,15499,,
-4.8779096603393555,0.255411833524704,453.14,0.0007,0.7859222292900085,0.06167488172650337,189,78000,15600,411,121.61862387000001,-0.41422390937805176,15599,,
0.5216397643089294,0.25271615386009216,461.86,0.0007,0.11897895485162735,-0.011702697724103928,190,78500,15700,413,128.11866197,-0.3320080041885376,15699,,
-0.45227622985839844,0.25073736906051636,461.86,0.0007,0.08682935684919357,-0.029425323009490967,190,79000,15800,414,128.11866197,-0.2673778533935547,15799,,
-1.5648479461669922,0.24813006818294525,471.67,0.0007,15.506375312805176,1.6603859663009644,191,79500,15900,415,135.35909026000002,-0.18355846405029297,15899,,
0.5152971744537354,0.24609698355197906,,0.0007,1.5987519025802612,-0.8656776547431946,,80000,,,,-0.1226801872253418,15999,892.1684538584202,1000.0
,,473.49,,,,185,80000,16000,431,137.69236519,,,,
-0.43728363513946533,0.24375884234905243,473.49,0.0007,0.009829260408878326,-0.01001806277781725,185,80500,16100,432,137.69236519,-0.0445178747177124,16099,,
0.22216171026229858,0.24280303716659546,482.62,0.0007,0.6584595441818237,1.661655068397522,186,81000,16200,434,144.68673022000002,-0.008194446563720703,16199,,
0.41978293657302856,0.24130186438560486,482.62,0.0007,1.804665207862854,-2.5402944087982178,186,81500,16300,435,144.68673022000002,0.03270435333251953,16299,,
-2.1036272048950195,0.24108430743217468,491.9,0.0007,1.0294708013534546,-1.0946537256240845,187,82000,16400,437,150.80265461000002,0.04056084156036377,16399,,
-2.100950002670288,0.23958748579025269,491.9,0.0007,4.111410617828369,0.9303531646728516,188,82500,16500,438,150.80265461000002,0.09554636478424072,16499,,
-0.10485756397247314,0.23637133836746216,501.19,0.0007,4.9924421310424805,0.7113510370254517,188,83000,16600,440,157.89701836,0.20422005653381348,16599,,
-8.948049545288086,0.2350015938282013,501.19,0.0007,1.6634529829025269,0.26684436202049255,189,83500,16700,441,157.89701836,0.2499561309814453,16699,,
-0.7512339353561401,0.23387856781482697,508.79,0.0007,0.017817635089159012,-0.09862935543060303,189,84000,16800,442,164.35464525,0.2876107692718506,16799,,
0.6749283671379089,0.23114201426506042,508.79,0.0007,0.045638781040906906,0.3023046553134918,190,84500,16900,444,164.35464525,0.3866995573043823,16899,,
0.3061143755912781,0.22944089770317078,,0.0007,0.2946893274784088,-0.5179020762443542,,85000,,,,0.44187965989112854,16999,888.5918704986573,1000.0
,,518.5,,,,184,85000,17000,460,170.40554959999997,,,,
-4.5050554275512695,0.22792449593544006,518.5,0.0007,0.48496371507644653,-0.656833291053772,185,85500,17100,461,170.40554959999997,0.4970104694366455,17099,,
