train/explained_variance,train/std,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/policy_loss,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
-0.550146222114563,1.0045435428619385,26.8,0.0007,21.315753936767578,-56.3514518737793,188,500,100,2,-22.2955052,-11.391088485717773,99,,
-1.5279145240783691,1.0050610303878784,26.8,0.0007,6.599880218505859,-21.04584312438965,246,1000,200,4,-22.2955052,-11.388574600219727,199,,
-0.30752408504486084,1.0052980184555054,131.27272727272728,0.0007,8.6117582321167,-29.803058624267578,272,1500,300,5,-144.8693,-11.393157958984375,299,,
0.061120033264160156,1.000295877456665,94.9047619047619,0.0007,193.91259765625,117.14273834228516,284,2000,400,7,-96.60344895238097,-11.352496147155762,399,,
-1.5515055656433105,0.9940614700317383,68.9090909090909,0.0007,1.3868048191070557,-8.928271293640137,293,2500,500,8,-72.09769115151516,-11.297826766967773,499,,
-0.004579067230224609,0.9914877414703369,68.9090909090909,0.0007,30.567716598510742,-58.838783264160156,298,3000,600,10,-72.09769115151516,-11.283184051513672,599,,
-0.012333035469055176,0.9878393411636353,85.36585365853658,0.0007,24.474973678588867,-53.8542366027832,303,3500,700,11,-92.71917226829268,-11.252584457397461,699,,
-0.028073668479919434,0.9874482154846191,77.77083333333333,0.0007,0.9163475036621094,5.342071533203125,307,4000,800,12,-86.63328335416668,-11.252365112304688,799,,
-0.01981198787689209,0.9809565544128418,77.77083333333333,0.0007,8.082253456115723,-33.991294860839844,312,4500,900,14,-86.63328335416668,-11.199694633483887,899,,
-0.012366414070129395,0.9799394011497498,,0.0007,1.0329254865646362,9.505192756652832,,5000,,,,-11.187880516052246,999,586.0309711999143,742.7
,,89.45454545454545,,,,193,5000,1000,25,-100.76367163636363,,,,
-0.016351938247680664,0.9704619646072388,82.02985074626865,0.0007,0.18557025492191315,-1.6962273120880127,200,5500,1100,27,-92.36277446268659,-11.114532470703125,1099,,
-7.843971252441406e-05,0.9641743898391724,75.20253164556962,0.0007,38.038482666015625,-60.8463134765625,208,6000,1200,28,-86.00738422784809,-11.057406425476074,1199,,
0.01778966188430786,0.9591312408447266,70.31521739130434,0.0007,8.01403522491455,24.280242919921875,214,6500,1300,30,-80.74314259782608,-11.017504692077637,1299,,
-0.002470254898071289,0.9526423215866089,70.56989247311827,0.0007,4.032505989074707,-18.675132751464844,220,7000,1400,31,-80.30007610752688,-10.964971542358398,1399,,
0.0014669299125671387,0.945482611656189,70.56989247311827,0.0007,0.26722583174705505,-4.986464023590088,225,7500,1500,33,-80.30007610752688,-10.900164604187012,1499,,
-0.00027763843536376953,0.938478946685791,79.32291666666667,0.0007,0.3947314918041229,-2.465498685836792,231,8000,1600,34,-88.90409329166668,-10.838470458984375,1599,,
-0.002511262893676758,0.9283468127250671,79.32291666666667,0.0007,2.566883087158203,-15.23657512664795,237,8500,1700,35,-88.90409329166668,-10.756086349487305,1699,,
0.017418086528778076,0.9175701141357422,89.31,0.0007,3753.328857421875,647.8453979492188,242,9000,1800,37,-99.07941763999999,-10.660730361938477,1799,,
-0.0010918378829956055,0.9083110094070435,79.15,0.0007,9.158123016357422,-32.71788024902344,247,9500,1900,38,-87.81471321000001,-10.581316947937012,1899,,
0.0015972256660461426,0.9004977941513062,,0.0007,7.152978420257568,-34.680824279785156,,10000,,,,-10.515201568603516,1999,476.89341336828363,631.2
,,79.15,,,,212,10000,2000,46,-87.81471321000001,,,,
-0.0029550790786743164,0.891223669052124,88.94,0.0007,15.722399711608887,37.953369140625,217,10500,2100,48,-97.52592489999999,-10.42587947845459,2099,,
0.0003209114074707031,0.88204026222229,90.47,0.0007,3.2098052501678467,-21.894805908203125,222,11000,2200,49,-97.98986479000001,-10.346673965454102,2199,,
-4.875042915344238,0.8765168190002441,91.54,0.0007,27.02552604675293,-41.64978790283203,225,11500,2300,50,-98.37893970999998,-10.292593955993652,2299,,
0.06648343801498413,0.8710742592811584,86.37,0.0007,0.4877813756465912,3.0685665607452393,229,12000,2400,52,-89.47751316,-10.244302749633789,2399,,
-0.09376335144042969,0.864545464515686,87.67,0.0007,5.900394439697266,-21.873884201049805,232,12500,2500,53,-88.79726827999998,-10.180780410766602,2499,,
-0.06653010845184326,0.8566704392433167,78.41,0.0007,8.723024368286133,-26.001636505126953,235,13000,2600,55,-77.27297103000001,-10.110359191894531,2599,,
-0.05336809158325195,0.842518150806427,78.41,0.0007,1.70036780834198,9.796853065490723,238,13500,2700,56,-77.27297103000001,-9.979095458984375,2699,,
-0.07254254817962646,0.8307391405105591,87.22,0.0007,6.224483013153076,-21.85694694519043,241,14000,2800,57,-83.86567187000003,-9.861072540283203,2799,,
0.020084381103515625,0.8227244019508362,88.7,0.0007,1.0442246198654175,-9.676447868347168,244,14500,2900,59,-84.13283777000001,-9.784280776977539,2899,,
-0.01911449432373047,0.8094828128814697,,0.0007,8.137782096862793,-27.516210556030273,,15000,,,,-9.654922485351562,2999,547.7272381071932,699.1
,,88.7,,,,215,15000,3000,69,-84.13283777000001,,,,
0.07538038492202759,0.79706871509552,99.22,0.0007,9.4109468460083,31.772001266479492,218,15500,3100,70,-92.97832156,-9.526694297790527,3099,,
-0.010035872459411621,0.7876334190368652,101.04,0.0007,1.14608895778656,7.025115966796875,220,16000,3200,72,-93.66612219000001,-9.439079284667969,3199,,
0.11511540412902832,0.7738511562347412,101.04,0.0007,2.004359483718872,-12.321688652038574,223,16500,3300,73,-93.66612219000001,-9.294886589050293,3299,,
0.2304409146308899,0.7636855840682983,110.52,0.0007,2.7425496578216553,-11.707223892211914,225,17000,3400,75,-97.76991735000001,-9.192852020263672,3399,,
-3.0545754432678223,0.7591690421104431,111.05,0.0007,15.98736572265625,22.221097946166992,227,17500,3500,76,-96.18114271000005,-9.139482498168945,3499,,
-0.2928577661514282,0.7477301359176636,111.05,0.0007,0.1874503493309021,-2.106902837753296,230,18000,3600,78,-96.18114271000005,-9.0186767578125,3599,,
0.5857794284820557,0.7374339699745178,120.51,0.0007,0.8876436352729797,-10.043547630310059,232,18500,3700,79,-101.80135433000001,-8.91251277923584,3699,,
-2.1215715408325195,0.7293736934661865,121.23,0.0007,2.2497997283935547,-12.477492332458496,234,19000,3800,81,-102.03014655000001,-8.822234153747559,3799,,
0.5391916036605835,0.7165083289146423,121.23,0.0007,0.3610823154449463,3.6237518787384033,236,19500,3900,82,-102.03014655000001,-8.679950714111328,3899,,
-4.724769115447998,0.7080972194671631,,0.0007,1.3532984256744385,-6.889084815979004,,20000,,,,-8.582098960876465,3999,826.3643762709407,1000.0
,,107.91,,,,206,20000,4000,96,-82.92709923999999,,,,
0.4059910774230957,0.7057494521141052,99.13,0.0007,7.498559474945068,-22.687917709350586,208,20500,4100,98,-72.77837916,-8.556589126586914,4099,,
-0.025667548179626465,0.7016891241073608,99.02,0.0007,804.3616943359375,132.56886291503906,210,21000,4200,99,-71.89157096,-8.508853912353516,4199,,
-1.8037638664245605,0.6991099715232849,99.76,0.0007,3.0819976329803467,-13.303207397460938,211,21500,4300,101,-71.76236189000001,-8.481407165527344,4299,,
-4.736880302429199,0.6928799748420715,103.51,0.0007,6.025244235992432,18.96807098388672,213,22000,4400,102,-73.56535623,-8.40843391418457,4399,,
0.48201584815979004,0.6872285008430481,103.8,0.0007,0.5020788908004761,-1.7248092889785767,215,22500,4500,104,-73.26104247,-8.343034744262695,4499,,
-2.080667018890381,0.6814382076263428,103.8,0.0007,0.7412230372428894,-4.6114397048950195,217,23000,4600,105,-73.26104247,-8.273558616638184,4599,,
-1.7982189655303955,0.677218496799469,111.19,0.0007,2.454139232635498,13.921414375305176,219,23500,4700,107,-76.77646807,-8.222644805908203,4699,,
0.4138720631599426,0.6731424927711487,111.97,0.0007,7.286877632141113,17.6367244720459,220,24000,4800,108,-75.3659495,-8.178949356079102,4799,,
-7.05635929107666,0.6690413951873779,101.6,0.0007,4.96046781539917,-17.9757137298584,222,24500,4900,110,-65.85640711,-8.130400657653809,4899,,
-4.5205302238464355,0.6679839491844177,,0.0007,1.9229930639266968,-6.643657684326172,,25000,,,,-8.113994598388672,4999,707.952676304325,906.0
,,105.13,,,,202,25000,5000,123,-68.27870929,,,,
-6.7916669845581055,0.657992959022522,105.13,0.0007,1.4508966207504272,-6.9043779373168945,204,25500,5100,124,-68.27870929,-7.995938777923584,5099,,
-88.78031158447266,0.6523844599723816,105.39,0.0007,2990.765380859375,499.4211120605469,206,26000,5200,126,-64.66006506,-7.925823211669922,5199,,
-16.01181983947754,0.648841142654419,94.86,0.0007,27.134723663330078,31.135395050048828,207,26500,5300,127,-55.98545652,-7.884958744049072,5299,,
-5.351855754852295,0.6422773599624634,95.77,0.0007,1.5767525434494019,9.852505683898926,209,27000,5400,128,-55.599621150000004,-7.798884868621826,5399,,
-0.22089433670043945,0.6347646713256836,95.77,0.0007,0.05783183127641678,-0.3256164789199829,210,27500,5500,130,-55.599621150000004,-7.704092502593994,5499,,
-3.2735352516174316,0.627253532409668,106.73,0.0007,1.3335555791854858,-5.5809125900268555,212,28000,5600,131,-60.74501558000001,-7.61196756362915,5599,,
-6.188745498657227,0.6219620704650879,100.2,0.0007,3.0700950622558594,11.474940299987793,213,28500,5700,133,-54.664029450000015,-7.543692111968994,5699,,
-0.46101462841033936,0.6167647242546082,100.2,0.0007,4.769755840301514,15.24327564239502,214,29000,5800,134,-54.664029450000015,-7.474989414215088,5799,,
-0.5329716205596924,0.6082580089569092,109.8,0.0007,5.806602954864502,13.025041580200195,216,29500,5900,136,-57.768663990000015,-7.363067626953125,5899,,
-0.46507179737091064,0.6019389629364014,,0.0007,2.8567240238189697,8.794970512390137,,30000,,,,-7.284366607666016,5999,932.1465329680592,1000.0
