time/total_timesteps,time/fps,train/actor_loss,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,eval/mean_reward,eval/mean_ep_length
2082,299,-2.1322183390259744,6,0.023220415351446717,520.5,4,0.001,-221.63947000000002,1000,,
5000,,-6.505712262153626,,0.3329485474526882,,,0.001,,4000,-541.1588699288783,839.1
6082,158,-6.493800310134888,38,0.36903330881893637,760.25,8,0.001,-696.69552825,5000,,
10000,,-12.925184944152832,,0.41121895200014114,,,0.001,,9000,658.26068286933,1000.0
10082,140,,71,,840.1666666666666,12,,-322.8447878333333,,,
14082,149,-19.144633766174316,94,0.2848207628577948,880.125,16,0.001,-67.8221273125,13000,,
15000,,-20.420436630249025,,0.2634728584587574,,,0.001,,14000,875.5247106000782,1000.0
18082,142,-24.221303905487062,126,0.22880945796519517,904.1,20,0.001,113.32106189999999,17000,,
20000,,-26.51366952896118,,0.21182182013243436,,,0.001,,19000,903.0657869920135,1000.0
22082,137,-28.63865263748169,160,0.20740998297184707,920.0833333333334,24,0.001,235.37051225000002,21000,,
25000,,-31.80652462387085,,0.1965417315289378,,,0.001,,24000,923.9831529773771,1000.0
26082,134,-32.75880630493164,194,0.19217036981880664,931.5,28,0.001,326.4402848571429,25000,,
30000,,-36.50117862701416,,0.1793745928928256,,,0.001,,29000,935.2649955868721,1000.0
30082,131,,228,,940.0625,32,,396.61539925,,,
34082,135,-39.90805030822754,251,0.1767823626101017,946.7222222222222,36,0.001,451.4088429166667,33000,,
35000,,-40.744623809814456,,0.16336877121031285,,,0.001,,34000,953.4348379424773,1000.0
38082,133,-43.03639685821533,284,0.16891923747211696,952.05,40,0.001,496.875181875,37000,,
40000,,-44.43901708984375,,0.18074906423687934,,,0.001,,39000,956.558470520284,1000.0
42082,132,-45.924780937194825,317,0.18816078008711337,956.4090909090909,44,0.001,533.8291236818181,41000,,
45000,,-47.970093795776364,,0.22848260977491736,,,0.001,,44000,955.3113113356754,1000.0
46082,131,-48.68222653961182,350,0.2102030849158764,960.0416666666666,48,0.001,564.7074403333334,45000,,
50000,,-51.32263757324219,,0.29508851312845946,,,0.001,,49000,941.2527187809349,1000.0
50082,130,,385,,963.1153846153846,52,,590.8320046346154,,,
54082,132,-53.91521987915039,408,0.3266069116443396,965.75,56,0.001,613.5196288214286,53000,,
55000,,-54.486846000671385,,0.2796143765822053,,,0.001,,54000,956.4939028583467,1000.0
58082,131,-56.122659217834475,442,0.2909216370657086,968.0333333333333,60,0.001,633.0979505333332,57000,,
60000,,-57.23394723510742,,0.31206102689355614,,,0.001,,59000,962.5230673909188,1000.0
62082,130,-59.87537232208252,476,0.7207393913120032,970.03125,64,0.001,605.047772921875,61000,,
65000,,-66.7906357574463,,0.8969394973218441,,,0.001,,64000,-396.14933560315114,1000.0
66082,129,-67.02626068115234,510,0.6611590654551983,971.7941176470588,68,0.001,565.1723207205882,65000,,
70000,,-67.5064122619629,,0.43347595223784446,,,0.001,,69000,582.9885584047064,1000.0
70082,128,,544,,973.3611111111111,72,,577.4789868472222,,,
74082,130,-68.22115061950683,567,0.4323390564918518,974.7631578947369,76,0.001,591.9817548421054,73000,,
75000,,-68.4215372619629,,0.41616807751357554,,,0.001,,74000,490.3702719578985,1000.0
78082,129,-68.57551150512695,602,0.36880329287052155,976.025,80,0.001,583.6128301875,77000,,
80000,,-68.61925682067871,,0.348111552760005,,,0.001,,79000,704.0864637930179,1000.0
82082,129,-68.68611958312988,635,0.30052229698002336,977.1666666666666,84,0.001,598.4706921785715,81000,,
85000,,-68.89900302124023,,0.2430201495885849,,,0.001,,84000,958.1063960134983,1000.0
86082,128,-68.97608447265625,668,0.21383689384907484,978.2045454545455,88,0.001,612.0619199204546,85000,,
90000,,-69.25522760009765,,0.22041187904775142,,,0.001,,89000,963.7478831164539,1000.0
90082,128,,702,,979.1521739130435,92,,624.6721633260869,,,
94082,129,-69.592085647583,725,0.1859137720949948,980.0208333333334,96,0.001,636.0119149791667,93000,,
95000,,-69.63063453674316,,0.21179531032964588,,,0.001,,94000,971.4361854404211,1000.0
98082,129,-69.87319825744629,758,0.17095992590114475,980.82,100,0.001,646.77997884,97000,,
100000,,-70.00641775512695,,0.16504688417911528,,,0.001,,99000,971.9520553439855,1000.0
102082,128,-70.13115744018555,792,0.16209436492994428,1000.0,104,0.001,691.9628338599999,101000,,
105000,,-70.36649346923828,,0.15326742461696266,,,0.001,,104000,975.5582272201776,1000.0
106082,128,-70.41792379760741,827,0.14783824651688338,1000.0,108,0.001,775.05146837,105000,,
110000,,-70.63659349060059,,0.13595743426680565,,,0.001,,109000,962.855962061882,1000.0
110082,128,,859,,1000.0,112,,794.37611521,,,
114082,129,-70.9322670135498,882,0.10991477847471834,1000.0,116,0.001,803.1892428199999,113000,,
115000,,-70.98274836730957,,0.1308164320550859,,,0.001,,114000,969.9017442941665,1000.0
118082,128,-71.15992707824707,916,0.11895604229718447,1000.0,120,0.001,806.03649492,117000,,
120000,,-71.28393580627441,,0.12357382624596357,,,0.001,,119000,966.8784178555012,1000.0
122082,128,-71.42504379272461,950,0.10971232625469565,1000.0,124,0.001,808.73221447,121000,,
125000,,-71.60833834838867,,0.10212233977392315,,,0.001,,124000,974.1704774081707,1000.0
126082,128,-71.64538130187988,982,0.14711537638306618,1000.0,128,0.001,810.5835433400002,125000,,
130000,,-71.88847721862793,,0.1013092799782753,,,0.001,,129000,967.021068572998,1000.0
130082,128,,1015,,1000.0,132,,811.7503346300001,,,
134082,129,-72.11262789916992,1038,0.11491722711920738,1000.0,136,0.001,812.8545317100001,133000,,
135000,,-72.16313484191895,,0.10549864022433758,,,0.001,,134000,956.2115918248892,1000.0
138082,128,-72.30813528442383,1072,0.10339273600280285,1000.0,140,0.001,813.0866487699999,137000,,
140000,,-72.41968621826172,,0.1483759076781571,,,0.001,,139000,942.9800683021546,1000.0
142082,128,-72.50676058959961,1106,0.10924814880639315,1000.0,144,0.001,813.1487541299998,141000,,
145000,,-72.61254272460937,,0.0943378012739122,,,0.001,,144000,953.1692934572696,1000.0
146082,128,-72.6642335205078,1140,0.09380563050881029,1000.0,148,0.001,813.4860423099998,145000,,
150000,,-72.84881690979005,,0.10200138310343027,,,0.001,,149000,957.2298865020275,1000.0
150082,127,,1174,,1000.0,152,,813.59235025,,,
154082,128,-73.02406929016114,1197,0.09477362311258912,1000.0,156,0.001,813.7263109099997,153000,,
155000,,-73.0561826171875,,0.08045938208699227,,,0.001,,154000,961.6667991280556,1000.0
158082,128,-73.23356599426269,1230,0.08484766376577317,1000.0,160,0.001,814.0114449699998,157000,,
160000,,-73.33663105773925,,0.10042821194604039,,,0.001,,159000,954.850329130888,1000.0
162082,128,-73.3983800201416,1264,0.09357227118313313,1000.0,164,0.001,843.1149183299999,161000,,
165000,,-73.56867796325683,,0.10597523077018559,,,0.001,,164000,949.1202377676964,1000.0
166082,127,-73.58143927001953,1299,0.08134539608284831,1000.0,168,0.001,882.65702355,165000,,
170000,,-73.77554872131347,,0.10018827047012746,,,0.001,,169000,953.2612323522568,1000.0
170082,127,,1333,,1000.0,172,,887.90549715,,,
174082,128,-73.97068290710449,1356,0.07668635159544647,1000.0,176,0.001,890.2010121899999,173000,,
175000,,-74.00609944152832,,0.08404571436531842,,,0.001,,174000,951.9382433593273,1000.0
178082,128,-74.14240719604493,1390,0.07894714935868978,1000.0,180,0.001,909.6044356299999,177000,,
180000,,-74.22711288452149,,0.08454829549044371,,,0.001,,179000,972.8045797228813,1000.0
182082,127,-74.31019903564453,1424,0.08023554456792772,1000.0,184,0.001,910.3259262899999,181000,,
185000,,-74.39380429077148,,0.07321845874376595,,,0.001,,184000,950.5909648716449,1000.0
186082,127,-74.44324446105956,1457,0.0717790107652545,1000.0,188,0.001,910.9316034,185000,,
190000,,-74.59687391662598,,0.07114836484380066,,,0.001,,189000,956.9172683656216,1000.0
190082,127,,1491,,1000.0,192,,911.5981080099998,,,
194082,128,-74.78109902954101,1514,0.06701397205889224,1000.0,196,0.001,912.5586906099999,193000,,
