rollout/ep_len_mean,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/std,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/approx_kl,train/clip_range,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/loss,eval/mean_reward,eval/mean_ep_length
,,,25000,,,0.9788568019866943,120,0.24999946355819702,0.0003,0.217578125,0.0243635,0.2,-23.780721127986908,-0.06942649289558175,941.6625289916992,416.4651184082031,317.8423627972603,63.15
30.81,13,64,26624,145.53793455000002,413,,,,,,,,,,,,,
30.57,14,68,28672,145.01518024,416,0.9778444766998291,130,0.2760084271430969,0.0003,0.220849609375,0.023750957,0.2,-23.744127345085143,-0.06809410005807877,1005.1882108688354,455.6668395996094,,
,,,30000,,,0.9778236150741577,140,0.3007357716560364,0.0003,0.23662109375,0.024298517,0.2,-23.740847879648207,-0.07256334241246805,980.6547693252563,420.59002685546875,303.24078915715216,60.2
33.13,15,74,30720,156.5554353,411,,,,,,,,,,,,,
34.86,16,79,32768,164.06829195999998,412,0.9783950448036194,150,0.2715226411819458,0.0003,0.204052734375,0.020320289,0.2,-23.747801649570466,-0.06498230360448361,1044.5405519485473,500.19232177734375,,
37.08,17,83,34816,175.68970620999997,415,0.9771035313606262,160,0.3152548670768738,0.0003,0.1916015625,0.019840783,0.2,-23.737128108739853,-0.064717022923287,1112.2493062973022,628.3355712890625,,
,,,35000,,,0.9761221408843994,170,0.36105650663375854,0.0003,0.204833984375,0.021695232,0.2,-23.71742039322853,-0.06342217402125243,1212.6209930419923,603.830322265625,308.8146996617317,60.6
40.98,18,89,36864,194.30906425,409,,,,,,,,,,,,,
41.09,19,94,38912,194.28723550000004,409,0.9743311405181885,180,0.3198705315589905,0.0003,0.210107421875,0.022739932,0.2,-23.693478727340697,-0.06920987786143087,1412.2487516403198,601.2694091796875,,
,,,40000,,,0.9738554358482361,190,0.34597325325012207,0.0003,0.211572265625,0.022303076,0.2,-23.671467542648315,-0.06634208423492964,1164.9662473678588,608.7247314453125,308.9837157011032,58.2
42.38,20,101,40960,198.57727726000002,405,,,,,,,,,,,,,
43.8,21,105,43008,207.15918415999997,406,0.9717106819152832,200,0.3231161832809448,0.0003,0.195751953125,0.021232177,0.2,-23.65012009739876,-0.06344374911859632,1301.3802671432495,680.1640625,,
,,,45000,,,0.9708985686302185,210,0.37251222133636475,0.0003,0.19765625,0.020211088,0.2,-23.621997046470643,-0.0648177330964245,1309.3686708450318,665.082763671875,253.89824229478836,48.55
46.28,22,111,45056,219.92441196,402,,,,,,,,,,,,,
47.71,23,116,47104,227.04605172999996,404,0.9685484766960144,220,0.33318203687667847,0.0003,0.216162109375,0.023056872,0.2,-23.594497191905976,-0.06704124305542791,1432.1147296905517,631.3278198242188,,
47.07,24,120,49152,222.50870140000004,406,0.9690685272216797,230,0.40219420194625854,0.0003,0.149658203125,0.016870663,0.2,-23.580823266506194,-0.05565471857844386,1276.5322555541993,596.5498657226562,,
,,,50000,,,0.9684494137763977,240,0.395881712436676,0.0003,0.214501953125,0.022017632,0.2,-23.57858921289444,-0.06442171027010772,1297.8333883285522,523.49267578125,270.3995630085468,51.2
49.66,25,127,51200,233.47624239,402,,,,,,,,,,,,,
50.52,26,131,53248,238.25723925,403,0.9675964117050171,250,0.4420180916786194,0.0003,0.210498046875,0.024055408,0.2,-23.56571156978607,-0.06314354641654063,1201.3248682022095,560.6448364257812,,
,,,55000,,,0.9681477546691895,260,0.4419434070587158,0.0003,0.1544921875,0.018081505,0.2,-23.55949999690056,-0.05487722888647113,1263.0555360794067,390.7047119140625,294.8121053993702,55.7
53.35,27,137,55296,256.79647941999997,401,,,,,,,,,,,,,
53.03,28,142,57344,253.70577201,403,0.9672945737838745,270,0.4910230040550232,0.0003,0.20380859375,0.023014463,0.2,-23.557369035482406,-0.06116476444294676,1455.8605556488037,701.4154052734375,,
53.16,29,146,59392,254.81096428,405,0.9644438624382019,280,0.44251298904418945,0.0003,0.1875,0.02111118,0.2,-23.523100262880327,-0.058282937429612505,1179.4956340789795,621.5921630859375,,
,,,60000,,,0.9638071656227112,290,0.44420725107192993,0.0003,0.188916015625,0.021441853,0.2,-23.495042669773103,-0.060441995644941925,1312.6210321426393,723.3543701171875,315.19759587049487,59.15
52.74,30,152,61440,250.91547526,403,,,,,,,,,,,,,
55.35,31,156,63488,263.54724663,406,0.9623240232467651,300,0.4628613591194153,0.0003,0.176953125,0.0207261,0.2,-23.47603533267975,-0.05903840825194493,1269.788871383667,562.480224609375,,
,,,65000,,,0.9617812037467957,310,0.48505067825317383,0.0003,0.175732421875,0.021746371,0.2,-23.45847619175911,-0.055180791110615246,1187.28696975708,470.9104309082031,309.70025304816664,58.25
55.54,32,162,65536,264.04881567999996,403,,,,,,,,,,,,,
53.46,33,167,67584,257.40314563,404,0.9596633911132812,320,0.510367751121521,0.0003,0.176806640625,0.020702714,0.2,-23.429685509204866,-0.05617353302368429,1166.9451269149781,556.314697265625,,
55.65,34,171,69632,269.64052842,405,0.9591773748397827,330,0.5371138155460358,0.0003,0.218701171875,0.024136556,0.2,-23.412232518196106,-0.06080082470434718,1069.9484727859497,427.5936279296875,,
,,,70000,,,0.9583821296691895,340,0.5433812141418457,0.0003,0.194189453125,0.0231766,0.2,-23.400075554847717,-0.05948549453751184,1162.8794593811035,491.482666015625,258.00952527056216,48.85
58.11,35,177,71680,281.60161043,402,,,,,,,,,,,,,
58.78,36,182,73728,282.63321398999994,403,0.9582115411758423,350,0.5239133536815643,0.0003,0.190478515625,0.022143528,0.2,-23.389996045827864,-0.056982036473345946,1215.4532796859742,558.867431640625,,
,,,75000,,,0.9583989381790161,360,0.5560061633586884,0.0003,0.16962890625,0.019362783,0.2,-23.38994876742363,-0.053639015433145684,1029.011988067627,449.2981262207031,269.6948683857918,50.85
58.17,37,188,75776,281.18173640000003,402,,,,,,,,,,,,,
57.0,38,193,77824,276.71328904,402,0.956710159778595,370,0.6039622724056244,0.0003,0.147802734375,0.019450705,0.2,-23.374736732244493,-0.051820863902685234,1013.1883363723755,469.8119812011719,,
57.5,39,198,79872,281.80617319,402,0.9573475122451782,380,0.6096528470516205,0.0003,0.150244140625,0.019238023,0.2,-23.36415853500366,-0.04941182383045088,940.5647275924682,467.88104248046875,,
,,,80000,,,0.9567933678627014,390,0.6352454721927643,0.0003,0.209765625,0.024545819,0.2,-23.36530531644821,-0.05961114021774847,941.304704284668,470.79205322265625,297.70242220163345,55.5
59.74,40,204,81920,287.80998562,399,,,,,,,,,,,,,
62.04,41,209,83968,298.04252109000004,400,0.956127405166626,400,0.5318748354911804,0.0003,0.1697265625,0.021418098,0.2,-23.354830235242844,-0.05434136953263078,1098.1794876098634,419.933349609375,,
,,,85000,,,0.9553296566009521,410,0.6149767339229584,0.0003,0.1654296875,0.020035986,0.2,-23.34243791103363,-0.05377863640605938,968.1061475753784,448.3290710449219,281.1591807603836,53.0
61.94,42,215,86016,294.7948723900001,398,,,,,,,,,,,,,
61.07,43,220,88064,294.83668471,399,0.954156219959259,420,0.6325096786022186,0.0003,0.170751953125,0.021691442,0.2,-23.322521460056304,-0.052509672149608375,914.5151517868042,488.9484558105469,,
,,,90000,,,0.9534800052642822,430,0.6837109327316284,0.0003,0.17978515625,0.02248919,0.2,-23.305184453725815,-0.051970266617718155,871.3540306091309,270.1004943847656,282.1633246704936,53.0
60.07,44,226,90112,290.87837551999996,397,,,,,,,,,,,,,
60.24,45,231,92160,291.64493587999993,397,0.9523526430130005,440,0.6710966527462006,0.0003,0.15576171875,0.018691296,0.2,-23.28768570423126,-0.05073011111817323,819.737853717804,374.2245788574219,,
59.76,46,236,94208,288.02390198999996,397,0.9507222771644592,450,0.72054722905159,0.0003,0.162646484375,0.020806663,0.2,-23.261657613515855,-0.05205865471798461,676.3045249938965,262.8731994628906,,
,,,95000,,,0.9508472681045532,460,0.6522067785263062,0.0003,0.158154296875,0.01937288,0.2,-23.24885411262512,-0.0506493319029687,838.5118620872497,323.4206237792969,279.621118157031,52.3
59.34,47,242,96256,285.21065161,396,,,,,,,,,,,,,
60.68,48,247,98304,295.43511921,397,0.9488750100135803,470,0.6908275783061981,0.0003,0.1623046875,0.018842906,0.2,-23.231956672668456,-0.051380785365472546,705.5719808578491,311.86651611328125,,
,,,100000,,,0.9485341310501099,480,0.7503773719072342,0.0003,0.16845703125,0.01993623,0.2,-23.208089590072632,-0.05122771067835856,655.4114400863648,217.997314453125,282.28799272179606,53.0
62.94,49,253,100352,304.03579688,396,,,,,,,,,,,,,
65.93,50,258,102400,319.31192638000005,396,0.9473158717155457,490,0.713518500328064,0.0003,0.147265625,0.018325161,0.2,-23.198649507761,-0.049255908516352066,756.0901166915894,303.7191467285156,,
65.52,51,262,104448,316.73231954,397,0.9468365907669067,500,0.7176333665847778,0.0003,0.162451171875,0.02240672,0.2,-23.183029615879057,-0.05091895476944046,723.2388143539429,264.23681640625,,
,,,105000,,,0.9472925662994385,510,0.6968128681182861,0.0003,0.14609375,0.018525738,0.2,-23.183861541748048,-0.04763792822486721,718.3906348228454,280.2296447753906,269.74516971707345,50.5
64.26,52,269,106496,312.1317285,395,,,,,,,,,,,,,
65.23,53,273,108544,316.96866307,396,0.9468516111373901,520,0.731012761592865,0.0003,0.140625,0.017797623,0.2,-23.184222835302354,-0.04925611837534234,656.2813544273376,206.8353271484375,,
,,,110000,,,0.9458693265914917,530,0.7604949176311493,0.0003,0.15244140625,0.018848931,0.2,-23.167361319065094,-0.05106042808620259,622.02735414505,201.9559783935547,271.9695975720882,50.9
64.5,54,279,110592,311.30289059,395,,,,,,,,,,,,,
65.16,55,284,112640,312.71722689,396,0.94532710313797,540,0.7615604102611542,0.0003,0.12919921875,0.016824873,0.2,-23.153431272506715,-0.04370073501195293,646.4156949043274,277.3546142578125,,
65.09,56,288,114688,311.88763371,397,0.9455499053001404,550,0.7954414635896683,0.0003,0.168310546875,0.022459224,0.2,-23.151267075538634,-0.05193062813777942,510.0153235912323,231.81019592285156,,
,,,115000,,,0.9466817378997803,560,0.7601030170917511,0.0003,0.1595703125,0.017986549,0.2,-23.16222289800644,-0.04959554258966818,549.7168630599975,170.3866424560547,265.0282737255096,49.6
64.75,57,294,116736,310.1991383100001,395,,,,,,,,,,,,,
62.62,58,300,118784,303.40443858000003,395,0.9459146857261658,570,0.7830664217472076,0.0003,0.157861328125,0.017798344,0.2,-23.165734910964964,-0.0473791388067184,498.8519501209259,215.67491149902344,,
,,,120000,,,0.9460615515708923,580,0.7586061805486679,0.0003,0.141455078125,0.018252607,0.2,-23.15817173719406,-0.04925192858790979,582.7166487693787,271.81024169921875,270.07483342289925,50.55
61.86,59,306,120832,302.58881894,394,,,,,,,,,,,,,
62.59,60,310,122880,306.97973385,395,0.9437181949615479,590,0.7714710831642151,0.0003,0.156640625,0.021045258,0.2,-23.13836944103241,-0.04796354790742043,576.0600958824158,232.20701599121094,,
63.28,61,315,124928,308.81345772000003,396,0.9438400268554688,600,0.8073904514312744,0.0003,0.155029296875,0.019991588,0.2,-23.1199049949646,-0.04773575973813422,457.54539904594424,171.8754425048828,,
,,,125000,,,0.9435102939605713,610,0.7569618076086044,0.0003,0.127490234375,0.016801495,0.2,-23.114955300092696,-0.04376083904062398,589.8031002521515,200.3211212158203,276.95142849087716,52.75
62.14,62,321,126976,302.85855251,394,,,,,,,,,,,,,
63.74,63,326,129024,309.82847528,395,0.9430538415908813,620,0.8108180910348892,0.0003,0.1724609375,0.021299262,0.2,-23.108461540937423,-0.05199514534033369,499.8002683639526,228.4951934814453,,
,,,130000,,,0.9422369599342346,630,0.8237091600894928,0.0003,0.14853515625,0.018627811,0.2,-23.096829986572267,-0.04877125270868419,514.5172444343567,168.99765014648438,284.1004465401173,53.8
63.79,64,333,131072,310.94741908,393,,,,,,,,,,,,,
66.18,65,337,133120,319.41884224,394,0.9416240453720093,640,0.8209993839263916,0.0003,0.16259765625,0.019219566,0.2,-23.083939343690872,-0.04722597056097584,478.2544142246246,190.29542541503906,,
,,,135000,,,0.9409279227256775,650,0.7567361891269684,0.0003,0.155517578125,0.020012446,0.2,-23.071995627880096,-0.048692205210682,509.0797611713409,133.73977661132812,277.83484913408756,52.6
66.73,66,344,135168,322.14462598,392,,,,,,,,,,,,,
67.22,67,348,137216,323.45537246000004,393,0.9403333067893982,660,0.8024816960096359,0.0003,0.1583984375,0.01957303,0.2,-23.058873784542083,-0.049796183896251026,533.0466019153595,255.10154724121094,,
65.34,68,353,139264,315.55724523,394,0.9405437111854553,670,0.7977253049612045,0.0003,0.153369140625,0.021252006,0.2,-23.056114196777344,-0.049352309014648196,508.99087209701537,203.4102325439453,,
,,,140000,,,0.9400364756584167,680,0.8265410810709,0.0003,0.146630859375,0.01943733,0.2,-23.051578813791274,-0.04636402746255044,501.6276135444641,156.0550079345703,259.40029099583626,48.85
64.87,69,359,141312,314.24891895999997,392,,,,,,,,,,,,,
64.95,70,364,143360,314.45751051,393,0.938568651676178,690,0.8487403392791748,0.0003,0.15732421875,0.019341372,0.2,-23.032755970954895,-0.0480457820056472,392.6906028747559,118.89366149902344,,
,,,145000,,,0.9374001622200012,700,0.8337154537439346,0.0003,0.14013671875,0.017788526,0.2,-23.00938759446144,-0.048006406860076824,400.8701568603516,125.62648010253906,263.28417279720304,49.35
65.81,71,370,145408,321.9569649,392,,,,,,,,,,,,,
67.18,72,375,147456,327.03738154999996,392,0.9364162683486938,710,0.8443644791841507,0.0003,0.1525390625,0.021530248,0.2,-22.987778782844543,-0.04623426135804039,409.0344925403595,166.69325256347656,,
68.87,73,380,149504,335.6683438500001,392,0.9359840154647827,720,0.8270899206399918,0.0003,0.12890625,0.01665016,0.2,-22.97618493437767,-0.042768303627963175,490.593847322464,189.06884765625,,
,,,150000,,,0.9349921941757202,730,0.7997274249792099,0.0003,0.12841796875,0.016050767,0.2,-22.963131165504457,-0.044388564690598285,445.97782135009766,102.64373016357422,271.2484153151512,51.6
70.94,74,386,151552,344.40488312,392,,,,,,,,,,,,,
68.62,75,391,153600,332.51112572,392,0.9353291392326355,740,0.8221011459827423,0.0003,0.14599609375,0.018517464,0.2,-22.95614759325981,-0.04605072580743581,479.9593312740326,121.279541015625,,
,,,155000,,,0.9339917302131653,750,0.8221753537654877,0.0003,0.16240234375,0.022046506,0.2,-22.945906364917754,-0.04684790061437525,476.7657590866089,143.73001098632812,251.68695222735406,47.8
67.38,76,397,155648,327.62185776000007,391,,,,,,,,,,,,,
63.78,77,402,157696,311.45914443,392,0.9325803518295288,760,0.7856073975563049,0.0003,0.15322265625,0.019139497,0.2,-22.923949325084685,-0.04841582956141792,463.4242185592651,151.29269409179688,,
65.14,78,406,159744,318.97511239,392,0.9300492405891418,770,0.8573255985975266,0.0003,0.164013671875,0.021517314,0.2,-22.88444790840149,-0.047515839117113504,390.4871289730072,159.6629180908203,,
,,,160000,,,0.9300934076309204,780,0.8369956910610199,0.0003,0.1556640625,0.02125477,0.2,-22.862123793363573,-0.049199341036728586,412.3241093635559,139.24647521972656,273.91352610960604,51.65
66.31,79,412,161792,322.19689188,391,,,,,,,,,,,,,
67.6,80,417,163840,329.35924593,392,0.9306103587150574,790,0.8045309782028198,0.0003,0.170947265625,0.024247305,0.2,-22.870362854003908,-0.05040689675079193,486.06220664978025,161.54586791992188,,
,,,165000,,,0.9317676424980164,800,0.846746563911438,0.0003,0.180859375,0.022020428,0.2,-22.884365719556808,-0.05081655290268827,418.9976877212524,156.9451904296875,248.74328995943068,47.15
65.59,81,422,165888,319.55367624999997,392,,,,,,,,,,,,,
65.6,82,427,167936,321.11207496,392,0.9286990761756897,810,0.8871951103210449,0.0003,0.196142578125,0.023946323,0.2,-22.864242601394654,-0.05334377324616071,301.26209337711333,135.51683044433594,,
62.3,83,432,169984,305.1936752,393,0.9283860325813293,820,0.8570610135793686,0.0003,0.171240234375,0.022668798,0.2,-22.833530509471892,-0.05179347600787878,381.5162485599518,138.0343017578125,,
,,,170000,,,0.9268026351928711,830,0.8589602708816528,0.0003,0.17646484375,0.022193976,0.2,-22.8142251431942,-0.0522249713918427,371.16430201530454,97.20670318603516,243.06543594449758,46.3
63.78,84,438,172032,310.0457801,392,,,,,,,,,,,,,
64.14,85,442,174080,312.17269832,393,0.9247334003448486,840,0.8810117915272713,0.0003,0.196923828125,0.026273873,0.2,-22.779322934150695,-0.05450697683845647,297.8811629295349,97.88822937011719,,
,,,175000,,,0.9250544905662537,850,0.893437922000885,0.0003,0.220166015625,0.02617165,0.2,-22.766204643249512,-0.05699437641887926,252.00309863090516,79.86194610595703,294.2422159790993,55.5
65.47,86,448,176128,316.25701225999995,392,,,,,,,,,,,,,
66.43,87,453,178176,323.81422196,392,0.9249833226203918,860,0.8602307587862015,0.0003,0.171923828125,0.022707362,0.2,-22.76925669312477,-0.04938928034971468,355.4030724525452,114.46914672851562,,
,,,180000,,,0.9248204827308655,870,0.8574027419090271,0.0003,0.1880859375,0.026584346,0.2,-22.766234815120697,-0.0516625154967187,323.1562543869019,98.830322265625,286.8402846813202,53.7
66.73,88,459,180224,325.71751265,392,,,,,,,,,,,,,
66.15,89,464,182272,323.92369789,392,0.9243937730789185,880,0.8692147731781006,0.0003,0.20009765625,0.027007187,0.2,-22.75802364349365,-0.053240616116090676,312.7252257108688,89.8936767578125,,
66.72,90,469,184320,325.06209988,392,0.9237707257270813,890,0.8674238175153732,0.0003,0.17294921875,0.0227448,0.2,-22.748245948553084,-0.05009157751628664,378.955854845047,93.55705261230469,,
,,,185000,,,0.9230068325996399,900,0.859423965215683,0.0003,0.136328125,0.01992802,0.2,-22.735181641578674,-0.044481587248446884,368.761367559433,110.3530044555664,247.46408239006996,46.95
66.85,91,475,186368,323.9554391,392,,,,,,,,,,,,,
66.72,92,479,188416,320.02961376,392,0.9208658337593079,910,0.856422558426857,0.0003,0.15205078125,0.019768365,0.2,-22.70415930747986,-0.04660716327925911,389.4004438877106,110.5126953125,,
,,,190000,,,0.9193463921546936,920,0.8564479947090149,0.0003,0.166943359375,0.021317724,0.2,-22.669001936912537,-0.04952006273670122,373.6421537399292,207.50038146972656,296.45472349226475,56.0
66.88,93,485,190464,321.97031404999996,391,,,,,,,,,,,,,
66.17,94,490,192512,318.88574800999993,392,0.9179490804672241,930,0.8523342311382294,0.0003,0.17431640625,0.022558998,0.2,-22.644796735048295,-0.04771534918108955,356.0866590976715,109.7726821899414,,
66.11,95,495,194560,323.18508941,392,0.9168384075164795,940,0.8753429651260376,0.0003,0.184033203125,0.023875069,0.2,-22.617341661453246,-0.05106249574164394,323.73910477161405,97.00385284423828,,
,,,195000,,,0.916581928730011,950,0.8732862919569016,0.0003,0.17001953125,0.022232307,0.2,-22.60851944088936,-0.04795455829880666,363.6173280715942,145.91867065429688,289.9920455008745,54.6
65.34,96,501,196608,319.33975397000006,392,,,,,,,,,,,,,
66.97,97,506,198656,327.0988347300001,392,0.916479766368866,960,0.8548752069473267,0.0003,0.164453125,0.023326896,0.2,-22.60248393416405,-0.04894571640761569,373.10404720306394,74.80272674560547,,
,,,200000,,,0.9155858755111694,970,0.8465622067451477,0.0003,0.186474609375,0.022397526,0.2,-22.59108636379242,-0.05072807211690815,411.40850672721865,101.62017059326172,264.79279420748355,49.6
66.57,98,511,200704,322.85578804,392,,,,,,,,,,,,,
68.33,99,516,202752,332.60190351999995,392,0.9159621596336365,980,0.8556765168905258,0.0003,0.16923828125,0.021634348,0.2,-22.58526110649109,-0.04836702602624428,423.15444083213805,115.61236572265625,,
69.34,100,520,204800,337.37711885000004,393,0.9150019884109497,990,0.8665046840906143,0.0003,0.169580078125,0.020466698,0.2,-22.57916114926338,-0.04721601115306839,381.8629773139954,99.08548736572266,,
,,,205000,,,0.9130627512931824,1000,0.8805687874555588,0.0003,0.204345703125,0.02809694,0.2,-22.549202030897142,-0.05198328122787643,290.51111516952517,91.68294525146484,305.29816940575836,57.75
70.62,101,526,206848,343.49602010999996,392,,,,,,,,,,,,,
71.09,102,531,208896,345.93723641,393,0.9123830795288086,1010,0.8623271435499191,0.0003,0.176025390625,0.022240547,0.2,-22.523548728227617,-0.0494929911539657,399.75102481842043,182.11343383789062,,
,,,210000,,,0.9118323922157288,1020,0.8852570503950119,0.0003,0.19052734375,0.023269027,0.2,-22.513408881425857,-0.05065445364743937,323.4903265953064,109.93893432617188,274.76797316670417,52.45
71.63,103,537,210944,348.0858771899999,392,,,,,,,,,,,,,
70.79,104,542,212992,347.02589347,392,0.9109702706336975,1030,0.8861858397722244,0.0003,0.18271484375,0.024195999,0.2,-22.497920966148378,-0.04876069861929864,332.3142900466919,111.1490478515625,,
,,,215000,,,0.9114318490028381,1040,0.8900595232844353,0.0003,0.1896484375,0.026257237,0.2,-22.493858975172042,-0.04393615787557792,331.3615855693817,112.70805358886719,302.13368514627217,57.3
71.36,105,548,215040,351.08931394,391,,,,,,,,,,,,,
71.18,106,553,217088,350.71757928999995,392,0.9111155271530151,1050,0.8822936043143272,0.0003,0.186376953125,0.024970885,0.2,-22.493652600049973,-0.04940729391673813,330.78862023353577,70.21371459960938,,
71.39,107,558,219136,350.10709363000007,392,0.9092895984649658,1060,0.8754352033138275,0.0003,0.164697265625,0.022713557,0.2,-22.472787702083586,-0.04728036701271776,350.1676558971405,115.09610748291016,,
,,,220000,,,0.9079440832138062,1070,0.8702408224344254,0.0003,0.16923828125,0.026768612,0.2,-22.445435696840285,-0.04720865312265232,422.9570134162903,125.98722076416016,288.62896108925344,54.4
74.12,108,564,221184,364.51859618,391,,,,,,,,,,,,,
72.35,109,569,223232,354.8130953700001,392,0.9087349772453308,1080,0.8736995607614517,0.0003,0.1876953125,0.023592357,0.2,-22.439240837097167,-0.04806789073045366,308.9217492103577,131.14117431640625,,
,,,225000,,,0.9087989330291748,1090,0.8781953752040863,0.0003,0.164306640625,0.022550073,0.2,-22.44866740107536,-0.04479954394046217,361.68993921279906,110.16492462158203,291.99362701773646,54.95
72.82,110,575,225280,358.80854152000006,391,,,,,,,,,,,,,
68.89,111,580,227328,338.90543454,391,0.9090439081192017,1100,0.8734613955020905,0.0003,0.1701171875,0.019913204,0.2,-22.453440940380098,-0.047554417711216955,359.11655178070066,110.70680236816406,,
70.19,112,585,229376,342.88586032,391,0.9083553552627563,1110,0.9057065099477768,0.0003,0.17568359375,0.021755654,0.2,-22.44646480679512,-0.0499573854758637,292.384015750885,118.07653045654297,,
,,,230000,,,0.9071728587150574,1120,0.8794421479105949,0.0003,0.190673828125,0.024856115,0.2,-22.43063367009163,-0.049205261591123414,344.3446327209473,99.03108215332031,290.2906579375267,54.3
69.32,113,591,231424,340.03319457,391,,,,,,,,,,,,,
69.19,114,595,233472,337.44490608,391,0.9062322974205017,1130,0.8833542987704277,0.0003,0.2052734375,0.032851417,0.2,-22.41184421777725,-0.05019095520401606,328.3832042694092,104.91162872314453,,
,,,235000,,,0.9044470191001892,1140,0.8819892928004265,0.0003,0.2005859375,0.026704598,0.2,-22.384093457460402,-0.05004603438428603,302.9875602722168,95.15811157226562,283.0512137483805,53.25
69.59,115,601,235520,340.77564766,391,,,,,,,,,,,,,
70.82,116,606,237568,346.1628299700001,391,0.9025477170944214,1150,0.9046776816248894,0.0003,0.217138671875,0.029941475,0.2,-22.34910544157028,-0.05468709244742058,274.2125583410263,72.001220703125,,
72.49,117,611,239616,354.40098319,391,0.9029451012611389,1160,0.8631732910871506,0.0003,0.164501953125,0.021810569,0.2,-22.33638917207718,-0.04852879859972745,435.9112636566162,140.7325897216797,,
,,,240000,,,0.9021590948104858,1170,0.8812450915575027,0.0003,0.173046875,0.02275509,0.2,-22.331094366312026,-0.04834500031429343,339.4044664859772,151.85372924804688,293.0980602280004,55.15
72.89,118,617,241664,353.14437703,391,,,,,,,,,,,,,
70.77,119,622,243712,345.45381956999995,391,0.9020624756813049,1180,0.8671853244304657,0.0003,0.18203125,0.023639522,0.2,-22.322716802358627,-0.04707891038269736,358.64068231582644,144.52125549316406,,
,,,245000,,,0.9004025459289551,1190,0.8974145874381065,0.0003,0.225146484375,0.02970931,0.2,-22.304110437631607,-0.054983435754547824,270.17254383563994,98.97249603271484,289.91621164903046,54.9
71.08,120,628,245760,349.46728905,390,,,,,,,,,,,,,
70.02,121,633,247808,344.02911216000007,391,0.9007616639137268,1200,0.861675962805748,0.0003,0.171044921875,0.023940977,0.2,-22.289209192991258,-0.04856796234962531,424.3878233909607,116.39217376708984,,
68.46,122,638,249856,335.68135825999997,391,0.899939775466919,1210,0.9098714515566826,0.0003,0.203466796875,0.025665395,0.2,-22.2890553355217,-0.05285163952794392,256.8498461484909,76.82982635498047,,
,,,250000,,,0.8986960649490356,1220,0.8982338905334473,0.0003,0.186376953125,0.025207687,0.2,-22.269181787967682,-0.05172835648118053,319.1783637523651,105.55583953857422,310.91892862170937,58.1
71.26,123,644,251904,348.1372791400001,390,,,,,,,,,,,,,
