time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
524703,112,119.94,4656,3460,262.73473013,104.6300684395483,0.001,-139.8095863471597,524496,,
525000,,,,,,93.30945751154535,0.001,-141.6894154018826,524814,268.544940662384,123.6
525111,112,119.48,4660,3464,261.27108536000003,95.62359376107493,0.001,-139.82619033321257,524938,,
525609,112,119.66,4662,3468,261.96398032,114.23188719153404,0.001,-138.32363557815552,525399,,
526130,112,120.15,4665,3472,263.74042876000004,92.33035741132848,0.001,-138.64510659610525,525911,,
526646,112,120.29,4668,3476,264.24515468000004,97.94453911414513,0.001,-137.6405519925631,526439,,
527137,112,120.15,4670,3480,263.76191696999996,98.87227627147328,0.001,-139.49812344637783,526919,,
527500,,,,,,93.05247736364845,0.001,-139.14356367049677,527302,277.57911558151244,123.65
527673,112,120.65,4675,3484,265.359356,94.80866748140059,0.001,-137.61809281569262,527433,,
528263,112,121.53,4678,3488,268.30572887,98.969870621991,0.001,-137.82742773128462,528038,,
528818,112,122.56,4680,3492,271.38459242,99.93872573024542,0.001,-138.87497544288635,528593,,
529334,113,123.54,4683,3496,274.37604972,104.08315749995964,0.001,-136.62368349169122,529118,,
529884,113,124.52,4686,3500,277.82525066999995,99.17958204297052,0.001,-136.72661778546762,529665,,
530000,,,,,,97.7002303302288,0.001,-137.74886083602905,529793,339.7425462722778,141.55
530438,113,125.54,4691,3504,281.29370064,95.1439303404896,0.001,-138.1141759308291,530210,,
530963,113,126.11,4693,3508,283.53355615000004,112.47050930343511,0.001,-137.74065977154356,530742,,
531501,113,126.78,4696,3512,285.94369246,93.54527510537042,0.001,-136.93426662021213,531288,,
532036,113,127.35,4699,3516,287.86717278000003,95.26578369140626,0.001,-136.41371366060696,531819,,
532500,,,,,,95.3863624123966,0.001,-135.62549635943245,532345,298.33430486917496,129.6
532568,113,127.96,4704,3520,289.65223272,,,,,,
533102,113,128.65,4706,3524,291.91433361,95.4888570971955,0.001,-135.74606903987146,532876,,
533646,113,128.93,4709,3528,293.05930925999996,106.23743767487376,0.001,-134.89237564488462,533422,,
534207,113,129.73,4712,3532,295.62296055,113.05455003751742,0.001,-135.49856334262424,533968,,
534768,113,130.46,4714,3536,297.79876834000004,90.64797523761618,0.001,-133.0043485458583,534544,,
535000,,,,,,105.87476154025511,0.001,-133.7635949271066,534816,322.0528685510159,137.7
535300,113,130.78,4719,3540,298.82746186,99.0720887105973,0.001,-132.30116859811253,535075,,
535818,113,130.7,4722,3544,298.84098342,108.29280174139774,0.001,-134.88649507002398,535596,,
536354,113,131.03,4725,3548,299.77504053,100.19260049547468,0.001,-132.1652488708496,536135,,
536895,113,131.66,4728,3552,301.72475972000007,98.31798585478242,0.001,-132.92545127868652,536670,,
537441,113,132.13,4731,3556,303.39992549,95.18236770629883,0.001,-130.14705166751392,537214,,
537500,,,,,,96.0380461917204,0.001,-130.02254317788515,537350,301.9963895082474,132.0
537979,113,132.76,4735,3560,305.34994505,97.5423812866211,0.001,-129.3308601932249,537757,,
538522,113,134.11,4738,3564,309.92626514,111.83169582155016,0.001,-129.6602881749471,538300,,
539077,113,134.68,4741,3568,311.95107694,94.73170900698061,0.001,-128.98017735267754,538841,,
539650,113,135.2,4744,3572,313.6500166,90.93707848825763,0.001,-128.80615571257357,539425,,
540000,,,,,,100.3821782878801,0.001,-126.54603044610275,539845,343.52398734688757,143.8
540218,113,135.72,4748,3576,315.53841511999997,97.84609942118327,0.001,-127.62650614420573,539995,,
540763,113,136.26,4751,3580,317.34355889,94.28614954840869,0.001,-127.15276151714903,540537,,
541293,113,136.2,4754,3584,317.25960773,107.4082866754747,0.001,-126.56089690237334,541069,,
541825,113,135.62,4757,3588,315.60037792,100.57928795110983,0.001,-125.40139282726851,541590,,
542396,113,135.78,4760,3592,316.2242284,105.84788443337024,0.001,-124.46691217556805,542176,,
542500,,,,,,99.8655654552371,0.001,-124.90757644176483,542305,343.02040987610815,144.1
542989,113,136.55,4764,3596,318.55706772,96.85329975225987,0.001,-125.68044623350485,542761,,
543568,114,136.84,4767,3600,319.13814055,103.15282165926266,0.001,-123.45018045525802,543333,,
544158,114,137.2,4770,3604,319.76585879,101.47582164970603,0.001,-123.94872490135398,543926,,
544725,114,137.62,4773,3608,320.77975096,100.26134921522701,0.001,-122.47788720972397,544495,,
545000,,,,,,93.6767858056461,0.001,-122.05403709411621,544884,303.4635630190372,132.1
545239,114,137.38,4777,3612,319.94057761,90.51421398586697,0.001,-122.37116601732042,545028,,
545764,114,137.28,4780,3616,319.32050751,105.7025279558622,0.001,-119.62802323561448,545549,,
546309,114,137.41,4783,3620,319.6058569599999,98.54777727335909,0.001,-121.60069274902344,546086,,
546789,114,136.87,4786,3624,317.68139138000004,101.0285656492589,0.001,-120.6831182706154,546588,,
547317,114,136.71,4788,3628,317.18493809000006,102.93111679630894,0.001,-118.94575734292307,547085,,
547500,,,,,,107.5053393235847,0.001,-120.0872445177676,547360,309.92040663957596,133.9
547834,114,136.27,4793,3632,315.88677907,98.57184950267995,0.001,-118.71878595063181,547620,,
548327,114,135.59,4795,3636,313.61726338999995,96.27982256066709,0.001,-119.42301698164506,548118,,
548860,114,135.6,4798,3640,313.67716032000004,96.51306862762009,0.001,-117.86533632140228,548639,,
549424,114,136.06,4801,3644,315.02043388999994,87.4820929648171,0.001,-116.91419123260069,549183,,
549990,114,136.36,4804,3648,316.05720735999995,99.53943398419548,0.001,-116.17628187291763,549767,,
550000,,,,,,86.71108484268188,0.001,-115.65150937167081,549899,302.3510521352291,131.6
550529,114,136.34,4808,3652,316.28896214,91.66693487832713,0.001,-116.89737558364868,550303,,
551044,114,136.03,4811,3656,315.40161742000004,95.22765882873536,0.001,-116.49988168383402,550822,,
551507,114,135.28,4813,3660,313.47786797000003,92.01963102022806,0.001,-114.46601155598958,551348,,
552065,114,135.43,4816,3664,313.7059451,86.42697937634526,0.001,-115.55631359203441,551834,,
552500,,,,,,80.09072652229897,0.001,-113.63442924695137,552271,289.88427489995956,128.45
552661,114,135.84,4821,3668,314.48935186000006,87.93538235657967,0.001,-114.26669576009114,552420,,
553213,114,135.63,4823,3672,313.7526651,93.90806740980882,0.001,-113.24539747971755,552970,,
553798,114,135.8,4826,3676,314.01083088,82.37519165138146,0.001,-113.22411851759081,553579,,
554380,114,136.17,4829,3680,315.25722836,93.27716581788782,0.001,-112.53038422048908,554140,,
554937,114,136.44,4832,3684,316.21013958000003,90.23946467432482,0.001,-110.50590494234268,554704,,
555000,,,,,,89.01391062937992,0.001,-111.81246271267743,554846,330.77189990282056,139.95
555500,114,136.75,4837,3688,317.05600854,91.08133321195035,0.001,-111.19454533344991,555272,,
556084,114,136.88,4840,3692,317.43414869000003,83.38745880126953,0.001,-111.64653265816825,555842,,
556639,114,136.5,4843,3696,316.28463600000003,77.11373813546818,0.001,-111.53946816580635,556414,,
557185,114,136.17,4846,3700,315.26925916999994,79.73522365541386,0.001,-110.00361838269589,556968,,
557500,,,,,,82.67722772368303,0.001,-110.48598665509905,557319,308.17849907279015,132.7
557702,114,135.44,4850,3704,313.28061655,84.94312132426671,0.001,-111.68666316441127,557459,,
558243,115,135.18,4853,3708,312.47900355999997,86.31552605528931,0.001,-110.60524878703373,558021,,
558785,115,135.46,4856,3712,313.55855562000005,76.18728728372542,0.001,-110.78318611520235,558561,,
559288,115,135.24,4858,3716,313.27314136,78.73161948875145,0.001,-109.69996901119457,559068,,
559789,115,134.8,4861,3720,312.12253842999996,79.52783655565838,0.001,-110.75208139419556,559571,,
560000,,,,,,75.43656981618781,0.001,-110.1019999186198,559831,310.2922003030777,132.55
560325,115,135.36,4865,3724,314.17373485,77.12996862805079,0.001,-110.48939816913908,560097,,
560849,115,135.32,4868,3728,314.25948093,78.04097167305325,0.001,-109.26469498786373,560635,,
561369,115,135.35,4871,3732,314.36431742,73.98768423424393,0.001,-109.72312401943519,561135,,
561800,115,134.73,4873,3736,312.98166638999993,73.01972162901465,0.001,-114.88818154406192,561649,,
562079,115,132.19,4874,3740,305.59904649,241.274045308431,0.001,-145.99353140371818,561887,,
562319,115,128.95,4876,3744,296.48748365,160.85857598256257,0.001,-154.73356944117052,562169,,
562500,,,,,,221.69858616796034,0.001,-161.5156186860183,562403,101.27161609828472,58.35
562552,115,125.62,4878,3748,287.20053540000004,,,,,,
562787,115,122.58,4879,3752,278.59289478,229.28726945843613,0.001,-164.43335015433175,562637,,
563032,115,119.88,4881,3756,271.09872274,222.69714905785733,0.001,-163.2969503095073,562880,,
563278,115,117.71,4882,3760,265.05432668000003,236.99909597928408,0.001,-167.27244370983493,563126,,
563526,115,114.61,4883,3764,256.46054927999995,286.3677718870101,0.001,-164.58985654769404,563372,,
563777,115,111.16,4885,3768,247.05055911,243.01561882382347,0.001,-165.5372314453125,563622,,
564033,115,108.2,4886,3772,238.84083957,285.5155475139618,0.001,-169.09742069244385,563878,,
564297,115,104.99,4887,3776,229.87224435,289.873822795811,0.001,-168.83459518895006,564139,,
564576,115,101.96,4889,3780,221.23421259,238.47024285452707,0.001,-164.6870618547712,564416,,
564644,115,97.07,4890,3784,208.13584491,232.1243930392795,0.001,-166.2784186469184,564536,,
564714,115,92.14,4890,3788,194.96616747,251.2335057258606,0.001,-168.7000904083252,564606,,
564792,115,87.08,4890,3792,181.24718664000002,259.3348637631065,0.001,-172.84470825195314,564680,,
564870,115,82.31,4891,3796,168.93061303,214.40837809244792,0.001,-169.70328412737166,564763,,
565000,,,,,,262.6217956542969,0.001,-163.67327308654785,564898,2.1216173687018456,16.45
565006,115,78.21,4892,3800,157.74706099,,,,,,
565073,115,73.71,4892,3804,146.09168037,295.08239906712583,0.001,-168.1315443250868,564967,,
565134,115,68.91,4892,3808,133.64127259999998,348.43039754231773,0.001,-167.24324907575334,565027,,
565193,115,64.08,4893,3812,121.04311196999998,165.01813037578876,0.001,-169.4683554513114,565086,,
565255,115,59.67,4893,3816,109.57566092,189.42761087417603,0.001,-161.547119140625,565148,,
565318,115,55.29,4893,3820,98.25741843000002,225.93909740447998,0.001,-167.74774932861328,565211,,
565381,115,50.56,4894,3824,85.79451943999997,189.8726076398577,0.001,-169.35602678571428,565274,,
565444,115,45.95,4894,3828,73.56473428,249.8720407485962,0.001,-167.7717571258545,565337,,
565504,115,41.35,4894,3832,61.631547760000004,354.5447710477389,0.001,-163.02233378092447,565397,,
565570,115,37.7,4895,3836,52.128299670000004,228.33825826644897,0.001,-166.080904006958,565463,,
565638,115,35.59,4895,3840,47.24433831,220.97202839570886,0.001,-167.9115447998047,565529,,
565709,115,33.9,4895,3844,43.17209155,185.29778289794922,0.001,-174.54393005371094,565598,,
565779,115,32.27,4896,3848,39.16486418,185.9280808392693,0.001,-171.1160142686632,565670,,
565857,115,30.7,4896,3852,35.221345580000005,208.19535586708471,0.001,-159.90496995713977,565745,,
565941,115,29.09,4896,3856,31.178764460000004,371.7043166387649,0.001,-168.17270174893466,565828,,
566040,115,27.62,4897,3860,27.12489941,183.444306640625,0.001,-167.04008601262018,565926,,
566226,115,27.0,4898,3864,24.472106169999996,183.03657188415528,0.001,-168.67929153442384,566047,,
566426,115,26.49,4899,3868,22.937237279999998,198.68970633114085,0.001,-172.58637346540178,566295,,
566600,115,25.67,4900,3872,21.30936822,191.05019789475662,0.001,-175.75774442232571,566454,,
566826,115,25.29,4901,3876,20.5238139,225.4986847468785,0.001,-170.2349008832659,566677,,
567062,115,24.86,4903,3880,19.61120472,193.6339216561153,0.001,-172.12052338698814,566914,,
567500,,,,,,180.06973467375101,0.001,-167.9714564273232,567180,936.9759250654839,916.4
568271,115,36.27,4923,3884,33.16869947,,,,,,
569033,115,43.19,4930,3888,39.456980189999996,176.97022814241794,0.001,-169.64997900099982,568623,,
570000,,,,,,118.09320546025815,0.001,-172.5986807304516,569715,197.96657268363052,227.4
570030,115,52.38,4943,3892,48.09176450000001,,,,,,
570586,115,57.16,4947,3896,54.67989969,120.94508532569522,0.001,-170.2016716003418,570297,,
571096,115,60.9,4950,3900,61.013360410000004,110.58103722217037,0.001,-170.23152549594056,570907,,
572343,115,72.7,4958,3904,76.51397528000001,128.7156242614097,0.001,-169.96057453561338,572159,,
572500,,,,,,100.75725294414319,0.001,-169.8434581350773,572347,178.7801137506962,90.4
572708,115,75.74,4961,3908,83.84036476000001,162.99970844813757,0.001,-168.78040765256299,572524,,
573133,115,79.4,4964,3912,91.41697431000003,112.52091445922852,0.001,-170.34422387017145,572949,,
573506,115,82.51,4966,3916,99.61364099999999,141.40906572843852,0.001,-165.64966424306235,573322,,
573879,115,85.61,4969,3920,107.82790672000002,150.53595637271277,0.001,-166.32917428523936,573697,,
574729,115,93.48,4972,3924,122.76749674999999,130.12681647406683,0.001,-164.65133450938538,574282,,
575000,,,,,,102.23640181223551,0.001,-163.13556365966798,574844,231.4114045470953,136.9
575066,115,96.22,4978,3928,128.61008401,,,,,,
576025,115,105.21,4985,3932,143.11267342999997,130.66174452079085,0.001,-162.04097512240784,575844,,
576831,115,112.61,4989,3936,156.54271499,125.6058474372415,0.001,-161.27010127476282,576429,,
577386,115,117.48,4994,3940,166.82430007000002,136.88265923892752,0.001,-160.78187709384494,577205,,
577500,,,,,,122.46580780384153,0.001,-159.0289913443632,577381,245.504359126091,131.45
577931,115,122.22,5000,3944,176.90542854999995,131.38221846762977,0.001,-158.71260148200435,577749,,
578632,115,128.53,5004,3948,189.19461601999998,109.942405443513,0.001,-157.6463646782769,578288,,
579022,115,131.65,5007,3952,197.53129695999996,111.53673435211182,0.001,-153.8500469970703,578832,,
579451,115,135.1,5010,3956,206.67081156000003,118.14850568771362,0.001,-153.4507774939904,579250,,
579915,115,138.75,5012,3960,216.47046522000005,120.80938590109885,0.001,-151.257724831321,579709,,
580000,,,,,,130.15872885662577,0.001,-151.39152947787582,579824,252.8164045214653,115.4
580382,115,141.56,5017,3964,224.89253773000002,130.17523936567636,0.001,-150.76927895381533,580175,,
580839,115,144.13,5020,3968,231.94840979,139.08598400613536,0.001,-149.4910544033708,580632,,
581305,115,147.05,5023,3972,239.12248040000003,121.03387920673077,0.001,-146.9176459878178,581098,,
581749,115,149.23,5025,3976,244.741454,115.8348300478874,0.001,-145.20365988991477,581548,,
582188,115,151.26,5028,3980,250.0138463,125.440297970405,0.001,-142.81433663001428,581983,,
582500,,,,,,129.45139852878268,0.001,-141.81538257264253,582312,232.2991118013859,107.65
582615,115,143.44,5032,3984,245.62176256000004,134.00126200455887,0.001,-141.8205349261944,582416,,
583043,115,140.1,5035,3988,248.33567725,125.60810590031171,0.001,-139.08651916503905,582852,,
583486,115,134.56,5037,3992,249.12048367,120.53871034321033,0.001,-138.41784534119722,583282,,
583924,115,133.38,5040,3996,251.56518842999998,101.60946128642665,0.001,-137.69437108721053,583727,,
584370,115,132.74,5042,4000,253.57727939999998,107.54670851334282,0.001,-136.62240747819868,584167,,
584803,115,124.6,5045,4004,247.3313078,107.72310066223145,0.001,-134.18592894311044,584600,,
585000,,,,,,105.26600115966797,0.001,-133.86386428340788,584837,254.72772833108903,115.9
585291,115,125.83,5050,4008,250.63380409,100.02747458118503,0.001,-132.78199858584645,585076,,
585555,115,124.22,5052,4012,248.48222354,109.78720775219278,0.001,-133.09122099699798,585353,,
586080,115,125.74,5055,4016,252.10316821,106.59314287170884,0.001,-131.71060837965746,585840,,
586610,115,127.31,5059,4020,255.89759547999995,102.47257522353553,0.001,-131.6412589333274,586399,,
587113,115,123.84,5062,4024,252.15263437999994,92.70955670069135,0.001,-129.08963363889663,586908,,
587500,,,,,,97.58163728105261,0.001,-128.2110868642028,587404,279.96213548779485,125.2
587632,115,125.66,5068,4028,257.94776672000006,,,,,,
588140,115,121.15,5071,4032,254.73868915,112.12299371916673,0.001,-127.02932961781819,587921,,
588643,116,118.12,5074,4036,252.53414071,102.37276817264413,0.001,-126.9601742189322,588434,,
589156,116,117.7,5077,4040,253.70980629000002,92.28909525595421,0.001,-124.85784586922067,588936,,
589628,116,116.97,5080,4044,253.90506044999998,111.48912749374122,0.001,-124.65238925866913,589422,,
590000,,,,,,92.90431731711817,0.001,-123.54420588566707,589789,261.0508658826351,118.95
590129,116,114.97,5085,4048,252.61528974,112.53240023977388,0.001,-123.02443448958859,589912,,
590596,116,115.74,5088,4052,254.44067161000004,99.90124130249023,0.001,-121.702570215861,590390,,
591117,116,116.66,5091,4056,256.69304356,99.98963158925375,0.001,-121.51948954264323,590886,,
591546,116,116.31,5093,4060,255.756875,91.89783843994141,0.001,-121.69033432006836,591335,,
592018,116,116.36,5096,4064,255.90071801000002,108.5890720173464,0.001,-120.7707579014665,591809,,
592448,116,116.09,5099,4068,254.96047211999996,87.83905941102563,0.001,-120.53407512727331,592291,,
592500,,,,,,91.46935387813684,0.001,-119.91984326911695,592357,249.47965344786644,115.45
592909,116,116.04,5103,4072,254.75855161000004,129.04595323194536,0.001,-119.57922724673622,592697,,
593374,116,116.25,5106,4076,255.12466861000001,118.43699513585115,0.001,-117.95333299480501,593170,,
593852,116,116.64,5109,4080,256.04312684999996,101.66977052521287,0.001,-119.56299350136204,593644,,
594229,116,116.14,5111,4084,254.5401032,100.9828886502031,0.001,-119.34778931561638,594067,,
594590,116,115.47,5114,4088,252.79906608000002,117.88327394795213,0.001,-118.41076778543406,594435,,
595000,,,,,,116.8677564086914,0.001,-117.72235858055853,594809,259.65840811133387,118.4
595014,116,115.28,5118,4092,252.206027,,,,,,
595495,116,115.71,5121,4096,253.10798395000006,125.39878523154337,0.001,-119.16525356105116,595284,,
596300,116,119.3,5126,4100,258.32296609,120.06742203437676,0.001,-118.43734340344446,595982,,
597218,116,124.15,5131,4104,265.46578479,106.25630890958695,0.001,-119.06754375955333,596886,,
597500,,,,,,113.15144721532272,0.001,-118.78008852166644,597363,424.9277679681778,244.2
598225,116,129.34,5141,4108,272.10489321000006,114.55215674288132,0.001,-118.83757523929371,597881,,
599861,116,143.06,5151,4112,287.0114181199999,138.823964345932,0.001,-121.14146731567382,599539,,
600000,,,,,,156.33429354713076,0.001,-122.70936196425865,599770,424.8436179548502,237.55
600495,116,144.15,5160,4116,285.4649533,126.11904066190945,0.001,-123.88331353664398,600262,,
601312,116,147.02,5165,4120,288.01454375,152.97090419483604,0.001,-128.20231267025596,601072,,
602500,,,,,,155.34058521104896,0.001,-132.30104949508888,602359,210.23020859956742,133.25
602722,116,156.09,5176,4124,293.05793109,156.28151344016746,0.001,-130.0575500937069,602494,,
603435,116,158.03,5180,4128,292.91331992000005,189.03435924754424,0.001,-134.98460844745787,603159,,
604171,116,160.31,5185,4132,294.67828903000003,201.81030079395094,0.001,-140.69493260876885,603980,,
604810,116,161.67,5188,4136,296.12615584,229.28705061565745,0.001,-145.55923375216398,604568,,
605000,,,,,,234.20442113932774,0.001,-147.36009036793428,604888,375.3382621467114,192.55
605501,116,163.45,5196,4140,298.59455896,239.17533334293722,0.001,-150.37214202880858,605243,,
606198,116,165.7,5200,4144,303.08681797,339.1388034036715,0.001,-157.28932858819832,605960,,
607208,116,170.79,5205,4148,310.18469432999996,323.0557149887085,0.001,-166.4672843085395,606777,,
607500,,,,,,393.46926131528966,0.001,-169.64716554529528,607117,766.5247657328844,663.3
609653,116,190.57,5227,4152,325.47059229,595.232483532964,0.001,-193.0660849906303,608562,,
610000,,,,,,671.5889159235461,0.001,-215.94163118559737,609876,204.81907976865767,233.8
610935,116,198.18,5241,4156,325.55830712000005,804.9922117306951,0.001,-216.57463428891938,610109,,
611959,116,204.13,5250,4160,325.47594933,1223.7356506119345,0.001,-242.18429497106752,611580,,
612500,,,,,,998.2445034450955,0.001,-250.13281366560193,611868,978.5215890914202,1000.0
615000,,,,,,1652.4736092529297,0.001,-290.21796841430665,614594,1022.9331801414489,1000.0
615685,115,236.67,5307,4164,354.275232,,,,,,
617500,,,,,,2104.1133747558592,0.001,-325.5413851318359,616594,1023.8065856426954,1000.0
619685,115,272.37,5351,4168,385.88286166,2958.9874676513673,0.001,-361.02660888671875,618594,,
620000,,,,,,3200.181176269531,0.001,-378.6193322143555,619594,991.6087122052908,1000.0
622500,,,,,,4777.203650573731,0.001,-426.23550915527346,621594,994.0603872179985,1000.0
623685,115,307.76,5408,4172,416.18213188999994,6169.9727545166015,0.001,-456.9604874267578,622594,,
625000,,,,,,9437.775037109375,0.001,-515.0265393676758,624594,187.9693867693655,136.6
625201,115,318.27,5425,4176,424.2365545999999,18093.72980291193,0.001,-575.0746520996094,625099,,
625248,115,313.96,5425,4180,413.99319033,9457.127990722656,0.001,-526.3354136149088,625145,,
625300,115,310.71,5425,4184,406.46455043000003,14170.315899188701,0.001,-555.5853489467075,625196,,
625351,115,307.61,5426,4188,399.30542317,6645.591965895433,0.001,-542.078874860491,625248,,
625418,115,304.04,5426,4192,390.64414740999996,6826.024263269761,0.001,-580.2544441223145,625307,,
625500,115,300.05,5426,4196,380.5895188,13954.088186163652,0.001,-570.3779296875,625386,,
625587,115,292.87,5427,4200,366.1741662799999,12198.669451032367,0.001,-565.592490456321,625470,,
625695,115,284.77,5428,4204,350.4342044899999,8709.202022007534,0.001,-567.7716936383929,625579,,
625797,115,275.72,5428,4208,333.78992971,12890.656158447266,0.001,-571.2736857096354,625684,,
625900,115,260.39,5429,4212,314.13059836,11622.114528490149,0.001,-559.6133041381836,625778,,
626009,115,255.14,5429,4216,304.58732015000004,10604.743896484375,0.001,-575.5563518817609,625892,,
626226,115,249.14,5431,4220,293.10930799,11581.05133995643,0.001,-570.8304208608774,626107,,
626890,115,241.68,5433,4224,287.14279740000006,14419.479744300064,0.001,-598.073061583472,626533,,
627500,,,,,,12300.415288628472,0.001,-625.6617253056279,627388,584.0294429510832,360.25
627759,115,243.24,5445,4228,288.63344681,,,,,,
628862,115,246.91,5451,4232,292.07280773,16011.819653620485,0.001,-671.3152530857774,628521,,
630000,,,,,,19890.017445541456,0.001,-725.3824573335194,629354,1703.14482357502,1000.0
630445,115,256.35,5476,4236,306.16900061,,,,,,
632079,115,265.78,5489,4240,321.19894237,25604.75070275879,0.001,-797.1214366455079,631789,,
632500,,,,,,25333.168319402957,0.001,-850.0136964087393,632383,375.94565376639366,215.2
632883,115,266.85,5498,4244,320.62404033999996,27785.092920988507,0.001,-838.4697070075471,632589,,
633772,115,265.64,5502,4248,316.69456137000003,27031.708958675987,0.001,-873.5627376849835,633419,,
634977,115,253.24,5509,4252,312.77220827,29594.99951536264,0.001,-897.3779907226562,634522,,
635000,,,,,,37417.723834698016,0.001,-935.4593214097914,634886,347.95045041143896,209.95
636292,115,253.57,5520,4256,322.76360020000004,32755.7406214551,0.001,-956.0128193886627,635733,,
637500,,,,,,32390.033123046876,0.001,-1014.5114064941406,637201,997.9996671169996,1000.0
638725,114,267.66,5554,4260,337.59942239000003,34646.17408450486,0.001,-1070.2562824450042,638580,,
639924,115,242.39,5561,4264,310.23925126,37880.19995777027,0.001,-1130.0222365920608,639771,,
640000,,,,,,23843.800048828125,0.001,-1146.6024898406,639833,118.94122133851052,123.15
640263,115,205.78,5565,4268,272.7406282,37445.74518526517,0.001,-1136.6956986647385,640093,,
640597,115,169.12,5567,4272,235.46902586000004,34634.07020205543,0.001,-1171.41211664109,640438,,
640964,115,157.63,5569,4276,220.61542154000003,34532.440834358946,0.001,-1195.7777676517017,640780,,
642500,,,,,,34601.920931152345,0.001,-1212.241215576172,642116,992.1619027704,1000.0
643207,114,179.59,5593,4280,242.43168459,,,,,,
645000,,,,,,37588.84958154297,0.001,-1286.1052264404298,644116,989.0547011435032,1000.0
647207,114,219.07,5635,4284,282.57185696,39221.93432275391,0.001,-1350.1205595703125,646116,,
647500,,,,,,42995.53555517578,0.001,-1406.1932192382812,647116,1025.8412207484246,1000.0
650000,,,,,,47456.94307128906,0.001,-1459.2322534179686,649116,1065.9850967019797,1000.0
650756,114,254.05,5697,4288,322.33720823,48468.51884716797,0.001,-1491.1751771240235,650116,,
652500,,,,,,52680.94999010809,0.001,-1559.5840948696793,652151,828.8121815294028,497.6
652903,114,274.85,5719,4292,355.33269045000003,,,,,,
655000,,,,,,58777.83833789062,0.001,-1671.3928513183594,654812,1636.010639643669,1000.0
656903,114,314.03,5759,4296,416.26023001,63385.49851464844,0.001,-1674.1551362304688,655812,,
657500,,,,,,61232.89030957031,0.001,-1728.1098864746093,656812,1457.7998035430908,763.2
659439,113,338.52,5789,4300,461.60654224999996,65375.44866536458,0.001,-1809.7749412254052,658953,,
660000,,,,,,72248.75592227225,0.001,-1802.865323228901,659643,796.2812627315521,436.25
661452,113,357.57,5806,4304,497.2098231399999,64056.079304534316,0.001,-1853.7719477634803,660425,,
662500,,,,,,77653.11423339843,0.001,-1864.6722438964844,662361,1585.6190099924802,957.7
664504,113,387.07,5846,4308,543.8367471500001,83390.90934570313,0.001,-1924.201139892578,664361,,
665000,,,,,,95133.38780799278,0.001,-1910.1371506911057,664413,946.6820498198271,611.8
667500,,,,,,86431.05944140625,0.001,-1958.3624521484376,666582,1459.9350024729968,1000.0
667673,113,417.73,5890,4312,591.2116604700001,,,,,,
668889,113,428.8,5901,4316,610.3576214100001,88010.85163574219,0.001,-1988.2336730957031,668618,,
670000,,,,,,105903.83715503247,0.001,-2093.0287861071133,669875,377.6598110407591,193.3
670205,113,439.79,5913,4320,629.41159984,102776.89841952646,0.001,-2066.450030070979,670038,,
670476,113,435.86,5915,4324,623.67948811,103168.7272487331,0.001,-2005.2737509237754,670315,,
671052,113,432.93,5918,4328,620.5689052600001,132392.55951752534,0.001,-2052.758247994088,670738,,
671579,113,427.17,5921,4332,616.0244012999999,110029.76913174716,0.001,-2058.240966796875,671415,,
672234,113,417.89,5925,4336,600.53455962,99414.7001821157,0.001,-2067.5777043523017,672061,,
672500,,,,,,115226.68114043445,0.001,-2092.0249470036206,672143,643.4960738360882,359.75
674065,113,419.86,5943,4340,603.0980515400001,103093.42392828525,0.001,-2118.55865765433,673834,,
674552,113,416.69,5946,4344,596.96438041,101427.40418572155,0.001,-2110.0582255701866,674318,,
674953,113,411.81,5949,4348,589.21424303,88268.888296875,0.001,-2141.2667157573082,674745,,
675000,,,,,,93813.72490985577,0.001,-2185.002857272908,674862,178.27783278226852,114.7
675439,113,404.62,5954,4352,575.37041422,122386.55431758997,0.001,-2089.3916699958572,675227,,
676152,113,398.6,5957,4356,565.9632054099999,111704.13307733051,0.001,-2143.3968671378443,675874,,
676703,113,379.78,5961,4360,551.12868952,113001.57046429729,0.001,-2207.739025115967,676481,,
677192,113,372.68,5964,4364,547.1951681099999,124474.22935748922,0.001,-2190.769047178071,676983,,
677500,,,,,,127461.7498149671,0.001,-2220.769437448602,677291,369.05199045538905,190.7
678467,113,382.04,5972,4368,568.68319688,89032.68183826265,0.001,-2202.8148120698474,677634,,
680000,,,,,,126122.23776821716,0.001,-2256.0123238431493,679027,1833.4078095197679,930.15
681666,113,410.69,6007,4372,637.88454009,132693.26032162408,0.001,-2299.094113983377,680575,,
682500,,,,,,130363.93775585937,0.001,-2309.0867985839845,681575,150.41897418498993,92.75
683542,113,425.78,6024,4376,674.02805636,104745.8145522684,0.001,-2367.133031979956,683246,,
685000,,,,,,121616.03991330137,0.001,-2325.1836584718435,684344,1913.4822319179773,832.8
685783,113,425.76,6052,4380,705.7122431099998,132981.9142680921,0.001,-2312.212845651727,685420,,
686465,113,392.58,6057,4384,683.73400485,95854.7169097724,0.001,-2313.3540642398525,686300,,
687116,113,363.6,6060,4388,661.30875634,100812.65112304688,0.001,-2387.2676513671877,686898,,
687500,,,,,,94846.182296875,0.001,-2352.4051978701636,687150,625.4917559951543,227.05
687858,113,349.55,6068,4392,647.6284412,117465.9281875,0.001,-2338.5530366443454,687562,,
