time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/value_loss,train/clip_range,train/learning_rate,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/loss,train/std,train/clip_fraction,train/n_updates,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
2,1,2048,47.388888888888886,-50.44152591666667,685,,,,,,,,,,,,,
7,2,4096,91.36363636363636,-97.19793829545455,539,183.2812434196472,0.2,0.0003,0.013340648,-0.0031851530075073242,-0.02735741129872622,59.88063430786133,0.993491530418396,0.1443359375,10,-11.31838637292385,,
,,5000,,,,121.73939057588578,0.2,0.0003,0.010919739,-0.024579763412475586,-0.020429996529128403,31.413766860961914,0.9846470355987549,0.0783203125,20,-11.269461873173714,1000.0,977.2794422671199
23,3,6144,101.43636363636364,-106.94044567272726,266,,,,,,,,,,,,,
27,4,8192,120.36764705882354,-126.13376154411765,297,127.71010036468506,0.2,0.0003,0.01133711,0.010459065437316895,-0.024509033127105794,39.750980377197266,0.9729750156402588,0.101806640625,30,-11.18219610452652,,
,,10000,,,,139.53181517124176,0.2,0.0003,0.020929307,0.004495501518249512,-0.03179358167108148,47.232749938964844,0.9595600366592407,0.1572265625,40,-11.080276682972908,1000.0,974.2580671167234
43,5,10240,96.22,-100.68540115,236,,,,,,,,,,,,,
47,6,12288,115.81,-118.63738800000002,258,228.3269910812378,0.2,0.0003,0.009682898,0.010248005390167236,-0.03336065055336803,107.8429183959961,0.9507806301116943,0.123046875,50,-10.971824324131012,,
51,7,14336,116.11,-116.48678144999998,276,117.15644525289535,0.2,0.0003,0.011274596,0.19716876745224,-0.028756010840879753,38.74013900756836,0.9472528100013733,0.10673828125,60,-10.933988922834397,,
,,15000,,,,167.96727752685547,0.2,0.0003,0.010259218,0.20172709226608276,-0.02825138217303902,56.5964241027832,0.9400672912597656,0.09638671875,70,-10.886146396398544,1000.0,943.2260908003082
66,8,16384,90.16,-88.65684178999999,245,,,,,,,,,,,,,
71,9,18432,100.08,-97.09298441999998,259,188.45797290802003,0.2,0.0003,0.0104792025,0.24707740545272827,-0.029138626260100865,116.13745880126953,0.9371166229248047,0.09228515625,80,-10.845250326395036,,
,,20000,,,,114.2230962753296,0.2,0.0003,0.011199836,0.3000410199165344,-0.03212431330757681,39.02059555053711,0.9280242919921875,0.119384765625,90,-10.79323970079422,1000.0,926.541804989014
86,10,20480,111.38,-107.43282179999999,236,,,,,,,,,,,,,
90,11,22528,85.52,-80.43339161,248,162.61008291244508,0.2,0.0003,0.011181787,0.3307519555091858,-0.026652083292719907,76.233154296875,0.9241582155227661,0.095068359375,100,-10.735673207044602,,
95,12,24576,92.18,-90.31124754000002,257,172.686350274086,0.2,0.0003,0.009500537,0.3695518970489502,-0.030148505137185568,76.34390258789062,0.9193063974380493,0.094873046875,110,-10.69888661801815,,
,,25000,,,,136.2457659959793,0.2,0.0003,0.011594966,0.4728388786315918,-0.03321999858308118,58.84549331665039,0.9181727766990662,0.128076171875,120,-10.676354667544365,839.9,724.5140994047863
110,13,26624,80.88,-78.24087458999999,241,,,,,,,,,,,,,
114,14,28672,79.68,-76.45406052999999,249,142.0968465089798,0.2,0.0003,0.01027291,0.5542588233947754,-0.033695413800887766,84.71049499511719,0.9162641763687134,0.115625,130,-10.658826097846031,,
,,30000,,,,137.4570865035057,0.2,0.0003,0.009816021,0.6015507876873016,-0.030175369030621367,62.79361343383789,0.910642147064209,0.10439453125,140,-10.62646310031414,921.5,745.9669985530097
129,15,30720,71.59,-69.09326975,237,,,,,,,,,,,,,
133,16,32768,59.37,-55.76307129,244,152.88797080516815,0.2,0.0003,0.009904973,0.5157871842384338,-0.03085878346755635,70.21965789794922,0.9065374732017517,0.09765625,150,-10.585302919149399,,
138,17,34816,70.95,-66.49992907,252,182.82406942844392,0.2,0.0003,0.011883677,0.5139098167419434,-0.03417398800083902,88.40235900878906,0.9042285680770874,0.13828125,160,-10.55718702673912,,
,,35000,,,,123.76998677253724,0.2,0.0003,0.01229439,0.6641149520874023,-0.03692548759281635,74.1796646118164,0.8972064256668091,0.1328125,170,-10.513121315836907,518.1,444.71510843073486
147,18,36864,79.28,-71.93103840999999,249,,,,,,,,,,,,,
152,19,38912,80.5,-73.30500901,255,98.00545929670334,0.2,0.0003,0.01196285,0.7251706719398499,-0.03617182952002622,41.50184631347656,0.8921372890472412,0.129150390625,180,-10.464222824573516,,
,,40000,,,,150.43088619709016,0.2,0.0003,0.011220438,0.6485794186592102,-0.03161564975744113,66.10554504394531,0.8874152898788452,0.12451171875,190,-10.417261686921119,243.4,212.81192117331958
160,20,40960,92.81,-85.91699365000001,255,,,,,,,,,,,,,
164,21,43008,91.22,-83.06947957999999,261,166.91470007896424,0.2,0.0003,0.011577574,0.5528756380081177,-0.03399469455180224,67.92156982421875,0.8778952360153198,0.117431640625,200,-10.346655237674714,,
,,45000,,,,131.53109029531478,0.2,0.0003,0.011937996,0.7356072664260864,-0.0367137246299535,52.42338943481445,0.8716639280319214,0.136083984375,210,-10.27680950164795,357.9,278.447760629066
172,22,45056,81.89,-73.70505086999998,260,,,,,,,,,,,,,
177,23,47104,63.74,-52.420543959999996,265,113.09754847288131,0.2,0.0003,0.014932772,0.750285342335701,-0.03965433962584939,32.26902770996094,0.8600804209709167,0.161865234375,220,-10.194582107663155,,
181,24,49152,71.68,-59.47410758999999,270,148.71300921440124,0.2,0.0003,0.013321657,0.5359241962432861,-0.04055609772331081,48.1790885925293,0.8562330007553101,0.1533203125,230,-10.127416488528251,,
,,50000,,,,97.03857374191284,0.2,0.0003,0.016244777,0.8252634704113007,-0.043763423524796966,31.381637573242188,0.8476380109786987,0.19755859375,240,-10.058195427060127,277.5,235.02031233995802
188,25,51200,82.38,-68.16751090000001,271,,,,,,,,,,,,,
193,26,53248,97.03,-81.56827507,275,39.5043898075819,0.2,0.0003,0.0194861,0.7667038142681122,-0.045466446931823154,9.213967323303223,0.8370124697685242,0.2357421875,250,-9.956832149624825,,
,,55000,,,,98.01852489709854,0.2,0.0003,0.014683332,0.7532867938280106,-0.04104308253445197,21.665361404418945,0.8279292583465576,0.1740234375,260,-9.878324136137962,540.0,440.06580336319166
204,27,55296,97.22,-81.23660143000001,270,,,,,,,,,,,,,
208,28,57344,114.5,-94.80328177999999,275,111.40869942903518,0.2,0.0003,0.013639277,0.7712211012840271,-0.03897306751750875,38.17800521850586,0.8220382928848267,0.151806640625,270,-9.808570176362991,,
212,29,59392,126.98,-107.50897812000001,278,56.46768110394478,0.2,0.0003,0.015837966,0.833800420165062,-0.04084864030592143,30.686717987060547,0.8131774663925171,0.191455078125,280,-9.730163979530335,,
,,60000,,,,169.7794056415558,0.2,0.0003,0.011686834,0.6666286587715149,-0.03355460245511495,81.26512145996094,0.8103539347648621,0.131396484375,290,-9.685296842455864,411.2,347.70210473405893
221,30,61440,127.61,-105.06141405999999,276,,,,,,,,,,,,,
226,31,63488,97.07,-76.70578330999999,280,110.47551044225693,0.2,0.0003,0.016627131,0.8155664652585983,-0.045467155121150425,50.7601203918457,0.8037339448928833,0.18857421875,300,-9.630358707904815,,
,,65000,,,,165.8731538295746,0.2,0.0003,0.013413684,0.3141777515411377,-0.04313913464429788,67.47425079345703,0.7996923327445984,0.148291015625,310,-9.577407976984977,527.0,415.7638784673396
236,32,65536,98.98,-77.85105546,276,,,,,,,,,,,,,
241,33,67584,87.25,-68.55304181999999,279,57.25716434717178,0.2,0.0003,0.019560706,0.7345273196697235,-0.04945898945443332,29.526264190673828,0.7957870960235596,0.22607421875,320,-9.537119710445404,,
246,34,69632,90.75,-68.03696969,282,161.24973843097686,0.2,0.0003,0.0146388635,0.7287418842315674,-0.04014314191299491,101.3252182006836,0.7915186882019043,0.159619140625,330,-9.499188458919525,,
,,70000,,,,101.17848307490348,0.2,0.0003,0.014165727,0.828526958823204,-0.04261943849560339,58.31534957885742,0.7894068360328674,0.17431640625,340,-9.467922723293304,395.4,297.02177529727777
254,35,71680,88.12,-63.45095273,281,,,,,,,,,,,,,
259,36,73728,106.98,-80.27363503000001,283,219.85606751441955,0.2,0.0003,0.010634524,0.521620362997055,-0.03706608042120933,84.52098083496094,0.7865539789199829,0.105908203125,350,-9.442340621352196,,
,,75000,,,,35.25180897712708,0.2,0.0003,0.024669193,0.8484767228364944,-0.049965710187098014,10.324075698852539,0.7794628739356995,0.27919921875,360,-9.382899469137191,442.5,321.2948156891871
270,37,75776,113.49,-86.00860488999999,280,,,,,,,,,,,,,
274,38,77824,111.3,-80.25757162,283,89.04974400401116,0.2,0.0003,0.014022464,0.7846883684396744,-0.042025745613500476,13.89423942565918,0.7715916037559509,0.178955078125,370,-9.308831375837325,,
279,39,79872,100.53,-73.23226853,286,103.90912551879883,0.2,0.0003,0.013280543,0.8217948973178864,-0.04074456180387642,58.33287811279297,0.7678797245025635,0.135693359375,380,-9.257955488562583,,
,,80000,,,,107.8472006559372,0.2,0.0003,0.014475905,0.8211923241615295,-0.04131439876218792,59.02925109863281,0.7647069096565247,0.165625,390,-9.218624159693718,460.2,328.9552411590237
288,40,81920,109.42,-78.66338587,283,,,,,,,,,,,,,
293,41,83968,126.96,-91.92419613000001,286,42.88882772624493,0.2,0.0003,0.023646683,0.7015830874443054,-0.047906353589496575,11.044166564941406,0.7549999952316284,0.27158203125,400,-9.143580162525177,,
,,85000,,,,66.24250755310058,0.2,0.0003,0.017958932,0.7398344576358795,-0.043409624352352696,16.768325805664062,0.7498648762702942,0.220166015625,410,-9.067814308404923,345.7,249.4235355283221
301,42,86016,147.58,-104.22074635000001,285,,,,,,,,,,,,,
306,43,88064,105.37,-73.08095047,287,102.24831570386887,0.2,0.0003,0.015024146,0.7974531650543213,-0.045438476678100415,34.119483947753906,0.746467113494873,0.174462890625,420,-9.027781024575233,,
,,90000,,,,170.80361409187316,0.2,0.0003,0.015549088,0.10845839977264404,-0.04482602142961696,60.43388748168945,0.7420965433120728,0.15869140625,430,-8.988085478544235,573.4,421.9990201085864
317,44,90112,113.66,-79.10685351000001,283,,,,,,,,,,,,,
322,45,92160,92.98,-62.431607430000014,285,74.04386620521545,0.2,0.0003,0.018996745,0.8094010800123215,-0.05043730571633205,30.94894790649414,0.7374668121337891,0.238525390625,440,-8.932618683576584,,
326,46,94208,79.63,-52.112882060000004,288,46.767632669210435,0.2,0.0003,0.022478467,0.907880887389183,-0.05540776473353617,30.552995681762695,0.7299436926841736,0.2498046875,450,-8.867466807365417,,
,,95000,,,,119.71093431711196,0.2,0.0003,0.01656327,0.6913160383701324,-0.04938340894877911,62.6436653137207,0.7242858409881592,0.19765625,460,-8.795361560583114,648.0,465.897255346668
338,47,96256,84.93,-55.47170381000001,284,,,,,,,,,,,,,
343,48,98304,103.01,-66.71210967,286,74.0558262348175,0.2,0.0003,0.019889165,0.8030336946249008,-0.05012131404364482,32.32320022583008,0.7220263481140137,0.243994140625,470,-8.747270518541336,,
,,100000,,,,41.114952608942986,0.2,0.0003,0.025324645,0.8441043198108673,-0.052331456306274046,14.730960845947266,0.7181060910224915,0.2658203125,480,-8.715384995937347,644.7,452.09263524964337
354,49,100352,94.33,-56.92203963000001,283,,,,,,,,,,,,,
359,50,102400,96.87,-59.128843530000005,284,127.6425654053688,0.2,0.0003,0.015487946,0.6350708603858948,-0.04478053197090048,47.30439758300781,0.7136119604110718,0.17587890625,490,-8.669234573841095,,
364,51,104448,77.15,-47.32448835000001,286,74.4009151816368,0.2,0.0003,0.018734112,0.8234706372022629,-0.051007126062177124,26.06664276123047,0.7074985504150391,0.214990234375,500,-8.60852600634098,,
,,105000,,,,119.30586037635803,0.2,0.0003,0.015647242,0.6602582037448883,-0.0473276078060735,67.98908996582031,0.7019693851470947,0.1736328125,510,-8.544881162047385,363.0,250.85084862161892
372,52,106496,96.77,-60.36411897000001,285,,,,,,,,,,,,,
377,53,108544,90.52,-54.21396716,287,32.44557437598705,0.2,0.0003,0.031284906,0.7872094810009003,-0.056104639792465605,14.918743133544922,0.6902196407318115,0.336474609375,520,-8.428997352719307,,
,,110000,,,,61.14984205365181,0.2,0.0003,0.0196365,0.7784877717494965,-0.0513476099120453,15.422504425048828,0.6847348809242249,0.2283203125,530,-8.34156893491745,336.3,241.81437426210906
386,54,110592,108.1,-65.17824462,285,,,,,,,,,,,,,
391,55,112640,97.31,-56.972103299999986,287,50.187128484249115,0.2,0.0003,0.02224995,0.8460034132003784,-0.05232650628022384,19.475830078125,0.6775150299072266,0.23662109375,540,-8.269037294387818,,
396,56,114688,105.77,-58.583817229999994,289,87.78980356454849,0.2,0.0003,0.019271355,0.6968748271465302,-0.05105228966567665,29.700834274291992,0.673155665397644,0.216357421875,550,-8.198425978422165,,
,,115000,,,,59.921997010707855,0.2,0.0003,0.022263644,0.8164021074771881,-0.056328789275721644,20.879743576049805,0.6677110195159912,0.247021484375,560,-8.143599703907967,358.6,276.15529491156923
405,57,116736,116.84,-61.110264480000005,288,,,,,,,,,,,,,
409,58,118784,76.25,-35.599457720000004,289,53.24618827700615,0.2,0.0003,0.023689132,0.8590589463710785,-0.05406194625538774,28.456893920898438,0.6608976721763611,0.251806640625,570,-8.06385535299778,,
,,120000,,,,82.33141582012176,0.2,0.0003,0.019618751,0.7994597852230072,-0.052856598875951025,43.23165512084961,0.657183825969696,0.2244140625,580,-8.004671490192413,99.4,97.19471598323435
