rollout/ep_rew_mean,train/n_updates,train/critic_loss,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
-1212.672705,2248,0.3015815428037557,4,184,17,812.0,3248,-1.6690269189496194,0.001,,
,4248,0.1193266079146415,,,,,5000,4.225201188087463,0.001,-3002.548201072216,1000.0
-2105.4482964999997,6248,0.2894263798817992,8,130,55,906.0,7248,17.197771730422975,0.001,,
,9248,0.2292246060371399,,,,,10000,14.721638633728027,0.001,-2964.335155630112,1000.0
-2202.607558666667,10248,0.21260112130828202,12,116,89,873.3333333333334,10480,12.305964702606202,0.001,,
-1961.3609096875,11537,0.5811222438514233,16,127,98,783.5625,12537,13.503258115768432,0.001,,
-1574.99179245,12577,0.8067195183700986,20,121,103,629.35,12587,14.747001647949219,0.001,,
-1319.1654184583333,12648,1.3217040219090201,24,121,104,527.4583333333334,12659,14.461003303527832,0.001,,
-1134.54325825,12710,2.1487832764784494,28,121,104,454.42857142857144,12724,14.507862264459783,0.001,,
-998.17792434375,12763,1.4887425978978475,32,122,104,400.1875,12806,14.479962076459612,0.001,,
-912.8751936111112,13888,0.7474971309952114,36,124,111,386.30555555555554,13907,15.082620620727539,0.001,,
-825.618625225,13967,0.7955885444368634,40,124,112,349.5,13980,14.886659622192383,0.001,,
-754.4836463636365,14077,1.4085946646001604,44,124,112,320.3636363636364,14096,15.266573641035292,0.001,,
-698.3640013958333,14287,2.1368489327101874,48,125,114,298.6041666666667,14333,15.3465303881415,0.001,,
,14352,1.3098838172460858,,,,,15000,15.751153755187989,0.001,-248.9200272447095,425.2
-663.2146704038461,16352,1.2433854599297047,52,131,132,333.6923076923077,17352,15.542488676071168,0.001,,
-629.2507778035714,18149,1.6423138389150604,56,134,142,341.94642857142856,19149,15.567191079946666,0.001,,
,19254,1.4153871536254883,,,,,20000,15.719043263849223,0.001,-30.745054138462002,392.8
-596.6929402,20337,1.479049187826823,60,128,158,340.15,20409,15.212775579312952,0.001,,
-564.627507875,21966,1.9011820333344596,64,133,169,353.1875,22604,15.254495520818802,0.001,,
-529.1390567205881,23429,1.8252802154597114,68,133,178,350.8382352941176,23857,15.603980659036075,0.001,,
