rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,rollout/ep_len_mean,time/time_elapsed,train/critic_loss,train/actor_loss,train/ent_coef,train/ent_coef_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
-8.2607815,4,26,788,6.5,0,,,,,,,,
-7.82305375,8,53,824,6.625,0,,,,,,,,
-7.425640833333333,12,79,814,6.583333333333333,0,,,,,,,,
-7.7880066249999995,16,102,752,6.375,0,31.60053062438965,0.40488243103027344,1.0,0.0,0.0003,1,,
-7.468993950000001,20,124,321,6.2,0,17.041118621826172,-12.135485649108887,0.9932875037193298,-0.13228310644626617,0.0003,23,,
-7.215014375,24,144,233,6.0,0,16.923519134521484,-12.542016983032227,0.9871331453323364,-0.2580791711807251,0.0003,43,,
-6.958512785714285,28,165,198,5.892857142857143,0,18.188621520996094,-12.711832046508789,0.9807392954826355,-0.3876282572746277,0.0003,64,,
-7.248627625,32,194,161,6.0625,1,15.097969055175781,-13.218767166137695,0.9720399975776672,-0.567787766456604,0.0003,93,,
-7.191163805555555,36,216,152,6.0,1,14.161333084106445,-13.542831420898438,0.9655296206474304,-0.7036172151565552,0.0003,115,,
-7.0845378750000005,40,234,145,5.85,1,11.489510536193848,-13.989554405212402,0.9602474570274353,-0.8104756474494934,0.0003,133,,
-7.060588954545455,44,260,138,5.909090909090909,1,11.655220031738281,-13.783275604248047,0.9526941180229187,-0.9655059576034546,0.0003,159,,
-6.9757067500000005,48,285,132,5.9375,2,6.851351261138916,-14.648265838623047,0.9455245733261108,-1.1116459369659424,0.0003,184,,
-6.723752076923078,52,303,129,5.826923076923077,2,4.206778526306152,-14.367100715637207,0.9404104948043823,-1.2106651067733765,0.0003,202,,
-6.558634285714286,56,322,126,5.75,2,4.503361225128174,-14.866668701171875,0.9350610375404358,-1.333512306213379,0.0003,221,,
-6.388104333333334,60,344,123,5.733333333333333,2,3.8789126873016357,-15.138952255249023,0.9289044737815857,-1.4583030939102173,0.0003,243,,
-6.34051696875,64,369,120,5.765625,3,3.7215824127197266,-15.506231307983398,0.9219687581062317,-1.60979163646698,0.0003,268,,
-6.168605676470588,68,386,119,5.676470588235294,3,4.097691059112549,-15.65274429321289,0.91728276014328,-1.7109029293060303,0.0003,285,,
-6.196534791666666,72,411,117,5.708333333333333,3,3.3763065338134766,-16.04278564453125,0.9104268550872803,-1.8603603839874268,0.0003,310,,
-6.252000118421052,76,439,115,5.776315789473684,3,3.194762706756592,-16.459957122802734,0.9028171300888062,-2.020373582839966,0.0003,338,,
-6.1498568,80,459,114,5.7375,4,2.305649757385254,-16.601547241210938,0.8974252343177795,-2.134284257888794,0.0003,358,,
-6.096333845238095,84,482,113,5.738095238095238,4,2.3877053260803223,-16.760534286499023,0.8912689685821533,-2.2698986530303955,0.0003,381,,
-6.033643193181818,88,509,111,5.784090909090909,4,1.8617844581604004,-17.00492286682129,0.8840942978858948,-2.4471864700317383,0.0003,408,,
-6.0452240760869556,92,540,109,5.869565217391305,4,2.2835474014282227,-16.884971618652344,0.8759282231330872,-2.625351667404175,0.0003,439,,
-5.935942729166666,96,559,108,5.822916666666667,5,1.9290446043014526,-16.748931884765625,0.8709607720375061,-2.7185497283935547,0.0003,458,,
-5.887516069999999,100,584,107,5.84,5,1.7824780941009521,-17.059101104736328,0.8644738793373108,-2.8658766746520996,0.0003,483,,
-5.82248937,104,610,106,5.84,5,1.9103076457977295,-17.89960289001465,0.8577742576599121,-3.0069165229797363,0.0003,509,,
-5.68694498,108,631,105,5.78,5,2.702260732650757,-18.180431365966797,0.8524138927459717,-3.137866973876953,0.0003,530,,
-5.637058539999998,112,656,104,5.77,6,2.0772149562835693,-17.932449340820312,0.8460841774940491,-3.282290458679199,0.0003,555,,
-5.49425743,116,674,104,5.72,6,2.393866777420044,-17.389629364013672,0.841564953327179,-3.3752646446228027,0.0003,573,,
-5.489808039999999,120,706,103,5.82,6,2.5767874717712402,-16.936138153076172,0.8335865139961243,-3.5816946029663086,0.0003,605,,
-5.36039014,124,723,103,5.79,6,2.041487693786621,-17.767833709716797,0.829375684261322,-3.6838538646698,0.0003,622,,
-5.2957419,128,745,103,5.8,7,3.2659339904785156,-17.020009994506836,0.8239595890045166,-3.803283452987671,0.0003,644,,
-5.15137118,132,784,103,5.9,7,1.7259429693222046,-18.528100967407227,0.8144223690032959,-4.042205810546875,0.0003,683,,
-5.11753891,136,816,101,6.0,8,2.9544973373413086,-18.121610641479492,0.8066756129264832,-4.222064971923828,0.0003,715,,
-5.08752916,140,839,101,6.05,8,2.2138495445251465,-17.68575668334961,0.8011484146118164,-4.357992649078369,0.0003,738,,
-4.95167505,144,860,101,6.0,8,2.3890109062194824,-17.592845916748047,0.7961452007293701,-4.461623191833496,0.0003,759,,
-4.91613819,148,881,100,5.96,8,2.222717046737671,-16.73807716369629,0.79118412733078,-4.607527732849121,0.0003,780,,
-4.97777006,152,904,100,6.01,8,2.280636787414551,-17.703990936279297,0.7857851386070251,-4.727598190307617,0.0003,803,,
-5.01186767,156,926,100,6.04,9,2.4991936683654785,-17.353240966796875,0.7806616425514221,-4.82327938079834,0.0003,825,,
-5.0419823500000005,160,948,100,6.04,9,2.3109030723571777,-17.586885452270508,0.7755734324455261,-4.950007438659668,0.0003,847,,
-5.0191745800000005,164,969,100,6.0,9,2.3570756912231445,-17.108638763427734,0.7707509398460388,-5.056754112243652,0.0003,868,,
-5.089517750000001,168,994,100,6.08,9,2.1694514751434326,-18.173938751220703,0.765049159526825,-5.240941047668457,0.0003,893,,
-4.99723676,172,1016,100,6.05,10,2.8972654342651367,-17.156383514404297,0.7600632905960083,-5.37504768371582,0.0003,915,,
-4.87708966,176,1039,100,6.0,10,3.2244231700897217,-17.23046875,0.7548849582672119,-5.461930274963379,0.0003,938,,
-4.8271548300000005,180,1058,100,5.99,10,3.2984180450439453,-16.351558685302734,0.7506332397460938,-5.571712493896484,0.0003,957,,
-4.74900767,184,1079,100,5.97,10,2.2902040481567383,-16.13553237915039,0.7459686398506165,-5.712278842926025,0.0003,978,,
-4.814952309999999,188,1108,100,5.99,11,4.3238677978515625,-17.373445510864258,0.7395688891410828,-5.886022090911865,0.0003,1007,,
-4.709418980000001,192,1131,99,5.91,11,5.189859867095947,-17.091644287109375,0.7345471978187561,-6.035540580749512,0.0003,1030,,
-4.723454530000001,196,1152,99,5.93,11,4.1407670974731445,-17.08361053466797,0.7299984693527222,-6.093008041381836,0.0003,1051,,
-4.72560938,200,1176,99,5.92,11,4.166909694671631,-17.529647827148438,0.7248333692550659,-6.239645957946777,0.0003,1075,,
-4.66910201,204,1195,99,5.85,11,3.2596402168273926,-16.852951049804688,0.7207674980163574,-6.371587753295898,0.0003,1094,,
-4.61084636,208,1217,99,5.86,12,3.3116185665130615,-17.443256378173828,0.7160773873329163,-6.508627891540527,0.0003,1116,,
-4.47974633,212,1237,99,5.81,12,4.578460693359375,-16.569297790527344,0.7118439078330994,-6.595754146575928,0.0003,1136,,
-4.42276411,216,1257,99,5.83,12,4.5646514892578125,-16.23689079284668,0.7076340913772583,-6.692992210388184,0.0003,1156,,
-4.284453620000001,220,1274,99,5.68,12,6.340262413024902,-16.398120880126953,0.7040753364562988,-6.7842631340026855,0.0003,1173,,
-4.3083228,224,1295,99,5.72,12,4.915860652923584,-15.79697036743164,0.6997043490409851,-6.921470642089844,0.0003,1194,,
-4.37975525,228,1321,99,5.76,13,4.492133617401123,-14.62239933013916,0.6943086981773376,-7.101149559020996,0.0003,1220,,
-4.34898323,232,1352,99,5.68,13,6.86984920501709,-15.732646942138672,0.6879437565803528,-7.234433650970459,0.0003,1251,,
-4.2320806399999995,236,1370,99,5.54,13,4.029970169067383,-16.565414428710938,0.6842791438102722,-7.331854820251465,0.0003,1269,,
-4.24113188,240,1399,99,5.6,14,6.336889266967773,-17.055156707763672,0.6784132122993469,-7.538752555847168,0.0003,1298,,
-4.2954687400000005,244,1426,99,5.66,14,5.2932586669921875,-15.257646560668945,0.6729901432991028,-7.681563377380371,0.0003,1325,,
-4.20776123,248,1446,99,5.65,14,4.276555061340332,-16.03702163696289,0.6689971089363098,-7.701810359954834,0.0003,1345,,
-4.17719112,252,1469,99,5.65,14,6.058785438537598,-15.516524314880371,0.6644383668899536,-7.908005714416504,0.0003,1368,,
-4.16303838,256,1497,98,5.71,15,5.170259952545166,-15.482404708862305,0.6589348912239075,-8.112130165100098,0.0003,1396,,
-4.199839409999999,260,1525,98,5.77,15,5.781079292297363,-15.709543228149414,0.653452455997467,-8.337310791015625,0.0003,1424,,
-4.16653814,264,1550,98,5.81,15,3.9414374828338623,-16.000030517578125,0.6485838294029236,-8.407594680786133,0.0003,1449,,
-4.16479201,268,1576,98,5.82,15,5.212019920349121,-14.412650108337402,0.6435843706130981,-8.563364028930664,0.0003,1475,,
