time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/episodes,time/fps,rollout/ep_len_mean,train/learning_rate,train/actor_loss,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
77,162.77686682999996,13306,248,171,83.98,0.001,-39.026896650140934,5.2675829909064555,13145,,
79,163.58074950999998,13653,252,171,84.35,0.001,-39.83147696561591,5.959010795615185,13489,,
81,163.81434982,14001,256,171,84.49,0.001,-39.873269687999375,5.229666209768975,13838,,
83,163.68076676,14346,260,171,84.5,0.001,-40.63697451636905,4.46634132172688,14184,,
85,163.58326203000001,14685,264,172,84.44,0.001,-41.17990811665853,7.072407826071694,14521,,
,,15000,,,,0.001,-41.31036807329227,5.707417559929383,14891,78.45,155.86694900989534
88,163.82831388,15046,268,169,84.59,,,,,,
90,163.22033907000002,15362,272,169,84.27,0.001,-41.909510001158104,7.227730233458024,15207,,
92,162.62216411,15674,276,170,83.95,0.001,-41.96242024348332,4.549933311266777,15520,,
93,162.8576599,16010,280,170,83.9,0.001,-42.949779882663634,3.7036859029676856,15843,,
95,163.25655847,16353,284,171,83.91,0.001,-43.33218719845726,6.408466361550724,16189,,
97,165.79695477999996,16806,288,171,85.01,0.001,-44.14163166543712,4.943456115261201,16619,,
100,168.75888846,17301,292,171,86.52,0.001,-44.72250865055965,4.99751972922912,17137,,
,,17500,,,,0.001,-45.23663677639431,8.022088201840718,17315,141.5,264.4564204752445
105,172.37417076000003,17842,296,169,88.52,0.001,-45.11425887213813,6.135694914764458,17592,,
109,175.82228809999998,18404,300,168,90.73,0.001,-46.08874958439877,5.935403104675443,18239,,
111,177.42795719000003,18836,304,168,91.62,0.001,-46.59795820448134,6.536734002359798,18672,,
113,179.31340756000006,19270,308,169,92.56,0.001,-47.21054258800688,6.192780856575284,19102,,
115,178.93122527000003,19644,312,169,91.7,0.001,-47.234157805747174,7.017018247157969,19474,,
,,20000,,,,0.001,-48.19953893578571,5.715368760529385,19849,93.35,197.23160598278045
119,185.70646756999994,20019,316,167,94.55,,,,,,
121,187.14868244000002,20402,320,167,94.95,0.001,-48.07504544939314,4.606514107320726,20230,,
123,188.91004834999995,20793,324,168,95.38,0.001,-48.340779207190685,6.127084734513588,20618,,
125,191.04214412999994,21190,328,168,95.96,0.001,-49.13831871032715,6.472294661998749,21011,,
128,192.64623296000005,21580,332,168,96.45,0.001,-48.634222666422524,5.482564303749486,21408,,
130,195.1287448500001,21984,336,168,97.13,0.001,-48.83396713256836,6.735144612789154,21804,,
132,197.50559800000002,22393,340,168,97.76,0.001,-49.81715261019193,6.166664774601276,22213,,
,,22500,,,,0.001,-48.910537431824885,6.371088304973784,22422,110.25,273.535066395998
136,201.39602047999998,22832,344,167,98.7,0.001,-49.528907775878906,6.366510274275294,22640,,
139,204.60586506000007,23257,348,167,99.51,0.001,-49.15198228944023,7.203051292671348,23075,,
141,207.62269256,23681,352,167,100.28,0.001,-49.39853007976826,7.118051492250883,23495,,
143,208.94177836999998,24060,356,167,100.59,0.001,-50.43655512883113,8.11856515590961,23930,,
146,216.02800485000003,24686,360,168,103.4,0.001,-50.04237302144369,8.100502411524454,24438,,
,,25000,,,,0.001,-50.278629420353816,9.656806903619033,24868,127.9,306.8323177576065
151,221.61979297000005,25202,364,166,105.17,0.001,-50.775355471097505,10.54781907569361,24999,,
154,230.24771278000003,25809,368,167,107.63,0.001,-51.311920048640324,11.181347553546612,25556,,
157,236.4125803,26334,372,167,109.72,0.001,-51.67684148973034,10.219786191940308,26113,,
160,244.86283981999998,26957,376,167,112.83,0.001,-52.35206814816124,9.896484736523597,26729,,
,,27500,,,,0.001,-52.94258343731916,11.362755759162193,27336,148.3,370.0463240146637
166,252.01286266,27543,380,165,115.33,,,,,,
169,260.16762557,28195,384,166,118.42,0.001,-53.40020011192144,12.300468047919301,27977,,
173,267.53756850999997,28899,388,166,120.93,0.001,-54.81632514621901,12.276577444334288,28631,,
177,276.14469822,29667,392,167,123.66,0.001,-55.2618093685228,11.136921079791321,29398,,
,,30000,,,,0.001,-55.43285616961393,13.971259790148054,29766,164.9,356.0282520055771
183,280.54481862,30373,396,165,125.31,0.001,-56.04921955781825,13.947697966761844,30104,,
186,283.11976864,30926,400,165,125.22,0.001,-56.6565934383508,13.09427085428527,30723,,
190,288.57516121000003,31583,404,166,127.47,0.001,-57.47982377272386,15.315739368781065,31341,,
193,293.72881835,32212,408,166,129.42,0.001,-57.78024020140199,15.617084229129484,31983,,
,,32500,,,,0.001,-57.64674283380378,14.739771111370766,32421,153.45,329.4761148542166
198,298.82999051999997,32790,412,165,131.46,0.001,-58.0723708805285,16.71783152065779,32573,,
200,304.44893752999997,33341,416,165,133.22,0.001,-58.396257041157156,16.3010103771652,33134,,
203,309.56356470000003,33900,420,166,134.98,0.001,-58.28452826237333,14.568580838217251,33683,,
206,314.33225518,34460,424,166,136.67,0.001,-58.201682390485495,15.399720492937886,34249,,
,,35000,,,,0.001,-58.83417959774242,17.47004959863775,34799,131.45,311.726999515295
211,319.28472889000005,35007,428,165,138.17,,,,,,
214,323.56896264000005,35563,432,165,139.83,0.001,-58.46234113519842,17.275803242020935,35354,,
217,326.77936385,36107,436,165,141.23,0.001,-58.31249925825331,18.26725582309536,35888,,
220,329.83118384999995,36633,440,166,142.4,0.001,-58.484364677877984,17.62157119021696,36426,,
223,331.40970705,37171,444,166,143.39,0.001,-58.59815353155136,18.92131381109357,36966,,
,,37500,,,,0.001,-58.240767694288685,19.0085377809478,37348,127.8,293.69126633107663
227,333.41880913999995,37679,448,165,144.22,0.001,-58.57551495991056,19.04305424277238,37475,,
230,335.86270426000004,38196,452,165,145.15,0.001,-58.3682918548584,17.813100134625156,37994,,
233,340.32788509000005,38711,456,166,146.51,0.001,-57.35548553466797,18.511643719673156,38501,,
235,338.9500081099999,39229,460,166,145.43,0.001,-57.751217123178336,20.223378011422565,39024,,
238,341.92669782999997,39800,464,166,145.98,0.001,-56.75857228040695,19.081812986238734,39568,,
,,40000,,,,0.001,-56.945088627826735,20.406841846833746,39890,144.3,389.17878503501413
244,343.47549851,40434,468,165,146.25,0.001,-56.811172349112375,18.19937246085624,40203,,
247,344.92618337,40962,472,165,146.28,0.001,-57.37985002426874,21.53391308443887,40806,,
250,343.0963516,41460,476,165,145.03,0.001,-56.90416622161865,22.055639291111426,41304,,
252,344.64537397999993,42038,480,166,144.95,0.001,-56.707511620772515,19.46306280336882,41780,,
,,42500,,,,0.001,-56.824535567184974,21.78546566798769,42334,126.05,318.836264398694
257,341.56695559,42534,484,165,143.39,,,,,,
260,340.62669279,43104,488,165,142.05,0.001,-56.57625725690056,24.35262681456173,42848,,
263,342.47702221,43795,492,165,141.28,0.001,-56.305156180199155,25.607336074910698,43582,,
267,351.3036108799999,44528,496,166,141.55,0.001,-57.08922395802507,26.100604606397223,44299,,
,,45000,,,,0.001,-56.66301135802537,19.17496485090525,44804,219.1,700.1808903306722
275,365.19178741999997,45363,500,164,144.37,0.001,-56.852644901649626,23.500992114369463,45009,,
279,373.31012394,46072,504,164,144.89,0.001,-57.20261618431578,20.805132267322946,45829,,
283,379.9330506,46751,508,165,145.39,0.001,-57.633870250046854,21.28770853774716,46471,,
,,47500,,,,0.001,-57.641132505813445,25.407354926118757,47370,135.1,250.4961648106575
290,385.69974411,47591,512,163,148.01,,,,,,
293,396.26299616000006,48401,516,164,150.6,0.001,-58.133296966552734,27.41475897605973,48063,,
,,50000,,,,0.001,-58.50366877746582,25.736714628219605,49325,805.55,988.0000632733106
320,413.8408905800001,50855,520,158,169.55,0.001,-58.85858410964777,25.835967258772246,50648,,
325,418.6888993300001,51741,524,159,172.81,0.001,-59.187587070465085,26.03906611288237,51513,,
,,52500,,,,0.001,-59.71379195044051,30.202631518954323,52361,119.65,188.9371718853712
332,426.98178595999997,52735,528,158,177.28,0.001,-60.19817181995937,30.723672781671798,52473,,
335,428.62531452,53402,532,159,178.39,0.001,-60.120335609682144,32.66717879486084,53045,,
338,425.2554718600001,53916,536,159,178.09,0.001,-59.601935498854694,29.94578479318058,53712,,
,,55000,,,,0.001,-59.919263172486644,34.93569021478164,54660,341.35,971.8896893054247
348,441.0362306999999,55028,540,157,183.95,,,,,,
354,454.7880598600001,55965,544,157,187.94,0.001,-60.29565518815941,33.015488361643854,55771,,
358,461.2697387,56732,548,158,190.53,0.001,-60.14367669628513,38.73446881103516,56329,,
361,456.7107803900001,57211,552,158,190.15,0.001,-60.558280206495716,35.293341303259375,57026,,
,,57500,,,,0.001,-60.02774387247422,35.70799934513428,57407,31.25,27.016820364817978
365,455.86418604,57742,556,158,190.31,0.001,-59.8343194325765,38.66827238930596,57545,,
367,454.0392085100001,58144,560,158,189.15,0.001,-59.07502746582031,44.17388068928438,58039,,
368,440.1241892300001,58281,564,158,184.81,0.001,-60.14230829874675,36.4269136428833,58170,,
369,424.9444140199999,58508,568,158,180.74,0.001,-60.02845844145744,37.09110163866989,58394,,
370,412.46044673000006,58684,572,158,177.22,0.001,-59.85875930786133,41.240800531899055,58565,,
371,401.60161366000006,58886,576,158,174.26,0.001,-60.36571412927964,36.3304328918457,58741,,
372,388.13759352,59122,580,158,170.84,0.001,-60.30351489523183,38.45395900892175,59013,,
373,377.57841327,59321,584,158,167.87,0.001,-60.89449392046247,40.142099949351525,59183,,
374,363.30021546999996,59508,588,158,164.04,0.001,-60.76327102661133,44.24578257969448,59390,,
375,344.94557756,59721,592,158,159.26,0.001,-61.09506623641305,44.459581706834875,59590,,
376,322.76706321000006,59899,596,159,153.71,0.001,-61.72518179151747,34.25255507391852,59789,,
,,60000,,,,0.001,-61.20853603587431,32.71960518576882,59922,34.4,17.000613169698045
377,296.72301674999994,60032,600,158,146.69,,,,,,
378,275.57781624999996,60170,604,158,140.98,0.001,-60.75067392985026,37.172083377838135,60060,,
379,256.35533313999997,60332,608,158,135.81,0.001,-60.20775852203369,36.7644121170044,60216,,
380,238.29954868000002,60472,612,159,128.81,0.001,-60.8765027663287,37.36540053231376,60357,,
381,215.11822611999997,60619,616,159,122.18,0.001,-61.043631076812744,34.58554435498787,60511,,
381,184.77737601,60745,620,159,98.9,0.001,-61.38759657915901,40.29557463702034,60640,,
382,167.04048652000006,60868,624,159,91.27,0.001,-61.639111280441284,34.6028690636158,60762,,
383,145.55830022,60989,628,159,82.54,0.001,-61.70431950887044,49.45622386932373,60884,,
383,131.74602423,61105,632,159,77.03,0.001,-62.38788087027414,33.49433977850552,60999,,
384,123.40221339,61229,636,159,73.13,0.001,-62.41961336135864,37.17159974575043,61123,,
384,96.00640695,61357,640,159,63.29,0.001,-61.989537715911865,37.30395179986954,61251,,
385,70.59686113999999,61483,644,159,55.18,0.001,-62.04540812174479,34.47065457990092,61375,,
386,52.69528946,61608,648,159,48.76,0.001,-61.05071187019348,38.19872603877898,61500,,
386,45.54111094000001,61735,652,159,45.24,0.001,-61.37670707702637,33.37965726852417,61627,,
387,34.25195223,61857,656,159,41.15,0.001,-61.27045262654622,41.35292274721207,61751,,
388,24.126156539999997,61982,660,159,38.38,0.001,-60.6529700756073,36.47399994634813,61872,,
388,23.32940783,62106,664,159,38.25,0.001,-60.05740966796875,41.39223709106445,61998,,
389,21.94946681,62245,668,159,37.37,0.001,-60.66441120820887,34.688757058345914,62130,,
,,62500,,,,0.001,-60.22757261770743,39.786931603043165,62384,104.9,99.8567869266495
392,23.36677497,62560,672,159,38.76,,,,,,
400,44.24005065,64744,676,161,58.58,0.001,-60.237411858900536,36.36265405618919,63668,,
,,65000,,,,0.001,-59.31479221841563,34.88812964895497,64909,1000.0,1094.628390046954
428,66.59795128,66985,680,156,78.63,0.001,-58.948614112854,33.68443848991394,65909,,
434,71.73441647,67307,684,154,79.86,0.001,-58.10817680358887,30.141053255866556,67192,,
,,67500,,,,0.001,-58.51644528922388,30.656365530831472,67389,118.1,259.48649379014967
438,78.98945161,67706,688,154,81.98,0.001,-58.21857655432917,28.772798607426306,67513,,
441,86.11872992,68116,692,154,83.95,0.001,-58.15975169477792,30.450753070997155,67982,,
442,92.75658575,68493,696,154,85.94,0.001,-58.34425211760957,29.21109302973343,68340,,
445,102.79852166999997,68987,700,154,89.55,0.001,-57.82691094183153,32.04266583534979,68785,,
448,112.65088342000003,69477,704,155,93.07,0.001,-57.82216982687673,31.578828704833985,69277,,
450,121.92714461000003,69956,708,155,96.24,0.001,-57.45423482259115,31.30855900446574,69755,,
,,70000,,,,0.001,-58.02770511687748,28.046764183044434,69880,119.9,260.64834829866885
455,131.81519280999999,70444,712,154,99.72,0.001,-57.78391146659851,29.958998747697965,70246,,
458,141.45150495,70927,716,154,103.08,0.001,-57.98162002563477,28.765998323758442,70733,,
460,150.98442766999997,71388,720,155,106.43,0.001,-58.07777592173794,32.025112787882485,71201,,
462,160.98029637000002,71870,724,155,110.02,0.001,-58.020265211138806,30.184723619829143,71670,,
465,170.79303650000003,72343,728,155,113.54,0.001,-57.435550043138406,28.282635792964648,72153,,
,,72500,,,,0.001,-57.801648633233434,29.1676955015763,72382,116.3,252.7403886049986
469,180.82895699,72820,732,155,117.15,0.001,-58.25065118758405,33.70957395507068,72621,,
472,190.31060492,73283,736,155,120.54,0.001,-57.530693753560385,33.47143412431081,73091,,
474,200.03045321,73756,740,155,123.99,0.001,-56.98319301605225,31.142184218099295,73567,,
477,209.67801614999996,74220,744,155,127.37,0.001,-57.049661948464134,28.705001154812898,74023,,
479,218.97292915000003,74673,748,155,130.65,0.001,-56.5650938384387,30.36024459684738,74477,,
,,75000,,,,0.001,-57.03890200528232,29.70938577737894,74819,110.25,246.82994471788408
484,228.26617966,75114,752,155,133.79,0.001,-56.262298514626245,29.34701706072606,74928,,
486,237.50991696999998,75548,756,155,136.91,0.001,-56.23650967633283,28.946628205130033,75362,,
488,247.38729271000003,76000,760,155,140.18,0.001,-56.16564511385831,31.89207345086175,75803,,
490,257.34220111999997,76459,764,155,143.53,0.001,-56.18166060366873,29.76680007101107,76263,,
491,257.05542431,76507,768,155,142.62,0.001,-55.186628341674805,25.200057203119453,76420,,
492,262.3662521,76845,772,155,142.85,0.001,-55.3658504486084,28.10624732426235,76632,,
,,77500,,,,0.001,-55.632842425642345,28.605085874425953,77411,120.4,278.9429679363966
498,259.74790992,77607,776,155,128.63,,,,,,
500,244.21107826999997,77998,780,155,110.13,0.001,-54.19825575086806,28.769241703881157,77803,,
503,248.29842255000003,78463,784,155,111.56,0.001,-54.06437683105469,28.478856418092374,78267,,
506,250.94272130000002,78940,788,155,112.34,0.001,-54.41420299723997,27.89977599392418,78749,,
508,254.22782370000004,79436,792,156,113.2,0.001,-53.72887351864674,28.354718365945107,79240,,
511,257.98124373,79925,796,156,114.32,0.001,-53.066319942474365,27.485050550528936,79726,,
,,80000,,,,0.001,-52.815055284343785,28.37617443053703,79849,122.5,290.62728509902956
516,260.97767913,80470,800,155,114.83,0.001,-53.48470479791815,27.679507479523167,80254,,
518,264.36766761,81031,804,156,115.54,0.001,-52.99252274457146,28.375428616559063,80822,,
521,266.4211502,81547,808,156,115.91,0.001,-52.814890027046204,27.53757766634226,81334,,
523,267.45333403,82038,812,156,115.94,0.001,-52.77887538328009,25.53861667342105,81839,,
,,82500,,,,0.001,-51.8544806223067,31.099465235011785,82335,137.65,331.8396202981472
527,269.33995365,82552,816,156,116.25,,,,,,
530,272.93619756,83101,820,156,117.13,0.001,-51.57737961937399,25.657802238183862,82890,,
533,274.77624072000003,83616,824,156,117.46,0.001,-51.75433502197266,24.658866675694785,83375,,
536,278.73779468,84200,828,156,118.57,0.001,-51.8308529737519,25.136344487739333,83957,,
539,284.42921459999997,84847,832,157,120.27,0.001,-51.3897634379069,26.462373180389406,84604,,
,,85000,,,,0.001,-51.48373702635248,25.587322006682435,84771,171.1,415.9520852088928
546,290.44256266,85509,836,156,122.26,0.001,-51.20673345590566,27.29779224769742,85270,,
549,295.62673213,86143,840,156,123.87,0.001,-51.32156184021856,25.03729407888063,85876,,
552,301.61733172999993,86754,844,157,125.34,0.001,-51.178318618179915,24.989991993099064,86532,,
555,307.46545904999994,87365,848,157,126.92,0.001,-51.18863442825945,24.80130433063118,87141,,
,,87500,,,,0.001,-51.00312114406277,26.625105780524176,87289,143.35,376.622028118372
561,312.83805636,87946,852,156,128.32,0.001,-51.489054881351095,26.991249704694415,87723,,
564,318.87910636,88555,856,156,130.07,0.001,-50.876349990432324,26.826988002597886,88335,,
566,316.81273785,88927,860,157,129.27,0.001,-50.7952158610026,31.546459395309974,88704,,
567,306.67489263999994,89057,864,156,125.98,0.001,-50.435940212673614,22.593744659423827,88948,,
568,306.45660252,89182,868,157,126.75,0.001,-51.132848501205444,27.131398662444084,89074,,
568,298.52210509,89301,872,157,124.56,0.001,-51.74099922180176,23.297983646392822,89196,,
569,278.55681359000005,89416,876,157,118.09,0.001,-50.70234298706055,26.469185320536294,89313,,
569,269.78662743000007,89531,880,157,115.33,0.001,-50.90605672200521,26.043107096354166,89428,,
570,259.04026424000006,89635,884,157,111.72,0.001,-51.001845359802246,30.47486961364746,89531,,
570,247.91418851999995,89745,888,157,108.05,0.001,-51.280077127309944,29.577011181758,89641,,
571,235.94476408000003,89867,892,157,104.31,0.001,-50.76387113683364,26.421320481733844,89760,,
571,224.50588400000004,89988,896,157,100.63,0.001,-50.47781575520833,25.786244951445482,89884,,
,,90000,,,,0.001,-51.37703677586147,21.63974448612758,89912,28.85,4.760640876737307
572,211.07685980000002,90103,900,157,96.33,0.001,-51.173699696858726,24.023837319735822,89998,,
573,197.41141263,90198,904,157,91.67,0.001,-51.781227405254654,27.902391580434944,90097,,
573,185.13523938999998,90299,908,157,87.52,0.001,-50.4384962717692,27.008172512054443,90198,,
574,173.64573918000002,90401,912,157,83.63,0.001,-50.699634869893394,23.47236801147461,90299,,
574,161.42160015000002,90508,916,157,79.56,0.001,-51.70584651402065,31.609286274228776,90404,,
575,147.97635578,90619,920,157,75.18,0.001,-50.86665562220982,22.56062606402806,90514,,
575,135.8528153,90719,924,157,71.03,0.001,-51.98616732083834,23.603875673734226,90619,,
576,121.7034391,90816,928,157,66.16,0.001,-51.03806363619291,23.592168502807617,90714,,
576,105.84950267,90934,932,157,60.87,0.001,-50.46042404174805,27.798272286691972,90827,,
577,90.12531461000002,91060,936,157,55.51,0.001,-50.92391738891602,22.636419614156086,90952,,
578,75.10050550000001,91214,940,157,50.71,0.001,-50.72442436218262,27.304386960135567,91092,,
,,92500,,,,0.001,-50.6666134262085,25.315568592071532,92176,366.9,988.3303364783526
592,87.58083641000002,93555,944,157,68.01,0.001,-50.42087572615668,25.474856792110028,92479,,
,,95000,,,,0.001,-50.6682441925334,24.293485227032242,93976,1000.0,998.3628922522068
621,106.39092846,96052,948,154,86.87,0.001,-51.01936641693115,23.709343433380127,94976,,
,,97500,,,,0.001,-51.216004150390624,23.90949093198776,96976,1000.0,994.2010577023029
,,100000,,,,0.001,-51.0575113067627,23.394041434288024,98976,1000.0,978.3205017507076
676,130.88241489,100052,952,147,121.06,,,,,,
683,129.82563023,100622,956,147,120.67,0.001,-50.632768991831185,24.523333388405877,100408,,
686,141.56557318,101348,960,147,124.21,0.001,-50.55136912577861,23.31879347602793,101041,,
690,156.54972315,101946,964,147,128.89,0.001,-50.17149133551611,22.94290468281713,101712,,
,,102500,,,,0.001,-50.006049092610674,23.216410900297618,102405,145.9,374.55114734470845
695,174.18700965,102625,968,147,134.43,,,,,,
698,188.43107156,103198,972,147,138.97,0.001,-49.37804541868322,23.02652396174038,102982,,
702,208.18690938,104020,976,148,146.04,0.001,-50.13754598617554,22.19121381573211,103804,,
705,225.48731877000003,104679,980,148,151.48,0.001,-49.66185227485552,20.709695881360197,104456,,
,,105000,,,,0.001,-49.6964437406357,19.928999485612728,104603,413.55,1134.6280198425054
720,270.39138587,106241,984,147,166.06,0.001,-49.87557890269678,23.21578660179587,105956,,
,,107500,,,,0.001,-49.82196920776367,22.0052732629776,107390,134.1,334.88783653080463
730,294.26316416000003,107740,988,147,179.95,0.001,-49.39493086678641,22.004579104430288,107531,,
733,308.8997398,108312,992,147,184.45,0.001,-49.87861490249634,20.489315655496384,108096,,
736,323.04639689,108873,996,147,188.85,0.001,-49.753979373985615,21.131301967191025,108660,,
739,336.4847975300001,109418,1000,147,193.15,0.001,-49.69522453421977,22.25142401236075,109205,,
742,350.10802212000004,109975,1004,148,197.77,0.001,-50.2354137033656,21.717030117477197,109758,,
,,110000,,,,0.001,-49.965227890014646,20.280707697496346,109899,136.6,342.76148356199263
747,364.08362753,110549,1008,147,202.5,0.001,-50.03541172251982,20.217569012112087,110328,,
750,378.52590443,111138,1012,148,207.37,0.001,-49.780958811442055,20.516750434349323,110915,,
754,405.18675951,112123,1016,148,216.15,0.001,-49.706846546482396,23.586205320293402,111500,,
,,112500,,,,0.001,-49.9888517890178,21.100634142016688,112326,143.0,360.1827535390854
761,418.80600961,112678,1020,148,220.59,0.001,-49.815060697283066,21.355978343503693,112467,,
764,432.45850643000006,113235,1024,148,225.16,0.001,-49.35758972167969,20.078429645215962,113022,,
767,445.89880385,113783,1028,148,229.67,0.001,-49.93559010823568,22.924579163392384,113568,,
769,458.89774173000006,114325,1032,148,233.91,0.001,-49.77746294546819,22.040034182750396,114112,,
773,473.15488999999997,114899,1036,148,238.39,0.001,-49.25012860232837,21.366705228204598,114673,,
,,115000,,,,0.001,-49.955463053385415,19.922769902547202,114823,174.4,480.58098111748694
