train/n_updates,time/total_timesteps,time/episodes,train/learning_rate,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/actor_loss,eval/mean_ep_length,eval/mean_reward
3000,4000,4,0.001,255,15,0.09965569695457815,1000.0,-1886.3546525,-0.18153147614793852,,
4000,5000,,0.001,,,0.1948140702471137,,,1.2556007696390152,1000.0,-774.8522764692491
7000,8000,8,0.001,183,43,0.5281102130711078,1000.0,-1852.4985081250002,4.075807492733002,,
9000,10000,,0.001,,,0.6121616547405719,,,6.577863433837891,1000.0,397.3889781618054
11000,12000,12,0.001,167,71,0.4266081684529781,1000.0,-1409.3715561666668,9.2584157705307,,
14000,15000,,0.001,,,0.3615555894225836,,,12.592684564590455,1000.0,773.6504494085893
15000,16000,16,0.001,159,100,0.3230575692653656,1000.0,-1103.3206561250001,13.476180971145629,,
19000,20000,,0.001,,,0.2588616573661566,,,16.792381883621214,1000.0,748.5436169187539
,20000,20,,155,128,,1000.0,-923.6838442500002,,,
23000,24000,24,0.001,161,148,0.20159264555573464,1000.0,-788.6769294583333,18.92481784439087,,
24000,25000,,0.001,,,0.18486650734394788,,,19.272878761291505,1000.0,819.5322234781459
27000,28000,28,0.001,157,177,0.16438729027658702,1000.0,-684.4822589285714,20.173293418884278,,
29000,30000,,0.001,,,0.14732147608697416,,,20.616048603057862,1000.0,871.4681843057275
31000,32000,32,0.001,155,206,0.13032957620173694,1000.0,-601.595487375,20.94025982284546,,
34000,35000,,0.001,,,0.11604454042762517,,,21.31993215560913,1000.0,903.1400152564049
35000,36000,36,0.001,153,234,0.1105238198786974,1000.0,-535.3210261388888,21.36184977722168,,
39000,40000,,0.001,,,0.0947637527473271,,,21.435601539611817,1000.0,932.5474303722382
,40000,40,,152,263,,1000.0,-479.60588802500007,,,
43000,44000,44,0.001,155,282,0.08482754642888904,1000.0,-432.2215051363637,21.286732906341552,,
44000,45000,,0.001,,,0.07866749259829521,,,21.22787650299072,1000.0,948.1226021885872
47000,48000,48,0.001,154,311,0.07414746944978833,1000.0,-392.15996612500004,21.036106746673585,,
49000,50000,,0.001,,,0.06936603341251611,,,20.887900859832765,1000.0,956.3121589243412
51000,52000,52,0.001,152,340,0.06526637052372097,1000.0,-357.59857869230774,20.7120387840271,,
54000,55000,,0.001,,,0.06239226702786982,,,20.447484756469727,1000.0,962.1625582456588
55000,56000,56,0.001,151,369,0.058699242774397135,1000.0,-327.45720171428576,20.354942989349365,,
59000,60000,,0.001,,,0.0563211449123919,,,19.976045726776125,1000.0,961.157139313221
,60000,60,,150,398,,1000.0,-301.49215153333336,,,
63000,64000,64,0.001,153,417,0.050298066906630995,1000.0,-278.46738098437504,19.579980693817138,,
64000,65000,,0.001,,,0.04967696410045028,,,19.4814104347229,1000.0,962.1144697904587
67000,68000,68,0.001,152,446,0.04786658775433898,1000.0,-258.2491084852942,19.16384559249878,,
69000,70000,,0.001,,,0.047575617717579004,,,18.955544036865234,1000.0,962.0132723212242
71000,72000,72,0.001,151,475,0.04646808579564095,1000.0,-240.21422097222225,18.726762382507324,,
74000,75000,,0.001,,,0.043803178472444415,,,18.39665905761719,1000.0,975.976206791401
75000,76000,76,0.001,150,504,0.04095442852191627,1000.0,-223.94756503947366,18.291044872283937,,
