rollout/ep_len_mean,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4.25,4,0,4.25,17,5409,,,,,,
6.375,8,0,6.375,51,6325,,,,,,
7.5,12,0,7.5,90,6343,,,,,,
8.0625,16,0,8.0625,129,2549,-0.6780008375644684,0.001,0.7425263300538063,4,,
7.5,20,0,7.5,150,447,-1.073625385761261,0.001,0.007307133730500936,47,,
7.083333333333333,24,0,7.083333333333333,170,367,-1.0984480381011963,0.001,0.0072436297312378885,67,,
6.785714285714286,28,0,6.785714285714286,190,319,-1.190985381603241,0.001,0.01270152274519205,87,,
6.5625,32,0,6.5625,210,291,-1.242891550064087,0.001,0.01691044420003891,107,,
6.388888888888889,36,0,6.388888888888889,230,269,-1.2864614725112915,0.001,0.02213103137910366,127,,
6.25,40,0,6.25,250,254,-1.3606130480766296,0.001,0.02096288725733757,147,,
6.409090909090909,44,1,6.409090909090909,282,232,-1.4279597401618958,0.001,0.027936948090791704,179,,
6.291666666666667,48,1,6.291666666666667,302,217,-1.465100347995758,0.001,0.029464588314294816,199,,
6.1923076923076925,52,1,6.1923076923076925,322,210,-1.5481255650520325,0.001,0.022547940723598003,219,,
6.107142857142857,56,1,6.107142857142857,342,206,-1.527666985988617,0.001,0.035338057577610014,239,,
6.033333333333333,60,1,6.033333333333333,362,202,-1.6261058449745178,0.001,0.02919555827975273,259,,
5.96875,64,1,5.96875,382,198,-1.7063016295433044,0.001,0.029587648436427118,279,,
5.911764705882353,68,2,5.911764705882353,402,196,-1.7311332821846008,0.001,0.03500940948724747,299,,
5.861111111111111,72,2,5.861111111111111,422,194,-1.6880449056625366,0.001,0.03470221534371376,319,,
5.815789473684211,76,2,5.815789473684211,442,189,-1.8110317587852478,0.001,0.03017733581364155,339,,
5.775,80,2,5.775,462,185,-1.7712159156799316,0.001,0.032665273547172545,359,,
5.738095238095238,84,2,5.738095238095238,482,177,-1.875614047050476,0.001,0.02873828373849392,379,,
5.704545454545454,88,2,5.704545454545454,502,176,-1.83382910490036,0.001,0.028451642021536827,399,,
5.880434782608695,92,3,5.880434782608695,541,172,-2.0405681133270264,0.001,0.04234648578696781,437,,
6.729166666666667,96,3,6.729166666666667,646,180,-2.123293081919352,0.001,0.04621216831238646,493,,
8.72,100,5,8.72,872,160,-2.5947273540496827,0.001,0.06416757620871066,721,,
,,,,1000,,-2.8820701217651368,0.001,0.0808881214261055,875,55.7,55.7
10.45,104,7,10.45,1062,149,-2.9944505861827304,0.001,0.0881499093292015,931,,
11.43,108,8,11.43,1194,145,-3.329718828201294,0.001,0.1675768941640854,1080,,
13.38,112,9,13.38,1428,145,-3.7336686540532997,0.001,0.12614881988825663,1280,,
15.27,116,11,15.27,1656,142,-4.1912751879010886,0.001,0.1411124768533877,1497,,
17.74,120,13,17.74,1924,139,-4.760656762123108,0.001,0.15256146355708944,1776,,
,,,,2000,,-4.891494808197021,0.001,0.18709584906697274,1826,54.9,54.9
19.99,124,15,19.99,2169,139,-5.243144794746682,0.001,0.23608522475869567,2016,,
21.88,128,17,21.88,2378,138,-5.646693321374746,0.001,0.2009625220495575,2227,,
23.87,132,18,23.87,2597,138,-6.095518490363812,0.001,0.19298735839025727,2450,,
25.84,136,20,25.84,2814,139,-6.449254247877333,0.001,0.2752214048830968,2660,,
,,,,3000,,-6.816608250141144,0.001,0.28823674751483663,2857,59.0,59.0
28.22,140,22,28.22,3072,137,-6.972900129133655,0.001,0.25657666126085865,2919,,
31.51,144,24,31.51,3433,138,-7.54068728855678,0.001,0.26462564298856084,3216,,
33.97,148,27,33.97,3699,136,-8.163274142477247,0.001,0.3245842969045043,3531,,
,,,,4000,,-8.74662935508872,0.001,0.2602932176021772,3859,69.3,69.3
37.06,152,29,37.06,4028,135,,,,,,
40.08,156,32,40.08,4350,135,-9.387414282940803,0.001,0.2301073125613633,4196,,
42.26,160,33,42.26,4588,135,-9.807981818914413,0.001,0.30041978950612247,4435,,
44.28,164,35,44.28,4810,136,-10.136827913920085,0.001,0.2884874078826826,4655,,
,,,,5000,,-10.649900344110304,0.001,0.37759676457397523,4893,49.9,49.9
46.41,168,37,46.41,5043,135,,,,,,
48.35,172,38,48.35,5257,135,-10.941671224740835,0.001,0.3487495734703307,5102,,
50.06,176,40,50.06,5448,135,-11.387494336003842,0.001,0.3631650240201017,5299,,
51.9,180,41,51.9,5652,136,-11.663460034590502,0.001,0.14728337029616037,5502,,
53.73,184,43,53.73,5855,136,-12.021221885681152,0.001,0.27520492786959727,5708,,
,,,,6000,,-12.06765615940094,0.001,0.28584999545496337,5857,44.6,44.6
55.49,188,44,55.49,6051,135,-12.294286935225777,0.001,0.2664903534783257,5902,,
56.89,192,45,56.89,6230,135,-12.568156968979608,0.001,0.39499353386816527,6084,,
57.8,196,47,57.8,6426,135,-12.74748945236206,0.001,0.39954499701658885,6277,,
57.35,200,48,57.35,6607,135,-13.123310337895932,0.001,0.28364296042256887,6464,,
57.34,204,49,57.34,6796,135,-13.462743679682413,0.001,0.4116373079571318,6652,,
,,,,7000,,-13.743703651428223,0.001,0.3464015494287014,6851,52.7,52.7
58.07,208,51,58.07,7001,134,,,,,,
57.87,212,53,57.87,7215,135,-14.142070623544546,0.001,0.47287415397854954,7060,,
57.7,216,54,57.7,7426,135,-14.312077663562915,0.001,0.4159002152306062,7276,,
57.24,220,56,57.24,7648,135,-14.690345355442592,0.001,0.3682462844932288,7493,,
57.22,224,58,57.22,7891,135,-15.047465017863683,0.001,0.5003792441317013,7737,,
,,,,8000,,-15.180489324754284,0.001,0.29621650290782336,7854,64.1,64.1
57.53,228,60,57.53,8131,135,-15.264990107218425,0.001,0.4028424852838119,7973,,
,,,,9000,,-15.518785542455213,0.001,0.5355926207021663,8090,1000.0,1000.0
66.92,232,72,66.92,9289,127,-17.080589367793156,0.001,0.39229870530275196,9142,,
,,,,10000,,-17.19591788450877,0.001,0.5339527765707094,9191,1000.0,1000.0
76.51,236,84,76.51,10465,124,-18.62798023223877,0.001,0.7603129505490264,10310,,
76.26,240,85,76.26,10698,124,-18.98970893333698,0.001,0.7866478939935312,10539,,
,,,,11000,,-19.29803856936368,0.001,0.6945293073288419,10843,64.5,64.5
75.73,244,88,75.73,11006,124,,,,,,
75.5,248,90,75.5,11249,124,-19.610981623331707,0.001,0.6659103192389011,11087,,
76.1,252,92,76.1,11638,125,-19.745319529942105,0.001,0.7098062170321862,11468,,
,,,,12000,,-19.995186728400153,0.001,0.6007684233623583,11721,165.3,165.3
76.5,256,95,76.5,12000,126,,,,,,
,,,,13000,,-20.194907235317544,0.001,0.6338344003821983,12024,472.6,472.6
88.28,260,106,88.28,13416,125,-21.902266374274866,0.001,0.7602777016383631,13159,,
,,,,14000,,-21.997468662261962,0.001,0.7037099321495812,13318,1000.0,1000.0
,,,,15000,,-22.735700130462646,0.001,0.7358185904920101,14318,1000.0,1000.0
,,,,16000,,-23.836672828674317,0.001,0.9479778209328651,15318,1000.0,1000.0
,,,,17000,,-24.802754878997803,0.001,0.8972103277593851,16318,1000.0,1000.0
126.06,264,142,126.06,17416,121,,,,,,
,,,,18000,,-25.865887142181396,0.001,0.9188217247724533,17318,1000.0,1000.0
,,,,19000,,-26.788796264648436,0.001,0.7868462150394917,18318,1000.0,1000.0
,,,,20000,,-27.826671756744386,0.001,0.9408989550620317,19318,1000.0,1000.0
,,,,21000,,-28.763556407928466,0.001,0.8937145321667195,20318,1000.0,1000.0
163.73,268,185,163.73,21416,115,,,,,,
,,,,22000,,-29.753260765075684,0.001,0.9108703327775002,21318,1000.0,1000.0
,,,,23000,,-30.850516094207762,0.001,1.05326643563807,22318,1000.0,1000.0
,,,,24000,,-31.713453483581542,0.001,0.9403721280097962,23318,1000.0,1000.0
,,,,25000,,-32.64106550216675,0.001,1.0468077346384526,24318,1000.0,1000.0
201.59,272,227,201.59,25416,111,,,,,,
,,,,26000,,-33.585112438201904,0.001,0.9495668981671334,25318,1000.0,1000.0
,,,,27000,,-34.55019575119019,0.001,0.9842721577733755,26318,1000.0,1000.0
,,,,28000,,-35.44857809448242,0.001,1.0116319199204444,27318,1000.0,1000.0
,,,,29000,,-36.246664695739746,0.001,1.0642135145366192,28318,1000.0,1000.0
239.68,276,269,239.68,29416,109,,,,,,
,,,,30000,,-36.95843154144287,0.001,1.026870608597994,29318,1000.0,1000.0
,,,,31000,,-37.586286628723144,0.001,1.0752641680985688,30318,1000.0,1000.0
,,,,32000,,-38.247788368225095,0.001,1.213045481145382,31318,1000.0,1000.0
,,,,33000,,-38.75367311096191,0.001,1.0374743879586459,32318,1000.0,1000.0
277.64,280,311,277.64,33416,107,,,,,,
,,,,34000,,-39.42524781799317,0.001,1.1058830237984658,33318,1000.0,1000.0
,,,,35000,,-39.92087945556641,0.001,1.2086108246594667,34318,1000.0,1000.0
,,,,36000,,-40.603216567993165,0.001,1.2060450449287892,35318,1000.0,1000.0
,,,,37000,,-40.947105735778806,0.001,1.1442697307765484,36318,1000.0,1000.0
315.61,284,353,315.61,37416,105,,,,,,
,,,,38000,,-41.40891152191162,0.001,1.1825448897778987,37318,1000.0,1000.0
,,,,39000,,-41.878156211853025,0.001,1.0979963851571084,38318,1000.0,1000.0
,,,,40000,,-42.617184059143064,0.001,1.0867041132450104,39318,1000.0,1000.0
,,,,41000,,-43.17233668518067,0.001,1.2691187624633313,40318,1000.0,1000.0
353.65,288,396,353.65,41416,104,,,,,,
,,,,42000,,-43.6582982635498,0.001,1.3670183244347571,41318,1000.0,1000.0
,,,,43000,,-44.136750770568845,0.001,1.111581890642643,42318,1000.0,1000.0
,,,,44000,,-44.694554946899416,0.001,1.0470676966756582,43318,1000.0,1000.0
,,,,45000,,-45.62557508850097,0.001,0.797856580272317,44318,1000.0,1000.0
391.86,292,437,391.86,45416,103,,,,,,
,,,,46000,,-46.31430603790283,0.001,1.1412686053216456,45318,1000.0,1000.0
,,,,47000,,-46.983522758483886,0.001,1.116349938377738,46318,1000.0,1000.0
,,,,48000,,-47.74896929931641,0.001,1.1489729360342025,47318,1000.0,1000.0
,,,,49000,,-48.62523171997071,0.001,0.911554020345211,48318,1000.0,1000.0
429.9,296,480,429.9,49416,102,,,,,,
,,,,50000,,-49.39675898742676,0.001,1.179355810418725,49318,1000.0,1000.0
,,,,51000,,-50.28101973724365,0.001,1.3560770025402307,50318,1000.0,1000.0
,,,,52000,,-50.95695192718506,0.001,1.0491473380625247,51318,1000.0,1000.0
,,,,53000,,-51.69855661773682,0.001,1.3398721262216569,52318,1000.0,1000.0
468.09,300,522,468.09,53416,102,,,,,,
,,,,54000,,-52.45936376953125,0.001,1.104076611161232,53318,1000.0,1000.0
,,,,55000,,-53.363064559936525,0.001,1.107946787878871,54318,1000.0,1000.0
,,,,56000,,-54.10448973083496,0.001,1.1888689136505126,55318,1000.0,1000.0
,,,,57000,,-54.564933143615725,0.001,1.1126108239591121,56318,1000.0,1000.0
506.2,304,564,506.2,57416,101,,,,,,
,,,,58000,,-55.343287506103515,0.001,1.3274267798811197,57318,1000.0,1000.0
,,,,59000,,-55.92596198272705,0.001,1.0514959946721791,58318,1000.0,1000.0
,,,,60000,,-56.397889595031735,0.001,1.4721873377412558,59318,1000.0,1000.0
,,,,61000,,-56.589935752868655,0.001,1.3459860824942589,60318,1000.0,1000.0
544.15,308,606,544.15,61416,101,,,,,,
,,,,62000,,-56.88254453277588,0.001,1.4064585044384004,61318,1000.0,1000.0
,,,,63000,,-56.983996742248536,0.001,1.4135403074026107,62318,1000.0,1000.0
,,,,64000,,-57.159160095214844,0.001,1.562780340731144,63318,1000.0,1000.0
,,,,65000,,-57.28330625152588,0.001,1.470061005026102,64318,1000.0,1000.0
582.01,312,650,582.01,65416,100,,,,,,
,,,,66000,,-57.29130235290528,0.001,1.4196703406572342,65318,1000.0,1000.0
,,,,67000,,-57.60689985656738,0.001,1.5740985057651997,66318,1000.0,1000.0
,,,,68000,,-57.829385147094726,0.001,1.5655162217915057,67318,1000.0,1000.0
,,,,69000,,-58.08072550201416,0.001,1.1946123368442059,68318,1000.0,1000.0
619.9,316,693,619.9,69416,100,,,,,,
,,,,70000,,-58.465936737060545,0.001,1.1136589888930322,69318,1000.0,1000.0
,,,,71000,,-58.85148593902588,0.001,1.1930213256031275,70318,1000.0,1000.0
,,,,72000,,-59.34634909057617,0.001,1.155587962165475,71318,1000.0,1000.0
,,,,73000,,-59.645547401428225,0.001,1.2308589337170124,72318,1000.0,1000.0
657.68,320,736,657.68,73416,99,,,,,,
,,,,74000,,-60.315048324584964,0.001,1.3630278725326062,73318,1000.0,1000.0
,,,,75000,,-60.93467720794678,0.001,0.9927179198265076,74318,1000.0,1000.0
,,,,76000,,-61.52540496063232,0.001,1.2807978912591935,75318,1000.0,1000.0
,,,,77000,,-62.204952003479,0.001,1.1597303938418626,76318,1000.0,1000.0
695.25,324,781,695.25,77416,99,,,,,,
,,,,78000,,-62.777176574707035,0.001,1.367477519094944,77318,1000.0,1000.0
,,,,79000,,-63.66842649841308,0.001,1.7184597838521003,78318,1000.0,1000.0
,,,,80000,,-64.39801077270508,0.001,1.2307315475642682,79318,1000.0,1000.0
,,,,81000,,-65.33735524749756,0.001,1.6879343922436236,80318,1000.0,1000.0
732.85,328,827,732.85,81416,98,,,,,,
,,,,82000,,-65.78985360717773,0.001,1.8304782276451588,81318,1000.0,1000.0
,,,,83000,,-66.22649334716797,0.001,1.6576273901462555,82318,1000.0,1000.0
,,,,84000,,-66.7866936340332,0.001,2.167298805773258,83318,1000.0,1000.0
,,,,85000,,-67.34460662078857,0.001,2.3842739023268225,84318,1000.0,1000.0
761.27,332,873,761.27,85416,97,,,,,,
,,,,86000,,-67.89438537597657,0.001,2.270672427147627,85318,1000.0,1000.0
,,,,87000,,-68.59349868774414,0.001,1.940016155898571,86318,1000.0,1000.0
,,,,88000,,-69.20025759887696,0.001,2.1306035230457785,87318,1000.0,1000.0
,,,,89000,,-69.77256135559082,0.001,2.056350203573704,88318,1000.0,1000.0
789.51,336,921,789.51,89416,97,,,,,,
,,,,90000,,-70.31736364746094,0.001,1.9798373109698295,89318,1000.0,1000.0
,,,,91000,,-70.52226293945313,0.001,2.0426469909250735,90318,1000.0,1000.0
,,,,92000,,-71.18414979553222,0.001,2.0281648583114147,91318,1000.0,1000.0
,,,,93000,,-71.50056304931641,0.001,1.5393013232797383,92318,1000.0,1000.0
827.18,340,968,827.18,93416,96,,,,,,
,,,,94000,,-71.94275167846679,0.001,1.3350419436097145,93318,1000.0,1000.0
,,,,95000,,-72.06041398620606,0.001,1.9013566489219667,94318,1000.0,1000.0
,,,,96000,,-72.2056058959961,0.001,1.6600412046015263,95318,1000.0,1000.0
,,,,97000,,-72.51331089782715,0.001,1.8909040479660033,96318,1000.0,1000.0
864.1,344,1014,864.1,97416,96,,,,,,
,,,,98000,,-72.81073184204102,0.001,1.7295497539043427,97318,1000.0,1000.0
