time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
4,-85.24043161538461,489,2048,1,76.84615384615384,,,,,,,,,,,,,
10,-64.4972694137931,377,4096,2,59.206896551724135,0.9896460175514221,0.011279527,-11.300676381587982,0.0003,211.54174828529358,0.2,0.112939453125,-0.0026096105575561523,-0.026094570773420856,10,42.00505065917969,,
,,,5000,,,0.980216920375824,0.013357202,-11.223852893710136,0.0003,107.15505853891372,0.2,0.112939453125,0.023346781730651855,-0.027302147005684674,20,37.327049255371094,1000.0,976.8086672112811
31,-69.90690845161289,194,6144,3,65.88172043010752,,,,,,,,,,,,,
36,-63.93172606,222,8192,4,61.91,0.9741535782814026,0.011884949,-11.165977758169173,0.0003,122.70973000526428,0.2,0.12255859375,0.06656128168106079,-0.030542645553941837,30,44.68711471557617,,
,,,10000,,,0.9672271013259888,0.0108222095,-11.108495566248894,0.0003,128.26989138126373,0.2,0.120947265625,0.07838183641433716,-0.03235603113571415,40,52.830909729003906,1000.0,927.2961093377322
58,-65.40376497999999,174,10240,5,64.57,,,,,,,,,,,,,
65,-87.77433085000001,187,12288,6,84.78,0.9643990993499756,0.011397066,-11.077003946900367,0.0003,117.83665409088135,0.2,0.113916015625,0.10006356239318848,-0.030691745562944562,50,35.93236541748047,,
72,-94.45609488,197,14336,7,93.79,0.9568474292755127,0.012364434,-11.033440014719963,0.0003,117.09754559993743,0.2,0.1259765625,0.08889281749725342,-0.033005117267020975,60,43.71086883544922,,
,,,15000,,,0.9447042346000671,0.012307022,-10.94354031085968,0.0003,114.59440534114837,0.2,0.113427734375,0.18711692094802856,-0.028563060107990167,70,30.925199508666992,1000.0,892.0880216479302
94,-104.50553648999998,173,16384,8,102.58,,,,,,,,,,,,,
101,-121.44326782000002,181,18432,9,120.91,0.9338271617889404,0.015306203,-10.8543137550354,0.0003,85.26217694282532,0.2,0.1427734375,0.03939938545227051,-0.029959377004706765,80,84.49834442138672,,
,,,20000,,,0.9293429851531982,0.011349341,-10.785903459787368,0.0003,163.60668368339537,0.2,0.117333984375,0.15276432037353516,-0.03079486347269267,90,80.31631469726562,1000.0,921.4294304152136
122,-129.30192182,167,20480,10,129.55,,,,,,,,,,,,,
128,-135.60864962,175,22528,11,136.58,0.9213007688522339,0.017481226,-10.727174758911133,0.0003,65.62914735078812,0.2,0.16650390625,0.06896311044692993,-0.03288531512953341,100,19.311939239501953,,
135,-155.93228879,180,24576,12,156.23,0.9154071807861328,0.009442355,-10.664407521486282,0.0003,256.7376159191132,0.2,0.0853515625,0.183587908744812,-0.027038182837713975,110,138.07875061035156,,
,,,25000,,,0.909898042678833,0.010326438,-10.61915442943573,0.0003,182.10319299697875,0.2,0.10302734375,0.2673717737197876,-0.03045201754430309,120,87.50300598144531,774.5,614.1781520748555
156,-120.09865262000001,170,26624,13,123.26,,,,,,,,,,,,,
162,-102.03088392,176,28672,14,105.24,0.9044833183288574,0.010161942,-10.572147226333618,0.0003,187.79561440944673,0.2,0.094970703125,0.35962313413619995,-0.02869878086494282,130,118.67179870605469,,
,,,30000,,,0.9006506204605103,0.011048659,-10.53113887012005,0.0003,157.05768694877625,0.2,0.11875,0.43114155530929565,-0.030765344790415837,140,52.942771911621094,1000.0,792.1441661976103
184,-92.45492364999998,166,30720,15,97.94,,,,,,,,,,,,,
190,-78.60266502,171,32768,16,84.68,0.8984140753746033,0.010180759,-10.505420750379562,0.0003,177.9145188331604,0.2,0.093505859375,0.5529414415359497,-0.028139317422755994,150,49.5516242980957,,
197,-91.68667343000001,176,34816,17,97.98,0.8929601907730103,0.009964164,-10.468990495800972,0.0003,143.55185284614564,0.2,0.1013671875,0.6279884576797485,-0.03222248209494864,160,69.63920593261719,,
,,,35000,,,0.8898728489875793,0.009916266,-10.429951265454292,0.0003,138.15969243049622,0.2,0.092236328125,0.649145781993866,-0.030263020168058576,170,80.69593811035156,957.9,791.841884709624
217,-75.60933528000001,169,36864,18,81.3,,,,,,,,,,,,,
224,-73.39053907000002,173,38912,19,78.93,0.8895584344863892,0.010405708,-10.415577599406243,0.0003,251.9730754375458,0.2,0.1138671875,0.1468716263771057,-0.03155465181916952,180,119.05030059814453,,
,,,40000,,,0.8780381083488464,0.013752062,-10.353140398859978,0.0003,102.30708533525467,0.2,0.162646484375,0.6965763568878174,-0.03754057966580149,190,37.84724426269531,829.4,647.77670252276
244,-91.05596121,167,40960,20,100.54,,,,,,,,,,,,,
250,-80.60996420000001,171,43008,21,91.81,0.8685898780822754,0.01377179,-10.25992727279663,0.0003,57.59463290572167,0.2,0.15625,0.7556962817907333,-0.036364277605025565,200,23.89100456237793,,
,,,45000,,,0.8660832643508911,0.011841826,-10.211153382062912,0.0003,166.0075624227524,0.2,0.131103515625,0.5963545143604279,-0.036270334271830504,210,80.5462875366211,892.4,674.6166988947546
271,-79.6150152,165,45056,22,90.38,,,,,,,,,,,,,
