time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,0,22,5.5,39.71696525,3919,,,,,,
8,0,47,5.875,43.21393975,4209,,,,,,
12,0,72,6.0,44.483972249999994,4113,,,,,,
16,0,95,5.9375,43.949394625000004,4186,,,,,,
20,1,114,5.7,41.659328599999995,64,-6.935538053512573,0.001,66.85193538665771,15,,
24,1,129,5.375,38.581909958333334,67,-5.597913503646851,0.001,43.38663991292318,30,,
28,2,144,5.142857142857143,36.38389296428572,70,-7.42569899559021,0.001,16.11870050430298,45,,
32,2,159,4.96875,34.733167625,73,-7.681715726852417,0.001,16.68832778930664,60,,
36,2,172,4.777777777777778,32.97899383333333,76,-7.005091667175293,0.001,14.970491091410318,74,,
40,2,187,4.675,31.998610574999997,79,-7.698824167251587,0.001,13.408052444458008,89,,
44,2,202,4.590909090909091,31.19631729545455,82,-7.561546564102173,0.001,13.091474771499634,103,,
48,2,215,4.479166666666667,30.179109354166666,82,-7.769925594329834,0.001,13.41262690226237,117,,
52,2,228,4.384615384615385,29.31512757692307,77,-8.158461093902588,0.001,13.083805084228516,130,,
56,3,243,4.339285714285714,28.879087160714285,80,-7.089365005493164,0.001,11.616296291351318,145,,
60,3,256,4.266666666666667,28.219652333333332,81,-7.356443405151367,0.001,13.658923784891764,158,,
64,3,268,4.1875,27.5108203125,82,-7.552432060241699,0.001,11.76233164469401,170,,
68,3,282,4.147058823529412,27.133926205882357,84,-8.30699634552002,0.001,12.240281105041504,183,,
72,3,296,4.111111111111111,26.798634902777778,86,-7.2010321617126465,0.001,10.629624366760254,197,,
76,3,309,4.065789473684211,26.388714394736844,78,-7.490460634231567,0.001,11.419602632522583,211,,
80,4,322,4.025,26.0199004125,76,-7.280226230621338,0.001,10.381409645080566,223,,
84,4,335,3.988095238095238,25.684997761904757,76,-7.351110935211182,0.001,9.7925656636556,236,,
88,4,347,3.9431818181818183,25.28449748863636,78,-8.601903915405273,0.001,8.844604333241781,249,,
92,4,360,3.9130434782608696,25.01018394565217,79,-8.196527481079102,0.001,10.925444483757019,262,,
96,4,376,3.9166666666666665,25.018270145833338,81,-8.894689559936523,0.001,11.28437352180481,277,,
100,4,391,3.91,24.942763460000002,83,-7.521708726882935,0.001,9.114275336265564,292,,
104,4,405,3.83,24.19632388,84,-8.459699153900146,0.001,10.447558720906576,306,,
108,4,417,3.7,23.00301713,85,-9.378575325012207,0.001,9.337687174479166,319,,
112,4,431,3.59,21.963086369999996,86,-8.855320453643799,0.001,9.127991318702698,333,,
116,5,445,3.5,21.111602569999995,87,-8.504916667938232,0.001,9.676718711853027,346,,
120,5,461,3.47,20.82222479,88,-8.647595882415771,0.001,9.256892204284668,362,,
124,5,473,3.44,20.571222359999997,89,-8.851995468139648,0.001,9.062386830647787,375,,
128,5,485,3.41,20.320280519999997,90,-9.896642684936523,0.001,8.274881362915039,387,,
132,5,500,3.41,20.31876376,91,-7.386889457702637,0.001,12.127320528030396,402,,
136,5,513,3.41,20.322483069999997,92,-9.519464015960693,0.001,9.10208284854889,415,,
140,6,528,3.41,20.322378,75,-8.80064582824707,0.001,7.510368665059407,429,,
144,7,543,3.41,20.32123215,76,-7.677857160568237,0.001,7.393428444862366,444,,
148,7,559,3.44,20.57153415,77,-8.10274887084961,0.001,8.97994089126587,460,,
152,7,572,3.44,20.571375370000002,78,-9.37761116027832,0.001,8.036322116851807,473,,
156,7,585,3.42,20.403823709999998,79,-8.350756645202637,0.001,8.479053497314453,487,,
160,7,599,3.43,20.48523674,79,-8.400914192199707,0.001,7.139517545700073,500,,
164,7,614,3.46,20.73699126,80,-9.231226921081543,0.001,6.95915949344635,515,,
168,7,627,3.45,20.651815650000003,81,-10.446560859680176,0.001,6.823590596516927,529,,
172,7,639,3.43,20.48267915,82,-7.902190685272217,0.001,7.338712056477864,541,,
176,8,652,3.43,20.481342370000004,80,-9.081270217895508,0.001,7.0205356280008955,554,,
180,8,665,3.43,20.478936919999995,81,-7.845810413360596,0.001,7.59662659962972,567,,
184,8,679,3.44,20.561498540000002,81,-9.02709674835205,0.001,7.238603591918945,581,,
188,8,693,3.46,20.72758165,82,-10.669167518615723,0.001,5.504328489303589,595,,
192,8,708,3.48,20.89579465,82,-9.114588260650635,0.001,6.361691236495972,610,,
196,8,721,3.45,20.647026499999996,80,-10.479984760284424,0.001,6.970337510108948,623,,
200,9,736,3.45,20.64568177,81,-8.821830749511719,0.001,7.204593181610107,637,,
204,9,750,3.45,20.64611663,81,-8.86452865600586,0.001,6.435473442077637,652,,
208,9,765,3.48,20.898510220000002,81,-9.480014324188232,0.001,5.6624560952186584,667,,
212,9,778,3.47,20.814556070000002,81,-8.233388185501099,0.001,6.231615861256917,680,,
216,9,791,3.46,20.73272429,82,-9.523672103881836,0.001,5.757689158121745,693,,
220,9,806,3.45,20.646900369999997,82,-10.264750957489014,0.001,6.2080979347229,707,,
224,11,820,3.47,20.81438917,72,-9.276576519012451,0.001,4.847448984781901,722,,
228,12,835,3.5,21.06449549,69,-9.691649913787842,0.001,5.900508880615234,736,,
232,12,849,3.49,20.979386899999998,69,-9.591473579406738,0.001,7.165236473083496,750,,
236,12,864,3.51,21.143386260000007,70,-10.690969467163086,0.001,6.899671236673991,765,,
240,12,877,3.49,20.97604488,70,-9.441787242889404,0.001,5.566737016042073,778,,
244,12,890,3.47,20.81106506,70,-9.538201332092285,0.001,4.50331723690033,792,,
248,12,905,3.46,20.725114180000002,71,-10.270364761352539,0.001,4.827544808387756,806,,
252,12,919,3.47,20.81077895,71,-10.385871887207031,0.001,3.921635150909424,820,,
256,13,934,3.49,20.975721140000005,67,-9.290048122406006,0.001,4.387559175491333,836,,
260,13,948,3.49,20.97651608,68,-10.315096855163574,0.001,5.606404662132263,849,,
264,13,961,3.47,20.809477030000004,68,-10.305089950561523,0.001,6.01325261592865,863,,
268,14,977,3.5,21.059395950000003,69,-9.407312393188477,0.001,4.52927827835083,878,,
272,14,992,3.53,21.31208411,69,-10.24189043045044,0.001,4.537785887718201,893,,
,,1000,,,,-9.152360439300537,0.001,4.621629238128662,904,3.5,21.106556236743927
276,14,1006,3.54,21.39564004,69,-10.332467079162598,0.001,5.177049398422241,908,,
280,14,1019,3.54,21.395606020000006,70,-10.63942813873291,0.001,4.413833220799764,920,,
284,14,1035,3.56,21.562184260000002,70,-9.185885906219482,0.001,4.836658239364624,936,,
288,14,1048,3.55,21.48159323,71,-9.397446632385254,0.001,5.173748811086019,950,,
292,14,1061,3.53,21.31343732,71,-10.704899787902832,0.001,5.462566534678142,963,,
296,14,1075,3.54,21.39865196,72,-9.739194393157959,0.001,3.468523899714152,976,,
300,14,1094,3.58,21.790730729999996,72,-11.806315422058105,0.001,4.094484269618988,991,,
304,17,1135,3.85,24.31389849,66,-14.827147483825684,0.001,6.655278942801735,1028,,
308,18,1168,4.03,26.014069430000003,64,-15.859438180923462,0.001,6.084873020648956,1067,,
312,18,1199,4.21,27.699512569999996,65,-15.603711128234863,0.001,6.174674851553781,1097,,
316,18,1228,4.37,29.19390468,66,-17.169447898864746,0.001,5.538313090801239,1126,,
320,19,1258,4.52,30.612253600000003,63,-17.489638328552246,0.001,5.147749274969101,1155,,
324,20,1290,4.7,32.3072334,63,-17.775685501098632,0.001,4.8274832301669655,1186,,
328,20,1329,4.94,34.56856478,65,-17.898790041605633,0.001,5.070670048395793,1225,,
332,20,1371,5.22,37.200997290000004,66,-18.24994773864746,0.001,4.801257991790772,1262,,
336,21,1427,5.63,41.05471431,67,-19.103348323277064,0.001,3.792980817648081,1316,,
340,21,1476,5.99,44.43000242,68,-20.10411485036214,0.001,3.7218557397524514,1369,,
344,22,1523,6.33,47.62068038,68,-20.026583194732666,0.001,3.9971812301211886,1417,,
348,22,1563,6.58,49.99542603999999,69,-20.60251585642497,0.001,4.834616639397361,1458,,
352,23,1615,6.96,53.57493456000001,70,-22.279708862304688,0.001,3.511896562576294,1509,,
356,24,1654,7.2,55.849082790000004,68,-21.31288019816081,0.001,4.529898383400657,1550,,
360,24,1701,7.53,58.95668108000001,70,-21.55501937866211,0.001,3.6323607365290322,1591,,
364,25,1745,7.84,61.86629138,67,-23.09698829650879,0.001,6.06025002002716,1639,,
368,27,1802,8.25,65.73950581,66,-23.53500771522522,0.001,4.976518884301186,1685,,
372,31,1849,8.57,68.76005661,58,-25.407248306274415,0.001,5.505721402168274,1743,,
376,32,1895,8.89,71.77095533,58,-26.16940975189209,0.001,3.5317187044355602,1789,,
380,34,1941,9.22,74.86598493000001,56,-27.084428787231445,0.001,6.6719704469045,1833,,
384,36,1995,9.6,78.46206921000001,55,-26.42281945546468,0.001,5.158930659294128,1886,,
,,2000,,,,-27.292979104178293,0.001,6.536245797361646,1900,14.4,123.35022827386857
388,40,2065,10.17,83.77967204999999,50,-27.367957387651717,0.001,5.207360670484346,1949,,
392,42,2138,10.77,89.36920263,49,-28.45933485031128,0.001,4.9081426958243055,2028,,
396,43,2176,11.01,91.61866939999999,50,-29.002945327758788,0.001,8.276649045944215,2072,,
400,44,2252,11.58,96.93235148999999,50,-30.72478463914659,0.001,5.845059885698206,2136,,
404,45,2332,11.97,100.58166102000001,51,-32.36526891920302,0.001,5.534361243247986,2227,,
408,46,2389,12.21,102.80955803000002,51,-32.96186294555664,0.001,8.303289011905068,2280,,
412,49,2435,12.36,104.20759155,48,-33.48087005615234,0.001,10.184406598409018,2330,,
416,50,2496,12.68,107.19649377999998,49,-33.531298828125,0.001,9.505367350578307,2386,,
420,52,2548,12.9,109.2531919,48,-34.1675048828125,0.001,10.495185804367065,2443,,
424,52,2617,13.27,112.71232222,49,-35.801047007242836,0.001,13.872388343016306,2502,,
428,55,2680,13.51,114.96304974000003,48,-36.97475730048286,0.001,9.615018171422621,2570,,
432,58,2752,13.81,117.76525419,47,-37.98045349121094,0.001,6.992750734090805,2642,,
436,60,2810,13.83,117.94677948,46,-39.539494323730466,0.001,7.827047877841526,2704,,
440,60,2869,13.93,118.88173976,47,-39.75491714477539,0.001,7.467579875673566,2762,,
444,61,2926,14.03,119.80459204,47,-38.822058783637154,0.001,7.71105426900527,2816,,
,,3000,,,,-41.478761990865074,0.001,7.285611143112183,2881,16.8,145.74922000169755
448,63,3001,14.38,123.06360594,47,,,,,,
452,65,3060,14.45,123.70573298000001,46,-42.81473859151205,0.001,6.809977352619171,2950,,
456,69,3110,14.56,124.73052261000002,45,-44.78430048624674,0.001,6.309858957926433,3004,,
460,70,3193,14.92,128.09248962,45,-41.63248300552368,0.001,5.986273908615113,3086,,
464,71,3239,14.94,128.27950171,45,-41.25252151489258,0.001,5.6967336601681176,3131,,
468,73,3296,14.94,128.28548876,45,-42.21825637817383,0.001,4.7236834872852675,3179,,
472,74,3353,15.04,129.2209807,44,-45.36138098580496,0.001,4.498671208109174,3238,,
476,77,3410,15.15,130.24515456999998,43,-47.475161743164065,0.001,3.826800084114075,3303,,
