time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/approx_kl,train/n_updates,train/std,train/clip_range,train/entropy_loss,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
38912,19,217,166.20220327999996,36.62,179,0.0003,0.017264878,180,0.9844986200332642,0.2,-23.865192025899887,371.3905334472656,0.155224609375,0.4327613115310669,929.8735097885132,-0.05612673485011328,,
40000,,,,,,0.0003,0.016361907,190,0.9848228096961975,0.2,-23.856603616476058,595.5674438476562,0.151611328125,0.3963624835014343,1148.0128456115722,-0.055801591620547694,58.7,309.2041252672672
40960,20,214,175.65286095000008,38.35,190,,,,,,,,,,,,,
43008,21,215,172.88551803,38.06,199,0.0003,0.018340098,200,0.9830566644668579,0.2,-23.84303811788559,415.5684814453125,0.16484375,0.40614545345306396,1067.15551738739,-0.05931511601083912,,
45000,,,,,,0.0003,0.019370234,210,0.981002688407898,0.2,-23.809670907258987,401.5869140625,0.17880859375,0.4289562702178955,1004.0503532409668,-0.06143118796753697,53.8,282.91714676320555
45056,22,212,176.27103412,38.75,212,,,,,,,,,,,,,
47104,23,212,183.19171746000004,39.96,221,0.0003,0.018680532,220,0.9792590737342834,0.2,-23.77724140882492,436.2971496582031,0.1689453125,0.4619216322898865,1006.8116128921508,-0.059055937139783056,,
49152,24,214,192.98668192000005,41.56,228,0.0003,0.02193888,230,0.9769280552864075,0.2,-23.742825359106064,422.7136535644531,0.2119140625,0.4877856373786926,1033.2533796310424,-0.06429527043364942,,
50000,,,,,,0.0003,0.019017009,240,0.9754147529602051,0.2,-23.707282102108003,478.5863037109375,0.164208984375,0.47170883417129517,1153.0871793746949,-0.05775628982810303,55.1,287.2327055245638
51200,25,214,202.95076393,43.61,238,,,,,,,,,,,,,
53248,26,215,200.21675320000003,43.75,247,0.0003,0.017803317,250,0.9751774072647095,0.2,-23.695041805505753,531.5175170898438,0.150927734375,0.4220983386039734,1221.395615196228,-0.053342014292138626,,
55000,,,,,,0.0003,0.015340507,260,0.9753500819206238,0.2,-23.69231252670288,561.918701171875,0.12744140625,0.4752550721168518,1022.4462741851806,-0.05132559967460111,65.95,343.70559739768504
55296,27,212,201.95013865000004,44.19,260,,,,,,,,,,,,,
57344,28,213,211.75394315999998,45.82,269,0.0003,0.02120591,270,0.9730302095413208,0.2,-23.67108997106552,527.4929809570312,0.17607421875,0.50961834192276,1076.2328647613526,-0.05918347720871679,,
59392,29,213,225.71115909999997,48.81,278,0.0003,0.016385546,280,0.9727710485458374,0.2,-23.6486345410347,468.410888671875,0.14111328125,0.49359291791915894,1073.599715614319,-0.05104223783419002,,
60000,,,,,,0.0003,0.018735968,290,0.9727125763893127,0.2,-23.647645622491837,600.0513305664062,0.159423828125,0.48654913902282715,1125.343882369995,-0.053710176685126496,64.95,344.0010027974844
61440,30,212,218.87275662000005,47.33,288,,,,,,,,,,,,,
63488,31,213,240.91955693,52.07,297,0.0003,0.024176132,300,0.9714575409889221,0.2,-23.634007656574248,414.2292175292969,0.197998046875,0.5486458539962769,1012.4213617324829,-0.059143516156473196,,
65000,,,,,,0.0003,0.020621348,310,0.9688514471054077,0.2,-23.602463322877885,483.9093017578125,0.178662109375,0.5499969720840454,1170.397087097168,-0.05625657321070321,56.95,300.62597165182234
65536,32,212,244.55514530000005,52.29,308,,,,,,,,,,,,,
67584,33,212,246.83383870000006,52.79,317,0.0003,0.016429145,320,0.9684262871742249,0.2,-23.572253513336182,491.2798767089844,0.141064453125,0.5048088729381561,1127.1334215164184,-0.05214635856682435,,
69632,34,213,251.73767477,53.83,326,0.0003,0.02038949,330,0.9671990871429443,0.2,-23.559682488441467,433.6589660644531,0.182373046875,0.54370978474617,1073.5992162704467,-0.05626403173082508,,
70000,,,,,,0.0003,0.019086387,340,0.9664020538330078,0.2,-23.54116867184639,445.2713623046875,0.17880859375,0.5319560766220093,1094.8975006103515,-0.05725969403865747,66.95,347.3181061767042
71680,35,212,258.43399454,55.58,338,,,,,,,,,,,,,
73728,36,213,260.60694236,56.3,345,0.0003,0.019413589,350,0.9642971158027649,0.2,-23.514165145158767,460.7472229003906,0.168115234375,0.4998477101325989,1101.1050848007203,-0.05394781905342825,,
75000,,,,,,0.0003,0.021740723,360,0.9638333320617676,0.2,-23.493570733070374,380.0727233886719,0.180615234375,0.6421642601490021,964.4708744049072,-0.05447390287881717,69.3,357.81106013655665
75776,37,211,260.83172741,56.24,357,,,,,,,,,,,,,
77824,38,212,262.68230176000003,56.45,366,0.0003,0.015699437,370,0.963317334651947,0.2,-23.4821213722229,299.88055419921875,0.1314453125,0.5877693891525269,967.3887315750122,-0.05099322768801358,,
79872,39,212,257.79748567,54.78,375,0.0003,0.016520977,380,0.9620029330253601,0.2,-23.464202558994295,353.32928466796875,0.143505859375,0.6201394200325012,871.0229050636292,-0.047674201562767846,,
80000,,,,,,0.0003,0.0177527,390,0.9609418511390686,0.2,-23.442044854164124,369.9917297363281,0.14306640625,0.6151353120803833,1004.2451957702636,-0.050832520858966744,57.95,305.39926674365995
81920,40,210,263.60920532,56.26,388,,,,,,,,,,,,,
83968,41,211,246.09959668,52.83,397,0.0003,0.015521688,400,0.9602065682411194,0.2,-23.427203559875487,319.1177978515625,0.11982421875,0.6173273921012878,872.9354179382324,-0.04582071323238779,,
85000,,,,,,0.0003,0.019086221,410,0.9587108492851257,0.2,-23.406995970010758,371.8902282714844,0.15810546875,0.6928388774394989,677.4664586067199,-0.049526635694201106,68.6,360.63915606737135
86016,42,210,259.44335829,55.82,408,,,,,,,,,,,,,
88064,43,210,273.79345146,58.39,418,0.0003,0.018029902,420,0.9584186673164368,0.2,-23.392106109857558,243.19741821289062,0.14658203125,0.6441075801849365,912.2896374702453,-0.05167086992587429,,
90000,,,,,,0.0003,0.016193366,430,0.9590595364570618,0.2,-23.39534223675728,370.0492248535156,0.133154296875,0.6323519051074982,930.2188129425049,-0.04691729817423038,63.95,333.3547605514526
90112,44,208,290.01983528,61.57,431,,,,,,,,,,,,,
92160,45,208,274.8369471799999,58.1,441,0.0003,0.019926295,440,0.9577016234397888,0.2,-23.38865134716034,306.88470458984375,0.15556640625,0.6940891444683075,807.4792621612548,-0.05243351694953162,,
94208,46,208,269.78905028,57.25,450,0.0003,0.015487954,450,0.9572587609291077,0.2,-23.371921408176423,185.9673309326172,0.12412109375,0.741732656955719,668.7548098564148,-0.05032544321875321,,
95000,,,,,,0.0003,0.015132189,460,0.9554857611656189,0.2,-23.35438652038574,283.798583984375,0.13056640625,0.7178134620189667,670.3170669555664,-0.047352957306429744,58.85,311.60786279439924
96256,47,207,280.79475942,59.69,462,,,,,,,,,,,,,
98304,48,208,285.87620962,60.76,471,0.0003,0.016228994,470,0.9539110660552979,0.2,-23.321381092071533,305.8021545410156,0.13447265625,0.6801161468029022,755.3936283111573,-0.046871421439573166,,
100000,,,,,,0.0003,0.01803628,480,0.9522462487220764,0.2,-23.293649369478224,286.61651611328125,0.141796875,0.7385358512401581,608.0635869026185,-0.048865908503648824,60.55,318.4524314463139
100352,49,207,294.75960278,62.76,484,,,,,,,,,,,,,
102400,50,207,291.52835144999995,62.19,494,0.0003,0.018125843,490,0.9495306611061096,0.2,-23.25368350148201,258.6564025878906,0.152734375,0.7352531850337982,654.1811476707459,-0.050344596538343465,,
104448,51,207,294.85541422,63.08,504,0.0003,0.014638455,500,0.9484982490539551,0.2,-23.219231879711153,278.0418395996094,0.107666015625,0.6999253034591675,787.9005230903625,-0.04272134836937767,,
105000,,,,,,0.0003,0.017798007,510,0.9475046992301941,0.2,-23.201217192411423,221.39059448242188,0.14794921875,0.759219765663147,627.8514034271241,-0.05087439676572103,55.65,293.22356050908564
106496,52,205,289.81731786999995,61.91,517,,,,,,,,,,,,,
108544,53,206,289.50286507,61.79,526,0.0003,0.014508225,520,0.9469439387321472,0.2,-23.1875057220459,338.22784423828125,0.106494140625,0.6783527433872223,773.5165471076965,-0.04193306220986415,,
110000,,,,,,0.0003,0.013993518,530,0.9464802742004395,0.2,-23.17667575478554,250.74143981933594,0.114501953125,0.7254209816455841,717.4703583717346,-0.044280081120086835,67.65,353.9442766964436
110592,54,205,295.93542830999996,63.06,538,,,,,,,,,,,,,
112640,55,205,291.47802905000003,62.01,548,0.0003,0.018536676,540,0.9463322758674622,0.2,-23.171816432476042,220.8987579345703,0.14052734375,0.7997313290834427,521.7526331424713,-0.04799464879906736,,
114688,56,205,290.04985294,61.73,558,0.0003,0.0154903345,550,0.9457135796546936,0.2,-23.166044056415558,177.85264587402344,0.1287109375,0.7088773548603058,712.627583694458,-0.046097811445361,,
115000,,,,,,0.0003,0.014476315,560,0.9447088837623596,0.2,-23.148682236671448,349.8012390136719,0.1169921875,0.7511580884456635,580.3134547710418,-0.04468645372544415,77.7,408.71744428277015
116736,57,203,285.5744402000001,60.9,573,,,,,,,,,,,,,
118784,58,203,286.4194298499999,60.5,583,0.0003,0.015082138,570,0.9442476630210876,0.2,-23.13662964105606,190.23370361328125,0.112109375,0.788340762257576,569.368008518219,-0.042319836386013776,,
120000,,,,,,0.0003,0.016112413,580,0.943198025226593,0.2,-23.12096514701843,284.6756286621094,0.132275390625,0.7618388235569,601.1885954856873,-0.04729497762746178,58.5,304.4676990568638
120832,59,203,289.20662627,60.38,595,,,,,,,,,,,,,
122880,60,203,297.59846139,62.08,603,0.0003,0.015721085,590,0.9434468746185303,0.2,-23.116495871543883,187.13217163085938,0.12568359375,0.7921662032604218,450.00440325737,-0.045938118014601056,,
124928,61,203,309.16075251999996,64.46,613,0.0003,0.019873211,600,0.9418944120407104,0.2,-23.105076587200166,176.73373413085938,0.14150390625,0.8048317283391953,453.94754033088685,-0.047344220298691654,,
125000,,,,,,0.0003,0.017896432,610,0.9414478540420532,0.2,-23.087130743265153,122.16311645507812,0.135546875,0.7918575406074524,500.2035956859589,-0.04567146570188925,58.05,304.4229967534542
126976,62,202,317.08677537000005,66.35,626,,,,,,,,,,,,,
129024,63,202,309.04567712,64.95,635,0.0003,0.015801223,620,0.9407268762588501,0.2,-23.074699199199678,141.35165405273438,0.131884765625,0.8026779890060425,463.7194925308228,-0.045493111555697394,,
130000,,,,,,0.0003,0.016487759,630,0.940994143486023,0.2,-23.069560211896896,240.12957763671875,0.13544921875,0.7825503349304199,550.3996941566468,-0.04629687962005846,58.4,307.18202183246615
131072,64,202,309.11603102,64.96,647,,,,,,,,,,,,,
133120,65,202,312.90615069,65.74,656,0.0003,0.017018173,640,0.9403388500213623,0.2,-23.06471643447876,158.86337280273438,0.1322265625,0.7940396964550018,533.5499199867248,-0.04370749479130609,,
135000,,,,,,0.0003,0.018038884,650,0.940182626247406,0.2,-23.057872372865678,217.61708068847656,0.13837890625,0.8139006942510605,521.343855714798,-0.04646990549226757,58.95,307.91198188364507
135168,66,202,310.49067874,65.23,667,,,,,,,,,,,,,
137216,67,202,317.75951832,66.34,677,0.0003,0.017909378,660,0.9398114681243896,0.2,-23.053848952054977,158.56541442871094,0.1326171875,0.8425745069980621,406.4817090511322,-0.04510533890570514,,
139264,68,202,320.50688336,67.08,687,0.0003,0.020000622,670,0.9399495124816895,0.2,-23.049911540746688,143.58181762695312,0.16220703125,0.8376818746328354,421.4969388008118,-0.04868526000645943,,
140000,,,,,,0.0003,0.01587809,680,0.9393892884254456,0.2,-23.046561378240586,152.7171630859375,0.12861328125,0.8393594473600388,401.93806619644164,-0.043742511043092236,61.0,316.97555834650996
141312,69,201,327.79720966,68.42,699,,,,,,,,,,,,,
143360,70,202,319.4735852400001,67.13,709,0.0003,0.01767246,690,0.9389516115188599,0.2,-23.038723999261855,130.1695098876953,0.1357421875,0.8327292650938034,436.9554298400879,-0.0464596365171019,,
145000,,,,,,0.0003,0.018862886,700,0.9379048347473145,0.2,-23.025474745035172,153.15823364257812,0.1515625,0.8268525749444962,446.9277087211609,-0.04791956455737818,71.0,366.8944459412247
145408,71,201,321.17193667,67.36,721,,,,,,,,,,,,,
147456,72,202,323.26321594,68.32,729,0.0003,0.019157337,710,0.937208354473114,0.2,-23.006695020198823,180.60386657714844,0.145458984375,0.8340441882610321,460.4714634895325,-0.046902420316473584,,
149504,73,202,322.0593012500001,68.25,739,0.0003,0.016394451,720,0.9370360374450684,0.2,-23.000315654277802,139.90455627441406,0.128662109375,0.8100892156362534,439.4570866107941,-0.0445825084898388,,
150000,,,,,,0.0003,0.019154945,730,0.9374194741249084,0.2,-23.00309565067291,142.16656494140625,0.146826171875,0.8409694582223892,383.91282844543457,-0.04846123154420638,60.55,316.5147446334362
151552,74,201,331.59544028000005,70.35,751,,,,,,,,,,,,,
153600,75,201,334.67666427999995,70.62,761,0.0003,0.017487153,740,0.9377182722091675,0.2,-23.00918292403221,161.1203155517578,0.14443359375,0.8473192453384399,393.55797119140624,-0.043920726544456556,,
155000,,,,,,0.0003,0.01615027,750,0.9375100135803223,0.2,-23.005120825767516,205.5160369873047,0.13525390625,0.8299245983362198,454.34691615104674,-0.04335379438998643,56.35,294.2084019869566
155648,76,201,337.88572810000005,71.57,773,,,,,,,,,,,,,
157696,77,201,343.08937083000006,72.73,781,0.0003,0.01833355,760,0.9364294409751892,0.2,-22.994020289182664,231.61990356445312,0.1423828125,0.8223333805799484,490.5578987121582,-0.04536200141883455,,
159744,78,202,338.53655298999996,70.9,789,0.0003,0.016489923,770,0.936254620552063,0.2,-22.98305116891861,106.96428680419922,0.12451171875,0.8240546435117722,517.133841753006,-0.04387431237846613,,
160000,,,,,,0.0003,0.018534308,780,0.9369392395019531,0.2,-22.988117480278014,107.18158721923828,0.154638671875,0.859753742814064,379.6341534614563,-0.04698174942750484,62.0,324.9985408037901
161792,79,201,329.69733593000007,68.89,802,,,,,,,,,,,,,
163840,80,201,326.42331652,67.52,811,0.0003,0.017069008,790,0.936549723148346,0.2,-22.98782350420952,199.33668518066406,0.137060546875,0.8421092480421066,443.5007806301117,-0.04562379136914387,,
165000,,,,,,0.0003,0.021614153,800,0.9356035590171814,0.2,-22.976909601688384,94.98629760742188,0.1669921875,0.8729630261659622,329.4196422100067,-0.0491704520129133,61.5,322.78243240192535
165888,81,201,310.31902386,64.94,824,,,,,,,,,,,,,
167936,82,201,316.10483665,66.62,834,0.0003,0.016311044,810,0.9355716109275818,0.2,-22.965504360198974,182.33468627929688,0.126220703125,0.821544349193573,518.4796122550964,-0.045366020008805207,,
169984,83,201,315.96355472,66.94,842,0.0003,0.017270148,820,0.9354032874107361,0.2,-22.96094024181366,205.3419952392578,0.137939453125,0.812608927488327,491.2721340179443,-0.04355550042819232,,
170000,,,,,,0.0003,0.018762736,830,0.9346687197685242,0.2,-22.956842058897017,143.18646240234375,0.14345703125,0.8539565205574036,376.7753318786621,-0.04518467618036084,71.55,374.03855189904573
172032,84,201,320.91104225,68.2,854,,,,,,,,,,,,,
174080,85,201,327.72502325,69.8,864,0.0003,0.018531889,840,0.9332452416419983,0.2,-22.93468808531761,112.33744812011719,0.14951171875,0.8607414066791534,422.7876850605011,-0.047425395032041705,,
175000,,,,,,0.0003,0.016162524,850,0.9331845045089722,0.2,-22.921402239799498,141.3944549560547,0.12939453125,0.8246495127677917,408.6564327716827,-0.043748826245428064,77.6,402.95942770540717
176128,86,200,333.85274006,70.72,878,,,,,,,,,,,,,
178176,87,200,335.66123092000004,71.11,887,0.0003,0.018055892,860,0.9335901141166687,0.2,-22.924043715000153,188.91390991210938,0.15361328125,0.8330176472663879,450.4369016170502,-0.05003388939367141,,
180000,,,,,,0.0003,0.01635119,870,0.9320387840270996,0.2,-22.91269053220749,125.0980224609375,0.136572265625,0.8292228728532791,475.4711497306824,-0.04573840569064487,74.35,390.7264403939247
180224,88,199,325.62440094,68.56,901,,,,,,,,,,,,,
182272,89,200,332.00366071,69.51,909,0.0003,0.018079337,880,0.9320757985115051,0.2,-22.89984455704689,195.10569763183594,0.147705078125,0.847680076956749,442.32295217514036,-0.04741402549843769,,
184320,90,200,328.46024854999996,68.96,918,0.0003,0.019553885,890,0.9319420456886292,0.2,-22.89754999279976,192.18695068359375,0.14951171875,0.8597402572631836,378.9718623161316,-0.046367964378441685,,
185000,,,,,,0.0003,0.020251337,900,0.9313744306564331,0.2,-22.89070084095001,88.3372802734375,0.14716796875,0.8745979517698288,371.4814018726349,-0.04607057677640114,75.65,360.24558390392923
186368,91,199,320.36986853999997,66.89,932,,,,,,,,,,,,,
188416,92,199,334.81938665999996,70.07,942,0.0003,0.018852953,910,0.9309452176094055,0.2,-22.879322665929795,172.36337280273438,0.148828125,0.8469066619873047,423.79683780670166,-0.044412895798450334,,
190000,,,,,,0.0003,0.019854508,920,0.9299635291099548,0.2,-22.86910856962204,111.61370849609375,0.158935546875,0.8585092723369598,324.61234655380247,-0.04805665709573077,71.4,322.726465265546
190464,93,199,329.52336881,69.29,956,,,,,,,,,,,,,
192512,94,199,328.79758487,69.09,965,0.0003,0.018849164,930,0.9287086129188538,0.2,-22.847961324453355,101.1629409790039,0.149951171875,0.8560921549797058,363.45539302825927,-0.047038712439825756,,
194560,95,199,336.32607633,70.73,974,0.0003,0.020086277,940,0.929330587387085,0.2,-22.842281138896944,96.94924926757812,0.16923828125,0.8839836791157722,344.57343554496765,-0.04783829483494628,,
195000,,,,,,0.0003,0.020303594,950,0.9288372993469238,0.2,-22.842721915245058,139.27914428710938,0.16455078125,0.897162638604641,309.47179951667783,-0.05011646057246253,85.45,429.0558939263225
196608,96,199,328.6253057,69.36,987,,,,,,,,,,,,,
198656,97,199,332.53352929999994,70.21,997,0.0003,0.015867513,960,0.9287859797477722,0.2,-22.83768038749695,171.4368438720703,0.116162109375,0.8275124132633209,546.5794615268708,-0.04172636289440561,,
200000,,,,,,0.0003,0.018714288,970,0.9272422790527344,0.2,-22.822003656625746,98.5695571899414,0.146826171875,0.8586598038673401,394.7271032333374,-0.047073394709150305,75.8,337.2744616866112
200704,98,198,331.79946567,69.61,1010,,,,,,,,,,,,,
202752,99,198,331.92415229,69.62,1020,0.0003,0.019448299,980,0.9268240928649902,0.2,-22.803541898727417,185.42832946777344,0.1615234375,0.8610114902257919,412.70024218559263,-0.0487176394672133,,
204800,100,198,332.04937736,69.84,1030,0.0003,0.018245608,990,0.9268031716346741,0.2,-22.798931288719178,187.14820861816406,0.14599609375,0.8661632835865021,408.9104131698608,-0.047890333726536484,,
205000,,,,,,0.0003,0.01815084,1000,0.9265205264091492,0.2,-22.793808811903,151.40516662597656,0.148681640625,0.8629838228225708,389.3495885848999,-0.04639293098298367,75.6,347.6298944685608
206848,101,198,338.36459642999995,71.08,1042,,,,,,,,,,,,,
208896,102,198,345.04169731,72.49,1051,0.0003,0.021787925,1010,0.9254918694496155,0.2,-22.783812940120697,99.0027847290039,0.1677734375,0.8883830308914185,328.9854130744934,-0.049274891879758795,,
210000,,,,,,0.0003,0.01743906,1020,0.9251245856285095,0.2,-22.76906943321228,92.61632537841797,0.146044921875,0.8882473483681679,337.2682276725769,-0.047035659285029396,67.25,302.2073741234839
210944,103,197,341.72640643,71.9,1065,,,,,,,,,,,,,
212992,104,198,342.41011303,72.2,1075,0.0003,0.0192626,1030,0.9250428080558777,0.2,-22.76540873646736,153.58119201660156,0.153662109375,0.8756595179438591,370.5336880683899,-0.04734377362183295,,
215000,,,,,,0.0003,0.017531693,1040,0.9244627952575684,0.2,-22.7591210603714,104.69575500488281,0.140478515625,0.8672309368848801,385.6400933265686,-0.04353347785654478,67.85,300.1297068104148
215040,105,197,340.5050516600001,71.73,1088,,,,,,,,,,,,,
217088,106,197,348.9899419800001,73.47,1098,0.0003,0.019592468,1050,0.9246728420257568,0.2,-22.754991787672044,164.49537658691406,0.160693359375,0.8620176017284393,390.06995458602904,-0.04822352679038886,,
219136,107,197,356.66545942,74.66,1106,0.0003,0.020136796,1060,0.9246209859848022,0.2,-22.75736517906189,204.0994415283203,0.151806640625,0.8379868716001511,450.82937731742857,-0.04491051406366751,,
220000,,,,,,0.0003,0.020179948,1070,0.9239469170570374,0.2,-22.749446088075636,133.5097198486328,0.1681640625,0.8680587410926819,397.9424966335297,-0.04935162873298395,59.65,260.74122174717485
221184,108,197,349.51483743000006,72.97,1120,,,,,,,,,,,,,
223232,109,197,333.0212852100001,69.26,1130,0.0003,0.021989854,1080,0.9233625531196594,0.2,-22.73787723183632,84.22010803222656,0.165966796875,0.8920655846595764,296.0508045196533,-0.04618592902552336,,
225000,,,,,,0.0003,0.024939124,1090,0.9226083159446716,0.2,-22.723888635635376,144.6449737548828,0.18837890625,0.8786266967654228,286.311564207077,-0.050767655612435195,79.55,364.95100059621035
225280,110,196,339.19315591,70.65,1144,,,,,,,,,,,,,
227328,111,197,339.25525653000005,70.47,1153,0.0003,0.02127806,1100,0.9219188690185547,0.2,-22.711254870891572,96.52603149414062,0.158837890625,0.879790410399437,338.9772022724152,-0.04995604237483349,,
229376,112,197,346.05690422,71.66,1162,0.0003,0.022930488,1110,0.9217808842658997,0.2,-22.703412228822707,94.23399353027344,0.173095703125,0.8937840759754181,302.2074100971222,-0.050581172018428336,,
230000,,,,,,0.0003,0.022063192,1120,0.9207786321640015,0.2,-22.69168336391449,153.26901245117188,0.1810546875,0.876218281686306,356.0650960445404,-0.050456911307992416,80.9,417.9986171707511
231424,113,196,344.36894127000016,71.35,1174,,,,,,,,,,,,,
233472,114,197,337.3661746599999,69.99,1184,0.0003,0.020905063,1130,0.9204795956611633,0.2,-22.678597342967986,87.49745178222656,0.17431640625,0.8863278403878212,313.12075033187864,-0.048704935080604625,,
235000,,,,,,0.0003,0.0205821,1140,0.9190946221351624,0.2,-22.66316740512848,133.961669921875,0.164599609375,0.8693532794713974,378.7936485767365,-0.046969982620794326,82.75,406.361312033236
235520,115,196,339.46102072,70.4,1198,,,,,,,,,,,,,
237568,116,196,335.15803968000006,70.43,1207,0.0003,0.0198338,1150,0.9179424047470093,0.2,-22.638934749364854,102.23238372802734,0.168603515625,0.9009542465209961,309.8798858642578,-0.04820872985874303,,
239616,117,196,339.0314241,71.26,1217,0.0003,0.0224993,1160,0.9182606935501099,0.2,-22.6330344080925,137.85569763183594,0.1720703125,0.8820432797074318,379.7757371425629,-0.05121620399586391,,
240000,,,,,,0.0003,0.018247556,1170,0.9172680974006653,0.2,-22.62657297849655,135.13597106933594,0.152734375,0.8826843276619911,384.02542238235475,-0.046946571936132386,69.85,369.21550773084164
241664,118,196,351.13883059999995,74.15,1229,,,,,,,,,,,,,
243712,119,196,343.43910873,71.71,1238,0.0003,0.02258674,1180,0.9174818396568298,0.2,-22.620558887720108,153.1822967529297,0.171875,0.891744464635849,336.1555377960205,-0.04973812085518148,,
245000,,,,,,0.0003,0.021216244,1190,0.9168165326118469,0.2,-22.612535029649734,137.2333984375,0.164501953125,0.8981867358088493,287.06127367019656,-0.04985766249883454,74.15,378.4910917781293
245760,120,196,344.04464812000003,71.41,1251,,,,,,,,,,,,,
247808,121,196,337.06758099000007,69.99,1260,0.0003,0.023874318,1200,0.9167227745056152,0.2,-22.605418974161147,57.942264556884766,0.19716796875,0.9131301119923592,270.29502148628234,-0.05218038255115971,,
249856,122,196,346.27724613,71.59,1270,0.0003,0.021017736,1210,0.916411817073822,0.2,-22.60156810283661,138.93214416503906,0.16953125,0.8877274096012115,348.50210642814636,-0.048142492765327914,,
250000,,,,,,0.0003,0.018846039,1220,0.9172441959381104,0.2,-22.60631763935089,102.15807342529297,0.15859375,0.8759166449308395,420.03749694824216,-0.04655285789049231,72.9,380.66141025424
251904,123,196,340.14423531,70.32,1285,,,,,,,,,,,,,
