time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/critic_loss,train/actor_loss,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
651,7.37,7652,2.7878957499999997,81,53091,0.1779533475637436,-0.3913401961326599,0.00817500427365303,0.0003,3.0944511890411377,52990,,
651,7.39,7656,2.8451467399999997,81,53130,0.13261526823043823,-0.3075810670852661,0.008170219138264656,0.0003,1.9218595027923584,53029,,
652,7.36,7660,2.7720892800000003,81,53163,0.1272576004266739,-0.22310003638267517,0.00814116932451725,0.0003,4.889975070953369,53062,,
652,7.24,7664,2.7164171300000004,81,53187,0.13531532883644104,-0.17465896904468536,0.00818402599543333,0.0003,-1.0957906246185303,53086,,
652,7.25,7668,2.6601068799999994,81,53216,0.24986308813095093,-0.13084939122200012,0.00821234006434679,0.0003,-1.2009384632110596,53115,,
653,7.2,7672,2.666955029999999,81,53245,0.16843284666538239,-0.3196181058883667,0.008193198591470718,0.0003,-2.3452744483947754,53144,,
653,7.09,7676,2.58902399,81,53271,0.2046021819114685,-0.2048562467098236,0.008175686933100224,0.0003,3.319624185562134,53170,,
653,7.06,7680,2.57776581,81,53297,0.12792983651161194,-0.26553159952163696,0.008234094828367233,0.0003,0.2231273651123047,53196,,
654,7.15,7684,2.57901694,81,53325,0.16536322236061096,-0.26768219470977783,0.008225727826356888,0.0003,0.6209313869476318,53224,,
654,7.04,7688,2.6075559799999994,81,53347,0.13840287923812866,-0.1347542405128479,0.00824209675192833,0.0003,-1.0605570077896118,53246,,
654,7.16,7692,2.6821417899999993,81,53384,0.14642497897148132,-0.24664020538330078,0.008215054869651794,0.0003,0.65206378698349,53283,,
655,7.11,7696,2.6557644099999997,81,53408,0.14110085368156433,-0.22670117020606995,0.008199474774301052,0.0003,-1.7195591926574707,53307,,
655,7.1,7700,2.6236227899999993,81,53431,0.1575150191783905,-0.24748530983924866,0.008171341381967068,0.0003,1.9264838695526123,53330,,
655,7.0,7704,2.6097080300000006,81,53453,0.1265552043914795,-0.3959052562713623,0.008178146556019783,0.0003,0.7675836682319641,53352,,
656,7.05,7708,2.59520133,81,53482,0.15217867493629456,-0.25679275393486023,0.008197043091058731,0.0003,-1.6180936098098755,53381,,
656,6.98,7712,2.5339087900000004,81,53505,0.16324101388454437,-0.3894103169441223,0.008171305991709232,0.0003,2.680178165435791,53404,,
656,7.15,7716,2.64697078,81,53547,0.1538417637348175,-0.2609077990055084,0.008180187083780766,0.0003,0.43325161933898926,53446,,
657,7.07,7720,2.6247402699999998,81,53569,0.1509953737258911,-0.3959413766860962,0.00816579069942236,0.0003,4.067105770111084,53468,,
657,7.11,7724,2.7083196299999996,81,53602,0.14855729043483734,-0.1481454074382782,0.008175535127520561,0.0003,2.4742348194122314,53501,,
657,7.17,7728,2.6837231200000002,81,53636,0.13190089166164398,-0.13670089840888977,0.00819333828985691,0.0003,-0.5809530019760132,53535,,
658,7.18,7732,2.7027363699999993,81,53659,0.11511069536209106,-0.07471255958080292,0.008199279196560383,0.0003,-0.8702011108398438,53558,,
658,7.15,7736,2.7005717099999997,81,53684,0.15935617685317993,-0.19641876220703125,0.008201281540095806,0.0003,1.1344715356826782,53583,,
658,7.16,7740,2.75134327,81,53718,0.14442850649356842,-0.2753251791000366,0.00823703221976757,0.0003,1.4369139671325684,53617,,
659,6.98,7744,2.7162648299999987,81,53742,0.15530599653720856,-0.333098828792572,0.00822954997420311,0.0003,-4.57283353805542,53641,,
659,6.94,7748,2.68131337,81,53763,0.13479535281658173,-0.39552438259124756,0.008191061206161976,0.0003,2.8618991374969482,53662,,
659,6.94,7752,2.6336798099999994,81,53785,0.130695179104805,-0.2911435067653656,0.008200378157198429,0.0003,1.6007108688354492,53684,,
660,6.8,7756,2.4967838800000006,81,53810,0.16101184487342834,-0.31306830048561096,0.00817904807627201,0.0003,1.8569862842559814,53709,,
660,6.79,7760,2.5020652400000003,81,53842,0.1528959572315216,-0.15690787136554718,0.00817256048321724,0.0003,5.435181617736816,53741,,
660,6.86,7764,2.45290335,81,53873,0.1439950168132782,-0.3128010332584381,0.008203687146306038,0.0003,-0.2492772340774536,53772,,
661,7.03,7768,2.46212395,81,53919,0.18643629550933838,-0.32863175868988037,0.008169997483491898,0.0003,2.7684226036071777,53818,,
661,7.07,7772,2.61947476,81,53952,0.18315038084983826,-0.36251866817474365,0.0081837959587574,0.0003,-5.340786933898926,53851,,
662,7.1,7776,2.65677941,81,53981,0.13962894678115845,-0.1720426380634308,0.008174583315849304,0.0003,-3.507162570953369,53880,,
662,7.09,7780,2.65173565,81,54006,0.12327121198177338,-0.038568466901779175,0.008157516829669476,0.0003,1.6817152500152588,53905,,
662,7.13,7784,2.6953963100000005,81,54038,0.12353285402059555,-0.24952557682991028,0.008149301633238792,0.0003,1.3213927745819092,53937,,
663,7.2,7788,2.7402324700000005,81,54067,0.16353824734687805,0.010142762213945389,0.00812066625803709,0.0003,5.8191399574279785,53966,,
663,7.14,7792,2.70674878,81,54098,0.14290404319763184,-0.3058941960334778,0.00814206525683403,0.0003,2.182873487472534,53997,,
664,7.21,7796,2.732657659999999,81,54129,0.15485426783561707,-0.21593695878982544,0.00816680770367384,0.0003,0.18007928133010864,54028,,
664,7.23,7800,2.73416446,81,54154,0.13677294552326202,-0.4262339770793915,0.00813604611903429,0.0003,1.6496129035949707,54053,,
664,7.26,7804,2.71777358,81,54179,0.1369209587574005,-0.3344312310218811,0.008125298656523228,0.0003,1.1600571870803833,54078,,
665,7.36,7808,2.7789388500000007,81,54218,0.13876935839653015,-0.1400672197341919,0.008125314489006996,0.0003,0.99138343334198,54117,,
665,7.47,7812,2.8309056299999997,81,54252,0.12343572080135345,-0.20135819911956787,0.008110067807137966,0.0003,1.5003676414489746,54151,,
666,7.3,7816,2.6914281400000006,81,54277,0.1523711085319519,-0.1760336011648178,0.008115417324006557,0.0003,1.1652064323425293,54176,,
666,7.31,7820,2.7022630699999994,81,54300,0.14595577120780945,-0.3035408556461334,0.008158952929079533,0.0003,-2.2724530696868896,54199,,
666,7.31,7824,2.7272288599999994,81,54333,0.14398115873336792,-0.19534561038017273,0.00816260278224945,0.0003,-0.3331751823425293,54232,,
667,7.22,7828,2.6619395299999997,81,54358,0.12556827068328857,-0.32771873474121094,0.00817806925624609,0.0003,0.1771242618560791,54257,,
667,7.3,7832,2.75579498,81,54389,0.13863834738731384,-0.2389414757490158,0.008223594166338444,0.0003,-1.952054738998413,54288,,
668,7.33,7836,2.73818084,81,54417,0.12212909758090973,-0.19142523407936096,0.008231197483837605,0.0003,-1.43867027759552,54316,,
668,7.24,7840,2.6489890700000003,81,54442,0.1273196041584015,-0.3763887584209442,0.008199580013751984,0.0003,0.3288272023200989,54341,,
668,7.24,7844,2.628129650000001,81,54466,0.1143224909901619,-0.268446147441864,0.008207481354475021,0.0003,5.236891269683838,54365,,
668,7.29,7848,2.664303760000001,81,54492,0.17648020386695862,-0.4402613937854767,0.008241763338446617,0.0003,-3.2982101440429688,54391,,
669,7.35,7852,2.7370168100000005,81,54520,0.17146708071231842,-0.29170656204223633,0.00823324266821146,0.0003,-2.912487268447876,54419,,
669,7.5,7856,2.7492490099999998,81,54560,0.13458143174648285,-0.17114639282226562,0.008212344720959663,0.0003,-0.7355242967605591,54459,,
670,7.49,7860,2.7777869299999995,81,54591,0.1267073005437851,-0.16233357787132263,0.008168205618858337,0.0003,-2.4543521404266357,54490,,
670,7.5,7864,2.83656114,81,54623,0.14292091131210327,-0.26007556915283203,0.008141595870256424,0.0003,0.7146769762039185,54522,,
671,7.34,7868,2.8167145000000007,81,54653,0.14363999664783478,-0.27882298827171326,0.008157080970704556,0.0003,2.9218642711639404,54552,,
671,7.31,7872,2.7067906600000002,81,54683,0.13415737450122833,-0.2736596465110779,0.008159960620105267,0.0003,-1.4010567665100098,54582,,
671,7.32,7876,2.678151920000001,81,54713,0.17478260397911072,-0.31299084424972534,0.008136996068060398,0.0003,0.4387860596179962,54612,,
672,7.33,7880,2.6927235,81,54739,0.16398629546165466,-0.25524380803108215,0.008113138377666473,0.0003,-3.776425838470459,54638,,
672,7.24,7884,2.6504690899999996,81,54762,0.16481825709342957,-0.17000050842761993,0.008108280599117279,0.0003,-2.960447072982788,54661,,
672,7.18,7888,2.6100775699999996,81,54785,0.16611196100711823,-0.16866159439086914,0.008055481128394604,0.0003,0.5853850841522217,54684,,
672,7.1,7892,2.51374443,81,54808,0.1580354869365692,-0.45326563715934753,0.008041396737098694,0.0003,-0.00499880313873291,54707,,
673,7.21,7896,2.6529007800000004,81,54850,0.15416520833969116,-0.41688403487205505,0.008029513992369175,0.0003,3.3839805126190186,54749,,
673,7.24,7900,2.65948585,81,54878,0.16296342015266418,-0.3149458169937134,0.008043801411986351,0.0003,-3.8634839057922363,54777,,
674,7.27,7904,2.7532382699999998,81,54906,0.14003849029541016,-0.19919893145561218,0.008018884807825089,0.0003,2.927121639251709,54805,,
674,7.14,7908,2.64284497,81,54932,0.15135067701339722,-0.425621896982193,0.00802112277597189,0.0003,-0.06558313965797424,54831,,
674,7.09,7912,2.65204228,81,54961,0.15730373561382294,-0.22983825206756592,0.007974858395755291,0.0003,1.496220588684082,54860,,
675,7.12,7916,2.6764810000000008,81,54989,0.1220051720738411,-0.22611191868782043,0.007992415688931942,0.0003,0.7559419870376587,54888,,
,,,,,55000,0.13880911469459534,-0.24711155891418457,0.008003650233149529,0.0003,2.439105987548828,54899,3.687277662521228,7.05
675,7.18,7920,2.69249524,81,55018,0.12405207753181458,-0.04691758006811142,0.008003994822502136,0.0003,-1.033259391784668,54917,,
676,7.21,7924,2.6771399599999994,81,55054,0.1567462682723999,-0.10720989108085632,0.008017211221158504,0.0003,2.504102945327759,54953,,
676,7.25,7928,2.6629116899999996,81,55083,0.12791858613491058,-0.29432594776153564,0.008042554371058941,0.0003,-1.002878189086914,54982,,
677,7.33,7932,2.6624969700000003,81,55122,0.171827495098114,-0.35924845933914185,0.00802646391093731,0.0003,-1.7882156372070312,55021,,
677,7.34,7936,2.7473723699999995,81,55151,0.14248338341712952,-0.2947056293487549,0.008036991581320763,0.0003,0.6549578309059143,55050,,
677,7.33,7940,2.7477265899999996,81,55175,0.12418242543935776,-0.388937771320343,0.008037639781832695,0.0003,-1.1211950778961182,55074,,
678,7.38,7944,2.8099971399999997,81,55204,0.23650148510932922,-0.2998751699924469,0.008089913055300713,0.0003,2.566314697265625,55103,,
678,7.36,7948,2.7824832999999995,81,55228,0.15806275606155396,-0.42039600014686584,0.008139080367982388,0.0003,2.448671579360962,55127,,
678,7.44,7952,2.76345099,81,55264,0.2557779550552368,-0.23354549705982208,0.00818115845322609,0.0003,3.8904027938842773,55163,,
679,7.28,7956,2.7886599399999996,81,55288,0.155785471200943,-0.28760799765586853,0.008204825222492218,0.0003,1.3380446434020996,55187,,
679,7.27,7960,2.7910316200000005,81,55318,0.15835127234458923,-0.36364418268203735,0.008237216621637344,0.0003,0.5893022418022156,55217,,
680,7.26,7964,2.8437673199999995,81,55349,0.12414442747831345,-0.1482989639043808,0.008250090293586254,0.0003,2.49943208694458,55248,,
680,7.25,7968,2.8610783399999997,81,55378,0.12623727321624756,-0.28725510835647583,0.008274651132524014,0.0003,2.5828933715820312,55277,,
680,7.18,7972,2.8176708299999995,81,55401,0.1456197053194046,-0.2240391969680786,0.008271460421383381,0.0003,3.956150770187378,55300,,
681,7.1,7976,2.8692875799999995,81,55423,0.14513733983039856,-0.378963440656662,0.008278660476207733,0.0003,-2.7394447326660156,55322,,
681,7.12,7980,2.8986834499999996,81,55451,0.12946486473083496,-0.26021021604537964,0.00824290607124567,0.0003,-0.2959592342376709,55350,,
681,7.15,7984,2.8685594899999995,81,55477,0.12382867187261581,-0.34940242767333984,0.008250042796134949,0.0003,1.6406922340393066,55376,,
682,7.19,7988,2.9103102999999995,81,55504,0.13278378546237946,-0.24932518601417542,0.008287428878247738,0.0003,2.1812920570373535,55403,,
682,7.28,7992,3.0229957800000005,81,55536,0.1452547162771225,-0.36718615889549255,0.008303968235850334,0.0003,-3.103593349456787,55435,,
683,7.22,7996,2.94600149,81,55572,0.1710529625415802,-0.28264158964157104,0.008282696828246117,0.0003,-1.550739049911499,55471,,
683,7.37,8000,2.9695009399999996,81,55615,0.12487462908029556,-0.24779072403907776,0.008280137553811073,0.0003,-3.6538901329040527,55514,,
684,7.33,8004,2.88124655,81,55639,0.1445971429347992,-0.2816965579986572,0.008265254087746143,0.0003,-2.5969345569610596,55538,,
684,7.37,8008,2.9603832,81,55669,0.1754370927810669,-0.43949347734451294,0.008253147825598717,0.0003,1.1869935989379883,55568,,
684,7.34,8012,2.93461693,81,55695,0.15655270218849182,-0.3647313416004181,0.00827905535697937,0.0003,-1.5644950866699219,55594,,
685,7.38,8016,2.9268015499999995,81,55727,0.12982670962810516,-0.30965662002563477,0.008287303149700165,0.0003,0.7289687395095825,55626,,
685,7.39,8020,2.9741000699999995,81,55757,0.14067304134368896,-0.35321474075317383,0.008331267163157463,0.0003,1.8454409837722778,55656,,
685,7.36,8024,2.9947347099999995,81,55790,0.16224592924118042,-0.22203940153121948,0.008362945169210434,0.0003,-3.526324987411499,55689,,
686,7.41,8028,2.9860675299999997,81,55824,0.17237482964992523,-0.2783602178096771,0.008331624791026115,0.0003,-0.3855721950531006,55723,,
686,7.36,8032,2.9702914200000006,81,55858,0.14752966165542603,-0.23402656614780426,0.008317030034959316,0.0003,-0.08796948194503784,55757,,
687,7.38,8036,2.9781029599999997,81,55889,0.11429755389690399,-0.3345494866371155,0.00832434557378292,0.0003,-0.11833620071411133,55788,,
687,7.43,8040,3.03201185,81,55918,0.14156311750411987,-0.16382350027561188,0.008334663696587086,0.0003,-3.203660488128662,55817,,
688,7.54,8044,3.02470269,81,55958,0.1594552993774414,-0.1389448642730713,0.008308729156851768,0.0003,-4.6522979736328125,55857,,
688,7.48,8048,3.00581004,81,55976,0.2006230354309082,-0.39542385935783386,0.008277161046862602,0.0003,-0.09572279453277588,55875,,
688,7.43,8052,3.09950448,81,56007,0.1337059587240219,-0.21743705868721008,0.008244954980909824,0.0003,-0.8427494168281555,55906,,
689,7.53,8056,3.1573140700000004,81,56041,0.12996599078178406,-0.4227091372013092,0.008229894563555717,0.0003,-3.1094722747802734,55940,,
689,7.52,8060,3.1564258300000008,81,56070,0.19729197025299072,-0.23806826770305634,0.008236314170062542,0.0003,-0.7389134168624878,55969,,
689,7.42,8064,3.087874269999999,81,56091,0.19629734754562378,-0.3604278564453125,0.008261557668447495,0.0003,-0.46428436040878296,55990,,
690,7.44,8068,3.1462427699999993,81,56122,0.14977258443832397,-0.11249344050884247,0.008292414247989655,0.0003,3.8444714546203613,56021,,
690,7.44,8072,3.1719615599999997,81,56145,0.1622682809829712,-0.08198998868465424,0.008328370749950409,0.0003,0.44847655296325684,56044,,
690,7.48,8076,3.1680559500000003,81,56171,0.14156383275985718,-0.3376650810241699,0.008287749253213406,0.0003,0.2537618577480316,56070,,
690,7.51,8080,3.1315900100000005,81,56202,0.12244642525911331,-0.23309406638145447,0.008290939033031464,0.0003,3.987964630126953,56101,,
691,7.55,8084,3.2706745200000005,81,56232,0.1381930112838745,-0.216660737991333,0.008309402503073215,0.0003,1.897510051727295,56131,,
691,7.6,8088,3.3404349499999997,81,56264,0.11477725207805634,-0.16243572533130646,0.008315256796777248,0.0003,1.3739521503448486,56163,,
691,7.58,8092,3.3005477399999994,81,56294,0.1517072319984436,-0.27237850427627563,0.008315181359648705,0.0003,-1.4790520668029785,56193,,
692,7.55,8096,3.3389721300000006,81,56327,0.13117662072181702,-0.26517632603645325,0.008284253068268299,0.0003,-0.5098155736923218,56226,,
692,7.42,8100,3.36692991,81,56357,0.17237554490566254,-0.1426306962966919,0.008268439210951328,0.0003,0.5852571725845337,56256,,
692,7.4,8104,3.3499256400000004,81,56379,0.13729985058307648,-0.23170232772827148,0.008296693675220013,0.0003,-4.264036178588867,56278,,
693,7.51,8108,3.3949136300000005,81,56420,0.16785049438476562,-0.2049468457698822,0.008285884745419025,0.0003,0.22436869144439697,56319,,
693,7.54,8112,3.46869762,81,56449,0.1515563726425171,-0.2869064211845398,0.008287381380796432,0.0003,-1.0827813148498535,56348,,
694,7.45,8116,3.4997400699999996,81,56472,0.12483829259872437,-0.4457901418209076,0.008309719152748585,0.0003,-0.35145270824432373,56371,,
694,7.5,8120,3.51306565,81,56507,0.13768963515758514,-0.23284439742565155,0.00830699410289526,0.0003,-1.6676932573318481,56406,,
694,7.49,8124,3.5239559299999996,81,56539,0.16370396316051483,-0.16122815012931824,0.008315066806972027,0.0003,-2.420020580291748,56438,,
695,7.46,8128,3.61648961,81,56570,0.1666250079870224,-0.33633607625961304,0.008329852484166622,0.0003,0.5359123945236206,56469,,
695,7.41,8132,3.5735336300000005,81,56599,0.1452087163925171,-0.4759047031402588,0.008350217714905739,0.0003,-1.4731959104537964,56498,,
696,7.44,8136,3.55567004,81,56633,0.1352565586566925,-0.3937489688396454,0.008344498462975025,0.0003,-1.4092999696731567,56532,,
696,7.32,8140,3.4605542000000002,81,56650,0.14650198817253113,-0.18386870622634888,0.008331247605383396,0.0003,-3.250588893890381,56549,,
696,7.31,8144,3.51730612,81,56689,0.1339491307735443,-0.2789095640182495,0.00832260400056839,0.0003,-0.09067761898040771,56588,,
697,7.57,8148,3.73618323,81,56733,0.1756036877632141,-0.30096933245658875,0.008347228169441223,0.0003,0.8232645988464355,56632,,
697,7.47,8152,3.58821913,81,56754,0.12605057656764984,-0.17561055719852448,0.008357073180377483,0.0003,0.9491883516311646,56653,,
698,7.53,8156,3.5885865300000006,81,56794,0.13494330644607544,-0.3221525549888611,0.008370788767933846,0.0003,-0.5390087366104126,56693,,
698,7.57,8160,3.5950933999999997,81,56827,0.1964949071407318,-0.22828522324562073,0.008370996452867985,0.0003,-0.30633068084716797,56726,,
698,7.54,8164,3.57932562,81,56845,0.18196851015090942,-0.27444082498550415,0.008347690105438232,0.0003,-1.6808650493621826,56744,,
699,7.52,8168,3.5099986499999996,81,56874,0.13306912779808044,-0.3658697009086609,0.008360477164387703,0.0003,-0.3752894401550293,56773,,
699,7.59,8172,3.4569910699999995,81,56904,0.194058358669281,-0.36664167046546936,0.00836658664047718,0.0003,0.5262442231178284,56803,,
699,7.68,8176,3.5393796400000004,81,56939,0.12122596800327301,-0.18757334351539612,0.008350743912160397,0.0003,-2.339768886566162,56838,,
700,7.72,8180,3.6255468100000003,81,56974,0.2060721218585968,-0.21240678429603577,0.008328836411237717,0.0003,0.7744936943054199,56873,,
700,7.62,8184,3.51968574,81,56994,0.13607066869735718,-0.3051533102989197,0.00833231583237648,0.0003,1.657844066619873,56893,,
701,7.71,8188,3.53564846,81,57035,0.1348625272512436,-0.170351043343544,0.00836101546883583,0.0003,-3.016201972961426,56934,,
701,7.74,8192,3.53198177,81,57068,0.14215975999832153,-0.29494404792785645,0.008341374807059765,0.0003,-1.5922927856445312,56967,,
702,7.78,8196,3.4823566000000006,81,57105,0.15907159447669983,-0.4347974359989166,0.00833144597709179,0.0003,0.3293076157569885,57004,,
702,7.72,8200,3.423112550000001,81,57129,0.16217222809791565,-0.17588630318641663,0.0083534000441432,0.0003,0.8266571760177612,57028,,
702,7.77,8204,3.4711457900000005,81,57156,0.19282516837120056,-0.5030101537704468,0.008357875049114227,0.0003,3.9815237522125244,57055,,
703,7.65,8208,3.4152895599999997,81,57185,0.15564924478530884,-0.3982757329940796,0.00841022189706564,0.0003,1.6976780891418457,57084,,
703,7.75,8212,3.3998627,81,57224,0.17245712876319885,-0.27141252160072327,0.008454193361103535,0.0003,1.2367026805877686,57123,,
704,7.78,8216,3.3731533,81,57250,0.1586950421333313,-0.3145345449447632,0.008434430696070194,0.0003,-2.1761391162872314,57149,,
704,7.64,8220,3.28172554,81,57271,0.21968799829483032,-0.2441927045583725,0.008403787389397621,0.0003,2.1733455657958984,57170,,
704,7.54,8224,3.16616548,81,57293,0.1433826982975006,-0.3772241175174713,0.008400931023061275,0.0003,0.3373172879219055,57192,,
705,7.45,8228,3.087314169999999,81,57315,0.15123021602630615,-0.361916184425354,0.008395545184612274,0.0003,-1.5697636604309082,57214,,
705,7.45,8232,3.1020836899999993,81,57344,0.12518765032291412,-0.4584476947784424,0.00839075818657875,0.0003,1.8970376253128052,57243,,
705,7.42,8236,3.09914531,81,57375,0.12554584443569183,-0.18911436200141907,0.00839080661535263,0.0003,0.4653816223144531,57274,,
706,7.47,8240,3.16426752,81,57397,0.15476226806640625,-0.30511701107025146,0.008409415371716022,0.0003,-0.1980758011341095,57296,,
706,7.4,8244,3.1086822800000005,81,57429,0.28210610151290894,-0.34601762890815735,0.00841350294649601,0.0003,1.2695810794830322,57328,,
707,7.29,8248,2.98184264,81,57462,0.13757158815860748,-0.341671347618103,0.008422184735536575,0.0003,1.5631976127624512,57361,,
707,7.38,8252,3.0680726400000005,81,57492,0.20036977529525757,-0.18804743885993958,0.008437982760369778,0.0003,1.0684278011322021,57391,,
708,7.33,8256,3.112963089999999,81,57527,0.1510944664478302,-0.25988471508026123,0.008423779159784317,0.0003,-1.3559626340866089,57426,,
708,7.23,8260,3.0192719599999998,81,57550,0.14411954581737518,-0.23728172481060028,0.008397919125854969,0.0003,2.0361216068267822,57449,,
708,7.33,8264,3.09189465,81,57578,0.17208272218704224,-0.19019223749637604,0.008392535150051117,0.0003,-0.5007956624031067,57477,,
709,7.39,8268,3.14454749,81,57613,0.11044486612081528,-0.345980167388916,0.00840801652520895,0.0003,0.17076978087425232,57512,,
709,7.34,8272,3.1959515,81,57638,0.12918919324874878,-0.07262828946113586,0.0084249721840024,0.0003,-1.339956283569336,57537,,
710,7.22,8276,3.0797463400000002,81,57661,0.1539316475391388,-0.37168726325035095,0.008430675603449345,0.0003,2.4270823001861572,57560,,
710,7.12,8280,2.9972144700000007,81,57686,0.16877582669258118,-0.18842709064483643,0.008439218625426292,0.0003,-1.0364110469818115,57585,,
710,7.16,8284,3.0119119000000008,81,57710,0.18527546525001526,-0.23545029759407043,0.008437910117208958,0.0003,1.4262150526046753,57609,,
711,7.05,8288,2.9075653399999997,81,57740,0.15958169102668762,-0.36428600549697876,0.008455563336610794,0.0003,2.297989845275879,57639,,
711,6.95,8292,2.8636720099999997,81,57763,0.14980964362621307,-0.3845287263393402,0.008466743864119053,0.0003,0.8857685923576355,57662,,
712,6.83,8296,2.80445932,81,57788,0.27925193309783936,-0.3913867771625519,0.008505602367222309,0.0003,2.114276885986328,57687,,
712,6.87,8300,2.8589765899999997,81,57816,0.17425429821014404,-0.26397275924682617,0.008522795513272285,0.0003,0.43676072359085083,57715,,
713,7.02,8304,2.92245319,81,57858,0.1531459093093872,-0.4339412748813629,0.00847998820245266,0.0003,-0.24010801315307617,57757,,
713,6.95,8308,2.9123755399999998,81,57880,0.12289449572563171,-0.22960546612739563,0.008482156321406364,0.0003,-0.15860393643379211,57779,,
713,6.94,8312,2.89972756,81,57918,0.21293631196022034,-0.28017985820770264,0.008504446595907211,0.0003,0.4871431589126587,57817,,
714,7.07,8316,3.0556224100000002,81,57957,0.15716151893138885,-0.23048099875450134,0.008485626429319382,0.0003,-4.067181587219238,57856,,
714,7.12,8320,3.0440643900000004,81,57983,0.13116715848445892,-0.3409956991672516,0.0084108030423522,0.0003,-0.15924322605133057,57882,,
715,7.28,8324,3.0969137700000005,81,58021,0.17560383677482605,-0.32409995794296265,0.008372425101697445,0.0003,3.740368127822876,57920,,
715,7.31,8328,3.1186148200000003,81,58046,0.1360762119293213,-0.379935622215271,0.008354495279490948,0.0003,2.5182557106018066,57945,,
716,7.34,8332,3.1305045799999998,81,58078,0.14136973023414612,-0.21082615852355957,0.008355810306966305,0.0003,1.1762193441390991,57977,,
716,7.26,8336,3.07959575,81,58101,0.14764104783535004,-0.2874314785003662,0.008366291411221027,0.0003,-1.0400753021240234,58000,,
716,7.38,8340,3.1657992499999996,81,58135,0.1493467092514038,-0.022148508578538895,0.008328769356012344,0.0003,1.219041109085083,58034,,
717,7.3,8344,3.098503599999999,81,58159,0.2152375876903534,-0.27629294991493225,0.008304411545395851,0.0003,2.111734390258789,58058,,
717,7.21,8348,3.0268866,81,58183,0.1390375792980194,-0.3269541263580322,0.00833768118172884,0.0003,0.892810583114624,58082,,
717,7.33,8352,3.0561143000000004,81,58225,0.17185476422309875,-0.4077707529067993,0.008354243822395802,0.0003,-0.09454178810119629,58124,,
718,7.37,8356,3.0059027100000004,81,58264,0.1337282955646515,-0.5321599245071411,0.008382432162761688,0.0003,-2.1741316318511963,58163,,
718,7.44,8360,3.0810579900000006,81,58294,0.1244402602314949,-0.3751915991306305,0.00838200468569994,0.0003,2.891411781311035,58193,,
719,7.46,8364,3.1040912800000005,81,58324,0.13482330739498138,-0.2750385105609894,0.00842540618032217,0.0003,-0.21233659982681274,58223,,
719,7.51,8368,3.0920090900000003,81,58364,0.2234618365764618,-0.3357257843017578,0.008477801457047462,0.0003,-1.367883563041687,58263,,
720,7.55,8372,3.0633621700000004,81,58393,0.12194083631038666,-0.21498964726924896,0.008468382991850376,0.0003,-0.9034165143966675,58292,,
720,7.62,8376,3.140918310000001,81,58423,0.17510446906089783,-0.16079579293727875,0.00846365187317133,0.0003,-3.4376437664031982,58322,,
720,7.7,8380,3.20040247,81,58456,0.1424107551574707,-0.44599393010139465,0.008434430696070194,0.0003,1.5075182914733887,58355,,
721,7.75,8384,3.2059598600000005,81,58485,0.13018180429935455,-0.23590733110904694,0.008470774628221989,0.0003,-2.1997251510620117,58384,,
721,7.79,8388,3.18193404,81,58519,0.1264258623123169,-0.34138840436935425,0.008469667285680771,0.0003,1.9623557329177856,58418,,
721,7.82,8392,3.19424911,81,58545,0.13403427600860596,-0.11977746337652206,0.00848759338259697,0.0003,-0.07322955131530762,58444,,
722,7.85,8396,3.1765837500000003,81,58573,0.16120284795761108,-0.32927206158638,0.008483292534947395,0.0003,-1.3721174001693726,58472,,
722,8.01,8400,3.2638853499999994,81,58617,0.1410914957523346,-0.4274008870124817,0.008501945063471794,0.0003,2.337573528289795,58516,,
723,7.94,8404,3.2903236399999995,81,58652,0.15793085098266602,-0.33038872480392456,0.008482107892632484,0.0003,-0.9441466927528381,58551,,
723,8.09,8408,3.3036938899999995,81,58689,0.1442711353302002,-0.32165682315826416,0.008463558740913868,0.0003,-1.2667951583862305,58588,,
724,7.96,8412,3.26615452,81,58714,0.12944850325584412,-0.4006858468055725,0.008481266908347607,0.0003,-0.4716796278953552,58613,,
724,7.85,8416,3.1075887099999995,81,58742,0.17739887535572052,-0.29305940866470337,0.008479062467813492,0.0003,1.8538788557052612,58641,,
724,7.85,8420,3.1120948699999995,81,58768,0.20631355047225952,-0.33800771832466125,0.008482798933982849,0.0003,-3.777453660964966,58667,,
725,7.67,8424,3.0812829600000002,81,58788,0.14613574743270874,-0.2874063551425934,0.008450880646705627,0.0003,2.1628243923187256,58687,,
725,7.65,8428,3.0781884099999997,81,58811,0.16817019879817963,-0.3348655104637146,0.008448120206594467,0.0003,0.9298495054244995,58710,,
725,7.61,8432,3.0209043500000003,81,58839,0.14727917313575745,-0.27305740118026733,0.008462845347821712,0.0003,1.7139970064163208,58738,,
726,7.78,8436,3.1493195199999997,81,58879,0.13166168332099915,-0.2774174213409424,0.00844603031873703,0.0003,-0.5372706651687622,58778,,
726,7.66,8440,3.0081081099999993,81,58901,0.15028327703475952,-0.2718641757965088,0.008477162569761276,0.0003,1.1309568881988525,58800,,
727,7.72,8444,3.06351949,81,58931,0.13906393945217133,-0.2829465866088867,0.008498560637235641,0.0003,0.3554915189743042,58830,,
