time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
2048,1,3,-125.41796183333334,624,114.25,,,,,,,,,,,,,
4096,2,8,-165.76913834615382,497,155.84615384615384,10,-0.03139495849609375,0.1314453125,-0.02973773966659792,0.2,196.85801961421967,-11.267353981733322,0.0003,0.0126816025,0.9825940728187561,34.463279724121094,,
5000,,,,,,20,-0.012305617332458496,0.103369140625,-0.026857324677985163,0.2,99.03352150917053,-11.153428289294244,0.0003,0.012147952,0.9678888320922852,21.190710067749023,1000.0,979.1005519807338
6144,3,25,-123.57335707692307,245,117.53846153846153,,,,,,,,,,,,,
8192,4,29,-106.11833225974026,274,101.85714285714286,30,0.007544279098510742,0.147412109375,-0.03348653368302621,0.2,98.04110472202301,-11.043183675408363,0.0003,0.01400111,0.9576454162597656,39.51401138305664,,
10000,,,,,,40,0.03175300359725952,0.129638671875,-0.03370947444345802,0.2,97.80524570941925,-10.955905032157897,0.0003,0.011900714,0.947628378868103,50.936912536621094,1000.0,953.415997004509
10240,5,45,-103.71382062,224,100.92,,,,,,,,,,,,,
12288,6,50,-81.53934945,242,81.43,50,0.11367684602737427,0.139697265625,-0.03206040357472375,0.2,101.82758549451827,-10.884211468696595,0.0003,0.012248528,0.9397825598716736,41.58342742919922,,
14336,7,55,-89.44781356,259,90.58,60,0.0828096866607666,0.122509765625,-0.030990992576698774,0.2,115.84836509227753,-10.83228622674942,0.0003,0.00977263,0.9348242878913879,67.83805847167969,,
15000,,,,,,70,0.08582663536071777,0.145703125,-0.03101613908656873,0.2,50.370184825360774,-10.735313907265663,0.0003,0.016609788,0.9161295890808105,4.974320411682129,1000.0,943.2773951768875
16384,8,70,-98.47353665,231,100.41,,,,,,,,,,,,,
18432,9,75,-116.90276890999999,244,120.76,80,0.1239352822303772,0.1802734375,-0.030945471426821313,0.2,47.08937683999538,-10.580721473693847,0.0003,0.02428957,0.9004928469657898,14.67543888092041,,
20000,,,,,,90,0.10873156785964966,0.15390625,-0.02888356688199565,0.2,137.00662742853166,-10.484539690613747,0.0003,0.011904508,0.8944341540336609,37.322052001953125,1000.0,939.3043862104416
20480,10,91,-120.82678600000001,223,126.09,,,,,,,,,,,,,
22528,11,96,-116.8972706,234,123.43,100,0.23422032594680786,0.089208984375,-0.02616443827864714,0.2,133.94092311859131,-10.435689100623131,0.0003,0.009648966,0.8888543248176575,82.69384765625,,
24576,12,100,-132.86295108000002,244,142.38,110,0.1733507513999939,0.064599609375,-0.02345429474080447,0.2,190.28016090393066,-10.377314186096191,0.0003,0.008318901,0.8825668096542358,72.29418182373047,,
25000,,,,,,120,0.28523725271224976,0.115771484375,-0.031691760316607545,0.2,106.5602921485901,-10.320199763774871,0.0003,0.011575224,0.8764845132827759,46.10305404663086,1000.0,889.1817434966564
26624,13,115,-142.53663550000002,229,153.16,,,,,,,,,,,,,
28672,14,121,-160.95163534,236,174.74,130,-0.008775472640991211,0.220947265625,-0.03767744288779795,0.2,22.94000757858157,-10.218503496050834,0.0003,0.02260039,0.8616402745246887,7.427193641662598,,
30000,,,,,,140,0.285050630569458,0.1048828125,-0.028967097745044156,0.2,91.45778068900108,-10.143348920345307,0.0003,0.010790359,0.8576850891113281,37.700557708740234,933.4,811.0422403723002
30720,15,137,-115.52889266999999,224,129.26,,,,,,,,,,,,,
32768,16,142,-95.27490949000001,230,108.82,150,0.3178802728652954,0.065673828125,-0.024148913531098513,0.2,185.3551396369934,-10.105260041356086,0.0003,0.00819863,0.854057252407074,79.3414535522461,,
34816,17,146,-66.14912015,237,76.63,160,0.09995079040527344,0.084130859375,-0.026349823299096898,0.2,206.61986532211304,-10.080526211857796,0.0003,0.009907858,0.8525338172912598,97.12006378173828,,
35000,,,,,,170,0.538377583026886,0.102734375,-0.030222473634057678,0.2,100.79829249382018,-10.052570188045502,0.0003,0.010398804,0.848517894744873,41.411712646484375,999.2,841.6720602542161
36864,18,161,-59.07543249999999,228,68.8,,,,,,,,,,,,,
38912,19,165,-74.08766895,234,87.18,180,0.6096011400222778,0.109619140625,-0.031663274925085715,0.2,86.43366040587425,-10.012308943271638,0.0003,0.010750615,0.8438008427619934,31.458982467651367,,
40000,,,,,,190,0.6887922286987305,0.224755859375,-0.037813980077044104,0.2,18.281985472142697,-9.906670239567756,0.0003,0.020011472,0.8283913135528564,4.302089691162109,922.2,766.6596152499318
40960,20,180,-84.62930913,227,100.33,,,,,,,,,,,,,
43008,21,184,-94.49357453,232,113.02,200,0.6325767040252686,0.097119140625,-0.029448237529140896,0.2,86.12650926113129,-9.824849742650986,0.0003,0.010782147,0.8247161507606506,36.30533981323242,,
45000,,,,,,210,0.6012318134307861,0.0953125,-0.029328770993743092,0.2,66.13352012038231,-9.76963931620121,0.0003,0.0109162275,0.8176162838935852,47.74571990966797,905.6,745.1412969388068
45056,22,200,-107.77246498000001,224,130.31,,,,,,,,,,,,,
47104,23,205,-106.25990603999998,229,129.84,220,0.7718821316957474,0.168896484375,-0.035901542456122114,0.2,48.401997020840646,-9.694400325417519,0.0003,0.013763703,0.8100622296333313,13.745625495910645,,
49152,24,209,-114.22151711999999,234,142.38,230,0.7114033401012421,0.097607421875,-0.030503163282992317,0.2,101.0255481004715,-9.644461312890053,0.0003,0.010160874,0.8060909509658813,44.20016860961914,,
50000,,,,,,240,0.7211924493312836,0.110205078125,-0.030640374426729976,0.2,91.21459414958954,-9.612996897101402,0.0003,0.010784164,0.8035398721694946,18.71421241760254,680.7,547.7602717727423
51200,25,221,-95.19962695999997,231,121.39,,,,,,,,,,,,,
53248,26,225,-100.69944109999999,235,129.01,250,0.7728467881679535,0.1369140625,-0.03651324396778364,0.2,84.12250475883484,-9.579350224137306,0.0003,0.013089297,0.7994662523269653,55.22174072265625,,
55000,,,,,,260,0.6898321509361267,0.222265625,-0.03930605618807022,0.2,25.873257087171076,-9.519728335738183,0.0003,0.01695402,0.7936111688613892,5.162689208984375,559.5,460.41575067564844
55296,27,235,-83.13957346,234,108.58,,,,,,,,,,,,,
57344,28,241,-75.88345506,237,100.38,270,0.7590392976999283,0.14755859375,-0.037864644607179795,0.2,74.26849308013917,-9.476453095674515,0.0003,0.012577908,0.7886237502098083,29.52442169189453,,
59392,29,246,-83.42441992000002,241,110.43,280,0.5519056022167206,0.11923828125,-0.034821214189287276,0.2,130.07465250492095,-9.408805096149445,0.0003,0.010615081,0.7816063165664673,44.98273468017578,,
60000,,,,,,290,0.8548797518014908,0.198095703125,-0.04074073124793358,0.2,37.16474918723107,-9.366635131835938,0.0003,0.017098367,0.7791377902030945,10.995165824890137,424.4,344.08661904484035
61440,30,255,-82.52052569999998,240,110.26,,,,,,,,,,,,,
63488,31,260,-92.88723859999999,244,125.21,300,0.8081351965665817,0.13720703125,-0.035376377860666254,0.2,46.289553409814836,-9.308358716964722,0.0003,0.0134217115,0.7718956470489502,12.15097427368164,,
65000,,,,,,310,0.8418151438236237,0.184375,-0.04221069078776054,0.2,45.08083455562591,-9.215152034163475,0.0003,0.016945472,0.7620194554328918,26.09316062927246,410.4,327.69867586791514
65536,32,269,-69.97621397,243,95.83,,,,,,,,,,,,,
67584,33,274,-62.988631819999995,246,87.42,320,0.2033025622367859,0.155224609375,-0.04109776675177272,0.2,100.07326902151108,-9.146399530768395,0.0003,0.013847825,0.7572552561759949,38.309326171875,,
69632,34,278,-67.00416171,249,95.08,330,0.7914553284645081,0.166015625,-0.04129554349638056,0.2,72.21072931289673,-9.077053233981133,0.0003,0.014822004,0.7510417699813843,24.08069610595703,,
70000,,,,,,340,0.8819055035710335,0.218017578125,-0.04638462905422784,0.2,42.34076074361801,-9.014585855603219,0.0003,0.018706849,0.7451492547988892,15.771154403686523,453.2,349.9473232977092
71680,35,288,-48.336875479999996,248,70.05,,,,,,,,,,,,,
73728,36,293,-52.00457404000001,251,76.38,350,0.7678536772727966,0.159375,-0.04102887994376943,0.2,70.04250205755234,-8.985903614759446,0.0003,0.013328647,0.7447810173034668,26.66146469116211,,
75000,,,,,,360,0.8096363544464111,0.175439453125,-0.044987775379559024,0.2,64.89697614908218,-8.942018777132034,0.0003,0.01574415,0.738885760307312,18.494873046875,238.6,180.9630235873163
75776,37,300,-41.176988959999996,251,62.49,,,,,,,,,,,,,
77824,38,305,-46.46565149999999,254,70.63,370,0.07960861921310425,0.189794921875,-0.04920682010415476,0.2,54.798587679862976,-8.889844250679015,0.0003,0.017772347,0.7340130805969238,22.142419815063477,,
