time/total_timesteps,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/actor_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
24,4,6.0,0,625,3.6901397499999997,,,,,,,,
41,8,5.125,0,744,2.786898125,,,,,,,,
61,12,5.083333333333333,0,797,2.713666083333333,,,,,,,,
85,16,5.3125,0,823,2.535424875,,,,,,,,
103,20,5.15,0,625,2.4601669999999998,29.95180892944336,-0.005196321289986372,2,0.9997000694274902,-5.872934341430664,0.0003,,
130,24,5.416666666666667,0,264,2.811727625,22.267274856567383,-0.16834425926208496,29,0.9915185570716858,-13.255281448364258,0.0003,,
156,28,5.571428571428571,0,199,2.9302898571428573,21.77424430847168,-0.3294786214828491,55,0.983644425868988,-14.384531021118164,0.0003,,
173,32,5.40625,0,178,2.77257271875,29.782764434814453,-0.435047447681427,72,0.9785490036010742,-14.225314140319824,0.0003,,
193,36,5.361111111111111,1,160,2.6919482222222224,23.754745483398438,-0.5560805797576904,92,0.9726029634475708,-14.520999908447266,0.0003,,
214,40,5.35,1,146,2.6222503,31.13541030883789,-0.6847045421600342,113,0.96641606092453,-14.634509086608887,0.0003,,
233,44,5.295454545454546,1,138,2.6257775227272733,24.827247619628906,-0.7971624732017517,132,0.9608634114265442,-14.920330047607422,0.0003,,
267,48,5.5625,2,126,2.5811713750000003,13.870473861694336,-0.9930216670036316,166,0.9510484337806702,-16.933076858520508,0.0003,,
288,52,5.538461538461538,2,122,2.5465625192307693,10.731422424316406,-1.1074320077896118,187,0.9450691342353821,-16.577659606933594,0.0003,,
311,56,5.553571428571429,2,120,2.5148909642857147,6.143712043762207,-1.2445433139801025,210,0.9386110901832581,-17.511077880859375,0.0003,,
336,60,5.6,2,117,2.57433865,4.981637477874756,-1.378918170928955,235,0.9316811561584473,-18.233978271484375,0.0003,,
356,64,5.5625,3,116,2.5426636093750004,4.262972354888916,-1.4935375452041626,255,0.9261770248413086,-18.421751022338867,0.0003,,
381,68,5.602941176470588,3,113,2.564405411764706,3.8932716846466064,-1.649055004119873,280,0.9193311333656311,-19.02284812927246,0.0003,,
401,72,5.569444444444445,3,112,2.5345675138888897,3.987818479537964,-1.7515100240707397,300,0.9138866662979126,-19.076677322387695,0.0003,,
432,76,5.684210526315789,3,109,2.572269447368422,3.198368549346924,-1.9419519901275635,331,0.9055237770080566,-19.47515869140625,0.0003,,
451,80,5.6375,4,108,2.5407763250000004,4.100142478942871,-2.0384089946746826,350,0.9004225730895996,-18.851327896118164,0.0003,,
474,84,5.642857142857143,4,106,2.5394276904761903,3.43851375579834,-2.1867735385894775,373,0.8942776322364807,-20.435758590698242,0.0003,,
499,88,5.670454545454546,4,106,2.583395681818182,3.280437469482422,-2.345144033432007,398,0.8876264691352844,-20.32968521118164,0.0003,,
530,92,5.760869565217392,5,105,2.6198993043478263,4.869794845581055,-2.537264823913574,429,0.8794319033622742,-19.95050811767578,0.0003,,
555,96,5.78125,5,104,2.6127509791666665,2.6489830017089844,-2.679609775543213,454,0.8728616833686829,-20.58490753173828,0.0003,,
579,100,5.79,5,103,2.6142808499999997,3.98390531539917,-2.809142589569092,478,0.8665946125984192,-20.357742309570312,0.0003,,
600,104,5.76,5,103,2.56842298,3.094573974609375,-2.9541194438934326,499,0.8611406683921814,-21.619064331054688,0.0003,,
621,108,5.8,6,103,2.59834613,3.958637237548828,-3.054694175720215,520,0.8557133078575134,-20.19512939453125,0.0003,,
639,112,5.78,6,102,2.5850302,2.885952949523926,-3.1858811378479004,538,0.8510884046554565,-21.316654205322266,0.0003,,
665,116,5.8,6,102,2.6070952100000007,5.524255752563477,-3.3298211097717285,564,0.8444461226463318,-20.367713928222656,0.0003,,
690,120,5.87,6,102,2.6624464200000006,4.672364234924316,-3.469815254211426,589,0.8381171226501465,-20.438617706298828,0.0003,,
713,124,5.83,6,102,2.5773700899999996,3.140758991241455,-3.618208885192871,612,0.8323450088500977,-21.092514038085938,0.0003,,
738,128,5.82,7,101,2.5446825199999994,3.4884204864501953,-3.7730250358581543,637,0.8261192440986633,-20.87961196899414,0.0003,,
771,132,5.98,7,101,2.6566245499999996,4.197614669799805,-3.9694406986236572,670,0.8179711103439331,-20.497394561767578,0.0003,,
798,136,6.05,7,100,2.71874816,4.5984649658203125,-4.141254425048828,697,0.8113706111907959,-21.249343872070312,0.0003,,
822,140,6.08,8,100,2.7367643799999994,4.176286697387695,-4.261746883392334,721,0.8055431842803955,-21.883514404296875,0.0003,,
850,144,6.17,8,99,2.74254594,4.364530563354492,-4.439180374145508,749,0.7987940311431885,-21.662742614746094,0.0003,,
881,148,6.14,8,99,2.76413282,4.424239158630371,-4.584287643432617,780,0.7914051413536072,-22.49376678466797,0.0003,,
899,152,6.11,9,99,2.7599170299999995,4.103677272796631,-4.734153747558594,798,0.7871533036231995,-22.655651092529297,0.0003,,
918,156,6.07,9,99,2.7592753499999993,3.940922260284424,-4.799278259277344,817,0.782680869102478,-21.570480346679688,0.0003,,
947,160,6.11,9,99,2.77329223,5.704056739807129,-5.008999824523926,846,0.7759029865264893,-22.751249313354492,0.0003,,
967,164,6.11,9,98,2.77286622,6.78429651260376,-5.112471580505371,866,0.7712602019309998,-20.565139770507812,0.0003,,
987,168,6.06,9,98,2.74055878,4.808906555175781,-5.255038261413574,886,0.7666481733322144,-22.552885055541992,0.0003,,
1012,172,6.11,10,98,2.7925403,4.599254608154297,-5.406482696533203,911,0.7609304189682007,-20.828136444091797,0.0003,,
1034,176,6.02,10,98,2.79494862,4.795604705810547,-5.5326948165893555,933,0.7559308409690857,-21.980045318603516,0.0003,,
1057,180,6.06,10,98,2.81838029,6.15944766998291,-5.623685836791992,956,0.7507375478744507,-21.653270721435547,0.0003,,
1075,184,6.01,10,98,2.81886912,5.156729698181152,-5.688695430755615,974,0.7467068433761597,-20.687885284423828,0.0003,,
1102,188,6.03,11,98,2.76517887,5.405264854431152,-5.8865838050842285,1001,0.7406991720199585,-21.956287384033203,0.0003,,
1126,192,5.96,11,98,2.73019441,5.3928070068359375,-6.059665203094482,1025,0.7354047894477844,-21.90805435180664,0.0003,,
1147,196,5.92,11,97,2.7562773500000004,4.21318244934082,-6.1725358963012695,1046,0.7308028936386108,-21.19120216369629,0.0003,,
1170,200,5.91,11,97,2.7393655399999997,5.937558650970459,-6.294752597808838,1069,0.7258043885231018,-20.877941131591797,0.0003,,
1190,204,5.9,12,97,2.73542783,6.632356643676758,-6.3966383934021,1089,0.7214794158935547,-21.011798858642578,0.0003,,
1214,208,5.93,12,97,2.746952779999999,6.577502727508545,-6.544528484344482,1113,0.7163201570510864,-21.022571563720703,0.0003,,
1234,212,5.95,12,97,2.74353046,6.144279479980469,-6.614731788635254,1133,0.712051272392273,-20.941226959228516,0.0003,,
1255,216,5.9,12,96,2.73029552,6.148308753967285,-6.780580520629883,1154,0.7076086401939392,-20.721101760864258,0.0003,,
1273,220,5.83,13,96,2.6819354599999996,5.4042510986328125,-6.852926731109619,1172,0.7038238048553467,-20.884681701660156,0.0003,,
1293,224,5.8,13,96,2.6644005899999996,6.849407196044922,-6.953392028808594,1192,0.6996437311172485,-20.42428970336914,0.0003,,
1315,228,5.77,13,96,2.692944789999999,7.093495845794678,-7.108470439910889,1214,0.6950727105140686,-19.697711944580078,0.0003,,
1336,232,5.65,13,96,2.6064008999999992,6.562028884887695,-7.220732688903809,1235,0.6907310485839844,-20.145790100097656,0.0003,,
1361,236,5.63,14,96,2.56428963,6.2988667488098145,-7.338411331176758,1260,0.6855998635292053,-20.338016510009766,0.0003,,
1386,240,5.64,14,96,2.58246464,7.593132495880127,-7.502587795257568,1285,0.6805104613304138,-20.31395721435547,0.0003,,
1411,244,5.61,14,96,2.5675983199999997,7.304324150085449,-7.659937858581543,1310,0.6754706501960754,-19.550878524780273,0.0003,,
1435,248,5.54,14,96,2.5807596,9.881549835205078,-7.745288848876953,1334,0.6706658005714417,-21.291378021240234,0.0003,,
1457,252,5.58,15,95,2.59808424,6.615018844604492,-7.823277473449707,1356,0.6662954688072205,-20.169178009033203,0.0003,,
1484,256,5.66,15,95,2.61186915,7.654804229736328,-8.086402893066406,1383,0.6609740257263184,-19.981903076171875,0.0003,,
1511,260,5.64,15,95,2.58199408,6.157763481140137,-8.22447395324707,1410,0.6556965708732605,-18.90975570678711,0.0003,,
1534,264,5.67,16,95,2.56987779,9.384634017944336,-8.377876281738281,1433,0.6512386798858643,-20.46099853515625,0.0003,,
1561,268,5.74,16,95,2.6405033099999997,6.794773101806641,-8.43556022644043,1460,0.6460460424423218,-18.67229461669922,0.0003,,
1584,272,5.72,16,95,2.56229664,8.222375869750977,-8.579477310180664,1483,0.6416528224945068,-19.23406982421875,0.0003,,
1610,276,5.76,16,95,2.54163401,10.03079605102539,-8.646336555480957,1509,0.6367236971855164,-19.3455810546875,0.0003,,
1631,280,5.74,17,95,2.54100445,9.58767318725586,-8.856011390686035,1530,0.6327736377716064,-19.641143798828125,0.0003,,
1654,284,5.79,17,95,2.5526284599999998,9.173640251159668,-8.980629920959473,1553,0.6284815073013306,-19.460386276245117,0.0003,,
1671,288,5.69,17,95,2.51292271,10.649925231933594,-9.002009391784668,1570,0.6253286600112915,-18.463241577148438,0.0003,,
1693,292,5.67,17,95,2.4913752700000003,8.08281135559082,-9.188278198242188,1592,0.6212695837020874,-16.97469711303711,0.0003,,
1712,296,5.65,17,95,2.43415876,9.593154907226562,-9.274484634399414,1611,0.6177804470062256,-17.936201095581055,0.0003,,
1745,300,5.75,18,95,2.4562780799999997,8.267698287963867,-9.439845085144043,1644,0.6117860674858093,-18.142332077026367,0.0003,,
1765,304,5.75,18,95,2.4444027499999996,9.081241607666016,-9.577505111694336,1664,0.6081919074058533,-19.261951446533203,0.0003,,
1786,308,5.72,18,95,2.4277650299999998,8.156318664550781,-9.606855392456055,1685,0.6044397950172424,-17.39763641357422,0.0003,,
1807,312,5.73,18,95,2.42277045,8.509725570678711,-9.728559494018555,1706,0.6007160544395447,-17.64936637878418,0.0003,,
1834,316,5.79,19,95,2.4623676,9.357063293457031,-9.879063606262207,1733,0.5959619283676147,-18.616146087646484,0.0003,,
1860,320,5.87,19,94,2.4770385100000003,6.713615417480469,-9.999448776245117,1759,0.5914230942726135,-17.593746185302734,0.0003,,
1882,324,5.89,19,94,2.4513374100000003,10.550358772277832,-10.101081848144531,1781,0.5876190066337585,-18.3980712890625,0.0003,,
1903,328,5.88,20,94,2.40253335,6.918998718261719,-10.34432601928711,1802,0.5840239524841309,-16.74974822998047,0.0003,,
1930,332,5.94,20,94,2.42812394,10.653703689575195,-10.337634086608887,1829,0.5794211030006409,-18.244138717651367,0.0003,,
1960,336,5.99,20,94,2.4805747200000003,12.785774230957031,-10.410440444946289,1859,0.5743682384490967,-19.00079345703125,0.0003,,
1989,340,6.03,20,94,2.48041243,7.5876569747924805,-10.556791305541992,1888,0.5695202350616455,-17.20907974243164,0.0003,,
2015,344,6.04,21,94,2.46355746,9.988447189331055,-10.561088562011719,1914,0.5652377605438232,-17.476409912109375,0.0003,,
2033,348,5.98,21,94,2.4289903200000005,10.44845199584961,-10.862811088562012,1932,0.562311053276062,-17.575929641723633,0.0003,,
2054,352,5.97,21,94,2.42801542,11.348243713378906,-10.947417259216309,1953,0.5588927268981934,-16.430831909179688,0.0003,,
2079,356,5.95,21,95,2.46124907,10.40920639038086,-10.952848434448242,1978,0.5548418760299683,-17.478286743164062,0.0003,,
2099,360,5.88,22,94,2.43922712,11.459197998046875,-11.266244888305664,1998,0.5516169667243958,-16.515419006347656,0.0003,,
2120,364,5.86,22,94,2.4824650500000005,9.391804695129395,-11.423301696777344,2019,0.5482272505760193,-16.654247283935547,0.0003,,
2146,368,5.85,22,94,2.40464143,12.44914436340332,-11.341266632080078,2045,0.5440503358840942,-17.323402404785156,0.0003,,
2171,372,5.87,22,94,2.3958671000000002,11.467066764831543,-11.588136672973633,2070,0.5400881767272949,-15.63946533203125,0.0003,,
2198,376,5.88,23,94,2.37477488,10.507795333862305,-11.706581115722656,2097,0.5358415246009827,-15.926891326904297,0.0003,,
2225,380,5.94,23,93,2.38025374,10.689987182617188,-11.716630935668945,2124,0.531639039516449,-17.32430648803711,0.0003,,
2247,384,5.93,23,93,2.3204100800000003,11.297080993652344,-11.991273880004883,2146,0.5282407402992249,-16.638986587524414,0.0003,,
2273,388,6.02,24,93,2.43644434,11.131218910217285,-12.193528175354004,2172,0.5242325663566589,-16.81621551513672,0.0003,,
2290,392,5.97,24,93,2.43183814,8.322927474975586,-12.379164695739746,2189,0.521625816822052,-16.09774398803711,0.0003,,
2312,396,6.0,24,93,2.45757714,10.098674774169922,-12.228327751159668,2211,0.5182655453681946,-16.341659545898438,0.0003,,
2340,400,5.95,25,93,2.51374296,10.64395523071289,-12.559334754943848,2239,0.5140289664268494,-14.958512306213379,0.0003,,
