time/total_timesteps,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/std,train/approx_kl,train/n_updates,train/explained_variance,train/clip_fraction,train/value_loss,train/loss,train/policy_gradient_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
2048,1,104.02471308695652,22.097826086956523,3,633,,,,,,,,,,,,,
4096,2,110.74668967999997,23.43,7,531,0.2,-24.094581890106202,0.997381329536438,0.02106199,10,0.0024581551551818848,0.222314453125,1356.5502773284911,435.7672424316406,-0.06014580759801902,0.0003,,
5000,,,,,,0.2,-24.065445637702943,0.9961986541748047,0.023165867,20,0.01831340789794922,0.245703125,1201.7037752151489,546.1231079101562,-0.07122672372788656,0.0003,180.80312322974206,35.25
6144,3,110.76596270000002,23.57,12,476,,,,,,,,,,,,,
8192,4,107.28701132999998,22.86,17,474,0.2,-24.033644926548003,0.9933013916015625,0.028287452,30,0.01831209659576416,0.3111328125,1021.8764429092407,388.8664245605469,-0.08302235309383832,0.0003,,
10000,,,,,,0.2,-24.027542781829833,0.9949284791946411,0.034034602,40,0.01657813787460327,0.353955078125,816.3500110626221,338.19708251953125,-0.08688149682420772,0.0003,240.8560892634094,48.0
10240,5,114.1221548,24.43,22,446,,,,,,,,,,,,,
12288,6,116.52738037999998,24.79,27,451,0.2,-24.00600203871727,0.9916493892669678,0.036517777,50,0.012162268161773682,0.371875,912.896861076355,401.72381591796875,-0.0882990121084731,0.0003,,
14336,7,124.70894509000001,26.66,31,452,0.2,-23.96243550777435,0.9898966550827026,0.038082927,60,0.016337454319000244,0.41103515625,872.2417270660401,426.2296142578125,-0.09245827151171397,0.0003,,
15000,,,,,,0.2,-23.95554272532463,0.9901471138000488,0.03277364,70,0.035382986068725586,0.342626953125,973.2112070083618,498.3674621582031,-0.08630944741889834,0.0003,294.8600355386734,57.35
16384,8,115.91122432999998,24.58,37,439,,,,,,,,,,,,,
18432,9,121.94398138999999,25.92,41,441,0.2,-23.961776673793793,0.9903876185417175,0.032476902,80,0.03550148010253906,0.33671875,860.1533042907715,485.1896057128906,-0.08493832241219934,0.0003,,
20000,,,,,,0.2,-23.950520795583724,0.9891940951347351,0.025059145,90,0.07385313510894775,0.25654296875,941.2900342941284,449.0907897949219,-0.07556397745502182,0.0003,273.798100399226,53.45
20480,10,130.08107325,27.63,47,431,,,,,,,,,,,,,
22528,11,134.486285,28.48,51,433,0.2,-23.933871352672575,0.9887060523033142,0.021380233,100,0.12056463956832886,0.215966796875,936.4943691253662,386.14031982421875,-0.07103535202331841,0.0003,,
24576,12,138.76118134,29.54,56,435,0.2,-23.931608498096466,0.9888685941696167,0.020767339,110,0.23094242811203003,0.202001953125,823.9274623870849,438.8274841308594,-0.0695008939364925,0.0003,,
25000,,,,,,0.2,-23.9237840116024,0.9879233241081238,0.019737583,120,0.296889066696167,0.18232421875,948.4868469238281,445.3093566894531,-0.0675825248210458,0.0003,339.43641493842006,65.05
26624,13,138.82137910999998,29.39,62,424,,,,,,,,,,,,,
28672,14,139.59684106,29.67,67,425,0.2,-23.90676552653313,0.9871314764022827,0.019753594,130,0.3306918144226074,0.1845703125,836.414210319519,287.6755676269531,-0.06605210035922937,0.0003,,
30000,,,,,,0.2,-23.897017472982405,0.9868115782737732,0.020350449,140,0.37399762868881226,0.187890625,884.1938606262207,403.1867980957031,-0.06617449835757724,0.0003,304.92411393932997,61.95
30720,15,154.05332417,32.97,73,419,,,,,,,,,,,,,
32768,16,169.00121263999998,35.81,77,421,0.2,-23.88420051932335,0.9858527779579163,0.01919743,150,0.34318649768829346,0.175244140625,1021.1057981491089,432.4595642089844,-0.06394626082037576,0.0003,,
34816,17,181.62564867999998,38.17,82,422,0.2,-23.869039905071258,0.9845921993255615,0.021538876,160,0.34625113010406494,0.20107421875,1116.9534921646118,494.078369140625,-0.06606289133778773,0.0003,,
35000,,,,,,0.2,-23.825058847665787,0.9813824892044067,0.023016604,170,0.35956525802612305,0.206787109375,1210.4515100479125,478.66656494140625,-0.0685010991874151,0.0003,358.64985724687574,70.45
36864,18,170.98764896999998,36.27,88,415,,,,,,,,,,,,,
38912,19,180.05938877999998,37.93,93,418,0.2,-23.78613460659981,0.9797925353050232,0.02016798,180,0.36114925146102905,0.17119140625,991.3129114151001,446.3972473144531,-0.06361865763901733,0.0003,,
40000,,,,,,0.2,-23.753045624494554,0.9774633049964905,0.021990059,190,0.36699730157852173,0.192724609375,1249.6987739562987,526.8952026367188,-0.06367671353218611,0.0003,355.7899554789066,72.7
40960,20,198.17369597999996,41.42,99,411,,,,,,,,,,,,,
43008,21,200.85771690999994,42.22,103,413,0.2,-23.714773988723756,0.9755626320838928,0.022302717,200,0.4112812280654907,0.21923828125,1158.22680644989,598.5150756835938,-0.06823583018849604,0.0003,,
45000,,,,,,0.2,-23.69826258420944,0.9754292964935303,0.01900268,210,0.411735475063324,0.1640625,1224.1369983673096,601.9125366210938,-0.05668642171367537,0.0003,308.89037280082704,62.45
45056,22,218.45599665,46.02,109,410,,,,,,,,,,,,,
47104,23,219.70139644,46.21,114,411,0.2,-23.692283707857133,0.9749839901924133,0.023207143,220,0.38313740491867065,0.200341796875,1456.4561002731323,714.7828979492188,-0.06211895256710705,0.0003,,
49152,24,217.43633916,45.66,118,413,0.2,-23.675719916820526,0.9736803770065308,0.020783246,230,0.41738927364349365,0.182666015625,1228.133243370056,547.6827392578125,-0.05777628210780676,0.0003,,
50000,,,,,,0.2,-23.65049648284912,0.9720268249511719,0.019309282,240,0.43827199935913086,0.179736328125,1199.421735572815,589.2212524414062,-0.06073251193156466,0.0003,294.98036110401154,61.05
51200,25,210.84189848999998,44.1,124,410,,,,,,,,,,,,,
53248,26,231.37360294,48.0,129,411,0.2,-23.62615712285042,0.970818042755127,0.02379296,250,0.44739991426467896,0.196484375,1166.6477304458617,688.1302490234375,-0.06034175493405201,0.0003,,
55000,,,,,,0.2,-23.608349359035493,0.9699938297271729,0.019543044,260,0.48486554622650146,0.17197265625,1357.2468647003175,624.3043823242188,-0.058058678903034885,0.0003,351.7578610658646,71.15
55296,27,246.95985219000005,51.26,135,408,,,,,,,,,,,,,
57344,28,235.31943260999998,48.82,139,409,0.2,-23.585933870077135,0.9682639837265015,0.019466028,270,0.4277408719062805,0.173876953125,1299.3605756759644,603.6884765625,-0.05749398728949018,0.0003,,
59392,29,246.52125,51.83,144,411,0.2,-23.56888342499733,0.9682408571243286,0.01760523,280,0.4878494143486023,0.160302734375,1126.0284282684327,500.6645202636719,-0.05740066150901839,0.0003,,
60000,,,,,,0.2,-23.555365478992464,0.967006266117096,0.017004047,290,0.4747898578643799,0.145751953125,1282.0317388534545,540.4435424804688,-0.05425665614602622,0.0003,411.7298354923725,80.2
61440,30,247.42922674000002,52.35,150,407,,,,,,,,,,,,,
63488,31,253.66054938000002,53.76,155,408,0.2,-23.522955828905104,0.964554488658905,0.020273222,300,0.486037015914917,0.18115234375,1200.5016130447389,503.5058288574219,-0.05799219947657548,0.0003,,
