rollout/ep_len_mean,time/episodes,time/time_elapsed,train/critic_loss,train/learning_rate,train/n_updates,rollout/ep_rew_mean,train/actor_loss,time/fps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward
511.5,4,12,0.3520723581314087,0.001,2015,-450.20810875,-3.7291597298213413,162,2046,,
,,,0.3598266863822937,0.001,4046,,-2.932416058897972,,5000,265.6,-95.65323179356346
755.75,8,34,0.36029977031052113,0.001,5046,-498.82898450000005,-4.071050203800201,174,6046,,
,,,0.8098694118261337,0.001,9046,,-6.773357681274414,,10000,1000.0,814.9207655158825
837.1666666666666,12,69,,,,-231.82426175,,143,10046,,
824.0625,16,89,1.0840614365159178,0.001,12185,-149.4878945625,-7.604663544806881,147,13185,,
,,,0.8175164645910263,0.001,14185,,-7.571285340309143,,15000,775.1,136.58522042403783
859.25,20,122,0.8432483243048191,0.001,16185,-98.0455755,-7.264025629043579,140,17185,,
821.2083333333334,24,141,0.8743439277013143,0.001,19275,-24.987538458333336,-8.1479659292433,139,19709,,
,,,0.8786031860635027,0.001,19709,,-8.487020268418272,,20000,1000.0,591.2226908326984
846.75,28,172,0.6644262347519397,0.001,22709,59.42502378571427,-9.764595875740051,137,23709,,
,,,0.6856814991533756,0.001,24709,,-11.470037199020386,,25000,1000.0,807.9010113083386
865.90625,32,208,0.6826448811292648,0.001,26709,143.535735,-13.14119408416748,133,27709,,
,,,0.7386743196547031,0.001,29709,,-15.183285831451416,,30000,905.0,376.9744687697363
880.8055555555555,36,242,0.8812657044827938,0.001,30709,145.79571291666664,-15.014633089065551,130,31709,,
,,,1.0077756756544114,0.001,34709,,-16.056646789550783,,35000,935.9,609.2926286586371
892.725,40,276,,,,178.16967565,,129,35709,,
902.4772727272727,44,300,0.9338334046006203,0.001,38709,232.24419731818182,-18.047477745056153,131,39709,,
,,,0.9266831245720386,0.001,39709,,-18.546249195098877,,40000,1000.0,806.8793230040231
910.6041666666666,48,337,0.8743379164338112,0.001,42709,280.1611647083333,-20.218327388763427,129,43709,,
,,,0.779448077082634,0.001,44717,,-21.991408348083496,,45000,675.3,529.1944291238513
898.4038461538462,52,363,1.0187118590176105,0.001,45717,299.78021330769224,-21.370993118286133,128,46717,,
875.0535714285714,56,377,1.3232420921325683,0.001,48003,312.2931750892857,-22.45739503808924,129,49003,,
,,,1.0923273688554764,0.001,49003,,-22.853109508514404,,50000,856.5,630.3116514231311
883.3833333333333,60,409,1.1855494492053986,0.001,52003,344.1749388999999,-24.619109203338624,129,53003,,
,,,1.1822902106642723,0.001,54003,,-26.0362794380188,,55000,813.0,404.27732804191766
890.671875,64,443,1.1915202515721321,0.001,56003,378.236655828125,-27.3784716796875,128,57003,,
,,,1.241517277121544,0.001,59811,,-29.624742805480956,,60000,1000.0,543.5576654829958
894.2794117647059,68,477,,,,403.4407363382353,,127,60811,,
878.7777777777778,72,492,1.7945594674203453,0.001,62272,415.5879648472222,-31.305121319965252,128,63272,,
,,,1.558062778711319,0.001,64743,,-32.99253147888184,,65000,804.5,418.1501402561786
871.2631578947369,76,521,1.5047322609424592,0.001,65743,425.71020492105265,-33.63892657470703,126,66216,,
,,,1.812972043454647,0.001,69216,,-34.58152890396118,,70000,952.7,884.3489790063308
877.7,80,554,,,,413.58464851249994,,126,70216,,
883.5238095238095,84,577,2.025235072731972,0.001,73216,443.64461141666663,-36.09911981582641,128,74216,,
,,,1.7990909752092863,0.001,74235,,-37.32753456963433,,75000,756.1,516.4486699257992
877.6704545454545,88,605,2.2116605422496796,0.001,76235,435.2152418181818,-36.77570958709717,127,77235,,
,,,2.4675771539211273,0.001,79393,,-37.94413559341431,,80000,494.5,540.3293920275726
873.8369565217391,92,630,,,,445.20739728260867,,127,80393,,
859.9270833333334,96,643,2.7713591390185885,0.001,81553,437.3641275416667,-38.327178955078125,128,82553,,
843.01,100,655,2.9323542213734286,0.001,83804,436.12878403999997,-39.718384636773,128,84301,,
,,,3.0083136565728448,0.001,84301,,-40.60888919522685,,85000,562.0,672.0234965413983
856.57,104,680,3.613578204776631,0.001,87134,495.51911523,-41.87484785121122,128,87703,,
,,,3.690688159823418,0.001,89703,,-44.03788739776611,,90000,1000.0,1455.401749147591
853.88,108,709,3.9435740019489085,0.001,90434,573.9035585500001,-44.467453398991154,128,91434,,
845.23,112,733,4.0841905628442765,0.001,94376,613.59634648,-47.8253623046875,128,94569,,
,,,4.112168210775741,0.001,94569,,-48.039666414260864,,95000,730.4,922.643079965422
853.84,116,760,4.8985136185884475,0.001,97569,634.80192459,-49.326762115478516,129,98569,,
,,,4.547573637366295,0.001,99569,,-50.309522392272946,,100000,729.2,1161.3986988384072
844.05,120,788,4.992219297647476,0.001,101569,653.5504653,-50.766149085998535,128,101590,,
,,,5.1491903614997865,0.001,104590,,-52.58515710449219,,105000,845.2,1035.1735453157685
858.81,124,813,,,,691.1427802300001,,129,105590,,
856.21,128,834,5.103106577396392,0.001,108590,698.89546744,-53.91861826324463,131,109330,,
,,,4.518147865931193,0.001,109623,,-55.75572465595446,,110000,811.4,1147.1888886896427
839.14,132,853,5.581854478478432,0.001,110623,709.38654688,-55.19492668151855,130,111623,,
,,,5.905344547748566,0.001,114196,,-57.481479919433596,,115000,1000.0,1792.5574675080832
834.87,136,882,,,,765.6704235700001,,130,115196,,
834.87,140,904,5.866098634004593,0.001,118196,802.2503290299999,-59.58109177398681,131,119196,,
,,,6.103561757564544,0.001,119196,,-60.170270072937015,,120000,1000.0,1734.3134685652797
834.87,144,938,6.014916525602341,0.001,122196,830.87317177,-62.025366134643555,131,123196,,
,,,6.146846548557281,0.001,124196,,-63.2813204574585,,125000,905.5,1479.7334380133834
834.87,148,969,6.408326418876648,0.001,126196,867.5401985899999,-63.6922710647583,131,127196,,
,,,6.475978820800782,0.001,129196,,-65.51350871276856,,130000,961.0,1788.353079456021
844.79,152,1001,6.828506977558136,0.001,130196,908.16323462,-66.32841843414306,131,131196,,
857.06,156,1023,7.098983630180359,0.001,134196,915.8462340799998,-67.62944396209717,131,134709,,
,,,7.170964632815088,0.001,134709,,-67.68421572446823,,135000,1000.0,1900.1153189681704
850.06,160,1049,7.724979499340058,0.001,137106,936.0193041,-68.81719787597656,131,138009,,
,,,7.752354488611221,0.001,139009,,-69.72222212982177,,140000,939.0,1828.9324345757486
850.06,164,1080,7.778020628929138,0.001,141009,971.60424236,-70.68477654266357,131,142009,,
841.36,168,1102,8.215672627446198,0.001,144681,995.9805968799998,-72.6675298781622,131,144947,,
,,,8.168442203586263,0.001,144947,,-72.61924663342927,,145000,783.2,1464.01251428885
855.8,172,1131,8.220047223567963,0.001,147852,1047.67658599,-74.05782266998291,131,148852,,
,,,8.581081318855286,0.001,149852,,-74.80258020019531,,150000,762.6,1379.6689742052229
854.1,176,1160,8.565566020965576,0.001,151488,1079.62205836,-75.83870788574218,130,151626,,
,,,8.931707774400712,0.001,154365,,-77.1990146331787,,155000,940.2,1463.163847448607
851.49,180,1188,,,,1121.88307484,,130,155365,,
846.0,184,1208,9.538750948905944,0.001,157816,1147.2338528299997,-78.00744603729248,131,158816,,
,,,9.49440269756317,0.001,159816,,-78.74656887817383,,160000,1000.0,1821.8556735741295
855.81,188,1242,9.466457911014556,0.001,161816,1213.50760744,-79.46727369689941,131,162816,,
,,,9.723292886257171,0.001,164816,,-80.26290070343018,,165000,891.2,946.430881569066
864.23,192,1276,9.381369232177734,0.001,165816,1200.16689636,-80.30997622680664,130,166816,,
,,,10.659233986377716,0.001,169816,,-80.46074731445313,,170000,879.3,1711.5306372056482
877.15,196,1308,,,,1237.1267722700002,,130,170268,,
885.35,200,1321,11.533772411068858,0.001,171836,1253.8555951699998,-81.41761311258023,130,172836,,
,,,11.300133625507355,0.001,174084,,-80.89629908752441,,175000,903.5,1782.3792132108763
883.81,204,1351,11.473677691459656,0.001,175084,1279.5424697699998,-81.4835213470459,130,176084,,
881.54,208,1373,11.432120291959672,0.001,178588,1286.46227889,-82.84458239116366,130,179588,,
,,,11.617184558868408,0.001,179588,,-83.57138523864747,,180000,713.7,1390.1798987454385
890.19,212,1404,11.298535357952117,0.001,182588,1302.87900829,-85.03310711669921,130,183588,,
,,,12.16458662700653,0.001,184588,,-85.48359381103515,,185000,1000.0,2054.700018736033
889.39,216,1439,11.921003095149993,0.001,186588,1361.9906958800002,-86.00589514160156,130,187508,,
,,,11.632156052589416,0.001,189870,,-87.83845318603515,,190000,593.4,1029.472591435304
892.8,220,1466,,,,1405.18357835,,130,190870,,
889.22,224,1489,11.389588190555573,0.001,193870,1433.6238206500002,-89.60662661743164,130,194512,,
,,,11.687662446238912,0.001,194512,,-90.87103416466638,,195000,1000.0,2013.9186544877477
891.82,228,1522,11.198196532249451,0.001,197512,1467.1044952199998,-91.67640174865723,130,198512,,
,,,11.187047688007354,0.001,199512,,-92.9896900177002,,200000,950.1,1801.4433321430465
908.89,232,1554,11.591020025730133,0.001,201512,1518.93566727,-93.3942232055664,130,202512,,
894.22,236,1571,12.447880503177643,0.001,204569,1480.3738740800002,-94.81675006103515,130,204618,,
,,,13.910653192169812,0.001,204618,,-95.82559844970703,,205000,358.3,770.4020326225997
877.12,240,1587,11.793708596274117,0.001,206725,1447.5809852500001,-95.98809137884176,130,206908,,
,,,13.1912219080925,0.001,209102,,-96.34829106140137,,210000,1000.0,1778.6790860444635
869.06,244,1611,,,,1447.9598766600002,,130,210102,,
869.06,248,1633,13.022541177272796,0.001,213102,1466.1049355200005,-97.20868225097657,131,214102,,
,,,12.92140992641449,0.001,214102,,-98.05666287231445,,215000,873.2,1969.4349496285897
864.62,252,1663,12.839167056560516,0.001,217102,1485.4450627400001,-99.26050921630859,130,217658,,
,,,13.81170219707489,0.001,219658,,-100.73235054016114,,220000,901.1,1714.0313220125063
869.49,256,1695,14.287972334384918,0.001,220658,1551.2800626099997,-101.0439003753662,130,221658,,
868.56,260,1713,13.440590760231018,0.001,223865,1573.3537321,-102.69603955078125,131,224865,,
,,,13.46445939540863,0.001,224865,,-103.47751350402832,,225000,813.7,1894.5126069762744
868.56,264,1744,13.213053103923798,0.001,227865,1586.9044387200001,-104.65841973876954,131,228865,,
,,,13.379617782115936,0.001,229865,,-105.47437802124024,,230000,914.4,2278.029098403128
872.4,268,1774,13.385063905239106,0.001,231865,1610.95759655,-107.00743714904785,130,232187,,
,,,14.311317424297332,0.001,234447,,-108.21674597167969,,235000,751.7,1706.5552306581842
