time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/loss,train/std,train/n_updates,eval/mean_ep_length,eval/mean_reward
3782,499712,132,446.1,244,2230.53912881,0.3095703125,-0.04788735716138035,0.0003,0.8851469531655312,420.7009925365448,0.2,-24.58523694872856,0.034839764,108.9292984008789,0.8304628729820251,2430,,
,500000,,,,,0.2771484375,-0.04952386771328747,0.0003,0.8882370069622993,478.03938658237456,0.2,-24.551911902427673,0.028517162,34.50678634643555,0.8297100067138672,2440,559.3,2785.1529316113797
3820,501760,131,452.3,245,2261.3745009599998,,,,,,,,,,,,,
3828,503808,131,457.13,246,2286.3433600600006,0.340576171875,-0.06431858135038056,0.0003,0.9358967542648315,170.59888612031938,0.2,-24.534383797645567,0.037943076,28.338464736938477,0.8285900354385376,2450,,
,505000,,,,,0.335595703125,-0.0610147648898419,0.0003,0.9598439186811447,120.24339876174926,0.2,-24.5104228079319,0.034488652,18.66338539123535,0.8271500468254089,2460,542.55,2700.5823519293217
3865,505856,130,463.24,247,2316.4548155,,,,,,,,,,,,,
3875,507904,131,461.84,248,2310.55537899,0.3712890625,-0.05000594073790125,0.0003,0.9724954050034285,63.938956800103185,0.2,-24.47075989842415,0.041475996,15.168874740600586,0.8260527849197388,2470,,
3884,509952,131,463.44,249,2318.4022720899998,0.240966796875,-0.04811212481581606,0.0003,0.9140096008777618,347.15177661180496,0.2,-24.474832141399382,0.023093065,43.32974624633789,0.8276374936103821,2480,,
,510000,,,,,0.251123046875,-0.0541407759883441,0.0003,0.9346248283982277,272.1392989039421,0.2,-24.487152832746506,0.024446523,57.92350769042969,0.8268532156944275,2490,612.5,3057.4138797596715
3923,512000,130,454.9,250,2276.71835754,,,,,,,,,,,,,
3932,514048,130,452.53,251,2263.8229108699998,0.302880859375,-0.06184210250503384,0.0003,0.9724675063043833,139.72174611091614,0.2,-24.46039836406708,0.030056212,40.25034713745117,0.8256952166557312,2500,,
,515000,,,,,0.27353515625,-0.05306063454190735,0.0003,0.8682597875595093,400.43363057374955,0.2,-24.44441500902176,0.02660133,43.4499397277832,0.8252310156822205,2510,784.55,3923.9010335840285
3979,516096,129,464.34,252,2322.1700803200006,,,,,,,,,,,,,
3987,518144,129,467.5,253,2338.1918546600004,0.34619140625,-0.06168560535879806,0.0003,0.9019996747374535,170.20995215177535,0.2,-24.429229420423507,0.040338777,28.461868286132812,0.825207531452179,2520,,
,520000,,,,,0.326123046875,-0.05759302448714152,0.0003,0.9438648037612438,195.37357004880906,0.2,-24.4640572309494,0.03584355,49.41986083984375,0.8266633152961731,2530,840.85,4209.591328869015
4038,520192,128,471.78,254,2358.9063024600005,,,,,,,,,,,,,
4047,522240,129,471.35,255,2357.41334654,0.3333984375,-0.05466594663448632,0.0003,0.9384365677833557,125.97205095291137,0.2,-24.483791881799696,0.03456816,32.73093795776367,0.8270428776741028,2540,,
4055,524288,129,460.09,256,2301.13642014,0.32548828125,-0.0620976920821704,0.0003,0.964931458234787,119.84680491685867,0.2,-24.454073196649553,0.031359456,25.251420974731445,0.8246356844902039,2550,,
,525000,,,,,0.287255859375,-0.059764401748543604,0.0003,0.9674661085009575,210.01398342847824,0.2,-24.4437956571579,0.027250871,49.59934997558594,0.8258469700813293,2560,788.85,3959.98835849911
4105,526336,128,459.64,257,2299.48718324,,,,,,,,,,,,,
4114,528384,128,466.04,258,2332.4670338,0.332080078125,-0.06134440271416679,0.0003,0.951821893453598,158.39525786042213,0.2,-24.43908495903015,0.034486536,33.20603942871094,0.824715256690979,2570,,
,530000,,,,,0.26279296875,-0.05715036343317479,0.0003,0.9222432672977448,277.93863666057587,0.2,-24.406731408834457,0.026863903,84.38236236572266,0.823538601398468,2580,877.65,4402.50328180939
4165,530432,127,451.91,259,2262.0106714999997,,,,,,,,,,,,,
4174,532480,127,448.81,260,2245.7818246999996,0.332568359375,-0.06500587231421377,0.0003,0.9528993032872677,177.4175119996071,0.2,-24.372223997116087,0.03654024,74.71101379394531,0.821429431438446,2590,,
4184,534528,127,454.4,261,2273.32820501,0.2427734375,-0.05216490736056585,0.0003,0.9278057217597961,360.56046893596647,0.2,-24.331370055675507,0.024412036,168.6441192626953,0.8204261064529419,2600,,
,535000,,,,,0.3185546875,-0.0621461978968,0.0003,0.9489873833954334,247.3150124311447,0.2,-24.268437963724136,0.037607983,72.66512298583984,0.8167528510093689,2610,773.2,3879.0041509930043
4230,536576,126,450.6,262,2254.9868251000003,,,,,,,,,,,,,
4240,538624,127,447.02,263,2237.73903363,0.267431640625,-0.052403436036547645,0.0003,0.9075417071580887,540.9026445150375,0.2,-24.226475566625595,0.024326583,191.33151245117188,0.8166436553001404,2620,,
,540000,,,,,0.45625,-0.06675497131654992,0.0003,0.9645404182374477,80.90315378308296,0.2,-24.17374300956726,0.060785986,18.084056854248047,0.8130776286125183,2630,860.05,4320.0582594167445
4291,540672,125,450.97,264,2258.6228654399997,,,,,,,,,,,,,
4300,542720,126,443.35,265,2220.8514156,0.2087890625,-0.039677322999341416,0.0003,0.7994664460420609,689.7778728961945,0.2,-24.11663824915886,0.022608828,327.5519104003906,0.811906635761261,2640,,
4308,544768,126,449.8,266,2253.60970131,0.29150390625,-0.06269275924714748,0.0003,0.9237945303320885,283.5826646327972,0.2,-24.08409656882286,0.02929865,41.36481857299805,0.8101032376289368,2650,,
,545000,,,,,0.34677734375,-0.053565206231724005,0.0003,0.818026065826416,413.96699994802475,0.2,-24.055591380596162,0.038865883,39.69202423095703,0.8094150424003601,2660,928.3,4650.39093888551
4356,546816,125,453.28,267,2271.20176933,,,,,,,,,,,,,
4364,548864,125,452.66,268,2266.91914847,0.25009765625,-0.04538467901875265,0.0003,0.6043448150157928,681.6723957538604,0.2,-24.04836385846138,0.026213907,309.35211181640625,0.8098066449165344,2670,,
,550000,,,,,0.364501953125,-0.06403066639904864,0.0003,0.947348065674305,109.22806574702263,0.2,-24.037540900707246,0.04122355,14.30356502532959,0.8092303276062012,2680,884.85,4445.837062116596
4412,550912,124,463.09,269,2319.56993335,,,,,,,,,,,,,
4421,552960,125,469.54,270,2351.85295923,0.35927734375,-0.05599803700170014,0.0003,0.8903960287570953,143.02087593078613,0.2,-24.038340717554092,0.045109257,22.185640335083008,0.8094140291213989,2690,,
,555000,,,,,0.41220703125,-0.06063836956745945,0.0003,0.8893826305866241,102.17013485431671,0.2,-24.02139037847519,0.056515675,22.92340850830078,0.8082115054130554,2700,823.6,4113.442248020508
4465,555008,124,476.86,271,2388.33222353,,,,,,,,,,,,,
4473,557056,124,474.93,272,2377.42146951,0.337939453125,-0.05044263815798331,0.0003,0.9088652357459068,255.2542877674103,0.2,-24.01230768561363,0.03404522,35.962974548339844,0.807874858379364,2710,,
4482,559104,124,483.89,273,2421.36261354,0.33056640625,-0.061624486959772184,0.0003,0.9637134000658989,138.49539003372192,0.2,-23.990840399265288,0.033907138,27.19354248046875,0.8072357177734375,2720,,
,560000,,,,,0.292041015625,-0.04790553368948167,0.0003,0.8832060471177101,403.052948141098,0.2,-23.965532571077347,0.03156349,186.44757080078125,0.8055529594421387,2730,884.45,4428.298602228798
4530,561152,123,484.68,274,2423.6739051799996,,,,,,,,,,,,,
4538,563200,124,492.89,275,2465.35014467,0.29130859375,-0.054111010854830964,0.0003,0.9513986743986607,168.47754805088044,0.2,-23.933563762903212,0.03081426,43.29545593261719,0.8046499490737915,2740,,
,565000,,,,,0.33955078125,-0.06142910726775881,0.0003,0.9280599504709244,142.66346947550772,0.2,-23.897535449266435,0.03832385,20.681148529052734,0.8028110861778259,2750,985.65,4940.912634656951
4588,565248,123,499.08,276,2496.3598687199997,,,,,,,,,,,,,
4597,567296,123,502.06,277,2511.5973209,0.32841796875,-0.05119421430572402,0.0003,0.7633641958236694,621.9085781097413,0.2,-23.83702307343483,0.033090945,51.172367095947266,0.799622118473053,2760,,
4606,569344,123,501.26,278,2507.67271153,0.426708984375,-0.06076221027469728,0.0003,0.9743089433759451,78.3073174059391,0.2,-23.790817362070083,0.050865874,26.540555953979492,0.7993361949920654,2770,,
,570000,,,,,0.30341796875,-0.059978156653232875,0.0003,0.9547005221247673,165.8240180850029,0.2,-23.793063294887542,0.031381883,39.90837860107422,0.7996380925178528,2780,962.2,4825.3680346148085
4657,571392,122,505.4,279,2528.27923303,,,,,,,,,,,,,
4665,573440,122,509.86,280,2550.5228938900004,0.39765625,-0.061947974102804435,0.0003,0.9570394419133663,93.12087181806564,0.2,-23.808432972431184,0.044749416,17.428539276123047,0.7999637722969055,2790,,
,575000,,,,,0.29755859375,-0.04370613204955589,0.0003,0.7527400702238083,1074.680279994011,0.2,-23.802424991130827,0.024641527,72.84500122070312,0.7999192476272583,2800,952.0,4768.603094885871
4716,575488,122,518.53,281,2593.72238533,,,,,,,,,,,,,
4724,577536,122,528.21,282,2641.8774672399995,0.309375,-0.06237793948093895,0.0003,0.800311729311943,240.50480196475982,0.2,-23.765580493211747,0.033354983,70.16757202148438,0.7977175116539001,2810,,
4732,579584,122,537.86,283,2690.50634665,0.348828125,-0.05867163632356096,0.0003,0.9383785799145699,274.15131146907805,0.2,-23.708863425254822,0.038737077,407.4211120605469,0.7960368990898132,2820,,
,580000,,,,,0.343408203125,-0.04664370541577227,0.0003,0.8308566957712173,222.03134384155274,0.2,-23.69093546271324,0.04627329,22.708229064941406,0.795535147190094,2830,870.65,4367.047580444812
4781,581632,121,524.0,284,2620.5832371200004,,,,,,,,,,,,,
4790,583680,121,523.91,285,2619.66036321,0.27236328125,-0.04504027519142255,0.0003,0.8324577212333679,494.7575794219971,0.2,-23.669032245874405,0.025838375,59.453453063964844,0.7948002815246582,2840,,
,585000,,,,,0.24794921875,-0.04823609495651908,0.0003,0.9087792187929153,622.0066727876663,0.2,-23.67510631084442,0.0245498,168.50572204589844,0.7957639098167419,2850,929.4,4660.776584137138
4840,585728,121,520.6,286,2602.57000608,,,,,,,,,,,,,
4849,587776,121,528.99,287,2644.83197958,0.301123046875,-0.053430162344011475,0.0003,0.8897490426898003,581.0737617969513,0.2,-23.692344683408738,0.030700801,865.8875732421875,0.7962214350700378,2860,,
4857,589824,121,534.46,288,2671.1116962199994,0.33564453125,-0.051681320485658946,0.0003,0.9228910282254219,404.44281604290006,0.2,-23.68001401424408,0.032230802,62.91570281982422,0.79548180103302,2870,,
,590000,,,,,0.392333984375,-0.06372578044538386,0.0003,0.937017172574997,122.48306953310967,0.2,-23.675327396392824,0.054329384,19.528257369995117,0.7951697707176208,2880,995.1,4992.779182559252
4908,591872,120,535.11,289,2673.5305760599995,,,,,,,,,,,,,
4916,593920,120,536.0,290,2678.16670889,0.3498046875,-0.04638574427808635,0.0003,0.8343344926834106,450.81283643245695,0.2,-23.663994824886323,0.038259394,39.3475227355957,0.7948476672172546,2890,,
,595000,,,,,0.2666015625,-0.04649959194357507,0.0003,0.786474883556366,469.3569280147552,0.2,-23.649844300746917,0.028058905,46.5094108581543,0.7943345904350281,2900,975.75,4890.209149429202
4968,595968,119,546.84,291,2732.8938847599998,,,,,,,,,,,,,
4975,598016,120,536.07,292,2678.58970741,0.290478515625,-0.04850106087396853,0.0003,0.5711329281330109,1067.0282439231873,0.2,-23.65611441731453,0.028132241,89.02098083496094,0.7952629923820496,2910,,
,600000,,,,,0.3294921875,-0.054156258402508685,0.0003,0.9409551434218884,188.65936900377272,0.2,-23.66793191432953,0.038777255,32.47199630737305,0.7950741648674011,2920,945.95,4739.960270710662
5025,600064,119,536.24,293,2679.99071012,,,,,,,,,,,,,
5034,602112,119,541.05,294,2704.6061312,0.32236328125,-0.04454284344683401,0.0003,0.8990275487303734,314.9322166085243,0.2,-23.66106610894203,0.031304225,23.532577514648438,0.7951995730400085,2930,,
5043,604160,119,544.02,295,2719.8590695800003,0.4419921875,-0.06852688375511207,0.0003,0.9520607739686966,107.87709909677505,0.2,-23.629184675216674,0.06017369,15.623602867126465,0.792618989944458,2940,,
,605000,,,,,0.442578125,-0.0555595562182134,0.0003,0.9275838658213615,78.1738231599331,0.2,-23.60469744205475,0.072644435,11.523637771606445,0.7926062941551208,2950,942.25,4724.376019572001
5092,606208,119,547.62,296,2738.42829213,,,,,,,,,,,,,
5101,608256,119,539.99,297,2700.5025847900006,0.34609375,-0.04329496858408675,0.0003,0.8759983405470848,422.53248097896574,0.2,-23.597943550348283,0.039021097,17.224655151367188,0.7924230694770813,2960,,
,610000,,,,,0.397802734375,-0.053412111356738026,0.0003,0.9474264234304428,78.74289947748184,0.2,-23.572078984975814,0.04980871,11.310513496398926,0.7903963923454285,2970,954.5,4779.944207921973
5152,610304,118,546.34,298,2732.3482261300005,,,,,,,,,,,,,
5159,612352,118,561.87,299,2811.2068203000003,0.399951171875,-0.04446853761328384,0.0003,0.8318470269441605,324.884679889679,0.2,-23.54548624753952,0.048222348,18.55595588684082,0.7899105548858643,2980,,
5167,614400,118,566.77,300,2836.0785939099997,0.385986328125,-0.05415433291345835,0.0003,0.8442582339048386,112.3197014451027,0.2,-23.534620225429535,0.061220936,14.157655715942383,0.7901361584663391,2990,,
,615000,,,,,0.3125,-0.05724889904668089,0.0003,0.9451882019639015,187.44692768454553,0.2,-23.554569029808043,0.030137697,31.628856658935547,0.7907037138938904,3000,642.15,3194.4531639136376
5204,616448,118,555.39,301,2779.49569093,,,,,,,,,,,,,
5213,618496,118,553.97,302,2771.8971210399995,0.20673828125,-0.04559494200802874,0.0003,0.8358456045389175,776.8620660543442,0.2,-23.558482939004897,0.023589289,297.2174377441406,0.7912412285804749,3010,,
,620000,,,,,0.385791015625,-0.0624244223232381,0.0003,0.9619350768625736,107.33911925554276,0.2,-23.59763538837433,0.04175967,22.72429656982422,0.7921851277351379,3020,898.05,4491.015519098192
5260,620544,117,544.85,303,2726.498153039999,,,,,,,,,,,,,
5268,622592,118,542.52,304,2714.9341487999995,0.271533203125,-0.048497568981838414,0.0003,0.9330336675047874,310.79396386146544,0.2,-23.573174661397935,0.030305102,44.931190490722656,0.7906110882759094,3030,,
5277,624640,118,551.96,305,2761.68805574,0.357421875,-0.047622162298648615,0.0003,0.8917829766869545,237.46485043764113,0.2,-23.543011236190797,0.045612946,27.177621841430664,0.7895705699920654,3040,,
,625000,,,,,0.3126953125,-0.05289454517187551,0.0003,0.8261715918779373,339.1555413007736,0.2,-23.5246699154377,0.033937104,49.52075958251953,0.7891108393669128,3050,976.3,4891.504371348024
5327,626688,117,557.39,306,2788.74075689,,,,,,,,,,,,,
5336,628736,117,563.01,307,2817.13800918,0.294482421875,-0.04846254262374714,0.0003,0.8745420575141907,575.2996846675873,0.2,-23.50964797735214,0.030072058,78.94176483154297,0.7892753481864929,3060,,
,630000,,,,,0.398974609375,-0.05502975832787342,0.0003,0.9230538830161095,96.29888184070587,0.2,-23.50441460609436,0.05924755,15.392824172973633,0.7882336974143982,3070,921.9,4609.015843677521
5387,630784,117,566.42,308,2833.7373027,,,,,,,,,,,,,
5410,632832,116,553.91,309,2770.81943134,0.37421875,-0.045310882644844244,0.0003,0.8170406818389893,198.29070434570312,0.2,-23.49981263279915,0.050055347,41.18792724609375,0.7880330681800842,3080,,
5419,634880,117,545.73,310,2729.6861963700007,0.259375,-0.045624419950763696,0.0003,0.8732467889785767,669.9297790288925,0.2,-23.504576832056046,0.026917849,58.701419830322266,0.7886272668838501,3090,,
,635000,,,,,0.252587890625,-0.04360102639475372,0.0003,0.7387475371360779,779.7130707979202,0.2,-23.507798773050308,0.026802886,44.715354919433594,0.7879845499992371,3100,810.5,4040.975666718418
5468,636928,116,548.93,311,2745.35748255,,,,,,,,,,,,,
5478,638976,116,560.49,312,2803.5707416100004,0.25068359375,-0.04406914105056785,0.0003,0.8594681173563004,855.4296247720719,0.2,-23.49433788061142,0.024812419,725.1241455078125,0.7878297567367554,3110,,
,640000,,,,,0.470458984375,-0.0636855682649184,0.0003,0.9497299790382385,79.20561518073082,0.2,-23.449834603071213,0.06830374,14.86099910736084,0.785031795501709,3120,926.85,4631.594160103798
5533,641024,115,568.49,313,2843.5795959800002,,,,,,,,,,,,,
5542,643072,116,572.65,314,2864.2434787,0.5873046875,-0.04759292769595049,0.0003,0.9840231724083424,27.471402345597745,0.2,-23.40707106590271,0.1180751,5.293056011199951,0.7837063074111938,3130,,
,645000,,,,,0.47939453125,-0.040240315545815974,0.0003,0.9363554418087006,46.6623293235898,0.2,-23.349199646711348,0.07720706,7.190687656402588,0.7794803977012634,3140,633.85,3192.3991616427897
5585,645120,115,578.17,315,2891.47818711,,,,,,,,,,,,,
5594,647168,115,586.91,316,2935.98474949,0.305908203125,-0.04096575981820934,0.0003,0.8326362818479538,453.11844728589057,0.2,-23.25196956396103,0.032150336,25.975372314453125,0.7771536111831665,3150,,
5602,649216,115,578.33,317,2894.3614254900003,0.356982421875,-0.06168129665020387,0.0003,0.9485482759773731,115.31959781050682,0.2,-23.21271948814392,0.04496305,19.443937301635742,0.7768309712409973,3160,,
,650000,,,,,0.2412109375,-0.04699174065026455,0.0003,0.8915738984942436,339.3531048417091,0.2,-23.206210070848464,0.022791743,63.62147521972656,0.7763873338699341,3170,818.1,4107.0411324828865
5653,651264,115,568.58,318,2844.78580976,,,,,,,,,,,,,
5662,653312,115,571.02,319,2857.1261295599998,0.198583984375,-0.04266047041601269,0.0003,0.8053208142518997,829.4166381597519,0.2,-23.194951289892195,0.019681368,118.17839813232422,0.7758528590202332,3180,,
,655000,,,,,0.403125,-0.06622869573329808,0.0003,0.9602597504854202,93.89236162304879,0.2,-23.17810583114624,0.049292296,34.64247512817383,0.7749232649803162,3190,866.65,4344.990401631594
5713,655360,114,581.4,320,2909.1194529700006,,,,,,,,,,,,,
5722,657408,114,579.44,321,2898.86205084,0.32001953125,-0.05547476363717578,0.0003,0.9206995368003845,134.2024893641472,0.2,-23.149543672800064,0.04083281,17.164287567138672,0.7731330990791321,3200,,
5732,659456,115,582.56,322,2914.410819339999,0.392626953125,-0.0538105933344923,0.0003,0.9442502297461033,96.72108074426652,0.2,-23.08959827423096,0.054515123,33.56318664550781,0.7699611186981201,3210,,
,660000,,,,,0.36572265625,-0.05829712919075973,0.0003,0.9195861294865608,91.65338850617408,0.2,-23.0249462723732,0.04274444,19.6268367767334,0.7688891291618347,3220,829.85,4163.171985922754
5784,661504,114,570.42,323,2854.24504118,,,,,,,,,,,,,
5792,663552,114,576.67,324,2885.804683250001,0.269140625,-0.05483010591415223,0.0003,0.9304222539067268,248.8812663078308,0.2,-23.00968227982521,0.02872345,72.88407897949219,0.7682697176933289,3230,,
,665000,,,,,0.4765625,-0.059874596755253154,0.0003,0.8009065985679626,46.96884535253048,0.2,-22.97175168991089,0.067438856,17.063457489013672,0.7670716047286987,3240,899.25,4502.919184660912
5847,665600,113,580.52,325,2904.25551043,,,,,,,,,,,,,
5857,667648,113,572.99,326,2866.51306968,0.41982421875,-0.06457368614210282,0.0003,0.9597142972052097,74.49322027564048,0.2,-22.96659410595894,0.056415223,14.376447677612305,0.7665194869041443,3250,,
5866,669696,114,563.44,327,2818.7154469399998,0.3587890625,-0.03723612002504524,0.0003,0.7118954658508301,835.7660128712654,0.2,-22.9605322599411,0.032370932,176.06715393066406,0.7664165496826172,3260,,
,670000,,,,,0.296142578125,-0.04806176256388426,0.0003,0.90346260368824,389.98083617687223,0.2,-22.963491463661192,0.028993785,43.7523193359375,0.7667186856269836,3270,611.8,3076.967926894501
5903,671744,113,570.29,328,2853.59395726,,,,,,,,,,,,,
5913,673792,113,571.35,329,2860.1290985200008,0.23359375,-0.04551218938722741,0.0003,0.8585579097270966,414.93743537664415,0.2,-22.97370508313179,0.02247015,114.3402328491211,0.767142117023468,3280,,
,675000,,,,,0.244580078125,-0.05347372274845839,0.0003,0.8711688965559006,862.3896765232087,0.2,-22.960561954975127,0.025921565,101.34176635742188,0.7661682367324829,3290,911.05,4559.654348738864
5966,675840,113,572.16,330,2864.7305899100006,,,,,,,,,,,,,
5974,677888,113,578.39,331,2895.10728516,0.309375,-0.06388552525895648,0.0003,0.938197199255228,237.79434099197388,0.2,-22.947653156518935,0.02971669,89.46571350097656,0.7661404609680176,3300,,
5982,679936,113,582.64,332,2915.5803704900004,0.41201171875,-0.060201904314453714,0.0003,0.9454899542033672,104.21841593384742,0.2,-22.90511011481285,0.046980236,15.324470520019531,0.7630706429481506,3310,,
,680000,,,,,0.49296875,-0.05802064532181248,0.0003,0.9788312651216984,68.85630361735821,0.2,-22.86079438328743,0.069002956,13.318767547607422,0.7620468139648438,3320,726.7,3623.140772712976
6027,681984,113,581.33,333,2908.83305414,,,,,,,,,,,,,
6037,684032,113,567.93,334,2839.9519035299995,0.290478515625,-0.04762073320453055,0.0003,0.8512848764657974,228.08054696917534,0.2,-22.858052933216094,0.029164795,30.777746200561523,0.762680172920227,3330,,
,685000,,,,,0.26494140625,-0.052263155771652234,0.0003,0.9385208413004875,181.6251991569996,0.2,-22.863218861818314,0.02664509,44.50082015991211,0.7628297209739685,3340,748.6,3727.025109175779
6087,686080,112,560.17,335,2800.7306846700003,,,,,,,,,,,,,
6096,688128,112,558.84,336,2793.755605,0.274365234375,-0.05788371594098862,0.0003,0.9420530907809734,276.9029768705368,0.2,-22.84084743857384,0.025181068,88.34793853759766,0.7614383101463318,3350,,
,690000,,,,,0.34716796875,-0.05766024254844524,0.0003,0.9618142284452915,149.4485206246376,0.2,-22.840071320533752,0.03783477,38.789615631103516,0.7618520259857178,3360,757.75,3792.19842822887
6144,690176,112,567.95,337,2838.9964124999997,,,,,,,,,,,,,
6153,692224,112,574.25,338,2870.58324954,0.306103515625,-0.04934469725994859,0.0003,0.9069114029407501,751.5630267381669,0.2,-22.813312655687334,0.034115005,101.7218246459961,0.7605587840080261,3370,,
6162,694272,112,576.69,339,2882.8937326299997,0.42412109375,-0.05823309608967975,0.0003,0.9380303733050823,130.4282105922699,0.2,-22.76865515112877,0.06387305,14.100784301757812,0.7587270140647888,3380,,
,695000,,,,,0.340966796875,-0.06346019922057167,0.0003,0.9686039909720421,163.6561912059784,0.2,-22.70995549559593,0.035086133,67.78778839111328,0.7570762634277344,3390,699.65,3509.195817314275
6206,696320,112,573.14,340,2864.8610330099996,,,,,,,,,,,,,
6215,698368,112,576.31,341,2881.14817073,0.401904296875,-0.06460821717046202,0.0003,0.9652786329388618,90.03655521869659,0.2,-22.67667513489723,0.047623806,13.20911693572998,0.7549377083778381,3400,,
,700000,,,,,0.494384765625,-0.05246723500022199,0.0003,0.9731338601559401,49.54487096965313,0.2,-22.621265292167664,0.06151481,10.029687881469727,0.7532538771629333,3410,918.6,4601.522274447978
6271,700416,111,583.86,342,2919.1237674700005,,,,,,,,,,,,,
6281,702464,111,586.0,343,2929.8982344700007,0.445703125,-0.05689219187770504,0.0003,0.954815287142992,44.225389149785045,0.2,-22.577746033668518,0.058977786,12.431389808654785,0.7511802315711975,3420,,
6291,704512,111,581.52,344,2907.42758098,0.522265625,-0.03057171950058546,0.0003,0.4947158098220825,159.32777560353279,0.2,-22.556283158063888,0.09592755,9.789573669433594,0.751765251159668,3430,,
,705000,,,,,0.319384765625,-0.04642555680184159,0.0003,0.8932524248957634,120.17539662122726,0.2,-22.568325805664063,0.030570345,10.753827095031738,0.7518141865730286,3440,939.05,4700.37182386131
6341,706560,111,585.28,345,2925.7904337499995,,,,,,,,,,,,,
6348,708608,111,588.45,346,2941.11255967,0.3533203125,-0.05409724074997939,0.0003,0.9367451593279839,91.43678444623947,0.2,-22.56284681558609,0.044419296,9.562646865844727,0.7509431838989258,3450,,
,710000,,,,,0.26318359375,-0.050671807726030235,0.0003,0.9349518939852715,232.022731924057,0.2,-22.530070555210113,0.02665976,40.699867248535156,0.7502514719963074,3460,960.5,4809.147344706953
6392,710656,111,597.21,347,2985.1894824799992,,,,,,,,,,,,,
6400,712704,111,596.56,348,2981.17495742,0.551611328125,-0.06894301770953462,0.0003,0.9351409077644348,28.11582471728325,0.2,-22.44183031320572,0.101748094,7.171740531921387,0.745158314704895,3470,,
6406,714752,111,591.42,349,2954.7627953699994,0.334912109375,-0.05676372142625041,0.0003,0.9412769339978695,121.52429333329201,0.2,-22.364867585897446,0.031241504,25.11470603942871,0.7440102696418762,3480,,
,715000,,,,,0.268603515625,-0.05508096253033727,0.0003,0.9503644853830338,203.4470048904419,0.2,-22.342633688449858,0.026972547,68.67281341552734,0.7434636354446411,3490,978.3,4886.322829882801
6451,716800,111,589.63,350,2945.06786083,,,,,,,,,,,,,
6458,718848,111,591.35,351,2952.6658827999995,0.3189453125,-0.05788300754211377,0.0003,0.9458134286105633,145.34533344507219,0.2,-22.314718800783158,0.03082357,42.363826751708984,0.7426613569259644,3500,,
,720000,,,,,0.379931640625,-0.053131612125434914,0.0003,0.9646655730903149,82.67880411744117,0.2,-22.3412044107914,0.041600768,12.668816566467285,0.7440438270568848,3510,972.3,4867.265029606223
6503,720896,110,598.37,352,2987.3717037899996,,,,,,,,,,,,,
6511,722944,111,598.46,353,2986.8413100699995,0.3841796875,-0.05051233710837551,0.0003,0.9154879823327065,83.84697876274586,0.2,-22.32700722813606,0.05175907,9.34768295288086,0.7425388693809509,3520,,
6519,724992,111,584.86,354,2918.86862594,0.527392578125,-0.05064325061393902,0.0003,0.9732465967535973,34.35428761392832,0.2,-22.293112808465956,0.082621574,6.434081077575684,0.741222083568573,3530,,
,725000,,,,,0.3220703125,-0.04658624437870458,0.0003,0.8582177311182022,835.0877338647842,0.2,-22.269810920953752,0.030156631,76.38910675048828,0.740982174873352,3540,917.7,4586.323284975777
6565,727040,110,592.99,355,2960.14318704,,,,,,,,,,,,,
6573,729088,110,595.48,356,2972.0740663499996,0.31083984375,-0.06286089252971579,0.0003,0.9660203829407692,137.17743496894838,0.2,-22.237968611717225,0.034497745,39.10444259643555,0.7395153641700745,3550,,
,730000,,,,,0.368212890625,-0.054370048971031794,0.0003,0.9433412812650204,100.1668297111988,0.2,-22.20027421116829,0.046924725,11.093113899230957,0.7378271222114563,3560,892.55,4460.53428237997
6623,731136,110,591.4,357,2951.24514225,,,,,,,,,,,,,
6633,733184,110,602.04,358,3004.4570310599997,0.27822265625,-0.04387450698413886,0.0003,0.9064070731401443,260.1848151445389,0.2,-22.16526557803154,0.03156251,131.3321533203125,0.7373664975166321,3570,,
,735000,,,,,0.410302734375,-0.06571897305839229,0.0003,0.9669719636440277,93.88289108872414,0.2,-22.137003588676453,0.04613699,16.11737632751465,0.7357943654060364,3580,896.95,4504.348731136694
6687,735232,109,606.98,359,3028.2778189099995,,,,,,,,,,,,,
6697,737280,110,614.67,360,3066.3087998899996,0.405078125,-0.06500824497779831,0.0003,0.9630117602646351,85.0312638759613,0.2,-22.107637387514114,0.052750487,19.759639739990234,0.7351236343383789,3590,,
6707,739328,110,610.13,361,3043.8079729,0.37138671875,-0.04489955008612014,0.0003,0.8538416922092438,437.27467448711394,0.2,-22.09192735552788,0.041170157,27.53944969177246,0.7351235151290894,3600,,
,740000,,,,,0.3744140625,-0.057493839599192145,0.0003,0.9535491801798344,110.49736993908883,0.2,-22.06832553744316,0.047217492,17.204853057861328,0.7330389022827148,3610,906.55,4553.53201739043
6771,741376,109,610.48,362,3045.8926798000007,,,,,,,,,,,,,
6782,743424,109,610.84,363,3048.35818569,0.259912109375,-0.048206821992062034,0.0003,0.857121080160141,608.4501179814339,0.2,-22.012671262025833,0.025110645,254.87599182128906,0.7315205931663513,3620,,
,745000,,,,,0.421630859375,-0.0570919350720942,0.0003,0.9448029063642025,103.7225467145443,0.2,-21.96975582242012,0.076593675,10.445550918579102,0.7284530997276306,3630,964.8,4844.804197001457
6860,745472,108,618.35,364,3086.4939972399998,,,,,,,,,,,,,
