time/time_elapsed,time/total_timesteps,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/explained_variance,train/value_loss,train/clip_range,train/entropy_loss,train/approx_kl,train/loss,train/std,train/n_updates,eval/mean_ep_length,eval/mean_reward
,975000,,,,,0.235595703125,-0.033615512581309306,0.0003,0.5359255969524384,1000.9442961215973,0.2,-20.90719339847565,0.017236862,1205.5146484375,0.692910373210907,4760,1000.0,5026.7094763755795
9960,976896,98,729.4,477,3659.9789815199997,,,,,,,,,,,,,
9968,978944,98,730.77,478,3666.95474735,0.32119140625,-0.054224552970845254,0.0003,0.6871685981750488,178.25688440203666,0.2,-20.901559150218965,0.044069733,30.31625747680664,0.6928979158401489,4770,,
,980000,,,,,0.722216796875,-0.05842553965048865,0.0003,0.7886609584093094,10.46403820887208,0.2,-20.866506963968277,0.22403216,2.895482063293457,0.6910414099693298,4780,998.3,5010.252406610549
10022,980992,97,728.23,479,3654.0625360100007,,,,,,,,,,,,,
10031,983040,97,730.69,480,3666.3661191699994,0.28173828125,-0.02784584670444019,0.0003,0.7045900821685791,540.8925369620323,0.2,-20.845278239250185,0.022446368,56.835601806640625,0.6904191970825195,4790,,
,985000,,,,,0.309130859375,-0.041502006014343354,0.0003,0.8593819886445999,159.37804353833198,0.2,-20.829223483800888,0.035921827,176.3635711669922,0.6900206208229065,4800,945.8,4746.240929911658
10082,985088,97,726.41,481,3644.420829289999,,,,,,,,,,,,,
10091,987136,97,707.42,482,3548.5013502599995,0.261181640625,-0.044359118861029855,0.0003,0.84190833568573,320.20071877241134,0.2,-20.816547363996506,0.027126733,43.438941955566406,0.68947833776474,4810,,
10100,989184,97,706.85,483,3545.05368036,0.257568359375,-0.04877009572228417,0.0003,0.9475712776184082,129.98304444551468,0.2,-20.80565596818924,0.026297405,26.810405731201172,0.6891058087348938,4820,,
,990000,,,,,0.367724609375,-0.06120051710895495,0.0003,0.9654794707894325,66.24031823575497,0.2,-20.794226109981537,0.045256704,22.664871215820312,0.6891922354698181,4830,937.2,4706.232379288599
10150,991232,97,715.52,484,3588.16015327,,,,,,,,,,,,,
10160,993280,97,716.64,485,3592.90563683,0.580615234375,-0.0202892799366964,0.0003,0.8489868640899658,33.99934048429132,0.2,-20.735731655359267,0.14850594,4.209865093231201,0.6859270930290222,4840,,
,995000,,,,,0.430908203125,-0.02635177639895119,0.0003,0.3812141418457031,645.4030727922916,0.2,-20.70739538669586,0.06481911,1290.8826904296875,0.6863441467285156,4850,1000.0,5024.3061897039415
10214,995328,97,711.25,486,3565.11207087,,,,,,,,,,,,,
10223,997376,97,713.27,487,3574.86248125,0.256298828125,-0.03637078086176189,0.0003,0.7692544460296631,180.0169683843851,0.2,-20.706149047613145,0.02881356,37.8277702331543,0.6859070658683777,4860,,
10231,999424,97,710.0,488,3557.49555884,0.31533203125,-0.060103928789612834,0.0003,0.9045514464378357,131.94386978149413,0.2,-20.69376151561737,0.03853608,21.22239875793457,0.6860537528991699,4870,,
,1000000,,,,,0.25048828125,-0.047106085205450655,0.0003,0.8933323621749878,596.9389578342438,0.2,-20.69834890961647,0.025113888,66.57943725585938,0.6857729554176331,4880,984.85,4946.46627886109
10287,1001472,97,712.38,489,3569.0974027599996,,,,,,,,,,,,,
10296,1003520,97,711.79,490,3565.882622929999,0.2607421875,-0.06090655512234662,0.0003,0.922209344804287,246.00204850435256,0.2,-20.6961891412735,0.029160816,60.4142951965332,0.6859232187271118,4890,,
,1005000,,,,,0.37373046875,-0.04395192126103211,0.0003,0.7433890402317047,560.1019135296344,0.2,-20.69220325946808,0.04259608,85.64170837402344,0.6859049201011658,4900,966.8,4855.431857173145
10346,1005568,97,707.18,491,3542.86502015,,,,,,,,,,,,,
10355,1007616,97,695.83,492,3485.9130145699996,0.270361328125,-0.04661698006093502,0.0003,0.6287552714347839,776.3480963945389,0.2,-20.703423315286635,0.027884364,34.56209182739258,0.6864094734191895,4910,,
10364,1009664,97,698.7,493,3499.92981356,0.352880859375,-0.05129520195769146,0.0003,0.9154770225286484,315.8444678008556,0.2,-20.707138341665267,0.041324243,27.251541137695312,0.6856828331947327,4920,,
,1010000,,,,,0.35087890625,-0.05515483093331568,0.0003,0.8832224979996681,226.45287854671477,0.2,-20.666563630104065,0.039537452,33.26945495605469,0.6840230226516724,4930,885.0,4431.740967855183
10410,1011712,97,686.8,494,3439.8470882399997,,,,,,,,,,,,,
10419,1013760,97,685.45,495,3431.93900209,0.316650390625,-0.04532219609536696,0.0003,0.8423327207565308,997.7228307008743,0.2,-20.64022513628006,0.026432939,865.5946655273438,0.683691143989563,4940,,
,1015000,,,,,0.347607421875,-0.05414752171782311,0.0003,0.8957493305206299,330.9065917253494,0.2,-20.630617517232896,0.040553093,46.29764938354492,0.6832462549209595,4950,743.2,3720.051757180691
10462,1015808,97,688.35,496,3446.1619939699995,,,,,,,,,,,,,
10471,1017856,97,682.36,497,3415.64677559,0.5525390625,-0.07594109750643838,0.0003,0.8542619943618774,80.8246375977993,0.2,-20.632149577140808,0.1074902,15.443045616149902,0.6841475367546082,4960,,
10480,1019904,97,678.44,498,3396.13692592,0.37314453125,-0.05307893101125956,0.0003,0.7121215462684631,508.1005719423294,0.2,-20.629239594936372,0.04020358,44.38909149169922,0.6830928921699524,4970,,
