time/episodes,time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,train/n_updates,train/critic_loss,train/learning_rate,train/actor_loss,eval/mean_ep_length,eval/mean_reward
4,4093,6.25,25,0,46.72317675,,,,,,
8,4104,6.25,50,0,46.790667375000005,,,,,,
12,4228,6.666666666666667,80,0,50.697753500000005,,,,,,
16,4071,6.375,102,0,47.986358249999995,,,,,,
20,948,5.85,117,0,43.097099099999994,17,70.85601997375488,0.001,-6.761450529098511,,
24,662,5.458333333333333,131,0,39.42111720833333,30,35.96119944254557,0.001,-7.099526405334473,,
28,509,5.214285714285714,146,0,37.093910785714286,46,18.057673454284668,0.001,-8.126733541488647,,
32,442,5.03125,161,0,35.358825624999994,60,18.773503303527832,0.001,-7.389941692352295,,
36,396,4.861111111111111,175,0,33.76997619444444,74,16.517744064331055,0.001,-7.576640605926514,,
40,362,4.7,188,0,32.2913042,88,17.47165322303772,0.001,-8.450783252716064,,
44,340,4.613636363636363,203,0,31.464301704545452,102,13.760453701019287,0.001,-7.902093887329102,,
48,320,4.520833333333333,217,0,30.5976515,117,14.520254135131836,0.001,-7.770538568496704,,
52,307,4.461538461538462,232,0,30.02466542307693,131,18.08556365966797,0.001,-7.525095462799072,,
56,291,4.375,245,0,29.236360285714284,145,16.137056350708008,0.001,-7.865413665771484,,
60,282,4.316666666666666,259,0,28.6886849,158,14.572921435038248,0.001,-7.433647632598877,,
64,273,4.265625,273,0,28.215863921875,172,13.924609422683716,0.001,-7.430101633071899,,
68,265,4.235294117647059,288,1,27.91789211764706,187,14.115983009338379,0.001,-7.989085674285889,,
72,257,4.180555555555555,301,1,27.42202933333333,201,16.81248601277669,0.001,-7.243856430053711,,
76,252,4.144736842105263,315,1,27.08570139473684,215,9.873510360717773,0.001,-8.090341567993164,,
80,248,4.125,330,1,26.889532037499997,229,13.157951831817627,0.001,-7.621663808822632,,
84,245,4.095238095238095,344,1,26.612652309523803,243,9.424757321675619,0.001,-9.052631378173828,,
