rollout/ep_len_mean,train/critic_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/fps,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
763.0,0.07279617403168231,4,0.001,-1262.2928845000001,12,3052,248,-3.2583139356523754,2000,,
,0.2598972141370177,,0.001,,,5000,,-1.5675288435071706,4000,-2607.5298050642014,1000.0
763.25,0.7088690019316144,8,0.001,-1620.85459725,39,6106,155,-4.634227002108538,5054,,
762.3333333333334,0.564775674983859,12,0.001,-1793.7285570833335,57,9148,160,-2.660744270928204,8096,,
588.5,2.0758865661091273,16,0.001,-1389.1483349999999,62,9416,150,0.6822545745156028,9203,,
,1.3950721394659868,,0.001,,,10000,,2.500248581226637,9725,-420.54223245419564,182.3
545.65,1.3872491493821144,20,0.001,-1285.2869233999998,73,10913,148,3.727636155664921,10725,,
460.25,1.380763053894043,24,0.001,-1082.4388158333334,74,11046,148,3.8681334257125854,10905,,
400.89285714285717,1.674185378352801,28,0.001,-940.610282857143,75,11225,147,4.439590606590112,11163,,
390.5625,2.04192882019376,32,0.001,-859.9574525312499,78,12498,159,4.35317547737606,11446,,
,1.0854629325866698,,0.001,,,15000,,5.040111831083894,14446,111.14987888745381,681.4
456.0,1.1703100072145463,36,0.001,-724.7590108055554,108,16416,151,4.6657863097786905,15446,,
496.7,1.8142979540228843,40,0.001,-616.772223675,128,19868,154,2.4547152349026873,18816,,
,2.0169476365098857,,0.001,,,20000,,0.8921617374196649,19917,160.85922943150217,905.4
522.0227272727273,2.5789394280910494,44,0.001,-560.5784929090909,155,22969,147,-0.2987737362805055,21917,,
,2.1130034989118576,,0.001,,,25000,,-2.0543518449999394,24917,216.08349570980937,814.3
561.8541666666666,1.9254451912045478,48,0.001,-504.06578131249995,187,26969,144,-1.8594613363854586,25917,,
,1.7061865179478621,,0.001,,,30000,,-2.5491492707903185,29036,427.0719282814895,1000.0
578.6153846153846,,52,,-449.7660589038461,215,30088,139,,,,
608.7142857142857,1.453494683086872,56,0.001,-380.0998747857143,237,34088,143,-3.106276591842994,33036,,
,1.4493506874442101,,0.001,,,35000,,-3.770397405922413,34036,633.2898590587604,1000.0
634.8,1.2449070131182671,60,0.001,-313.36727871666665,271,38088,140,-5.381205214977264,37036,,
,1.1857661106586457,,0.001,,,40000,,-7.338751790523529,39036,511.18741466549,863.7
642.15625,1.0996643245220183,64,0.001,-264.887189421875,298,41098,137,-7.54820556640625,40046,,
650.1176470588235,1.072548386514187,68,0.001,-215.96682861764705,319,44208,138,-10.938086736679077,44046,,
,1.0896454951979897,,0.001,,,45000,,-11.134257186542857,44156,554.4363868333166,808.2
669.5555555555555,1.072275502026081,72,0.001,-164.03029563888884,346,48208,139,-13.504321969985963,47156,,
,1.0658993843197822,,0.001,,,50000,,-15.191553281784058,49156,784.3992424761724,1000.0
674.3026315789474,1.1379342552943108,76,0.001,-124.24127272368419,374,51247,136,-15.9378181256746,50195,,
678.7,1.081606192248208,80,0.001,-88.83611551249999,392,54296,138,-19.15174964904785,53244,,
,1.0577977174520492,,0.001,,,55000,,-19.568030838012696,54244,627.5448457914201,903.3
694.0,1.0645294266343117,84,0.001,-48.240057166666645,424,58296,137,-21.803118186950684,57244,,
,1.0421981726884841,,0.001,,,60000,,-23.303350830078124,59244,722.6529286232311,901.5
707.9090909090909,1.0229370189905167,88,0.001,-8.162554954545458,457,62296,136,-25.097908786773683,61244,,
,1.021144087970257,,0.001,,,65000,,-27.198621532440185,64244,773.356820748435,1000.0
720.6086956521739,0.9992873101234436,92,0.001,28.62336628260869,492,66296,134,-27.964370552062988,65244,,
,0.96326581376791,,0.001,,,70000,,-30.65450514602661,69244,805.3288795580738,1000.0
732.25,,96,,62.05054672916666,526,70296,133,,,,
742.96,0.9642462861835956,100,0.001,92.48182311000001,550,74296,135,-32.98374548339844,73244,,
,1.0051833431829105,,0.001,,,75000,,-33.391155676408246,74288,821.3000910213959,1000.0
742.88,0.9462242438793182,104,0.001,166.64498249,578,77340,133,-34.59478519821167,76288,,
,0.9754836369156837,,0.001,,,80000,,-36.07648509216308,79288,904.340651604702,1000.0
752.34,0.9670948094725609,108,0.001,280.15008524999996,612,81340,132,-36.57196131134033,80288,,
,1.0130727563500403,,0.001,,,85000,,-38.148549644470215,84288,745.9726545787883,901.5
761.92,,112,,394.5349033400001,646,85340,132,,,,
799.24,1.0247763271033763,116,0.001,436.05250493,669,89340,133,-39.78022034454346,88288,,
,0.9681187255084515,,0.001,,,90000,,-40.18213497924805,89288,859.8858522884664,1000.0
824.27,0.9652533166110515,120,0.001,505.09850093000006,704,93340,132,-41.29940941619873,92288,,
,1.0136631858050824,,0.001,,,95000,,-42.03108412933349,94288,923.7212910886853,1000.0
862.94,0.9686995676159859,124,0.001,543.18015397,738,97340,131,-42.49206073760986,96288,,
,0.9872027495205402,,0.001,,,100000,,-43.44767826843262,99288,860.4040970480913,1000.0
901.15,1.0012799798250198,128,0.001,583.0968249800001,771,101340,131,-43.853225830078124,100288,,
,0.9881366006135941,,0.001,,,105000,,-45.04986222076416,104288,892.8012116703205,1000.0
928.42,,132,,630.2986779700001,805,105340,130,,,,
929.24,0.9634570118784904,136,0.001,652.09874911,829,109340,131,-46.53203968811035,108288,,
,0.9694276882708073,,0.001,,,110000,,-46.76736329650879,109288,827.6900595837272,902.4
934.72,0.9558775330781937,140,0.001,675.5748915700001,862,113340,131,-47.7246820602417,112288,,
,0.9894680556952953,,0.001,,,115000,,-48.31368437957764,114288,928.8602380631492,1000.0
943.71,0.9291300294995308,144,0.001,713.0795443700001,896,117340,130,-48.89517897796631,116288,,
,0.966229574739933,,0.001,,,120000,,-49.632816787719726,119288,921.2948488394264,1000.0
943.71,0.9666502979695797,148,0.001,744.28637353,930,121340,130,-49.8836082611084,120288,,
,0.972968981474638,,0.001,,,125000,,-51.02614314270019,124288,986.9243932398967,1000.0
952.52,,152,,775.2217944199999,966,125340,129,,,,
952.52,1.009779453277588,156,0.001,795.8173475700002,989,129340,130,-52.276912338256835,128288,,
,1.0131891849637031,,0.001,,,130000,,-52.50627830505371,129288,992.9712082913145,1000.0
952.52,0.9952723706960678,160,0.001,813.3007208900001,1023,133340,130,-53.38134214019775,132288,,
,1.128826394200325,,0.001,,,135000,,-53.42942116546631,134288,1114.758640865155,1000.0
962.42,1.1361056134402752,164,0.001,825.83636532,1056,137340,129,-54.035846534729004,136288,,
,1.112208545088768,,0.001,,,140000,,-54.790236991882324,139288,1163.1233072358184,1000.0
971.32,1.111667424738407,168,0.001,845.6645179400001,1089,141340,129,-55.013779678344726,140288,,
,1.0808994554281235,,0.001,,,145000,,-56.08743704986572,144288,948.2533140287939,978.3
971.32,,172,,861.68680282,1122,145340,129,,,,
980.93,1.1593839482069015,176,0.001,885.3581238099999,1144,149340,130,-57.27989049530029,148288,,
,1.1700287743806839,,0.001,,,150000,,-57.81388816070557,149288,1031.5650166132777,1000.0
990.44,1.1693760303258895,180,0.001,907.3224806899999,1178,153340,130,-58.633059326171875,152288,,
,1.169903422832489,,0.001,,,155000,,-59.32779176330566,154288,1036.0880254802476,964.7
990.44,1.161661581724882,184,0.001,927.6046509700001,1211,157340,129,-59.80558000946045,156288,,
,1.177060694783926,,0.001,,,160000,,-60.98298351287842,159288,1159.9924201513961,1000.0
990.44,1.2633319779336452,188,0.001,944.4086628099998,1243,161340,129,-61.16222778320312,160288,,
,1.4265599390268326,,0.001,,,165000,,-62.183886596679685,164288,1363.3422574346885,1000.0
990.44,,192,,951.9197750099997,1277,165340,129,,,,
990.44,1.4991529929041862,196,0.001,971.73938638,1301,169340,130,-63.523249755859375,168288,,
,1.4670690807700157,,0.001,,,170000,,-63.939313888549805,169288,1316.8369756382424,969.7
990.44,1.6034060106873513,200,0.001,994.69066149,1333,173340,129,-65.0288215637207,172288,,
,1.6319165506958961,,0.001,,,175000,,-65.61702729034424,174288,1317.861433599086,1000.0
1000.0,1.6012521722316742,204,0.001,1021.80664644,1367,177340,129,-66.02536427307129,176288,,
,1.764012612938881,,0.001,,,180000,,-67.0071402053833,179400,878.889985771908,652.1
991.12,,208,,1033.51982382,1391,180452,129,,,,
982.07,1.741530453217657,212,0.001,1050.8667624,1409,183547,130,-68.0802069212261,182495,,
,1.9770627192258834,,0.001,,,185000,,-68.90665344238282,184495,1086.263722553756,762.7
982.07,2.1196701059937477,216,0.001,1076.01178705,1439,187547,130,-69.48724039459229,186495,,
,2.102724169552326,,0.001,,,190000,,-70.58087496185303,189495,872.7119405787147,631.8
975.64,1.9230539132356643,220,0.001,1085.0119116800001,1468,190904,130,-70.4190958480835,190495,,
957.07,2.1871204660988948,224,0.001,1082.51606985,1481,193047,130,-71.45267898647013,192856,,
,2.2187549147605896,,0.001,,,195000,,-71.90331362915039,194557,956.4727951083623,911.1
947.59,2.067772356344729,228,0.001,1076.5470442399999,1505,196099,130,-72.21674596046915,195047,,
945.87,2.668813180897462,232,0.001,1104.8974545700003,1527,199927,130,-73.0468654549278,198875,,
,2.411046139836311,,0.001,,,200000,,-73.5313766784668,199875,1332.1673624884793,821.0
945.87,2.607242218017578,236,0.001,1133.07449453,1559,203927,130,-74.56150337219238,202875,,
,2.862737251520157,,0.001,,,205000,,-75.01844749450683,204875,1265.7865210544696,863.6
945.87,2.7098070006370545,240,0.001,1152.4837258599998,1591,207927,130,-75.64017324829102,206875,,
,2.974813765210655,,0.001,,,210000,,-76.66300386701312,209536,1623.3876383253403,1000.0
942.48,2.9766968841552734,244,0.001,1161.0574222999996,1621,211588,130,-77.31142446899415,210536,,
,3.2831651995182036,,0.001,,,215000,,-77.18869174194336,214536,1232.650924528786,789.4
942.48,,248,,1165.4858585299999,1652,215588,130,,,,
938.45,3.6118453761041662,252,0.001,1181.2124377199998,1673,219185,130,-78.58380994860758,218133,,
,3.794591628074646,,0.001,,,220000,,-78.67484799194337,219133,1452.161781751737,869.3
936.84,3.784689979314804,256,0.001,1196.2844488,1704,223024,130,-79.41772813415527,221972,,
,4.78117128099714,,0.001,,,225000,,-80.11244528634208,224042,1053.307996778586,717.0
927.54,3.8544817469120027,260,0.001,1185.1223257299998,1729,226094,130,-80.03294960021972,225042,,
,3.9462953684329984,,0.001,,,230000,,-81.38837551879882,229042,1508.0662201989967,942.3
927.54,,264,,1226.5753087199998,1762,230094,130,,,,
927.54,4.096489269375801,268,0.001,1246.6676606700003,1785,234094,131,-82.68334555053711,233042,,
,3.7337681270171132,,0.001,,,235000,,-83.23435576888156,234768,1232.6914366925835,876.4
924.8,3.954709403038025,272,0.001,1270.96338187,1816,237820,130,-84.16371350097656,236768,,
,3.715348194007739,,0.001,,,240000,,-85.51482559095884,239051,1529.3921743968851,1000.0
917.63,4.186697482466697,276,0.001,1265.9055003299998,1844,241103,130,-85.19188323974609,240051,,
912.76,4.001301265239715,280,0.001,1269.80369446,1865,244616,131,-85.94258280944824,243564,,
,4.24283879339695,,0.001,,,245000,,-85.87405470275878,244564,1785.7692640198977,1000.0
912.76,4.432911938428878,284,0.001,1292.83322288,1898,248616,130,-87.14656062316895,247564,,
,4.49234072470665,,0.001,,,250000,,-87.71492546081544,249564,1252.260180616565,646.4
908.67,4.451361394882202,288,0.001,1308.8949242299998,1927,252207,130,-88.7691900177002,251304,,
,4.5194061985452665,,0.001,,,255000,,-89.55765446087786,254391,1433.4286874561571,850.2
901.03,,292,,1313.2098937599999,1954,255443,130,,,,
901.03,5.050380835294724,296,0.001,1324.9717726299998,1976,259443,131,-90.23859797668457,258391,,
,4.423129217505455,,0.001,,,260000,,-90.5891134338379,259391,1960.288178195781,991.9
