rollout/ep_len_mean,train/n_updates,time/time_elapsed,time/fps,time/episodes,train/ent_coef,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,time/total_timesteps,train/ent_coef_loss,train/actor_loss,eval/mean_reward,eval/mean_ep_length
131.75,426,5,90,4,0.8800894618034363,0.0003,-88.45282375000001,1.144100546836853,527,-1.710707426071167,-14.902254104614258,,
103.75,729,9,84,8,0.803754448890686,0.0003,-63.979032249999996,1.163306474685669,830,-2.8990073204040527,-18.588565826416016,,
178.58333333333334,2042,27,77,12,0.5451169013977051,0.0003,-82.57981899999999,1.8507964611053467,2143,-7.6444549560546875,-29.999160766601562,,
145.6875,2230,30,77,16,0.516014575958252,0.0003,-69.1030825,2.6352624893188477,2331,-8.366729736328125,-30.631305694580078,,
150.95,2918,38,77,20,0.42284613847732544,0.0003,-69.40409685,3.322545051574707,3019,-10.469627380371094,-33.63541793823242,,
134.16666666666666,3119,41,77,24,0.39914631843566895,0.0003,-64.011701625,7.165587425231934,3220,-11.10965347290039,-35.94476318359375,,
123.10714285714286,3346,44,77,28,0.3739926218986511,0.0003,-59.41308589285715,7.202971458435059,3447,-11.678117752075195,-35.28022003173828,,
,4899,,,,0.2422647625207901,0.0003,,5.282330513000488,5000,-14.516345977783203,-31.990127563476562,-520.1683801161591,908.1
171.875,5399,90,61,32,0.21103431284427643,0.0003,-91.84083875,5.045856475830078,5500,-15.723838806152344,-32.548805236816406,,
183.33333333333334,6499,104,63,36,0.15601211786270142,0.0003,-96.9321558888889,4.354500770568848,6600,-16.768905639648438,-28.849239349365234,,
171.875,6774,107,63,40,0.1447697877883911,0.0003,-91.316467025,4.521878242492676,6875,-16.701457977294922,-28.34066390991211,,
181.38636363636363,7880,122,65,44,0.10714566707611084,0.0003,-95.96805297727273,4.653729438781738,7981,-17.972698211669922,-25.043996810913086,,
175.625,8329,128,65,48,0.09491701424121857,0.0003,-91.7527013125,5.158088684082031,8430,-17.999832153320312,-24.373462677001953,,
185.44230769230768,9542,145,66,52,0.06866629421710968,0.0003,-91.87067748076923,3.898146629333496,9643,-16.170087814331055,-22.19853973388672,,
