rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
5.0,4,24,5266,0,6.0,,,,,,
4.0,8,40,4826,0,5.0,,,,,,
4.916666666666667,12,71,5134,0,5.916666666666667,,,,,,
4.5625,16,89,5296,0,5.5625,,,,,,
4.25,20,105,2190,0,5.25,-0.6240596771240234,3,1.04653000831604,0.001,,
3.875,24,117,810,0,4.875,-0.9257568120956421,16,0.14827699959278107,0.001,,
3.607142857142857,28,129,559,0,4.607142857142857,-0.7899879515171051,28,0.1340347702304522,0.001,,
3.40625,32,141,442,0,4.40625,-0.8219905495643616,40,0.10165239373842876,0.001,,
3.25,36,153,376,0,4.25,-0.8168218433856964,52,0.11428270488977432,0.001,,
3.125,40,165,328,0,4.125,-0.8089838325977325,64,0.07497968524694443,0.001,,
3.022727272727273,44,177,296,0,4.0227272727272725,-0.8772793710231781,76,0.07111271222432454,0.001,,
2.9375,48,189,270,0,3.9375,-0.8038588762283325,88,0.07501026491324107,0.001,,
2.8653846153846154,52,201,245,0,3.8653846153846154,-0.8416508734226227,100,0.07522863149642944,0.001,,
2.8035714285714284,56,213,229,0,3.8035714285714284,-0.8700940608978271,112,0.06695657720168431,0.001,,
2.75,60,225,215,1,3.75,-0.840320497751236,124,0.05726934472719828,0.001,,
2.703125,64,237,206,1,3.703125,-0.8822948932647705,136,0.05257161955038706,0.001,,
2.661764705882353,68,249,198,1,3.661764705882353,-0.7992630004882812,148,0.07167109102010727,0.001,,
2.625,72,261,192,1,3.625,-0.8734912276268005,160,0.04931069165468216,0.001,,
2.5921052631578947,76,273,187,1,3.5921052631578947,-0.884784072637558,172,0.0396802673737208,0.001,,
2.5625,80,285,184,1,3.5625,-0.8455791771411896,184,0.05395129012564818,0.001,,
2.5357142857142856,84,297,181,1,3.5357142857142856,-0.9000308811664581,196,0.03884310026963552,0.001,,
2.5113636363636362,88,309,179,1,3.5113636363636362,-0.7901687026023865,208,0.042030214021603264,0.001,,
2.489130434782609,92,321,176,1,3.489130434782609,-0.8569592237472534,220,0.04122066870331764,0.001,,
2.46875,96,333,174,1,3.46875,-0.85157510638237,232,0.05049556866288185,0.001,,
2.45,100,345,172,1,3.45,-0.9185575544834137,244,0.05120293547709783,0.001,,
2.33,104,357,170,2,3.33,-0.9305237531661987,256,0.03729200984040896,0.001,,
2.29,108,369,169,2,3.29,-0.8759697377681732,268,0.0353823813299338,0.001,,
2.1,112,381,168,2,3.1,-0.8935672044754028,280,0.020662362532069285,0.001,,
2.04,116,393,166,2,3.04,-0.950924426317215,292,0.03661817436416944,0.001,,
2.0,120,405,165,2,3.0,-0.792745053768158,304,0.02813035932679971,0.001,,
2.0,124,417,164,2,3.0,-0.8560107350349426,316,0.03483949229121208,0.001,,
2.0,128,429,163,2,3.0,-0.882452666759491,328,0.029685756812493008,0.001,,
2.0,132,441,162,2,3.0,-0.8748114109039307,340,0.026189211755990982,0.001,,
2.0,136,453,161,2,3.0,-0.8847233355045319,352,0.03478276294966539,0.001,,
2.0,140,465,160,2,3.0,-0.9191084504127502,364,0.01873791217803955,0.001,,
