rollout/ep_len_mean,train/n_updates,train/learning_rate,time/total_timesteps,time/fps,train/actor_loss,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,eval/mean_reward,eval/mean_ep_length
282.75,64,0.001,1131,456,1.0609318733215332,4,-461.13955100000004,2,0.3247151732444763,,
165.75,1247,0.001,1326,128,2.2923692067464194,8,-264.754489125,10,0.1069337122142315,,
138.58333333333334,1415,0.001,1663,139,2.484291738933987,12,-211.10400075000004,11,0.0847159392739597,,
121.9375,1769,0.001,1951,132,2.81438185274601,16,-179.76247256250002,14,0.11467759381048381,,
159.5,2994,0.001,3190,131,2.544556717077891,20,-214.77384360000002,24,0.11792245317012706,,
145.5,3414,0.001,3492,127,2.349050147192819,24,-192.82664041666666,27,0.09124211168714932,,
136.39285714285714,3696,0.001,3819,127,2.259647412733598,28,-178.83989678571425,29,0.08814380724321712,,
125.125,3846,0.001,4004,128,2.1900577425956724,32,-162.64988718749998,31,0.10164020080119371,,
117.88888888888889,4130,0.001,4244,126,2.0455414957470364,36,-151.81908502777776,33,0.10160270793719238,,
111.4,4365,0.001,4456,125,1.8876543335012488,40,-142.51554029999997,35,0.10388405946077116,,
,4389,0.001,5000,,1.8085573116938274,,,,0.09530358420064051,880.8766714036465,1000.0
127.5909090909091,5429,0.001,5614,94,0.8868188659350077,44,-158.47202593181817,59,0.06310317520466116,,
121.14583333333333,5629,0.001,5815,95,0.7530338577926159,48,-149.68642670833333,61,0.07093507249373943,,
117.6923076923077,6008,0.001,6120,95,0.5644021108746529,52,-144.9542080576923,64,0.07646085377635918,,
112.26785714285714,6180,0.001,6287,96,0.4116488825529814,56,-138.010894875,65,0.07234323168954541,,
107.23333333333333,6344,0.001,6434,96,0.3221998415887356,60,-131.73585681666663,66,0.07596361925825476,,
103.15625,6508,0.001,6602,96,0.22084475136720216,64,-126.356369625,68,0.0756666961312294,,
99.70588235294117,6625,0.001,6780,97,0.12586382245644928,68,-121.88754454411765,69,0.06963575687259435,,
109.75,7805,0.001,7902,101,-0.6168935738111797,72,-132.20615302777776,77,0.06215261354258186,,
106.01315789473684,7968,0.001,8057,101,-0.7154170473416647,76,-127.50123507894736,79,0.06737949935098489,,
103.7625,8112,0.001,8301,103,-0.750671947874674,80,-124.43639392499999,80,0.07225808346780335,,
100.19047619047619,8294,0.001,8416,102,-0.8599490165710449,84,-120.05918555952378,81,0.07290455792099237,,
98.2159090909091,8484,0.001,8643,103,-0.9159733719295926,88,-117.52131186363637,83,0.07677676046595854,,
107.55434782608695,9802,0.001,9895,105,-1.622605242899486,92,-127.38910950000002,94,0.08295094429286654,,
,9880,0.001,10000,,-1.7319938898086549,,,,0.09014649465680122,711.0065607517957,1000.0
105.27083333333333,9964,0.001,10106,91,-1.7287961074284144,96,-124.41303385416666,110,0.09413811342702025,,
105.07,10318,0.001,10507,92,-1.9583978652954102,100,-123.89217907999996,113,0.10053297667764127,,
96.19,10657,0.001,10750,92,-2.20996631546454,104,-108.25192512000001,116,0.13213131356645713,,
95.9,10749,0.001,10916,93,-2.2933034002780914,108,-107.33239381000001,117,0.1324339723762344,,
