time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/actor_loss,train/learning_rate,train/critic_loss,train/n_updates,eval/mean_ep_length,eval/mean_reward
0,23,4,5.75,52.11738775,3286,,,,,,
0,46,8,5.75,52.112193,3438,,,,,,
0,67,12,5.583333333333333,50.63835533333333,2984,,,,,,
0,96,16,6.0,54.548185437499995,3120,,,,,,
0,117,20,5.85,53.18668955,763,-8.178555011749268,0.001,45.937889099121094,13,,
0,132,24,5.5,49.858786,460,-7.296134948730469,0.001,20.987178802490234,28,,
0,145,28,5.178571428571429,46.877394607142854,354,-9.615521430969238,0.001,5.914754549662272,41,,
0,159,32,4.96875,44.90510521875,295,-10.246826171875,0.001,0.8304736614227295,55,,
0,175,36,4.861111111111111,43.82651402777778,258,-10.137654304504395,0.001,0.7861223295331001,71,,
0,189,40,4.725,42.550975475,233,-10.221196174621582,0.001,0.5598754286766052,85,,
0,203,44,4.613636363636363,41.51182477272727,211,-10.490113735198975,0.001,0.34907354911168414,100,,
1,218,48,4.541666666666667,40.81651070833333,199,-10.735017776489258,0.001,0.662235289812088,115,,
1,231,52,4.4423076923076925,39.90167221153846,191,-10.669220447540283,0.001,0.5964789539575577,128,,
1,245,56,4.375,39.26628667857143,184,-10.818772315979004,0.001,0.8438048362731934,141,,
1,259,60,4.316666666666666,38.71944048333334,174,-11.13647747039795,0.001,0.7125116388003031,156,,
1,274,64,4.28125,38.372110234375,168,-11.2664794921875,0.001,0.9618323594331741,170,,
1,290,68,4.264705882352941,38.18695617647058,162,-11.361770629882812,0.001,0.8539542406797409,186,,
1,304,72,4.222222222222222,37.79050061111111,158,-11.169231414794922,0.001,1.0262362162272136,200,,
2,320,76,4.2105263157894735,37.65871256578947,155,-11.457594871520996,0.001,1.1536320447921753,216,,
2,332,80,4.15,37.122151537499995,153,-11.858978271484375,0.001,1.0426857471466064,229,,
2,347,84,4.130952380952381,36.93110222619047,152,-11.77881145477295,0.001,1.5618882477283478,243,,
2,363,88,4.125,36.85465080681818,149,-11.701945781707764,0.001,1.5249069035053253,259,,
2,377,92,4.0978260869565215,36.60326645652174,147,-12.283164978027344,0.001,1.2381430466969807,273,,
2,392,96,4.083333333333333,36.46225647916666,144,-12.040311336517334,0.001,1.9278024037679036,288,,
2,405,100,4.05,36.163050829999996,141,-12.403044700622559,0.001,1.3459258278210957,302,,
2,419,104,3.96,35.31844108000001,140,-11.889496326446533,0.001,2.841545263926188,316,,
3,432,108,3.86,34.39508669,139,-12.220647811889648,0.001,2.4558457930882773,329,,
3,447,112,3.8,33.81284583,138,-12.461740016937256,0.001,2.1806240677833557,344,,
3,462,116,3.66,32.48758385000001,137,-12.5806884765625,0.001,1.4196161429087322,358,,
3,475,120,3.58,31.73663022,136,-13.037671566009521,0.001,2.0328617095947266,372,,
3,489,124,3.57,31.65191207,135,-13.189908027648926,0.001,2.6609477202097573,385,,
3,504,128,3.59,31.818709080000005,134,-13.812840938568115,0.001,2.305694341659546,401,,
3,518,132,3.59,31.818220690000004,133,-13.38316535949707,0.001,2.341724067926407,415,,
4,531,136,3.56,31.570767930000002,132,-13.908567428588867,0.001,2.7127012411753335,428,,
4,546,140,3.57,31.655275770000003,132,-13.706909656524658,0.001,3.1033844153086343,442,,
4,560,144,3.57,31.650434740000005,131,-14.040636539459229,0.001,2.4171338081359863,456,,
4,572,148,3.54,31.399500169999996,130,-13.796250343322754,0.001,2.39775816599528,469,,
4,584,152,3.53,31.317842760000005,130,-13.4678955078125,0.001,2.761414368947347,481,,
4,600,156,3.55,31.483802299999997,129,-13.58874225616455,0.001,2.5136169493198395,496,,
4,614,160,3.55,31.48578072,128,-13.91189956665039,0.001,2.805600881576538,510,,
4,628,164,3.54,31.4027095,127,-14.080570697784424,0.001,2.1085977951685586,524,,
5,640,168,3.5,31.070518570000004,127,-14.416897773742676,0.001,2.3671180407206216,537,,
5,655,172,3.51,31.152942109999998,126,-14.401411056518555,0.001,2.0667667786280313,551,,
5,669,176,3.49,30.983740839999996,126,-14.819135665893555,0.001,2.546156088511149,565,,
5,682,180,3.5,31.06266756,125,-14.052956581115723,0.001,3.8457295894622803,579,,
5,695,184,3.48,30.897961569999996,125,-14.82363224029541,0.001,2.982248147328695,592,,
5,709,188,3.46,30.729492150000006,125,-14.635934352874756,0.001,2.942124903202057,605,,
5,723,192,3.46,30.728580320000003,124,-14.111542701721191,0.001,3.247710863749186,619,,
5,737,196,3.45,30.642101999999994,124,-14.570964813232422,0.001,3.3997908433278403,633,,
6,752,200,3.47,30.80756812,124,-15.880307674407959,0.001,3.1399447917938232,648,,
6,766,204,3.47,30.80902802,124,-14.55331039428711,0.001,4.857034047444661,662,,
6,781,208,3.49,30.974629870000005,123,-15.248091697692871,0.001,3.3706839879353843,677,,
6,795,212,3.48,30.89279093,123,-14.69638442993164,0.001,2.9928651650746665,691,,
6,809,216,3.47,30.809901869999994,123,-15.499876976013184,0.001,2.431237737337748,705,,
6,823,220,3.48,30.892396489999996,122,-15.444130420684814,0.001,3.1054508686065674,720,,
6,839,224,3.5,31.056967009999997,122,-16.193888664245605,0.001,2.964809477329254,735,,
6,854,228,3.5,31.058077459999996,122,-16.081026077270508,0.001,3.9807474613189697,751,,
7,868,232,3.5,31.055559289999998,122,-15.341992855072021,0.001,3.609674572944641,765,,
7,881,236,3.5,31.05307016,122,-16.94159698486328,0.001,4.618727207183838,777,,
7,896,240,3.5,31.052835960000003,122,-16.38839340209961,0.001,3.528603434562683,793,,
7,910,244,3.5,31.0531019,122,-15.795263290405273,0.001,4.603698015213013,807,,
7,924,248,3.52,31.221316070000004,122,-16.87399959564209,0.001,3.9100974798202515,821,,
7,938,252,3.54,31.39022249000001,122,-17.317901611328125,0.001,3.946043908596039,835,,
7,952,256,3.52,31.226295679999993,122,-15.852229595184326,0.001,3.3951584498087564,848,,
7,967,260,3.53,31.30506348000001,121,-16.827019691467285,0.001,3.6031826734542847,864,,
8,981,264,3.53,31.306066209999997,121,-16.245787620544434,0.001,3.543108105659485,878,,
8,994,268,3.54,31.386685299999996,121,-16.832388877868652,0.001,3.1999780237674713,891,,
,1000,,,,,-16.292810440063477,0.001,4.227932035923004,898,3.5,31.0447057723999
8,1008,272,3.53,31.305004640000003,120,-16.82747459411621,0.001,4.009638627370198,905,,
8,1023,276,3.54,31.387249800000003,119,-17.5903377532959,0.001,3.8253961404164634,919,,
8,1036,280,3.54,31.391636300000002,119,-16.731165885925293,0.001,4.121811469395955,932,,
8,1051,284,3.56,31.557459299999994,119,-17.08462905883789,0.001,3.2162091732025146,947,,
8,1064,288,3.55,31.473778830000004,119,-17.136146545410156,0.001,3.7487743695576987,960,,
9,1077,292,3.54,31.393252280000002,118,-16.887625694274902,0.001,4.209806601206462,974,,
9,1092,296,3.55,31.476329939999996,118,-17.413192749023438,0.001,4.021929979324341,988,,
9,1106,300,3.54,31.392101509999996,118,-16.880101203918457,0.001,3.7189744114875793,1002,,
9,1119,304,3.53,31.309404530000002,118,-17.693974494934082,0.001,4.207340598106384,1016,,
9,1135,308,3.54,31.391749299999997,118,-17.21921730041504,0.001,4.537087678909302,1031,,
9,1149,312,3.54,31.391258300000004,118,-19.044879913330078,0.001,5.8091499010721845,1045,,
9,1163,316,3.54,31.393078739999996,117,-17.631616592407227,0.001,4.213641166687012,1059,,
9,1176,320,3.53,31.31211199,117,-16.856334686279297,0.001,4.283847332000732,1073,,
10,1189,324,3.5,31.06425823,117,-17.475479125976562,0.001,3.466589371363322,1085,,
10,1204,328,3.5,31.06450152,117,-18.059860229492188,0.001,3.6292367776234946,1100,,
10,1218,332,3.5,31.068817319999997,117,-17.830134391784668,0.001,3.117242157459259,1115,,
10,1230,336,3.49,30.984916509999998,117,-18.782363891601562,0.001,3.4521844387054443,1127,,
10,1246,340,3.5,31.068560920000003,117,-17.903413772583008,0.001,3.8884369134902954,1142,,
10,1261,344,3.51,31.151985360000005,117,-18.75236701965332,0.001,3.708115339279175,1157,,
10,1276,348,3.52,31.232443159999992,117,-17.491703033447266,0.001,3.379202425479889,1173,,
11,1291,352,3.53,31.314139990000005,117,-18.906827926635742,0.001,3.1982178688049316,1187,,
11,1306,356,3.54,31.395942240000004,117,-18.380269050598145,0.001,2.958512306213379,1202,,
11,1318,360,3.51,31.148866880000003,117,-17.679134368896484,0.001,4.139439741770427,1215,,
11,1331,364,3.5,31.065852910000007,117,-16.991917610168457,0.001,3.7762184143066406,1228,,
11,1346,368,3.52,31.232600060000003,117,-17.919413566589355,0.001,3.4930240511894226,1242,,
11,1361,372,3.53,31.316178560000004,116,-18.2973575592041,0.001,3.724881649017334,1257,,
11,1374,376,3.51,31.15044835,116,-18.529176712036133,0.001,2.784662961959839,1271,,
11,1388,380,3.52,31.23209288,116,-18.42058563232422,0.001,3.588373303413391,1284,,
12,1403,384,3.52,31.23310299,116,-19.24334144592285,0.001,3.0551544427871704,1299,,
12,1416,388,3.52,31.234630889999995,115,-19.410683631896973,0.001,2.9856784343719482,1313,,
12,1430,392,3.53,31.316939849999994,115,-19.467309951782227,0.001,4.722334861755371,1326,,
12,1443,396,3.51,31.14848623,115,-17.441065788269043,0.001,3.955646197001139,1340,,
12,1457,400,3.51,31.150272179999998,115,-18.882007598876953,0.001,2.7434442937374115,1353,,
12,1472,404,3.53,31.31586815,114,-19.57840347290039,0.001,2.8402539094289145,1368,,
12,1487,408,3.52,31.23128286999999,114,-18.625062942504883,0.001,4.578583717346191,1383,,
13,1500,412,3.51,31.147614089999998,114,-20.148069381713867,0.001,3.525723934173584,1397,,
13,1514,416,3.51,31.146069549999993,114,-19.031543731689453,0.001,4.859964370727539,1410,,
13,1528,420,3.52,31.228986520000003,114,-19.078036308288574,0.001,3.9817864298820496,1425,,
13,1541,424,3.52,31.225612659999996,113,-19.367246627807617,0.001,3.457077145576477,1438,,
13,1555,428,3.51,31.143096650000004,113,-18.443435668945312,0.001,3.1139997243881226,1452,,
13,1569,432,3.51,31.14193626,113,-17.956401824951172,0.001,3.0447278022766113,1465,,
13,1583,436,3.53,31.3102336,113,-19.126609802246094,0.001,2.7037364641825357,1479,,
14,1595,440,3.49,30.97385812,113,-18.898372650146484,0.001,2.6050406297047934,1492,,
14,1608,444,3.47,30.809534089999996,113,-18.550536155700684,0.001,3.0121131539344788,1505,,
14,1622,448,3.46,30.726621940000005,112,-19.2926082611084,0.001,3.648301839828491,1518,,
14,1636,452,3.45,30.644120670000003,112,-19.43790626525879,0.001,3.7059390544891357,1533,,
14,1651,456,3.45,30.642741199999996,112,-18.879093170166016,0.001,4.489799499511719,1547,,
14,1664,460,3.46,30.727558600000002,112,-19.6022367477417,0.001,3.7896870772043862,1560,,
14,1678,464,3.47,30.80852711,112,-20.566893577575684,0.001,3.1839754581451416,1575,,
