rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,train/actor_loss,train/n_updates,train/critic_loss,train/learning_rate,eval/mean_reward,eval/mean_ep_length
7.0,4,32,4256,0,8.0,,,,,,
6.625,8,61,4606,0,7.625,,,,,,
5.75,12,81,4631,0,6.75,,,,,,
5.3125,16,101,4602,0,6.3125,,,,,,
6.4,20,148,414,0,7.4,-0.9609004855155945,47,0.13835845266779265,0.001,,
6.5,24,180,355,0,7.5,-0.955015222231547,69,0.1851776267091433,0.001,,
6.178571428571429,28,201,283,0,7.178571428571429,-0.9873637954394022,100,0.21165030002593993,0.001,,
6.875,32,252,267,0,7.875,-1.1227893978357315,134,0.18870899407193065,0.001,,
15.38888888888889,36,590,215,2,16.38888888888889,-1.7268987847309487,412,0.11389508146313157,0.001,,
22.7,40,948,178,5,23.7,-2.489466983218526,766,0.1041581957217525,0.001,,
,,1000,,,,-2.676585857258287,852,0.10467615779922453,0.001,69.7,70.7
29.613636363636363,44,1347,167,8,30.613636363636363,-3.158924633806402,1081,0.10367061870849946,0.001,,
32.645833333333336,48,1615,147,10,33.645833333333336,-3.9781864484151206,1442,0.11649494714448962,0.001,,
37.11538461538461,52,1982,146,13,38.11538461538461,-4.784776677256045,1795,0.12970763272655908,0.001,,
,,2000,,,,-4.974505123884781,1886,0.14504811212747962,0.001,82.9,83.9
41.089285714285715,56,2357,145,16,42.089285714285715,-5.516880628797743,2135,0.15408393765489262,0.001,,
44.11666666666667,60,2707,143,18,45.11666666666667,-6.328114693815058,2521,0.13679505704661435,0.001,,
,,3000,,,,-6.937531179851955,2823,0.14556348051323934,0.001,122.5,123.5
48.75,64,3184,142,22,49.75,-7.153009907404582,2942,0.11053789951721159,0.001,,
57.029411764705884,68,3946,145,27,58.029411764705884,-8.33812917577158,3589,0.1770283008737517,0.001,,
,,4000,,,,-8.840585446539725,3850,0.14550904737664136,0.001,238.6,239.6
64.01388888888889,72,4681,136,34,65.01388888888889,-9.92112769052654,4460,0.13762176470892565,0.001,,
,,5000,,,,-10.322509611806561,4585,0.2372554054558277,0.001,184.9,185.9
,,6000,,,,-12.956975958564065,5853,0.1467112908035182,0.001,171.6,172.5
78.22368421052632,76,6020,133,45,79.21052631578948,,,,,,
78.7125,80,6376,134,47,79.7,-13.454768472788285,6202,0.15926273687913708,0.001,,
78.95238095238095,84,6715,135,49,79.94047619047619,-14.055553380180807,6537,0.2810637437455032,0.001,,
,,7000,,,,-14.42961520415086,6775,0.21204615149121636,0.001,68.8,69.8
81.11363636363636,88,7225,135,53,82.10227272727273,-14.877470844670347,7025,0.12916090842578318,0.001,,
,,8000,,,,-15.148306846618652,7209,0.2221944256918505,0.001,84.7,85.7
90.31521739130434,92,8399,135,62,91.29347826086956,-17.183682680130005,8257,0.24003559118136764,0.001,,
90.33333333333333,96,8766,135,64,91.3125,-17.508889569176567,8613,0.34127164868989845,0.001,,
,,9000,,,,-17.80151252746582,8814,0.16987977921962738,0.001,325.5,326.3
98.13,100,9910,146,67,99.1,,,,,,
,,10000,,,,-18.870361274719237,9814,0.33353491937369106,0.001,1000.0,1000.0
,,11000,,,,-20.45102963256836,10814,0.4091509052105248,0.001,1000.0,1000.0
,,12000,,,,-22.060258975982666,11814,0.42390958551317454,0.001,1000.0,1000.0
,,13000,,,,-23.72386089706421,12814,0.48924831173196437,0.001,1000.0,1000.0
137.85,104,13910,127,109,138.78,,,,,,
,,14000,,,,-25.35981734085083,13814,0.5088569514714182,0.001,1000.0,1000.0
,,15000,,,,-26.920236656188965,14814,0.4412011383846402,0.001,1000.0,1000.0
,,16000,,,,-28.464823497772215,15814,0.5368980464041233,0.001,1000.0,1000.0
,,17000,,,,-29.96926561355591,16814,0.5018272338248789,0.001,1000.0,1000.0
177.6,108,17910,119,150,178.49,,,,,,
,,18000,,,,-31.44993645477295,17814,0.5967342535965144,0.001,1000.0,1000.0
,,19000,,,,-32.88045650863648,18814,0.8622627456560731,0.001,1000.0,1000.0
,,20000,,,,-34.130479537963865,19814,0.8969211335927249,0.001,1000.0,1000.0
,,21000,,,,-35.47325483703613,20814,1.2985357142239808,0.001,1000.0,1000.0
217.44,112,21910,115,190,218.29,,,,,,
,,22000,,,,-36.62496979522705,21814,1.71649843262136,0.001,1000.0,1000.0
,,23000,,,,-37.60641081237793,22814,2.2307057462930677,0.001,1000.0,1000.0
,,24000,,,,-38.49354521179199,23814,2.509827403217554,0.001,1000.0,1000.0
,,25000,,,,-39.50082331085205,24814,2.608140990912914,0.001,164.5,165.5
248.79,116,25062,111,225,249.61,,,,,,
,,26000,,,,-39.967188132436654,24966,2.8226989786091603,0.001,826.7,827.1
,,27000,,,,-40.323671112060545,25966,2.7900484771132468,0.001,1000.0,1000.0
,,28000,,,,-41.371102439880374,26966,2.8297236839234827,0.001,1000.0,1000.0
,,29000,,,,-42.28555967712402,27966,2.7890154978334905,0.001,1000.0,1000.0
288.36,120,29062,111,260,289.14,,,,,,
,,30000,,,,-43.94267570579445,29148,2.8078527556998387,0.001,1000.0,1000.0
,,31000,,,,-43.833731071472165,30148,2.68967967364192,0.001,1000.0,1000.0
,,32000,,,,-44.88079486846924,31148,2.4497014881968497,0.001,1000.0,1000.0
319.89,124,32244,110,292,320.64,,,,,,
,,33000,,,,-45.71507643890381,32148,3.0638795194625854,0.001,1000.0,1000.0
,,34000,,,,-46.781933883666994,33148,2.6255858934521674,0.001,1000.0,1000.0
,,35000,,,,-47.73849452972412,34148,3.1577493244409562,0.001,1000.0,1000.0
,,36000,,,,-48.90869042205811,35148,3.1405044972598555,0.001,1000.0,1000.0
359.72,128,36244,108,334,360.43,,,,,,
,,37000,,,,-49.77214968109131,36148,3.427965534090996,0.001,1000.0,1000.0
,,38000,,,,-50.75565773773194,37148,3.351174036324024,0.001,1000.0,1000.0
,,39000,,,,-51.77800935363769,38148,3.1863012499213217,0.001,1000.0,1000.0
,,40000,,,,-52.94971852874756,39148,2.8939084281027316,0.001,1000.0,1000.0
399.25,132,40244,107,374,399.92,,,,,,
,,41000,,,,-53.89033595275879,40148,3.6023715273141863,0.001,1000.0,1000.0
,,42000,,,,-55.08010703277588,41148,3.1969459777474403,0.001,1000.0,1000.0
,,43000,,,,-56.210356269836424,42148,2.3078225888311863,0.001,1000.0,1000.0
,,44000,,,,-57.488503349304196,43148,2.831044155716896,0.001,1000.0,1000.0
435.91,136,44244,106,416,436.54,,,,,,
,,45000,,,,-58.74387865447998,44148,5.010659337252378,0.001,1000.0,1000.0
,,46000,,,,-59.5345887298584,45148,7.235023305177688,0.001,1000.0,1000.0
,,47000,,,,-59.08346764373779,46148,8.69071377658844,0.001,1000.0,1000.0
,,48000,,,,-59.4681628036499,47148,8.731825633764267,0.001,1000.0,1000.0
