train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
303850,22.326025466918946,,,,,,0.001,0.09481072418391705,304000,-6.695252433652058,50.0
,,1601,50.0,-5.780041739999999,189,6080,,,304000,,
304050,22.253421783447266,1602,50.0,-5.785451179999999,189,6084,0.001,0.060074842274188994,304200,,
304250,22.345739517211914,1603,50.0,-5.82875057,189,6088,0.001,0.06308237232267856,304400,,
304450,22.28974365234375,1604,50.0,-5.85869012,189,6092,0.001,0.05918699935078621,304600,,
304650,22.39108154296875,1605,50.0,-5.913451630000001,189,6096,0.001,0.06316514737904072,304800,,
304850,22.301573638916015,,,,,,0.001,0.0693388156592846,305000,-6.5300854941830035,50.0
,,1606,50.0,-5.96803939,189,6100,,,305000,,
305050,22.265606460571288,1607,50.0,-5.998140430000001,189,6104,0.001,0.06419170290231704,305200,,
305250,22.381480712890625,1608,50.0,-6.007865830000001,189,6108,0.001,0.061777607798576356,305400,,
305450,22.283684997558595,1609,50.0,-6.07511145,189,6112,0.001,0.05943281285464764,305600,,
305650,22.387424697875975,1609,50.0,-6.01179973,189,6116,0.001,0.06624191641807556,305800,,
305850,22.292862548828126,,,,,,0.001,0.053145209327340126,306000,-6.840630945656448,50.0
,,1611,50.0,-6.01378184,189,6120,,,306000,,
306050,22.3702840423584,1611,50.0,-6.008274889999999,189,6124,0.001,0.11217579163610936,306200,,
306250,22.35062629699707,1612,50.0,-5.96993966,189,6128,0.001,0.07199794016778469,306400,,
306450,22.365083694458008,1613,50.0,-5.987703200000002,189,6132,0.001,0.06311498776078224,306600,,
306650,22.252486114501952,1614,50.0,-5.991341520000001,189,6136,0.001,0.06969423994421958,306800,,
306850,22.323605422973632,,,,,,0.001,0.05483564034104347,307000,-6.69859185279347,50.0
,,1616,50.0,-6.08472702,189,6140,,,307000,,
307050,22.332627639770507,1617,50.0,-6.0940116799999995,189,6144,0.001,0.061465392038226124,307200,,
307250,22.30148262023926,1618,50.0,-6.084208749999999,189,6148,0.001,0.05890920475125313,307400,,
307450,22.25348831176758,1619,50.0,-6.061846350000001,189,6152,0.001,0.06928763881325722,307600,,
307650,22.31717887878418,1620,50.0,-6.069600969999999,189,6156,0.001,0.0539205439388752,307800,,
307850,22.299936370849608,,,,,,0.001,0.07152580261230469,308000,-6.937959809601307,50.0
,,1621,50.0,-6.135349839999999,189,6160,,,308000,,
308050,22.272181777954103,1622,50.0,-6.13216903,189,6164,0.001,0.05998864471912384,308200,,
308250,22.255027999877928,1623,50.0,-6.113769469999999,189,6168,0.001,0.06798811763525009,308400,,
308450,22.358431396484374,1624,50.0,-6.180462069999999,189,6172,0.001,0.05432924598455429,308600,,
308650,22.281300048828125,1625,50.0,-6.163368080000001,189,6176,0.001,0.05700810715556145,308800,,
308850,22.30196060180664,,,,,,0.001,0.057988811060786245,309000,-6.702462845202535,50.0
,,1627,50.0,-6.18110658,189,6180,,,309000,,
309050,22.332573928833007,1628,50.0,-6.183264469999998,189,6184,0.001,0.05676663853228092,309200,,
309250,22.179736328125,1629,50.0,-6.15674263,189,6188,0.001,0.05289245374500751,309400,,
309450,22.332136154174805,1629,50.0,-6.080600100000001,189,6192,0.001,0.06365109652280808,309600,,
309650,22.297678756713868,1630,50.0,-6.05456274,189,6196,0.001,0.06190672308206558,309800,,
309850,22.157593765258788,,,,,,0.001,0.05771764859557152,310000,-6.748129933513701,50.0
,,1632,50.0,-6.05062844,189,6200,,,310000,,
310050,22.228900451660156,1632,50.0,-6.020278920000001,189,6204,0.001,0.057160851135849955,310200,,
310250,22.20743934631348,1633,50.0,-6.044287390000001,189,6208,0.001,0.05444429785013199,310400,,
310450,22.24570198059082,1634,50.0,-6.046989210000001,190,6212,0.001,0.06502972155809403,310600,,
310650,22.17630630493164,1635,50.0,-6.07367692,190,6216,0.001,0.04871876887977123,310800,,
310850,22.177341232299806,,,,,,0.001,0.07285750217735767,311000,-6.580260533839464,50.0
,,1636,50.0,-6.038144590000001,190,6220,,,311000,,
311050,22.178767700195312,1637,50.0,-6.011211439999999,190,6224,0.001,0.05513781998306513,311200,,
311250,22.195486907958983,1638,50.0,-6.033463740000001,190,6228,0.001,0.05869886890053749,311400,,
311450,22.25576530456543,1639,50.0,-6.037324789999999,190,6232,0.001,0.062231669947504994,311600,,
311650,22.1949747467041,1640,50.0,-5.964709499999999,190,6236,0.001,0.05977163694798946,311800,,
311850,22.141199417114258,,,,,,0.001,0.05289294503629208,312000,-6.435780790029094,50.0
,,1642,50.0,-5.934455440000001,189,6240,,,312000,,
312050,22.180642013549804,1643,50.0,-5.87083795,189,6244,0.001,0.05696512259542942,312200,,
312250,22.18377540588379,1644,50.0,-5.898437399999999,189,6248,0.001,0.06438265077769756,312400,,
312450,22.07830535888672,1645,50.0,-5.808087149999999,190,6252,0.001,0.051665142253041266,312600,,
312650,22.21301284790039,1646,50.0,-5.78455044,190,6256,0.001,0.05473487161099911,312800,,
312850,22.148006286621094,,,,,,0.001,0.05897550739347935,313000,-6.404901772085577,50.0
,,1647,50.0,-5.73920253,189,6260,,,313000,,
313050,22.19130096435547,1648,50.0,-5.7201847400000005,189,6264,0.001,0.047475505843758585,313200,,
313250,22.085680541992186,1649,50.0,-5.658426240000001,189,6268,0.001,0.05040698487311602,313400,,
313450,22.127486724853515,1650,50.0,-5.627566809999998,189,6272,0.001,0.09880436643958092,313600,,
313650,22.148109588623047,1651,50.0,-5.70805166,189,6276,0.001,0.05819281488656998,313800,,
313850,22.13521209716797,,,,,,0.001,0.0609018936753273,314000,-6.65426141298376,50.0
,,1653,50.0,-5.641672960000001,189,6280,,,314000,,
314050,22.118464050292967,1654,50.0,-5.691032250000002,189,6284,0.001,0.06663617748767138,314200,,
314250,22.100951461791993,1655,50.0,-5.649311079999999,189,6288,0.001,0.10819736316800117,314400,,
314450,22.155020980834962,1656,50.0,-5.711496970000001,189,6292,0.001,0.06506402671337128,314600,,
314650,22.131645278930662,1657,50.0,-5.737396960000001,189,6296,0.001,0.057935440614819526,314800,,
314850,22.24478385925293,,,,,,0.001,0.10164244510233403,315000,-6.604774351371452,50.0
,,1658,50.0,-5.72374721,189,6300,,,315000,,
315050,22.143581619262694,1659,50.0,-5.68127341,189,6304,0.001,0.06687999069690705,315200,,
315250,22.077442932128907,1660,50.0,-5.648677339999999,189,6308,0.001,0.058954349756240844,315400,,
315450,22.093135147094728,1661,50.0,-5.62250925,189,6312,0.001,0.05482481360435486,315600,,
315650,22.08040382385254,1662,50.0,-5.509044610000001,189,6316,0.001,0.057525838017463686,315800,,
315850,21.987439498901367,,,,,,0.001,0.05560170635581017,316000,-6.474529151013121,50.0
,,1664,50.0,-5.55048792,189,6320,,,316000,,
316050,22.123651962280274,1665,50.0,-5.5734986399999995,189,6324,0.001,0.05572624824941158,316200,,
316250,22.167090377807618,1666,50.0,-5.58562815,189,6328,0.001,0.07351126603782177,316400,,
316450,22.043139343261718,1667,50.0,-5.621002969999999,189,6332,0.001,0.0534977799654007,316600,,
316650,22.04133010864258,1668,50.0,-5.7021530600000006,189,6336,0.001,0.057613568231463436,316800,,
316850,22.21077209472656,,,,,,0.001,0.06225872106850147,317000,-6.6128491829149425,50.0
,,1669,50.0,-5.75994952,189,6340,,,317000,,
317050,22.13954887390137,1670,50.0,-5.749378270000001,189,6344,0.001,0.0559315150976181,317200,,
317250,22.040434951782228,1671,50.0,-5.661495980000001,189,6348,0.001,0.054174023866653445,317400,,
317450,22.197795333862306,1672,50.0,-5.7168769,189,6352,0.001,0.058291765600442885,317600,,
317650,22.14279243469238,1673,50.0,-5.72795281,189,6356,0.001,0.06020594440400601,317800,,
317850,22.119173049926758,,,,,,0.001,0.05953372947871685,318000,-6.408095599943772,50.0
,,1674,50.0,-5.78127332,189,6360,,,318000,,
318050,22.110181350708007,1675,50.0,-5.7408131099999995,189,6364,0.001,0.053839889988303184,318200,,
318250,22.03903533935547,1676,50.0,-5.766877939999998,189,6368,0.001,0.05515732318162918,318400,,
318450,22.228148880004884,1678,50.0,-5.77548721,189,6372,0.001,0.0589647901058197,318600,,
318650,22.046422119140626,1679,50.0,-5.7459698600000015,189,6376,0.001,0.06686242632567882,318800,,
318850,22.10111282348633,,,,,,0.001,0.05970230087637901,319000,-6.603380009159446,50.0
,,1680,50.0,-5.8218679600000005,189,6380,,,319000,,
319050,22.024734649658203,1681,50.0,-5.852706539999999,189,6384,0.001,0.05715228669345379,319200,,
319250,22.163551177978515,1682,50.0,-5.8373116,189,6388,0.001,0.05792695038020611,319400,,
319450,22.132651062011718,1683,50.0,-5.82925652,189,6392,0.001,0.08996728770434856,319600,,
319650,22.09885154724121,1684,50.0,-5.821977609999999,189,6396,0.001,0.057655633315443995,319800,,
319850,22.134449157714844,,,,,,0.001,0.06015017837285996,320000,-6.561454639676958,50.0
,,1685,50.0,-5.78999652,189,6400,,,320000,,
320050,22.015854873657226,1686,50.0,-5.8019098599999985,189,6404,0.001,0.05797121919691563,320200,,
320250,22.13964241027832,1687,50.0,-5.821857179999999,189,6408,0.001,0.07020527690649032,320400,,
320450,22.124293518066406,1688,50.0,-5.84714214,189,6412,0.001,0.058052495792508124,320600,,
320650,22.07336395263672,1689,50.0,-5.893267969999999,189,6416,0.001,0.061248669773340224,320800,,
320850,22.09090621948242,,,,,,0.001,0.059860182404518125,321000,-6.669697594456375,50.0
,,1690,50.0,-5.87393675,189,6420,,,321000,,
321050,22.100469284057617,1691,50.0,-5.917447429999998,189,6424,0.001,0.06030107282102108,321200,,
321250,22.041937713623046,1692,50.0,-6.005493399999999,189,6428,0.001,0.06834317356348038,321400,,
321450,22.031046447753905,1693,50.0,-5.9270893000000004,189,6432,0.001,0.058326006755232813,321600,,
321650,22.121143493652344,1694,50.0,-5.879413539999999,189,6436,0.001,0.06185661457479,321800,,
321850,22.12709098815918,,,,,,0.001,0.061464560627937315,322000,-6.714722947962582,50.0
,,1695,50.0,-5.8849344299999995,189,6440,,,322000,,
322050,22.0796475982666,1696,50.0,-5.91607266,189,6444,0.001,0.05580235369503498,322200,,
322250,22.105906143188477,1697,50.0,-6.03143476,189,6448,0.001,0.05452471558004618,322400,,
322450,22.04654731750488,1698,50.0,-5.97865546,189,6452,0.001,0.05535327635705471,322600,,
322650,22.099101791381838,1699,50.0,-5.897783740000001,189,6456,0.001,0.06632069602608681,322800,,
322850,22.07497299194336,,,,,,0.001,0.07635177902877331,323000,-6.446764148212969,50.0
,,1700,50.0,-5.93327081,189,6460,,,323000,,
323050,22.050780487060546,1701,50.0,-6.025304549999999,189,6464,0.001,0.05116645075380802,323200,,
323250,21.96562675476074,1702,50.0,-6.038418920000001,189,6468,0.001,0.08376237154006957,323400,,
323450,22.04664726257324,1703,50.0,-6.024159360000001,189,6472,0.001,0.05726554419845343,323600,,
323650,21.968479537963866,1704,50.0,-5.983524569999999,189,6476,0.001,0.04957484181970358,323800,,
323850,22.062981033325194,,,,,,0.001,0.05723325252532959,324000,-6.441702238377184,50.0
,,1706,50.0,-5.99108346,189,6480,,,324000,,
324050,22.06463119506836,1707,50.0,-5.863450690000002,189,6484,0.001,0.06403170756995678,324200,,
324250,22.01014877319336,1708,50.0,-5.9070187899999995,189,6488,0.001,0.05584276117384434,324400,,
324450,22.032756805419922,1709,50.0,-5.7970064899999985,189,6492,0.001,0.05421240076422691,324600,,
324650,22.11454475402832,1710,50.0,-5.840182269999999,189,6496,0.001,0.049379882514476774,324800,,
324850,22.03466484069824,,,,,,0.001,0.055080936774611476,325000,-6.339269102923572,50.0
,,1711,50.0,-5.810469469999998,189,6500,,,325000,,
325050,21.967584991455077,1712,50.0,-5.87011983,189,6504,0.001,0.055640862137079236,325200,,
325250,21.9780029296875,1713,50.0,-5.866039129999999,189,6508,0.001,0.05375071242451668,325400,,
325450,21.994106369018553,1714,50.0,-5.8081923799999995,189,6512,0.001,0.05826671198010445,325600,,
325650,22.00513900756836,1715,50.0,-5.87400577,189,6516,0.001,0.05359509490430355,325800,,
325850,22.03086730957031,,,,,,0.001,0.0710545189678669,326000,-6.40077738147229,50.0
,,1716,50.0,-5.823444769999997,189,6520,,,326000,,
326050,21.997441864013673,1717,50.0,-5.861324709999999,189,6524,0.001,0.053035711720585826,326200,,
326250,21.911772537231446,1718,50.0,-5.82209245,189,6528,0.001,0.062180968672037124,326400,,
326450,22.006250228881836,1719,50.0,-5.8228912500000005,189,6532,0.001,0.05517153799533844,326600,,
326650,22.008267440795898,1720,50.0,-5.7158350900000015,189,6536,0.001,0.049338571652770044,326800,,
326850,21.976285400390626,,,,,,0.001,0.060733386427164075,327000,-6.6405539233237505,50.0
,,1722,50.0,-5.645952649999999,189,6540,,,327000,,
327050,21.979281387329102,1723,50.0,-5.641857239999999,189,6544,0.001,0.0652902215719223,327200,,
327250,21.89539176940918,1724,50.0,-5.653421150000001,189,6548,0.001,0.05118147768080235,327400,,
327450,21.964372787475586,1725,50.0,-5.680395410000001,189,6552,0.001,0.07083973370492458,327600,,
327650,21.924541473388672,1726,50.0,-5.74793518,189,6556,0.001,0.04785758595913649,327800,,
327850,21.963395462036132,,,,,,0.001,0.05628993488848209,328000,-6.22045094575733,50.0
,,1727,50.0,-5.63396533,189,6560,,,328000,,
328050,21.936040496826173,1728,50.0,-5.63258704,189,6564,0.001,0.048445746675133704,328200,,
328250,21.977717666625978,1729,50.0,-5.6212268100000005,189,6568,0.001,0.052201214097440246,328400,,
328450,21.92737762451172,1730,50.0,-5.66118876,189,6572,0.001,0.05042476676404476,328600,,
328650,21.85873611450195,1731,50.0,-5.747678479999999,189,6576,0.001,0.05395972333848476,328800,,
328850,21.94432098388672,,,,,,0.001,0.06427271366119384,329000,-6.258960397075862,50.0
,,1732,50.0,-5.713080859999999,189,6580,,,329000,,
329050,21.912723846435547,1733,50.0,-5.782535640000001,189,6584,0.001,0.052911521717906,329200,,
329250,21.840652236938478,1734,50.0,-5.810272210000002,189,6588,0.001,0.05888856459408998,329400,,
329450,21.897911148071287,1735,50.0,-5.89089516,189,6592,0.001,0.05760766588151455,329600,,
329650,21.86143814086914,1736,50.0,-5.78102825,189,6596,0.001,0.053200222849845887,329800,,
329850,21.87826332092285,,,,,,0.001,0.057444438822567466,330000,-6.287175209447741,50.0
,,1738,50.0,-5.886130909999999,189,6600,,,330000,,
330050,21.87885452270508,1739,50.0,-5.760872820000002,189,6604,0.001,0.05181167557835579,330200,,
330250,21.91087821960449,1740,50.0,-5.7139141,189,6608,0.001,0.05055278029292822,330400,,
330450,21.94952209472656,1741,50.0,-5.69775528,189,6612,0.001,0.053547163307666776,330600,,
330650,21.813069076538085,1742,50.0,-5.6475265000000014,189,6616,0.001,0.054071749374270436,330800,,
330850,21.81997734069824,,,,,,0.001,0.06518147557973862,331000,-6.338869040645659,50.0
,,1743,50.0,-5.669687209999999,189,6620,,,331000,,
331050,21.7918684387207,1744,50.0,-5.590177859999999,189,6624,0.001,0.0494196255505085,331200,,
331250,21.864364547729494,1745,50.0,-5.5540391,189,6628,0.001,0.16053232312202453,331400,,
331450,21.798453826904296,1746,50.0,-5.67875128,189,6632,0.001,0.06662684105336666,331600,,
331650,21.846248474121094,1747,50.0,-5.74552365,189,6636,0.001,0.04851713865995407,331800,,
331850,21.739804306030273,,,,,,0.001,0.048541428819298744,332000,-5.996774048078805,50.0
,,1748,50.0,-5.77395769,189,6640,,,332000,,
332050,21.77020118713379,1749,50.0,-5.733374649999999,189,6644,0.001,0.054414406046271326,332200,,
332250,21.7658309173584,1750,50.0,-5.7075643000000005,189,6648,0.001,0.05010176636278629,332400,,
332450,21.82142433166504,1751,50.0,-5.64041863,189,6652,0.001,0.05136628903448582,332600,,
332650,21.736421432495117,1752,50.0,-5.5390447799999984,189,6656,0.001,0.04846045888960362,332800,,
332850,21.75788459777832,,,,,,0.001,0.04835849691182375,333000,-6.044376415107399,50.0
,,1753,50.0,-5.560674730000001,189,6660,,,333000,,
333050,21.760398025512696,1754,50.0,-5.53423853,189,6664,0.001,0.04985665813088417,333200,,
333250,21.743505935668946,1755,50.0,-5.51460965,189,6668,0.001,0.04910564638674259,333400,,
333450,21.78379753112793,1756,50.0,-5.43560439,189,6672,0.001,0.0516082040220499,333600,,
333650,21.66369888305664,1757,50.0,-5.350470030000001,189,6676,0.001,0.052023168578743936,333800,,
333850,21.786669311523436,,,,,,0.001,0.04972558319568634,334000,-6.092721724463627,50.0
,,1758,50.0,-5.377514980000001,189,6680,,,334000,,
334050,21.752650604248046,1759,50.0,-5.368590909999999,189,6684,0.001,0.12078671060502529,334200,,
334250,21.7197624206543,1760,50.0,-5.2918268,189,6688,0.001,0.052344302386045455,334400,,
334450,21.75091423034668,1761,50.0,-5.2842959800000004,189,6692,0.001,0.0499229533970356,334600,,
334650,21.70638816833496,1762,50.0,-5.39393794,189,6696,0.001,0.04643138527870178,334800,,
334850,21.651745986938476,,,,,,0.001,0.044201604425907134,335000,-6.140355294011533,50.0
,,1764,50.0,-5.3708880599999995,189,6700,,,335000,,
335050,21.656027374267577,1765,50.0,-5.411396109999999,189,6704,0.001,0.05619630835950375,335200,,
335250,21.641363830566405,1766,50.0,-5.39717536,189,6708,0.001,0.048167569488286974,335400,,
335450,21.575171661376952,1767,50.0,-5.40906944,189,6712,0.001,0.054586082324385644,335600,,
335650,21.590918884277343,1768,50.0,-5.442623850000001,189,6716,0.001,0.046258972138166425,335800,,
335850,21.71651840209961,,,,,,0.001,0.05182829920202494,336000,-5.970065093459562,50.0
,,1769,50.0,-5.4409084199999995,189,6720,,,336000,,
336050,21.68354316711426,1770,50.0,-5.505783730000001,189,6724,0.001,0.045602209866046906,336200,,
336250,21.604369888305666,1771,50.0,-5.507271919999999,189,6728,0.001,0.0455388754978776,336400,,
336450,21.586832962036134,1772,50.0,-5.3646758,189,6732,0.001,0.046305848807096484,336600,,
336650,21.6405810546875,1773,50.0,-5.323076309999999,189,6736,0.001,0.0460160868242383,336800,,
336850,21.52062141418457,,,,,,0.001,0.049374586902558804,337000,-6.176199238188564,50.0
,,1775,50.0,-5.260385169999999,189,6740,,,337000,,
337050,21.62860122680664,1776,50.0,-5.2115121,189,6744,0.001,0.043460457660257815,337200,,
337250,21.53576202392578,1777,50.0,-5.19817898,189,6748,0.001,0.04069407381117344,337400,,
337450,21.58210144042969,1778,50.0,-5.268861270000001,189,6752,0.001,0.05652973689138889,337600,,
337650,21.578232803344726,1779,50.0,-5.325396970000001,189,6756,0.001,0.049417907632887365,337800,,
337850,21.531472854614258,,,,,,0.001,0.04836832590401172,338000,-6.025817924295552,50.0
,,1780,50.0,-5.321573989999999,189,6760,,,338000,,
338050,21.510528106689453,1781,50.0,-5.32833036,189,6764,0.001,0.04441258259117603,338200,,
338250,21.444176025390625,1782,50.0,-5.35215312,189,6768,0.001,0.04754508275538683,338400,,
338450,21.570231094360352,1783,50.0,-5.36755761,189,6772,0.001,0.04492765445262194,338600,,
338650,21.520987243652343,1784,50.0,-5.35022449,189,6776,0.001,0.04251924525946379,338800,,
338850,21.550165786743165,,,,,,0.001,0.04233759418129921,339000,-6.051088077994064,50.0
,,1785,50.0,-5.375650510000001,189,6780,,,339000,,
339050,21.500026092529296,1786,50.0,-5.36930339,189,6784,0.001,0.05768932975828647,339200,,
339250,21.50936943054199,1787,50.0,-5.37496219,189,6788,0.001,0.0400122520327568,339400,,
339450,21.521981887817383,1788,50.0,-5.304713099999999,189,6792,0.001,0.05226661749184132,339600,,
339650,21.527018508911134,1789,50.0,-5.270848159999999,189,6796,0.001,0.048221928849816326,339800,,
339850,21.423603897094726,,,,,,0.001,0.04341327510774136,340000,-5.953906882274896,50.0
,,1790,50.0,-5.2164965,189,6800,,,340000,,
340050,21.45364418029785,1791,50.0,-5.233265399999999,189,6804,0.001,0.0448083558306098,340200,,
340250,21.493951873779295,1792,50.0,-5.2560168,189,6808,0.001,0.04891348950564861,340400,,
340450,21.399619140625,1793,50.0,-5.359680010000001,189,6812,0.001,0.04489117816090584,340600,,
340650,21.468703842163087,1794,50.0,-5.356440760000001,189,6816,0.001,0.044970185607671735,340800,,
340850,21.44425910949707,,,,,,0.001,0.045931492447853085,341000,-6.145173449721187,50.0
,,1795,50.0,-5.346329389999999,189,6820,,,341000,,
341050,21.409866104125978,1796,50.0,-5.30192256,189,6824,0.001,0.0477758564054966,341200,,
341250,21.512391662597658,1798,50.0,-5.284996700000001,189,6828,0.001,0.04793057680130005,341400,,
341450,21.432105560302734,1799,50.0,-5.37641932,189,6832,0.001,0.045545358769595624,341600,,
341650,21.434319763183595,1800,50.0,-5.40024265,189,6836,0.001,0.043627304658293724,341800,,
341850,21.375834579467774,,,,,,0.001,0.04810107685625553,342000,-6.0159282547421755,50.0
,,1801,50.0,-5.491682390000001,189,6840,,,342000,,
342050,21.378231124877928,1802,50.0,-5.511048370000001,189,6844,0.001,0.053759170658886433,342200,,
342250,21.33559944152832,1803,50.0,-5.48614989,189,6848,0.001,0.043429659120738505,342400,,
342450,21.282686767578124,1804,50.0,-5.46873331,189,6852,0.001,0.04560314245522022,342600,,
342650,21.398953247070313,1805,50.0,-5.452407109999999,189,6856,0.001,0.05214118123054504,342800,,
342850,21.346756896972657,,,,,,0.001,0.05267025746405125,343000,-5.782843834301457,50.0
,,1806,50.0,-5.466061950000002,189,6860,,,343000,,
343050,21.32635093688965,1807,50.0,-5.451181040000002,189,6864,0.001,0.055689591392874715,343200,,
343250,21.27780349731445,1808,50.0,-5.426908319999999,189,6868,0.001,0.045295935198664664,343400,,
343450,21.264648818969725,1809,50.0,-5.40978154,189,6872,0.001,0.046885984651744365,343600,,
343650,21.25603630065918,1810,50.0,-5.435992140000001,189,6876,0.001,0.04349378865212202,343800,,
343850,21.325094757080077,,,,,,0.001,0.06221784934401512,344000,-5.848996811173857,50.0
,,1812,50.0,-5.5032288199999995,189,6880,,,344000,,
344050,21.281613922119142,1813,50.0,-5.45404868,189,6884,0.001,0.044032263420522216,344200,,
344250,21.314702529907226,1814,50.0,-5.43138012,189,6888,0.001,0.04283515129238367,344400,,
344450,21.283001556396485,1815,50.0,-5.469685579999999,189,6892,0.001,0.04318361047655344,344600,,
344650,21.223386383056642,1816,50.0,-5.4413604200000005,189,6896,0.001,0.04180159207433462,344800,,
344850,21.248960647583008,,,,,,0.001,0.04099642533808947,345000,-5.775245176441968,50.0
,,1817,50.0,-5.50845842,189,6900,,,345000,,
345050,21.112083511352537,1818,50.0,-5.51552641,189,6904,0.001,0.04156852338463068,345200,,
345250,21.225283203125,1819,50.0,-5.4787953300000005,189,6908,0.001,0.04606747210025788,345400,,
345450,21.232193450927735,1820,50.0,-5.37740632,189,6912,0.001,0.04449349876493216,345600,,
345650,21.186367874145507,1821,50.0,-5.3439064499999995,189,6916,0.001,0.04223427079617977,345800,,
345850,21.181384658813478,,,,,,0.001,0.041215103901922706,346000,-6.036445754952728,50.0
,,1822,50.0,-5.367797380000001,189,6920,,,346000,,
346050,21.21213478088379,1823,50.0,-5.374219040000001,189,6924,0.001,0.04053472429513931,346200,,
346250,21.235045776367187,1824,50.0,-5.373813999999999,189,6928,0.001,0.04046539641916752,346400,,
346450,21.15784194946289,1825,50.0,-5.264518000000001,189,6932,0.001,0.04954980969429016,346600,,
346650,21.15233337402344,1826,50.0,-5.26143525,189,6936,0.001,0.04635008241981268,346800,,
346850,21.11164680480957,,,,,,0.001,0.05468720048666,347000,-6.0582409291528165,50.0
,,1827,50.0,-5.224049760000001,189,6940,,,347000,,
347050,21.128475494384766,1828,50.0,-5.25066343,189,6944,0.001,0.04181920565664768,347200,,
347250,21.109895172119142,1829,50.0,-5.1704498,189,6948,0.001,0.03786146316677332,347400,,
347450,21.07301399230957,1830,50.0,-5.15138161,189,6952,0.001,0.04144447945058346,347600,,
347650,20.98580062866211,1831,50.0,-5.19219864,189,6956,0.001,0.05306059509515762,347800,,
347850,21.042749404907227,,,,,,0.001,0.04236826349049807,348000,-6.051783767528832,50.0
,,1833,50.0,-5.24439089,189,6960,,,348000,,
348050,21.105640029907228,1834,50.0,-5.248173260000001,189,6964,0.001,0.049555214419960976,348200,,
348250,21.06400062561035,1835,50.0,-5.299203030000001,189,6968,0.001,0.04795045465230942,348400,,
348450,21.08690788269043,1836,50.0,-5.28734368,189,6972,0.001,0.050291843339800836,348600,,
348650,21.026623840332032,1837,50.0,-5.28437676,189,6976,0.001,0.04231193199753761,348800,,
348850,20.99462127685547,,,,,,0.001,0.04138519484549761,349000,-5.787653210759163,50.0
,,1838,50.0,-5.232134040000001,189,6980,,,349000,,
349050,21.00075782775879,1839,50.0,-5.26105179,189,6984,0.001,0.03898375116288662,349200,,
349250,20.95209655761719,1840,50.0,-5.287788859999999,189,6988,0.001,0.052000091895461086,349400,,
349450,20.994935150146485,1841,50.0,-5.31108389,189,6992,0.001,0.04976771160960197,349600,,
349650,21.076676712036132,1842,50.0,-5.323951659999999,189,6996,0.001,0.047862789295613765,349800,,
349850,20.93823631286621,,,,,,0.001,0.039908228628337386,350000,-5.933415796421468,50.0
,,1843,50.0,-5.30605128,189,7000,,,350000,,
350050,20.957348861694335,1844,50.0,-5.297113120000001,189,7004,0.001,0.04493834916502237,350200,,
350250,20.980827941894532,1845,50.0,-5.287865230000001,189,7008,0.001,0.04182307735085487,350400,,
350450,20.907791366577147,1847,50.0,-5.321108260000001,189,7012,0.001,0.04606992240995169,350600,,
350650,20.925300369262697,1847,50.0,-5.378346390000001,189,7016,0.001,0.040922753103077414,350800,,
350850,20.940488586425783,,,,,,0.001,0.0471042912080884,351000,-6.05236652046442,50.0
,,1849,50.0,-5.354056259999998,189,7020,,,351000,,
351050,20.931830749511718,1850,50.0,-5.328840590000001,189,7024,0.001,0.04263659778982401,351200,,
351250,20.93655303955078,1851,50.0,-5.341470070000001,189,7028,0.001,0.04111366424709559,351400,,
351450,20.917215576171873,1852,50.0,-5.3986712799999985,189,7032,0.001,0.04221878625452519,351600,,
351650,20.947901306152342,1853,50.0,-5.473585819999999,189,7036,0.001,0.03949028089642525,351800,,
351850,20.934542770385743,,,,,,0.001,0.04230673462152481,352000,-5.837882690131664,50.0
,,1854,50.0,-5.4697762700000006,189,7040,,,352000,,
352050,20.96028335571289,1855,50.0,-5.47941239,189,7044,0.001,0.03957521628588438,352200,,
352250,20.839386291503907,1856,50.0,-5.52130845,189,7048,0.001,0.04127360407263041,352400,,
352450,20.802302322387696,1857,50.0,-5.50095159,189,7052,0.001,0.044379483126103875,352600,,
352650,20.872470932006834,1858,50.0,-5.52625818,189,7056,0.001,0.05048052631318569,352800,,
352850,20.916335525512697,,,,,,0.001,0.041981729492545125,353000,-5.6084656720981005,50.0
,,1859,50.0,-5.471553529999999,189,7060,,,353000,,
353050,20.846770782470703,1860,50.0,-5.451247509999999,189,7064,0.001,0.04264889743179083,353200,,
353250,20.756403121948242,1861,50.0,-5.4102891999999985,189,7068,0.001,0.04057116840034723,353400,,
353450,20.83922576904297,1862,50.0,-5.404739799999999,189,7072,0.001,0.040671907179057595,353600,,
353650,20.77067642211914,1863,50.0,-5.34973435,189,7076,0.001,0.039747251458466054,353800,,
353850,20.867755432128906,,,,,,0.001,0.040533048175275324,354000,-5.769203102961183,50.0
,,1864,50.0,-5.31312946,189,7080,,,354000,,
354050,20.815890274047852,1865,50.0,-5.32093702,189,7084,0.001,0.04346351485699415,354200,,
354250,20.783273849487305,1866,50.0,-5.34754995,189,7088,0.001,0.04196967888623476,354400,,
354450,20.781559143066406,1867,50.0,-5.36011995,189,7092,0.001,0.03850906573235988,354600,,
354650,20.839897384643553,1868,50.0,-5.39487259,189,7096,0.001,0.04648782253265381,354800,,
354850,20.70005813598633,,,,,,0.001,0.04192379709333181,355000,-5.777217016089708,50.0
