train/n_updates,train/actor_loss,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/critic_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
95850,21.759286193847657,,,,,,0.001,0.056922933980822564,96000,-6.364466824149713,50.0
,,505,50.0,-5.814929430000001,189,1920,,,96000,,
96050,21.736336517333985,506,50.0,-5.877020519999999,189,1924,0.001,0.0531286595761776,96200,,
96250,21.68925064086914,507,50.0,-5.843905159999999,189,1928,0.001,0.05343919232487679,96400,,
96450,21.643135452270506,508,50.0,-5.8741644499999985,189,1932,0.001,0.04734884455800056,96600,,
96650,21.702890243530273,509,50.0,-5.84029338,189,1936,0.001,0.05652185976505279,96800,,
96850,21.75171516418457,,,,,,0.001,0.05973504737019539,97000,-6.404134355089627,50.0
,,510,50.0,-5.828917480000001,189,1940,,,97000,,
97050,21.739879608154297,511,50.0,-5.836341139999998,189,1944,0.001,0.04517414435744285,97200,,
97250,21.775183868408202,512,50.0,-5.88513797,189,1948,0.001,0.07341926995664835,97400,,
97450,21.784325790405273,513,50.0,-5.918730600000001,189,1952,0.001,0.0530213388800621,97600,,
97650,21.746125106811522,514,50.0,-5.921069990000002,189,1956,0.001,0.07475300930440426,97800,,
97850,21.754465408325196,,,,,,0.001,0.056067078933119775,98000,-6.326041721459478,50.0
,,516,50.0,-5.97875496,189,1960,,,98000,,
98050,21.740224838256836,517,50.0,-6.052681560000001,189,1964,0.001,0.04773715600371361,98200,,
98250,21.74455635070801,518,50.0,-6.175581910000001,189,1968,0.001,0.049377388283610345,98400,,
98450,21.761396408081055,519,50.0,-6.14201605,189,1972,0.001,0.048165965750813486,98600,,
98650,21.71271156311035,520,50.0,-6.202113619999999,189,1976,0.001,0.04792482290416956,98800,,
98850,21.667768630981445,,,,,,0.001,0.10250206291675568,99000,-6.790380612947047,50.0
,,521,50.0,-6.14671476,189,1980,,,99000,,
99050,21.77098587036133,522,50.0,-6.0763071700000015,189,1984,0.001,0.05151209931820631,99200,,
99250,21.784583053588868,523,50.0,-6.05706212,190,1988,0.001,0.05545865833759308,99400,,
99450,21.80471435546875,523,50.0,-5.9385692699999995,190,1992,0.001,0.0533108239620924,99600,,
99650,21.74639488220215,524,50.0,-5.906263309999998,190,1996,0.001,0.06269280724227429,99800,,
99850,21.749444274902345,,,,,,0.001,0.04654431313276291,100000,-6.400535249989479,50.0
,,526,50.0,-6.001472109999998,190,2000,,,100000,,
100050,21.747727966308595,527,50.0,-5.939807229999999,190,2004,0.001,0.050445434413850306,100200,,
100250,21.81239974975586,528,50.0,-5.9406053100000005,190,2008,0.001,0.07310497641563415,100400,,
100450,21.77803695678711,529,50.0,-5.953341820000002,190,2012,0.001,0.06444661237299443,100600,,
100650,21.707027740478516,530,50.0,-6.050066029999999,190,2016,0.001,0.06515042148530484,100800,,
100850,21.73913719177246,,,,,,0.001,0.05249554611742496,101000,-6.395906227640808,50.0
,,531,50.0,-5.929898019999999,190,2020,,,101000,,
101050,21.834301681518554,532,50.0,-5.9270648,190,2024,0.001,0.04577459029853344,101200,,
101250,21.737025680541993,533,50.0,-5.9270279299999995,190,2028,0.001,0.04800937838852406,101400,,
101450,21.782030410766602,533,50.0,-5.93646494,190,2032,0.001,0.05722556337714195,101600,,
101650,21.75963752746582,534,50.0,-5.8805081800000005,190,2036,0.001,0.05259371094405651,101800,,
101850,21.74385940551758,,,,,,0.001,0.05844526328146458,102000,-6.368447680585087,50.0
,,536,50.0,-5.8929712400000005,190,2040,,,102000,,
102050,21.73576545715332,537,50.0,-5.819850189999999,190,2044,0.001,0.048333404771983626,102200,,
102250,21.671324996948243,538,50.0,-5.83237073,190,2048,0.001,0.04582519724965096,102400,,
102450,21.6842293548584,539,50.0,-5.758768119999998,190,2052,0.001,0.05147899027913809,102600,,
102650,21.689472579956053,540,50.0,-5.66696069,190,2056,0.001,0.056894764974713324,102800,,
102850,21.73408088684082,,,,,,0.001,0.05227301299571991,103000,-6.72652852460742,50.0
,,541,50.0,-5.583858770000001,190,2060,,,103000,,
103050,21.821895141601562,542,50.0,-5.541424030000001,190,2064,0.001,0.04500508699566126,103200,,
103250,21.78533576965332,543,50.0,-5.53470063,190,2068,0.001,0.05548951402306557,103400,,
103450,21.759489364624024,544,50.0,-5.524933359999999,190,2072,0.001,0.05445401027798653,103600,,
103650,21.690104446411134,545,50.0,-5.4854921,190,2076,0.001,0.04745405912399292,103800,,
103850,21.74122100830078,,,,,,0.001,0.051431268081068994,104000,-6.22312300442718,50.0
,,546,50.0,-5.516663239999999,190,2080,,,104000,,
104050,21.789728240966795,547,50.0,-5.52849344,190,2084,0.001,0.057770902290940285,104200,,
104250,21.76524154663086,548,50.0,-5.491812010000001,190,2088,0.001,0.05728892900049686,104400,,
104450,21.733532333374022,550,50.0,-5.59539701,190,2092,0.001,0.04890695296227932,104600,,
104650,21.77100830078125,551,50.0,-5.669740740000001,190,2096,0.001,0.051287434734404086,104800,,
104850,21.69391288757324,,,,,,0.001,0.053612651601433754,105000,-6.210659847036004,50.0
,,552,50.0,-5.66652062,190,2100,,,105000,,
105050,21.648201751708985,553,50.0,-5.710231159999999,190,2104,0.001,0.04605046801269055,105200,,
105250,21.688651580810546,554,50.0,-5.670709990000001,190,2108,0.001,0.054148370027542116,105400,,
105450,21.749318771362304,555,50.0,-5.58368646,190,2112,0.001,0.05083227299153805,105600,,
105650,21.699989166259765,556,50.0,-5.53350735,190,2116,0.001,0.08182814799249172,105800,,
105850,21.720363082885743,,,,,,0.001,0.06412513479590416,106000,-6.250555139128119,50.0
,,558,50.0,-5.541360170000001,189,2120,,,106000,,
106050,21.61644920349121,559,50.0,-5.472807200000001,189,2124,0.001,0.05339838787913322,106200,,
106250,21.736450729370116,560,50.0,-5.486313330000001,189,2128,0.001,0.04857599820941687,106400,,
106450,21.717753524780274,561,50.0,-5.403862050000002,189,2132,0.001,0.049678718745708464,106600,,
106650,21.732968902587892,562,50.0,-5.39060016,189,2136,0.001,0.04856219962239265,106800,,
106850,21.72338279724121,,,,,,0.001,0.048814157620072365,107000,-6.1712999701499935,50.0
,,563,50.0,-5.38476473,189,2140,,,107000,,
107050,21.75057876586914,564,50.0,-5.43470941,189,2144,0.001,0.05962994903326035,107200,,
107250,21.729211959838867,565,50.0,-5.337053010000001,189,2148,0.001,0.05004418961703777,107400,,
107450,21.69487190246582,566,50.0,-5.326041080000001,189,2152,0.001,0.0777948670834303,107600,,
107650,21.697415771484376,567,50.0,-5.368640269999999,189,2156,0.001,0.06551167160272599,107800,,
107850,21.71321922302246,,,,,,0.001,0.051647538654506206,108000,-6.096890057995916,50.0
,,569,50.0,-5.390076770000002,189,2160,,,108000,,
108050,21.654242324829102,570,50.0,-5.419782229999999,189,2164,0.001,0.13119148127734662,108200,,
108250,21.702678680419922,570,50.0,-5.40746979,189,2168,0.001,0.053622919097542764,108400,,
108450,21.68002716064453,571,50.0,-5.444114859999998,189,2172,0.001,0.04590799760073423,108600,,
108650,21.737923736572267,572,50.0,-5.57497877,189,2176,0.001,0.05791739083826542,108800,,
108850,21.719024963378907,,,,,,0.001,0.05215210244059563,109000,-6.557753771590069,50.0
,,573,50.0,-5.4612725,189,2180,,,109000,,
109050,21.70204704284668,574,50.0,-5.45304252,189,2184,0.001,0.060183953940868375,109200,,
109250,21.70162452697754,576,50.0,-5.43301516,189,2188,0.001,0.04572050057351589,109400,,
109450,21.659308242797852,576,50.0,-5.483036740000001,189,2192,0.001,0.0529483076184988,109600,,
109650,21.625886535644533,577,50.0,-5.47914613,190,2196,0.001,0.057641853243112565,109800,,
109850,21.698964080810548,,,,,,0.001,0.05277887687087059,110000,-6.561062067840249,50.0
,,579,50.0,-5.516036719999999,189,2200,,,110000,,
110050,21.65078742980957,580,50.0,-5.4685821500000005,189,2204,0.001,0.05592385150492191,110200,,
110250,21.63887550354004,581,50.0,-5.473427220000001,190,2208,0.001,0.045821276754140855,110400,,
110450,21.65747833251953,581,50.0,-5.531458279999998,190,2212,0.001,0.06349024251103401,110600,,
110650,21.70446449279785,583,50.0,-5.498606679999999,190,2216,0.001,0.06573111988604069,110800,,
110850,21.67516456604004,,,,,,0.001,0.05279474318027497,111000,-6.127718018740415,50.0
,,584,50.0,-5.529078469999999,189,2220,,,111000,,
111050,21.690220489501954,585,50.0,-5.50034243,189,2224,0.001,0.06797388173639775,111200,,
111250,21.635779190063477,586,50.0,-5.495368069999999,189,2228,0.001,0.05324517115950585,111400,,
111450,21.638456420898436,587,50.0,-5.5433835899999995,189,2232,0.001,0.05011788405478001,111600,,
111650,21.646795654296874,588,50.0,-5.5919445,189,2236,0.001,0.05387572906911373,111800,,
111850,21.69046073913574,,,,,,0.001,0.05511171489953995,112000,-6.146646683383733,50.0
,,589,50.0,-5.543679600000001,189,2240,,,112000,,
112050,21.642556838989258,590,50.0,-5.55400818,189,2244,0.001,0.047290282398462294,112200,,
112250,21.66215591430664,591,50.0,-5.61298221,189,2248,0.001,0.05469984903931618,112400,,
112450,21.60286911010742,592,50.0,-5.674784039999999,189,2252,0.001,0.050575997456908224,112600,,
112650,21.648698348999023,593,50.0,-5.643335830000001,189,2256,0.001,0.04922641173005104,112800,,
112850,21.639334564208983,,,,,,0.001,0.04905221574008465,113000,-6.2254765253514055,50.0
,,595,50.0,-5.66951365,189,2260,,,113000,,
113050,21.68047523498535,596,50.0,-5.64197857,189,2264,0.001,0.04827013082802296,113200,,
113250,21.628125381469726,597,50.0,-5.64371916,189,2268,0.001,0.05382556654512882,113400,,
113450,21.62754508972168,598,50.0,-5.646117919999999,189,2272,0.001,0.0530608681589365,113600,,
113650,21.59168098449707,599,50.0,-5.525291890000001,189,2276,0.001,0.0505067840218544,113800,,
113850,21.60804672241211,,,,,,0.001,0.05020760044455528,114000,-6.285549893043935,50.0
,,600,50.0,-5.639646639999999,189,2280,,,114000,,
114050,21.590905990600586,601,50.0,-5.568008919999998,189,2284,0.001,0.050625578835606574,114200,,
114250,21.676942977905274,602,50.0,-5.5776432499999995,189,2288,0.001,0.0530261068046093,114400,,
114450,21.62886474609375,603,50.0,-5.524672319999999,189,2292,0.001,0.05338648073375225,114600,,
114650,21.646838302612306,604,50.0,-5.5673040999999985,190,2296,0.001,0.05399054415524006,114800,,
114850,21.664892425537108,,,,,,0.001,0.053420920372009274,115000,-6.084436053782701,50.0
,,605,50.0,-5.496263710000001,189,2300,,,115000,,
115050,21.65746566772461,606,50.0,-5.48463397,190,2304,0.001,0.05007395341992378,115200,,
115250,21.623937683105467,607,50.0,-5.490750990000001,190,2308,0.001,0.07473723135888577,115400,,
115450,21.590067596435546,608,50.0,-5.520872390000001,190,2312,0.001,0.07754105016589165,115600,,
115650,21.538509368896484,609,50.0,-5.52475341,190,2316,0.001,0.05039488688111305,115800,,
115850,21.58810501098633,,,,,,0.001,0.0455212077498436,116000,-6.420891787391156,50.0
,,610,50.0,-5.48389166,189,2320,,,116000,,
116050,21.623885803222656,611,50.0,-5.54237651,189,2324,0.001,0.05498083934187889,116200,,
116250,21.604390563964845,612,50.0,-5.546822059999999,189,2328,0.001,0.054127997383475304,116400,,
116450,21.58444267272949,613,50.0,-5.588930140000001,189,2332,0.001,0.04580891601741314,116600,,
116650,21.576509857177733,614,50.0,-5.501321080000001,189,2336,0.001,0.059918775483965875,116800,,
116850,21.55547218322754,,,,,,0.001,0.053716747984290124,117000,-5.9606242462992665,50.0
,,616,50.0,-5.501763729999999,189,2340,,,117000,,
117050,21.574946899414062,617,50.0,-5.51354623,189,2344,0.001,0.05533426895737648,117200,,
117250,21.554845809936523,618,50.0,-5.501430909999999,189,2348,0.001,0.05398475006222725,117400,,
117450,21.608182907104492,619,50.0,-5.48156945,189,2352,0.001,0.05116221912205219,117600,,
117650,21.587185440063475,620,50.0,-5.468919130000001,189,2356,0.001,0.0637191665917635,117800,,
117850,21.55872688293457,,,,,,0.001,0.05307327255606651,118000,-5.921041706763208,50.0
,,621,50.0,-5.47657269,189,2360,,,118000,,
118050,21.545120391845703,622,50.0,-5.4185199399999995,189,2364,0.001,0.046864724904298785,118200,,
118250,21.537464141845703,623,50.0,-5.28761109,189,2368,0.001,0.05447363663464785,118400,,
118450,21.641464920043944,624,50.0,-5.257637889999999,189,2372,0.001,0.049914354905486104,118600,,
118650,21.596720657348634,625,50.0,-5.26366813,190,2376,0.001,0.07129748970270157,118800,,
118850,21.5308821105957,,,,,,0.001,0.05117796763777733,119000,-6.381322393845767,50.0
,,626,50.0,-5.15906101,189,2380,,,119000,,
119050,21.5228254699707,627,50.0,-5.25823573,190,2384,0.001,0.05149510972201824,119200,,
119250,21.56775650024414,628,50.0,-5.259968829999999,190,2388,0.001,0.04661825552582741,119400,,
119450,21.54582145690918,629,50.0,-5.28932454,190,2392,0.001,0.05856213316321373,119600,,
119650,21.561515655517578,629,50.0,-5.1833561999999995,190,2396,0.001,0.09633094049990178,119800,,
119850,21.49525764465332,,,,,,0.001,0.06795621953904629,120000,-6.1196685418253765,50.0
,,631,50.0,-5.21012763,190,2400,,,120000,,
120050,21.61472213745117,632,50.0,-5.171808399999999,190,2404,0.001,0.05401753943413496,120200,,
120250,21.485392227172852,633,50.0,-5.121419459999999,190,2408,0.001,0.05889230363070965,120400,,
120450,21.5518701171875,634,50.0,-5.116623239999999,190,2412,0.001,0.05045231230556965,120600,,
120650,21.513317947387694,635,50.0,-5.07401435,190,2416,0.001,0.05152019619941711,120800,,
120850,21.567991180419924,,,,,,0.001,0.05030092865228653,121000,-6.219604413677007,50.0
,,636,50.0,-5.1801777200000005,190,2420,,,121000,,
121050,21.576199569702148,637,50.0,-5.181292190000001,190,2424,0.001,0.05524771139025688,121200,,
121250,21.478093032836913,638,50.0,-5.1792886099999995,190,2428,0.001,0.05266282290220261,121400,,
121450,21.554295501708985,639,50.0,-5.16698792,190,2432,0.001,0.05032892890274525,121600,,
121650,21.60215087890625,640,50.0,-5.173202819999999,190,2436,0.001,0.08662937574088574,121800,,
121850,21.535699996948242,,,,,,0.001,0.05174287036061287,122000,-6.065308145791642,50.0
,,641,50.0,-5.16851909,190,2440,,,122000,,
122050,21.547727737426758,642,50.0,-5.1650565,190,2444,0.001,0.053979659527540205,122200,,
122250,21.54582145690918,643,50.0,-5.18038456,190,2448,0.001,0.050665775910019875,122400,,
122450,21.54304496765137,644,50.0,-5.145995289999999,190,2452,0.001,0.05041428260505199,122600,,
122650,21.49392906188965,645,50.0,-5.179541780000001,190,2456,0.001,0.04657506994903088,122800,,
122850,21.531923294067383,,,,,,0.001,0.055799146443605424,123000,-6.025576288159937,50.0
,,646,50.0,-5.13623675,190,2460,,,123000,,
123050,21.534743118286134,647,50.0,-5.2063883099999995,190,2464,0.001,0.051016903594136236,123200,,
123250,21.50831832885742,648,50.0,-5.269862250000001,190,2468,0.001,0.07022903762757778,123400,,
123450,21.534704284667967,649,50.0,-5.295478889999999,190,2472,0.001,0.053851922899484636,123600,,
123650,21.414802856445313,650,50.0,-5.332605269999999,190,2476,0.001,0.05785127125680447,123800,,
123850,21.478691024780275,,,,,,0.001,0.0642894097417593,124000,-5.635672117350623,50.0
,,652,50.0,-5.4642819399999984,190,2480,,,124000,,
124050,21.520665969848633,653,50.0,-5.48191996,190,2484,0.001,0.05760305613279343,124200,,
124250,21.528792953491212,654,50.0,-5.541713040000001,190,2488,0.001,0.05292053602635861,124400,,
124450,21.601929321289063,655,50.0,-5.513768239999999,190,2492,0.001,0.05609421383589506,124600,,
124650,21.47169807434082,656,50.0,-5.53787197,190,2496,0.001,0.05909403368830681,124800,,
124850,21.5254345703125,,,,,,0.001,0.050263673439621924,125000,-5.853575412300415,50.0
,,657,50.0,-5.525428529999999,190,2500,,,125000,,
125050,21.566271591186524,658,50.0,-5.59531254,190,2504,0.001,0.060488049760460856,125200,,
125250,21.505197219848633,659,50.0,-5.601389630000001,190,2508,0.001,0.0592166431248188,125400,,
125450,21.542847747802735,660,50.0,-5.499204659999999,190,2512,0.001,0.06359759956598282,125600,,
125650,21.569937591552733,661,50.0,-5.52459008,190,2516,0.001,0.051662633158266545,125800,,
125850,21.497038040161133,,,,,,0.001,0.05306618005037308,126000,-5.958032963611186,50.0
,,662,50.0,-5.50226319,190,2520,,,126000,,
126050,21.510672454833983,663,50.0,-5.451026820000001,190,2524,0.001,0.05101766139268875,126200,,
126250,21.491887817382814,664,50.0,-5.501506620000002,190,2528,0.001,0.04991780787706375,126400,,
126450,21.49624526977539,665,50.0,-5.4475989,190,2532,0.001,0.05506837479770184,126600,,
126650,21.56202522277832,666,50.0,-5.47681933,190,2536,0.001,0.05258149668574333,126800,,
126850,21.55601257324219,,,,,,0.001,0.06336301103234292,127000,-6.209140839427709,50.0
,,668,50.0,-5.5291322,190,2540,,,127000,,
127050,21.467710647583008,669,50.0,-5.510036639999999,190,2544,0.001,0.06730899207293987,127200,,
127250,21.442119369506838,670,50.0,-5.49382427,190,2548,0.001,0.04867951661348343,127400,,
127450,21.518113327026366,670,50.0,-5.508851759999999,190,2552,0.001,0.08749649852514267,127600,,
127650,21.46857131958008,671,50.0,-5.53637485,190,2556,0.001,0.06904951583594084,127800,,
127850,21.527609786987306,,,,,,0.001,0.05115083381533623,128000,-5.834445798769593,50.0
,,673,50.0,-5.539000470000001,190,2560,,,128000,,
128050,21.50744903564453,674,50.0,-5.51205178,190,2564,0.001,0.05432784631848335,128200,,
128250,21.475729904174806,675,50.0,-5.53671014,190,2568,0.001,0.04698218058794737,128400,,
128450,21.52344696044922,676,50.0,-5.55198854,190,2572,0.001,0.05096023693680763,128600,,
128650,21.480754623413088,677,50.0,-5.5420611,190,2576,0.001,0.052925250679254535,128800,,
128850,21.488306884765624,,,,,,0.001,0.051609520241618155,129000,-5.899606086220592,50.0
,,678,50.0,-5.41554649,190,2580,,,129000,,
129050,21.490233917236328,679,50.0,-5.4369616,190,2584,0.001,0.05531300768256187,129200,,
129250,21.50679428100586,680,50.0,-5.4149541900000004,190,2588,0.001,0.1020112904906273,129400,,
129450,21.503131866455078,681,50.0,-5.415083770000001,190,2592,0.001,0.04705655172467232,129600,,
129650,21.47005874633789,682,50.0,-5.44083269,190,2596,0.001,0.04917762696743012,129800,,
129850,21.552764892578125,,,,,,0.001,0.12751941733062266,130000,-6.898494106717408,50.0
,,683,50.0,-5.48185196,190,2600,,,130000,,
130050,21.479900131225588,684,50.0,-5.46239119,190,2604,0.001,0.04981409527361393,130200,,
130250,21.453085556030274,685,50.0,-5.51502303,190,2608,0.001,0.05133488968014717,130400,,
130450,21.541343917846678,686,50.0,-5.580847420000001,190,2612,0.001,0.053178897276520726,130600,,
130650,21.457563705444336,687,50.0,-5.607510250000001,190,2616,0.001,0.046594126150012016,130800,,
130850,21.49950309753418,,,,,,0.001,0.04794557631015778,131000,-5.919673595787026,50.0
,,689,50.0,-5.567451589999999,190,2620,,,131000,,
131050,21.51284065246582,690,50.0,-5.536642750000001,190,2624,0.001,0.051307944282889366,131200,,
131250,21.530268173217774,691,50.0,-5.517719389999999,190,2628,0.001,0.04822675220668316,131400,,
131450,21.44783676147461,692,50.0,-5.59313007,190,2632,0.001,0.05314524047076702,131600,,
131650,21.49837142944336,693,50.0,-5.583696229999999,190,2636,0.001,0.0608950287848711,131800,,
131850,21.551813201904295,,,,,,0.001,0.046737808361649515,132000,-5.719864534470252,50.0
,,694,50.0,-5.54455605,189,2640,,,132000,,
132050,21.547853546142576,695,50.0,-5.47922403,189,2644,0.001,0.04929520286619663,132200,,
132250,21.427989349365234,696,50.0,-5.43118165,190,2648,0.001,0.06029332987964153,132400,,
132450,21.578520126342774,697,50.0,-5.4450178099999995,189,2652,0.001,0.05682122215628624,132600,,
132650,21.425486602783202,698,50.0,-5.42511216,190,2656,0.001,0.0495912642031908,132800,,
132850,21.49965721130371,,,,,,0.001,0.049490666091442106,133000,-5.869929083203897,50.0
,,700,50.0,-5.403497970000001,189,2660,,,133000,,
133050,21.471445083618164,701,50.0,-5.385403089999999,189,2664,0.001,0.04853429526090622,133200,,
133250,21.486469650268553,702,50.0,-5.39024681,189,2668,0.001,0.04900402963161468,133400,,
133450,21.43279670715332,703,50.0,-5.3495930399999985,189,2672,0.001,0.04808056622743607,133600,,
133650,21.475088272094727,704,50.0,-5.30477446,189,2676,0.001,0.055000195503234865,133800,,
133850,21.479666900634765,,,,,,0.001,0.05365625962615013,134000,-6.067114984896034,50.0
,,705,50.0,-5.381728650000002,189,2680,,,134000,,
134050,21.401876068115236,706,50.0,-5.337664190000001,189,2684,0.001,0.054525279477238654,134200,,
134250,21.485217514038087,707,50.0,-5.282147490000001,189,2688,0.001,0.05095622792840004,134400,,
134450,21.408233642578125,708,50.0,-5.318933589999999,189,2692,0.001,0.04777367606759071,134600,,
134650,21.4637735748291,709,50.0,-5.302395379999998,189,2696,0.001,0.05326148521155119,134800,,
134850,21.487805786132814,,,,,,0.001,0.05076150488108397,135000,-5.88244413009379,50.0
,,711,50.0,-5.285000589999999,189,2700,,,135000,,
135050,21.46767951965332,712,50.0,-5.25675312,189,2704,0.001,0.062272220700979236,135200,,
135250,21.497821273803712,713,50.0,-5.325807490000001,189,2708,0.001,0.05243277184665203,135400,,
135450,21.466546096801757,714,50.0,-5.351282250000001,189,2712,0.001,0.05104138109833002,135600,,
135650,21.439986801147462,715,50.0,-5.4172181099999985,189,2716,0.001,0.05615509681403637,135800,,
135850,21.457420425415037,,,,,,0.001,0.04555389679968357,136000,-5.828379000723362,50.0
,,716,50.0,-5.41654752,189,2720,,,136000,,
136050,21.523675155639648,717,50.0,-5.46036893,189,2724,0.001,0.05254903830587864,136200,,
136250,21.45772636413574,718,50.0,-5.37772235,189,2728,0.001,0.05845294453203678,136400,,
136450,21.501409759521483,719,50.0,-5.26212266,189,2732,0.001,0.060653473734855655,136600,,
136650,21.585418853759766,720,50.0,-5.33434712,189,2736,0.001,0.06753379568457603,136800,,
136850,21.45490364074707,,,,,,0.001,0.04623449198901653,137000,-6.159470174741,50.0
,,722,50.0,-5.42366521,189,2740,,,137000,,
137050,21.459101257324217,723,50.0,-5.487829270000001,189,2744,0.001,0.0450600153952837,137200,,
137250,21.4043204498291,724,50.0,-5.587002540000001,189,2748,0.001,0.055909458994865414,137400,,
137450,21.46056869506836,725,50.0,-5.549074770000002,189,2752,0.001,0.0436597790569067,137600,,
137650,21.47011032104492,726,50.0,-5.554208050000001,189,2756,0.001,0.04871544074267149,137800,,
137850,21.45575119018555,,,,,,0.001,0.0472627118229866,138000,-5.886232617264613,50.0
,,727,50.0,-5.59751409,189,2760,,,138000,,
138050,21.455471649169922,728,50.0,-5.60191111,189,2764,0.001,0.046327617093920706,138200,,
138250,21.448735656738283,729,50.0,-5.5985399,189,2768,0.001,0.046252976395189764,138400,,
138450,21.496001358032228,730,50.0,-5.617250319999999,189,2772,0.001,0.06762133121490478,138600,,
138650,21.38113494873047,731,50.0,-5.66145586,189,2776,0.001,0.04655070558190346,138800,,
138850,21.426792984008788,,,,,,0.001,0.047979168370366095,139000,-5.9525164507795125,50.0
,,732,50.0,-5.69397926,189,2780,,,139000,,
139050,21.498533172607424,733,50.0,-5.59681029,189,2784,0.001,0.04660497605800629,139200,,
139250,21.44068557739258,734,50.0,-5.5970227900000005,189,2788,0.001,0.04835753750056029,139400,,
139450,21.48493438720703,735,50.0,-5.58191352,189,2792,0.001,0.053374820053577424,139600,,
139650,21.450304870605468,736,50.0,-5.526402430000001,189,2796,0.001,0.04631221495568752,139800,,
139850,21.438245086669923,,,,,,0.001,0.049945321157574656,140000,-5.865519785298966,50.0
,,737,50.0,-5.50113341,189,2800,,,140000,,
140050,21.460564498901366,738,50.0,-5.564761160000001,189,2804,0.001,0.06321767218410969,140200,,
140250,21.465743942260744,739,50.0,-5.490020280000001,189,2808,0.001,0.047939138934016225,140400,,
140450,21.484660263061524,740,50.0,-5.503936950000001,189,2812,0.001,0.04825050950050354,140600,,
140650,21.38894577026367,741,50.0,-5.470733180000002,189,2816,0.001,0.04896933779120445,140800,,
140850,21.430178146362305,,,,,,0.001,0.045657478235661984,141000,-6.3558211222290995,50.0
,,742,50.0,-5.489052450000002,189,2820,,,141000,,
141050,21.44744857788086,743,50.0,-5.467185710000001,189,2824,0.001,0.048891631998121736,141200,,
141250,21.41995460510254,744,50.0,-5.58489115,189,2828,0.001,0.04714824348688126,141400,,
141450,21.355184478759767,745,50.0,-5.61097579,189,2832,0.001,0.05289611548185349,141600,,
141650,21.43708923339844,746,50.0,-5.521768169999999,189,2836,0.001,0.06267202340066433,141800,,
141850,21.463626785278322,,,,,,0.001,0.04473292697221041,142000,-6.258659073384479,50.0
,,748,50.0,-5.498750539999999,189,2840,,,142000,,
142050,21.432379684448243,749,50.0,-5.44137406,189,2844,0.001,0.04593746248632669,142200,,
142250,21.39850959777832,749,50.0,-5.32926851,189,2848,0.001,0.04546513304114342,142400,,
142450,21.44751708984375,750,50.0,-5.354433870000001,189,2852,0.001,0.051290338560938835,142600,,
142650,21.440234985351562,751,50.0,-5.30455772,189,2856,0.001,0.04844746336340904,142800,,
142850,21.3944677734375,,,,,,0.001,0.04637491717934608,143000,-5.9035861067473885,50.0
,,753,50.0,-5.31358277,189,2860,,,143000,,
143050,21.33618507385254,753,50.0,-5.35160086,189,2864,0.001,0.04285609371960163,143200,,
143250,21.383334884643556,754,50.0,-5.327154070000001,189,2868,0.001,0.04424802057445049,143400,,
143450,21.38716323852539,755,50.0,-5.377490989999999,189,2872,0.001,0.04326905146241188,143600,,
143650,21.39225616455078,757,50.0,-5.35711363,189,2876,0.001,0.048641089200973514,143800,,
143850,21.390467834472656,,,,,,0.001,0.048291813470423224,144000,-6.241496748570353,50.0
,,758,50.0,-5.306139809999999,189,2880,,,144000,,
144050,21.407771224975587,759,50.0,-5.487004399999998,189,2884,0.001,0.051023372560739515,144200,,
144250,21.381547622680664,760,50.0,-5.58443998,189,2888,0.001,0.044994011893868445,144400,,
144450,21.427867584228515,761,50.0,-5.56665484,189,2892,0.001,0.04510226238518953,144600,,
144650,21.32624481201172,762,50.0,-5.616472369999999,189,2896,0.001,0.04107167642563581,144800,,
144850,21.376185531616212,,,,,,0.001,0.05162962682545185,145000,-5.939158619451336,50.0
,,763,50.0,-5.58205509,189,2900,,,145000,,
145050,21.377774810791017,764,50.0,-5.598322520000002,189,2904,0.001,0.041476154401898384,145200,,
145250,21.346251068115233,765,50.0,-5.53254194,189,2908,0.001,0.04928094960749149,145400,,
145450,21.34628227233887,766,50.0,-5.493600840000002,189,2912,0.001,0.05526261195540428,145600,,
145650,21.39093505859375,767,50.0,-5.432294819999999,189,2916,0.001,0.06211886204779148,145800,,
145850,21.36242385864258,,,,,,0.001,0.0516837652027607,146000,-5.941186569805723,50.0
,,769,50.0,-5.46082722,189,2920,,,146000,,
146050,21.3980029296875,770,50.0,-5.451405960000001,189,2924,0.001,0.04547336339950561,146200,,
146250,21.36123092651367,771,50.0,-5.331855419999999,189,2928,0.001,0.04465507283806801,146400,,
146450,21.31422676086426,772,50.0,-5.313379360000002,189,2932,0.001,0.04734725154936314,146600,,
146650,21.390412368774413,773,50.0,-5.429988350000001,189,2936,0.001,0.05957223288714886,146800,,
146850,21.320751571655272,,,,,,0.001,0.04370119277387857,147000,-5.874548251414671,50.0
,,774,50.0,-5.29194778,189,2940,,,147000,,
147050,21.317912521362306,775,50.0,-5.352010269999999,189,2944,0.001,0.045092797465622426,147200,,
147250,21.355021743774415,776,50.0,-5.44617846,189,2948,0.001,0.050879579558968546,147400,,
147450,21.289044342041016,777,50.0,-5.433768679999999,189,2952,0.001,0.04745809867978096,147600,,
147650,21.26166938781738,778,50.0,-5.5069075,189,2956,0.001,0.051203032694756984,147800,,
147850,21.33874481201172,,,,,,0.001,0.05480895679444075,148000,-5.7961398778483275,50.0
