time/time_elapsed,time/total_timesteps,time/fps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/critic_loss,train/actor_loss,train/n_updates,eval/mean_reward,eval/mean_ep_length
91,9356,102,396,22.99,23.796607940000005,0.001,0.7627133842437498,-12.407945823669433,9259,,
92,9469,102,400,23.35,24.221228930000002,0.001,0.8176319099761344,-12.427787228634482,9342,,
93,9563,102,404,23.13,23.962743239999995,0.001,0.7160748802125454,-12.525898933410645,9442,,
94,9656,102,408,23.3,24.12022186,0.001,0.7797692994276683,-12.368228197097778,9558,,
94,9727,102,412,23.03,24.04238013,0.001,0.9099468853738573,-12.464711083306206,9628,,
95,9811,102,416,23.07,24.204561039999998,0.001,0.7377910568163946,-12.351849011012487,9716,,
96,9923,102,420,23.24,24.291716790000006,0.001,0.8533247478546635,-12.197956264019012,9826,,
,10000,,,,,0.001,0.8333601693849306,-12.299628522660997,9913,25.973929203674196,24.4
98,10011,101,424,23.46,24.384214080000007,,,,,,
99,10126,101,428,23.38,24.146571289999997,0.001,0.8353510439395905,-12.62492208480835,10005,,
100,10246,102,432,23.63,24.582839040000003,0.001,0.7123809789235775,-12.495191354017992,10128,,
101,10321,101,436,23.14,23.997837360000002,0.001,0.632585176399776,-12.53894533429827,10224,,
102,10421,102,440,23.39,24.409507830000003,0.001,0.7875907884703742,-12.633548100789389,10301,,
102,10485,101,444,23.02,24.06107255,0.001,0.8040591408224667,-13.075486660003662,10389,,
103,10549,102,448,22.39,23.35598935,0.001,0.7448384506361825,-12.761858803885323,10449,,
103,10623,102,452,22.01,23.018781650000005,0.001,0.9620902486469435,-12.316124829378994,10525,,
104,10694,102,456,21.7,22.852506070000004,0.001,0.8838384747505188,-13.376353549957276,10596,,
105,10837,102,460,22.45,23.625762099999992,0.001,0.7763530543872288,-12.493445979224312,10726,,
106,10925,102,464,22.45,23.613349619999997,0.001,0.6891907171199196,-12.64113483428955,10822,,
107,11023,102,468,22.62,23.764849079999998,0.001,0.7484441707211156,-12.928224205970764,10918,,
108,11130,102,472,22.84,24.117519950000002,0.001,0.8290332953135172,-12.142493883768717,11023,,
109,11216,102,476,22.83,24.064436880000002,0.001,0.8587491542100907,-13.032772159576416,11120,,
110,11299,102,480,22.76,24.10395722,0.001,0.7707630112057641,-12.537397731434215,11200,,
111,11398,102,484,22.89,24.287683669999996,0.001,0.8133815430825756,-12.789806493123372,11289,,
111,11479,102,488,23.01,24.374455360000006,0.001,0.8182187438011169,-12.380765914916992,11379,,
112,11581,102,492,23.28,24.61275746,0.001,0.7303822601542753,-13.362292051315308,11477,,
113,11668,102,496,23.12,24.324437189999994,0.001,0.8677762584252791,-12.582253976301713,11570,,
114,11757,102,500,22.88,23.919864620000002,0.001,0.7983302415871039,-12.701640855698358,11662,,
115,11870,102,504,23.07,24.20541127,0.001,0.9038495659828186,-12.320236682891846,11750,,
