time/episodes,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,112,-1.449544755179435,760.75,0.13994005249626934,3043,0.001,-959.536278,27,2000,,
,,-1.4691778743863106,,0.11552567445114255,5000,0.001,,,4000,1000.0,-2591.321506166458
8,72,3.2754739055633544,880.375,0.08546083075553179,7043,0.001,-1909.224965375,97,6000,,
,,3.1773525474071502,,0.1198678740337491,10000,0.001,,,9000,1000.0,-2778.996273624897
12,70,6.338962683200836,920.25,0.17511611150205136,11043,0.001,-2228.589752333333,155,10000,,
16,71,5.204146699905396,819.4375,0.22826389384269713,13111,0.001,-1855.3813480625,182,12068,,
20,67,4.794217215643989,660.45,0.3449547050727738,13209,0.001,-1496.9977953,195,13113,,
24,67,4.722102850675583,556.7916666666666,0.54122959416021,13363,0.001,-1261.5055027083333,196,13251,,
28,67,4.935152173042297,481.5,0.6608391404151917,13482,0.001,-1093.1224850714284,198,13428,,
32,68,5.0316676412309915,424.53125,0.7018620717738356,13585,0.001,-965.9575119374999,199,13488,,
36,68,5.143915206193924,382.69444444444446,1.0204651974367374,13777,0.001,-874.4634775277777,201,13611,,
40,68,4.969902955568754,374.6,0.7175002162215076,14984,0.001,-787.408957075,217,14915,,
,,4.804284022404597,,0.7635146700418912,15000,0.001,,,14941,408.3,202.4495862497948
44,69,4.3525652871131895,411.6818181818182,0.669836087077856,18114,0.001,-716.8520434999999,259,17941,,
,,3.8801315698623657,,0.7175983908474446,20000,0.001,,,19071,1000.0,376.88688445953886
48,71,3.143611280679703,460.7083333333333,0.6597540070265532,22114,0.001,-620.7617013749999,309,21071,,
,,1.84961601549387,,0.63740020185709,25000,0.001,,,24071,1000.0,543.334412271902
52,71,1.1907514519095421,502.1923076923077,0.62033399990201,26114,0.001,-528.4123014807692,367,25071,,
,,-1.8322589705884456,,0.5329707095921039,30000,0.001,,,29071,1000.0,429.7716022952227
56,71,,537.75,,30114,,-467.40939505357136,423,,,
60,71,-3.964800164937973,568.5666666666667,0.6015221857428551,34114,0.001,-408.4469081333333,474,33071,,
,,-4.286640267848968,,0.6314914849698543,35000,0.001,,,34071,1000.0,649.0594372798223
64,71,-5.570188080310822,595.53125,0.6340253833830357,38114,0.001,-344.40858385937497,535,37071,,
,,-6.4834374856948855,,0.6527414847314358,40000,0.001,,,39071,1000.0,-51.254804107913515
68,70,-7.301584888458252,619.3235294117648,0.6045843130946159,42114,0.001,-300.8152099558824,595,41071,,
,,-9.072490666389465,,0.6545077941119671,45000,0.001,,,44071,1000.0,447.12789291364606
72,70,-9.743442867279052,640.4722222222222,0.6503809501826763,46114,0.001,-253.42570334722222,654,45071,,
,,-12.506719898223876,,0.5825715501010418,50000,0.001,,,49071,1000.0,712.0768534632283
76,70,,659.3947368421053,,50114,,-202.4017760263158,712,,,
80,70,-14.971614648818969,676.425,0.6015360306203366,54114,0.001,-157.64603572499996,763,53071,,
,,-15.654972465515137,,0.6009390751123428,55000,0.001,,,54071,1000.0,653.7019407881191
84,70,-16.80207903289795,691.8333333333334,0.5526892400085927,58114,0.001,-122.48947802380947,822,57071,,
,,-17.834288047790526,,0.5613852832019329,60000,0.001,,,59079,1000.0,591.5795061942772
88,70,-18.134618452072143,694.5681818181819,0.5578956344872713,61122,0.001,-91.9912287272727,870,60079,,
,,-19.526195526123047,,0.5189685452431441,65000,0.001,,,64079,1000.0,725.7323299140669
92,70,,707.8478260869565,,65122,,-59.603919086956495,929,,,
96,70,-21.401785675048828,720.0208333333334,0.6601861202418804,69122,0.001,-26.000050864583304,980,68079,,
,,-21.665198566436768,,0.685910424888134,70000,0.001,,,69079,1000.0,512.1438312433369
100,70,-22.559943279266356,731.22,0.7223912340998649,73122,0.001,-15.978034089999973,1040,72079,,
,,-23.03662177658081,,0.6998696486055851,75000,0.001,,,74079,1000.0,653.8954895087634
104,69,-23.69520158004761,736.34,0.6873012870550156,76677,0.001,32.85560277,1101,76079,,
,,-24.831960788726807,,0.8272205344736576,80000,0.001,,,79634,1000.0,628.9841788686812
108,69,,736.34,,80677,,173.46785455,1161,,,
112,69,-26.022287288665773,736.34,0.8545899016559124,84677,0.001,312.27035509,1214,83634,,
,,-26.275368366241455,,0.9267929837703704,85000,0.001,,,84634,1000.0,269.32928972204684
116,69,-26.2730337600708,755.66,0.8108952548801899,88677,0.001,344.25126004000003,1279,87634,,
,,-26.662718467712402,,0.7888093442618846,90000,0.001,,,89634,1000.0,563.9595810288563
120,69,-26.70857482910156,794.68,0.8202544390261173,92677,0.001,369.70977394,1342,91634,,
,,-27.600402156829833,,0.8046347772479058,95000,0.001,,,94634,1000.0,573.9926931170863
124,68,-27.91750696563721,833.14,0.8133702824711799,96677,0.001,392.66618402,1405,95634,,
,,-28.761572708129883,,0.8022332697510719,100000,0.001,,,99634,1000.0,776.433335271047
128,68,,871.95,,100677,,425.1236819399999,1470,,,
132,68,-30.14737715911865,910.92,0.6760042370855808,104677,0.001,459.89440724,1525,103634,,
,,-30.341765449523926,,0.7023588058948517,105000,0.001,,,104634,1000.0,693.7817633153275
136,68,-31.794435863494872,949.0,0.736165211647749,108677,0.001,484.80293713,1586,107634,,
,,-32.791076732635496,,0.7639625514149666,110000,0.001,,,109650,1000.0,798.9356548157521
140,68,,957.09,,110693,,498.54288595,1624,,,
144,68,-33.99617010879517,959.01,0.726707105576992,114015,0.001,523.77632474,1671,112972,,
,,-34.44748763656616,,0.7264728892743587,115000,0.001,,,113972,1000.0,769.2415411345253
148,68,-35.68165405273437,959.01,0.6817878613173962,118015,0.001,535.01694052,1734,116972,,
,,-36.321911254882814,,0.6447001447677613,120000,0.001,,,118972,1000.0,607.7801258574706
152,67,-37.20011121368408,959.01,0.6526503818333149,122015,0.001,539.39525691,1798,120972,,
,,-38.13280123901367,,0.6580962028205395,125000,0.001,,,123972,1000.0,732.5408942545298
156,67,-38.517214210510254,959.01,0.6671429760456086,126015,0.001,556.3875963899999,1861,124972,,
,,-39.48286659240723,,0.7051955977976322,130000,0.001,,,128972,1000.0,744.1531927652425
160,67,,959.01,,130015,,564.91598275,1924,,,
164,67,-40.24926097106933,959.01,0.6548409725129605,134015,0.001,570.3217179899999,1980,132972,,
,,-40.500610275268556,,0.6208266686499119,135000,0.001,,,133972,1000.0,828.1200994686922
168,67,-41.46776308441162,959.01,0.6363692757487297,138015,0.001,585.1163884,2043,136972,,
,,-41.91956498718262,,0.6477677727937698,140000,0.001,,,138972,1000.0,762.160438771604
172,67,-42.560984870910644,959.01,0.6678658155202866,142015,0.001,594.77584844,2105,140972,,
,,-43.257835609436036,,0.6529456307590008,145000,0.001,,,143972,1000.0,820.403799123317
176,67,-43.521486152648926,959.01,0.6439082187712193,146015,0.001,599.27794683,2168,144972,,
,,-44.49280326080322,,0.6439067097008229,150000,0.001,,,148972,1000.0,883.7740718214307
180,67,,959.01,,150015,,607.3230816500001,2232,,,
184,67,-45.5050548248291,959.01,0.6442723519802094,154015,0.001,617.55482962,2287,152972,,
,,-45.56145176696777,,0.6387397214770317,155000,0.001,,,153972,1000.0,756.9460150583648
188,67,-46.34234159851074,968.93,0.6122289900481701,158015,0.001,630.54378005,2351,156972,,
,,-46.76069947814941,,0.6098656555116176,160000,0.001,,,158972,1000.0,878.802274859813
192,67,-47.40158483123779,968.93,0.5769397086799145,162015,0.001,638.90578865,2416,160972,,
,,-47.98181317138672,,0.5928399888575077,165000,0.001,,,163972,1000.0,919.8530205252115
196,66,-48.25814646911621,968.93,0.5877258970141411,166015,0.001,645.96706937,2480,164972,,
,,-49.00902503967285,,0.6225655297636986,170000,0.001,,,168972,1000.0,867.1124784020242
200,66,,968.93,,170015,,673.22699146,2545,,,
204,66,-49.69054019165039,973.38,0.6478690121471882,174015,0.001,697.86175963,2601,172972,,
,,-49.846907707214356,,0.6280888565182686,175000,0.001,,,173972,1000.0,954.0949343154673
208,66,-50.34111415863037,973.38,0.6680773940980435,178015,0.001,708.8351480500002,2665,176972,,
,,-50.47380386352539,,0.6430776764005423,180000,0.001,,,178972,1000.0,856.6339094154071
212,66,-50.67315524291992,973.38,0.6386465365886689,182015,0.001,718.4956936000001,2728,180972,,
,,-51.110843742370605,,0.6424106248319149,185000,0.001,,,183972,1000.0,1009.1872826608421
216,66,-51.40768592071533,973.38,0.6317923427224159,186015,0.001,753.6534543100001,2792,184972,,
,,-51.85362161254883,,0.6177725785076619,190000,0.001,,,188972,1000.0,1066.1816325333086
220,66,,973.38,,190015,,767.3658088299999,2856,,,
224,66,-52.58191547393799,973.38,0.6094327291697264,194015,0.001,788.87512402,2912,192972,,
,,-52.80946600341797,,0.6565551817119122,195000,0.001,,,193972,1000.0,1038.532577501153
228,66,-53.43437599945069,973.38,0.6922955979406834,198015,0.001,806.6058302,2976,196972,,
,,-54.00992600250244,,0.6859274879992008,200000,0.001,,,198972,901.0,1121.1156651187625
232,66,-54.57353785705566,973.38,0.7760059382617474,202015,0.001,814.7599057599999,3038,200972,,
,,-55.28709691619873,,0.8018569395542144,205000,0.001,,,203972,1000.0,1389.2091000567657
236,66,-55.67625784301758,973.38,0.8076597163379192,206015,0.001,845.9243729300001,3102,204972,,
,,-56.88224077606201,,0.8999958732128144,210000,0.001,,,208972,1000.0,1396.642838062602
240,66,,993.22,,210015,,887.0834894300001,3165,,,
244,66,-57.95777500915527,994.06,1.06996240401268,213421,0.001,892.03703639,3212,212378,,
,,-58.75428475189209,,1.1326253513395785,215000,0.001,,,214378,1000.0,1460.9572610867065
248,66,-59.27778084564209,994.06,1.2477686471939087,217421,0.001,922.2289470500003,3275,216378,,
,,-60.36584606170654,,1.6424225901961327,220000,0.001,,,219378,1000.0,1380.6834289145074
252,66,-60.67460656738281,994.06,1.5497298321723938,221421,0.001,948.9042128599999,3338,220378,,
,,-62.609074668884276,,1.5930073524713517,225000,0.001,,,224378,1000.0,1436.27842270229
256,66,,994.06,,225421,,976.2710439599999,3400,,,
260,66,-64.9148084564209,994.06,1.7648025625348092,229421,0.001,1009.5342041699998,3457,228378,,
,,-65.22303282928466,,1.7964760811328888,230000,0.001,,,229378,1000.0,1400.1271393193515
264,66,-66.84806024932861,994.06,1.6629155961275102,233421,0.001,1038.7179817700003,3521,232378,,
,,-68.27243753051758,,1.6047173799872398,235000,0.001,,,234378,1000.0,1467.5334944442961
268,66,-69.33305055999756,994.06,1.607031659245491,237421,0.001,1069.3224317900003,3587,236378,,
,,-70.72396307373047,,1.658985557436943,240000,0.001,,,239378,1000.0,1600.5610132499598
272,66,-71.24058404541016,994.06,1.6697199361920356,241421,0.001,1099.7091807699999,3650,240378,,
,,-72.98333074951172,,1.824255422115326,245000,0.001,,,244378,1000.0,1696.5800177936587
276,66,,994.06,,245421,,1131.00895855,3712,,,
280,66,-74.97092643737793,994.06,1.8669163290262223,249421,0.001,1159.2935700700002,3770,248378,,
,,-76.0559889140882,,2.07769107773788,250000,0.001,,,249644,1000.0,1634.5702974376823
284,65,-76.85526434326172,978.08,2.5409200970530508,251823,0.001,1164.46140826,3823,251644,,
,,-78.39678840637207,,2.0457447336912153,255000,0.001,,,254780,1000.0,1670.285919898306
288,66,,978.08,,255823,,1195.1805027,3874,,,
292,66,-80.00082894897461,978.08,2.2733939833641053,259823,0.001,1203.08682294,3930,258780,,
,,-80.42462449645996,,2.460682516336441,260000,0.001,,,259780,1000.0,1598.5552679130785
296,66,-82.01182899475097,978.08,2.4904947620630264,263823,0.001,1231.5032818900002,3994,262780,,
,,-82.77021691894531,,2.483816733121872,265000,0.001,,,264780,1000.0,1584.0950134810234
300,66,-83.76970724487305,978.08,2.3676217155456545,267823,0.001,1261.59367548,4056,266780,,
,,-85.16512977600098,,2.2785516080856323,270000,0.001,,,269780,1000.0,1741.1125296439436
304,65,-85.5903519744873,978.08,2.371093368411064,271823,0.001,1294.7389622899998,4120,270780,,
,,-87.3120195465088,,2.452094442486763,275000,0.001,,,274780,1000.0,1729.6958086220548
308,65,,978.08,,275823,,1325.01954596,4183,,,
312,65,-88.79155012512207,978.08,2.387406148314476,279823,0.001,1360.7221331000005,4240,278780,,
,,-89.1635553741455,,2.4517122194767,280000,0.001,,,279780,1000.0,674.6265865061432
316,65,-90.37990817260741,978.08,2.546330568432808,283823,0.001,1394.8056926200004,4303,282780,,
,,-91.27874131774902,,2.6322401263713835,285000,0.001,,,284780,1000.0,1879.7999687993201
320,65,-92.35998965454101,978.08,2.6273670991659164,287823,0.001,1430.0578130400004,4367,286780,,
,,-93.3578663330078,,2.7627426192760467,290000,0.001,,,289780,905.8,864.3705662122841
324,65,-93.76460153198242,978.08,2.9063612492084503,291823,0.001,1463.1863583299998,4430,290780,,
328,65,-95.28577793884277,969.83,2.8503032661676406,294998,0.001,1472.18639856,4485,294780,,
,,-95.38071082104211,,2.9170881843566896,295000,0.001,,,294955,1000.0,1557.7614170563218
332,65,-96.53941873168945,969.83,2.905754328250885,298998,0.001,1502.7009274599995,4537,297955,,
,,-97.21582052612305,,2.9864774228334428,300000,0.001,,,299955,1000.0,1807.6785894475877
336,65,-98.21601254272461,969.83,3.0839649728536607,302998,0.001,1524.29179711,4602,301955,,
,,-99.29600473022461,,2.9713286657333375,305000,0.001,,,304955,1000.0,1763.67883871588
340,65,-100.1094680480957,969.83,2.7368763108253478,306998,0.001,1542.9924507400005,4665,305955,,
,,-101.60075245666503,,2.8297872585058212,310000,0.001,,,309955,965.0,1770.5149883242207
344,65,,975.77,,310998,,1587.5880970100002,4729,,,
348,65,-103.0610114440918,975.77,2.9773110704422,314998,0.001,1589.3364773000003,4785,313955,,
,,-103.2091628112793,,3.338863510489464,315000,0.001,,,314955,1000.0,1873.7577269704313
352,65,-104.25639633178712,975.77,3.3106612632274626,318998,0.001,1608.8512494600002,4848,317955,,
,,-104.99157319641114,,3.374239255785942,320000,0.001,,,319955,908.3,756.1433209792478
356,65,-105.53250978088379,975.77,3.3280629349946977,322998,0.001,1619.9012723699998,4914,321955,,
,,-106.49954901123047,,3.4106827145814895,325000,0.001,,,324955,865.5,956.5387989016133
360,65,-106.72435441589356,975.77,3.4767633121013644,326998,0.001,1634.5381368300002,4978,325955,,
,,-107.44351310729981,,3.4922616456747053,330000,0.001,,,329153,968.6,1601.5592459703853
364,65,,967.75,,330196,,1634.8717298000001,5029,,,
368,65,-108.69514556884765,967.75,3.6441477119922636,334196,0.001,1647.3285519799997,5086,333153,,
,,-109.09868492270415,,3.691815774395781,335000,0.001,,,334259,814.4,1161.3048887579703
372,65,-109.76283900451661,958.81,3.588347774863243,337302,0.001,1644.4007604799997,5135,336259,,
,,-110.37484318542481,,3.8796169574260713,340000,0.001,,,339259,830.1,1381.3514367195662
376,65,-110.80081187438965,958.81,3.9026897218227385,341302,0.001,1656.1388798199998,5197,340259,,
380,65,-111.27129180908203,950.59,4.0495053441524504,344480,0.001,1654.9508456400001,5243,343437,,
,,-111.68592375183106,,4.110306498408318,345000,0.001,,,344437,906.2,1443.4767382007326
384,65,-112.229234254396,959.53,3.9748735595857543,347776,0.001,1680.94522178,5296,346733,,
,,-112.94239225769043,,3.9606337512731553,350000,0.001,,,349733,1000.0,2003.5206057083328
388,65,-113.02336769104004,959.09,4.250619138479233,351732,0.001,1694.88884079,5359,350733,,
,,-113.85714172363281,,4.159053433895111,355000,0.001,,,354689,872.2,1718.9606772914935
392,65,,959.09,,355732,,1730.0155494400003,5423,,,
396,65,-114.48645805358886,953.23,4.42493166077137,359146,0.001,1734.55178036,5472,358103,,
,,-114.70442259216308,,4.647452100038528,360000,0.001,,,359103,997.5,1726.5299377632327
400,65,-114.83073146057129,953.23,4.4911453266143795,363146,0.001,1710.1443200800004,5535,362103,,
,,-114.7997500152588,,5.013104781389236,365000,0.001,,,364103,853.2,1736.4397764925611
404,65,-115.09007948303223,953.23,4.655815628767013,367146,0.001,1719.3944991999995,5598,366103,,
,,-115.94188165283204,,4.949391562581062,370000,0.001,,,369103,1000.0,1909.7669868131402
408,65,-116.01812930297852,953.23,4.698748852014542,371146,0.001,1733.90530421,5661,370103,,
412,65,-117.39421850585937,943.73,5.1633172500133515,374196,0.001,1727.5948238100004,5717,374103,,
,,-117.08005767822266,,4.7486394596099855,375000,0.001,,,374153,981.4,1962.2751837988558
416,65,-117.72606036376953,943.73,5.239520442962647,378196,0.001,1738.8168253400002,5769,377153,,
,,-118.51837283325196,,5.312474576473236,380000,0.001,,,379153,1000.0,2122.3579556341983
420,65,-119.10640797424317,943.73,5.060468591451645,382196,0.001,1749.90647942,5831,381153,,
,,-120.32786213684082,,5.25824640583992,385000,0.001,,,384484,1000.0,2087.8012664552543
424,65,,937.04,,385527,,1746.1655954799999,5885,,,
428,65,-121.31175961303711,944.44,4.940277817010879,389442,0.001,1769.46182923,5941,388484,,
,,-121.70202135883223,,5.832533825160375,390000,0.001,,,389399,950.1,1275.562661930272
432,65,-122.37843333435059,944.44,5.772790940403938,393442,0.001,1736.48782295,6004,392399,,
,,-122.60868539428711,,6.834841839313507,395000,0.001,,,394399,1000.0,1916.4084316301858
436,65,-123.02361381530761,944.44,5.948182788729667,397442,0.001,1749.6038263600003,6066,396399,,
,,-123.9490867614746,,5.277862472772599,400000,0.001,,,399399,1000.0,2132.0982166165254
440,65,-124.04224430847168,944.44,6.494583329916001,401442,0.001,1725.1927859999996,6133,400399,,
,,-124.61144357299804,,5.830533798456192,405000,0.001,,,404399,1000.0,1767.347564810887
444,65,,944.44,,405442,,1713.4499655099999,6196,,,
448,65,-125.50749038696289,937.49,6.174176887750626,408747,0.001,1719.85449919,6249,408399,,
,,-125.56735012817383,,5.80985040974617,410000,0.001,,,409704,909.3,1838.1402653030273
452,65,-126.1312663116455,932.77,5.423490078926086,412275,0.001,1692.4905161299998,6297,411232,,
,,-125.96095767211914,,6.220281294345856,415000,0.001,,,414232,1000.0,2136.2601420607652
456,65,-125.96434637451172,932.77,6.863126984834671,416275,0.001,1712.20451034,6361,415232,,
460,65,-126.40675093078613,925.14,7.253702375411987,419512,0.001,1707.8737464300002,6417,419232,,
,,-126.2779709767487,,5.98540891776105,420000,0.001,,,419469,1000.0,1676.471864887746
464,65,-126.90775619506836,933.16,6.01118612074852,423512,0.001,1731.5224481599996,6470,422469,,
,,-127.6740887145996,,7.100262951135635,425000,0.001,,,424469,1000.0,2078.509748901997
468,65,-128.03024346487862,923.44,6.354884053979601,426540,0.001,1716.73762842,6522,425497,,
,,-128.57501322937011,,6.715109583616257,430000,0.001,,,429046,1000.0,2127.3236928387546
472,65,,927.87,,430089,,1730.10509138,6579,,,
476,65,-129.17230891418458,927.87,7.285999130487442,434089,0.001,1739.39436163,6636,433046,,
,,-129.17215809631347,,6.377211489200592,435000,0.001,,,434046,1000.0,1736.9374197639759
480,65,-129.36469761405405,933.71,6.669425797587618,437851,0.001,1754.7164423499999,6694,436808,,
,,-130.21589181518556,,6.339553264141083,440000,0.001,,,439808,1000.0,1978.1265939142322
484,65,-129.80173950195314,933.15,7.7255272726217905,441091,0.001,1755.1055635599998,6747,440048,,
,,-130.48875914001465,,6.770795938968658,445000,0.001,,,444048,1000.0,2036.8155586859443
488,65,,933.59,,445091,,1754.00041058,6812,,,
492,65,-130.963493270874,933.59,6.854787980556488,449091,0.001,1760.8687637,6869,448048,,
,,-131.33076861572266,,7.119264800786972,450000,0.001,,,449048,864.0,1399.9506646617315
496,65,-131.37288078308106,939.45,7.249996716976166,453091,0.001,1776.76337222,6931,452048,,
,,-131.67496917724608,,7.700691764831543,455000,0.001,,,454048,1000.0,1886.6373096492548
500,65,-132.27003329467775,939.45,6.87377344083786,457091,0.001,1816.59857652,6994,456048,,
,,-132.6520394690243,,7.092347284015134,460000,0.001,,,459021,886.8,798.8484820915386
504,65,-132.9437507019043,939.18,7.160520441293716,461064,0.001,1822.7182395300001,7055,460021,,
508,65,-133.22706189648858,931.5,8.548633265084234,464296,0.001,1809.1031408100005,7101,463253,,
