time/fps,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes,train/actor_loss,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,eval/mean_reward,eval/mean_ep_length
166,0.4251537337452173,322,52624,68,-32.78657231903076,53683,411.5616881470588,0.001,789.4558823529412,,
,0.38273799496889116,,54624,,-33.393078636169435,55000,,0.001,,862.6816550286487,1000.0
165,0.3775970083475113,348,56624,72,-33.89458586883545,57683,434.3828959722222,0.001,801.1527777777778,,
,0.3612536953985691,,59624,,-34.68162453460693,60000,,0.001,,867.7121746338904,1000.0
164,0.34617245170474054,374,60624,76,-34.975249954223635,61683,455.7589501052631,0.001,811.6184210526316,,
,0.38255912891030314,,64624,,-35.904333030700684,65000,,0.001,,796.7858755033463,1000.0
163,,401,,80,,65683,478.90756511250004,,821.0375,,
165,0.4049245854616165,419,68624,84,-36.67952852630615,69683,492.4885159404763,0.001,829.5595238095239,,
,0.39045367363095285,,69624,,-36.784066230773924,70000,,0.001,,865.2091890916229,1000.0
165,0.3963271960169077,445,72624,88,-37.2684861907959,73683,507.25679432954547,0.001,837.3068181818181,,
,0.41465656504035,,74624,,-37.5914263458252,75000,,0.001,,878.1854578500613,1000.0
164,0.37152666692435743,472,76624,92,-37.93592995452881,77683,520.2010856521739,0.001,844.3804347826087,,
,0.3929741304218769,,79624,,-38.59737641906738,80000,,0.001,,846.8193473629653,1000.0
163,0.3922202171087265,498,80624,96,-38.79987273406982,81683,532.0449444791666,0.001,850.8645833333334,,
,0.41686359502375125,,84624,,-39.41652363586426,85000,,0.001,,912.6813219390809,1000.0
163,,524,,100,,85683,543.42270232,,856.83,,
165,0.4459203508198261,542,88624,104,-39.99898480987549,89683,583.69894273,0.001,876.24,,
,0.4664944240748882,,89624,,-40.176222045898434,90000,,0.001,,852.1983878411004,1000.0
164,0.5464507621675729,568,92624,108,-40.47687017059326,93683,656.6876991,0.001,876.24,,
,0.45580629163980485,,94624,,-40.7984994354248,95000,,0.001,,809.0977256216108,1000.0
163,0.44485454896092413,595,96624,112,-41.21388130187988,97683,692.5218968899999,0.001,914.84,,
,0.42598372712731364,,99624,,-41.68229547119141,100000,,0.001,,942.6942697897554,1000.0
163,0.4033946442455053,622,100624,116,-41.91296836090088,101683,746.1387780499999,0.001,941.1,,
,0.4314015402495861,,104624,,-42.642933052062986,105000,,0.001,,861.2475567653776,1000.0
162,,648,,120,,105683,786.0984908500001,,978.68,,
164,0.4411604333072901,667,108624,124,-43.09973487854004,109683,809.20156017,0.001,998.34,,
,0.4543939288407564,,109624,,-43.18568286895752,110000,,0.001,,718.7056191112846,1000.0
163,0.4458216199576855,693,112624,128,-43.330206314086915,113683,819.2899007500001,0.001,1000.0,,
,0.42762796074151993,,114624,,-43.5705267868042,115000,,0.001,,811.5899132892489,1000.0
163,0.4710099614858627,719,116624,132,-43.79433232116699,117683,822.5247434600001,0.001,1000.0,,
,0.46578916369378565,,119624,,-43.96628337860108,120000,,0.001,,908.5831573763862,1000.0
163,0.45025256122648716,746,120624,136,-44.05582392883301,121683,832.40563769,0.001,1000.0,,
,0.4407596902549267,,124624,,-43.669181747436525,125000,,0.001,,810.794265580643,1000.0
162,,772,,140,,125683,834.49992115,,1000.0,,
163,0.4240321315675974,790,128624,144,-43.58771768951416,129683,831.1687748100001,0.001,1000.0,,
,0.44840979848802087,,129624,,-43.58837755584717,130000,,0.001,,785.8534574963153,1000.0
163,0.40003855796158316,816,132624,148,-43.887140678405764,133683,828.6581553800002,0.001,1000.0,,
,0.39947002491354944,,134624,,-44.15389109802246,135000,,0.001,,725.3197122112848,1000.0
163,0.37902270582318304,842,136624,152,-44.28600187683106,137683,830.0858574899999,0.001,1000.0,,
,0.3708024248629808,,139624,,-44.48506867218018,140000,,0.001,,928.7515873559751,1000.0
163,0.3740953098684549,869,140624,156,-44.50267286682129,141683,832.71584253,0.001,1000.0,,
,0.41065730994939803,,144624,,-44.81620847320556,145000,,0.001,,877.3169759728014,1000.0
162,,895,,160,,145683,836.07696069,,1000.0,,
163,0.27304950420558455,913,148624,164,-45.43315426635742,149683,836.7941179500002,0.001,1000.0,,
,0.26632603285461665,,149624,,-45.63085443878174,150000,,0.001,,930.7471946676262,1000.0
163,0.29479454201459887,939,152624,168,-46.29441212463379,153683,837.2537685299999,0.001,1000.0,,
,0.33700790140032766,,154624,,-46.64172534942627,155000,,0.001,,915.6004119485617,1000.0
163,0.3246151204779744,966,156624,172,-46.929577758789065,157683,840.1212748300002,0.001,1000.0,,
,0.3076684779673815,,159624,,-47.47879239654541,160000,,0.001,,837.1020474806428,1000.0
162,0.31913339961320164,993,160624,176,-47.62065716552734,161683,841.1494674299997,0.001,1000.0,,
,0.27231709425151346,,164624,,-48.42974571228027,165000,,0.001,,923.1677976854146,1000.0
162,,1020,,180,,165683,841.26637528,,1000.0,,
163,0.2718909801095724,1038,168624,184,-49.214632263183596,169683,848.1184476100002,0.001,1000.0,,
,0.27987080498039724,,169624,,-49.36564164733887,170000,,0.001,,947.7531061687507,1000.0
163,0.300824917152524,1064,172624,188,-49.751980209350585,173683,853.5804308999999,0.001,1000.0,,
,0.2839155827239156,,174624,,-49.98467188262939,175000,,0.001,,926.5488182431087,1000.0
163,0.27069967276602985,1090,176624,192,-50.32505940246582,177683,859.10155633,0.001,1000.0,,
,0.271499766767025,,179624,,-50.75589410400391,180000,,0.001,,945.5004144240171,1000.0
162,0.286237931497395,1116,180624,196,-50.897899780273434,181683,865.25675804,0.001,1000.0,,
,0.2729766510352492,,184624,,-51.40641990661621,185000,,0.001,,915.089109762758,1000.0
162,,1142,,200,,185683,870.5930231900003,,1000.0,,
163,0.30424726094305515,1161,188624,204,-51.78006701660156,189683,873.6935576,0.001,1000.0,,
,0.3197859081029892,,189624,,-51.85817657470703,190000,,0.001,,920.0444386601448,1000.0
162,0.3558801081776619,1188,192624,208,-51.94511857604981,193683,875.9188890799998,0.001,1000.0,,
,0.33964060839265586,,194624,,-51.973071083068845,195000,,0.001,,952.8353391639888,1000.0
162,0.332754193931818,1214,196624,212,-51.907859512329104,197683,871.9487419299999,0.001,1000.0,,
,0.3006975116804242,,199624,,-52.142748893737796,200000,,0.001,,910.9102994523943,1000.0
162,0.29021665059775115,1240,200624,216,-52.22227827453613,201683,871.8905037299999,0.001,1000.0,,
,0.3213698359057307,,204624,,-52.61769313812256,205000,,0.001,,929.1353683393448,1000.0
162,,1267,,220,,205683,871.55547609,,1000.0,,
163,0.33301460413634776,1285,208624,224,-52.90917289733887,209683,873.5996436300001,0.001,1000.0,,
,0.32443942679464816,,209624,,-52.92129165649414,210000,,0.001,,942.468827599287,1000.0
162,0.27106923244148495,1311,212624,228,-53.09193838500977,213683,878.9746697100001,0.001,1000.0,,
,0.3384808802381158,,214624,,-53.25607249450684,215000,,0.001,,790.099104283005,1000.0
162,0.3261374058127403,1338,216624,232,-53.25532137298584,217683,881.61457545,0.001,1000.0,,
,0.33470682707428934,,219624,,-53.228746673583984,220000,,0.001,,910.8315185949207,1000.0
162,0.3279213152676821,1363,220624,236,-53.26739028930664,221683,883.9538607800002,0.001,1000.0,,
,0.27062085819989445,,224624,,-53.31200503540039,225000,,0.001,,920.7281989193056,1000.0
162,,1389,,240,,225683,889.8839140900001,,1000.0,,
163,0.27379073151946065,1408,228624,244,-53.57617358398438,229683,892.2209385900002,0.001,1000.0,,
,0.2635416993796825,,229624,,-53.64229739379883,230000,,0.001,,917.8517284831963,1000.0
162,0.28404347810149194,1434,232624,248,-53.79398694610596,233683,896.7052818699999,0.001,1000.0,,
,0.2769475758075714,,234624,,-53.938646591186526,235000,,0.001,,879.9374287746847,1000.0
162,0.28281144723296164,1460,236624,252,-54.03352950286865,237683,898.60533086,0.001,1000.0,,
,0.3149633642137051,,239624,,-54.06334981536865,240000,,0.001,,908.0768971771001,1000.0
162,0.3394620338380337,1486,240624,256,-54.11776332855224,241683,897.5455543600001,0.001,1000.0,,
,0.3582252339273691,,244624,,-54.324048225402834,245000,,0.001,,824.9754092916846,1000.0
162,,1512,,260,,245683,899.8984119900001,,1000.0,,
163,0.342045206874609,1530,248624,264,-54.197462585449216,249683,897.57186609,0.001,1000.0,,
,0.38609039287269115,,249624,,-54.220632530212406,250000,,0.001,,886.2414094448089,1000.0
162,0.39914104737341405,1556,252624,268,-54.13019979095459,253683,897.5278117799999,0.001,1000.0,,
,0.4706260738223791,,254624,,-53.99481086730957,255000,,0.001,,747.0638653129339,1000.0
162,0.5149073410183191,1583,256624,272,-53.78034940338135,257683,893.4837614599998,0.001,1000.0,,
,0.69460445317626,,259624,,-53.20674574279785,260000,,0.001,,662.1861567623913,1000.0
162,0.5856646010577679,1609,260624,276,-52.93575746917725,261683,888.44327087,0.001,1000.0,,
,0.4444229955822229,,264624,,-52.26040745544434,265000,,0.001,,642.8921907480806,1000.0
162,,1635,,280,,265683,883.1605008700001,,1000.0,,
163,0.40354983748495576,1653,268624,284,-51.533273246765134,269683,871.6548774099997,0.001,1000.0,,
,0.3834099619090557,,269624,,-51.41257397460937,270000,,0.001,,804.7466005466879,1000.0
162,0.4553392153978348,1679,272624,288,-51.4816202545166,273683,866.6826572499999,0.001,1000.0,,
,0.4677624198496342,,274624,,-51.20000859069824,275000,,0.001,,884.5667038816958,1000.0
162,0.5355411321222782,1706,276624,292,-50.90847030639648,277683,863.6322227399999,0.001,1000.0,,
,0.45000768917798994,,279624,,-50.67946891021729,280000,,0.001,,767.5399003557861,1000.0
162,0.41391377916932104,1732,280624,296,-50.62237086486817,281683,857.4748516599997,0.001,1000.0,,
,0.344638225287199,,284624,,-50.9270691986084,285000,,0.001,,858.4441470742225,1000.0
162,,1759,,300,,285683,850.6686169599999,,1000.0,,
162,0.44756162881851197,1777,288624,304,-51.60750061798096,289683,848.9303480399999,0.001,1000.0,,
,0.43545597314834594,,289624,,-51.701531799316406,290000,,0.001,,918.8627979956567,1000.0
162,0.45121566018462184,1803,292624,308,-52.074819007873536,293683,844.2005916799999,0.001,1000.0,,
,0.5600435500741004,,294624,,-52.26870333099365,295000,,0.001,,779.6499736402184,1000.0
162,0.5883855457007885,1829,296624,312,-52.4030457611084,297683,848.0676679200001,0.001,1000.0,,
,0.48547936835885047,,299624,,-52.5516442565918,300000,,0.001,,605.9890039041638,1000.0
162,0.4966770195662975,1854,300624,316,-52.69566918182373,301683,837.9609645700001,0.001,1000.0,,
,0.4755899488180876,,304624,,-52.80129685211182,305000,,0.001,,785.1380224525928,1000.0
162,,1881,,320,,305683,834.6419696599999,,1000.0,,
162,0.535553455144167,1900,308624,324,-52.81149918365479,309683,827.6029907700001,0.001,1000.0,,
,0.5893255091905594,,309624,,-52.67927730560303,310000,,0.001,,708.264003981091,1000.0
162,0.39019665548205373,1926,312624,328,-52.71116174316406,313683,822.30262151,0.001,1000.0,,
,0.4219010391384363,,314624,,-52.74075164794922,315000,,0.001,,827.9349187403917,1000.0
162,0.586619812041521,1952,316624,332,-52.662654052734375,317683,815.5835533,0.001,1000.0,,
,0.8567242648005485,,319624,,-51.378593658447265,320000,,0.001,,541.2968161087949,1000.0
162,0.7627238966822624,1978,320624,336,-51.05658469390869,321683,807.2280984299998,0.001,1000.0,,
,0.9040909551978111,,324624,,-49.6027373046875,325000,,0.001,,349.54277343591673,1000.0
162,,2004,,340,,325683,793.8270079499998,,1000.0,,
162,1.2723345319032668,2022,328624,344,-46.55142082977295,329683,784.1630332799998,0.001,1000.0,,
,1.3405805607438088,,329624,,-45.41333084106445,330000,,0.001,,-63.86717586410305,1000.0
162,1.5362351011037827,2048,332624,348,-42.17932540893555,333683,764.093833,0.001,1000.0,,
,1.391942722558975,,334624,,-40.79740943145752,335000,,0.001,,645.7199154173256,1000.0
162,1.4621440578699112,2075,336624,352,-41.13304500579834,337683,751.06480892,0.001,1000.0,,
,1.1361384373903274,,339624,,-41.37118508911133,340000,,0.001,,764.1061552462168,1000.0
162,1.0298288273215295,2101,340624,356,-40.98379808807373,341683,749.48228171,0.001,1000.0,,
,0.9011586198806762,,344624,,-41.71237242889404,345000,,0.001,,139.98485629946225,1000.0
162,,2127,,360,,345683,737.1817061899998,,1000.0,,
162,1.512348952114582,2145,348624,364,-41.96613243865967,349683,731.6702427099999,0.001,1000.0,,
,2.0156442308425904,,349624,,-41.91336881256103,350000,,0.001,,793.6703378103673,1000.0
162,3.2191909493207933,2171,352624,368,-40.34513754272461,353683,725.50482959,0.001,1000.0,,
,3.1756416507959364,,354624,,-40.0116873626709,355000,,0.001,,806.6043951548112,1000.0
162,3.00971729016304,2197,356624,372,-36.81731531524658,357683,713.8092378099999,0.001,1000.0,,
,2.272774523615837,,359624,,-33.89458261108398,360000,,0.001,,705.14328467343,1000.0
162,2.217135468959808,2223,360624,376,-33.18198657226562,361683,714.7129017800002,0.001,1000.0,,
,1.5693610042333603,,364624,,-34.153358627319335,365000,,0.001,,557.4704897575488,1000.0
162,,2249,,380,,365683,709.3448136800001,,1000.0,,
163,1.4579004755616187,2267,368624,384,-33.58536577606201,369683,710.3998807900002,0.001,1000.0,,
,1.5565465964078904,,369624,,-33.60862500762939,370000,,0.001,,273.66204974432475,1000.0
162,1.3651400199532508,2294,372624,388,-33.24871577072143,373683,687.78967291,0.001,1000.0,,
,1.1005453160405159,,374624,,-33.638628684997556,375000,,0.001,,405.608775514958,1000.0
162,1.3735314764380455,2319,376624,392,-32.3377321395874,377683,682.2961043700001,0.001,1000.0,,
,1.4189454662799834,,379624,,-30.843816722869875,380000,,0.001,,608.020150235598,1000.0
162,1.2155096632242204,2345,380624,396,-30.389267894744872,381683,668.15805107,0.001,1000.0,,
,1.1833739584088325,,384624,,-30.8699010848999,385000,,0.001,,765.6799506261013,1000.0
162,,2371,,400,,385683,668.77638246,,1000.0,,
163,0.8688261572122574,2389,388624,404,-31.74605099105835,389683,661.5367108099999,0.001,1000.0,,
,1.3980790078639984,,389632,,-31.38636016845703,390000,,0.001,,727.6137001128867,1000.0
162,1.17178101927042,2411,391632,408,-31.098578407287597,392691,650.4251581699999,0.001,990.08,,
,1.1430423148870468,,394632,,-30.730385875701906,395000,,0.001,,805.5817159108817,1000.0
162,1.1552613606452942,2437,395632,412,-30.940547271728516,396691,646.2546748999999,0.001,990.08,,
,1.1280196877717972,,399632,,-32.141431999206546,400000,,0.001,,817.5613428540528,1000.0
162,,2463,,416,,400691,649.42433338,,990.08,,
163,0.9216381683349609,2481,403632,420,-32.23787644958496,404691,648.5478863199999,0.001,990.08,,
,0.8376485877037049,,404632,,-32.11521725463867,405000,,0.001,,700.2111100509762,1000.0
163,0.7686039420962334,2507,407632,424,-31.96345341873169,408691,646.26357408,0.001,990.08,,
,0.8162785666584969,,409632,,-31.97706633377075,410000,,0.001,,835.6433824160137,1000.0
162,1.1033150481581688,2533,411632,428,-32.00096948242187,412691,647.4527213,0.001,990.08,,
,1.0540855275988579,,414632,,-30.995780597686768,415000,,0.001,,529.9858144179685,1000.0
162,0.9990893198549747,2559,415632,432,-31.026588314056397,416691,650.47213983,0.001,990.08,,
163,0.9962076481878758,2573,418673,436,-30.9963229675293,419732,639.5424691999999,0.001,980.49,,
,0.9822199515104294,,419673,,-30.828506504058836,420000,,0.001,,605.7813591822982,1000.0
163,0.9686670169532299,2599,422673,440,-30.3245920791626,423732,645.40562376,0.001,980.49,,
,0.9657952344715596,,424673,,-30.874171241760255,425000,,0.001,,768.7914569113403,1000.0
162,1.4397209357619285,2625,426673,444,-31.0850546875,427732,649.06540831,0.001,980.49,,
,1.29368803191185,,429673,,-30.927647438049316,430000,,0.001,,358.24492688977625,812.6
162,1.2012182298898697,2649,430673,448,-31.01381336212158,431732,660.38511206,0.001,980.49,,
,1.4890709720253945,,434673,,-30.597521503448487,435000,,0.001,,720.3786269022618,1000.0
162,,2676,,452,,435732,662.23826284,,980.49,,
163,1.551202566385269,2694,438673,456,-30.07270055770874,439732,647.61430589,0.001,980.49,,
,1.5490076922774314,,439673,,-29.826530834198,440000,,0.001,,619.8663063642628,1000.0
163,1.533953375697136,2720,442673,460,-28.0105389213562,443732,631.28469002,0.001,980.49,,
,1.436786062180996,,444673,,-26.36964455795288,445000,,0.001,,585.6845059806947,1000.0
162,1.327143332362175,2747,446673,464,-25.351248920440675,447732,619.24426604,0.001,980.49,,
,1.2074581794142722,,449673,,-24.8682433013916,450000,,0.001,,544.4607967531308,1000.0
162,1.2214706342220307,2772,450673,468,-24.761822952270506,451732,619.0700647699999,0.001,980.49,,
,1.4327217545509339,,454673,,-24.531913108825684,455000,,0.001,,630.131056764652,1000.0
162,,2799,,472,,455732,629.78878194,,980.49,,
163,1.631446054339409,2817,458673,476,-24.75821773529053,459732,614.82224095,0.001,980.49,,
,1.669475909769535,,459673,,-24.791071613311768,460000,,0.001,,524.8779732279654,1000.0
163,1.6988990747332573,2843,462673,480,-25.52400381088257,463732,612.5035957,0.001,980.49,,
,1.5878547662496567,,464673,,-26.07837858581543,465000,,0.001,,715.0762818632647,1000.0
162,1.4799584656953813,2869,466673,484,-26.669389835357666,467732,609.6860454,0.001,980.49,,
,2.0246597777605055,,469673,,-27.056242992401124,470000,,0.001,,813.1982537470758,1000.0
162,2.1605976818799975,2895,470673,488,-26.699785194396974,471732,604.77480553,0.001,980.49,,
,2.2041205290555954,,474673,,-24.384512500762938,475000,,0.001,,-124.67521185436053,1000.0
162,,2922,,492,,475732,579.95948637,,980.49,,
163,1.952341532111168,2941,478673,496,-23.68695632171631,479732,585.8649351400001,0.001,980.49,,
,1.8941100516319276,,479673,,-23.55499666595459,480000,,0.001,,-53.67868377239556,1000.0
163,1.7926534142494202,2967,482673,500,-23.227250679016112,483732,569.9618143,0.001,980.49,,
,1.526398577094078,,484673,,-22.51892626953125,485000,,0.001,,116.28835635521973,1000.0
162,1.2822716797590257,2993,486673,504,-22.60901727294922,487732,556.1059778800001,0.001,980.49,,
,1.1083142494559288,,489673,,-22.49286473083496,490000,,0.001,,205.1377159171272,1000.0
162,1.0556172615885735,3018,490673,508,-22.130813270568847,491732,556.93514259,0.001,990.41,,
,0.7804635174870491,,494673,,-21.571856998443604,495000,,0.001,,745.5261643316596,1000.0
162,,3045,,512,,495732,550.79369679,,990.41,,
163,0.7025497047901154,3064,498673,516,-21.74876188659668,499732,553.17721705,0.001,990.41,,
,0.6648635934889316,,499673,,-22.15355478668213,500000,,0.001,,711.6542615307495,1000.0
163,0.6861763440668583,3090,502673,520,-23.53382462692261,503732,553.17696849,0.001,990.41,,
,0.7512927468121052,,504673,,-24.278330562591552,505000,,0.001,,938.1338657375425,1000.0
162,0.7749369616210461,3116,506673,524,-25.11108581542969,507732,560.2088893499999,0.001,990.41,,
,0.6598108766376972,,509673,,-27.210991546630858,510000,,0.001,,875.7020881532692,1000.0
162,0.6728106807768345,3143,510673,528,-27.728106452941894,511732,561.6788232500002,0.001,990.41,,
,0.805354491084814,,514673,,-29.316045345306396,515000,,0.001,,419.8785831330344,1000.0
162,,3169,,532,,515732,555.82192351,,990.41,,
163,0.7160666110813618,3188,518673,536,-30.270757705688478,519732,568.91805765,0.001,1000.0,,
,0.7105777583122254,,519673,,-30.487287677764893,520000,,0.001,,720.5671151901595,1000.0
162,0.698186827480793,3214,522673,540,-31.993112449645995,523732,553.4362896,0.001,1000.0,,
,0.7240986791551113,,524673,,-33.11892054748535,525000,,0.001,,802.1849483663449,1000.0
162,0.662713200300932,3239,526673,544,-33.50751083755493,527732,557.2761253000001,0.001,1000.0,,
,0.7412096303105354,,529673,,-34.26084896850586,530000,,0.001,,598.4919527626713,1000.0
162,0.7763048706650734,3264,530673,548,-34.49541273498535,531732,556.29322126,0.001,1000.0,,
,0.8070879615843296,,534673,,-35.446724220275875,535000,,0.001,,878.3665384486318,1000.0
162,,3290,,552,,535732,565.9589614199999,,1000.0,,
163,0.9076435302793979,3309,538673,556,-36.35535852813721,539732,584.18942776,0.001,1000.0,,
,0.9172925546765327,,539673,,-36.515775466918946,540000,,0.001,,916.653654846549,1000.0
163,0.9489466785788536,3335,542673,560,-37.20397428894043,543732,611.81708124,0.001,1000.0,,
,0.9729802865386009,,544673,,-37.3441683883667,545000,,0.001,,893.8834142126143,1000.0
162,1.0147163091897964,3361,546673,564,-37.9406595993042,547732,627.62593404,0.001,1000.0,,
,1.1307445763349533,,549673,,-38.50768985748291,550000,,0.001,,760.3765022432432,1000.0
162,1.124089950442314,3386,550673,568,-38.653322814941404,551732,627.82927367,0.001,1000.0,,
,1.1558543364703655,,554673,,-39.62080005645752,555000,,0.001,,466.1330188742839,1000.0
162,,3413,,572,,555732,630.47344573,,1000.0,,
163,1.2953613311052323,3432,558673,576,-39.756097457885744,559732,627.90924026,0.001,1000.0,,
,1.309544657111168,,559673,,-39.88871307373047,560000,,0.001,,510.58318593670265,1000.0
162,1.5528213621973992,3458,562673,580,-39.78751053619385,563732,604.03180502,0.001,1000.0,,
,1.6797673457264901,,564673,,-39.43409972381592,565000,,0.001,,606.6509043010417,1000.0
162,1.307332600414753,3485,566673,584,-40.499708389282226,567732,595.1961649,0.001,1000.0,,
,1.0334886040985585,,569673,,-42.043313438415524,570000,,0.001,,777.3388942516409,1000.0
162,0.9852243281006813,3511,570673,588,-42.325297294616696,571732,613.17991516,0.001,1000.0,,
,0.8847254301309586,,574673,,-43.11398542785645,575000,,0.001,,330.71916218826084,1000.0
162,,3537,,592,,575732,629.2263161100001,,1000.0,,
163,0.9104567974209785,3555,578673,596,-43.105241302490235,579732,625.75625652,0.001,1000.0,,
,0.9457566549479961,,579673,,-43.14977621459961,580000,,0.001,,626.023461125046,1000.0
162,1.0927560414075852,3581,582673,600,-42.94503881835937,583732,634.70026232,0.001,1000.0,,
,1.2663680623173714,,584673,,-42.562676139831545,585000,,0.001,,786.8239319083281,1000.0
162,2.252911089658737,3607,586673,604,-43.29513236236572,586767,643.0605985000001,0.001,990.35,,
,2.102453590989113,,589708,,-35.37805847930908,590000,,0.001,,273.580734658963,1000.0
162,,3629,,608,,590767,592.49330215,,990.35,,
162,1.0975740663050404,3646,593105,612,-32.4053415048002,594164,583.5017986700001,0.001,984.32,,
,1.0798459494709969,,594105,,-32.20637669372559,595000,,0.001,,473.3642207893543,959.5
162,1.1273092021346092,3671,597105,616,-32.49695194625855,598164,582.6745616100001,0.001,984.32,,
,1.062418212890625,,599105,,-33.21997896957397,600000,,0.001,,858.0922206334769,1000.0
162,0.9346000139117241,3697,601105,620,-34.30791142272949,602164,580.22021124,0.001,984.32,,
,0.9440848380327225,,604113,,-34.43320178985596,605000,,0.001,,374.9983310167212,1000.0
162,,3719,,624,,605172,560.91791611,,974.4,,
162,1.3434338402152062,3737,608113,628,-34.08460112762451,609172,542.91764114,0.001,974.4,,
,1.3079560997486115,,609113,,-33.8670083732605,610000,,0.001,,216.14761340814874,1000.0
162,1.476735612809658,3763,612113,632,-33.96546788406372,613172,537.27080583,0.001,974.4,,
,1.6969256459474564,,614113,,-34.29493807983398,615000,,0.001,,496.58817885160096,1000.0
162,1.6096836803555488,3789,616113,636,-33.559380741119384,617172,537.09721773,0.001,974.4,,
,1.8475809042453766,,619113,,-32.73624363327026,620000,,0.001,,359.68854447596823,1000.0
162,1.6649804738759995,3815,620113,640,-32.36096957015991,621172,549.1229428800001,0.001,974.4,,
,1.300180079996586,,624113,,-32.842196239471434,625000,,0.001,,774.1816636834294,1000.0
162,,3842,,644,,625172,545.2890759000001,,974.4,,
162,0.8350338790416717,3860,628113,648,-34.06021966552734,629172,549.0198922000001,0.001,974.4,,
,0.8417344967126846,,629113,,-34.26513036346436,630000,,0.001,,641.9089948778972,1000.0
162,0.9027785495817662,3886,632113,652,-34.1413776473999,633172,543.8412409,0.001,974.4,,
,1.0214638648629188,,634113,,-33.85431006622314,635000,,0.001,,877.3326364316047,1000.0
162,1.157827362716198,3912,636113,656,-33.41383574676514,637172,541.2360016100001,0.001,974.4,,
,1.1521448739171027,,639113,,-33.589569522857666,640000,,0.001,,98.06762852929532,1000.0
162,1.2772130830287933,3937,640113,660,-33.57842817687988,641172,534.82559491,0.001,974.4,,
,1.211515518128872,,644113,,-33.496172794342044,645000,,0.001,,645.3841136342846,1000.0
162,,3963,,664,,645172,490.09925942999996,,974.4,,
163,1.4388241157531738,3982,648113,668,-34.83854427337646,649172,490.21008353999997,0.001,974.4,,
,1.551988296508789,,649113,,-35.24314318084717,650000,,0.001,,578.5137827476486,1000.0
162,1.1690080497264863,4009,652113,672,-35.050613563537595,653172,483.85244348,0.001,974.4,,
,1.2362398703098296,,654113,,-34.58972854614258,655000,,0.001,,-83.65368024222553,1000.0
162,1.360024984896183,4035,656113,676,-34.24735863494873,657172,474.9298493299999,0.001,974.4,,
,1.4470777729153632,,659113,,-33.09584515762329,660000,,0.001,,749.9387693545665,1000.0
162,1.3540053800344467,4061,660113,680,-32.63076330184936,661172,500.7076029299999,0.001,974.4,,
,1.1586156937479972,,664113,,-32.01009147644043,665000,,0.001,,546.4563658576459,1000.0
162,,4087,,684,,665172,515.27510478,,974.4,,
162,0.8612197881042958,4106,668113,688,-32.36321641159058,669172,517.45159241,0.001,974.4,,
