time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/n_updates,train/loss,eval/mean_ep_length,eval/mean_reward
5,-127.88263991666668,407,2048,1,114.25,,,,,,,,,,,,,
13,-151.58901048275862,305,4096,2,140.13793103448276,0.9883713126182556,0.012812667,-11.294463974237441,0.0003,216.31318218708037,0.2,0.139208984375,-0.027570009231567383,-0.027790859929518776,10,36.609920501708984,,
,,,5000,,,0.9786611199378967,0.014098422,-11.21920786201954,0.0003,126.35391676425934,0.2,0.12724609375,-0.03634083271026611,-0.028058435779530554,20,34.15191650390625,1000.0,989.9714871905744
40,-120.20587837254902,153,6144,3,110.6470588235294,,,,,,,,,,,,,
46,-137.7868303114754,176,8192,4,130.62295081967213,0.9714068174362183,0.014809851,-11.144430953264237,0.0003,126.62049024105072,0.2,0.152783203125,0.0030947327613830566,-0.03343622525280807,30,52.17129898071289,,
,,,10000,,,0.958964467048645,0.011440973,-11.076333424448967,0.0003,101.1409691810608,0.2,0.10146484375,0.015259861946105957,-0.027156060947163496,40,29.927093505859375,1000.0,976.2756097629666
73,-122.26344531460671,138,10240,5,114.88764044943821,,,,,,,,,,,,,
82,-114.02219035,149,12288,6,108.94,0.9498746395111084,0.010950405,-10.970638492703438,0.0003,162.75818192958832,0.2,0.13037109375,0.02269977331161499,-0.03587526943301782,50,83.94912719726562,,
90,-105.05553845,158,14336,7,101.57,0.9441931247711182,0.00995472,-10.916655915975571,0.0003,175.8495004415512,0.2,0.103955078125,0.14448273181915283,-0.02955012017628178,60,64.85027313232422,,
,,,15000,,,0.9364569187164307,0.011904386,-10.858280649781227,0.0003,126.64976994991302,0.2,0.114892578125,0.16566038131713867,-0.031639843505399765,70,52.797325134277344,1000.0,923.4430121917715
116,-113.15495939,140,16384,8,109.66,,,,,,,,,,,,,
124,-91.62426015999999,148,18432,9,89.08,0.9270228147506714,0.011904135,-10.781661501526832,0.0003,124.73406864404679,0.2,0.13388671875,0.138155996799469,-0.034402017400134356,80,55.33799362182617,,
,,,20000,,,0.9192119836807251,0.011002761,-10.710056874155999,0.0003,187.71898846626283,0.2,0.1283203125,0.18038427829742432,-0.03316073665919248,90,75.569580078125,1000.0,900.0913898073865
148,-98.09728852000002,137,20480,10,97.79,,,,,,,,,,,,,
156,-97.27464841,143,22528,11,99.45,0.9149248600006104,0.011437772,-10.659509792923927,0.0003,191.9346919298172,0.2,0.12353515625,0.261002779006958,-0.03329700362082803,100,111.9798812866211,,
165,-107.99514136999998,148,24576,12,109.6,0.9096848964691162,0.011554798,-10.615333417057991,0.0003,87.43265142440796,0.2,0.12763671875,0.2715582251548767,-0.03372686853690539,110,30.38091278076172,,
,,,25000,,,0.9045743942260742,0.011656711,-10.569875484704971,0.0003,147.48853845596312,0.2,0.132177734375,0.2135029435157776,-0.03472627252922393,120,63.8829345703125,889.4,759.588217441595
190,-124.51867966,140,26624,13,127.53,,,,,,,,,,,,,
197,-113.72177204000002,145,28672,14,116.05,0.8929842710494995,0.016438805,-10.488738989830017,0.0003,59.1702100455761,0.2,0.179833984375,0.34180527925491333,-0.03837181526469067,130,21.30779266357422,,
,,,30000,,,0.888054609298706,0.010513566,-10.425057572126388,0.0003,223.88992915153503,0.2,0.1025390625,0.311051607131958,-0.030903146910713986,140,72.62373352050781,663.1,485.28395565454286
217,-121.62712849000002,141,30720,15,124.94,,,,,,,,,,,,,
