train/learning_rate,time/episodes,time/total_timesteps,time/time_elapsed,train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/n_updates,train/critic_loss,eval/mean_reward,eval/mean_ep_length
0.001,124,102168,741,-44.985618133544925,907.76,582.2321463500001,137,101113,1.6621462164521217,,
0.001,,105000,,-46.04662802124023,,,,104113,1.6682025020718574,990.0578423581726,1000.0
0.001,128,106168,771,-46.49421015930176,936.84,645.3513814400001,137,105113,1.7819464072585105,,
0.001,,110000,,-48.463238273620604,,,,109113,1.8915579744577409,748.0929953779851,750.8
,132,110168,799,,944.73,720.57239227,137,,,,
0.001,136,113286,816,-50.098938570184224,935.91,743.2888826700001,138,112231,1.6815502653687686,,
0.001,,115000,,-51.1275737991333,,,,114231,1.9259401896595956,807.9485399428406,647.3
0.001,140,116694,840,-51.957977799808276,939.6,754.8407514099998,138,115639,2.0157606210194383,,
0.001,,120000,,-53.31310301208496,,,,119639,2.08964523434639,831.3948852477533,736.0
,144,120694,868,,948.65,793.9287307099999,138,,,,
0.001,148,124694,889,-54.5741262588501,948.65,811.63327426,140,123639,2.183244294345379,,
0.001,,125000,,-55.14026263427734,,,,124639,2.0657453495264053,989.2269120169512,783.6
0.001,152,128694,918,-55.72210311126709,948.65,820.63984978,140,127639,2.164931438922882,,
0.001,,130000,,-55.93356214904785,,,,129639,2.3135786222219465,716.7091192715292,569.4
0.001,156,131442,942,-56.68992801719988,936.13,821.6445145999999,139,131348,2.946944165801464,,
0.001,,135000,,-57.155412673950195,,,,134034,2.423596333130803,1304.2657327008433,808.0
,160,135089,965,,932.6,821.0096011900001,139,,,,
0.001,164,138154,985,-57.26724864959717,923.25,824.67422616,140,138034,2.9810499119758607,,
0.001,,140000,,-57.61805233764648,,,,139099,3.3506932045221327,1151.923447327013,807.8
0.001,168,141819,1006,-57.72056471907699,919.9,843.86104318,140,140764,3.6990538222449167,,
0.001,,145000,,-58.70008441925049,,,,144764,3.6132249668836596,1000.4124144536793,740.7
,172,145528,1033,,916.99,867.42050394,140,,,,
0.001,176,149528,1053,-59.336346817016604,916.99,884.8793856899999,141,148473,3.138054838180542,,
0.001,,150000,,-59.63399226491044,,,,149636,4.015055812941007,1424.0174209510442,1000.0
0.001,180,152691,1079,-59.83405085754394,908.62,915.6523415699999,141,151636,3.8808657932281494,,
0.001,,155000,,-60.88631098175049,,,,154636,3.514801674246788,1326.06209027117,901.6
0.001,184,156691,1109,-61.10681409454346,908.62,952.9633589300001,141,155636,3.829431840062141,,
0.001,,160000,,-62.77272940826416,,,,159409,3.9212027469873427,1026.6075338523892,879.2
,188,160464,1138,,906.35,980.22976834,140,,,,
0.001,192,163449,1155,-63.555882236875334,904.25,985.35315697,141,162698,3.812492152811334,,
0.001,,165000,,-64.29341970825195,,,,164394,3.888031210899353,1398.7443201299989,1000.0
0.001,196,166792,1179,-65.11416503281622,901.75,1010.24978033,141,165737,4.6264253500251655,,
0.001,200,168545,1193,-65.31244470977784,885.84,1007.4544386499999,141,168375,4.460452296733856,,
0.001,,170000,,-65.68175434112548,,,,169490,4.983041123628617,1602.428762642597,844.2
0.001,204,170880,1213,-66.17445184488213,876.35,1025.4583452699999,140,170527,4.809879262099224,,
0.001,208,174075,1231,-67.53129948425293,875.6,1046.4576096499998,141,173825,5.616185640215874,,
0.001,,175000,,-67.59552072018994,,,,174020,5.929629621750269,1547.0471025199572,768.4
0.001,212,178075,1255,-68.10632907867432,875.6,1085.8523357,141,177020,5.088796242475509,,
0.001,,180000,,-68.97957248687744,,,,179020,4.657539227247238,1320.5491543548646,828.8
0.001,216,182056,1284,-69.70594350433349,878.88,1103.1713407800003,141,181020,4.723339333057403,,
0.001,,185000,,-70.65186294555664,,,,184358,5.0724260151386265,923.8113504042383,483.6
,220,185413,1306,,872.45,1123.6383440500001,141,,,,
0.001,224,188372,1322,-72.1207689937157,862.04,1131.54430836,142,187317,5.2751919782557195,,
0.001,,190000,,-72.48297303009033,,,,189317,5.734666641950607,1759.8489840395748,912.0
0.001,228,191669,1352,-73.34655122375489,855.01,1156.43088554,141,191317,5.802555208683014,,
0.001,232,194676,1369,-74.44986911010743,845.08,1168.30258955,142,194614,6.437154217720032,,
0.001,,195000,,-76.06787872314453,,,,194621,9.153424058641706,819.8331885695923,358.5
0.001,236,198039,1389,-75.77260263061524,847.53,1196.16729847,142,197493,6.102975744009018,,
0.001,,200000,,-76.7364577178955,,,,199922,7.112349376916885,1145.1158494086353,567.6
0.001,240,201353,1409,-77.40944736561876,846.59,1251.5415458599998,142,200298,6.908684385583756,,
0.001,,205000,,-79.04515467834473,,,,204298,7.748009959459305,2502.710236270633,1000.0
,244,205353,1439,,846.59,1295.1519285900001,142,,,,
0.001,248,209188,1460,-81.20643842591942,844.94,1335.34733317,143,208133,7.697111155458553,,
0.001,,210000,,-81.74132386843364,,,,209517,8.000145334750414,1483.2334616677604,603.5
0.001,252,211793,1479,-82.2816666419353,830.99,1346.7359018700001,143,210738,9.726744511258712,,
0.001,,215000,,-84.17891235351563,,,,214738,9.51888525056839,2100.345529249421,1000.0
,256,215793,1510,,843.51,1412.39337306,142,,,,
0.001,260,219793,1531,-85.97886782836915,847.04,1481.5247132700001,143,218738,9.071550818920135,,
0.001,,220000,,-86.46220300292968,,,,219738,9.68525601196289,2187.6899754805027,857.3
0.001,264,223059,1557,-88.40748396373931,849.05,1535.69688592,143,222159,10.675412633356743,,
0.001,,225000,,-89.20947630911162,,,,224694,10.760622018756289,2348.5779099979436,962.7
,268,225749,1579,,839.3,1553.6822878199998,142,,,,
0.001,272,229332,1600,-90.90409465026856,838.04,1594.6291428300005,143,228694,11.565369898796082,,
0.001,,230000,,-91.70602432722897,,,,229277,10.961877181640416,2581.111425422365,961.9
0.001,276,232666,1625,-92.57633958462469,831.38,1616.8911543600002,143,231611,12.505612641751409,,
0.001,,235000,,-94.02606297302246,,,,234611,10.373539530754089,2431.817277162336,850.0
0.001,280,236420,1653,-94.20825695800781,837.29,1681.0674173600005,142,235611,12.130353365898133,,
0.001,,240000,,-96.16853086853027,,,,239180,11.523319811344146,2624.7316976971924,955.6
,284,240235,1682,,835.44,1724.0318777099994,142,,,,
0.001,288,243488,1700,-98.06445988464355,830.24,1749.6548219899998,143,242433,14.047894208431243,,
0.001,,245000,,-99.69679847717285,,,,244433,12.054689405918122,2582.695001376624,980.7
0.001,292,246612,1729,-100.86218714904786,831.63,1800.6132502200003,142,246433,12.916871799945831,,
0.001,296,248258,1738,-101.52686706542968,814.66,1799.9337547800003,142,248078,11.390136022567749,,
0.001,,250000,,-102.6017316222567,,,,249854,13.474719678565906,2077.1936986483515,766.0
,300,250909,1755,,823.64,1853.04102255,142,,,,
0.001,304,253491,1769,-103.6728684798531,826.11,1881.26700016,143,252436,18.97935096077297,,
0.001,,255000,,-104.8574042345481,,,,254884,15.912407021307503,2002.639088851912,715.7
,308,255939,1789,,818.64,1894.0777403200002,143,,,,
0.001,312,257530,1802,-106.72947763061524,794.55,1861.4839311499998,142,257341,14.198054730415345,,
0.001,316,259727,1813,-108.96676898824758,776.71,1833.9805225699995,143,259533,13.551295518875122,,
0.001,,260000,,-107.80383987426758,,,,259672,16.554941794855132,2461.191990208847,946.6
0.001,320,263727,1840,-108.76573037719727,783.14,1894.3038375499998,143,262672,15.566346017360686,,
0.001,,265000,,-109.95669889831542,,,,264672,14.827451944828033,2203.7775435543153,797.7
0.001,324,266974,1865,-110.39309737755863,786.02,1936.7852164899998,143,265919,16.71913271696032,,
0.001,,270000,,-111.89913471984863,,,,269919,16.84477664232254,2778.5787065118434,1000.0
,328,270974,1896,,793.05,1990.61201009,142,,,,
0.001,332,274974,1918,-113.77418475341797,802.98,2043.1034867499998,143,273919,15.436661781787873,,
0.001,,275000,,-114.30005990600586,,,,274919,15.926158130168915,2860.9246575796046,949.1
0.001,336,278974,1948,-115.14013931274414,809.35,2093.35131451,143,277919,15.33798352766037,,
0.001,,280000,,-116.39200480651856,,,,279919,15.31284366416931,2877.0020036650503,1000.0
0.001,340,282835,1977,-117.23749546813964,814.82,2122.6453410500008,142,281780,17.274931359767915,,
0.001,,285000,,-118.5222827911377,,,,284780,15.854995733261108,2311.618544274571,923.4
0.001,344,286835,2007,-117.78999908447265,814.82,2141.9716768400003,142,285780,15.567649129390716,,
0.001,,290000,,-120.47906432447408,,,,289522,16.68823404453514,2682.1101982752793,917.1
,348,290577,2035,,813.89,2165.19290645,142,,,,
0.001,352,294577,2057,-121.39572819519043,827.84,2240.02618175,143,293522,17.024769671440126,,
0.001,,295000,,-122.02648699951172,,,,294522,16.350414234638215,2966.8783494544564,1000.0
0.001,356,296402,2080,-122.24696334914782,806.09,2199.1654558200003,142,296339,16.483496878933966,,
0.001,,300000,,-123.62292024230958,,,,299347,16.45473000860214,2353.4163163760445,826.0
,360,300402,2105,,806.09,2217.5697029300004,142,,,,
0.001,364,304402,2127,-124.6011649017334,813.43,2248.87354759,143,303347,17.197972690105438,,
0.001,,305000,,-124.32899534606933,,,,304347,19.401897237300872,2565.52101666854,838.2
0.001,368,308063,2154,-125.68003631591797,823.14,2297.01231454,143,307008,19.331516212463377,,
0.001,,310000,,-126.739228225708,,,,309008,18.618415037155152,2004.9949757063296,664.8
0.001,372,312063,2180,-127.07734115600586,827.31,2322.7205416200004,143,311008,17.80567755317688,,
0.001,,315000,,-128.2423893737793,,,,314008,18.082672501564026,2043.1561473120005,737.3
0.001,376,316063,2208,-128.52247367858888,833.97,2375.4097983300003,143,315008,17.477220975875856,,
0.001,380,318441,2222,-129.8346850077311,820.21,2341.67733769,143,317386,17.19199909845988,,
0.001,,320000,,-130.2562989959717,,,,319386,16.97606620311737,2293.8803217145205,820.8
0.001,384,322159,2251,-131.54434494018554,819.24,2350.9229529100003,143,321386,17.44858852005005,,
0.001,,325000,,-132.23567756652832,,,,324104,19.387823378562928,1890.1527547750622,625.3
0.001,388,325643,2277,-132.6792861328125,821.55,2366.6892101999997,142,325104,16.988801939964294,,
0.001,392,327831,2289,-133.39201436723982,812.19,2312.71258617,143,327161,15.337019171033587,,
0.001,,330000,,-134.14214573669435,,,,329776,17.823804760456085,2476.30768574276,830.0
0.001,396,331831,2314,-134.36578997802735,835.73,2384.7001935499998,143,330776,17.628832995414733,,
0.001,,335000,,-134.93660293579103,,,,334536,19.288271489620207,2888.278120812401,904.2
,400,335591,2342,,846.82,2424.23564431,143,,,,
0.001,404,338294,2356,-136.9934106009347,848.03,2436.00748334,143,337239,19.258910326890543,,
0.001,,340000,,-136.40701885986329,,,,339239,20.714624772548675,2460.9444714093406,886.4
0.001,408,342294,2384,-136.60067686462403,863.55,2490.8635409,143,341239,19.902426872253418,,
0.001,,345000,,-138.16850733947754,,,,344239,19.5621672668457,2882.8434782708064,1000.0
0.001,412,346294,2414,-138.29735314941405,887.64,2567.8255797399997,143,345239,19.36758526325226,,
0.001,416,349357,2430,-140.30350304300873,896.3,2627.2856082199996,143,348302,22.636921205618275,,
0.001,,350000,,-139.7819632873535,,,,349302,22.34510658454895,2990.2737989800053,1000.0
0.001,420,352729,2461,-140.6394356842041,890.02,2617.22645086,143,352302,20.324224635124207,,
0.001,,355000,,-142.0063267211914,,,,354909,21.16968415403366,2935.357901561819,937.8
,424,355964,2484,,889.9,2622.2954309300003,143,,,,
0.001,428,359964,2506,-142.79126753234863,889.9,2631.2768886600006,143,358909,19.875509657382967,,
0.001,,360000,,-143.11367098999023,,,,359909,21.148095204353332,2905.155215008091,903.2
0.001,432,362270,2526,-144.2755144695903,872.96,2586.71615926,143,361215,17.626391223038485,,
0.001,,365000,,-144.92412307739258,,,,364793,19.07683437347412,3273.2159754795953,1000.0
,436,365848,2554,,868.74,2579.27561974,143,,,,
0.001,440,369848,2576,-146.06975588989258,870.13,2590.55071455,143,368793,22.42776711511612,,
0.001,,370000,,-146.35187321472168,,,,369793,20.485995552062988,2381.519177095173,808.1
0.001,444,373848,2605,-147.25282237243653,870.13,2597.4585221800003,143,372793,20.10482844543457,,
0.001,,375000,,-148.25717919921874,,,,374793,22.840534395217894,2542.975182221178,909.1
0.001,448,377848,2633,-149.14916958618164,872.71,2573.61081285,143,376793,17.50146093416214,,
0.001,,380000,,-148.1910824008755,,,,379364,18.598158841375295,3123.046604619734,1000.0
0.001,452,381419,2662,-149.53322789001464,868.42,2560.1361015400003,143,380364,20.552424296855925,,
0.001,,385000,,-150.4554101409912,,,,384364,20.759916407585145,3130.6223385823423,1000.0
,456,385419,2692,,890.17,2633.42376263,143,,,,
0.001,460,388791,2710,-151.2252906881353,883.89,2621.7535711499995,143,387736,18.438251520997735,,
0.001,,390000,,-151.5362718719797,,,,389513,20.78301986058553,2986.9571177147795,946.5
0.001,464,391653,2738,-152.11260791015624,872.51,2595.41422492,143,391513,19.56783776330948,,
0.001,468,394622,2751,-153.29784140357359,865.59,2578.85531211,143,393966,20.724243485783955,,
0.001,,395000,,-153.61178390502928,,,,394567,21.798832513329987,3096.783681264054,1000.0
0.001,472,398622,2779,-153.9654557800293,865.59,2547.79639145,143,397567,20.841259581565858,,
0.001,,400000,,-153.91174368286133,,,,399567,20.09491208076477,1590.476354730688,502.9
0.001,476,401788,2802,-154.18676962280273,857.25,2526.55526876,143,401109,23.256370853424073,,
0.001,,405000,,-154.9357555847168,,,,404733,20.45301183128357,3016.686999070924,1000.0
,480,405788,2831,,873.47,2583.79778488,143,,,,
0.001,484,409254,2850,-154.31312806616526,870.95,2577.22858227,143,408199,25.36048275411385,,
0.001,,410000,,-155.1765583190918,,,,409199,26.384972352027894,2699.948432105733,877.0
0.001,488,413254,2878,-155.88210928344728,876.11,2600.432276,143,412199,22.182148087501528,,
0.001,,415000,,-156.05154919433593,,,,414546,21.370498880386354,2959.096997352317,945.1
,492,415601,2900,,877.7,2599.7635629500005,143,,,,
0.001,496,419601,2922,-156.06544567871094,877.7,2580.53683757,143,418546,22.222104347229003,,
0.001,,420000,,-155.1381074066162,,,,419546,25.764614884376527,3052.464618057379,1000.0
0.001,500,422714,2947,-154.89332736206055,871.23,2564.5507439400003,143,421659,24.419868220329285,,
0.001,,425000,,-154.82451387023926,,,,424659,23.404796767234803,3068.292434932361,1000.0
0.001,504,426714,2977,-155.47518005371094,884.2,2604.0071224300004,143,425659,25.13167218208313,,
0.001,,430000,,-155.4488695678711,,,,429659,26.126284494400025,2762.946017142199,904.5
,508,430714,3006,,884.2,2602.91398764,143,,,,
0.001,512,434714,3027,-156.80872653198242,884.2,2606.10489856,143,433659,27.868833006858825,,
0.001,,435000,,-156.71620281982422,,,,434659,24.749166629791258,3202.3060871751977,1000.0
0.001,516,438714,3057,-156.42416857910158,893.57,2645.0489994699997,143,437659,21.687265880584718,,
0.001,,440000,,-157.76805752563476,,,,439659,24.04165911102295,2600.183684431389,841.7
0.001,520,441916,3082,-156.7993576503036,891.87,2644.5432720799995,143,440861,23.721986848529024,,
0.001,,445000,,-158.67043740844727,,,,444861,23.712388967514038,3095.324024249893,962.7
,524,445916,3112,,899.52,2673.89701626,143,,,,
0.001,528,449916,3133,-158.64483978271485,899.52,2681.29558214,143,448861,21.671993496894835,,
0.001,,450000,,-157.8631369934082,,,,449861,22.507683651924133,3061.350621196069,1000.0
0.001,532,453625,3163,-159.12676040649413,913.55,2731.0850609699996,143,452861,21.529658249855043,,
0.001,,455000,,-160.9364849726359,,,,454666,19.243047773838043,1862.693891172472,574.5
0.001,536,456030,3183,-159.37942279052734,901.82,2694.6418835300005,143,455666,21.748587533950804,,
0.001,540,459596,3200,-159.67178344726562,897.48,2684.50449545,143,458541,22.855497209427636,,
0.001,,460000,,-160.53417648315428,,,,459541,24.338114159107207,3093.3006713234818,951.0
0.001,544,463314,3229,-160.69243096923827,894.66,2680.46880207,143,462425,23.296531403541564,,
0.001,,465000,,-161.24311023647502,,,,464202,24.38833363210409,2771.621157038724,908.5
0.001,548,467257,3258,-161.66172802734374,894.09,2719.09332138,143,466202,22.531104256629945,,
0.001,,470000,,-161.9717132873535,,,,469202,25.85863305950165,3219.9869095649337,1000.0
0.001,552,470323,3288,-161.73106771850587,889.04,2707.3810680999995,143,470202,25.893762035369875,,
0.001,556,473414,3300,-162.1873423461914,879.95,2676.73884359,143,472359,23.143320302963257,,
0.001,,475000,,-162.2316873779297,,,,474359,25.229011521339416,3217.856648551207,1000.0
0.001,560,476944,3327,-162.7988933635208,881.53,2684.8857288399995,143,475889,28.09556294207303,,
0.001,,480000,,-162.65139965820313,,,,479889,21.08342737197876,1875.6340491309063,649.4
,564,480460,3354,,888.07,2704.50367409,143,,,,
0.001,568,483593,3368,-164.05184139422516,889.71,2710.9269762200006,143,482538,25.781072602236183,,
0.001,,485000,,-163.65708367919922,,,,484538,28.133599064826964,2737.6546005760783,901.9
0.001,572,487030,3398,-164.83167098999024,884.08,2730.7717654699995,143,486538,26.110112047195436,,
0.001,,490000,,-165.34442657470703,,,,488975,25.014025230407714,3189.0106406494974,1000.0
0.001,576,491030,3425,-165.0907073059082,892.42,2753.93295071,143,489975,27.27699507904053,,
0.001,580,494210,3444,-165.02442349243165,884.22,2727.64361363,143,493734,23.682547277927398,,
0.001,,495000,,-165.31470540364583,,,,494155,22.99070772592359,2916.3109371694272,895.5
0.001,584,498210,3470,-166.26619409179688,889.56,2746.4973723200005,143,497155,27.347599282741548,,
0.001,,500000,,-166.1745394014465,,,,499549,20.186381140336167,3255.6354562167544,1000.0
0.001,588,501604,3495,-165.8866032104492,883.5,2723.6524897900003,143,500549,24.585249690055846,,
0.001,592,504651,3516,-166.84034225463867,890.5,2784.2764561100003,143,504549,24.168920057296752,,
0.001,,505000,,-165.99003219604492,,,,504596,19.670402912383384,1956.9821934653853,624.4
0.001,596,508451,3538,-167.54722668457032,888.5,2809.92011665,143,507396,25.546140762329102,,
0.001,,510000,,-167.7012069338844,,,,509900,27.157631060433765,989.508067141287,337.4
0.001,600,511006,3555,-169.47487854003907,882.92,2789.1348471500005,143,509951,41.8626537509993,,
0.001,604,514022,3572,-168.87815676879882,873.08,2761.21578666,143,512967,26.26372328853607,,
0.001,,515000,,-169.05779022216797,,,,513967,27.072075688362123,3072.723117918079,957.8
0.001,608,517829,3600,-169.50397384643554,871.15,2759.9331805,143,516774,24.90980424308777,,
0.001,,520000,,-170.5161125793457,,,,519774,25.0513714261055,1703.871778584196,762.6
0.001,612,521409,3626,-170.45459442138673,866.95,2751.15728424,143,520354,27.839491663307978,,
0.001,616,523960,3640,-170.27792492837108,852.46,2705.20064646,143,522905,25.41542194701813,,
0.001,,525000,,-170.06561660766602,,,,524905,28.437894466400145,2295.5168522320164,713.8
0.001,620,527449,3664,-170.21846380615236,855.33,2716.48925362,143,526394,27.79880502128601,,
0.001,,530000,,-170.25634286499024,,,,529394,29.668806303977966,3355.98474910073,1000.0
0.001,624,531449,3695,-170.66951611328125,855.33,2721.228449470001,143,530394,26.70908178138733,,
0.001,628,534456,3711,-171.09754092407226,845.4,2688.20686577,144,533401,25.77835284614563,,
0.001,,535000,,-170.60315310668946,,,,534401,30.850559043884278,2829.078147509694,874.3
0.001,632,536820,3735,-172.64016355317216,831.95,2642.80446169,143,536517,29.72211241722107,,
0.001,,540000,,-171.0811392211914,,,,539234,27.204385546684264,3204.5913623698057,1000.0
,636,540289,3759,,842.59,2680.43369886,143,,,,
0.001,640,544289,3781,-170.74853900146485,846.93,2695.4801922799998,143,543234,27.83987033176422,,
0.001,,545000,,-171.97783856201173,,,,544234,27.788876915931702,2963.2873595668702,928.3
0.001,644,548184,3811,-171.48797836303712,848.7,2697.42407517,143,547129,25.934280180454255,,
0.001,,550000,,-174.58093452453613,,,,549144,26.875844701131186,2945.485409726156,926.1
0.001,648,551199,3835,-172.20286669921876,839.42,2672.2235398599996,143,550144,27.60109792995453,,
0.001,,555000,,-172.63824456787108,,,,554144,26.117832834720613,878.177485595271,267.9
,652,555066,3858,,847.43,2702.2798801300005,143,,,,
0.001,656,558399,3878,-173.19770788574218,849.85,2714.02635089,143,558011,22.734114508628846,,
0.001,,560000,,-172.88747821044922,,,,559344,25.82346314048767,3301.8773059275,1000.0
0.001,660,562399,3906,-172.74216842651367,854.55,2730.2540307000004,143,561344,24.698120922088624,,
0.001,,565000,,-173.52967889404297,,,,564344,26.046185707092285,3048.8418993712403,924.6
0.001,664,565581,3935,-173.37740670776367,851.21,2719.8039133800003,143,565344,27.191559964179994,,
0.001,668,569169,3950,-174.09307414982595,855.76,2733.3266763199995,144,568114,24.469593602783824,,
0.001,,570000,,-174.5281311340332,,,,569114,24.680883207321166,2723.0984270790823,829.8
0.001,672,572263,3978,-173.6361988220215,852.33,2721.9489030600002,143,572114,27.17970452642441,,
0.001,,575000,,-173.98805035400392,,,,574208,25.409352922439574,3081.524574396317,1000.0
0.001,676,576263,4004,-174.5347995300293,852.33,2725.71432521,143,575208,28.860247568130493,,
0.001,,580000,,-174.92489517211914,,,,579208,26.08230087375641,2184.7717685826124,667.4
,680,580263,4031,,860.53,2756.3632835099997,143,,,,
0.001,684,583137,4047,-175.24178550026633,849.27,2723.0611839499998,144,582082,21.7105900851163,,
0.001,,585000,,-175.5857239379883,,,,584082,25.317976297855378,2596.473219073424,896.9
0.001,688,587137,4075,-174.7229676208496,855.33,2750.2489739400003,144,586082,29.007793494224547,,
0.001,,590000,,-175.03887533569335,,,,589082,28.991228635787962,3153.0561750515362,963.6
0.001,692,591137,4105,-175.6946358642578,864.86,2786.8756575099997,143,590082,27.49430910205841,,
0.001,696,593393,4117,-175.64565365131085,849.42,2736.0638737,144,592338,24.76112150343565,,
0.001,,595000,,-176.70467415691292,,,,594886,33.23037350264779,3042.5308439043815,915.7
0.001,700,596941,4144,-177.00292779541016,859.35,2774.6570062200003,144,595886,24.339777494430543,,
0.001,,600000,,-176.73705068969727,,,,599886,26.636731029510496,3339.5812517328245,1000.0
,704,600941,4176,,869.19,2809.1582667200005,143,,,,
0.001,708,604941,4198,-177.21499822998047,871.12,2817.0520612,144,603886,23.852084582328796,,
0.001,,605000,,-177.70002838134766,,,,604886,25.78268441104889,2711.682025491283,830.1
0.001,712,608177,4222,-178.19131561279298,867.68,2806.2722172500003,144,607122,26.16307251691818,,
0.001,,610000,,-178.856373046875,,,,609683,27.23958185386658,3357.9277584858237,1000.0
0.001,716,611738,4250,-178.23405395507814,877.78,2842.60671411,143,610683,27.90520949268341,,
0.001,720,614842,4267,-179.10958462524414,873.93,2829.8628336,144,613787,24.856002331733702,,
0.001,,615000,,-179.21243927001953,,,,614787,26.77766196632385,2497.651568199054,764.4
0.001,724,618528,4293,-179.8103754272461,870.79,2820.9972506799995,144,617473,27.335608959197998,,
0.001,,620000,,-180.2815789794922,,,,619586,28.23724235343933,2629.9862947052343,779.9
0.001,728,621163,4315,-180.53862011204276,867.07,2810.87351956,143,620108,25.582388152564622,,
0.001,732,624594,4333,-180.07955861353614,877.74,2815.3078662699995,144,623539,26.476412753509397,,
0.001,,625000,,-180.82331451416016,,,,624539,28.48795861053467,3287.507210562611,1000.0
