rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/approx_kl,train/loss,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,eval/mean_ep_length,eval/mean_reward
36980.692398,587,2048,3,1000.0,1,,,,,,,,,,,,,
37423.6157435,510,4096,8,1000.0,2,0.010341915,186382.484375,373454.97900390625,0.09072265625,0.9972733855247498,10,-0.04293439883185783,-24.09672142267227,0.0003,0.2,0.0001932978630065918,,
,,5000,,,,0.011781527,199322.46875,400676.48955078126,0.08935546875,0.9973192811012268,20,-0.04208520730899181,-24.078072065114974,0.0003,0.2,-0.001729130744934082,1000.0,92479.5271791458
37322.47227733333,133,6144,45,1000.0,3,,,,,,,,,,,,,
37506.856398125004,159,8192,51,1000.0,4,0.012646442,179378.328125,371354.430078125,0.1064453125,0.9975188970565796,30,-0.04816279218066484,-24.080759519338606,0.0003,0.2,0.0014446377754211426,,
,,10000,,,,0.013275532,189068.875,392966.272265625,0.117236328125,0.9956051111221313,40,-0.04934282191679813,-24.064572662115097,0.0003,0.2,0.0010061264038085938,1000.0,95148.95431365966
37771.4961338,114,10240,89,1000.0,5,,,,,,,,,,,,,
37931.30869108334,130,12288,94,1000.0,6,0.012652853,202982.046875,404659.8055664062,0.103125,0.9937106966972351,50,-0.048667039000429214,-24.029624116420745,0.0003,0.2,-0.00279080867767334,,
38508.1971155,144,14336,99,1000.0,7,0.014296597,187863.4375,395508.2365234375,0.139208984375,0.9918888211250305,60,-0.057675497885793445,-23.998793590068818,0.0003,0.2,-0.0005900859832763672,,
,,15000,,,,0.013468879,256388.515625,511602.8912109375,0.118798828125,0.9904589056968689,70,-0.05421337081788806,-23.972322785854338,0.0003,0.2,0.0020262598991394043,1000.0,94347.61649188996
39149.523146,119,16384,136,1000.0,8,,,,,,,,,,,,,
39564.51600794445,129,18432,141,1000.0,9,0.014966285,255937.21875,524711.90703125,0.146142578125,0.9876375794410706,80,-0.05817581225710455,-23.927184647321702,0.0003,0.2,0.000396728515625,,
,,20000,,,,0.014849931,253610.53125,479052.881640625,0.143212890625,0.985028862953186,90,-0.06161536968429573,-23.88180986046791,0.0003,0.2,-0.0016232728958129883,1000.0,87780.79206562042
40020.47224335,114,20480,179,1000.0,10,,,,,,,,,,,,,
40243.858472136366,122,22528,183,1000.0,11,0.014514295,245430.171875,519885.00341796875,0.129296875,0.9828572869300842,100,-0.05557831740879919,-23.84508679509163,0.0003,0.2,-0.002192854881286621,,
40528.82625120834,130,24576,188,1000.0,12,0.01437751,246185.09375,507216.80732421874,0.1447265625,0.9810994267463684,110,-0.05842084315954708,-23.808894431591035,0.0003,0.2,-0.002586841583251953,,
,,25000,,,,0.014552221,273370.6875,512383.5021484375,0.1310546875,0.9815798401832581,120,-0.05155813083692919,-23.79939208626747,0.0003,0.2,0.0007627606391906738,1000.0,81763.51948795319
40896.532068384615,119,26624,222,1000.0,13,,,,,,,,,,,,,
41266.92404217857,126,28672,226,1000.0,14,0.015877258,279045.21875,550916.3619140625,0.163134765625,0.9806115627288818,130,-0.06290573333099019,-23.794434624910355,0.0003,0.2,-0.00010204315185546875,,
,,30000,,,,0.013744347,297922.0625,634846.9372070313,0.1306640625,0.9790080785751343,140,-0.05064183407230303,-23.769845926761626,0.0003,0.2,-1.2516975402832031e-05,1000.0,79614.5350643158
41554.09034680001,117,30720,261,1000.0,15,,,,,,,,,,,,,
41771.968840625,123,32768,265,1000.0,16,0.016069088,291741.65625,554468.1091796875,0.1638671875,0.9784993529319763,150,-0.0615458535408834,-23.749337249994277,0.0003,0.2,-0.00042307376861572266,,
42250.58793364705,128,34816,270,1000.0,17,0.01671679,287525.90625,564522.791796875,0.17275390625,0.977092981338501,160,-0.062068653909955175,-23.735094332695006,0.0003,0.2,-0.000532984733581543,,
,,35000,,,,0.015151528,335484.53125,697879.27734375,0.141845703125,0.975890576839447,170,-0.05908466162509285,-23.714137583971024,0.0003,0.2,-0.001956462860107422,1000.0,86155.49916687011
42664.87706958333,121,36864,303,1000.0,18,,,,,,,,,,,,,
43138.01057142105,126,38912,308,1000.0,19,0.015965097,344712.09375,715073.866796875,0.149560546875,0.9741787910461426,180,-0.05715661120775621,-23.6861381649971,0.0003,0.2,-0.0002981424331665039,,
,,40000,,,,0.01750243,334396.84375,724423.395703125,0.181005859375,0.972553014755249,190,-0.07061223078053444,-23.656349301338196,0.0003,0.2,0.00045549869537353516,1000.0,74169.62251682281
43402.318990174994,120,40960,341,1000.0,20,,,,,,,,,,,,,
44163.32064606976,124,43008,345,1000.0,21,0.016764313,342366.78125,776513.9576171875,0.179345703125,0.9696473479270935,200,-0.0684624368790537,-23.616473895311355,0.0003,0.2,0.0005552172660827637,,
,,45000,,,,0.018110648,390415.625,767768.2322265625,0.18359375,0.9691236019134521,210,-0.06621507464442403,-23.590578824281693,0.0003,0.2,-0.0006587505340576172,1000.0,81195.76772060394
44495.26230851111,119,45056,378,1000.0,22,,,,,,,,,,,,,
44696.703000510635,123,47104,382,1000.0,23,0.01689146,376965.9375,718515.1810546875,0.17900390625,0.9693037867546082,220,-0.06583856825018301,-23.590646082162856,0.0003,0.2,-2.086162567138672e-05,,
45337.02991071429,127,49152,386,1000.0,24,0.018072862,387924.84375,660719.4712890625,0.184228515625,0.9662967324256897,230,-0.06358587318682112,-23.5574043571949,0.0003,0.2,-6.306171417236328e-05,,
,,50000,,,,0.019017886,561511.8125,1086604.9623046876,0.183642578125,0.9633288979530334,240,-0.07002923407999333,-23.504534906148912,0.0003,0.2,-0.00042748451232910156,1000.0,86150.28961162567
45847.37314592156,122,51200,418,1000.0,25,,,,,,,,,,,,,
46006.9173305283,125,53248,423,1000.0,26,0.01916144,409441.96875,894213.3322265625,0.194921875,0.9628272652626038,250,-0.06706074028916191,-23.478450018167496,0.0003,0.2,0.00021344423294067383,,
,,55000,,,,0.017255887,381551.84375,806826.5005859375,0.157861328125,0.9609702825546265,260,-0.055003672058228405,-23.447085511684417,0.0003,0.2,8.863210678100586e-05,1000.0,86457.21237640381
46387.033914581814,120,55296,457,1000.0,27,,,,,,,,,,,,,
46747.64480689473,124,57344,462,1000.0,28,0.01800742,324032.5,781187.7259765625,0.177734375,0.9586307406425476,270,-0.0623258424224332,-23.410625445842744,0.0003,0.2,0.0003408193588256836,,
46887.39452993219,127,59392,466,1000.0,29,0.02027028,515215.25,976646.1248046875,0.192529296875,0.9576284885406494,280,-0.06695460419286973,-23.39033682346344,0.0003,0.2,0.0005046725273132324,,
,,60000,,,,0.021406755,333471.28125,715447.0328125,0.22392578125,0.9538585543632507,290,-0.07105387604678981,-23.33553774356842,0.0003,0.2,0.0010172724723815918,1000.0,81555.73593997955
47262.42863586885,122,61440,502,1000.0,30,,,,,,,,,,,,,
47793.256841349204,125,63488,506,1000.0,31,0.020923942,450579.0625,881831.223828125,0.2166015625,0.9537610411643982,300,-0.0739208947197767,-23.310667723417282,0.0003,0.2,0.00014024972915649414,,
,,65000,,,,0.019843549,617908.0,1133349.4798828126,0.198583984375,0.9521597623825073,310,-0.07108566834940575,-23.296629494428636,0.0003,0.2,-0.0007356405258178711,1000.0,84130.3023267746
48332.35160741539,121,65536,540,1000.0,32,,,,,,,,,,,,,
48736.28783232836,124,67584,544,1000.0,33,0.021561,544814.4375,1142281.56328125,0.225732421875,0.9520288109779358,320,-0.07306976439431309,-23.2783009827137,0.0003,0.2,7.808208465576172e-06,,
48973.60649326087,126,69632,549,1000.0,34,0.020024717,542432.875,1131876.8658203124,0.21708984375,0.950408935546875,330,-0.07422222459281329,-23.260629588365553,0.0003,0.2,4.470348358154297e-06,,
,,70000,,,,0.023588624,430332.8125,912909.426953125,0.230810546875,0.9485819339752197,340,-0.07453835502092261,-23.233272927999497,0.0003,0.2,0.00022667646408081055,1000.0,68288.83317375183
49300.96287102817,122,71680,583,1000.0,35,,,,,,,,,,,,,
49607.329592397255,125,73728,588,1000.0,36,0.024194079,434728.34375,861858.359375,0.24619140625,0.9458011388778687,350,-0.07606819291831926,-23.187108594179154,0.0003,0.2,-0.0004858970642089844,,
,,75000,,,,0.022146493,567400.3125,1128127.419921875,0.2263671875,0.9445135593414307,360,-0.07368634928716347,-23.154125583171844,0.0003,0.2,-0.00014531612396240234,1000.0,67890.40211849213
49943.51982231999,121,75776,622,1000.0,37,,,,,,,,,,,,,
50310.57603983117,124,77824,627,1000.0,38,0.022866003,503497.09375,970055.261328125,0.226025390625,0.943683385848999,370,-0.07212477674765978,-23.134360218048094,0.0003,0.2,0.00010961294174194336,,
50759.14660097468,126,79872,631,1000.0,39,0.02037606,702871.625,1501217.104296875,0.218408203125,0.9421231746673584,380,-0.07418806806381326,-23.112226283550264,0.0003,0.2,3.24249267578125e-05,,
,,80000,,,,0.023544699,563734.9375,1104584.52265625,0.248876953125,0.9403387904167175,390,-0.07731358598684893,-23.077601367235182,0.0003,0.2,-0.0007337331771850586,1000.0,58890.540056037906
51318.77973493827,123,81920,662,1000.0,40,,,,,,,,,,,,,
51681.913849867466,125,83968,666,1000.0,41,0.02120641,737556.5625,1507922.4140625,0.210986328125,0.9395599365234375,400,-0.06549458368390333,-23.05415005683899,0.0003,0.2,0.0004509091377258301,,
,,85000,,,,0.025412345,431871.09375,835223.87265625,0.24775390625,0.9382524490356445,410,-0.06999823552032466,-23.039223444461822,0.0003,0.2,-1.5497207641601562e-06,1000.0,59682.40139980316
52180.43256765116,123,86016,699,1000.0,42,,,,,,,,,,,,,
52402.42779047728,125,88064,704,1000.0,43,0.020173172,767497.75,1480316.830078125,0.197509765625,0.9373131990432739,420,-0.06461742016108474,-23.0207357108593,0.0003,0.2,-0.0004469156265258789,,
,,90000,,,,0.023872435,504829.78125,1085235.49765625,0.23359375,0.9359798431396484,430,-0.07447608403163031,-23.001591765880583,0.0003,0.2,0.0001742243766784668,1000.0,59104.20500030518
52772.63810288889,122,90112,737,1000.0,44,,,,,,,,,,,,,
53191.55878775001,124,92160,741,1000.0,45,0.025245294,703449.75,1277458.7673828125,0.24326171875,0.9343345761299133,440,-0.07403820241452194,-22.970647901296616,0.0003,0.2,-7.152557373046875e-07,,
53359.16535712767,126,94208,746,1000.0,46,0.024339149,801078.875,1545969.02109375,0.233837890625,0.9335067868232727,450,-0.07497922819165978,-22.953286319971085,0.0003,0.2,-9.655952453613281e-06,,
,,95000,,,,0.025567515,556348.375,1010267.1189453125,0.2533203125,0.9310925602912903,460,-0.07235833039449062,-22.916579556465148,0.0003,0.2,3.343820571899414e-05,1000.0,60425.76484451294
53504.86400447916,123,96256,780,1000.0,47,,,,,,,,,,,,,
53679.44234660203,125,98304,784,1000.0,48,0.026667137,579440.375,1094370.8140625,0.263427734375,0.931182861328125,470,-0.07665311809978448,-22.898083984851837,0.0003,0.2,-9.882450103759766e-05,,
,,100000,,,,0.027978752,565937.25,968993.5857421875,0.282177734375,0.930656373500824,480,-0.08216497079120018,-22.89680146574974,0.0003,0.2,1.3470649719238281e-05,1000.0,60658.15206050873
54081.68121506999,122,100352,821,1000.0,49,,,,,,,,,,,,,
54645.75769484,123,102400,826,1000.0,50,0.025119409,728697.5625,1536342.34921875,0.24091796875,0.9288735389709473,490,-0.07629294272628613,-22.871741020679472,0.0003,0.2,1.2278556823730469e-05,,
55314.43528902999,125,104448,831,1000.0,51,0.029694553,645719.375,1147584.7443359375,0.282421875,0.9283501505851746,500,-0.07877865265472792,-22.85007541179657,0.0003,0.2,3.5703182220458984e-05,,
,,105000,,,,0.025064513,689965.25,1440705.423046875,0.26181640625,0.9265939593315125,510,-0.07858837114181369,-22.829085862636568,0.0003,0.2,5.900859832763672e-06,1000.0,62393.713232040405
56003.460538759995,122,106496,866,1000.0,52,,,,,,,,,,,,,
56575.96983836,124,108544,871,1000.0,53,0.029835038,692298.125,1346055.072265625,0.271044921875,0.9247499108314514,520,-0.08009495006117504,-22.795187997817994,0.0003,0.2,1.6629695892333984e-05,,
,,110000,,,,0.026396729,660365.625,1307852.08671875,0.244189453125,0.9225337505340576,530,-0.07226252802065573,-22.75379485487938,0.0003,0.2,3.165006637573242e-05,1000.0,65757.15687179565
57115.56723584999,122,110592,903,1000.0,54,,,,,,,,,,,,,
57815.57952582,124,112640,907,1000.0,55,0.030189019,592135.75,1175583.8916015625,0.28154296875,0.9216752648353577,540,-0.08367175167659298,-22.727769339084624,0.0003,0.2,5.042552947998047e-05,,
58450.37391693001,125,114688,912,1000.0,56,0.026669528,728686.125,1473556.8296875,0.248046875,0.9187977910041809,550,-0.07457207546103746,-22.689011853933334,0.0003,0.2,-0.0006307363510131836,,
,,115000,,,,0.028612016,919706.875,1753590.443359375,0.262451171875,0.9160111546516418,560,-0.08028911277651787,-22.63834802508354,0.0003,0.2,0.0004970431327819824,1000.0,64063.672112464905
59025.66834271,123,116736,946,1000.0,57,,,,,,,,,,,,,
59578.119545450005,124,118784,951,1000.0,58,0.030038714,622001.5,1327690.80625,0.272314453125,0.9131761789321899,570,-0.07589172669104301,-22.582364881038664,0.0003,0.2,6.020069122314453e-06,,
,,120000,,,,0.031253383,708547.625,1294159.4,0.299267578125,0.9111789464950562,580,-0.08482353623985546,-22.542412692308424,0.0003,0.2,0.00030988454818725586,1000.0,61238.23879833221
60116.89449709001,122,120832,985,1000.0,59,,,,,,,,,,,,,
60539.98438617001,124,122880,990,1000.0,60,0.031060707,522660.40625,981523.2591796875,0.288818359375,0.9111705422401428,590,-0.07290000520297327,-22.523395317792893,0.0003,0.2,5.4836273193359375e-06,,
61270.340604020006,125,124928,994,1000.0,61,0.029287327,794503.875,1677281.960546875,0.260498046875,0.9075289368629456,600,-0.07976019085617736,-22.487224435806276,0.0003,0.2,3.516674041748047e-06,,
,,125000,,,,0.02825579,783832.6875,1606868.92421875,0.278662109375,0.9058429598808289,610,-0.07915142699785065,-22.437964671850203,0.0003,0.2,2.2113323211669922e-05,1000.0,59890.28842391968
61897.06446003,123,126976,1027,1000.0,62,,,,,,,,,,,,,
62762.82125926999,125,129024,1031,1000.0,63,0.03155297,710391.125,1408718.880859375,0.299755859375,0.9039637446403503,620,-0.08524188041919842,-22.40385365486145,0.0003,0.2,8.404254913330078e-05,,
,,130000,,,,0.027769953,734281.25,1609254.089453125,0.2619140625,0.9037466645240784,630,-0.07703936825564597,-22.387228709459304,0.0003,0.2,-3.3736228942871094e-05,1000.0,58029.378600502016
62968.699037720005,123,131072,1063,1000.0,64,,,,,,,,,,,,,
