rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/iterations,train/approx_kl,train/loss,train/value_loss,train/clip_fraction,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_range,train/explained_variance,eval/mean_ep_length,eval/mean_reward
63453.65119275001,124,133120,1067,1000.0,65,0.03629275,429243.4375,841782.22734375,0.327490234375,0.9029589295387268,640,-0.08162406680348795,-22.372349393367767,0.0003,0.2,8.106231689453125e-06,,
,,135000,,,,0.028723363,610661.3125,1387451.2408203124,0.274853515625,0.90152508020401,650,-0.07641785135783721,-22.350608187913895,0.0003,0.2,7.212162017822266e-06,1000.0,58331.663787651065
63870.55443152,123,135168,1098,1000.0,66,,,,,,,,,,,,,
64346.321044610006,124,137216,1102,1000.0,67,0.026628666,551770.6875,1208070.114453125,0.2568359375,0.8999022841453552,660,-0.06854747003235388,-22.32420915365219,0.0003,0.2,2.4437904357910156e-06,,
64599.46132444999,125,139264,1107,1000.0,68,0.031036954,781444.6875,1596829.346875,0.291357421875,0.899066150188446,670,-0.0811855683568865,-22.301336771249773,0.0003,0.2,0.0002658963203430176,,
,,140000,,,,0.029924048,666366.4375,1221424.8294921876,0.275927734375,0.8989123106002808,680,-0.07692223589401692,-22.29449999332428,0.0003,0.2,0.00020301342010498047,1000.0,61289.63838062286
64974.548837120004,124,141312,1139,1000.0,69,,,,,,,,,,,,,
65318.84669182001,125,143360,1143,1000.0,70,0.03168777,657150.6875,1358155.74375,0.285302734375,0.8981555700302124,690,-0.07632000664889346,-22.282321214675903,0.0003,0.2,-1.3113021850585938e-06,,
,,145000,,,,0.03189003,572975.875,1236132.552734375,0.291455078125,0.897365152835846,700,-0.07314696670800913,-22.267547619342803,0.0003,0.2,6.556510925292969e-07,1000.0,60394.692280197145
65864.37042535,123,145408,1178,1000.0,71,,,,,,,,,,,,,
66140.77846291,124,147456,1183,1000.0,72,0.034275364,902565.625,1693023.594140625,0.296533203125,0.8939891457557678,710,-0.08290644195512868,-22.22295748591423,0.0003,0.2,8.940696716308594e-07,,
66381.15004724,125,149504,1188,1000.0,73,0.038801655,423764.65625,852309.6791015625,0.3412109375,0.8938041925430298,720,-0.08267953430186026,-22.195019394159317,0.0003,0.2,-0.00011897087097167969,,
,,150000,,,,0.029775664,677660.6875,1501945.059765625,0.273681640625,0.8921464085578918,730,-0.07320463746145833,-22.171175545454027,0.0003,0.2,3.5762786865234375e-07,1000.0,62650.672273826596
66579.03245721,123,151552,1225,1000.0,74,,,,,,,,,,,,,
66926.60515594999,124,153600,1230,1000.0,75,0.036604322,523864.59375,1197169.1375,0.308251953125,0.8917741775512695,740,-0.07916254090960137,-22.15208262205124,0.0003,0.2,5.0067901611328125e-06,,
,,155000,,,,0.036482662,412153.65625,952270.5833984375,0.33505859375,0.8905124068260193,750,-0.0803529071941739,-22.142190450429915,0.0003,0.2,5.960464477539062e-07,1000.0,62510.91954135895
67128.41051194999,122,155648,1265,1000.0,76,,,,,,,,,,,,,
67238.00225449,124,157696,1270,1000.0,77,0.036464855,639654.9375,1371603.3892578124,0.312255859375,0.8897573351860046,760,-0.08552082618989516,-22.115963262319564,0.0003,0.2,3.4928321838378906e-05,,
67320.03346798001,125,159744,1275,1000.0,78,0.03948817,405088.125,797745.3865234375,0.3537109375,0.8897231221199036,770,-0.08309943786880467,-22.119815587997437,0.0003,0.2,-5.9604644775390625e-06,,
,,160000,,,,0.042038858,423285.65625,893670.9921875,0.342138671875,0.8882821202278137,780,-0.07945365080377087,-22.099273151159288,0.0003,0.2,4.76837158203125e-07,1000.0,63093.705306816104
67601.60973042001,123,161792,1313,1000.0,79,,,,,,,,,,,,,
67798.79100544001,124,163840,1318,1000.0,80,0.030864034,828784.875,1556291.48671875,0.27822265625,0.8884421586990356,790,-0.07420556313591078,-22.092519426345824,0.0003,0.2,1.9669532775878906e-06,,
,,165000,,,,0.034886956,605687.125,1312746.8109375,0.310888671875,0.8877065181732178,800,-0.07496986897021998,-22.0832119345665,0.0003,0.2,6.556510925292969e-07,1000.0,68425.79740200043
67930.08049844,122,165888,1358,1000.0,81,,,,,,,,,,,,,
68461.23796466998,123,167936,1363,1000.0,82,0.03544928,1100808.75,1956618.59453125,0.306591796875,0.885477602481842,810,-0.08706919219694101,-22.052894097566604,0.0003,0.2,1.7881393432617188e-07,,
68816.03287901999,124,169984,1368,1000.0,83,0.034383412,715220.875,1518056.93046875,0.2955078125,0.8850589990615845,820,-0.07918071640015115,-22.026638066768648,0.0003,0.2,3.5762786865234375e-07,,
,,170000,,,,0.03754402,775627.5,1291243.6130859375,0.31865234375,0.8858974575996399,830,-0.07682672630908201,-22.03501718044281,0.0003,0.2,0.0001156926155090332,1000.0,70062.0984237671
69315.32506194999,122,172032,1406,1000.0,84,,,,,,,,,,,,,
69553.55849575001,123,174080,1411,1000.0,85,0.033972673,869130.625,1627957.93828125,0.296435546875,0.884234607219696,840,-0.07763988215010613,-22.0194973051548,0.0003,0.2,-0.0013973712921142578,,
,,175000,,,,0.037668936,711328.875,1492464.1890625,0.3203125,0.8821128606796265,850,-0.08283916515356396,-21.983921444416048,0.0003,0.2,1.7881393432617188e-07,1000.0,69931.92157402038
69861.02255981001,121,176128,1450,1000.0,86,,,,,,,,,,,,,
69920.9821437,122,178176,1455,1000.0,87,0.04044631,922408.625,1554491.26875,0.341455078125,0.8818000555038452,860,-0.08870095749443863,-21.962879753112794,0.0003,0.2,5.960464477539062e-07,,
,,180000,,,,0.036657244,724316.5,1413034.315234375,0.307080078125,0.8809142708778381,870,-0.07580212680913974,-21.943793338537215,0.0003,0.2,-2.384185791015625e-07,1000.0,67266.8503572464
70004.98090842,120,180224,1492,1000.0,88,,,,,,,,,,,,,
69984.37369300002,121,182272,1497,1000.0,89,0.043516684,562157.4375,1165689.71796875,0.3548828125,0.88064044713974,880,-0.08778917905292474,-21.94210277199745,0.0003,0.2,-6.794929504394531e-06,,
70381.47857719002,122,184320,1502,1000.0,90,0.04130223,622559.4375,1342958.8859375,0.326123046875,0.879321813583374,890,-0.080235577293206,-21.920304083824156,0.0003,0.2,5.364418029785156e-07,,
,,185000,,,,0.041492954,875442.6875,1648311.425,0.3376953125,0.8792412877082825,900,-0.08743176872958429,-21.910590970516203,0.0003,0.2,0.0001100301742553711,1000.0,69895.05268383026
70392.21963892001,121,186368,1539,1000.0,91,,,,,,,,,,,,,
70684.22213387,121,188416,1544,1000.0,92,0.042616624,692092.25,1507001.482421875,0.334423828125,0.878448486328125,910,-0.08106062391889282,-21.89916059970856,0.0003,0.2,2.980232238769531e-07,,
,,190000,,,,0.04507976,548772.625,1291763.75,0.362451171875,0.8776319026947021,920,-0.09258442454738543,-21.884616488218306,0.0003,0.2,-1.1920928955078125e-07,1000.0,69484.7414727211
70641.23873371,120,190464,1581,1000.0,93,,,,,,,,,,,,,
70537.80326891,121,192512,1585,1000.0,94,0.048416503,436633.03125,977347.1255859375,0.36875,0.8774318099021912,930,-0.08274350285064429,-21.876947528123857,0.0003,0.2,0.00016570091247558594,,
70789.82951073001,122,194560,1590,1000.0,95,0.03641493,545102.0625,1149847.8615234375,0.313818359375,0.8773667812347412,940,-0.07415964355459437,-21.873065102100373,0.0003,0.2,2.086162567138672e-06,,
,,195000,,,,0.042826675,657595.5,1450417.509375,0.33291015625,0.8750003576278687,950,-0.07998317868623417,-21.84584814310074,0.0003,0.2,2.980232238769531e-07,1000.0,71022.54266529084
71112.79277021,120,196608,1627,1000.0,96,,,,,,,,,,,,,
71532.74708733,121,198656,1632,1000.0,97,0.0435265,716946.1875,1385103.73359375,0.326611328125,0.8742169737815857,960,-0.07734553468471858,-21.820365130901337,0.0003,0.2,0.0,,
,,200000,,,,0.045693535,695618.75,1487301.042578125,0.337646484375,0.8730466365814209,970,-0.08422149353718851,-21.7997346162796,0.0003,0.2,0.0,1000.0,72501.2613243103
71317.10958976,120,200704,1668,1000.0,98,,,,,,,,,,,,,
71390.07076499,121,202752,1673,1000.0,99,0.040619254,489479.59375,1000540.649609375,0.337744140625,0.8727901577949524,980,-0.07683971739606932,-21.785931223630904,0.0003,0.2,3.874301910400391e-06,,
71701.16866833,121,204800,1679,1000.0,100,0.03862681,723081.25,1429648.498828125,0.325927734375,0.870754599571228,990,-0.07849140079051722,-21.759723699092866,0.0003,0.2,-2.0265579223632812e-06,,
,,205000,,,,0.048116308,824647.125,1804099.675390625,0.36630859375,0.8697657585144043,1000,-0.0939990145037882,-21.734952133893966,0.0003,0.2,3.5762786865234375e-07,1000.0,68888.9055776596
71712.68204625002,120,206848,1714,1000.0,101,,,,,,,,,,,,,
71825.68831928,121,208896,1719,1000.0,102,0.03609299,684749.6875,1318394.2693359375,0.293994140625,0.86900395154953,1010,-0.06522726710827556,-21.708162599802016,0.0003,0.2,1.7881393432617188e-07,,
,,210000,,,,0.039813768,694110.8125,1421943.9365234375,0.31298828125,0.8673067688941956,1020,-0.07445794046216178,-21.68632430434227,0.0003,0.2,4.100799560546875e-05,1000.0,74640.11850261688
71979.40865936001,120,210944,1755,1000.0,103,,,,,,,,,,,,,
72098.79974422001,121,212992,1760,1000.0,104,0.050373405,667853.5,1359277.3990234374,0.37705078125,0.8655979037284851,1030,-0.08884519645944237,-21.65314253568649,0.0003,0.2,7.748603820800781e-07,,
,,215000,,,,0.040918037,737687.75,1425622.318359375,0.347998046875,0.8631091713905334,1040,-0.07652685351786204,-21.606145590543747,0.0003,0.2,5.960464477539063e-08,1000.0,75603.3192308426
71828.31722387002,119,215040,1796,1000.0,105,,,,,,,,,,,,,
72147.46045489001,120,217088,1801,1000.0,106,0.05677559,553252.875,1053727.5640625,0.388525390625,0.8623250126838684,1050,-0.08439346563827713,-21.581816172599794,0.0003,0.2,6.139278411865234e-06,,
72289.39791037001,121,219136,1805,1000.0,107,0.04821074,844587.125,1769668.3046875,0.366357421875,0.8603728413581848,1060,-0.08535044765740167,-21.5538102209568,0.0003,0.2,1.430511474609375e-06,,
,,220000,,,,0.046552368,663279.3125,1453671.015234375,0.3693359375,0.8585697412490845,1070,-0.08526169923425186,-21.51655105352402,0.0003,0.2,2.5033950805664062e-06,1000.0,77180.05273294449
72558.67227330999,120,221184,1840,1000.0,108,,,,,,,,,,,,,
72457.52270439,120,223232,1845,1000.0,109,0.04534868,692649.375,1375283.233984375,0.356201171875,0.8571521639823914,1080,-0.08799446445773355,-21.485948956012727,0.0003,0.2,4.76837158203125e-07,,
,,225000,,,,0.045353033,569448.875,1128676.952734375,0.356982421875,0.8550140261650085,1090,-0.08015362845908384,-21.445987462997437,0.0003,0.2,2.980232238769531e-07,1000.0,77119.09301757812
72450.85948337,119,225280,1881,1000.0,110,,,,,,,,,,,,,
72333.60726198,120,227328,1886,1000.0,111,0.052745283,881379.375,2057051.31953125,0.386962890625,0.8535743355751038,1100,-0.09689145441225264,-21.41557201743126,0.0003,0.2,1.2576580047607422e-05,,
72294.47073497,121,229376,1891,1000.0,112,0.053618897,525331.375,976643.6734375,0.39384765625,0.8531457781791687,1110,-0.083316608594032,-21.39256872534752,0.0003,0.2,-0.003829479217529297,,
,,230000,,,,0.044512197,635845.9375,1432384.19765625,0.3546875,0.8538950681686401,1120,-0.08108809570549055,-21.401966321468354,0.0003,0.2,4.172325134277344e-06,1000.0,79290.14297218322
72721.99473424,119,231424,1930,1000.0,113,,,,,,,,,,,,,
72711.29979932,120,233472,1935,1000.0,114,0.052698888,868675.875,1556946.2078125,0.372705078125,0.8534524440765381,1130,-0.08751717536651996,-21.406950813531875,0.0003,0.2,-1.1920928955078125e-07,,
,,235000,,,,0.055689026,538351.0625,1032763.9857421875,0.405908203125,0.8533832430839539,1140,-0.08766417293809355,-21.397872453927995,0.0003,0.2,-2.86102294921875e-06,1000.0,78195.40350189208
72815.55679630999,119,235520,1970,1000.0,115,,,,,,,,,,,,,
72705.36383144,120,237568,1975,1000.0,116,0.045918897,752978.5625,1363323.2560546875,0.3501953125,0.8523226976394653,1150,-0.08259878162643872,-21.38590187430382,0.0003,0.2,7.152557373046875e-07,,
72811.40189251999,120,239616,1981,1000.0,117,0.054988258,447129.1875,937568.5669921875,0.4078125,0.8516503572463989,1160,-0.08333299000223633,-21.365199464559556,0.0003,0.2,-2.5033950805664062e-06,,
,,240000,,,,0.058238603,566375.25,1442402.54453125,0.391455078125,0.8506383299827576,1170,-0.09225196944898925,-21.352312713861465,0.0003,0.2,1.1026859283447266e-05,1000.0,77481.68687515259
72963.29764079,119,241664,2017,1000.0,118,,,,,,,,,,,,,
72926.47708689,120,243712,2022,1000.0,119,0.051246725,781833.125,1504964.489453125,0.369287109375,0.8483428955078125,1180,-0.08818031125701964,-21.31385518312454,0.0003,0.2,2.4437904357910156e-06,,
,,245000,,,,0.05092054,876770.375,1673755.712109375,0.39755859375,0.847435474395752,1190,-0.09495039540634025,-21.286122435331343,0.0003,0.2,-1.3113021850585938e-06,1000.0,70562.88154659272
72903.82219504,119,245760,2058,1000.0,120,,,,,,,,,,,,,
73197.77807274,120,247808,2063,1000.0,121,0.055288423,519400.78125,1207810.7744140625,0.3919921875,0.8462417721748352,1200,-0.08766247781459242,-21.263253873586656,0.0003,0.2,1.6689300537109375e-06,,
