rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
18.87,4,510,1,13.181045670000001,2048,,,,,,,,,,,,,
,,,,,2500,-4.264653638005257,0.1685546875,10,-0.021516084671020508,3.515528678894043,1.003221035003662,0.013372807,92.19501240551472,-0.018528948581661098,0.0003,29.967073452472686,56.95,0.2
22.19,10,398,2,19.00789068,4096,,,,,,,,,,,,,
,,,,,5000,-4.24400055706501,0.21728515625,20,0.33332937955856323,22.452373504638672,0.9890567660331726,0.018933944,67.37741359770298,-0.030418454206665047,0.0003,45.65245875120163,41.75,0.2
33.49,17,357,3,40.12375215000001,6144,,,,,,,,,,,,,
,,,,,7500,-4.219817607104778,0.078173828125,30,0.24236363172531128,74.1679458618164,0.9852606654167175,0.010349896,59.80087527632713,-0.015417816446279176,0.0003,216.49624607563018,37.0,0.2
42.83,23,349,4,61.40757982000001,8192,,,,,,,,,,,,,
,,,,,10000,-4.204271748661995,0.0798828125,40,0.1385188102722168,129.87205505371094,0.9798049926757812,0.008352465,57.06073369383812,-0.014114628374227323,0.0003,257.74455375671386,35.25,0.2
48.3,29,353,5,76.07059191999998,10240,,,,,,,,,,,,,
53.92,33,362,6,92.24284616999999,12288,-4.193030920624733,0.067578125,50,0.0746038556098938,105.07715606689453,0.9786909818649292,0.007895027,,-0.012072105542756617,0.0003,248.29138102531434,,0.2
,,,,,12500,-4.192094521224499,0.06337890625,60,-0.002878546714782715,127.33403778076172,0.9789735078811646,0.0073123844,58.387396866083144,-0.009368133565294557,0.0003,342.77876896858214,36.05,0.2
59.2,40,358,7,107.35631041,14336,,,,,,,,,,,,,
,,,,,15000,-4.18342424929142,0.082470703125,70,0.010436415672302246,153.9413604736328,0.9725381731987,0.010700701,212.45926635265351,-0.012353255608468316,0.0003,374.012291431427,93.45,0.2
66.3,48,334,8,125.07344232999999,16384,,,,,,,,,,,,,
,,,,,17500,-4.172248262166977,0.047802734375,80,0.03515625,166.86790466308594,0.972011923789978,0.0058965883,213.19575097560883,-0.007134658531867899,0.0003,382.61392097473146,93.5,0.2
70.64,57,322,9,138.64341853,18432,,,,,,,,,,,,,
,,,,,20000,-4.16834558993578,0.051611328125,90,0.21121686697006226,162.3074188232422,0.9703264236450195,0.006707005,213.50117427706718,-0.009375883673783392,0.0003,384.2155674934387,93.6,0.2
73.36,64,317,10,145.7241989,20480,,,,,,,,,,,,,
,,,,,22500,-4.157837845385075,0.059326171875,100,0.42021000385284424,109.17703247070312,0.9647893309593201,0.006780954,210.19115356206893,-0.009802491001028101,0.0003,329.6229860305786,92.55,0.2
80.06,71,313,11,162.36762551,22528,,,,,,,,,,,,,
85.06,77,315,12,176.36245438000003,24576,-4.142714491486549,0.06806640625,110,0.6185848712921143,133.0811004638672,0.9613666534423828,0.0063603055,,-0.010483612146344967,0.0003,255.31486570835114,,0.2
,,,,,25000,-4.1416333124041556,0.057861328125,120,0.755858302116394,93.9388656616211,0.9636005759239197,0.0063103857,206.91999822854996,-0.006792557939479593,0.0003,211.20049970149995,91.55,0.2
89.67,86,309,13,189.94495194000007,26624,,,,,,,,,,,,,
