time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
598,0,0.7816829562187195,4,200,50.0,50,0.3943783187866211,0.001,-36.7816365,,
273,1,0.9328323674201965,8,400,50.0,250,0.04912823162972927,0.001,-26.84861875,,
,,0.9939852428436279,,500,,350,0.04385940112173557,0.001,,50.0,-15.39220405
174,3,1.0236713290214539,12,600,50.0,450,0.02029271261766553,0.001,-22.723676916666662,,
174,4,1.109506025314331,16,800,50.0,650,0.010134444516152143,0.001,-19.975748000000003,,
,,1.1987415170669555,,1000,,850,0.02005400551483035,0.001,,50.0,-13.016491199999999
153,6,,20,1000,50.0,,,,-18.598293050000002,,
156,7,1.310223445892334,24,1200,50.0,1050,0.02341018833220005,0.001,-17.881550999999998,,
158,8,1.4428898906707763,28,1400,50.0,1250,0.021159389745444058,0.001,-16.657881142857143,,
,,1.499818377494812,,1500,,1350,0.024768517091870307,0.001,,50.0,-12.597282900000002
147,10,1.5454255771636962,32,1600,50.0,1450,0.03574654940515756,0.001,-16.1416744375,,
151,11,1.7081762742996216,36,1800,50.0,1650,0.03527537427842617,0.001,-15.058768388888886,,
,,1.8367675971984863,,2000,,1850,0.031437199041247366,0.001,,50.0,-12.7206017
144,13,,40,2000,50.0,,,,-14.753021200000001,,
146,15,2.0262286138534544,44,2200,50.0,2050,0.034571735635399815,0.001,-14.497186340909094,,
148,16,2.1511181354522706,48,2400,50.0,2250,0.037407666705548764,0.001,-14.150667041666667,,
,,2.248420524597168,,2500,,2350,0.034512911774218086,0.001,,50.0,-12.8172856
143,18,2.3435537338256838,52,2600,50.0,2450,0.03475651953369379,0.001,-14.09328005769231,,
145,19,2.486593036651611,56,2800,50.0,2650,0.05026003710925579,0.001,-13.88805257142857,,
,,2.643284196853638,,3000,,2850,0.039183205030858516,0.001,,50.0,-12.534489400000002
141,21,,60,3000,50.0,,,,-13.597516316666665,,
143,22,2.7650520992279053,64,3200,50.0,3050,0.037779620587825774,0.001,-13.469424796875,,
145,23,2.928366937637329,68,3400,50.0,3250,0.06461905151605606,0.001,-13.426550323529412,,
,,3.042380838394165,,3500,,3350,0.03697209618985653,0.001,,50.0,-12.446952049999998
143,25,3.0933135986328124,72,3600,50.0,3450,0.034842122085392474,0.001,-13.178096541666667,,
145,26,3.275883274078369,76,3800,50.0,3650,0.03337176263332367,0.001,-13.140430697368421,,
,,3.417345266342163,,4000,,3850,0.03732943996787071,0.001,,50.0,-12.4658829
143,27,,80,4000,50.0,,,,-13.0991077875,,
145,28,3.5694804286956785,84,4200,50.0,4050,0.03154577013105154,0.001,-12.973082714285713,,
146,29,3.7085381317138673,88,4400,50.0,4250,0.034721577055752274,0.001,-12.894959011363635,,
,,3.748669424057007,,4500,,4350,0.03410670842975378,0.001,,50.0,-12.6247378
145,31,3.7931900024414062,92,4600,50.0,4450,0.03380483567714691,0.001,-12.727941108695651,,
147,32,3.953108949661255,96,4800,50.0,4650,0.03292862351983786,0.001,-12.806273437500002,,
,,4.11288179397583,,5000,,4850,0.0322551828250289,0.001,,50.0,-12.43545295
145,34,,100,5000,50.0,,,,-12.613627420000002,,
146,35,4.2214396286010745,104,5200,50.0,5050,0.0464676607772708,0.001,-11.591303159999997,,
148,36,4.3652660942077635,108,5400,50.0,5250,0.0333056316152215,0.001,-11.401463640000001,,
,,4.431278133392334,,5500,,5350,0.030838726721704006,0.001,,50.0,-12.5230392
147,38,4.5276663208007815,112,5600,50.0,5450,0.02971200931817293,0.001,-11.12774895,,
148,39,4.648893203735351,116,5800,50.0,5650,0.03099325641989708,0.001,-11.244135589999999,,
,,4.744886474609375,,6000,,5850,0.032344283536076546,0.001,,50.0,-11.963159850000002
147,40,,120,6000,50.0,,,,-11.17322131,,
148,41,4.887888355255127,124,6200,50.0,6050,0.02928375318646431,0.001,-10.971489570000001,,
149,42,5.004229183197022,128,6400,50.0,6250,0.030165707655251027,0.001,-10.942574910000001,,
,,5.072398128509522,,6500,,6350,0.03024708330631256,0.001,,50.0,-11.36857155
148,44,5.092683811187744,132,6600,50.0,6450,0.02944027304649353,0.001,-10.87724119,,
149,45,5.210908355712891,136,6800,50.0,6650,0.027592745311558246,0.001,-11.025581580000003,,
,,5.335871028900146,,7000,,6850,0.025510973408818246,0.001,,50.0,-11.887326349999999
148,47,,140,7000,50.0,,,,-10.95811128,,
149,48,5.397244091033936,144,7200,50.0,7050,0.032052932996302845,0.001,-10.963566549999998,,
