time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/std,train/clip_range,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/learning_rate,train/explained_variance,train/value_loss,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
9,18432,150,1000.0,40704.44210594445,122,0.991686999797821,0.2,0.012394657,0.10888671875,80,-0.05374953706923406,262205.0625,0.0003,0.0008695125579833984,545567.0745117187,-23.99593856334686,,
,20000,,,,,0.9924010038375854,0.2,0.014489013,0.140380859375,90,-0.056927124844514766,253400.46875,0.0003,-0.0012644529342651367,493160.7137695312,-23.990447944402696,1000.0,96049.96909198762
10,20480,189,1000.0,40945.302390250006,107,,,,,,,,,,,,,
11,22528,194,1000.0,41291.06430245455,115,0.9902212619781494,0.2,0.013163776,0.117822265625,100,-0.05317626638570801,249060.109375,0.0003,-0.0011527538299560547,488044.4771484375,-23.97181248664856,,
12,24576,198,1000.0,41553.91155308334,123,0.9869338870048523,0.2,0.014298078,0.138427734375,110,-0.06038476743851788,288107.71875,0.0003,-0.0010696649551391602,612979.991796875,-23.917138665914536,,
,25000,,,,,0.9857681393623352,0.2,0.015376045,0.157421875,120,-0.06176460841670632,248369.390625,0.0003,0.00015735626220703125,501332.046875,-23.882677656412124,1000.0,105758.77876262665
13,26624,236,1000.0,41785.095698230776,112,,,,,,,,,,,,,
14,28672,240,1000.0,42191.870302892865,118,0.9832184910774231,0.2,0.015330497,0.14990234375,130,-0.05839648489782121,283353.96875,0.0003,-0.0006716251373291016,532561.8375976563,-23.853345537185668,,
,30000,,,,,0.9817269444465637,0.2,0.015782153,0.168359375,140,-0.06429320349707268,308078.21875,0.0003,-0.0013096332550048828,673128.0125,-23.818639928102492,1000.0,85639.66720752716
15,30720,280,1000.0,42705.67744733334,109,,,,,,,,,,,,,
16,32768,285,1000.0,43020.862696718745,114,0.9798264503479004,0.2,0.014111833,0.133056640625,150,-0.05480183393228799,290043.0,0.0003,0.00029456615447998047,646524.8544921875,-23.790031218528746,,
17,34816,289,1000.0,43382.94094244117,120,0.9808089137077332,0.2,0.016354613,0.15888671875,160,-0.062191571542643945,349145.34375,0.0003,2.4616718292236328e-05,653238.560546875,-23.78646453619003,,
,35000,,,,,0.9792361855506897,0.2,0.016103841,0.16455078125,170,-0.059803069540066645,390138.46875,0.0003,3.415346145629883e-05,688289.0001953125,-23.7701868891716,1000.0,100101.67020282746
18,36864,328,1000.0,43819.59890305555,112,,,,,,,,,,,,,
19,38912,332,1000.0,44532.74427792105,116,0.9753978848457336,0.2,0.015186238,0.154931640625,180,-0.06191485508461483,425168.65625,0.0003,0.0003135800361633301,818496.9078125,-23.72132768034935,,
,40000,,,,,0.9742313027381897,0.2,0.014423375,0.142041015625,190,-0.05604647866566666,530627.9375,0.0003,0.00025403499603271484,921277.8908203125,-23.683175003528596,1000.0,83035.70097408295
20,40960,372,1000.0,45114.50478445,109,,,,,,,,,,,,,
21,43008,377,1000.0,45760.96936381395,113,0.9720422029495239,0.2,0.014929136,0.146923828125,200,-0.06125111358123832,551969.0,0.0003,6.371736526489258e-05,1167802.47734375,-23.65264740586281,,
,45000,,,,,0.972644567489624,0.2,0.016301747,0.180224609375,210,-0.06412656216416508,323590.59375,0.0003,0.00027233362197875977,633949.2107421875,-23.645993292331696,1000.0,92647.2104423523
22,45056,415,1000.0,46499.70283155555,108,,,,,,,,,,,,,
23,47104,419,1000.0,46936.92531231914,112,0.9698651432991028,0.2,0.015932456,0.1578125,220,-0.0634979127033148,539636.0625,0.0003,-2.8967857360839844e-05,1095583.3318359375,-23.619326293468475,,
24,49152,424,1000.0,47503.91964014285,115,0.968518853187561,0.2,0.016017124,0.15625,230,-0.0606031818781048,427358.03125,0.0003,2.7120113372802734e-05,920186.6861328125,-23.58185377717018,,
,50000,,,,,0.9667460322380066,0.2,0.01751714,0.178857421875,240,-0.06749810632609296,470843.15625,0.0003,0.0004863739013671875,1060208.075,-23.554961824417113,1000.0,87165.86778087616
25,51200,463,1000.0,47953.441254882346,110,,,,,,,,,,,,,
26,53248,467,1000.0,48587.60596213206,113,0.9658275842666626,0.2,0.017075943,0.170166015625,250,-0.06336355321109295,627101.875,0.0003,-0.0001977682113647461,1056990.73515625,-23.533847165107726,,
,55000,,,,,0.9643431305885315,0.2,0.016075725,0.159375,260,-0.06213762310508173,694679.5625,0.0003,-0.001001596450805664,1246183.5470703125,-23.510882008075715,1000.0,78917.78443012238
27,55296,507,1000.0,49349.367914963615,108,,,,,,,,,,,,,
28,57344,512,1000.0,49873.37943254386,111,0.9614871740341187,0.2,0.018378066,0.1841796875,270,-0.06870881220092998,545222.0625,0.0003,0.00027757883071899414,1289886.4458984374,-23.47273033261299,,
29,59392,516,1000.0,50063.506558288136,114,0.9613385796546936,0.2,0.017034352,0.163720703125,280,-0.06383326186041813,571637.9375,0.0003,4.392862319946289e-05,1237571.7677734375,-23.446301251649857,,
,60000,,,,,0.9609603881835938,0.2,0.019555543,0.192578125,290,-0.06792948880465702,467200.625,0.0003,5.7220458984375e-06,936047.362109375,-23.44344981908798,1000.0,82354.82737159729
30,61440,557,1000.0,50520.81533867213,110,,,,,,,,,,,,,
31,63488,561,1000.0,50681.445126031744,112,0.9578164219856262,0.2,0.01844555,0.185888671875,300,-0.06422649085870943,478010.53125,0.0003,-9.083747863769531e-05,977336.4611328125,-23.40599706172943,,
,65000,,,,,0.9562418460845947,0.2,0.020855393,0.214599609375,310,-0.06896432991488836,402931.03125,0.0003,9.918212890625e-05,867128.3265625,-23.363804829120635,1000.0,98215.61640796662
32,65536,599,1000.0,51038.02736643076,109,,,,,,,,,,,,,
33,67584,604,1000.0,51322.30281283581,111,0.9546513557434082,0.2,0.02059506,0.191162109375,320,-0.0671893464459572,525382.75,0.0003,-0.00031828880310058594,1155660.3798828125,-23.337910079956053,,
34,69632,608,1000.0,51507.19091271014,114,0.9540525078773499,0.2,0.01851692,0.19248046875,330,-0.06382380290597212,518022.09375,0.0003,-1.6689300537109375e-05,902430.194140625,-23.324885302782057,,
,70000,,,,,0.9523496031761169,0.2,0.02099841,0.220556640625,340,-0.06904476823983714,505984.9375,0.0003,-4.303455352783203e-05,954944.726171875,-23.29616168141365,1000.0,80923.40844154358
35,71680,647,1000.0,51964.0829280845,110,,,,,,,,,,,,,
36,73728,651,1000.0,52210.80553299999,113,0.9500714540481567,0.2,0.019484758,0.19755859375,350,-0.06961860484152567,584863.25,0.0003,0.00012439489364624023,1258750.4986328124,-23.267184412479402,,
,75000,,,,,0.9481910467147827,0.2,0.02258813,0.22880859375,360,-0.07512001607974525,508671.78125,0.0003,0.00012743473052978516,995652.866796875,-23.224752908945085,1000.0,81739.6192457199
37,75776,689,1000.0,52532.26573813333,109,,,,,,,,,,,,,
38,77824,694,1000.0,52938.1089978961,112,0.945757269859314,0.2,0.020579213,0.206494140625,370,-0.0687581330537796,594522.6875,0.0003,4.845857620239258e-05,1197249.8294921876,-23.1876182615757,,
39,79872,698,1000.0,53058.07796312658,114,0.9426902532577515,0.2,0.0221674,0.22451171875,380,-0.07105163371306844,697464.875,0.0003,5.358457565307617e-05,1142845.8046875,-23.134354335069656,,
,80000,,,,,0.9409106373786926,0.2,0.021688448,0.221142578125,390,-0.07194431327807252,442830.21875,0.0003,3.5762786865234375e-06,929768.8150390625,-23.09042035937309,1000.0,78107.88277740478
40,81920,736,1000.0,53416.404844641984,111,,,,,,,,,,,,,
41,83968,741,1000.0,53543.61902848194,113,0.9401023983955383,0.2,0.023417069,0.230908203125,400,-0.07589731698390097,529086.75,0.0003,0.0003413558006286621,1137281.6689453125,-23.0689227104187,,
,85000,,,,,0.9364976286888123,0.2,0.022533402,0.22607421875,410,-0.07419071039184928,711093.25,0.0003,0.00010508298873901367,1412638.2279296876,-23.0212350666523,1000.0,77202.33656082154
42,86016,779,1000.0,54206.02409417442,110,,,,,,,,,,,,,
43,88064,784,1000.0,54702.839113874994,112,0.9353534579277039,0.2,0.022599597,0.222705078125,420,-0.06978208171203733,546423.625,0.0003,9.000301361083984e-06,1323514.9421875,-22.984541898965837,,
,90000,,,,,0.9330459833145142,0.2,0.023218919,0.226953125,430,-0.07615849772118963,701261.5625,0.0003,7.838010787963867e-05,1738618.31015625,-22.953879791498185,1000.0,81363.66147613525
44,90112,820,1000.0,55047.562843266656,109,,,,,,,,,,,,,
45,92160,825,1000.0,55537.883011434766,111,0.9320874214172363,0.2,0.021143064,0.21435546875,440,-0.07063857687753625,593005.25,0.0003,-0.00024008750915527344,1403913.312109375,-22.922377014160155,,
46,94208,830,1000.0,55584.92952720212,113,0.930591344833374,0.2,0.023386568,0.221875,450,-0.07439814036770258,739027.0,0.0003,1.4007091522216797e-05,1536853.275,-22.902289545536043,,
,95000,,,,,0.9288282990455627,0.2,0.025330316,0.24287109375,460,-0.0709377418301301,541643.0,0.0003,8.165836334228516e-05,979858.877734375,-22.865566623210906,1000.0,76054.68850193024
47,96256,867,1000.0,55601.49681363542,110,,,,,,,,,,,,,
48,98304,872,1000.0,55604.47215197959,112,0.9273472428321838,0.2,0.026806485,0.255224609375,470,-0.0734965749492403,348332.65625,0.0003,2.4437904357910156e-06,773036.734765625,-22.837789678573607,,
,100000,,,,,0.9265676140785217,0.2,0.026778,0.24931640625,480,-0.07066602513805265,577634.625,0.0003,2.3305416107177734e-05,973755.6236328125,-22.81568779349327,1000.0,75617.79197406769
49,100352,909,1000.0,55845.137105489994,110,,,,,,,,,,,,,
50,102400,914,1000.0,56522.79566307,112,0.924997866153717,0.2,0.023236517,0.227685546875,490,-0.07456905690778512,660532.875,0.0003,-0.0004329681396484375,1258889.4046875,-22.800598216056823,,
51,104448,918,1000.0,57136.6087207,113,0.923427164554596,0.2,0.02415296,0.242041015625,500,-0.07052975684928242,645251.125,0.0003,1.233816146850586e-05,1185392.4744140625,-22.766532975435258,,
,105000,,,,,0.9235286712646484,0.2,0.026423343,0.244775390625,510,-0.0680338163219858,582044.0625,0.0003,9.465217590332031e-05,1250931.533984375,-22.756168454885483,1000.0,75460.76049041748
52,106496,955,1000.0,57714.680149850006,111,,,,,,,,,,,,,
53,108544,959,1000.0,58317.23880132001,113,0.9220307469367981,0.2,0.025687542,0.248095703125,520,-0.07282784780545626,562973.625,0.0003,1.2576580047607422e-05,1168876.2177734375,-22.73817942738533,,
,110000,,,,,0.922907829284668,0.2,0.024381237,0.24794921875,530,-0.07957707777386532,792337.4375,0.0003,4.2319297790527344e-05,1569283.566015625,-22.736539620161057,1000.0,75914.26720314026
54,110592,998,1000.0,58955.12364204001,110,,,,,,,,,,,,,
55,112640,1003,1000.0,59589.7626597,112,0.9220167994499207,0.2,0.02446327,0.2271484375,540,-0.06731709749728906,740340.125,0.0003,5.364418029785156e-07,1482135.50703125,-22.730887526273726,,
56,114688,1008,1000.0,60251.186420959995,113,0.9235321879386902,0.2,0.02472387,0.2390625,550,-0.07340201248589437,805866.5,0.0003,7.152557373046875e-07,1442474.68671875,-22.740939605236054,,
,115000,,,,,0.9206961393356323,0.2,0.026354156,0.249560546875,560,-0.0725524222565582,626047.625,0.0003,6.556510925292969e-06,1301747.8634765625,-22.718595266342163,1000.0,74865.50275936126
57,116736,1045,1000.0,60671.4910636,111,,,,,,,,,,,,,
58,118784,1050,1000.0,60963.506867129996,113,0.9200596809387207,0.2,0.026700035,0.260791015625,570,-0.07135263876116368,544552.3125,0.0003,-4.947185516357422e-05,1130643.21640625,-22.69091463685036,,
,120000,,,,,0.9185401797294617,0.2,0.027497388,0.257568359375,580,-0.06795142008922994,430143.9375,0.0003,8.165836334228516e-06,882419.7181640625,-22.671517139673234,1000.0,74571.80969257354
59,120832,1087,1000.0,61439.990279210004,111,,,,,,,,,,,,,
60,122880,1092,1000.0,62058.62322563,112,0.9156352281570435,0.2,0.025068287,0.245556640625,590,-0.07522369067301042,834822.75,0.0003,1.055002212524414e-05,1572616.479296875,-22.63165925145149,,
61,124928,1096,1000.0,62790.90614937001,113,0.9146445989608765,0.2,0.029073456,0.26806640625,600,-0.08162800665013492,816316.75,0.0003,1.9371509552001953e-05,1750841.13046875,-22.599661540985107,,
,125000,,,,,0.9128021001815796,0.2,0.028499965,0.281884765625,610,-0.08304544340353459,688280.25,0.0003,2.9802322387695312e-06,1480928.051953125,-22.570007318258284,1000.0,75563.98479881286
62,126976,1135,1000.0,63338.799562030006,111,,,,,,,,,,,,,
63,129024,1139,1000.0,64003.789285939994,113,0.9121692776679993,0.2,0.028398708,0.272705078125,620,-0.0754849348712014,576545.125,0.0003,-3.039836883544922e-05,1224554.0908203125,-22.550606483221053,,
,130000,,,,,0.9110673069953918,0.2,0.029416848,0.271728515625,630,-0.0755888426443562,848127.9375,0.0003,0.0009105205535888672,1479530.217578125,-22.534178608655928,1000.0,75029.87255706787
64,131072,1178,1000.0,64462.70396864001,111,,,,,,,,,,,,,
65,133120,1182,1000.0,64818.602491300015,112,0.9098968505859375,0.2,0.027232526,0.269677734375,640,-0.07634689084079582,612731.6875,0.0003,-1.0013580322265625e-05,1222217.28359375,-22.508820962905883,,
,135000,,,,,0.9088769555091858,0.2,0.031504966,0.290869140625,650,-0.0813556913199136,721387.375,0.0003,4.76837158203125e-06,1332488.6740234375,-22.487225449085237,1000.0,75702.48919200897
66,135168,1222,1000.0,65365.15759530001,110,,,,,,,,,,,,,
67,137216,1226,1000.0,65802.78105713999,111,0.906772255897522,0.2,0.027362412,0.2474609375,660,-0.07033884401898831,810576.5,0.0003,1.4662742614746094e-05,1592146.141015625,-22.459214508533478,,
68,139264,1231,1000.0,66118.77374005,113,0.9051840901374817,0.2,0.029245278,0.2814453125,670,-0.07414523560437374,720437.1875,0.0003,1.1920928955078125e-07,1425856.682421875,-22.42079997062683,,
,140000,,,,,0.903289794921875,0.2,0.030183427,0.284765625,680,-0.07585189762176014,639819.5,0.0003,1.3709068298339844e-06,1346826.846484375,-22.391095840930937,1000.0,73729.3049873352
69,141312,1269,1000.0,66307.12033670001,111,,,,,,,,,,,,,
70,143360,1273,1000.0,66860.22578839,112,0.9026203155517578,0.2,0.032613184,0.26298828125,690,-0.06835120633186306,758185.0625,0.0003,-1.33514404296875e-05,1283170.7607421875,-22.368870317935944,,
,145000,,,,,0.9015408158302307,0.2,0.031241797,0.279443359375,700,-0.08222814189794007,901700.4375,0.0003,-5.125999450683594e-06,1708667.498046875,-22.35502882003784,1000.0,78702.16259059907
71,145408,1312,1000.0,66997.2289298,110,,,,,,,,,,,,,
72,147456,1317,1000.0,67358.81607695,111,0.90064936876297,0.2,0.030792918,0.2974609375,710,-0.07405500785680488,595872.5625,0.0003,3.7670135498046875e-05,1120266.68515625,-22.331941318511962,,
73,149504,1322,1000.0,67343.66020236,113,0.899124801158905,0.2,0.029490598,0.26806640625,720,-0.07706607683212496,672752.3125,0.0003,0.00011736154556274414,1385910.8658203124,-22.30605964064598,,
,150000,,,,,0.8971368670463562,0.2,0.036560398,0.319482421875,730,-0.08338775159791112,656577.9375,0.0003,1.6689300537109375e-06,1202937.6150390625,-22.2717464864254,1000.0,74409.1655550003
74,151552,1361,1000.0,67600.21441225,111,,,,,,,,,,,,,
75,153600,1366,1000.0,67824.34888385999,112,0.8956842422485352,0.2,0.03307922,0.302587890625,740,-0.0799947882653214,755632.25,0.0003,1.7881393432617188e-07,1442519.7595703125,-22.243419694900513,,
,155000,,,,,0.894657552242279,0.2,0.03290957,0.292578125,750,-0.0769793294952251,659713.25,0.0003,0.0,1329192.609375,-22.221635234355926,1000.0,73550.56068172454
76,155648,1403,1000.0,67754.82068752,110,,,,,,,,,,,,,
77,157696,1408,1000.0,68101.71838883,111,0.8937588930130005,0.2,0.032745138,0.30849609375,760,-0.08815899839974009,901491.125,0.0003,5.364418029785156e-07,1644094.323046875,-22.201320099830628,,
78,159744,1413,1000.0,68375.28148406,113,0.8928554654121399,0.2,0.034325976,0.30791015625,770,-0.0849926654889714,820345.625,0.0003,-2.384185791015625e-07,1552556.23671875,-22.18887813091278,,
,160000,,,,,0.8916407823562622,0.2,0.03529179,0.3201171875,780,-0.07861558259173762,610224.875,0.0003,4.76837158203125e-07,1210945.9650390625,-22.170359486341475,1000.0,78474.93906974792
79,161792,1450,1000.0,68425.96309731,111,,,,,,,,,,,,,
80,163840,1455,1000.0,68799.94177494,112,0.8895502686500549,0.2,0.03864644,0.330419921875,790,-0.08215330562088638,469467.78125,0.0003,3.933906555175781e-06,1026894.4775390625,-22.128953152894972,,
,165000,,,,,0.889026939868927,0.2,0.032175068,0.28505859375,800,-0.08478220140386838,1154366.25,0.0003,2.562999725341797e-06,2267777.78046875,-22.112980723381042,1000.0,78222.28746986389
81,165888,1493,1000.0,69453.54230596,111,,,,,,,,,,,,,
82,167936,1497,1000.0,69846.91835420001,112,0.8879427313804626,0.2,0.035055604,0.295458984375,810,-0.08406341206864454,1169912.125,0.0003,0.0,2063032.809765625,-22.097416055202483,,
83,169984,1502,1000.0,70146.06868621,113,0.8867378830909729,0.2,0.035117187,0.31669921875,820,-0.07850843890191754,721883.4375,0.0003,9.506940841674805e-05,1369651.8109375,-22.075041425228118,,
,170000,,,,,0.8868494629859924,0.2,0.036448218,0.31162109375,830,-0.08505453865218442,837963.875,0.0003,1.8477439880371094e-06,1713919.64375,-22.065743654966354,1000.0,77763.51120853424
84,172032,1545,1000.0,70605.97661211,111,,,,,,,,,,,,,
85,174080,1550,1000.0,70938.51401062,112,0.8844434022903442,0.2,0.036233217,0.3041015625,840,-0.08334845431381836,724280.5,0.0003,7.62939453125e-06,1629360.0859375,-22.03895096182823,,
,175000,,,,,0.882655680179596,0.2,0.038495004,0.323779296875,850,-0.08971516611054539,772172.0625,0.0003,3.4928321838378906e-05,1812481.51796875,-22.00281925201416,1000.0,75208.02880535126
86,176128,1593,1000.0,71318.37282109,110,,,,,,,,,,,,,
87,178176,1598,1000.0,71768.28325287001,111,0.8815380334854126,0.2,0.041010242,0.3283203125,860,-0.0907011169998441,871032.625,0.0003,2.2649765014648438e-06,1935489.78828125,-21.975501936674117,,
,180000,,,,,0.8806276321411133,0.2,0.034412205,0.299658203125,870,-0.07935188675764948,788230.625,0.0003,2.384185791015625e-07,1792068.59453125,-21.95588919520378,1000.0,77034.21351947784
88,180224,1640,1000.0,71979.14384081001,109,,,,,,,,,,,,,
89,182272,1645,1000.0,72480.58662784,110,0.8805379867553711,0.2,0.03874827,0.311767578125,880,-0.07285796286305413,581178.0,0.0003,2.205371856689453e-06,1196393.7009765625,-21.943399983644486,,
90,184320,1650,1000.0,72812.68372040002,111,0.8799026608467102,0.2,0.035636418,0.30400390625,890,-0.08676111183594912,1114346.875,0.0003,0.0,2345272.177734375,-21.938944512605666,,
,185000,,,,,0.8774135708808899,0.2,0.038213536,0.31494140625,900,-0.08011589797970373,730370.875,0.0003,3.713369369506836e-05,1654466.65078125,-21.903270334005356,1000.0,74767.39015731812
91,186368,1693,1000.0,72876.00115023,110,,,,,,,,,,,,,
92,188416,1698,1000.0,72765.76304119,110,0.8738582730293274,0.2,0.034723878,0.31396484375,910,-0.07920322894351557,581235.375,0.0003,9.775161743164062e-06,1304121.7431640625,-21.84177885055542,,
,190000,,,,,0.8710334897041321,0.2,0.03575113,0.302783203125,920,-0.07800992644333746,734315.25,0.0003,3.635883331298828e-06,1661764.62578125,-21.780728381872176,1000.0,76855.23408851624
93,190464,1741,1000.0,73170.70877319001,109,,,,,,,,,,,,,
94,192512,1746,1000.0,73156.68822173,110,0.8708630800247192,0.2,0.03972701,0.341796875,930,-0.08758869066659827,1012854.375,0.0003,5.960464477539063e-08,1873354.5625,-21.753609031438828,,
95,194560,1751,1000.0,73598.6530928,111,0.8701668977737427,0.2,0.038088366,0.326123046875,940,-0.08557682339451275,841332.5625,0.0003,0.0,1750517.878515625,-21.744960898160933,,
,195000,,,,,0.8685635924339294,0.2,0.052905485,0.383544921875,950,-0.09147638904687483,639251.625,0.0003,4.875659942626953e-05,1259849.2068359375,-21.71916321516037,1000.0,77518.10816783905
96,196608,1794,1000.0,73955.61295101,109,,,,,,,,,,,,,
97,198656,1799,1000.0,74446.39620714,110,0.8675105571746826,0.2,0.04572741,0.3544921875,960,-0.09386735348380171,861440.6875,0.0003,1.1920928955078125e-07,1557348.26953125,-21.697028052806854,,
,200000,,,,,0.8651878237724304,0.2,0.047126655,0.339306640625,970,-0.08572122496552766,956198.875,0.0003,1.7881393432617188e-07,1767756.52890625,-21.66066576242447,1000.0,70140.39857788086
98,200704,1840,1000.0,74682.11469457,109,,,,,,,,,,,,,
99,202752,1845,1000.0,75054.22097974,109,0.8638533353805542,0.2,0.040205926,0.3123046875,980,-0.08552728811919223,1066993.125,0.0003,6.556510925292969e-07,2255593.8734375,-21.62538781762123,,
100,204800,1850,1000.0,75392.57679155,110,0.8631999492645264,0.2,0.039291058,0.3265625,990,-0.07442703669948969,572529.3125,0.0003,9.5367431640625e-07,1166653.592578125,-21.602268010377884,,
,205000,,,,,0.8618963956832886,0.2,0.0425784,0.343115234375,1000,-0.08923001388029661,1188928.375,0.0003,0.0,1983011.25390625,-21.5839552462101,1000.0,75320.26989364624
101,206848,1891,1000.0,75474.16979019,109,,,,,,,,,,,,,
102,208896,1896,1000.0,75500.39740075,110,0.860657274723053,0.2,0.046476252,0.354638671875,1010,-0.08689295485964976,950736.625,0.0003,1.6689300537109375e-06,1482660.541796875,-21.555084097385407,,
,210000,,,,,0.8588384985923767,0.2,0.042447038,0.350732421875,1020,-0.07687899395532441,569178.375,0.0003,-8.344650268554688e-07,1146588.725390625,-21.52952572107315,1000.0,72385.08960723877
103,210944,1937,1000.0,75566.95105042,108,,,,,,,,,,,,,
104,212992,1942,1000.0,75423.69842126,109,0.8584867715835571,0.2,0.03907924,0.334228515625,1030,-0.08119683883269317,670054.5,0.0003,-7.152557373046875e-06,1484732.528515625,-21.508825141191483,,
,215000,,,,,0.8572375774383545,0.2,0.04367663,0.341650390625,1040,-0.07728172508359421,647148.9375,0.0003,-2.86102294921875e-06,1283915.051171875,-21.48921224474907,1000.0,74669.95655498505
105,215040,1985,1000.0,75741.32758266001,108,,,,,,,,,,,,,
106,217088,1990,1000.0,75929.98879463,109,0.8552927374839783,0.2,0.04968191,0.353076171875,1050,-0.08747447658679448,915702.4375,0.0003,4.76837158203125e-07,1672919.931640625,-21.457726734876633,,
107,219136,1995,1000.0,76196.36786175,109,0.8539774417877197,0.2,0.048857957,0.3349609375,1060,-0.07975371202919632,690533.3125,0.0003,1.811981201171875e-05,1278164.1990234375,-21.425309759378433,,
,220000,,,,,0.8522909879684448,0.2,0.043383237,0.335595703125,1070,-0.07697926672990434,708653.25,0.0003,-1.1920928955078125e-07,1372108.401953125,-21.3925742149353,1000.0,74569.67985916138
108,221184,2037,1000.0,76386.5144285,108,,,,,,,,,,,,,
109,223232,2042,1000.0,76302.98562133001,109,0.8520744442939758,0.2,0.04978174,0.358251953125,1080,-0.08867223063134588,986584.6875,0.0003,0.0,1821043.894921875,-21.37793110013008,,
,225000,,,,,0.8509851694107056,0.2,0.042097617,0.332421875,1090,-0.07097884567920118,609627.875,0.0003,-9.417533874511719e-06,1202313.405078125,-21.363391828536987,1000.0,74668.87823944092
110,225280,2083,1000.0,76126.36865841,108,,,,,,,,,,,,,
111,227328,2088,1000.0,76252.20141745999,108,0.8479781746864319,0.2,0.04753059,0.37529296875,1100,-0.08240077588125132,570547.1875,0.0003,2.384185791015625e-07,1086421.4224609374,-21.30960369706154,,
112,229376,2093,1000.0,76186.33456465999,109,0.8449390530586243,0.2,0.05451393,0.403662109375,1110,-0.10135990843991749,837413.75,0.0003,1.1920928955078125e-07,1642549.7953125,-21.25503412485123,,
,230000,,,,,0.8443713784217834,0.2,0.051337924,0.36826171875,1120,-0.08915878430125304,663423.125,0.0003,0.00034034252166748047,1391765.675,-21.22714058160782,1000.0,76650.00193862915
113,231424,2133,1000.0,76358.71215449,108,,,,,,,,,,,,,
114,233472,2138,1000.0,76444.20556649001,109,0.8434475064277649,0.2,0.049405605,0.374072265625,1130,-0.08560382443247364,757264.25,0.0003,2.205371856689453e-05,1287575.928515625,-21.206979739665986,,
,235000,,,,,0.8419429063796997,0.2,0.04673691,0.349853515625,1140,-0.08362617464736104,534821.875,0.0003,-2.2649765014648438e-06,1405739.768359375,-21.18232770562172,1000.0,75474.43245792389
115,235520,2178,1000.0,76466.81568873,108,,,,,,,,,,,,,
116,237568,2183,1000.0,76313.45880273,108,0.8401411771774292,0.2,0.043274343,0.33701171875,1150,-0.07562610027962365,781351.5625,0.0003,5.960464477539063e-08,1462129.026953125,-21.141995418071748,,
117,239616,2188,1000.0,76573.66252961,109,0.8406481146812439,0.2,0.057722837,0.37861328125,1160,-0.08583662952005397,719789.375,0.0003,5.0067901611328125e-06,1284879.1205078126,-21.141818952560424,,
,240000,,,,,0.8396952152252197,0.2,0.05264098,0.378173828125,1170,-0.09171793730347418,803154.625,0.0003,1.3113021850585938e-06,1696875.57734375,-21.13289420604706,1000.0,78900.16347484589
118,241664,2229,1000.0,76717.34577987,108,,,,,,,,,,,,,
119,243712,2234,1000.0,76798.89622077001,109,0.8389165997505188,0.2,0.05077596,0.373388671875,1180,-0.09053134218556806,868424.4375,0.0003,-3.2186508178710938e-06,1504236.5734375,-21.116126549243926,,
,245000,,,,,0.838943600654602,0.2,0.046692118,0.348388671875,1190,-0.09283332287159282,1385598.125,0.0003,2.0265579223632812e-06,2647634.581640625,-21.10998009443283,1000.0,77397.87019176483
120,245760,2276,1000.0,77163.82846638,107,,,,,,,,,,,,,
121,247808,2281,1000.0,77410.24125817,108,0.8374095559120178,0.2,0.054630622,0.388720703125,1200,-0.09199619498394895,905616.25,0.0003,4.172325134277344e-07,1504467.239453125,-21.089510828256607,,
