time/episodes,time/fps,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,eval/mean_ep_length,eval/mean_reward
4,96,-2.332811403155327,514.75,0.02738287933229003,2059,0.001,-301.17260200000004,21,1000,,
,,12.484395132064819,,0.18383207339793445,5000,0.001,,,4000,1000.0,-3004.0020307064055
8,53,18.062342079162597,757.375,0.2582087577432394,6059,0.001,-1653.1742505,112,5000,,
,,37.98354864501953,,0.4789210094511509,10000,0.001,,,9000,1000.0,-3005.1136572122573
12,49,,838.25,,10059,,-2103.6128642500003,203,,,
16,49,27.64772779083252,878.6875,0.311081765178591,14059,0.001,-2322.8880934375,285,13000,,
,,22.818230533599852,,0.3406285711452365,15000,0.001,,,14000,1000.0,-2940.65847029686
20,48,19.805195350646972,902.95,1.0742585852295161,18059,0.001,-2389.71493785,374,17000,,
24,46,16.464951784133913,797.9583333333334,0.6292222494408488,19151,0.001,-2091.819777166667,413,19082,,
28,46,15.570388412475586,685.4642857142857,0.6899827852845192,19193,0.001,-1795.571819357143,414,19124,,
,,15.443913650512695,,0.7423519844358618,20000,0.001,,,19145,12.8,-26.672659211140125
32,46,14.592216809590658,632.90625,0.965998089975781,20253,0.001,-1660.86434996875,434,20163,,
36,46,14.567838176091511,594.7777777777778,1.1814399465918541,21412,0.001,-1553.6068686666667,457,21343,,
40,46,14.502641116871553,537.475,1.319274023600987,21499,0.001,-1401.877471425,458,21415,,
44,46,14.716657042503357,491.6136363636364,1.2025725450366735,21631,0.001,-1281.1144610000001,461,21543,,
48,47,14.807343292236329,454.9166666666667,1.6076454800717972,21836,0.001,-1181.4817529166667,464,21709,,
,,12.183152286529541,,1.1481496876776218,25000,0.001,,,24777,773.2,225.51002433221583
52,48,,496.84615384615387,,25836,,-1078.193412,531,,,
56,47,10.562098461648691,465.60714285714283,0.9699899858898586,26074,0.001,-1000.9282792678571,552,25918,,
60,48,9.300538599014283,485.9166666666667,1.0251463255882263,29155,0.001,-896.5552637666665,596,28096,,
,,8.396483011245728,,0.8156068654358387,30000,0.001,,,29096,1000.0,788.6323486640583
64,48,6.5210418701171875,502.59375,0.6609054397452961,32166,0.001,-803.4278168593751,663,31107,,
,,4.803603956222534,,0.5977120158672333,35000,0.001,,,34107,916.4,582.8337683023885
68,48,4.075876875400543,531.8529411764706,0.5876718810498714,36166,0.001,-724.3345537058823,748,35107,,
,,1.650747123837471,,0.5438496207892894,40000,0.001,,,39107,804.3,558.9740221348591
72,48,,557.8611111111111,,40166,,-649.6192592083332,833,,,
76,48,-0.7655149350883439,581.1315789473684,0.6096543200314045,44166,0.001,-579.2535095,911,43107,,
,,-1.329489247938618,,0.6462119740694762,45000,0.001,,,44107,713.9,602.9632615978829
80,48,-2.8949584820270537,602.075,0.7628637514412403,48166,0.001,-513.4482075125,995,47107,,
,,-3.6573944077491762,,0.7888989367485046,50000,0.001,,,49107,1000.0,731.285561249312
84,48,-4.509459005832672,621.0238095238095,0.7643028489649296,52166,0.001,-455.2835939404762,1080,51107,,
,,-5.663880114555359,,0.7568545753061772,55000,0.001,,,54107,918.3,792.8376027601305
88,48,-6.049447905540466,638.25,0.7354181473553181,56166,0.001,-394.6582242159091,1165,55107,,
,,-7.443283512115478,,0.8030451380908489,60000,0.001,,,59107,1000.0,753.2317230568726
92,48,,653.9782608695652,,60166,,-342.7885858913044,1251,,,
96,48,-9.301097975730896,668.3958333333334,0.709414261341095,64166,0.001,-298.3217985833333,1328,63107,,
,,-9.928139310836793,,0.704832225561142,65000,0.001,,,64107,901.6,326.75630260501055
100,48,-11.637187789916991,681.66,0.7385026033222676,68166,0.001,-261.01001139,1412,67107,,
,,-12.556067104339599,,0.7949192722737789,70000,0.001,,,69107,1000.0,681.0074498031521
104,48,-13.148984874725341,701.07,0.859801359385252,72166,0.001,-219.1343389,1500,71107,,
,,-14.196756607055663,,0.8631647959351539,75000,0.001,,,74107,1000.0,778.6698205363471
108,47,-14.49654843711853,701.07,0.8818151829540729,76166,0.001,-75.15753417,1589,75107,,
112,47,-14.669149578094482,694.3,1.0081018984913825,79489,0.001,67.66680514999999,1658,78430,,
,,-14.93205461883545,,0.9051606242954731,80000,0.001,,,79430,1000.0,740.1298462527519
116,47,-16.15470426940918,694.3,0.8702692986726761,83489,0.001,217.36234025999994,1750,82430,,
,,-16.877763355255126,,0.8711590018868446,85000,0.001,,,84430,1000.0,747.0953755093651
120,47,-17.71363999938965,694.3,0.814568684399128,87489,0.001,355.11571548,1844,86430,,
,,-19.152128795623778,,0.8332272800505162,90000,0.001,,,89430,1000.0,921.7716072080657
124,47,-19.491118507385252,723.38,0.8290393285751343,91489,0.001,412.36192432,1939,90430,,
,,-21.16960958480835,,0.858058038085699,95000,0.001,,,94430,1000.0,681.8512812169735
128,46,,762.96,,95489,,445.98225573,2041,,,
132,46,-22.486063571929932,792.36,0.9174968687295914,99489,0.001,503.07268038,2137,98430,,
,,-22.717110458374023,,0.9672610174417495,100000,0.001,,,99430,1000.0,769.0376684164628
136,46,-23.91884571838379,820.77,0.8407063926756382,103489,0.001,564.3447988699999,2238,102430,,
,,-24.74184326171875,,0.8564674220681191,105000,0.001,,,104430,1000.0,790.7117061623372
140,45,-25.32358726119995,859.9,0.8592542180120945,107489,0.001,598.5475899300001,2338,106430,,
,,-26.764231002807616,,0.7833848913908005,110000,0.001,,,109430,1000.0,814.5334467563778
144,45,-27.432876377105714,898.58,0.7614974944591523,111489,0.001,634.58374263,2436,110430,,
,,-28.978206714630126,,0.7915592255294323,115000,0.001,,,114430,1000.0,923.328038559854
148,45,,936.53,,115489,,671.9865067000001,2533,,,
152,45,-30.54532869720459,936.53,0.7823583347499371,119489,0.001,701.4461267899999,2622,118430,,
,,-30.863040927886964,,0.8026037342250347,120000,0.001,,,119430,1000.0,893.1093866755721
156,45,-31.983178398132324,974.15,0.9080409452915191,123489,0.001,736.80891722,2720,122430,,
,,-32.49940142440796,,0.9079237198233604,125000,0.001,,,124430,1000.0,713.0215375093743
160,45,-33.3201809387207,983.34,0.9428864954710007,127489,0.001,746.9028054199999,2817,126430,,
,,-33.910306118011476,,0.8863105872869491,130000,0.001,,,129430,1000.0,759.6453390939162
164,45,-34.02753656387329,993.23,0.8960006113648414,131489,0.001,741.1255101599999,2914,130430,,
,,-34.725191535949705,,0.9579756965339183,135000,0.001,,,134430,1000.0,892.6777111805975
168,44,,993.23,,135489,,755.3383141099998,3012,,,
172,44,-35.23599384307861,993.23,1.0268184869587422,139489,0.001,764.2318626699999,3100,138430,,
,,-35.29566929626465,,1.0356473202109338,140000,0.001,,,139430,1000.0,763.7246865667403
176,44,-35.75887937164307,993.23,0.970369819521904,143489,0.001,771.0479315699998,3198,142430,,
,,-36.26152820121951,,1.1086237161536348,145000,0.001,,,144759,1000.0,560.9807943107938
180,44,-36.23997064971924,986.52,1.107487515628338,146818,0.001,765.0312901100001,3282,145759,,
,,-36.72759084320068,,1.0107905388176441,150000,0.001,,,149759,1000.0,893.673030834645
184,44,,986.52,,150818,,771.37500883,3382,,,
188,44,-38.22441154479981,986.52,1.047570597410202,154818,0.001,771.31177918,3474,153759,,
,,-38.49616239929199,,1.0940675805807114,155000,0.001,,,154759,1000.0,824.0965009802952
192,44,-39.2255546875,986.52,1.110066899508238,158818,0.001,769.9436427299999,3573,157759,,
,,-39.58726552581787,,1.1136834218800067,160000,0.001,,,159759,1000.0,224.38751221219792
196,44,-39.7573212890625,986.52,1.2423270238637925,162818,0.001,723.62720286,3674,161759,,
,,-41.0007886428833,,1.1914895312786102,165000,0.001,,,164759,943.1,-965.8881247111713
200,44,-41.34563639068603,986.52,1.1702432909011842,166818,0.001,705.50243327,3773,165759,,
,,-41.786719703674315,,1.1394735832214355,170000,0.001,,,169759,1000.0,829.7088546767831
