time/fps,time/time_elapsed,train/actor_loss,time/episodes,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/critic_loss,train/learning_rate,rollout/ep_rew_mean,eval/mean_ep_length,eval/mean_reward
138,163,11.698011283874513,452,22600,50.0,22450,0.05678045317530632,0.001,-8.00982183,,
138,165,11.735884590148926,456,22800,50.0,22650,0.05520142436027527,0.001,-8.056213360000001,,
,,11.891322212219238,,23000,,22850,0.05297314085066319,0.001,,50.0,-8.182304900000002
137,167,,460,23000,50.0,,,,-8.07972369,,
137,168,11.910675506591797,464,23200,50.0,23050,0.05804110907018185,0.001,-8.097184590000001,,
137,169,11.989025192260742,468,23400,50.0,23250,0.05206612534821033,0.001,-8.06354931,,
,,12.05138988494873,,23500,,23350,0.061400971338152886,0.001,,50.0,-8.11423445
137,171,12.061266632080079,472,23600,50.0,23450,0.06396241873502731,0.001,-7.967712920000001,,
137,173,12.148499031066894,476,23800,50.0,23650,0.07300657495856284,0.001,-7.962837289999999,,
,,12.159713401794434,,24000,,23850,0.0544616374373436,0.001,,50.0,-8.08803975
137,175,,480,24000,50.0,,,,-7.9227959399999985,,
137,176,12.268623008728028,484,24200,50.0,24050,0.06384066298604012,0.001,-8.072297039999999,,
137,177,12.318382110595703,488,24400,50.0,24250,0.06050169877707958,0.001,-8.02244053,,
,,12.359457893371582,,24500,,24350,0.054660502374172214,0.001,,50.0,-8.1878022
136,179,12.406399421691894,492,24600,50.0,24450,0.06148042887449265,0.001,-7.836527729999999,,
137,180,12.477825546264649,496,24800,50.0,24650,0.059349185526371,0.001,-7.863400070000001,,
,,12.547907447814941,,25000,,24850,0.05897396601736546,0.001,,50.0,-8.066964800000001
136,182,,500,25000,50.0,,,,-7.7765528800000014,,
136,184,12.628896751403808,504,25200,50.0,25050,0.061963430643081664,0.001,-7.7479388700000005,,
136,185,12.668354377746581,508,25400,50.0,25250,0.058196796551346776,0.001,-7.75553086,,
,,12.695247116088867,,25500,,25350,0.057431377843022345,0.001,,50.0,-7.944172749999998
136,187,12.781914443969727,512,25600,50.0,25450,0.05914631381630898,0.001,-7.74525492,,
136,188,12.82337314605713,516,25800,50.0,25650,0.057645349949598315,0.001,-7.828719960000001,,
,,12.819235038757324,,26000,,25850,0.0658857499063015,0.001,,50.0,-8.420416450000001
136,191,,520,26000,50.0,,,,-7.755943300000001,,
136,192,12.9849263381958,524,26200,50.0,26050,0.05530544169247151,0.001,-7.79947221,,
136,193,12.995697975158691,528,26400,50.0,26250,0.056172015964984896,0.001,-7.82726457,,
,,13.085039863586426,,26500,,26350,0.055511056408286095,0.001,,50.0,-8.3487442
135,195,13.091812705993652,532,26600,50.0,26450,0.05681982822716236,0.001,-7.7099493,,
135,197,13.129868278503418,536,26800,50.0,26650,0.05847653955221176,0.001,-7.7481075100000005,,
,,13.24922061920166,,27000,,26850,0.05910204499959946,0.001,,50.0,-8.058280149999998
135,199,,540,27000,50.0,,,,-7.66635708,,
135,201,13.266691589355469,544,27200,50.0,27050,0.06126595504581928,0.001,-7.68834592,,
135,202,13.359430618286133,548,27400,50.0,27250,0.0833311603963375,0.001,-7.76614991,,
,,13.46259349822998,,27500,,27350,0.06037207901477814,0.001,,50.0,-8.2026409
135,204,13.42719352722168,552,27600,50.0,27450,0.05589827489107847,0.001,-7.622516940000001,,
135,205,13.551956100463867,556,27800,50.0,27650,0.06750795006752014,0.001,-7.48337471,,
,,13.588069343566895,,28000,,27850,0.060750555023550985,0.001,,50.0,-8.106830650000001
134,207,,560,28000,50.0,,,,-7.504690369999997,,
135,208,13.652373771667481,564,28200,50.0,28050,0.06330468140542507,0.001,-7.403860280000001,,
135,210,13.690608558654786,568,28400,50.0,28250,0.057696308791637424,0.001,-7.2954491699999995,,
,,13.71938865661621,,28500,,28350,0.06548041872680187,0.001,,50.0,-8.844258650000002
134,211,13.760353927612305,572,28600,50.0,28450,0.059343382939696314,0.001,-7.3687768799999995,,
135,213,13.82455207824707,576,28800,50.0,28650,0.05849919095635414,0.001,-7.503328219999999,,
,,13.93131633758545,,29000,,28850,0.06259756520390511,0.001,,50.0,-7.694620949999999
134,214,,580,29000,50.0,,,,-7.51454905,,
135,216,13.992563667297363,584,29200,50.0,29050,0.062403655648231506,0.001,-7.4694595900000005,,
135,217,13.957412300109864,588,29400,50.0,29250,0.06454171910881996,0.001,-7.52326178,,
,,14.08977466583252,,29500,,29350,0.060034231096506116,0.001,,50.0,-8.467622
134,219,14.14695400238037,592,29600,50.0,29450,0.06555608302354812,0.001,-7.56166881,,
135,220,14.187005004882813,596,29800,50.0,29650,0.07058694824576378,0.001,-7.5708154,,
,,14.26182273864746,,30000,,29850,0.05990821935236454,0.001,,50.0,-8.206799199999999
134,222,,600,30000,50.0,,,,-7.65755839,,
134,223,14.31658088684082,604,30200,50.0,30050,0.06171838089823723,0.001,-7.6781758,,
134,225,14.349279098510742,608,30400,50.0,30250,0.055832672715187076,0.001,-7.656296779999998,,
,,14.331289520263672,,30500,,30350,0.060258272364735604,0.001,,50.0,-8.28591305
134,227,14.444042053222656,612,30600,50.0,30450,0.055399109721183774,0.001,-7.678894260000001,,
134,228,14.541753120422364,616,30800,50.0,30650,0.05625483639538288,0.001,-7.45487885,,
,,14.504542694091796,,31000,,30850,0.05831722982227802,0.001,,50.0,-7.644238250000001
133,231,,620,31000,50.0,,,,-7.28158405,,
134,232,14.600849685668946,624,31200,50.0,31050,0.056351447254419325,0.001,-7.24455751,,
134,234,14.658432540893555,628,31400,50.0,31250,0.05467323899269104,0.001,-7.287319110000001,,
,,14.6811674118042,,31500,,31350,0.06601389236748219,0.001,,50.0,-7.3998236
133,236,14.754359741210937,632,31600,50.0,31450,0.055736488923430444,0.001,-7.310175169999999,,
133,237,14.785544471740723,636,31800,50.0,31650,0.06151415504515171,0.001,-7.2262904200000015,,
,,14.828186492919922,,32000,,31850,0.05635624140501022,0.001,,50.0,-8.0739939
133,240,,640,32000,50.0,,,,-7.1921908100000005,,
133,241,14.952125244140625,644,32200,50.0,32050,0.06395722143352031,0.001,-7.3453969699999995,,
133,243,14.931081123352051,648,32400,50.0,32250,0.06627854675054551,0.001,-7.253081030000001,,
,,14.941858711242675,,32500,,32350,0.05845601737499237,0.001,,50.0,-8.3845727
132,245,15.031824264526367,652,32600,50.0,32450,0.054154284819960596,0.001,-7.283266670000001,,
132,246,15.105769958496094,656,32800,50.0,32650,0.055875318497419356,0.001,-7.3581252699999995,,
,,15.171983070373535,,33000,,32850,0.05936281092464924,0.001,,50.0,-7.8233395
132,248,,660,33000,50.0,,,,-7.328123060000001,,
132,250,15.16663417816162,664,33200,50.0,33050,0.06233081493526697,0.001,-7.317960800000001,,
132,251,15.298245086669922,668,33400,50.0,33250,0.06128065846860409,0.001,-7.314556190000002,,
,,15.29389175415039,,33500,,33350,0.05401630263775587,0.001,,50.0,-7.5530012
132,253,15.290478515625,672,33600,50.0,33450,0.06199298746883869,0.001,-7.20108859,,
132,254,15.338221435546876,676,33800,50.0,33650,0.05621020890772343,0.001,-7.1289141,,
,,15.454174423217774,,34000,,33850,0.06572783440351486,0.001,,50.0,-7.243373150000001
132,256,,680,34000,50.0,,,,-7.097975010000002,,
132,257,15.441056327819824,684,34200,50.0,34050,0.08531536370515823,0.001,-7.144579319999999,,
132,258,15.541939849853515,688,34400,50.0,34250,0.059388275519013406,0.001,-7.11363657,,
,,15.55384220123291,,34500,,34350,0.049978293925523755,0.001,,50.0,-7.2521676
132,260,15.604581909179688,692,34600,50.0,34450,0.06344046957790851,0.001,-7.1479801,,
132,261,15.67329833984375,696,34800,50.0,34650,0.059992839992046354,0.001,-7.145040539999999,,
,,15.692141342163087,,35000,,34850,0.057175720632076266,0.001,,50.0,-7.263852750000001
132,264,,700,35000,50.0,,,,-6.987796459999999,,
132,265,15.774192390441895,704,35200,50.0,35050,0.059190160036087035,0.001,-6.9464857,,
132,267,15.78873264312744,708,35400,50.0,35250,0.05576060108840466,0.001,-6.992145959999999,,
,,15.81256923675537,,35500,,35350,0.054787288010120394,0.001,,50.0,-7.38697885
132,269,15.84517074584961,712,35600,50.0,35450,0.06356112971901894,0.001,-7.02280506,,
132,270,15.850767784118652,716,35800,50.0,35650,0.052829322665929795,0.001,-7.053726160000001,,
,,15.958564987182617,,36000,,35850,0.05492305368185044,0.001,,50.0,-7.22770565
132,272,,720,36000,50.0,,,,-7.1682184300000005,,
132,273,15.964249229431152,724,36200,50.0,36050,0.0602479849010706,0.001,-7.05863717,,
132,275,15.991443557739258,728,36400,50.0,36250,0.06477413192391396,0.001,-7.01665922,,
,,16.079652366638182,,36500,,36350,0.05586640536785126,0.001,,50.0,-7.1092984999999995
132,277,16.081810455322266,732,36600,50.0,36450,0.06153208747506142,0.001,-7.00103545,,
132,278,16.11335823059082,736,36800,50.0,36650,0.05560679078102112,0.001,-7.08125729,,
,,16.209694175720216,,37000,,36850,0.059075769446790216,0.001,,50.0,-7.2154095
131,280,,740,37000,50.0,,,,-7.175859899999999,,
132,281,16.299816131591797,744,37200,50.0,37050,0.062291127666831016,0.001,-7.060366319999999,,
132,283,16.294392852783204,748,37400,50.0,37250,0.0686169470101595,0.001,-7.0582969800000015,,
,,16.344332885742187,,37500,,37350,0.06540845923125743,0.001,,50.0,-7.349955700000001
131,285,16.32699981689453,752,37600,50.0,37450,0.053186652138829234,0.001,-7.103357160000001,,
131,286,16.441612472534178,756,37800,50.0,37650,0.08008845724165439,0.001,-7.20589268,,
,,16.47284370422363,,38000,,37850,0.06403701782226562,0.001,,50.0,-7.2370404
131,288,,760,38000,50.0,,,,-7.325081709999999,,
131,289,16.50830795288086,764,38200,50.0,38050,0.06253158263862132,0.001,-7.268004369999999,,
132,290,16.565666275024412,768,38400,50.0,38250,0.05475203976035118,0.001,-7.428769169999999,,
,,16.59334342956543,,38500,,38350,0.053877818211913106,0.001,,50.0,-6.724961
131,292,16.625940856933592,772,38600,50.0,38450,0.05787661097943783,0.001,-7.4639935400000015,,
131,294,16.65553382873535,776,38800,50.0,38650,0.0612459259480238,0.001,-7.377972619999998,,
,,16.7290380859375,,39000,,38850,0.05522840715944767,0.001,,50.0,-6.8630317000000005
131,296,,780,39000,50.0,,,,-7.372182089999999,,
131,297,16.748683319091796,784,39200,50.0,39050,0.05537540338933468,0.001,-7.245945560000001,,
131,298,16.792994537353515,788,39400,50.0,39250,0.054022356942296026,0.001,-7.248118559999999,,
,,16.86754196166992,,39500,,39350,0.058654005229473116,0.001,,50.0,-6.85547095
131,300,16.8625235748291,792,39600,50.0,39450,0.051332711353898046,0.001,-7.148191020000001,,
131,302,16.911058959960936,796,39800,50.0,39650,0.05828820869326592,0.001,-7.127709649999999,,
,,16.89281204223633,,40000,,39850,0.06368667624890804,0.001,,50.0,-7.030371049999999
131,304,,800,40000,50.0,,,,-7.195930279999999,,
131,305,17.014290618896485,804,40200,50.0,40050,0.0532879351824522,0.001,-7.2348155599999995,,
131,306,17.07745071411133,808,40400,50.0,40250,0.0625462856888771,0.001,-7.210245119999999,,
,,17.032411193847658,,40500,,40350,0.06162403613328934,0.001,,50.0,-6.9530227
131,308,17.119423904418944,812,40600,50.0,40450,0.05957204028964043,0.001,-7.12875258,,
131,310,17.083380966186525,816,40800,50.0,40650,0.07168183617293834,0.001,-7.18846601,,
,,17.170770416259767,,41000,,40850,0.062391936331987384,0.001,,50.0,-7.05251425
131,312,,820,41000,50.0,,,,-7.099595900000001,,
131,313,17.211358261108398,824,41200,50.0,41050,0.07172422982752323,0.001,-7.028028860000001,,
131,315,17.277108459472657,828,41400,50.0,41250,0.05912383370101452,0.001,-6.984517059999999,,
,,17.23170150756836,,41500,,41350,0.05794820003211498,0.001,,50.0,-6.714457099999999
131,317,17.271039276123048,832,41600,50.0,41450,0.06273291632533073,0.001,-7.061310210000001,,
131,318,17.32177474975586,836,41800,50.0,41650,0.06328595757484436,0.001,-7.02063661,,
,,17.368477935791017,,42000,,41850,0.0658394705504179,0.001,,50.0,-6.759062700000001
130,320,,840,42000,50.0,,,,-6.905829529999998,,
131,321,17.45500503540039,844,42200,50.0,42050,0.06132578857243061,0.001,-6.8038079399999996,,
131,323,17.409098052978514,848,42400,50.0,42250,0.07085630789399147,0.001,-6.838579010000001,,
,,17.456703491210938,,42500,,42350,0.05851622179150581,0.001,,50.0,-7.072945649999999
130,325,17.48026382446289,852,42600,50.0,42450,0.06818373546004296,0.001,-6.73508085,,
130,326,17.482686004638673,856,42800,50.0,42650,0.058454605340957644,0.001,-6.618593420000001,,
,,17.55164207458496,,43000,,42850,0.06210745833814144,0.001,,50.0,-6.896914
130,329,,860,43000,50.0,,,,-6.528679720000001,,
130,330,17.61976287841797,864,43200,50.0,43050,0.06247124962508679,0.001,-6.490681810000001,,
130,331,17.64521179199219,868,43400,50.0,43250,0.05535118639469147,0.001,-6.319839279999999,,
,,17.622041015625,,43500,,43350,0.05928494535386562,0.001,,50.0,-7.3268338
130,333,17.714875640869142,872,43600,50.0,43450,0.062502865716815,0.001,-6.395186050000001,,
130,335,17.707713317871093,876,43800,50.0,43650,0.05792720824480057,0.001,-6.464698889999999,,
,,17.795314559936525,,44000,,43850,0.0812571308389306,0.001,,50.0,-6.8951134
130,337,,880,44000,50.0,,,,-6.50139007,,
130,338,17.87457893371582,884,44200,50.0,44050,0.05533862754702568,0.001,-6.586532329999999,,
130,339,17.890453872680663,888,44400,50.0,44250,0.06281844988465309,0.001,-6.67087413,,
,,17.850483703613282,,44500,,44350,0.06612300902605056,0.001,,50.0,-7.3711074
130,341,17.899976196289064,892,44600,50.0,44450,0.0589718171954155,0.001,-6.759412179999998,,
130,342,17.96348014831543,896,44800,50.0,44650,0.0618039833009243,0.001,-6.80900282,,
,,17.979568557739256,,45000,,44850,0.06948476232588291,0.001,,50.0,-6.691600150000001
130,344,,900,45000,50.0,,,,-6.8148810300000005,,
130,345,18.03854347229004,904,45200,50.0,45050,0.06540523156523705,0.001,-6.7386632199999985,,
