train/ent_coef_loss,time/episodes,time/total_timesteps,train/actor_loss,train/critic_loss,train/n_updates,train/learning_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/fps,train/ent_coef,eval/mean_reward,eval/mean_ep_length
-0.6092367172241211,4,253,-11.709049224853516,2.798967123031616,152,0.0003,-27.5810825,63.25,1,134,0.9556302428245544,,
-4.905991554260254,8,1372,-23.947559356689453,0.9055290222167969,1271,0.0003,-80.064247125,171.5,15,90,0.6851346492767334,,
-5.70591402053833,12,1579,-26.524017333984375,1.2792595624923706,1478,0.0003,-63.435941083333326,131.58333333333334,17,90,0.6444396376609802,,
-12.871330261230469,16,3759,-36.30866241455078,1.8501858711242676,3658,0.0003,-126.19469674999999,234.9375,43,85,0.3409663736820221,,
-13.499670028686523,20,4002,-36.65107345581055,2.9507060050964355,3901,0.0003,-106.95933970000002,200.1,46,85,0.3178988993167877,,
-15.850028038024902,,5000,-36.26576232910156,2.281860828399658,4899,0.0003,,,,,0.23892003297805786,-47.78942584424367,531.5
-16.50421905517578,24,5118,-35.90995788574219,2.932725667953491,5017,0.0003,-116.63246416666668,213.25,68,74,0.23102343082427979,,
-18.205245971679688,28,6494,-33.440826416015625,2.9549360275268555,6393,0.0003,-134.9529226785714,231.92857142857142,85,75,0.15650124847888947,,
-18.886640548706055,32,7024,-31.920352935791016,3.8448572158813477,6923,0.0003,-130.08456993750002,219.5,92,76,0.13494309782981873,,
-18.692768096923828,36,7445,-30.817018508911133,2.9320573806762695,7344,0.0003,-122.90991158333337,206.80555555555554,97,76,0.12004311382770538,,
-19.32488441467285,40,7899,-28.74789810180664,2.8825607299804688,7798,0.0003,-117.5521823,197.475,103,76,0.1060553714632988,,
-19.346073150634766,44,8240,-28.060754776000977,3.918267250061035,8139,0.0003,-112.87404409090912,187.27272727272728,107,76,0.09676346927881241,,
-18.32410430908203,48,8685,-26.170961380004883,3.7720537185668945,8584,0.0003,-107.45358422916667,180.9375,112,77,0.08590562641620636,,
-18.47440528869629,,10000,-23.929912567138672,3.1589107513427734,9899,0.0003,,,,,0.060862861573696136,-89.51886144043237,522.5
-17.119346618652344,52,10918,-21.43349838256836,2.8132729530334473,10817,0.0003,-117.30401682692307,209.96153846153845,148,73,0.04795176535844803,,
-15.420332908630371,56,12211,-19.57034683227539,2.1380767822265625,12110,0.0003,-116.65318814285713,218.05357142857142,165,73,0.034608982503414154,,
-13.649374008178711,60,13342,-17.70755386352539,2.1897048950195312,13241,0.0003,-111.98146853333331,222.36666666666667,179,74,0.026398884132504463,,
-8.630806922912598,64,14597,-15.200870513916016,1.622481107711792,14496,0.0003,-105.12453684375,228.078125,196,74,0.02004983276128769,,
-7.202238082885742,,15000,-14.989463806152344,1.706662893295288,14899,0.0003,,,,,0.018518786877393723,11.313632481003879,214.4
-5.374777793884277,68,15788,-15.188431739807129,1.645676612854004,15687,0.0003,-100.34536244117646,232.1764705882353,215,73,0.016098253428936005,,
-4.433354377746582,72,16463,-14.423796653747559,1.8601552248001099,16362,0.0003,-94.10624833333333,228.65277777777777,223,73,0.014497170224785805,,
0.613082766532898,76,18902,-12.901517868041992,1.5089541673660278,18801,0.0003,-86.37134755263156,248.71052631578948,253,74,0.011969899758696556,,
0.7732577323913574,80,19243,-12.703493118286133,1.4630556106567383,19142,0.0003,-80.39056483750001,240.5375,257,74,0.011996922083199024,,
0.03178215026855469,,20000,-12.242244720458984,1.799635887145996,19899,0.0003,,,,,0.012042876332998276,145.88094548850685,507.5
0.6590795516967773,84,21018,-12.090339660644531,1.590247631072998,20917,0.0003,-71.90855370238096,250.21428571428572,289,72,0.011858385056257248,,
1.2603429555892944,88,22104,-12.245857238769531,1.364598274230957,22003,0.0003,-66.61959632954546,251.1818181818182,303,72,0.012169018387794495,,
0.7498563528060913,92,24373,-12.886886596679688,1.5422172546386719,24272,0.0003,-58.116243108695656,264.92391304347825,332,73,0.012319309636950493,,
-2.2282841205596924,,25000,-12.196277618408203,1.362889289855957,24899,0.0003,,,,,0.012663084082305431,157.70992257237648,666.8
0.4838237166404724,96,27239,-12.607810974121094,1.610803246498108,27138,0.0003,-49.44338596875,283.7395833333333,380,71,0.012747731059789658,,
-0.710167646408081,100,29593,-13.662691116333008,1.716609239578247,29492,0.0003,-41.813938369999995,295.93,409,72,0.012720522470772266,,
-0.782672107219696,,30000,-13.379691123962402,1.5853602886199951,29899,0.0003,,,,,0.012813244014978409,126.24479100555831,411.7
0.7539166212081909,104,32357,-14.842903137207031,1.9008105993270874,32256,0.0003,-33.49549448999999,321.04,452,71,0.01287869457155466,,
0.33982178568840027,108,34065,-15.14456558227539,1.5663154125213623,33964,0.0003,-22.44415646,326.93,475,71,0.013024833053350449,,
0.2567381262779236,,35000,-16.071857452392578,1.9368646144866943,34899,0.0003,,,,,0.013082114979624748,181.55735261757218,559.9
-0.2694488763809204,112,36181,-16.080089569091797,1.7902545928955078,36080,0.0003,-14.489117270000007,346.02,514,70,0.013242737390100956,,
1.0662535429000854,116,38431,-16.7066650390625,1.9369797706604004,38330,0.0003,7.716162449999997,346.72,545,70,0.013022404164075851,,
1.2096903324127197,,40000,-17.13327407836914,1.9807515144348145,39899,0.0003,,,,,0.013252782635390759,197.8128537468845,519.3
1.960641622543335,120,40574,-18.210987091064453,2.145615339279175,40473,0.0003,19.08215896,365.72,582,69,0.013234720565378666,,
1.1307041645050049,124,43803,-19.05759048461914,1.7171623706817627,43702,0.0003,36.73193087,386.85,623,70,0.013036009855568409,,
-0.2554693818092346,,45000,-19.642532348632812,1.7361876964569092,44899,0.0003,,,,,0.013340613804757595,222.58649540270562,494.3
0.48830854892730713,128,46580,-20.244230270385742,1.741612434387207,46479,0.0003,59.72554813000001,400.86,667,69,0.013461360707879066,,
-0.5733239650726318,132,47189,-21.303152084350586,2.0404410362243652,47088,0.0003,67.67930944000001,401.65,675,69,0.013443220406770706,,
0.6380462646484375,136,49041,-21.66898536682129,1.9027562141418457,48940,0.0003,79.45252541,415.96,697,70,0.013474101200699806,,
1.0216724872589111,,50000,-22.346878051757812,2.056194305419922,49899,0.0003,,,,,0.013526186347007751,233.5340348520959,500.6
0.5039820671081543,140,51323,-23.07876968383789,1.9602620601654053,51222,0.0003,92.86318284000002,434.24,733,69,0.013448387384414673,,
-1.0516835451126099,144,52841,-24.418048858642578,2.1085925102233887,52740,0.0003,101.85328706000001,446.01,751,70,0.013354742899537086,,
-1.0889322757720947,148,54119,-24.144210815429688,1.6744135618209839,54018,0.0003,111.88488900000002,454.34,767,70,0.013368282467126846,,
0.04046452045440674,,55000,-24.34328269958496,1.9653129577636719,54899,0.0003,,,,,0.013442347757518291,356.8473168399243,656.1
-0.14934587478637695,152,56211,-25.433181762695312,2.0103530883789062,56110,0.0003,128.8273876,452.93,803,69,0.013396743685007095,,
0.49074646830558777,,60000,-27.28968620300293,1.914384126663208,59899,0.0003,,,,,0.01360029075294733,465.8220197988092,678.4
-1.131248950958252,156,60211,-26.928133010864258,2.072958469390869,60110,0.0003,153.53899456999997,480.0,863,69,0.01348220556974411,,
-0.23311059176921844,160,63276,-28.546607971191406,1.789100170135498,63175,0.0003,172.51894733999998,499.34,900,70,0.013894479721784592,,
-0.06006474792957306,,65000,-29.557411193847656,3.0924272537231445,64899,0.0003,,,,,0.014031019993126392,533.8248857199557,841.5
-0.4156756103038788,164,65333,-30.278417587280273,1.8169701099395752,65232,0.0003,185.55105178999997,507.36,941,69,0.01376867201179266,,
-1.0894134044647217,168,68203,-31.68351173400879,2.0376195907592773,68102,0.0003,203.40201882000002,524.15,977,69,0.014140951447188854,,
0.9906136393547058,,70000,-32.090999603271484,1.9901983737945557,69899,0.0003,,,,,0.013788875192403793,476.8597793118348,732.4
-0.14066621661186218,172,72203,-32.550628662109375,1.7846214771270752,72102,0.0003,228.34005104000005,557.4,1037,69,0.013793893158435822,,
0.05257558822631836,176,73823,-32.70572280883789,1.4496606588363647,73722,0.0003,237.34259951000004,549.21,1057,69,0.013797511346638203,,
0.21434779465198517,180,74554,-33.54109191894531,2.5412659645080566,74453,0.0003,241.29574369,553.11,1066,69,0.013945741578936577,,
0.8637346029281616,,75000,-33.61994171142578,2.0152907371520996,74899,0.0003,,,,,0.01369029562920332,605.0427046788798,853.6
0.5941939949989319,184,76633,-35.68792724609375,2.6462550163269043,76532,0.0003,251.60217354,556.15,1105,69,0.01363991480320692,,
