time/total_timesteps,train/actor_loss,train/learning_rate,train/ent_coef_loss,train/critic_loss,time/fps,time/episodes,train/ent_coef,rollout/ep_rew_mean,train/n_updates,rollout/ep_len_mean,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
1124,-22.927087783813477,0.0003,-4.048619747161865,2.4056873321533203,101,4,0.7365918159484863,-117.16303175,1023,281.0,11,,
1597,-28.2960262298584,0.0003,-5.7534403800964355,1.634073257446289,96,8,0.6403781175613403,-90.264291625,1496,199.625,16,,
1974,-31.42888641357422,0.0003,-7.139142990112305,1.399977684020996,94,12,0.5731399655342102,-70.07479716666667,1873,164.5,20,,
3312,-38.07538604736328,0.0003,-11.467089653015137,1.9856480360031128,91,16,0.3891703486442566,-101.25374343749999,3211,207.0,36,,
5000,-38.77454376220703,0.0003,-15.284449577331543,2.360322952270508,,,0.24014094471931458,,4899,,,4.590114027480013,517.2
5509,-37.577571868896484,0.0003,-16.6439266204834,2.696228265762329,80,20,0.20793521404266357,-155.7010948,5408,275.45,68,,
5935,-37.61449432373047,0.0003,-17.388553619384766,3.1621217727661133,81,24,0.18438851833343506,-142.70695625,5834,247.29166666666666,72,,
6377,-36.11799621582031,0.0003,-17.766578674316406,4.098021507263184,82,28,0.1627981811761856,-134.562525,6276,227.75,77,,
8405,-31.407054901123047,0.0003,-19.649751663208008,2.6956684589385986,84,32,0.09336384385824203,-153.21501915624998,8304,262.65625,98,,
8968,-29.153362274169922,0.0003,-19.629667282104492,2.554872512817383,85,36,0.08018667250871658,-142.8594079444444,8867,249.11111111111111,104,,
10000,-27.046415328979492,0.0003,-19.407718658447266,2.537438154220581,,,0.060914017260074615,,9899,,,-23.68961621857634,179.1
10216,-25.97797203063965,0.0003,-18.93533706665039,2.779608726501465,84,40,0.057520247995853424,-139.63665422499997,10115,255.4,121,,
11669,-23.289966583251953,0.0003,-15.783281326293945,2.117990732192993,85,44,0.03957241401076317,-136.88970372727275,11568,265.20454545454544,137,,
12894,-19.382286071777344,0.0003,-15.71299934387207,2.139348030090332,85,48,0.029306042939424515,-131.61356127083334,12793,268.625,150,,
15000,-16.711589813232422,0.0003,-7.801794528961182,1.5869907140731812,,,0.018565695732831955,,14899,,,27.03495942943555,399.5
15952,-16.425771713256836,0.0003,-4.827677249908447,1.4812073707580566,84,52,0.01567678526043892,-127.10655976923077,15851,306.7692307692308,189,,
17362,-14.721778869628906,0.0003,-4.843477725982666,1.605318307876587,85,56,0.013055681250989437,-116.24133937499998,17261,310.0357142857143,204,,
19387,-14.52454662322998,0.0003,-0.1485764980316162,1.525246024131775,86,60,0.01209264062345028,-105.16907079999997,19286,323.1166666666667,224,,
20000,-13.854253768920898,0.0003,-0.4948015809059143,1.8771547079086304,,,0.011892293579876423,,19899,,,85.41698521023791,453.5
21067,-13.75433349609375,0.0003,0.34069928526878357,1.8869414329528809,84,64,0.011966446414589882,-95.573800453125,20966,329.171875,249,,
23571,-12.79368782043457,0.0003,0.1608576476573944,1.6455655097961426,85,68,0.01221421081572771,-81.4400463235294,23470,346.63235294117646,276,,
25000,-13.508075714111328,0.0003,1.2702913284301758,2.662745237350464,,,0.012502330355346203,,24899,,,153.58790840642467,488.6
25097,-13.355423927307129,0.0003,0.21584999561309814,1.5169668197631836,83,72,0.01248632837086916,-70.50994227777778,24996,348.56944444444446,299,,
26750,-14.161113739013672,0.0003,0.722912073135376,1.9380333423614502,84,76,0.012384740635752678,-59.11427142105263,26649,351.9736842105263,317,,
27943,-13.844671249389648,0.0003,-1.6555848121643066,1.5529284477233887,84,80,0.01250739861279726,-51.6000815,27842,349.2875,330,,
29778,-14.71277904510498,0.0003,0.5611063241958618,1.419525384902954,84,84,0.012779994867742062,-40.89196429761905,29677,354.5,350,,
30000,-15.483585357666016,0.0003,-0.6426557898521423,1.4376919269561768,,,0.012754656374454498,,29899,,,227.29306387163814,652.3
32113,-15.844758987426758,0.0003,-0.7410556077957153,1.2986397743225098,83,88,0.012749409303069115,-30.40787728409091,32012,364.92045454545456,385,,
35000,-17.68115997314453,0.0003,0.4419173002243042,1.1100821495056152,,,0.012892857193946838,,34899,,,143.91992352930538,283.8
35214,-17.81542205810547,0.0003,0.5480844378471375,1.6025242805480957,83,92,0.012905355542898178,-16.16203659782609,35113,382.7608695652174,422,,
36923,-18.415771484375,0.0003,-0.2538736164569855,1.9586511850357056,83,96,0.013031025417149067,-6.7379273229166685,36822,384.6145833333333,440,,
39623,-20.747800827026367,0.0003,-0.5019086599349976,1.4414433240890503,84,100,0.013378951698541641,5.884511209999999,39522,396.23,469,,
40000,-19.862401962280273,0.0003,0.37966620922088623,1.3232319355010986,,,0.013288560323417187,,39899,,,225.28980334062945,496.0
