train/learning_rate,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,time/fps,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,rollout/ep_len_mean,eval/mean_ep_length,eval/mean_reward
0.001,662933,661874,2021.9502501000002,81,684,8160,10.40875504398346,-158.3802618713379,995.04,,
0.001,665000,664874,,,,,9.877981744289398,-157.0795563354492,,951.8,1099.7938032737352
0.001,666933,665874,2018.0168856399998,81,688,8203,10.154716057777405,-156.9553893737793,995.04,,
0.001,670000,669874,,,,,9.206459228038788,-155.10503677368163,,1000.0,1630.7014251181856
,670933,,1957.8639132299995,81,692,8248,,,995.04,,
0.001,674933,673874,1956.2424200899998,81,696,8278,9.597917819023133,-154.32811962890625,995.04,,
0.001,675000,674874,,,,,9.528877923488617,-153.99295178222656,,1000.0,2318.98748453483
0.001,678933,677874,1982.0524704,81,700,8325,8.634426558017731,-153.41681283569335,995.04,,
0.001,680000,679874,,,,,8.270758315563201,-152.51352206420898,,1000.0,2241.6217930913904
0.001,682933,681874,1979.3141362300003,81,704,8370,8.16674911236763,-152.6561787109375,995.04,,
0.001,685000,684874,,,,,7.498772516727447,-152.1946923522949,,1000.0,2292.0393012948334
0.001,686933,685874,1977.98476468,81,708,8414,8.101627028465272,-151.9886018371582,995.04,,
0.001,690000,689874,,,,,8.123476203918457,-152.4787568359375,,1000.0,2399.132442250103
,690933,,1977.77144799,81,712,8459,,,995.04,,
0.001,694933,693874,1939.3227816600001,81,716,8489,7.820929366111756,-153.24984259033204,995.04,,
0.001,695000,694874,,,,,7.653137825489044,-153.33661096191406,,1000.0,2327.601607157849
0.001,698933,697874,1938.44477071,81,720,8532,6.953361020088196,-154.10861029052734,995.04,,
0.001,700000,699874,,,,,7.1710655481815335,-154.0794292602539,,1000.0,2251.2581042407082
0.001,702933,701874,1935.82388259,81,724,8575,7.573188609361648,-154.30174884033204,995.04,,
0.001,705000,704874,,,,,7.908176875829697,-154.59047009277344,,1000.0,2250.027649680595
0.001,706933,705874,1934.43763309,82,728,8619,7.430203138113022,-154.50363464355468,995.04,,
0.001,710000,709874,,,,,7.879842720270156,-155.72094052124024,,1000.0,2398.9538775904803
,710933,,1935.78822152,82,732,8664,,,995.04,,
0.001,714933,713874,1937.53278478,82,736,8693,7.157406606435776,-156.9438103942871,995.04,,
0.001,715000,714874,,,,,6.96393385720253,-156.89726614379882,,1000.0,2286.9858838316986
0.001,718933,717874,1932.37172161,82,740,8739,7.2941386022567745,-157.18707928466796,995.04,,
0.001,720000,719874,,,,,7.392123814821243,-157.46711590576172,,1000.0,2370.787631244585
0.001,722933,721874,1923.52899853,82,744,8784,7.135393956661225,-157.45022521972658,995.04,,
0.001,725000,724874,,,,,7.197683056354522,-156.8025245666504,,1000.0,2353.8864747168495
0.001,726933,725874,1933.79681834,82,748,8830,7.385373606443405,-156.67524688720704,1000.0,,
0.001,730000,729874,,,,,7.961922181129456,-156.14761209106445,,1000.0,2305.544024983421
,730933,,1965.2814621600003,82,752,8877,,,1000.0,,
0.001,734933,733874,1970.1429825800003,82,756,8909,8.028703063249589,-155.98159194946288,1000.0,,
0.001,735000,734874,,,,,7.755770659685135,-156.58124395751952,,1000.0,2281.1705230884254
0.001,738933,737874,1970.56316439,82,760,8956,7.696806787490845,-156.6862333984375,1000.0,,
0.001,740000,739874,,,,,7.159893070936203,-156.3635154724121,,1000.0,2417.6458443150855
0.001,742933,741874,1974.7594010399998,82,764,9002,6.835227305173874,-156.7281778564453,1000.0,,
0.001,745000,744874,,,,,6.5603542532920835,-157.48403439331054,,1000.0,2339.2303496371956
0.001,746933,745874,2046.11988865,82,768,9047,6.860262801170349,-157.34398641967775,1000.0,,
0.001,750000,749874,,,,,7.010050568580628,-158.43084356689454,,1000.0,2046.2413305650348
,750933,,2080.1418152700003,82,772,9094,,,1000.0,,
0.001,754933,753874,2128.97763398,82,776,9126,6.606649282932281,-158.8207772216797,1000.0,,
0.001,755000,754874,,,,,7.11790930557251,-159.00133743286133,,1000.0,2016.8670709761325
0.001,758933,757874,2174.9122270499997,82,780,9172,6.716800009489059,-159.1451279296875,1000.0,,
0.001,760000,759874,,,,,6.74160312795639,-159.48119537353514,,1000.0,2396.717590393685
0.001,762933,761874,2176.4429663600004,82,784,9218,6.732170850276947,-159.18513244628906,1000.0,,
0.001,765000,764874,,,,,6.722686512470245,-159.01480242919922,,1000.0,2002.1929104933515
0.001,766933,765874,2184.4744988,82,788,9262,6.6475199239254,-159.05599838256836,1000.0,,
0.001,770000,769874,,,,,7.089389098644257,-158.90320370483397,,1000.0,2453.5235271088777
,770933,,2250.18831009,82,792,9308,,,1000.0,,
0.001,774933,773874,2218.59976955,82,796,9339,7.3508855946064,-159.41205709838866,1000.0,,
0.001,775000,774874,,,,,7.094512441635132,-159.33294506835938,,1000.0,2492.3449659107255
0.001,778933,777874,2230.18476645,83,800,9384,7.042747610807419,-159.96215203857423,1000.0,,
0.001,780000,779874,,,,,6.858631312608719,-159.7676244506836,,1000.0,2444.8888623568228
0.001,782101,781042,2216.55974481,83,804,9421,6.98247283744812,-160.13612408447267,991.68,,
0.001,785000,784042,,,,,6.57762919998169,-160.94274404907227,,1000.0,2432.946673121443
0.001,786101,785042,2223.40166356,83,808,9465,6.200311257123947,-161.0026262817383,991.68,,
0.001,790000,789042,,,,,6.223169667959214,-161.54355017089844,,1000.0,2477.2617328742517
,790101,,2227.7379142299997,83,812,9508,,,991.68,,
0.001,794101,793042,2266.6104713799996,83,816,9537,6.736366935968399,-161.49114910888673,991.68,,
0.001,795000,794042,,,,,6.770886151790619,-161.4590843811035,,1000.0,2381.2118931869977
0.001,798101,797042,2270.7393772,83,820,9580,6.603405854940414,-162.00776693725587,991.68,,
0.001,800000,799042,,,,,6.573913547515869,-162.11864260864257,,1000.0,2466.0800574974623
0.001,802101,801042,2276.7217149100006,83,824,9624,6.542932168960571,-162.4055534362793,991.68,,
0.001,805000,804042,,,,,6.909633114337921,-162.3681092224121,,1000.0,2449.5754754975437
0.001,806101,805042,2282.61108838,83,828,9667,6.639167718648911,-162.20033001708984,991.68,,
0.001,810000,809042,,,,,6.460192757844925,-163.1371325378418,,1000.0,2471.4138428501783
,810101,,2286.74963101,83,832,9710,,,991.68,,
0.001,814101,813042,2291.5766033100003,83,836,9738,6.956052096128464,-163.64061013793946,991.68,,
0.001,815000,814042,,,,,6.745395860910415,-163.88066513061523,,1000.0,2498.9565792113544
0.001,818101,817042,2297.96585687,83,840,9781,6.78744526386261,-164.6582258605957,991.68,,
0.001,820000,819042,,,,,6.701196560382843,-165.57280834960937,,1000.0,2475.212742469087
0.001,822101,821042,2309.97268343,83,844,9825,6.75105355143547,-165.8815941467285,991.68,,
0.001,825000,824042,,,,,7.170996356010437,-166.3525549621582,,1000.0,2504.1066743291913
0.001,826101,825042,2316.63413699,83,848,9868,7.419348320007324,-166.71331549072266,991.68,,
0.001,829911,828852,2320.4711147700004,83,852,9896,7.7253649296583955,-166.28713081265673,989.78,,
0.001,830000,829852,,,,,7.773410219192505,-166.29611953735352,,1000.0,1805.4858145257458
0.001,833911,832852,2326.75845458,83,856,9939,8.742579476118088,-165.97690774536133,989.78,,
0.001,835000,834852,,,,,9.03547581744194,-165.98233068847657,,1000.0,2372.340760099841
0.001,837911,836852,2299.4292431599997,83,860,9982,8.569360184431076,-166.21380700683594,989.78,,
0.001,840000,839852,,,,,9.29110035276413,-165.6673868713379,,1000.0,2506.1008521946615
0.001,841911,840852,2299.17573272,83,864,10025,9.410050231695175,-165.20019537353517,989.78,,
0.001,845000,844852,,,,,9.965470103979111,-164.68516690063475,,1000.0,2470.068697388936
,845911,,2306.10387564,84,868,10068,,,989.78,,
0.001,849911,848852,2308.79691556,84,872,10096,9.727445792913437,-164.21717416381836,989.78,,
0.001,850000,849852,,,,,9.4618078353405,-164.15705001831054,,1000.0,2338.3356419589372
0.001,853911,852852,2309.44594262,84,876,10139,9.642041271686553,-163.23278717041015,989.78,,
0.001,855000,854852,,,,,10.369131358385086,-162.09639065551758,,1000.0,2392.3653268164026
0.001,857911,856852,2309.81903654,84,880,10182,9.382535643577576,-162.09469882202148,989.78,,
0.001,860000,859852,,,,,9.267685046434403,-161.2343243713379,,1000.0,2339.8772210622674
0.001,861911,860852,2341.31031895,84,884,10226,8.98826592350006,-161.84443594360351,989.78,,
0.001,865000,864852,,,,,8.813966284036637,-162.4726177368164,,1000.0,2460.507867667824
,865911,,2340.0459189900002,84,888,10270,,,989.78,,
0.001,869911,868852,2337.33364226,84,892,10301,8.823986400604248,-162.8309721069336,989.78,,
0.001,870000,869852,,,,,8.62987774515152,-162.95877084350585,,1000.0,2463.010801649466
0.001,873911,872852,2374.7981041000003,84,896,10348,8.119558259010315,-162.89346151733398,989.78,,
0.001,875000,874852,,,,,7.394263410806656,-163.540268157959,,1000.0,2565.598895352101
0.001,877911,876852,2373.68417722,84,900,10394,7.566054407835007,-163.85126626586913,989.78,,
0.001,880000,879852,,,,,7.8351760761737825,-164.08149423217773,,1000.0,2392.7684062547983
0.001,881911,880852,2393.01225541,84,904,10439,7.812511018753051,-163.71509387207033,998.1,,
0.001,885000,884852,,,,,9.338049339532851,-162.9050991821289,,1000.0,2452.4544550208375
,885911,,2392.50427795,84,908,10485,,,998.1,,
0.001,889911,888852,2393.42690173,84,912,10516,9.458496042728424,-163.60310580444337,998.1,,
0.001,890000,889852,,,,,9.274291915893555,-163.41629708862305,,1000.0,2474.592467171792
0.001,893911,892852,2399.89585566,84,916,10564,8.974739837646485,-163.473893157959,998.1,,
0.001,895000,894852,,,,,8.836165842533111,-164.19916772460937,,1000.0,2553.4867820899003
0.001,897911,896852,2402.23690387,84,920,10611,8.993433443784713,-164.4738562927246,998.1,,
0.001,900000,899852,,,,,9.285134542703629,-165.3096626586914,,1000.0,2530.8461580619214
0.001,901911,900852,2400.80438048,84,924,10658,8.769452748060226,-165.45235009765625,998.1,,
0.001,905000,904852,,,,,8.342565701961517,-165.36265161132812,,1000.0,2010.800135301426
,905911,,2399.8401053,84,928,10705,,,998.1,,
0.001,909911,908852,2404.5467694100003,84,932,10737,7.941967735052109,-166.8007628173828,998.1,,
0.001,910000,909852,,,,,7.69945232129097,-166.7442147216797,,1000.0,1273.2883678875864
0.001,913911,912852,2363.9733406600003,84,936,10784,7.120641828775406,-166.97879510498046,998.1,,
0.001,915000,914852,,,,,6.807215367078781,-166.7290960998535,,1000.0,2550.3377515845
0.001,917911,916852,2367.0310182900002,84,940,10832,6.570008254766464,-167.14226177978514,998.1,,
0.001,920000,919852,,,,,7.313871542215347,-167.40488403320313,,1000.0,2586.101657412574
0.001,921911,920852,2369.72929304,84,944,10879,7.168909739255906,-167.23103826904295,998.1,,
0.001,925000,924852,,,,,6.583389499425888,-167.41122341918944,,1000.0,2529.7978500369004
,925911,,2371.4369857999995,84,948,10926,,,998.1,,
0.001,929911,928852,2383.64386779,84,952,10958,6.814094739913941,-167.41586544799804,1000.0,,
0.001,930000,929852,,,,,6.755120948314667,-167.42977450561523,,1000.0,2443.8580547684805
0.001,933911,932852,2334.89369849,84,956,11005,6.57026878118515,-166.94064642333984,1000.0,,
0.001,935000,934852,,,,,6.768322793006897,-166.58961654663085,,1000.0,2320.79588733362
0.001,937911,936852,2366.23462251,84,960,11052,7.0378642971515655,-166.60065689086915,1000.0,,
0.001,940000,939852,,,,,6.821171367645264,-166.9363985595703,,1000.0,2349.2998074216766
0.001,941911,940852,2368.18183615,84,964,11099,7.326202843666077,-166.88566036987305,1000.0,,
0.001,945000,944852,,,,,6.950139105319977,-167.4235591430664,,1000.0,2492.9898357077996
,945911,,2368.7225083800004,84,968,11146,,,1000.0,,
0.001,949832,948773,2368.6942936600003,84,972,11178,7.460739726781845,-167.66520285034179,999.21,,
0.001,950000,949773,,,,,7.479173249483108,-168.0523066711426,,1000.0,2554.708775936067
0.001,953832,952773,2374.9892967400006,84,976,11225,7.320883039951324,-168.45718969726562,999.21,,
0.001,955000,954773,,,,,7.931490928888321,-168.60011581420898,,1000.0,2668.0429937513545
0.001,957832,956773,2384.08104663,84,980,11273,7.466782037258148,-168.75546136474608,999.21,,
0.001,960000,959194,,,,,5.238221202577863,-171.63674545288086,,1000.0,2600.013625623286
,960253,,2350.6728354899997,84,984,11306,,,983.42,,
0.001,964253,963194,2354.0092521200004,85,988,11336,7.513889442205429,-169.4484673461914,983.42,,
0.001,965000,964902,,,,,8.3352392639144,-169.1789639144294,,822.2,1998.7474170995877
0.001,967961,966902,2307.65309981,85,992,11379,8.04602350306511,-168.8270121459961,980.5,,
0.001,970000,969902,,,,,7.859474926710129,-168.7627201538086,,1000.0,2107.4027227107435
0.001,971961,970902,2315.2202479099997,85,996,11427,7.391903500080109,-168.4242648010254,980.5,,
0.001,975000,974902,,,,,7.896368005752564,-168.80536932373047,,1000.0,2563.8885487176476
,975961,,2284.42304003,85,1000,11475,,,980.5,,
0.001,979961,978902,2292.7330574899997,85,1004,11509,8.301009746551514,-168.66031439208984,980.5,,
0.001,980000,979902,,,,,9.09814742231369,-168.37737423706054,,1000.0,2678.1799353279175
0.001,983961,982902,2300.5979934800002,85,1008,11559,9.398371248722077,-168.13172058105468,980.5,,
0.001,985000,984902,,,,,8.336745838165283,-168.84864022827148,,1000.0,2617.04070710782
0.001,987961,986902,2308.2251496900003,85,1012,11607,7.997496735811233,-169.0581396484375,980.5,,
0.001,990000,989902,,,,,8.666450749397278,-169.12289028930664,,973.6,2346.144006510777
0.001,991961,990902,2308.73212087,85,1016,11654,8.291861087322236,-169.12729083251952,980.5,,
0.001,995000,994902,,,,,9.366214910268784,-169.24020504760742,,1000.0,2655.2576611869035
,995961,,2314.18795792,85,1020,11699,,,980.5,,
0.001,999961,998902,2320.5252650299994,85,1024,11730,8.352621674776078,-169.70370086669922,980.5,,
0.001,1000000,999902,,,,,8.996961985349655,-169.91637603759764,,1000.0,1769.5109415993095
0.001,1003961,1002902,2324.54924512,85,1028,11776,8.87551424407959,-170.00890411376952,980.5,,
0.001,1005000,1004902,,,,,9.372531184911727,-170.87905487060547,,1000.0,2594.075005382416
0.001,1007961,1006902,2322.2952171800002,85,1032,11822,10.283686829090119,-170.8420461730957,980.5,,
0.001,1010000,1009902,,,,,11.527500608682633,-173.3818260498047,,1000.0,2266.942692330759
0.001,1011961,1010902,2364.9629668000002,85,1036,11869,13.06897775387764,-174.355900390625,980.5,,
0.001,1015000,1014902,,,,,13.439127246379853,-175.21270162963867,,1000.0,1971.0508427947411
,1015961,,2326.43509596,85,1040,11916,,,980.5,,
0.001,1019961,1018902,2277.3696966300004,85,1044,11947,10.518919234991074,-175.09641360473634,980.5,,
0.001,1020000,1019902,,,,,9.450878118991852,-174.4439705505371,,1000.0,1735.6269721226301
0.001,1023961,1022902,2248.96698927,85,1048,11994,8.975265801906586,-173.81995962524414,980.5,,
0.001,1025000,1024902,,,,,7.913778306484223,-174.05418200683593,,1000.0,2448.5731422870567
0.001,1027961,1026902,2247.11043708,85,1052,12040,8.985438468456268,-173.91696856689452,980.5,,
0.001,1030000,1029902,,,,,8.459898590564729,-174.51299798583983,,1000.0,1678.1347708810122
0.001,1031961,1030902,2237.04263356,85,1056,12086,8.354237310171127,-174.46628042602538,980.5,,
0.001,1035000,1034902,,,,,7.433527737140656,-172.8955871887207,,1000.0,2130.6736300517105
,1035961,,2208.0468138700003,85,1060,12136,,,980.5,,
0.001,1039961,1038902,2182.4731211099997,85,1064,12169,7.4524607627391815,-172.13634292602538,980.5,,
0.001,1040000,1039902,,,,,7.862388710021973,-171.83822430419923,,1000.0,2519.025908287242
0.001,1043961,1042902,2185.67126395,85,1068,12215,7.913856538534165,-171.74587783813476,980.5,,
0.001,1045000,1044902,,,,,8.720849662065506,-171.55579159545897,,1000.0,2601.1191869764125
0.001,1047961,1046902,2192.81538412,85,1072,12264,8.99168364238739,-171.4438811645508,981.29,,
0.001,1050000,1049902,,,,,9.105697782039643,-170.71570263671876,,1000.0,2611.7714630015194
0.001,1051961,1050902,2191.4163211799996,85,1076,12311,9.161207106351853,-171.6134060058594,981.29,,
0.001,1055000,1054902,,,,,10.980965193748474,-172.0705121459961,,1000.0,2631.782816630136
,1055961,,2189.7991383099998,85,1080,12360,,,981.29,,
0.001,1059961,1058902,2231.5123936399996,85,1084,12393,11.392996254444123,-173.74841482543945,997.08,,
0.001,1060000,1059902,,,,,11.332893203258514,-173.67512408447266,,1000.0,2434.7584355907516
0.001,1063961,1062902,2229.99194349,85,1088,12441,11.364110884666443,-173.92369412231446,997.08,,
0.001,1065000,1064902,,,,,11.704533131599426,-172.6177114868164,,957.3,2415.971740215842
0.001,1067961,1066902,2282.6956334,85,1092,12488,11.985434611797332,-172.13821759033203,1000.0,,
0.001,1070000,1069902,,,,,11.788443298339844,-171.0711405029297,,1000.0,2557.840811274387
0.001,1071961,1070902,2283.80722806,85,1096,12539,12.785885362148285,-170.76887698364257,1000.0,,
0.001,1075000,1074902,,,,,11.75777029323578,-171.26492321777343,,944.5,2055.1220890762984
,1075961,,2320.3795915700002,85,1100,12586,,,1000.0,,
0.001,1079961,1078902,2311.8956111400003,85,1104,12618,11.880760288715363,-172.29658450317382,1000.0,,
0.001,1080000,1079902,,,,,11.781326725482941,-173.27452011108397,,1000.0,2088.619029964693
0.001,1083961,1082902,2299.0788758699996,85,1108,12667,12.604811219215392,-174.92355731201172,1000.0,,
0.001,1085000,1084902,,,,,11.767456404447556,-175.33122521972658,,1000.0,2056.628127025929
0.001,1087961,1086902,2288.40985728,85,1112,12719,11.157517168521881,-176.24834576416015,1000.0,,
0.001,1090000,1089902,,,,,11.098854428052903,-176.26551568603514,,1000.0,2264.6133643581534
0.001,1091961,1090902,2284.20343765,85,1116,12771,10.537222397089005,-176.8515890197754,1000.0,,
0.001,1095000,1094902,,,,,10.862012129783631,-177.25818701171875,,1000.0,2432.820487377886
,1095961,,2277.7600170299997,85,1120,12821,,,1000.0,,
0.001,1099961,1098902,2272.57812655,85,1124,12855,10.020966650485992,-176.90534649658204,1000.0,,
0.001,1100000,1099902,,,,,10.174627756118774,-176.5904241027832,,1000.0,2518.582945044525
0.001,1103961,1102902,2211.91411313,85,1128,12905,10.26034649014473,-176.33038290405273,1000.0,,
0.001,1105000,1104902,,,,,10.846491906166076,-176.00612963867187,,975.4,2519.364465022646
0.001,1107961,1106902,2210.3950379800003,85,1132,12956,10.783274758815766,-175.44099389648437,1000.0,,
0.001,1110000,1109902,,,,,9.484421202898025,-176.43479095458986,,1000.0,2409.2697441320865
0.001,1111961,1110902,2207.66148779,85,1136,13006,9.415499589443208,-176.00617071533202,1000.0,,
0.001,1114530,1114453,2209.9899712200004,85,1140,13035,9.660234616994858,-176.35063970947266,985.69,,
0.001,1115000,1114471,,,,,8.675099849700928,-175.1664072672526,,1000.0,2321.480573897308
0.001,1118530,1117471,2220.4001062000007,85,1144,13079,9.806235371112823,-175.77430606079102,985.69,,
0.001,1120000,1119471,,,,,10.32275314259529,-175.63565396118165,,908.1,2282.2044758968054
0.001,1121651,1121471,2226.92177749,85,1148,13127,11.375269580364227,-175.66150411987306,976.9,,
0.001,1125000,1124592,,,,,10.51512931227684,-175.48023971557618,,1000.0,2548.249501231313
,1125651,,2230.4148868700004,85,1152,13170,,,976.9,,
0.001,1129651,1128592,2287.88269004,85,1156,13202,10.901271264791488,-175.89491497802734,976.9,,
0.001,1130000,1129592,,,,,10.487390219449997,-176.15706127929687,,1000.0,2481.445523182151
0.001,1133651,1132592,2321.68782174,85,1160,13252,10.044902507543563,-176.11593142700195,976.9,,
0.001,1135000,1134592,,,,,9.7122062458992,-176.44131594848633,,1000.0,2541.0417472895233
0.001,1137651,1136592,2352.0235880799996,85,1164,13299,9.322722631216049,-176.17140670776368,976.9,,
0.001,1140000,1139592,,,,,9.71763867521286,-176.29918560791015,,1000.0,2562.486136605963
0.001,1141651,1140592,2350.85034419,85,1168,13346,8.734757355213166,-176.4791766052246,976.9,,
0.001,1145000,1144592,,,,,9.142424448609352,-176.8023453979492,,1000.0,2595.7271693535613
,1145651,,2349.2540891500003,85,1172,13394,,,976.9,,
0.001,1149651,1148592,2352.6478722800002,85,1176,13427,8.51152624487877,-177.0918410949707,976.9,,
0.001,1150000,1149592,,,,,8.312116689443588,-177.47010681152344,,1000.0,2613.41986290738
0.001,1153651,1152592,2356.2254398500004,85,1180,13476,8.501074757099152,-177.80305850219727,976.9,,
0.001,1155000,1154592,,,,,8.133902056932449,-177.7416912536621,,1000.0,2579.6071383490225
0.001,1157651,1156592,2354.14102055,85,1184,13528,8.335459008932114,-178.1130587158203,976.9,,
0.001,1160000,1159592,,,,,8.594527298212052,-179.20102825927734,,1000.0,2508.9519416401163
0.001,1161651,1160592,2356.3945226600003,85,1188,13578,9.068497795581818,-179.76488842773438,976.9,,
0.001,1165000,1164592,,,,,8.350673081874847,-179.7996705932617,,1000.0,2061.1393582295627
,1165651,,2307.6718208400002,85,1192,13625,,,976.9,,
0.001,1169651,1168592,2302.84195098,85,1196,13657,8.008112125396728,-180.22013665771485,976.9,,
0.001,1170000,1169592,,,,,8.250607403516769,-180.43784075927735,,1000.0,2533.4826450951396
0.001,1173651,1172592,2300.78639318,85,1200,13704,7.197615966320038,-180.66365167236327,976.9,,
0.001,1175000,1174592,,,,,6.666901738643646,-180.73950354003907,,1000.0,2636.3919182736427
0.001,1177349,1176290,2299.22110235,85,1204,13747,7.314008525244486,-180.95763110841241,973.88,,
0.001,1180000,1179290,,,,,7.197324107408524,-180.99473419189454,,988.2,2510.452514475584
0.001,1181349,1180290,2309.9674386900006,85,1208,13793,7.077932812690735,-181.0645514831543,973.88,,
0.001,1184868,1183809,2306.90842745,85,1212,13822,7.1453358716964726,-180.70276248168946,969.07,,
0.001,1185000,1184809,,,,,7.653153930187226,-180.9331146850586,,1000.0,2639.05935842935
0.001,1188868,1187809,2315.44246721,85,1216,13868,7.303340352773667,-181.63008279418946,969.07,,
0.001,1190000,1189809,,,,,7.479932043552399,-181.16389929199218,,1000.0,2574.4960128167645
0.001,1192868,1191809,2322.5407979499996,85,1220,13915,7.001737192630768,-181.60131411743163,969.07,,
0.001,1195000,1194809,,,,,7.482459090232849,-181.3858394165039,,1000.0,2650.8328312087806
0.001,1196868,1195809,2331.39678288,85,1224,13962,6.925244629859924,-181.28522109985352,969.07,,
0.001,1200000,1199809,,,,,7.508843556880951,-181.93112216186523,,901.8,2285.6262040877714
,1200868,,2394.1336063,85,1228,14008,,,969.07,,
0.001,1204868,1203809,2397.15955474,85,1232,14041,8.007801753044129,-182.29382360839844,969.07,,
0.001,1205000,1204809,,,,,7.738897646903991,-182.0560531616211,,1000.0,2665.0095464172773
0.001,1208163,1207104,2380.4495178099996,85,1236,14082,8.271815948163049,-182.20875188466664,962.02,,
0.001,1210000,1209104,,,,,7.990437934398651,-182.1679767150879,,1000.0,2670.6975069700275
0.001,1212163,1211104,2422.6645352699998,85,1240,14130,7.673139533519745,-182.3188960876465,976.33,,
0.001,1215000,1214104,,,,,7.571136253595352,-182.77912365722656,,1000.0,2615.4652343275957
0.001,1216163,1215104,2464.85356963,85,1244,14177,7.294574807882309,-183.10442868041991,976.33,,
0.001,1220000,1219104,,,,,7.216039754867554,-182.77701007080077,,1000.0,2600.5648811087012
,1220163,,2491.98407577,85,1248,14224,,,985.12,,
0.001,1224163,1223104,2499.87779449,85,1252,14257,7.382778000831604,-183.37683532714843,985.12,,
0.001,1225000,1224104,,,,,7.095305503845215,-183.303064453125,,1000.0,2656.099923964031
0.001,1228163,1227104,2507.24718104,85,1256,14304,7.178399128198624,-183.37107705688476,985.12,,
0.001,1230000,1229104,,,,,7.179221392393112,-183.7431261291504,,1000.0,2548.308750482183
0.001,1232163,1231104,2510.8552389200004,85,1260,14352,7.396725727081299,-183.77734194946288,985.12,,
0.001,1235000,1234104,,,,,7.963426744222641,-183.27820401000977,,1000.0,2479.044317674171
0.001,1236163,1235104,2513.91299646,85,1264,14400,6.977083051919937,-183.450775390625,985.12,,
0.001,1240000,1239104,,,,,7.340125323057174,-183.21134338378906,,1000.0,2603.4989144120364
,1240163,,2459.0060148899997,85,1268,14448,,,985.12,,
0.001,1244163,1243104,2463.1349032499998,85,1272,14480,7.757292684316635,-183.30058618164063,985.12,,
0.001,1245000,1244104,,,,,7.198334310293197,-183.9565557861328,,1000.0,2697.859785745293
0.001,1248163,1247104,2467.30151183,85,1276,14527,7.316722151994705,-183.6343089904785,985.12,,
0.001,1250000,1249104,,,,,7.643724986076355,-184.01222219848634,,1000.0,2763.2774616152046
0.001,1252163,1251104,2470.38647881,85,1280,14574,7.489437557935715,-184.21418893432616,985.12,,
0.001,1255000,1254104,,,,,6.840101852655411,-184.26912472534178,,1000.0,2717.8227021377534
0.001,1256163,1255104,2479.65956282,85,1284,14622,7.239124559640884,-184.5519178466797,985.12,,
0.001,1260000,1259104,,,,,7.704742532491684,-184.38495593261717,,1000.0,2637.308158938028
,1260163,,2482.45557341,85,1288,14671,,,985.12,,
0.001,1264163,1263104,2536.81891203,85,1292,14703,7.379922275543213,-184.4651971130371,985.12,,
0.001,1265000,1264104,,,,,7.468841807126999,-184.18376083374022,,1000.0,2654.6851940723136
0.001,1267797,1266738,2534.7421217,85,1296,14747,7.743535916511945,-184.3414127097145,981.46,,
0.001,1270000,1269738,,,,,7.397531255722046,-183.97135809326173,,1000.0,2595.7275820504874
0.001,1271797,1270738,2537.00026985,85,1300,14793,7.326567930936814,-184.34787921142578,981.46,,
0.001,1275000,1274738,,,,,7.644779880046844,-184.05698364257813,,1000.0,2553.788202518225
,1275797,,2540.75748177,85,1304,14839,,,984.48,,
0.001,1279797,1278738,2540.5600223,86,1308,14872,7.744068264007568,-184.50639987182618,984.48,,
0.001,1280000,1279738,,,,,7.364853619813919,-184.25356045532226,,1000.0,2667.683459705673
0.001,1283797,1282738,2551.32092606,86,1312,14922,8.372923819303512,-184.26067770385743,989.29,,
0.001,1285000,1284738,,,,,8.350610656499862,-184.06833505249023,,1000.0,2672.318161291629
0.001,1287797,1286738,2555.48027061,86,1316,14974,7.659176242828369,-184.4508696899414,989.29,,
0.001,1290000,1289738,,,,,7.669023368120193,-184.75009048461914,,1000.0,2644.352470873552
0.001,1291797,1290738,2558.20510806,85,1320,15022,6.960256849050522,-185.14982955932618,989.29,,
0.001,1295000,1294738,,,,,7.659013599157333,-185.80451361083985,,985.5,2660.3261921835133
,1295797,,2560.4534036,85,1324,15072,,,989.29,,
0.001,1299797,1298738,2563.22601951,86,1328,15105,7.505752646207809,-186.32987286376954,989.29,,
0.001,1300000,1299738,,,,,6.93207485961914,-186.13037442016602,,1000.0,2716.1715676795693
0.001,1303797,1302738,2569.3156761399996,86,1332,15153,7.155379470109939,-185.6506954650879,989.29,,
0.001,1305000,1304738,,,,,6.853107996225357,-186.26883712768554,,1000.0,2735.6130354829133
0.001,1307797,1306738,2595.22024015,86,1336,15201,6.299337311983108,-187.02442306518554,996.34,,
0.001,1310000,1309738,,,,,6.214617235422135,-187.36984826660157,,959.6,2678.9846315167842
0.001,1311797,1310738,2596.5769544699997,86,1340,15249,6.786704043626785,-187.48979809570312,996.34,,
0.001,1315000,1314738,,,,,6.848095638513565,-187.76038851928712,,960.0,2606.46143485792
,1315797,,2601.77440405,86,1344,15295,,,996.34,,
0.001,1319797,1318738,2602.65634424,86,1348,15327,6.849650645017624,-188.2637503051758,996.34,,
0.001,1320000,1319738,,,,,7.344419252872467,-188.00292507934572,,1000.0,2713.4851502548904
0.001,1323797,1322738,2604.0747534800003,86,1352,15373,6.520731051445007,-188.50615466308594,996.34,,
0.001,1325000,1324738,,,,,7.162546872377396,-188.39140237426759,,1000.0,2662.2465180791914
