time/episodes,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/fps,train/critic_loss,train/n_updates,train/actor_loss,train/learning_rate,eval/mean_ep_length,eval/mean_reward
4,112.60305825,95,23.75,0,1477,,,,,,
8,166.960158875,270,33.75,1,208,1.6984105452578118,126,-6.270093540350596,0.001,,
12,184.61046908333333,451,37.583333333333336,2,155,1.1678286440994428,310,-8.523202854654063,0.001,,
16,193.057228875,631,39.4375,4,139,1.3367643780178493,492,-10.562220034391984,0.001,,
20,198.70724554999998,814,40.7,6,132,1.366764581721762,675,-12.427168141240658,0.001,,
24,202.61257833333335,999,41.625,7,129,1.7699589570363363,858,-14.413051812545113,0.001,,
28,205.2308430714286,1181,42.17857142857143,9,127,1.4568472030487927,1039,-16.34453751824119,0.001,,
32,206.71955646875,1361,42.53125,10,125,1.309909869564904,1220,-18.169663304867953,0.001,,
36,207.47591972222224,1537,42.69444444444444,12,123,1.26785638386553,1397,-19.868332949551668,0.001,,
40,208.352775625,1713,42.825,13,122,1.1829227412288839,1574,-21.502764788540926,0.001,,
44,208.9175033863636,1888,42.90909090909091,15,121,1.0130843109554715,1750,-23.225641499394957,0.001,,
48,209.81051625,2070,43.125,17,121,1.195092316637648,1929,-24.72066696830418,0.001,,
52,210.29140686538463,2248,43.23076923076923,18,120,1.4583647657524457,2108,-26.092894554138184,0.001,,
56,210.39136960714288,2421,43.232142857142854,20,119,1.4378101229667664,2285,-27.638062737204812,0.001,,
60,210.36718258333337,2592,43.2,21,119,1.6795959109213294,2452,-28.78803098769415,0.001,,
64,210.41711235937498,2764,43.1875,23,119,1.8935858288476632,2626,-30.335265939885918,0.001,,
68,210.64334210294118,2939,43.220588235294116,24,119,1.3521766371843291,2799,-31.492581844329834,0.001,,
72,210.72439029166668,3113,43.236111111111114,26,118,1.5031836165322199,2976,-32.868981568709664,0.001,,
76,210.79914992105265,3286,43.23684210526316,27,118,1.4074495759877292,3147,-34.23421096801758,0.001,,
80,210.8618187125,3459,43.2375,29,117,1.5541221797466278,3322,-36.094446355646305,0.001,,
84,210.85043290476193,3632,43.23809523809524,30,117,1.4027611220755227,3488,-37.45208140781948,0.001,,
88,210.87646797727274,3805,43.23863636363637,32,117,1.504049651844557,3665,-38.787780943371004,0.001,,
92,211.02374598913048,3980,43.26086956521739,33,117,1.5127366212911384,3839,-40.006448473249165,0.001,,
96,211.17280128125,4156,43.291666666666664,35,117,1.2723513077134672,4017,-41.33122220246688,0.001,,
100,211.46660366,4335,43.35,36,117,1.2751655393176609,4198,-43.33035891989003,0.001,,
104,215.54136495000003,4510,44.15,38,117,1.2938820032969764,4373,-44.037420189898945,0.001,,
108,215.47980544,4691,44.21,40,117,2.011807084083557,4549,-45.29120688004927,0.001,,
112,215.26605440000003,4870,44.19,41,117,1.7358203695175496,4730,-47.08524990081787,0.001,,
,,5000,,,,1.5167160227894783,4902,-47.91994838714599,0.001,44.85,216.48681671917439
116,214.71761704,5039,44.08,44,112,,,,,,
120,214.58500041,5222,44.08,46,112,2.2215116964446175,5080,-49.49581594052522,0.001,,
124,214.20158531,5399,44.0,47,112,1.6716906399953932,5257,-50.77574666341146,0.001,,
128,213.85650168,5574,43.93,49,112,2.260372816161676,5436,-52.071395527232774,0.001,,
132,213.72142108,5750,43.89,51,112,1.619382314549552,5612,-52.75108154960301,0.001,,
136,213.73727233000002,5928,43.91,52,112,1.2821279425512662,5788,-54.20021507956765,0.001,,
140,213.64250108000005,6104,43.91,54,112,2.8008120114153083,5966,-55.286556764082476,0.001,,
144,213.71836958,6286,43.98,55,112,1.5056592971086502,6143,-56.62894405018199,0.001,,
148,213.55768405999993,6466,43.96,57,112,1.0921930448953496,6326,-57.98873519897461,0.001,,
152,213.59848010000002,6645,43.97,58,113,1.778623362382253,6507,-58.87041733481667,0.001,,
156,213.58903564,6820,43.99,60,113,1.6101516630914476,6681,-59.96636754816229,0.001,,
160,213.58952338999998,6993,44.01,61,113,1.1915513197580974,6856,-61.11477744061014,0.001,,
164,213.76361302,7170,44.06,63,113,1.167346412359282,7030,-63.01739207181063,0.001,,
168,213.72157707999995,7345,44.06,64,113,1.5118134114477368,7207,-63.18100270357999,0.001,,
172,213.80541755,7523,44.1,66,113,2.0480374173915132,7385,-63.29239787226138,0.001,,
176,214.18810378,7706,44.2,67,113,1.4083119538095263,7562,-65.00638431051503,0.001,,
180,214.23148903,7885,44.26,69,113,1.2297674639280451,7745,-65.69622148786273,0.001,,
184,214.25484717000003,8062,44.3,70,113,1.2890289458963606,7923,-66.46466948769309,0.001,,
188,214.36231182000003,8238,44.33,72,113,2.4522062207377235,8097,-67.4994866507394,0.001,,
192,214.47239613000002,8418,44.38,74,113,2.0728838728232817,8277,-69.31195189736106,0.001,,
196,214.66237389999998,8599,44.43,75,113,2.0830217136277094,8461,-70.11471904407848,0.001,,
200,214.55813523999993,8776,44.41,77,113,1.5894332696562228,8636,-69.94942573879077,0.001,,
204,214.68639905,8957,44.47,78,113,1.3519942677298258,8816,-71.616079157049,0.001,,
208,214.37663,9133,44.42,80,113,0.8778058740827772,8994,-72.28266674539317,0.001,,
212,213.94384382,9303,44.33,81,113,1.025241650286175,9165,-72.85713595435733,0.001,,
216,214.03769597,9475,44.36,83,113,1.2691559905097598,9337,-74.1593729654948,0.001,,
220,214.00211798999996,9655,44.33,84,113,1.6606161987527888,9517,-74.43816674273947,0.001,,
224,214.22089598000002,9835,44.36,86,113,1.563112986087799,9695,-74.67067649147727,0.001,,
,,10000,,,,1.6104375875514487,9875,-75.96389936364216,0.001,44.85,216.48681671917439
228,214.45676711,10015,44.41,89,111,,,,,,
232,214.54406064,10193,44.43,91,111,1.263877427036112,10053,-76.59764896739613,0.001,,
236,214.31556773000003,10365,44.37,92,111,2.0099818720374,10227,-78.42819286528088,0.001,,
240,214.37321207999997,10543,44.39,94,111,1.4351834634015725,10403,-77.10606529599144,0.001,,
244,214.33540838000002,10723,44.37,95,111,1.4224347783171611,10581,-79.91157863451087,0.001,,
248,214.29280373000006,10900,44.34,97,111,1.446871314911132,10762,-80.29031276702881,0.001,,
252,214.14944047999998,11077,44.32,98,111,2.228042797608809,10939,-79.90855026245117,0.001,,
256,214.30440202999998,11256,44.36,100,112,1.9687771885232492,11117,-79.91149243441495,0.001,,
260,214.60874048999997,11436,44.43,102,112,2.4249802439711816,11296,-81.35383432561702,0.001,,
264,214.32317433,11611,44.41,103,112,1.7305398430935173,11471,-81.81270853678386,0.001,,
268,214.61196994,11794,44.49,105,112,1.433082592876061,11654,-83.18618840756623,0.001,,
272,214.61269327000002,11972,44.49,106,112,1.752846066247333,11833,-83.27945778586648,0.001,,
276,213.94725747000004,12142,44.36,108,112,1.3396956891548344,12003,-84.3992877960205,0.001,,
280,214.04246723999998,12321,44.36,109,112,1.5825188301858448,12180,-84.98868415469215,0.001,,
284,214.04127587000002,12495,44.33,111,112,1.3174046014630518,12357,-84.68226986839657,0.001,,
288,214.12463795000002,12674,44.36,112,112,2.609465277713278,12535,-85.12017855436906,0.001,,
292,214.16706605,12854,44.36,114,112,2.7508764531877308,12715,-86.43514633178711,0.001,,
296,213.92405822,13031,44.32,115,112,2.2385582248369853,12893,-85.47508759932084,0.001,,
300,213.96814783000002,13209,44.33,117,112,1.3893887360890707,13069,-86.55251242897727,0.001,,
304,213.83243918000005,13388,44.31,118,112,1.0929217406294562,13247,-87.78176983920011,0.001,,
308,213.75658008000002,13561,44.28,120,112,1.4432389031757007,13422,-88.10609990900213,0.001,,
312,214.37088844000002,13743,44.4,121,112,1.501121584487998,13600,-88.16530509617017,0.001,,
316,214.78761466,13923,44.48,123,112,1.7450154268223306,13780,-88.29511824898098,0.001,,
320,214.60282016999997,14098,44.43,125,112,3.372944474220276,13960,-88.73709245161577,0.001,,
324,214.33846626000002,14273,44.38,126,112,2.2981855508893037,14134,-89.02099019830877,0.001,,
328,214.06729661,14449,44.34,128,112,3.0007622103358425,14309,-89.54253932407924,0.001,,
332,213.86914117,14623,44.3,129,112,1.7472793724801805,14485,-88.17941839044744,0.001,,
336,214.02472036,14797,44.32,131,112,1.629129239491054,14657,-91.13009025937035,0.001,,
340,213.87688306,14971,44.28,132,112,2.192677398522695,14833,-90.0873787289574,0.001,,
,,15000,,,,1.7222941434660624,14876,-89.90799331665039,0.001,44.85,216.48681671917439
344,213.88771966000002,15150,44.27,136,111,1.4686492889426475,15011,-90.80603317987351,0.001,,
348,213.96858172,15330,44.3,137,111,1.8390791714191437,15192,-90.68307196575662,0.001,,
352,213.98569687,15506,44.29,139,110,1.5988679690794512,15367,-89.9610366821289,0.001,,
356,214.04907046000005,15683,44.27,141,110,1.733641050078652,15543,-92.1899247602983,0.001,,
360,214.07272328,15865,44.29,143,110,1.7997170725594396,15726,-90.96272874915081,0.001,,
364,214.36860787999998,16045,44.34,145,110,2.342883070309957,15903,-90.79464687000622,0.001,,
368,214.06641428999998,16222,44.28,146,110,1.3645093104113704,16085,-90.22336147142494,0.001,,
372,214.18058185,16400,44.28,148,110,2.393783623521978,16261,-91.66863493485884,0.001,,
376,214.96261732,16585,44.43,150,110,1.4913726073244344,16442,-92.88714234725289,0.001,,
380,214.71050953000005,16758,44.37,152,110,1.6704406696696614,16618,-91.82714913108133,0.001,,
384,214.77231638,16936,44.41,153,110,3.4735987075539523,16795,-93.12260509672619,0.001,,
388,214.6392352,17113,44.39,155,110,1.5760193695413305,16975,-93.34958383311395,0.001,,
392,214.75053626000005,17295,44.41,156,110,2.281148024061893,17153,-93.06738679305367,0.001,,
396,214.70039411000002,17472,44.41,158,110,1.897732796876327,17335,-93.77168771494989,0.001,,
400,214.37007622000004,17646,44.37,159,110,1.8647404922995456,17507,-93.68229275658017,0.001,,
404,214.25664729,17822,44.34,161,110,2.34665762980779,17682,-92.80240730617358,0.001,,
408,214.33922214000006,17999,44.38,162,110,1.666496169955834,17861,-94.20271964695142,0.001,,
412,214.05617153000003,18176,44.33,164,110,2.3006792147954305,18037,-93.80517543445934,0.001,,
416,213.89082128,18354,44.31,165,110,1.648562252521515,18213,-93.0836915515718,0.001,,
