rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
19.85,6,324,1,15.317700020000002,2048,,,,,,,,,,,,,
,,,,,2500,-4.235593225061893,0.21005859375,10,-0.022028326988220215,9.210457801818848,0.9862251281738281,0.017397776,74.83418898284435,-0.024359973680111578,0.0003,35.81671942472458,46.25,0.2
25.87,18,218,2,25.21663188,4096,,,,,,,,,,,,,
,,,,,5000,-4.207825024425984,0.1306640625,20,0.2541242837905884,55.288719177246094,0.9810843467712402,0.0136633525,64.54111618995667,-0.02040111652459018,0.0003,112.88256224393845,39.8,0.2
31.52,28,218,3,36.034215110000005,6144,,,,,,,,,,,,,
,,,,,7500,-4.19012521803379,0.148876953125,30,0.26637715101242065,65.7608642578125,0.9744962453842163,0.012074687,58.11947196125984,-0.021544654184253886,0.0003,154.5122941493988,35.9,0.2
40.75,38,214,4,56.41991978,8192,,,,,,,,,,,,,
,,,,,10000,-4.176475602388382,0.069384765625,40,0.18045592308044434,104.8649673461914,0.9728116393089294,0.009547327,61.190021586418155,-0.012762679599109105,0.0003,252.0658103466034,37.3,0.2
49.87,49,206,5,80.29842928999999,10240,,,,,,,,,,,,,
58.03,57,214,6,99.66561284,12288,-4.169849827885628,0.070751953125,50,0.011990666389465332,119.75720977783203,0.9698976278305054,0.007332785,,-0.011474435884156264,0.0003,331.36169533729554,,0.2
,,,,,12500,-4.168480014801025,0.0703125,60,0.018702387809753418,149.04071044921875,0.9730719327926636,0.008063516,211.24703635573388,-0.012903632418601773,0.0003,335.2427576541901,92.6,0.2
66.21,70,203,7,123.8262527,14336,,,,,,,,,,,,,
,,,,,15000,-4.172603666782379,0.062744140625,70,0.01572185754776001,195.95098876953125,0.9714171290397644,0.0069204485,204.84304580688476,-0.010044256312539801,0.0003,488.77044410705565,91.25,0.2
72.31,82,197,8,140.67572825000002,16384,,,,,,,,,,,,,
,,,,,17500,-4.162715448439121,0.052197265625,80,0.007472097873687744,202.56053161621094,0.9685437083244324,0.006129032,203.01394344568251,-0.009402248973492533,0.0003,438.9706126213074,90.9,0.2
76.28,94,195,9,154.50918868,18432,,,,,,,,,,,,,
,,,,,20000,-4.161711101233959,0.039208984375,90,0.14852654933929443,115.88743591308594,0.9701520204544067,0.004633396,202.95383563637733,-0.0053004185989266265,0.0003,385.81006693840027,91.2,0.2
82.73,106,192,10,173.45207804999998,20480,,,,,,,,,,,,,
,,,,,22500,-4.1635387048125265,0.055419921875,100,0.6104645729064941,84.48728942871094,0.9695007801055908,0.0055049816,207.2841366171837,-0.006930400655255653,0.0003,259.23959102630613,92.45,0.2
83.3,117,191,11,175.61096025999996,22528,,,,,,,,,,,,,
87.19,125,196,12,186.50197628,24576,-4.162135623395443,0.061181640625,110,0.7559014856815338,96.3812026977539,0.9698225855827332,0.0071023833,,-0.006979849457275122,0.0003,218.6471251964569,,0.2
,,,,,25000,-4.161916549503803,0.035546875,120,0.8035044819116592,107.28286743164062,0.9689711332321167,0.00489136,208.8837207853794,-0.005082649356336333,0.0003,185.65966198444366,92.4,0.2
89.83,135,196,13,193.31271236000003,26624,,,,,,,,,,,,,
,,,,,27500,-4.163717567920685,0.0662109375,130,0.7490425407886505,77.10529327392578,0.9718848466873169,0.006386283,212.83930081129074,-0.007004289445467294,0.0003,195.01789474487305,93.65,0.2
89.38,146,195,14,192.34926737,28672,,,,,,,,,,,,,
,,,,,30000,-4.162551641464233,0.11708984375,140,0.7054219245910645,140.23435974121094,0.9681355357170105,0.009850589,214.291565400362,-0.012224313771002925,0.0003,228.16214015483857,94.5,0.2
89.85,157,194,15,194.34060774999998,30720,,,,,,,,,,,,,
,,,,,32500,-4.1691557094454765,0.12509765625,150,0.9106683656573296,29.17646026611328,0.9744930267333984,0.01115878,215.14925535917283,-0.011404304690950084,0.0003,102.09145077466965,94.6,0.2
90.62,168,194,16,195.92830687999998,32768,,,,,,,,,,,,,
92.08,176,197,17,199.56974092999994,34816,-4.168552674353123,0.0744140625,160,0.9085801541805267,20.434961318969727,0.9686131477355957,0.007072885,,-0.004950873635243625,0.0003,101.73488614559173,,0.2
,,,,,35000,-4.1590635687112805,0.119970703125,170,0.9546654596924782,17.979459762573242,0.9677478671073914,0.011054327,228.08250660300254,-0.010494177872897126,0.0003,52.22270826101303,98.25,0.2
94.5,187,196,18,205.93304347000006,36864,,,,,,,,,,,,,
,,,,,37500,-4.144944977760315,0.087548828125,180,0.8794516548514366,34.55089569091797,0.9616214036941528,0.009480093,236.84040580987931,-0.008705408722744324,0.0003,119.33769438266754,102.3,0.2
98.41,198,196,19,216.36634772000002,38912,,,,,,,,,,,,,
,,,,,40000,-4.105363686382771,0.090087890625,190,0.9205253273248672,22.4941463470459,0.9422533512115479,0.008953998,305.92500843405725,-0.011687414812331553,0.0003,82.19350487589836,125.85,0.2
100.54,210,194,20,221.98890513000003,40960,,,,,,,,,,,,,
,,,,,42500,-4.071473342180252,0.110009765625,200,0.9364274963736534,33.71890640258789,0.9391618967056274,0.00859254,323.6840397834778,-0.012733657681383192,0.0003,81.34951432943345,137.95,0.2
102.93,222,193,21,228.69515717,43008,,,,,,,,,,,,,
,,,,,45000,-4.067226266860962,0.13330078125,210,0.8280425667762756,86.59750366210938,0.9400815963745117,0.010520344,325.24605242013934,-0.016109480393060947,0.0003,184.40733280181885,143.15,0.2
