rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/episodes,train/actor_loss,train/n_updates,train/learning_rate,train/critic_loss,eval/mean_ep_length,eval/mean_reward
45.87,6216,81.08326107,175,35,188,-18.90159914710305,6034,0.001,4.711602667282367,,
48.59,6559,87.85195945000001,176,37,192,-19.947441600617907,6377,0.001,4.612062320989721,,
51.3,6901,94.52344914000001,177,38,196,-20.736382983979723,6719,0.001,5.043742349568535,,
54.02,7245,101.20555679999998,177,40,200,-21.651946749005997,7062,0.001,4.295470934538614,,
,7500,,,,,-22.480674566224565,7402,0.001,4.285831936570101,84.8,163.41909293830395
55.87,7582,104.92090199,172,43,204,,,,,,
58.32,7925,109.85275511,173,45,208,-23.11231111925702,7743,0.001,4.657680159391359,,
60.83,8268,114.84877590999999,173,47,212,-23.94136655053427,8087,0.001,5.1188614742700445,,
63.34,8609,119.74606550999997,173,49,216,-24.44264470963251,8427,0.001,4.909928326045765,,
65.76,8945,124.51574572999996,174,51,220,-25.099858647301083,8763,0.001,5.1203795827570415,,
68.28,9285,129.48606460999997,174,53,224,-25.777541848116144,9107,0.001,4.949285925820816,,
70.79,9626,134.47961272,174,55,228,-26.458139818768167,9446,0.001,6.2722561595051785,,
73.01,9969,138.97497613000002,174,57,232,-27.032048070153525,9788,0.001,6.082135294758996,,
,10000,,,,,-26.935401462373278,9873,0.001,5.388872723018422,84.9,162.91995505988598
74.92,10310,142.78325818,171,60,236,-27.222629147906638,10128,0.001,5.378855095353237,,
77.42,10648,147.69375992000002,172,61,240,-27.699580147152854,10466,0.001,5.242049611040524,,
79.9,10986,152.58994837,172,63,244,-28.1671795263523,10805,0.001,5.82656642285789,,
82.4,11328,157.58628284,173,65,248,-29.391580271166426,11147,0.001,5.867519094500431,,
83.18,11671,159.40943690999998,173,67,252,-29.600303960400957,11488,0.001,5.490828471128331,,
84.07,12010,161.40632447,173,69,256,-30.504957062857493,11831,0.001,5.817633900922887,,
84.53,12351,162.53643724000003,173,71,260,-30.563315458075945,12169,0.001,6.035083214903986,,
,12500,,,,,-30.66665772029332,12339,0.001,5.992476287342253,84.9,164.74428784549235
84.79,12691,163.24717202999997,170,74,264,-31.299480665297736,12509,0.001,5.450270868483043,,
85.04,13032,163.90439775000002,170,76,268,-31.575430552164715,12851,0.001,5.068778499434976,,
85.07,13374,164.03797296999997,171,77,272,-31.846540007480357,13192,0.001,4.328674003657173,,
85.19,13714,164.40159563,171,79,276,-32.29678499130976,13533,0.001,7.761222244711483,,
85.22,14055,164.56054190999998,172,81,280,-32.88932818035747,13874,0.001,6.481768780596116,,
85.23,14397,164.62153563,172,83,284,-32.92030982084052,14216,0.001,6.153362223681282,,
85.23,14739,164.72157746000002,172,85,288,-33.408813875775,14557,0.001,4.79278053100719,,
,15000,,,,,-33.699441637311665,14899,0.001,6.678566057541791,85.15,165.69981592595576
85.21,15080,164.66370006,170,88,292,,,,,,
85.21,15422,164.72681361000002,170,90,296,-34.406369187111075,15241,0.001,6.471164108708847,,
85.19,15764,164.76161959,170,92,300,-34.61901478434718,15583,0.001,6.454294523527456,,
85.24,16106,165.01053360000003,171,94,304,-34.62197344643729,15925,0.001,5.040233738282147,,
85.22,16447,165.10531955000002,171,95,308,-35.50894846235003,16265,0.001,6.035436535165424,,
85.22,16790,165.31322235000005,171,97,312,-35.391207761542745,16608,0.001,4.50543803808301,,
85.25,17134,165.58780692,171,99,316,-35.605763662429084,16951,0.001,5.679507276591132,,
85.31,17476,165.95129784,172,101,320,-35.38776442062023,17294,0.001,7.862633197447833,,
,17500,,,,,-35.87425835188045,17380,0.001,6.523119255553844,85.75,169.86148823499678
85.33,17818,166.17271195,170,104,324,-35.67294524436773,17636,0.001,8.79257040865281,,
85.36,18162,166.37745503,171,106,328,-36.00726788542991,17980,0.001,5.4391136585279956,,
85.34,18503,166.53015393,171,108,332,-36.56319489589957,18322,0.001,6.025409858367023,,
85.36,18846,166.78003115999996,171,109,336,-36.405584290970204,18665,0.001,8.38088770938474,,
84.97,19145,166.17389759000002,171,111,340,-36.31232089088077,18962,0.001,7.6249256860919115,,
84.6,19446,165.61679472,172,112,344,-36.047827538989836,19265,0.001,5.671074080467224,,
84.61,19789,165.79331968999998,172,114,348,-37.06758011219113,19607,0.001,5.273688194363616,,
,20000,,,,,-36.759421030680336,19863,0.001,5.411775450145497,79.35,155.35767882466317
84.54,20125,165.87320254,171,117,352,-37.10924959182739,19942,0.001,6.976593154895155,,
84.2,20430,165.36450496999998,171,119,356,-37.56120530949082,20289,0.001,6.3678533825381045,,
84.22,20773,165.59658720999997,171,121,360,-36.795568954112916,20591,0.001,5.258565339931222,,
84.25,21116,165.85647095000002,171,122,364,-37.36150049608807,20934,0.001,5.137027959490931,,
84.24,21456,166.04653954000003,172,124,368,-37.42906548256098,21277,0.001,9.710231384565663,,
84.24,21798,166.21185885,172,126,372,-38.12139919192292,21616,0.001,5.89919052013131,,
84.31,22145,166.56134628,172,128,376,-38.09495050256903,21962,0.001,5.3450298007877395,,
84.17,22472,166.31117105,172,130,380,-37.34830093383789,22293,0.001,5.691914751559874,,
,22500,,,,,-37.88138998122442,22376,0.001,4.510533533900617,84.0,166.66083000898362
84.06,22803,166.15994991,171,133,384,-37.80123408247785,22625,0.001,5.24909992915828,,
84.11,23150,166.37200665999998,171,135,388,-37.98941282792525,22966,0.001,5.3586760033136125,,
84.15,23495,166.65272444000001,171,137,392,-37.91294976167901,23312,0.001,4.416625603686931,,
84.21,23843,166.87064991000003,171,139,396,-38.072528232227675,23660,0.001,4.545645611039523,,
84.25,24189,167.08631880000002,171,140,400,-38.10385643352162,24007,0.001,8.053598208860917,,
84.3,24536,167.28902114999997,171,142,404,-38.32626804085665,24353,0.001,4.046082873454039,,
84.34,24881,167.41202256999998,171,144,408,-38.160959157076746,24700,0.001,5.24620147272088,,
,25000,,,,,-38.805634845386855,24872,0.001,6.083815839098788,84.4,167.80867626369
84.36,25226,167.48490342999995,170,148,412,-38.226619543031205,25045,0.001,5.1778383912711305,,
84.34,25568,167.57528554,170,149,416,-38.02904584931164,25387,0.001,4.828258039003395,,
84.28,25904,167.46538988,170,151,420,-38.486562063527664,25722,0.001,3.805567373948939,,
84.32,26250,167.66233203,171,153,424,-37.68966435277185,26068,0.001,7.034060361773469,,
84.32,26594,167.75448491999995,171,155,428,-38.556662005047464,26412,0.001,4.620005999886712,,
84.37,26940,167.82230538999997,171,156,432,-38.40940617406091,26757,0.001,5.067323011021282,,
84.38,27284,167.90189963,171,158,436,-39.25611300801122,27102,0.001,4.4729438992433765,,
,27500,,,,,-38.74364798409598,27359,0.001,4.658983032843646,86.3,171.76796178221701
84.82,27627,168.9312722,170,161,440,-38.60097299620163,27445,0.001,5.607032190921695,,
85.25,27971,169.89966962000003,170,163,444,-38.44920987861101,27789,0.001,4.321019896241122,,
85.27,28316,169.94810697999998,170,165,448,-38.21433054014694,28134,0.001,3.8410619538883832,,
84.73,28598,168.76706435,170,167,452,-38.52172532192496,28417,0.001,6.120516282181407,,
85.13,28943,169.63173326999996,171,169,456,-38.722810079885086,28761,0.001,5.406467344569064,,
85.14,29287,169.66219764000002,171,171,460,-38.7956322958303,29105,0.001,4.986931615097578,,
85.16,29632,169.64692251999998,171,173,464,-38.37898476179256,29451,0.001,4.803173457467278,,
85.19,29975,169.63329694000004,171,174,468,-38.820666823276255,29794,0.001,5.847377609374911,,
,30000,,,,,-39.00843266078404,29879,0.001,5.399032271609586,86.3,170.9695224225521
85.23,30321,169.63907646000004,170,177,472,-38.63348060430482,30139,0.001,4.5868828735132325,,
85.21,30666,169.58465074999995,170,179,476,-38.92256728085604,30484,0.001,4.87923866304858,,
85.39,31011,170.00030277,170,181,480,-38.9154728734216,30829,0.001,4.236210283191725,,
85.51,31354,170.24300051999998,170,183,484,-38.601634003395255,31172,0.001,4.629193573839524,,
85.49,31699,170.15180301999996,170,185,488,-38.48927378100018,31516,0.001,3.857793004013771,,
85.48,32043,170.04579635000002,171,187,492,-38.727752774260765,31861,0.001,4.501506632150606,,
85.46,32389,169.97576,171,189,496,-39.17574353651567,32206,0.001,3.998716960008117,,
,32500,,,,,-39.24299683681754,32379,0.001,3.9571292026098384,86.3,170.7092839807272
85.44,32733,169.88445617999997,170,192,500,-38.80870144866233,32551,0.001,4.781253348949344,,
85.42,33078,169.84835116,170,194,504,-38.61467884862146,32896,0.001,5.822312356427658,,
85.4,33421,169.80075949000002,170,195,508,-38.686607183412065,33239,0.001,4.518012814138127,,
85.39,33765,169.77124268,170,197,512,-39.009385929551236,33583,0.001,5.520153752593107,,
85.38,34106,169.68841534,170,199,516,-38.907920393832896,33927,0.001,3.9875141936679217,,
85.43,34447,169.87274827999997,171,201,520,-39.29438908894857,34266,0.001,4.799135848170235,,
85.39,34789,169.78738069999997,171,202,524,-39.00501414707729,34607,0.001,4.057329566338483,,
,35000,,,,,-39.2806217556908,34863,0.001,3.527555069753102,85.35,169.68153860270976
85.37,35131,169.76352242000002,170,205,528,-39.38109508780546,34949,0.001,3.742560727651729,,
85.31,35471,169.78666120999998,170,207,532,-39.45688114609829,35290,0.001,5.651521548102884,,
85.26,35810,169.79511166999998,170,209,536,-38.71327872503372,35629,0.001,3.8076881506863764,,
85.19,36146,169.87553307,170,211,540,-39.277105058942524,35966,0.001,3.0047887166341147,,
85.16,36487,169.88201633,171,213,544,-38.92882963668468,36306,0.001,4.295727867026661,,
85.09,36825,169.93918336000002,171,215,548,-39.37267875671387,36645,0.001,4.008807323960697,,
85.67,37165,171.31187827000002,171,216,552,-39.92425962936046,36984,0.001,5.460141714881448,,
,37500,,,,,-39.258198139279386,37320,0.001,5.159743333971778,84.85,172.5199449211359
85.58,37501,171.17504152,170,219,556,,,,,,
85.54,37841,171.29485632999993,170,221,560,-39.21029388072879,37660,0.001,5.670766154457541,,
85.49,38181,171.37034441000003,170,223,564,-39.562399092174715,38000,0.001,4.298794138999212,,
85.43,38518,171.43942413999997,170,225,568,-39.85911432902018,38338,0.001,5.9910233318805695,,
85.35,38856,171.54401583000003,170,227,572,-39.17582048688616,38677,0.001,4.298849955727072,,
85.3,39196,171.59617678000004,171,229,576,-39.577395212082635,39015,0.001,4.017208260648391,,
85.24,39535,171.73617851999998,171,230,580,-39.19663664352062,39354,0.001,4.271907361815957,,
85.21,39875,171.91562768,171,232,584,-40.22112256427144,39694,0.001,4.8393754440195424,,
,40000,,,,,-40.06462932768322,39863,0.001,4.610323927232197,84.65,172.0890377908945
85.14,40213,172.01237125,171,235,588,-40.02479571387882,40033,0.001,4.191548337655909,,
85.09,40552,172.16037600999996,171,236,592,-39.47817407652389,40372,0.001,4.654718787529889,,
84.92,40881,171.88959433999997,171,238,596,-39.59479673518691,40702,0.001,4.431756687164307,,
84.65,41198,171.38419090999997,171,239,600,-39.75299824608697,41027,0.001,5.642211647497283,,
84.21,41499,170.3603397,171,241,604,-40.12221760219998,41325,0.001,6.089284539222717,,
83.54,41775,168.70677926999997,171,243,608,-39.487144176776596,41630,0.001,5.168122750062209,,
83.33,42098,168.20208893999995,171,244,612,-39.55573159998114,41924,0.001,4.86745133756221,,
82.98,42404,167.35117998,171,246,616,-39.53749630902264,42236,0.001,5.9287239166155254,,
,42500,,,,,-40.159590470163444,42385,0.001,3.930018596834951,68.4,127.75885659754276
82.61,42708,166.42720086,171,249,620,-39.76435069033974,42535,0.001,3.2052388426504637,,
81.83,42972,164.61929306000002,171,250,624,-40.04367287214412,42803,0.001,5.599601009557413,,
81.78,43309,164.47978235000002,171,252,628,-40.043013156988685,43127,0.001,5.312699853619443,,
81.4,43611,163.37141711999996,171,254,632,-40.01330838884626,43429,0.001,5.7180288735558005,,
80.98,43908,162.14236301000003,171,256,636,-39.737873787103695,43726,0.001,6.816432840602342,,
80.73,44219,160.73387938,171,257,640,-40.45885717868805,44046,0.001,5.52831818943932,,
79.62,44449,157.57932513000003,171,259,644,-40.53674668532152,44305,0.001,9.296910927845882,,
78.56,44681,154.37224751,171,260,648,-40.06968675810715,44537,0.001,6.422797647015802,,
77.3,44895,150.76208017000002,171,261,652,-40.98043573313746,44754,0.001,5.8296925917006375,,
,45000,,,,,-41.062537783668155,44887,0.001,6.95641949630919,43.55,68.16018061041832
75.64,45065,146.66055008000004,171,263,656,-40.02054804021662,44930,0.001,9.246555220249087,,
73.86,45227,142.19865921000002,171,264,660,-40.70564289093018,45083,0.001,8.463226042142729,,
72.4,45421,138.25007736,171,265,664,-40.91710296043983,45278,0.001,7.842460471041062,,
71.07,45625,134.46673690999998,171,266,668,-40.905970982142854,45478,0.001,7.810395372765405,,
70.11,45867,131.07380887,171,267,672,-40.92758345603943,45708,0.001,8.026807671412826,,
69.17,46113,127.78991475000001,171,268,676,-41.40721723768446,45950,0.001,6.800227844490196,,
68.53,46388,124.77276256,171,270,680,-41.42423988791073,46223,0.001,4.677403800627765,,
67.86,46661,121.65576021999999,171,271,684,-41.18236609066234,46497,0.001,5.09634332207666,,
67.16,46929,118.33526857999999,171,273,688,-41.89159303552964,46765,0.001,6.950299292802811,,
66.5,47202,115.06027076999999,171,275,692,-41.834204729865576,47038,0.001,7.017618741562117,,
65.88,47469,111.99404824999999,171,276,696,-42.274066027473,47306,0.001,5.6343042423476035,,
,47500,,,,,-42.513013203938804,47373,0.001,6.3049660974474095,68.4,96.50933245420455
65.43,47741,109.45844616999997,170,279,700,-42.29875865127101,47577,0.001,5.646533442966974,,
65.15,48014,107.41727725000003,170,280,704,-43.141629948335535,47851,0.001,6.94659573962723,,
65.09,48284,105.90614957000001,171,282,708,-42.700097364537854,48120,0.001,6.399963107179193,,
64.6,48558,103.41795351,171,283,712,-43.21357345581055,48395,0.001,8.492562964342643,,
64.28,48832,101.37607188,171,285,716,-42.67699791403378,48667,0.001,7.43601941185839,,
64.02,49110,99.56366726000002,171,286,720,-43.345992170061386,48944,0.001,6.707895239761897,,
64.17,49389,98.62204471999999,171,287,724,-43.20365611485072,49222,0.001,6.310511633328029,,
63.59,49668,95.97671742,171,289,728,-44.98134504045759,49501,0.001,4.696123148713793,,
63.36,49947,94.29672379000002,171,291,732,-44.412242671421595,49782,0.001,6.647862677988798,,
,50000,,,,,-44.06663513183594,49851,0.001,5.785979877347532,73.6,117.73048255443572
63.27,50235,93.09637241,170,293,736,-43.836243983677456,50070,0.001,7.095958134106227,,
63.05,50524,92.00286893,171,295,740,-44.62843651241727,50350,0.001,5.526876599016324,,
63.86,50835,93.48078806000001,171,297,744,-45.06811846219576,50661,0.001,5.523471473138543,,
64.59,51140,94.85404177000001,171,298,748,-44.631460653769004,50969,0.001,5.873191378911336,,
65.53,51448,96.69783851000003,171,300,752,-43.93000822800856,51275,0.001,4.987263439557491,,
67.04,51769,99.78961157000002,171,302,756,-43.973713874816895,51600,0.001,6.708346524834633,,
68.74,52101,103.31755962999999,171,303,760,-44.6746319770813,51917,0.001,5.951039005208899,,
70.0,52421,106.66911917000002,171,305,764,-44.22512807846069,52243,0.001,4.0577112406492235,,
,52500,,,,,-45.009488919886145,52325,0.001,4.995749223523024,84.85,160.9030180603266
71.07,52732,109.40203870999999,170,308,768,-44.46837663650513,52564,0.001,6.503268454648271,,
71.5,53017,111.21555033999998,170,310,772,-44.628802579991955,52847,0.001,6.412483434466755,,
71.87,53300,112.919185,171,311,776,-44.94870335346943,53136,0.001,10.290996236343906,,
71.85,53573,114.04749104999998,171,312,780,-44.19350904576919,53414,0.001,4.587169414057451,,
71.96,53857,115.62089215999998,171,314,784,-44.47221666223862,53688,0.001,6.66723965546664,,
72.22,54151,117.57787311999999,171,315,788,-44.79154131147597,53973,0.001,5.446278821932126,,
72.38,54440,119.30471559000001,171,316,792,-45.23384586133455,54265,0.001,9.223476533765917,,
72.85,54754,121.8648553,171,318,796,-45.00914430618286,54580,0.001,4.641035059094429,,
,55000,,,,,-44.96107473373413,54899,0.001,4.159804740069825,80.0,153.37094428539277
73.4,55081,124.42466761999998,171,321,800,,,,,,
74.07,55421,127.32362794999999,171,323,804,-44.38616388494318,55240,0.001,4.5570962387939975,,
74.47,55731,129.71416456,171,324,808,-45.40871592930385,55575,0.001,4.199432527735119,,
74.37,55995,130.84409775,171,325,812,-44.9206306194437,55814,0.001,5.146458681287436,,
75.01,56333,133.69415773,171,327,816,-45.31328121451445,56152,0.001,6.991020156355465,,
75.0,56610,134.9566754,172,328,820,-45.170702253069194,56431,0.001,4.810084178868462,,
75.58,56947,137.53913671,172,330,824,-44.880270276750835,56767,0.001,5.585391959022073,,
76.1,57278,139.96729231999998,172,332,828,-45.321013162302414,57104,0.001,5.85628607938456,,
,57500,,,,,-45.00548376039017,57347,0.001,4.5305192207181175,80.15,155.60545861124993
76.61,57608,142.3125068,171,334,832,-45.448649522734854,57429,0.001,6.440388457077305,,
76.9,57925,143.91568073,172,336,836,-45.086608505249025,57750,0.001,6.387780317664147,,
77.2,58244,145.63703171,172,338,840,-45.598722604604866,58068,0.001,6.978089363544019,,
77.33,58568,146.67493899,172,339,844,-44.897729301452635,58393,0.001,4.80440961284402,,
77.65,58905,148.13814846,172,341,848,-44.537923552773215,58726,0.001,6.093067898147408,,
77.89,59237,149.46646379,172,343,852,-45.12066278225038,59059,0.001,5.838605474276715,,
78.04,59573,150.29124194,172,345,856,-45.51154485562952,59393,0.001,6.527179381933557,,
78.03,59904,150.70886189,172,347,860,-44.858443097370426,59726,0.001,6.325559268637401,,
,60000,,,,,-44.96433472051853,59890,0.001,5.181432053810212,83.5,165.66916366815568
78.18,60239,150.97113497,172,350,864,-45.00311560857864,60060,0.001,6.978704275119872,,
78.39,60571,151.70659031999998,172,351,868,-44.86298893773279,60391,0.001,4.946689548880555,,
78.77,60894,152.28674177999997,172,353,872,-44.424366198087995,60722,0.001,5.908724311151002,,
79.27,61227,153.36259743,172,355,876,-44.95699487730514,61047,0.001,4.988590361058027,,
79.85,61558,154.89262968,172,357,880,-44.893713695247,61383,0.001,5.204588519521506,,
80.34,61891,156.19109007999998,172,358,884,-44.36498027894555,61711,0.001,6.141221050756523,,
80.66,62217,157.03797071,172,360,888,-45.176794284727514,62037,0.001,5.212105689979181,,
,62500,,,,,-45.25220989045643,62370,0.001,3.882902910312017,83.1,165.04095258116723
81.08,62548,158.14246452999998,171,363,892,,,,,,
81.25,62879,158.62167145,171,365,896,-44.373277152456886,62698,0.001,6.5671411016841,,
81.21,63202,158.71110425999998,171,367,900,-44.19832134246826,63026,0.001,3.775258532166481,,
81.05,63526,158.41760399,172,369,904,-44.654591178894044,63347,0.001,5.4683943442356435,,
81.16,63847,158.7539791,172,371,908,-44.17899398803711,63670,0.001,5.2936470955610275,,
81.78,64173,160.24285636,172,372,912,-44.936800700862236,63996,0.001,6.323848468501393,,
81.71,64504,160.05892304,172,374,916,-44.469068108535396,64325,0.001,5.657712551151834,,
82.23,64833,161.20975310999998,172,376,920,-44.91521880740211,64655,0.001,4.061823460317793,,
,65000,,,,,-44.384263447352815,64820,0.001,4.7021825313568115,82.6,164.46608554124833
82.19,65166,161.09333594,171,379,924,-45.26434774398804,64985,0.001,4.908325065801173,,
82.21,65499,161.23656262999998,171,381,928,-44.52472250802176,65320,0.001,4.668383168322699,,
82.17,65825,161.28552713000002,171,383,932,-44.94648975279273,65648,0.001,4.886883503053246,,
82.29,66154,161.72850117,171,385,936,-45.284635452997115,65976,0.001,7.2032990384669535,,
82.4,66484,162.10433977,171,387,940,-45.38196861453173,66306,0.001,4.902178950426055,,
82.5,66818,162.47731992,171,388,944,-45.59924071175711,66638,0.001,4.910382041011948,,
82.38,67143,162.36625369,171,390,948,-45.51657428741455,66966,0.001,6.38665987700224,,
82.28,67465,162.16001188,171,392,952,-45.660689191120426,67288,0.001,4.8147197380298525,,
,67500,,,,,-45.80020370483398,67369,0.001,4.869252157799991,80.4,159.36924269199372
82.21,67794,162.18650530000002,171,395,956,-46.283737659454346,67615,0.001,4.966408161469448,,
82.15,68119,162.11969718999998,171,396,960,-45.735349794713464,67946,0.001,5.731283551309167,,
82.02,68441,161.84835690999998,171,398,964,-46.72817316055298,68262,0.001,5.110656116902828,,
81.98,68769,161.78114744,171,400,968,-46.73817362104143,68590,0.001,4.136471519987267,,
82.0,69094,162.32843915,171,401,972,-46.76108741760254,68919,0.001,5.415924933221605,,
81.89,69416,162.2164005,171,403,976,-47.371458751399345,69242,0.001,6.580113519982594,,
81.72,69730,161.53239976,171,405,980,-46.78049830386513,69559,0.001,4.804060222286927,,
,70000,,,,,-47.627357482910156,69863,0.001,4.728578893761886,77.9,139.70866869091986
81.45,70036,160.25903313,171,408,984,,,,,,
81.41,70358,160.11440273999997,171,410,988,-47.08119499392626,70182,0.001,4.778144455537563,,
81.33,70681,159.97310237000002,171,411,992,-47.67879202427008,70504,0.001,5.209767810809306,,
81.25,71004,159.87819208000002,171,413,996,-47.559825711134,70828,0.001,5.467137161596321,,
81.27,71329,159.97339545,171,415,1000,-47.585680675506595,71149,0.001,4.876045650243759,,
81.39,71665,160.28331883999996,171,417,1004,-47.34940329263377,71484,0.001,4.37270511599148,,
81.45,71992,160.3698246,171,419,1008,-47.823070060916066,71815,0.001,5.9408705990488935,,
81.53,72326,160.49617023,171,420,1012,-47.65405301349919,72145,0.001,5.061620873648946,,
,72500,,,,,-48.33073567235193,72398,0.001,4.392998815985287,81.45,161.7539248764515
81.53,72657,160.50207674,171,424,1016,-47.7832797911109,72480,0.001,4.9440774670461325,,
81.56,72989,160.62868575000002,171,425,1020,-47.52410670689174,72810,0.001,4.320217718561012,,
81.56,73322,160.7054251,171,427,1024,-47.473892121087935,73142,0.001,6.032641555889543,,
81.54,73653,160.65925804,171,429,1028,-47.872401539872335,73476,0.001,4.896766461977145,,
81.39,73964,160.15636955,171,431,1032,-48.243451240735176,73790,0.001,5.004152566958696,,
81.43,74297,160.30205254999998,171,433,1036,-47.54865162547042,74117,0.001,8.766477765807187,,
81.44,74628,160.32667963999998,171,434,1040,-47.52535713009718,74449,0.001,4.98093036571181,,
81.41,74959,160.25370304,171,436,1044,-48.20927211216518,74781,0.001,4.852598954649532,,
,75000,,,,,-48.36875403799662,74863,0.001,6.1745840587267065,82.85,164.88593104481697
81.52,75295,160.5277255,171,439,1048,-48.222340356735955,75115,0.001,4.794613392212812,,
81.64,75629,160.92978542,171,441,1052,-48.115993318103605,75449,0.001,4.278043944695416,,
81.74,75968,161.14542793999996,171,443,1056,-48.406884393026665,75787,0.001,6.838572876397953,,
81.82,76301,161.32763469,171,445,1060,-48.788810636939075,76120,0.001,4.201560870903294,,
81.91,76632,161.51476820999997,171,447,1064,-48.180251076107936,76451,0.001,5.369724383073694,,
81.95,76964,161.48584037999998,171,449,1068,-48.114670637177255,76785,0.001,5.489299514207495,,
82.04,77298,161.66298439,171,450,1072,-48.07573566880337,77119,0.001,4.131211350130481,,
,77500,,,,,-48.51507205054874,77368,0.001,4.599579811096191,83.05,165.33907546103
82.15,77631,161.98519379,170,454,1076,-47.827172442180355,77450,0.001,5.3011187271374025,,
