time/fps,time/time_elapsed,time/total_timesteps,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,eval/mean_reward,eval/mean_ep_length
,,5000,,,,0.8415789686143398,-34.65442752838135,0.001,4892,70.9195273399353,15.0
179,27,5020,332,15.0,70.91345326000001,0.6822665974497795,-33.57606833321707,0.001,4907,,
179,28,5080,336,15.0,70.90818608,0.3806915735205015,-34.79236820765904,0.001,4967,,
179,28,5140,340,15.0,70.90597871,0.36014637102683383,-35.45785631452288,0.001,5027,,
179,28,5200,344,15.0,70.91272906,0.257970063885053,-34.476492745535715,0.001,5087,,
179,29,5260,348,15.0,70.91224881000001,0.2836997725069523,-34.34465408325195,0.001,5147,,
179,29,5320,352,15.0,70.91488419000001,0.8281812931100527,-33.593797411237446,0.001,5207,,
179,29,5380,356,15.0,70.91781571,1.5565508425235748,-34.249241965157644,0.001,5267,,
179,30,5440,360,15.0,70.92483775000001,0.8595384935537974,-34.389566149030415,0.001,5327,,
179,30,5500,364,15.0,70.92300229,0.9503847161928812,-35.12632860456194,0.001,5387,,
179,30,5560,368,15.0,70.92460189,2.5046775673826533,-34.600813729422434,0.001,5447,,
179,31,5620,372,15.0,70.92070095,1.5737768878539404,-34.2021473475865,0.001,5507,,
179,31,5680,376,15.0,70.91305364,0.4579497088988622,-34.6746335710798,0.001,5567,,
179,31,5740,380,15.0,70.90931769999999,2.3864982068538665,-34.32909229823521,0.001,5627,,
179,32,5800,384,15.0,70.91037489,0.304929485420386,-33.83976800101144,0.001,5687,,
179,32,5860,388,15.0,70.91137779,0.333072521785895,-34.965501512799946,0.001,5747,,
179,33,5920,392,15.0,70.91172159,0.1966069663564364,-33.970703397478374,0.001,5807,,
179,33,5980,396,15.0,70.91017094,0.28312150239944456,-34.892845153808594,0.001,5867,,
179,33,6040,400,15.0,70.90956555000001,0.21979774037996927,-33.662759235927034,0.001,5927,,
179,34,6100,404,15.0,70.91202513000002,0.3509476274251938,-35.24444171360561,0.001,5987,,
179,34,6160,408,15.0,70.91266130999999,0.20448107607662677,-35.02740315028599,0.001,6047,,
179,34,6220,412,15.0,70.91418540000001,0.17335454002022743,-34.591471263340544,0.001,6107,,
179,35,6280,416,15.0,70.91670006,0.24723398461937904,-35.0632381439209,0.001,6167,,
179,35,6340,420,15.0,70.91510145,0.560564682384332,-35.36630303519113,0.001,6227,,
179,35,6400,424,15.0,70.91503279,0.1556322587033113,-34.406616483415874,0.001,6287,,
179,36,6460,428,15.0,70.90994773,0.26882732212543486,-36.504046303885325,0.001,6347,,
179,36,6520,432,15.0,70.91485337,1.6318981011708578,-34.02612168448312,0.001,6407,,
179,36,6580,436,15.0,70.91044763,0.6709000051021576,-34.816492898123606,0.001,6467,,
179,36,6640,440,15.0,70.91048907,1.4237707321842512,-34.32456643240793,0.001,6527,,
179,37,6700,444,15.0,70.90507664,0.3574209973216057,-35.283574785505024,0.001,6587,,
179,37,6760,448,15.0,70.90296862,0.6826766073703766,-35.62439182826451,0.001,6647,,
179,37,6820,452,15.0,70.90334831,0.33099164764086403,-35.90081678118025,0.001,6707,,
179,38,6880,456,15.0,70.90490082000001,0.1571902597943942,-35.75114277430943,0.001,6767,,
179,38,6940,460,15.0,70.90278690000001,0.2737975594898065,-34.30093165806362,0.001,6827,,
179,38,7000,464,15.0,70.89493506,0.32789562543233236,-34.888833727155415,0.001,6887,,
179,39,7060,468,15.0,70.89772147999999,0.2809793343146642,-35.85670525687082,0.001,6947,,
179,39,7120,472,15.0,70.89853119,0.3132087908685207,-34.467916761125835,0.001,7007,,
179,39,7180,476,15.0,70.90558022,0.16260516891876856,-34.56245749337332,0.001,7067,,
179,40,7240,480,15.0,70.9069726,0.21090925758083662,-33.8916996547154,0.001,7127,,
179,40,7300,484,15.0,70.90772115,1.03646493156751,-35.73169299534389,0.001,7187,,
179,41,7360,488,15.0,70.90514336999999,0.21695765877763432,-35.11615180969238,0.001,7247,,
179,41,7420,492,15.0,70.90645621,0.34096611936887106,-36.08539853777204,0.001,7307,,
179,41,7480,496,15.0,70.90666203,0.18242467145125071,-34.78174863542829,0.001,7367,,
179,41,7540,500,15.0,70.90282135999999,0.25413158039251965,-35.43368312290737,0.001,7427,,
179,42,7600,504,15.0,70.90458276000001,0.3050340736905734,-36.50286974225725,0.001,7487,,
179,42,7660,508,15.0,70.90625576,0.3790517941117287,-34.93161637442453,0.001,7547,,
179,42,7720,512,15.0,70.90568554000001,0.1936787858605385,-35.87383270263672,0.001,7607,,
179,43,7780,516,15.0,70.90361727,0.46355584810177486,-35.7800042288644,0.001,7667,,
179,43,7840,520,15.0,70.90638926000001,0.3286302010218302,-35.32482746669224,0.001,7727,,
180,43,7900,524,15.0,70.91232017,0.4074242281417052,-37.1534423828125,0.001,7787,,
180,44,7960,528,15.0,70.91411148000002,0.24187893867492677,-35.62207630702427,0.001,7847,,
180,44,8020,532,15.0,70.91123689000001,0.6199746097127596,-35.60096195765904,0.001,7907,,
180,44,8080,536,15.0,70.91441497999999,0.15873660345872243,-36.335667746407644,0.001,7967,,
180,45,8140,540,15.0,70.91124865,0.5439718320965767,-37.15286527361189,0.001,8027,,
180,45,8200,544,15.0,70.91108489,0.2512987603743871,-35.04164014543806,0.001,8087,,
180,45,8260,548,15.0,70.91255021,0.20101151665051778,-35.200719015938894,0.001,8147,,
180,46,8320,552,15.0,70.91160472,0.2570171572268009,-35.40993200029646,0.001,8207,,
180,46,8380,556,15.0,70.91007729,0.22430314322312672,-35.450318472726,0.001,8267,,
180,46,8440,560,15.0,70.90869469,0.3172019419570764,-35.36093030657087,0.001,8327,,
180,47,8500,564,15.0,70.91632366,0.4049695461988449,-35.66605976649693,0.001,8387,,
180,47,8560,568,15.0,70.91291769,0.24733360161383947,-36.152557373046875,0.001,8447,,
180,47,8620,572,15.0,70.91183981,0.20283429572979608,-35.93512126377651,0.001,8507,,
181,47,8680,576,15.0,70.91296412000001,0.2901439684132735,-37.909736088344026,0.001,8567,,
181,48,8740,580,15.0,70.91997681,0.2317704307536284,-35.70311028616769,0.001,8627,,
181,48,8800,584,15.0,70.91741645,0.18659789462884266,-34.72216033935547,0.001,8687,,
181,48,8860,588,15.0,70.92013931000001,0.2941810374458631,-36.06884765625,0.001,8747,,
