rollout/ep_len_mean,time/time_elapsed,time/fps,time/iterations,rollout/ep_rew_mean,time/total_timesteps,train/entropy_loss,train/clip_fraction,train/n_updates,train/explained_variance,train/loss,train/std,train/approx_kl,eval/mean_reward,train/policy_gradient_loss,train/learning_rate,train/value_loss,eval/mean_ep_length,train/clip_range
19.52,3,591,1,13.4537659,2048,,,,,,,,,,,,,
,,,,,2500,-4.2218671754002575,0.15771484375,10,0.00437551736831665,9.577457427978516,0.9789787530899048,0.013832027,94.04893300831318,-0.01892707024817355,0.0003,31.76290637254715,66.2,0.2
27.05,10,393,2,25.6374841,4096,,,,,,,,,,,,,
,,,,,5000,-4.186069564521313,0.132666015625,20,0.2728968858718872,48.317996978759766,0.9740873575210571,0.012767443,71.9282249212265,-0.021237680964986794,0.0003,101.91976116895675,44.65,0.2
34.73,16,367,3,40.159591979999995,6144,,,,,,,,,,,,,
,,,,,7500,-4.164193548262119,0.1330078125,30,0.2591841220855713,67.21322631835938,0.9637550115585327,0.0114193205,66.24366275370122,-0.02040801930561429,0.0003,165.4364376783371,41.05,0.2
44.07,23,348,4,61.633260109999995,8192,,,,,,,,,,,,,
,,,,,10000,-4.142860475182533,0.0546875,40,0.10996735095977783,107.59282684326172,0.9615232348442078,0.0071072467,62.70885339975357,-0.011089193040970714,0.0003,259.4414999961853,38.85,0.2
49.85,29,342,5,79.49229887,10240,,,,,,,,,,,,,
58.9,35,346,6,99.648924,12288,-4.1294564947485926,0.05556640625,50,0.04443305730819702,148.0113983154297,0.9549709558486938,0.006501639,,-0.010761615034425631,0.0003,276.58814454078674,,0.2
,,,,,12500,-4.11025225520134,0.06513671875,60,0.01417618989944458,188.22195434570312,0.9496158361434937,0.0071800267,210.2351350545883,-0.010130794363794849,0.0003,346.2215169906616,93.65,0.2
63.42,43,333,7,112.63109869000002,14336,,,,,,,,,,,,,
,,,,,15000,-4.09547471255064,0.104736328125,70,0.019475936889648438,167.47006225585938,0.9459072947502136,0.009020627,214.0252179980278,-0.015210541727719828,0.0003,374.5850217819214,95.65,0.2
70.35,50,324,8,130.72908218999999,16384,,,,,,,,,,,,,
,,,,,17500,-4.087097568809986,0.068994140625,80,0.14170485734939575,132.51510620117188,0.9451791644096375,0.007178191,213.79909086823463,-0.01104579796665348,0.0003,394.4613543987274,96.25,0.2
81.15,58,316,9,158.07506744999998,18432,,,,,,,,,,,,,
,,,,,20000,-4.095707787573337,0.063134765625,90,0.5143570601940155,104.75923156738281,0.9510461091995239,0.0064158333,213.81418613791465,-0.008402443228987977,0.0003,305.5624260902405,94.45,0.2
86.43,65,310,10,174.60695250999999,20480,,,,,,,,,,,,,
,,,,,22500,-4.102031533420086,0.056005859375,100,0.6749450266361237,133.506103515625,0.94820636510849,0.0063242856,216.3553987979889,-0.008567731705261395,0.0003,284.07246832847596,95.25,0.2
91.83,73,305,11,190.70903221999993,22528,,,,,,,,,,,,,
94.07,79,310,12,197.41658186000004,24576,-4.0912563562393185,0.067529296875,110,0.6073468327522278,98.11612701416016,0.9444334506988525,0.008101788,,-0.009343977176467889,0.0003,281.1811902999878,,0.2
,,,,,25000,-4.074037469923496,0.078955078125,120,0.7369243800640106,72.037353515625,0.9385935068130493,0.007630758,228.62363374829292,-0.010408257981180214,0.0003,222.23259885311126,100.0,0.2
94.66,86,306,13,201.11508565,26624,,,,,,,,,,,,,
,,,,,27500,-4.05587337911129,0.08525390625,130,0.6951984465122223,131.60787963867188,0.9321049451828003,0.008676107,228.40297863483428,-0.008428086378262378,0.0003,237.81664860248566,99.95,0.2
94.27,95,301,14,201.72196002,28672,,,,,,,,,,,,,
,,,,,30000,-4.038927575945854,0.0908203125,140,0.8244561553001404,71.77546691894531,0.9293211698532104,0.007800648,228.13353732824325,-0.011803253900143317,0.0003,168.99677722454072,99.9,0.2
95.5,102,298,15,204.65543717999998,30720,,,,,,,,,,,,,
