time/time_elapsed,rollout/ep_rew_mean,time/episodes,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_reward,eval/mean_ep_length
11,31.481173160000004,380,3.55,119,1390,0.001,1291,-18.31895637512207,4.582292079925537,,
11,31.3127466,384,3.53,119,1403,0.001,1305,-18.2447566986084,3.1035451889038086,,
11,31.479725820000002,388,3.55,119,1419,0.001,1320,-19.52435302734375,3.170037865638733,,
12,31.31350468,392,3.53,119,1433,0.001,1334,-18.71872043609619,4.685733159383138,,
12,31.483042410000003,396,3.55,118,1448,0.001,1349,-18.35182285308838,2.5646653175354004,,
12,31.48251037,400,3.55,118,1463,0.001,1364,-18.905017852783203,3.784276247024536,,
12,31.313372199999993,404,3.53,118,1476,0.001,1378,-18.972773551940918,3.4014949798583984,,
12,31.39990166,408,3.54,118,1492,0.001,1393,-18.207776069641113,2.800496995449066,,
12,31.40366208,412,3.54,118,1506,0.001,1407,-18.990550994873047,3.4521828492482505,,
12,31.652454380000005,416,3.57,118,1521,0.001,1423,-18.913195610046387,3.6142897605895996,,
12,31.481730909999996,420,3.55,118,1534,0.001,1436,-19.82104778289795,3.6804094910621643,,
13,31.399599009999996,424,3.54,118,1548,0.001,1449,-18.38013458251953,2.862746079762777,,
13,31.566886020000002,428,3.56,118,1563,0.001,1465,-18.4603328704834,3.7302423119544983,,
13,31.652989300000005,432,3.57,117,1578,0.001,1480,-18.957443237304688,2.892278552055359,,
13,31.57208298,436,3.56,117,1592,0.001,1494,-19.65038776397705,2.436031848192215,,
13,31.658765629999998,440,3.57,117,1607,0.001,1508,-18.82660484313965,2.8638458251953125,,
13,31.57408021,444,3.56,117,1621,0.001,1523,-19.542113304138184,2.525084674358368,,
13,31.572375159999996,448,3.56,117,1636,0.001,1538,-18.60337257385254,2.9682952165603638,,
14,31.57520152,452,3.56,117,1650,0.001,1551,-19.764617919921875,3.0997148354848227,,
14,31.656783669999996,456,3.57,117,1665,0.001,1566,-18.91805648803711,3.4608848094940186,,
14,31.571241620000002,460,3.56,117,1678,0.001,1580,-18.62527561187744,4.891382535298665,,
14,31.736310699999994,464,3.58,117,1693,0.001,1595,-19.990318298339844,3.905148923397064,,
14,31.90412599999999,468,3.6,117,1707,0.001,1609,-19.721155166625977,3.4482975602149963,,
14,31.907012179999995,472,3.6,117,1721,0.001,1623,-18.163299560546875,2.9604126612345376,,
14,31.82126993,476,3.59,117,1735,0.001,1636,-19.177557945251465,2.6926485300064087,,
14,31.737252189999996,480,3.58,117,1748,0.001,1650,-20.168991088867188,2.4549679358800254,,
15,31.82360896,484,3.59,117,1762,0.001,1664,-20.069172859191895,2.6827922463417053,,
15,31.737951640000002,488,3.58,117,1777,0.001,1678,-19.029860496520996,2.401530106862386,,
15,31.82542747,492,3.59,116,1792,0.001,1694,-19.68918800354004,2.793875515460968,,
15,31.65923778000001,496,3.57,116,1805,0.001,1707,-20.925798416137695,2.6585126717885337,,
15,31.57699241,500,3.56,116,1819,0.001,1720,-19.77942657470703,2.361253023147583,,
15,31.66079531999999,504,3.57,116,1833,0.001,1734,-19.604599952697754,3.200522541999817,,
15,31.576298920000003,508,3.56,116,1848,0.001,1749,-19.74551773071289,2.8516969680786133,,
15,31.659781010000003,512,3.57,116,1863,0.001,1764,-19.83255672454834,2.7803122202555337,,
16,31.57658196,516,3.56,116,1877,0.001,1778,-19.72494125366211,2.7910821437835693,,
16,31.74123829,520,3.58,116,1892,0.001,1793,-20.43177032470703,2.9850121438503265,,
16,31.740720829999997,524,3.58,116,1906,0.001,1808,-21.229594230651855,3.031763792037964,,
16,31.83388611,528,3.59,116,1922,0.001,1823,-21.725189208984375,2.998957335948944,,
16,32.02256832,532,3.61,116,1939,0.001,1840,-25.492904663085938,2.5715027451515198,,
16,32.85741643,536,3.7,116,1962,0.001,1859,-26.988881429036457,2.7204937594277516,,
17,34.27354503,540,3.85,116,1992,0.001,1890,-26.274842262268066,3.5911245346069336,,
,,,,,2000,0.001,1904,-26.213037967681885,2.903686557497297,64.78204374313354,7.1
17,35.68740158,544,4.0,115,2021,0.001,1918,-27.309146881103516,3.572618693113327,,
17,36.736255,548,4.11,115,2047,0.001,1945,-28.239632924397785,3.6529088815053306,,
17,38.13717116,552,4.26,115,2076,0.001,1974,-27.848974227905273,5.619112730026245,,
18,39.28297975,556,4.38,115,2103,0.001,2001,-29.268622080485027,4.0824276719774515,,
18,41.24795943,560,4.59,115,2137,0.001,2033,-30.655725955963135,4.674274295568466,,
18,43.137923889999996,564,4.79,115,2172,0.001,2069,-30.598520755767822,4.455819500817193,,
19,45.11518912000001,568,5.0,115,2207,0.001,2104,-30.54015064239502,4.078257471323013,,
19,47.276882269999994,572,5.23,115,2244,0.001,2140,-31.024615859985353,4.008735418319702,,
19,49.13381764999999,576,5.43,115,2278,0.001,2175,-32.24994373321533,3.4634101688861847,,
20,51.158177939999995,580,5.65,115,2313,0.001,2209,-34.50204086303711,3.0404512882232666,,
20,53.187223599999996,584,5.87,115,2349,0.001,2246,-32.68597755432129,2.7977312670813665,,
20,54.8628647,588,6.05,115,2382,0.001,2278,-33.57347917556763,3.7185315787792206,,
20,56.82657832999999,592,6.26,115,2418,0.001,2315,-34.19587707519531,2.7564502716064454,,
21,58.969762010000004,596,6.49,115,2454,0.001,2350,-34.06151723861694,2.844150722026825,,
21,61.399166099999995,600,6.75,116,2494,0.001,2389,-35.71155261993408,2.3811177611351013,,
21,63.28573532999999,604,6.95,116,2528,0.001,2424,-35.18392086029053,2.223707839846611,,
22,65.64679426,608,7.2,116,2568,0.001,2460,-36.801001739501956,2.589950190650092,,
22,67.81484284,612,7.43,116,2606,0.001,2500,-35.58855667114258,3.8847136974334715,,
22,70.07854142000001,616,7.67,116,2644,0.001,2540,-37.28273391723633,2.4125317714431067,,
23,72.34139592000001,620,7.91,116,2683,0.001,2578,-37.13933308919271,2.3664119939009347,,
23,74.9660972,624,8.19,116,2725,0.001,2616,-37.274418640136716,2.8982218901316323,,
23,76.86350654,628,8.39,116,2761,0.001,2658,-38.59568862915039,3.2853137969970705,,
24,79.31885708,632,8.65,116,2804,0.001,2697,-39.231316884358726,2.8207695117363563,,
24,80.92664363,636,8.82,116,2844,0.001,2740,-40.209954833984376,2.8575959324836733,,
24,81.8677774,640,8.92,116,2884,0.001,2779,-40.4757932027181,3.166212340195974,,
25,83.08886455000001,644,9.05,116,2926,0.001,2820,-39.68454806009928,2.900301436583201,,
25,84.68836234000003,648,9.22,116,2969,0.001,2864,-41.821048736572266,3.920056700706482,,
,,,,,3000,0.001,2892,-40.81244193183051,3.352256695429484,110.80087051391601,12.0
26,87.39479394000004,652,9.51,116,3027,0.001,2916,-42.73607177734375,2.4278531670570374,,
26,88.89108546000001,656,9.67,115,3070,0.001,2965,-42.29507675170898,2.626849102973938,,
26,90.93731851000003,660,9.89,116,3126,0.001,3012,-42.5295352935791,2.3976188749074936,,
27,92.15676178000001,664,10.02,115,3174,0.001,3067,-42.18643856048584,2.827484607696533,,
27,92.63356558,668,10.07,115,3214,0.001,3107,-43.77321529388428,2.500320464372635,,
28,94.03592198999999,672,10.22,116,3266,0.001,3157,-44.411831325954864,2.4541363252533808,,
28,94.82251107000002,676,10.3,116,3308,0.001,3203,-47.528341674804686,2.494417743249373,,
28,96.53233344000002,680,10.48,116,3361,0.001,3258,-45.02512686593192,2.5513119186673845,,
29,98.34687068,684,10.67,116,3416,0.001,3309,-46.60617256164551,7.616013457377751,,
29,100.25059730000002,688,10.87,116,3469,0.001,3359,-46.608482360839844,8.266455590724945,,
30,102.60916719999999,692,11.12,116,3530,0.001,3419,-45.71033604939779,8.214051448381865,,
30,103.18964361999998,696,11.18,115,3572,0.001,3468,-47.3762092590332,8.628300070762634,,
31,103.77417982000001,700,11.24,115,3618,0.001,3514,-47.266574223836265,3.600886881351471,,
31,105.18268384999999,704,11.39,115,3667,0.001,3560,-46.70553970336914,8.90063681602478,,
32,106.58983599,708,11.54,115,3722,0.001,3613,-49.84379895528158,7.04938110938439,,
32,108.74737494000001,712,11.77,115,3783,0.001,3675,-48.79202995300293,6.805965828895569,,
32,109.77713354,716,11.88,116,3832,0.001,3718,-49.42756042480469,7.346410592397054,,
33,111.6492544,720,12.08,116,3891,0.001,3784,-49.067056020100914,3.7589903473854065,,
33,111.93625262999998,724,12.11,116,3936,0.001,3829,-48.75674247741699,4.972243203057183,,
34,112.21478283999998,728,12.14,116,3975,0.001,3871,-51.21065902709961,5.269339843229814,,
,,,,,4000,0.001,3903,-52.103095372517906,5.589649299780528,111.78367462158204,12.1
34,112.77569509999998,732,12.2,115,4024,0.001,3914,-52.6778564453125,7.180478919636119,,
35,113.8938321,736,12.32,115,4076,0.001,3967,-52.28259229660034,4.414042040705681,,
35,116.41527967999998,740,12.59,115,4143,0.001,4036,-53.84032487869263,3.667286992073059,,
36,117.63257561,744,12.72,115,4198,0.001,4085,-53.455529022216794,6.00796948779713,,
36,120.34444606000001,748,13.01,115,4270,0.001,4147,-53.66834531511579,3.9165173939296176,,
37,121.38669681000002,752,13.12,115,4339,0.001,4224,-56.6724853515625,3.7817086855570476,,
37,122.32096751,756,13.22,115,4392,0.001,4282,-55.095673370361325,4.979486393928528,,
38,123.55713429,760,13.35,115,4461,0.001,4349,-56.72968978881836,3.440752687908354,,
38,124.21386400999998,764,13.42,116,4516,0.001,4409,-57.78925132751465,3.2754685431718826,,
39,128.60135434,768,13.89,116,4603,0.001,4482,-58.21435250176324,4.108924374860876,,
40,129.82479598999998,772,14.02,116,4668,0.001,4560,-59.95118670993381,3.792600154876709,,
40,131.58295583,776,14.21,115,4729,0.001,4618,-56.54692395528158,4.3209992105310615,,
41,133.56081843,780,14.42,116,4803,0.001,4691,-59.160668563842776,3.6839405582064675,,
41,133.74988689999998,784,14.44,115,4860,0.001,4754,-61.43946901957194,3.4026156862576804,,
42,135.23815374999998,788,14.6,116,4929,0.001,4805,-58.45895004272461,4.045330936258489,,
43,134.95876941999998,792,14.57,115,4987,0.001,4881,-57.71216328938802,4.284345328807831,,
,,,,,5000,0.001,4903,-58.84722137451172,4.434032201766968,148.23235816955565,16.0
43,136.81125384999996,796,14.77,115,5049,0.001,4940,-58.65125995212131,4.4776621285606835,,
44,139.51205892,800,15.06,115,5124,0.001,5016,-61.01678276062012,4.318519502878189,,
45,142.85285965999998,804,15.42,115,5209,0.001,5087,-62.896679401397705,4.480364739894867,,
45,145.17252431999998,808,15.67,115,5289,0.001,5179,-63.219337463378906,6.014027031985196,,
46,148.80080912999998,812,16.06,115,5389,0.001,5266,-64.61222219467163,4.5533195495605465,,
47,154.95550422,816,16.72,115,5504,0.001,5384,-65.51400402614048,5.388706607478006,,
48,158.58654525999998,820,17.11,115,5602,0.001,5483,-65.77309036254883,6.296457247300581,,
49,161.74420394000003,824,17.45,115,5681,0.001,5568,-66.56662205287388,6.4528447815350125,,
49,168.17054854000003,828,18.14,115,5789,0.001,5668,-68.7294135093689,6.040792360901833,,
50,171.88933201,832,18.54,115,5878,0.001,5754,-67.6578237093412,6.737533035278321,,
,,,,,6000,0.001,5893,-70.40833282470703,7.545549942896916,229.83436603546141,24.8
52,179.33960821,836,19.34,115,6010,,,,,,
52,183.61464803,840,19.8,115,6123,0.001,5986,-69.02705787209904,7.853731169845119,,
54,191.14878473000005,844,20.61,115,6259,0.001,6129,-69.85353941075942,8.39067931856428,,
55,196.05820083000003,848,21.14,115,6384,0.001,6263,-71.605714064378,9.776016606224907,,
56,202.38733157000001,852,21.82,115,6521,0.001,6399,-73.39289227653953,9.935280323028564,,
57,207.96757604,856,22.42,115,6634,0.001,6516,-75.67449989318848,10.156752451872213,,
58,212.21964117,860,22.88,115,6749,0.001,6627,-72.05724495335629,10.58955508784244,,
59,218.98747729000002,864,23.61,115,6877,0.001,6750,-73.7798941930135,11.60632582505544,,
,,,,,7000,0.001,6883,-75.5362057156033,13.09963251415052,310.87428092956543,33.5
60,223.81996076999994,868,24.13,115,7016,,,,,,
62,229.93758155,872,24.79,115,7147,0.001,7022,-76.91013964484719,12.296078132860588,,
63,236.74304315999998,876,25.52,115,7281,0.001,7154,-78.95580964929917,13.436672407038072,,
64,242.32174514,880,26.12,115,7415,0.001,7285,-78.95555216471354,15.53460833231608,,
65,250.14801440999997,884,26.96,115,7556,0.001,7428,-79.63076709565662,19.230489640008834,,
66,254.33493722,888,27.41,115,7670,0.001,7544,-79.78499603271484,17.589181654793876,,
68,271.33347392,892,29.23,116,7910,0.001,7745,-81.78533751389077,20.36685738321078,,
,,,,,8000,0.001,7886,-80.9204584757487,22.018797578482793,370.25104398727416,39.8
69,277.7669680899999,896,29.92,115,8041,0.001,7910,-82.2804438273112,22.43137276172638,,
71,286.25540502,900,30.83,115,8207,0.001,8077,-84.59616184234619,24.634653611616656,,
72,289.13584203000005,904,31.14,115,8323,0.001,8193,-83.23443222045898,21.00299494607108,,
73,294.8284394500001,908,31.75,115,8464,0.001,8336,-85.5636978149414,20.503035449981688,,
74,308.1964355,912,33.18,116,8707,0.001,8519,-86.82281019880965,26.392814140319825,,
76,312.95777081,916,33.69,115,8873,0.001,8751,-85.71890640258789,30.934405453999837,,
,,,,,9000,0.001,8848,-89.0010477701823,30.777613917986553,384.25271530151366,41.3
78,318.90418849,920,34.33,114,9035,0.001,8912,-91.1906316280365,29.536902636289597,,
79,324.70545016999995,924,34.95,114,9176,0.001,9046,-88.91639745803107,31.77449435279483,,
81,332.0917771699999,928,35.74,114,9363,0.001,9240,-88.98138427734375,33.421779690366805,,
83,342.93963083999995,932,36.9,114,9568,0.001,9439,-93.09843008858817,32.07974910736084,,
85,351.55809028999994,936,37.82,114,9792,0.001,9675,-94.07225735982259,31.509278774261475,,
,,,,,10000,0.001,9868,-93.81431406194514,36.98712805814521,414.4707969665527,44.5
87,362.53012330000007,940,38.99,114,10022,,,,,,
88,363.20342831,944,39.06,114,10165,0.001,10038,-95.19697723388671,33.13696675422864,,
89,365.92620121,948,39.35,114,10319,0.001,10187,-96.22918466421274,30.459263288057766,,
91,368.7441600699999,952,39.65,114,10486,0.001,10334,-96.12137310321515,33.73586359211043,,
92,371.16514301,956,39.91,114,10625,0.001,10505,-96.6461575826009,39.718252697506465,,
94,376.89662295,960,40.52,114,10801,0.001,10677,-97.46223415027966,35.38363452391191,,
95,381.79562336000004,964,41.04,114,10981,0.001,10839,-97.7285943282278,35.41641275506271,,
,,,,,11000,0.001,10886,-96.57569313049316,36.032554626464844,417.0739245414734,44.8
97,381.32441264,968,40.99,113,11115,0.001,10996,-100.68917643229166,34.36939206616632,,
98,383.96639846000005,972,41.27,113,11274,0.001,11147,-99.75350570678711,35.73102825880051,,
100,388.93164452000013,976,41.8,114,11461,0.001,11294,-100.37194178654597,38.24426606985239,,
102,391.56459794,980,42.08,113,11623,0.001,11472,-101.24120210346423,35.70130694539923,,
104,395.31184678,984,42.48,113,11804,0.001,11677,-102.90779226797598,36.17079856178977,,
106,402.7682125,988,43.28,113,11998,0.001,11871,-104.18231338500976,38.301910724639896,,
,,,,,12000,0.001,11903,-102.66431331634521,38.926955580711365,499.41070041656496,53.6
108,394.14853017999997,992,42.36,112,12146,0.001,12029,-103.68655518562564,33.93636270553347,,
109,400.24004017000004,996,43.01,112,12342,0.001,12203,-103.94944602564762,36.94208842829654,,
110,396.87014595,1000,42.65,112,12472,0.001,12347,-103.94705762361225,39.64238714560484,,
112,402.9516167,1004,43.3,112,12653,0.001,12533,-108.06675091911765,40.25016626630511,,
113,406.22371918000005,1008,43.65,112,12829,0.001,12690,-107.41320848464966,34.38437061925088,,
,,,,,13000,0.001,12868,-107.26157970428467,38.476559937000275,440.41072912216185,47.3
115,399.49403192000005,1012,42.93,112,13000,,,,,,
117,398.93937295,1016,42.87,112,13160,0.001,13037,-107.29906349182129,34.27671589851379,,
118,401.70013890999996,1020,43.16,112,13351,0.001,13189,-108.31294393539429,35.40034717321396,,
120,404.13693156999994,1024,43.42,112,13518,0.001,13392,-109.54049062728882,37.60418012738228,,
121,403.48948021,1028,43.35,112,13698,0.001,13540,-107.73013095198006,35.6637144590679,,
123,400.68934563000005,1032,43.05,112,13873,0.001,13750,-109.19932479858399,34.33988470950369,,
,,,,,14000,0.001,13878,-108.41837545541617,38.09072648561918,404.2078261375427,43.4
125,397.7028832100001,1036,42.73,112,14065,0.001,13934,-111.64708001273019,33.37020097460066,,
127,398.91623276999997,1040,42.86,112,14308,0.001,14160,-110.52185821533203,33.92037292696395,,
128,406.58891712999997,1044,43.68,112,14533,0.001,14385,-112.50183868408203,37.4547226079305,,
130,408.56801856000004,1048,43.89,112,14708,0.001,14565,-113.94540964762369,34.862946725660755,,
131,405.39046600000006,1052,43.55,112,14841,0.001,14721,-110.52450972336989,35.98433149777926,,
,,,,,15000,0.001,14871,-115.94009742736816,37.606803035736085,520.5776184082031,55.9
133,412.24048148,1056,44.28,112,15053,,,,,,
134,409.06684266999997,1060,43.94,112,15195,0.001,15069,-117.75520623248556,35.43639897285624,,
136,410.28862614999997,1064,44.07,112,15388,0.001,15263,-113.76208368937175,36.52633982234531,,
138,416.28340798,1068,44.71,112,15586,0.001,15452,-115.80124751004305,37.210941737348385,,
139,419.84377669,1072,45.09,112,15783,0.001,15641,-115.99368758428665,39.681468554905486,,
141,422.0087802999999,1076,45.32,112,15993,0.001,15846,-119.64971522281044,40.37597852004202,,
,,,,,16000,0.001,15898,-114.01976365309496,38.81846989118136,407.9350891113281,43.8
144,429.85051069,1080,46.16,112,16239,0.001,16077,-115.93816312154134,37.72120163175795,,
146,435.57316312,1084,46.77,112,16481,0.001,16332,-117.95366643269857,39.35358001391093,,
147,431.77087620000003,1088,46.36,112,16634,0.001,16507,-118.47310969034831,37.83425730069478,,
149,438.62016236000005,1092,47.09,112,16855,0.001,16724,-120.51507637717508,36.81069067154807,,
,,,,,17000,0.001,16884,-120.55395554051255,36.41133117675781,480.0123334884644,51.5
151,440.1131196,1096,47.25,112,17067,,,,,,
154,452.66172334,1100,48.59,112,17331,0.001,17178,-122.7256655883789,37.66705005645752,,
155,450.62231471,1104,48.37,112,17490,0.001,17355,-120.77411092122396,35.99118976593017,,
157,454.93786089,1108,48.83,112,17712,0.001,17582,-121.1157138965748,37.805930659456074,,
159,458.86976222000004,1112,49.25,112,17925,0.001,17771,-122.7853459444913,34.62930523265492,,
,,,,,18000,0.001,17830,-121.2200424194336,40.72638097860045,602.9233172416687,64.7
,,,,,19000,0.001,18034,-127.1980970110212,42.514072499956406,1561.1722925186157,167.1
171,563.1254842000001,1116,60.39,111,19199,0.001,19034,-129.2139451599121,46.13238060760498,,
173,567.03726214,1120,60.81,111,19432,0.001,19262,-129.3182477597837,48.464871676463,,
176,576.48973624,1124,61.82,111,19700,0.001,19564,-130.48844221161633,47.30286567967112,,
178,584.82134621,1128,62.71,111,19969,0.001,19810,-133.3373945781163,48.692558718157244,,
,,,,,20000,0.001,19874,-132.66666722297668,50.00214585661888,586.6051277160644,62.9
