time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/episodes,train/learning_rate,train/n_updates,train/actor_loss,train/critic_loss,eval/mean_ep_length,eval/mean_reward
0,30.25,121,39.2772425,2542,4,,,,,,
0,18.625,149,22.109296875,423,8,0.001,52,-1.5002823173999786,0.14291633984872273,,
0,14.75,177,16.372778583333332,339,12,0.001,80,-1.4731132090091705,0.15747310646942683,,
0,12.8125,205,13.494149125,295,16,0.001,108,-1.4977267682552338,0.19808516119207656,,
0,11.65,233,11.7714131,272,20,0.001,136,-1.4806519746780396,0.1856902124626296,,
1,10.875,261,10.623776458333333,257,24,0.001,164,-1.4770711362361908,0.13385448711259024,,
1,10.321428571428571,289,9.800384,247,28,0.001,192,-1.6041826903820038,0.08689586179597038,,
1,9.90625,317,9.192531562500001,241,32,0.001,220,-1.561466246843338,0.0933627039194107,,
1,9.583333333333334,345,8.71645277777778,232,36,0.001,248,-1.5779073238372803,0.03890573871987207,,
1,9.325,373,8.336429274999999,226,40,0.001,276,-1.6155664324760437,0.026660505150045668,,
1,9.113636363636363,401,8.026570863636364,224,44,0.001,304,-1.5553921163082123,0.014022992059056247,,
1,9.0,432,7.865921041666667,222,48,0.001,332,-1.5996856689453125,0.01630266968693052,,
2,9.98076923076923,519,10.144863615384615,217,52,0.001,407,-1.8332205577330156,0.13354881971397184,,
2,10.803571428571429,605,12.060316928571428,208,56,0.001,493,-2.3689487630670722,0.21531607684763995,,
3,11.566666666666666,694,13.791911566666666,204,60,0.001,581,-2.7930532802234995,0.2953014124346816,,
3,12.03125,770,14.336573328125,198,64,0.001,664,-3.437733364105225,0.2556943267583847,,
4,12.382352941176471,842,13.363835279411765,198,68,0.001,734,-3.2558439572652182,0.3251638685663541,,
4,13.291666666666666,957,14.96655734722222,196,72,0.001,846,-3.6523569524288177,0.5957127306610346,,
5,13.723684210526315,1043,16.106964407894736,196,76,0.001,932,-3.9987224448810923,0.669445276260376,,
5,14.1125,1129,17.124826812499997,195,80,0.001,1018,-4.509312889792702,0.6653926440260627,,
6,14.452380952380953,1214,18.025079249999994,195,84,0.001,1103,-4.790819124741987,0.6332356923005797,,
6,14.761363636363637,1299,18.832508113636365,195,88,0.001,1188,-5.169076095927846,0.5681167592604955,,
7,15.043478260869565,1384,19.573104445652174,195,92,0.001,1273,-5.58999457359314,0.5623416730335781,,
7,15.791666666666666,1516,21.18642355208333,199,96,0.001,1359,-5.809141492843628,0.5387387531144279,,
8,16.72,1672,23.09960073,195,100,0.001,1544,-6.5076163898814805,0.508646356111223,,
9,17.08,1829,24.211318389999995,195,104,0.001,1692,-7.204631328582764,0.627590842710601,,
10,18.46,1995,26.851592120000007,195,108,0.001,1855,-7.936506748199463,0.825192643281741,,
11,20.24,2201,30.23989283,196,112,0.001,2054,-8.675532093754521,1.1727121455801859,,
12,22.77,2482,35.21167835,197,116,0.001,2307,-9.61692637781943,1.3320549834639794,,
,,2500,,,,0.001,2392,-9.87772274017334,1.280130662111675,80.7,156.17074550390242
15,25.58,2791,40.91228918,179,120,0.001,2633,-10.891031995732734,1.3271184378548673,,
17,28.3,3091,46.341177859999995,179,124,0.001,2933,-12.125509570626651,1.6326461736706719,,
18,30.79,3368,51.50797586000001,180,128,0.001,3250,-13.436788186794374,2.4092329567597237,,
19,32.37,3554,54.87847317000001,181,132,0.001,3436,-14.296918722299429,3.059552816244272,,
20,35.29,3874,61.19312183000001,185,136,0.001,3701,-15.326178450333444,3.6851430006649184,,
22,37.8,4153,66.49603581,184,140,0.001,3981,-16.58455981277838,4.849345715649156,,
24,41.54,4555,74.6127681,185,144,0.001,4357,-18.612907870062465,5.025766234622043,,
26,44.74,4906,81.4169485,186,148,0.001,4706,-20.688127790178573,6.0667565175465175,,
,,5000,,,,0.001,4816,-21.11704743125222,7.247769754583185,111.25,241.59120992422103
30,48.54,5373,90.01810052,175,152,0.001,5155,-23.17269103310325,7.418932753259486,,
33,52.76,5881,99.20648788999999,176,156,0.001,5639,-26.00052661895752,7.696666752996523,,
36,56.68,6362,108.05205268,175,160,0.001,6153,-28.557804010682187,7.32105607044797,,
38,60.68,6838,117.40290684000001,176,164,0.001,6626,-31.027527146420237,8.737589260451815,,
41,64.81,7323,127.88181194999999,178,168,0.001,7110,-33.247414385686156,8.609381513162093,,
,,7500,,,,0.001,7348,-34.52389486904802,8.388303491343622,115.0,249.41309611201285
44,68.17,7774,135.99426161999997,172,172,0.001,7574,-35.669254302978516,8.294754284673033,,
47,72.13,8256,144.79414093999998,173,176,0.001,8042,-37.71763723404681,10.167988685310863,,
50,75.8,8709,152.84956148,174,180,0.001,8503,-40.24111161142025,9.149266529306074,,
52,79.59,9173,161.02114272,174,184,0.001,8968,-42.22403744784268,11.490243180231614,,
54,83.32,9631,169.12524676,175,188,0.001,9420,-44.21431404247618,9.86171871946569,,
,,10000,,,,0.001,9895,-46.34529409603197,10.870945525891853,116.5,249.86457825303077
59,87.08,10092,177.4387227,169,192,,,,,,
62,90.24,10540,184.61199435999998,169,196,0.001,10333,-48.01685054485615,9.820315781694193,,
