time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/std,train/loss,eval/mean_ep_length,eval/mean_reward
2048,1,7,-56.47659785714285,281,51.904761904761905,,,,,,,,,,,,,
4096,2,16,-92.63024587234041,249,86.19148936170212,10,-0.01771080493927002,0.13291015625,-0.027785817781114018,0.2,169.71047774553298,-11.281671446561813,0.0003,0.012973286,0.9852786660194397,25.3619441986084,,
5000,,,,,,20,-0.13263094425201416,0.089501953125,-0.02393566762912087,0.2,88.51832736730576,-11.185379573702813,0.0003,0.01180656,0.9738481640815735,19.62497329711914,1000.0,978.5135485649109
6144,3,45,-98.650017375,134,92.515625,,,,,,,,,,,,,
8192,4,55,-122.86732122857141,148,117.02857142857142,30,-0.0014195442199707031,0.09619140625,-0.026327805474284104,0.2,110.1329616189003,-11.088564684987068,0.0003,0.011249027,0.9603235125541687,30.840295791625977,,
10000,,,,,,40,0.001312851905822754,0.10576171875,-0.026505429344251753,0.2,83.28095155358315,-10.962781780958176,0.0003,0.011694945,0.9441412687301636,15.51786994934082,1000.0,961.5377305567265
10240,5,86,-115.31806527777778,117,110.8,,,,,,,,,,,,,
12288,6,95,-126.00696558,128,122.78,50,0.007104218006134033,0.180419921875,-0.04149979602079838,0.2,112.63511312007904,-10.819803130626678,0.0003,0.014137577,0.9317678809165955,53.04930114746094,,
14336,7,104,-133.20423456999998,136,131.25,60,0.022471070289611816,0.142431640625,-0.03250653082795907,0.2,75.69515709877014,-10.733541458845139,0.0003,0.013592331,0.9196503162384033,26.782758712768555,,
15000,,,,,,70,0.14346706867218018,0.1251953125,-0.03161830388999078,0.2,107.18372951745987,-10.647111168503761,0.0003,0.0120831635,0.9118564128875732,42.131996154785156,1000.0,932.2672481179237
16384,8,135,-128.93033711,121,130.51,,,,,,,,,,,,,
18432,9,144,-147.58731205,127,151.15,80,0.08430975675582886,0.1255859375,-0.0277333671314409,0.2,86.5846441745758,-10.566129678487778,0.0003,0.012663872,0.9010655283927917,27.771114349365234,,
20000,,,,,,90,-0.04997527599334717,0.207177734375,-0.032829189288895576,0.2,25.435474421083928,-10.411750879883765,0.0003,0.031654034,0.8768700361251831,17.915647506713867,1000.0,894.758964407444
20480,10,175,-155.88756042,116,161.5,,,,,,,,,,,,,
22528,11,185,-161.72499451,121,171.2,100,0.05568116903305054,0.091259765625,-0.0206169314624276,0.2,130.78505952358245,-10.285241505503654,0.0003,0.007877503,0.8736998438835144,67.09178924560547,,
24576,12,194,-138.99345724,126,151.3,110,0.15160995721817017,0.052392578125,-0.019773862772854044,0.2,96.71661201715469,-10.250764855742455,0.0003,0.008420294,0.8686885237693787,32.01398468017578,,
25000,,,,,,120,0.18776988983154297,0.0375,-0.019661241157155018,0.2,204.80984325408934,-10.22327574789524,0.0003,0.0061729057,0.8685415983200073,77.11107635498047,1000.0,908.3136852383614
26624,13,224,-138.06219929,118,151.61,,,,,,,,,,,,,
28672,14,234,-112.36176140999999,122,125.78,130,0.35886794328689575,0.073828125,-0.02403366557264235,0.2,95.9635024189949,-10.205533847212791,0.0003,0.0093543045,0.8649791479110718,33.15705490112305,,
30000,,,,,,140,0.3781629800796509,0.04990234375,-0.022415900308988056,0.2,161.0564392089844,-10.18075925707817,0.0003,0.007936085,0.8625775575637817,79.88343048095703,1000.0,891.6170953512192
30720,15,265,-128.89636105999998,115,144.64,,,,,,,,,,,,,
32768,16,274,-119.2617206,119,135.17,150,0.021137893199920654,0.223974609375,-0.04247087131079752,0.2,13.428487239778041,-10.110625186562539,0.0003,0.020349696,0.8512815237045288,4.537210464477539,,
34816,17,283,-119.44632881,122,137.31,160,0.5428848564624786,0.12265625,-0.027847533181193283,0.2,50.95425792038441,-10.0328209400177,0.0003,0.0119284745,0.8443710207939148,2.3814473152160645,,
35000,,,,,,170,0.5093479752540588,0.068212890625,-0.024615796480793505,0.2,77.70153106451035,-9.98941621184349,0.0003,0.00913183,0.8423503637313843,42.71217727661133,1000.0,861.1773710429668
36864,18,315,-125.57340905000001,117,144.6,,,,,,,,,,,,,
38912,19,323,-127.71892016,120,148.39,180,0.6083217859268188,0.128564453125,-0.025704113557003437,0.2,29.840796031057835,-9.94644396007061,0.0003,0.014266189,0.8364689946174622,9.73171329498291,,
40000,,,,,,190,0.5637011229991913,0.045068359375,-0.02010582976799924,0.2,118.26678210496902,-9.914197656512261,0.0003,0.0071320212,0.8344128727912903,23.845991134643555,1000.0,858.8479012727737
40960,20,353,-126.50378195000002,115,149.11,,,,,,,,,,,,,
43008,21,361,-124.04965334999999,118,147.38,200,0.6376948952674866,0.069287109375,-0.023754572361940517,0.2,114.04257295131683,-9.892038798332214,0.0003,0.009466097,0.8323813080787659,34.512325286865234,,
45000,,,,,,210,0.6455641090869904,0.0951171875,-0.026412259186326992,0.2,40.10069359242916,-9.852655750513076,0.0003,0.010501888,0.8261977434158325,7.2490458488464355,1000.0,849.2975838959217
45056,22,392,-140.10864671999997,114,167.18,,,,,,,,,,,,,
47104,23,401,-120.73665184,117,146.62,220,0.7761507034301758,0.11328125,-0.03126749751390889,0.2,76.6136500954628,-9.802944377064705,0.0003,0.01143009,0.8223727941513062,46.32857894897461,,
49152,24,409,-117.43088383999999,119,144.47,230,0.803244411945343,0.116357421875,-0.03163318477163557,0.2,75.57956503033638,-9.749535197019577,0.0003,0.010822408,0.8153352737426758,19.68021583557129,,
50000,,,,,,240,0.8226636201143265,0.135205078125,-0.032572057616198434,0.2,48.765407633781436,-9.688373735547065,0.0003,0.013967429,0.8098130822181702,23.98728370666504,857.5,718.1276471957565
51200,25,436,-90.61799968999999,117,112.49,,,,,,,,,,,,,
53248,26,442,-67.82271206,120,87.04,250,0.7684325575828552,0.08876953125,-0.029442496530828068,0.2,100.22129325866699,-9.643028473854065,0.0003,0.010488588,0.8059258460998535,44.39931106567383,,
55000,,,,,,260,0.61494180560112,0.111474609375,-0.031383230761275624,0.2,105.91953057050705,-9.601646080613136,0.0003,0.010833176,0.8015531301498413,45.1102409362793,998.0,822.7209321796894
55296,27,472,-57.010058210000004,116,73.54,,,,,,,,,,,,,
57344,28,481,-58.3370824,119,75.45,270,0.8283260464668274,0.14365234375,-0.03942646357463673,0.2,73.08697360754013,-9.558942931890488,0.0003,0.013407664,0.7975016832351685,35.94431686401367,,
59392,29,490,-58.533902680000004,121,75.3,280,0.7982284426689148,0.137841796875,-0.03488074993947521,0.2,73.90671220421791,-9.526235741376876,0.0003,0.0129247885,0.7948499917984009,31.58853530883789,,
60000,,,,,,290,0.8902322724461555,0.167822265625,-0.04307061000727117,0.2,46.377296501398085,-9.46027655005455,0.0003,0.015676187,0.7859857082366943,26.08616828918457,908.6,724.5079772144557
61440,30,517,-63.486860770000014,118,82.88,,,,,,,,,,,,,
63488,31,526,-60.42489663000001,120,80.38,300,0.8403504937887192,0.145166015625,-0.03622329315694515,0.2,63.86715805530548,-9.401667794585228,0.0003,0.01283711,0.7819443345069885,19.012592315673828,,
65000,,,,,,310,0.768472820520401,0.154345703125,-0.04044720696401782,0.2,83.4292963385582,-9.333130306005478,0.0003,0.013359328,0.7730411291122437,31.000688552856445,946.6,756.5614692777395
65536,32,554,-59.892140360000006,118,80.77,,,,,,,,,,,,,
67584,33,563,-53.98913349,120,74.19,320,0.8993959948420525,0.20048828125,-0.04396104810293764,0.2,30.523009926080704,-9.251060050725936,0.0003,0.01726209,0.7661451101303101,18.061603546142578,,
69632,34,571,-48.82655716,121,68.32,330,0.8387689292430878,0.2046875,-0.04795175335893873,0.2,57.6703920185566,-9.163071274757385,0.0003,0.016623601,0.7571265697479248,37.27671813964844,,
70000,,,,,,340,0.2763480544090271,0.140380859375,-0.0382040780124953,0.2,109.11284826993942,-9.08467909693718,0.0003,0.0120279435,0.7504312992095947,45.86737060546875,583.0,439.3226033449173
71680,35,592,-57.96713516999999,120,82.4,,,,,,,,,,,,,
73728,36,602,-58.050681699999984,122,83.18,350,0.8631281703710556,0.193896484375,-0.048538940254366024,0.2,50.09659787416458,-9.027412676811219,0.0003,0.016976323,0.7475026249885559,17.52880859375,,
75000,,,,,,360,0.8769600763916969,0.191748046875,-0.04564125903707463,0.2,41.27751315236092,-8.979779714345932,0.0003,0.017247897,0.7406061887741089,9.274492263793945,469.8,337.80375277847054
75776,37,620,-58.887703089999995,122,85.23,,,,,,,,,,,,,
77824,38,628,-62.05399638,123,90.92,370,0.8305985778570175,0.16064453125,-0.042422272978001274,0.2,48.5417966157198,-8.912367689609528,0.0003,0.014234043,0.7353116273880005,13.426008224487305,,
79872,39,636,-65.86482605,125,97.55,380,0.8543536514043808,0.216357421875,-0.048278344300342724,0.2,49.396890288591386,-8.857051527500152,0.0003,0.018202297,0.7294782400131226,22.942716598510742,,
80000,,,,,,390,0.85252745449543,0.192333984375,-0.04714812744350638,0.2,56.9609098136425,-8.768755662441254,0.0003,0.016712856,0.7204104065895081,31.06165885925293,418.0,308.1346118867397
81920,40,653,-70.76446430000001,125,106.16,,,,,,,,,,,,,
83968,41,661,-61.645542799999994,126,94.99,400,0.8621881604194641,0.23974609375,-0.044245966366725044,0.2,44.39393573701382,-8.659501478075981,0.0003,0.023322906,0.7103106379508972,14.595865249633789,,
85000,,,,,,410,0.8424433469772339,0.21318359375,-0.04998879670165479,0.2,49.90396348834038,-8.565449750423431,0.0003,0.01987013,0.7031383514404297,13.96058464050293,367.1,259.42246061861516
86016,42,677,-60.506743820000004,126,95.65,,,,,,,,,,,,,
