rollout/ep_rew_mean,train/learning_rate,time/total_timesteps,train/actor_loss,time/fps,time/time_elapsed,train/critic_loss,rollout/ep_len_mean,train/n_updates,time/episodes,eval/mean_reward,eval/mean_ep_length
-115.1931145,0.001,400,1.6369603013992309,328,1,0.035931990393437446,100.0,200,4,,
,0.001,500,1.7750703001022339,,,0.007795864890795201,,300,,-99.9131793,100.0
-102.93558475,0.001,800,2.441524920463562,158,5,0.025232297470793127,100.0,600,8,,
,0.001,1000,2.6592041301727294,,,0.022654753839597107,,800,,-75.94525935,100.0
-91.53415516666666,0.001,1200,2.893250250816345,134,8,0.01820461203344166,100.0,1000,12,,
,0.001,1500,3.32231981754303,,,0.01600629876833409,,1300,,-75.10682479999998,100.0
-87.0105201875,0.001,1600,3.487810196876526,124,12,0.01784186496399343,100.0,1400,16,,
,0.001,2000,4.122812323570251,,,0.02034601181745529,,1800,,-71.91376160000002,100.0
-82.4468928,,2000,,120,16,,100.0,,20,,
-77.66870979166667,0.001,2400,4.684994029998779,128,18,0.019883385868743064,100.0,2200,24,,
,0.001,2500,4.839229516983032,,,0.024669837756082415,,2300,,-57.036454649999996,100.0
-74.59672828571429,0.001,2800,5.259238805770874,124,22,0.022467704517766834,100.0,2600,28,,
,0.001,3000,5.520618667602539,,,0.023558694999665022,,2800,,-60.877864550000005,100.0
-72.32162518749999,0.001,3200,5.848912487030029,122,26,0.02344954025000334,100.0,3000,32,,
,0.001,3500,6.276582822799683,,,0.02335132060572505,,3300,,-64.47936130000001,100.0
-70.99271183333332,0.001,3600,6.420927743911744,120,29,0.027346005942672492,100.0,3400,36,,
,0.001,4000,7.158116626739502,,,0.02598047927953303,,3800,,-75.813212,100.0
-70.968594375,,4000,,119,33,,100.0,,40,,
-70.13428377272727,0.001,4400,7.811934242248535,123,35,0.03022008951753378,100.0,4200,44,,
,0.001,4500,7.951862335205078,,,0.029395152125507595,,4300,,-61.52553334999999,100.0
-69.37267083333334,0.001,4800,8.485386219024658,122,39,0.03217811385169625,100.0,4600,48,,
,0.001,5000,8.810503005981445,,,0.034459215626120566,,4800,,-59.301489249999996,100.0
-68.37465530769231,0.001,5200,9.150050411224365,121,42,0.03005010385066271,100.0,5000,52,,
,0.001,5500,9.551177253723145,,,0.029782016985118388,,5300,,-59.9152893,100.0
-67.74999180357143,0.001,5600,9.728199977874755,120,46,0.031268070582300425,100.0,5400,56,,
,0.001,6000,10.388078384399414,,,0.031458870749920605,,5800,,-63.306483149999984,100.0
-67.25510253333334,,6000,,119,50,,100.0,,60,,
-66.824038796875,0.001,6400,11.025875778198243,121,52,0.03564788997173309,100.0,6200,64,,
,0.001,6500,11.149015064239501,,,0.035294982343912124,,6300,,-60.5923304,100.0
-66.28721048529411,0.001,6800,11.597378387451172,120,56,0.03485082847997546,100.0,6600,68,,
,0.001,7000,11.904506549835205,,,0.04078074401244521,,6800,,-62.24365110000001,100.0
-65.83099209722224,0.001,7200,12.2113205909729,118,60,0.04154868308454752,100.0,7000,72,,
,0.001,7500,12.693429584503173,,,0.037026242408901455,,7300,,-59.570707549999995,100.0
-65.25004123684212,0.001,7600,12.77339448928833,117,64,0.0344270877353847,100.0,7400,76,,
,0.001,8000,13.401638603210449,,,0.04082984047010541,,7800,,-55.27394889999999,100.0
-64.93895818749999,,8000,,116,68,,100.0,,80,,
-64.32566167857142,0.001,8400,13.922636318206788,117,71,0.04420506116002798,100.0,8200,84,,
,0.001,8500,14.086071300506593,,,0.03769737968221307,,8300,,-54.98997875,100.0
-64.01466151136364,0.001,8800,14.473821811676025,116,75,0.04165816430002451,100.0,8600,88,,
,0.001,9000,14.770167846679687,,,0.04629656221717596,,8800,,-54.8668902,100.0
-63.255235336956524,0.001,9200,15.049587116241455,115,79,0.048697968870401384,100.0,9000,92,,
,0.001,9500,15.418684310913086,,,0.051019159760326144,,9300,,-54.928952849999995,100.0
-62.67985555208333,0.001,9600,15.567029552459717,115,83,0.049009869676083326,100.0,9400,96,,
,0.001,10000,16.106948947906496,,,0.05020707895979285,,9800,,-55.16255470000001,100.0
-62.26174125000001,,10000,,114,87,,100.0,,100,,
-59.79511703,0.001,10400,16.59853355407715,116,89,0.06819671001285314,100.0,10200,104,,
,0.001,10500,16.719135055541994,,,0.061483956798911096,,10300,,-57.336073299999995,100.0
-58.16882137,0.001,10800,17.1124609375,115,93,0.058698956407606605,100.0,10600,108,,
,0.001,11000,17.36727554321289,,,0.06184830117970705,,10800,,-52.12391215,100.0
-57.434201750000014,0.001,11200,17.592739448547363,114,97,0.05669741004705429,100.0,11000,112,,
,0.001,11500,17.890028762817384,,,0.06478492565453052,,11300,,-57.718142799999995,100.0
-56.56046938,0.001,11600,18.01747688293457,114,101,0.05817610483616591,100.0,11400,116,,
,0.001,12000,18.523362426757814,,,0.07296022545546293,,11800,,-55.04185785,100.0
-56.125579730000005,,12000,,113,105,,100.0,,120,,
-56.16569777999999,0.001,12400,19.005580558776856,114,108,0.0636110869422555,100.0,12200,124,,
,0.001,12500,19.17711757659912,,,0.06465767052024603,,12300,,-50.880570399999996,100.0
-56.15691973,0.001,12800,19.53633834838867,114,112,0.06401718635112047,100.0,12600,128,,
,0.001,13000,19.77191162109375,,,0.06492706604301929,,12800,,-54.0999858,100.0
-56.09246532,0.001,13200,19.964855079650878,113,116,0.06401215694844722,100.0,13000,132,,
,0.001,13500,20.284775772094726,,,0.06775807876139879,,13300,,-53.9035774,100.0
-55.67280194999999,0.001,13600,20.377608833312987,112,120,0.07571446441113949,100.0,13400,136,,
,0.001,14000,20.864775009155274,,,0.06051970716565847,,13800,,-55.248029599999995,100.0
-54.81692744,,14000,,111,125,,100.0,,140,,
-54.16087925,0.001,14400,21.32617317199707,112,127,0.06501176167279482,100.0,14200,144,,
,0.001,14500,21.353158836364745,,,0.06864259470254183,,14300,,-52.11024964999999,100.0
-53.914421669999996,0.001,14800,21.657303619384766,112,131,0.0676986375451088,100.0,14600,148,,
,0.001,15000,21.91236343383789,,,0.07601654436439276,,14800,,-52.83321424999999,100.0
-53.723262170000005,0.001,15200,22.09339588165283,111,136,0.07259410955011844,100.0,15000,152,,
,0.001,15500,22.437497901916505,,,0.08266841597855092,,15300,,-53.31536485,100.0
-53.33432602,0.001,15600,22.532765159606935,111,140,0.08846181150525809,100.0,15400,156,,
,0.001,16000,22.989436645507812,,,0.07556551348417997,,15800,,-50.5874468,100.0
-52.83581488,,16000,,110,144,,100.0,,160,,
-52.27164426,0.001,16400,23.2599857711792,111,146,0.08268966440111399,100.0,16200,164,,
,0.001,16500,23.392548713684082,,,0.0811585133895278,,16300,,-50.99442405,100.0
-51.9853044,0.001,16800,23.628433647155763,111,151,0.08153943207114935,100.0,16600,168,,
,0.001,17000,23.900833740234376,,,0.08287436086684466,,16800,,-50.02857315,100.0
-51.854794629999994,0.001,17200,24.037309036254882,110,155,0.07560593035072088,100.0,17000,172,,
,0.001,17500,24.41803424835205,,,0.09076928392052651,,17300,,-49.133856099999996,100.0
-51.71264942999999,0.001,17600,24.48586338043213,110,159,0.08282130386680364,100.0,17400,176,,
,0.001,18000,24.821711807250978,,,0.08779870741069316,,17800,,-49.150946999999995,100.0
-51.18663963,,18000,,109,164,,100.0,,180,,
-50.83773494000001,0.001,18400,25.213636741638183,110,166,0.09405203804373741,100.0,18200,184,,
,0.001,18500,25.26666400909424,,,0.09802468314766884,,18300,,-51.68319004999999,100.0
-50.65118251,0.001,18800,25.64676830291748,110,170,0.08753608267754316,100.0,18600,188,,
,0.001,19000,25.780068244934082,,,0.09505323205143214,,18800,,-48.036267699999996,100.0
-50.60608174,0.001,19200,26.030760841369627,109,174,0.1109265160560608,100.0,19000,192,,
,0.001,19500,26.22252555847168,,,0.09084900073707104,,19300,,-47.9837416,100.0
-50.58372718,0.001,19600,26.320038452148438,109,179,0.09548401579260826,100.0,19400,196,,
,0.001,20000,26.720221786499025,,,0.10183779019862413,,19800,,-50.13878495000001,100.0
-50.433173400000015,,20000,,109,183,,100.0,,200,,
-50.527245429999994,0.001,20400,27.210382804870605,109,185,0.09448031730949878,100.0,20200,204,,
,0.001,20500,27.314399185180665,,,0.1020912977680564,,20300,,-58.683574650000004,100.0
-50.99783351,0.001,20800,27.617383232116698,109,189,0.10493279069662094,100.0,20600,208,,
,0.001,21000,27.796611976623534,,,0.10498812034726143,,20800,,-54.2627998,100.0
-51.57714249000001,0.001,21200,27.975729713439943,109,193,0.109923460111022,100.0,21000,212,,
,0.001,21500,28.26607624053955,,,0.1320252565294504,,21300,,-64.71083734999999,100.0
-52.434998949999994,0.001,21600,28.411005859375,109,197,0.13762644208967686,100.0,21400,216,,
,0.001,22000,28.8329288482666,,,0.11396338775753975,,21800,,-55.874990149999995,100.0
-52.29243394,,22000,,109,201,,100.0,,220,,
-52.20899046,0.001,22400,29.169627647399903,109,203,0.12241483487188816,100.0,22200,224,,
,0.001,22500,29.43595630645752,,,0.12337760396301746,,22300,,-50.76279310000001,100.0
-52.04115929,0.001,22800,29.65781475067139,109,208,0.12498876132071018,100.0,22600,228,,
,0.001,23000,29.834114723205566,,,0.11525521725416184,,22800,,-53.82504240000001,100.0
-51.93427967,0.001,23200,29.935132217407226,109,212,0.13557907931506633,100.0,23000,232,,
,0.001,23500,30.220764198303222,,,0.12333366766571999,,23300,,-50.31275545,100.0
-52.161408049999984,0.001,23600,30.45651969909668,108,217,0.14379970148205756,100.0,23400,236,,
,0.001,24000,30.821801986694336,,,0.12692188188433648,,23800,,-49.5477352,100.0
-52.07510314,,24000,,108,222,,100.0,,240,,
-52.23757694,0.001,24400,31.090570983886717,108,224,0.13975457958877086,100.0,24200,244,,
,0.001,24500,31.326835861206053,,,0.11756401062011719,,24300,,-48.8399577,100.0
-51.64929814000001,0.001,24800,31.432076148986816,107,229,0.12702336154878138,100.0,24600,248,,
,0.001,25000,31.66296875,,,0.12894777797162532,,24800,,-51.8660078,100.0
