time/total_timesteps,eval/mean_reward,eval/mean_ep_length,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/value_loss,train/approx_kl,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/std,train/learning_rate,train/loss
1000,-12.62821476906538,50.0,,,,,,,,,,,,,,,,
2000,-12.62821476906538,50.0,,,,,,,,,,,,,,,,
2048,,,1,50.0,867,-60.67988584999999,2,,,,,,,,,,,
3000,-10.577749279141425,50.0,,,,,,185.2394483089447,0.0034247302,0.018832683563232422,10,-0.0048902850947342815,-2.810475496202707,0.01865234375,0.2,0.976554274559021,0.0003,59.35432434082031
4000,-10.577749279141425,50.0,,,,,,,,,,,,,,,,
4096,,,2,50.0,726,-60.86241774074074,5,,,,,,,,,,,
5000,-10.372397693246603,50.0,,,,,,110.12353487014771,0.0044179754,0.2740601897239685,20,-0.004844112951832358,-2.776768389344215,0.0294921875,0.2,0.9638969302177429,0.0003,21.862131118774414
6000,-10.372397693246603,50.0,,,,,,,,,,,,,,,,
6144,,,3,50.0,688,-60.93850555,8,,,,,,,,,,,
7000,-10.049531708285212,50.0,,,,,,78.15532217621804,0.0034630431,0.16323888301849365,30,-0.004174901871010661,-2.7393852144479753,0.01015625,0.2,0.9345295429229736,0.0003,17.477819442749023
8000,-10.049531708285212,50.0,,,,,,,,,,,,,,,,
8192,,,4,50.0,665,-59.61726718,12,,,,,,,,,,,
9000,-10.989685001969338,50.0,,,,,,56.98986716270447,0.008078902,0.12293291091918945,40,-0.0067815388989401985,-2.665579456835985,0.034765625,0.2,0.8974452018737793,0.0003,7.384578704833984
10000,-10.989685001969338,50.0,,,,,,,,,,,,,,,,
10240,,,5,50.0,639,-58.242033760000005,16,,,,,,,,,,,
11000,-11.649288300238549,50.0,,,,,,47.51894288361073,0.009614468,0.05648982524871826,50,-0.008636533713433892,-2.57533300742507,0.05498046875,0.2,0.8510826826095581,0.0003,9.614577293395996
12000,-11.649288300238549,50.0,,,,,,,,,,,,,,,,
12288,,,6,50.0,623,-56.37202096,19,,,,,,,,,,,
13000,-11.612380666099488,50.0,,,,,,31.163874711096287,0.008766683,0.04567843675613403,60,-0.006414700577443,-2.4763862296938894,0.04423828125,0.2,0.8132522106170654,0.0003,5.610962867736816
14000,-11.612380666099488,50.0,,,,,,,,,,,,,,,,
14336,,,7,50.0,619,-54.27950922,23,,,,,,,,,,,
15000,-12.94894053414464,50.0,,,,,,22.82243191897869,0.009734703,0.10333311557769775,70,-0.006384621790493839,-2.383154655247927,0.042236328125,0.2,0.7764140367507935,0.0003,5.549453258514404
16000,-12.94894053414464,50.0,,,,,,,,,,,,,,,,
16384,,,8,50.0,613,-52.45298282999999,26,,,,,,,,,,,
17000,-12.655709748342634,50.0,,,,,,15.461750368773938,0.012918871,-0.2459416389465332,80,-0.009129380880040117,-2.2841795034706593,0.046728515625,0.2,0.7359341382980347,0.0003,4.082911968231201
18000,-12.655709748342634,50.0,,,,,,,,,,,,,,,,
18432,,,9,50.0,612,-50.120291900000005,30,,,,,,,,,,,
19000,-11.637236961349846,50.0,,,,,,9.149017903208733,0.015972912,0.24851197004318237,90,-0.016467409432516435,-2.158505318313837,0.07998046875,0.2,0.687711238861084,0.0003,2.0244226455688477
20000,-11.637236961349846,50.0,,,,,,,,,,,,,,,,
